_id , fermi2fgl_name ,  other_name , RA, Dec, LII , BII , Gamma Assoc , Flux1Gev-100 Gev , Spectral index , Spectral index Error , Flux100-300 Mev , Flux300Mev-1Gev , Flux1GeV-3Gev , Flux3-10 Gev , Flux10-100 Gev , Optical classification , TeV CAT , Variability index
871 , 2FGL J1221.4+2814 , W Comae , 185.37375 , 28.23911 , 201.7 , 83.28 , 1AGL J1222+2851 , (55.4+/-2.9) e-10 , 2.019 , 0.034 , (38.5+/-5.3) e-9 , (137+/-9.5) e-10 , (38.7+/-3) e-10 , (13.5+/-1.5) e-10 , (38.7+/-7.8) e-11 , BL Lac , P , 111.496
872 , 2FGL J1222.4+0413 , 4C +04.42 , 185.61542 , 4.22253 , 284.87 , 66.07 , , (13.1+/-1.5) e-10 , 2.766 , 0.066 , (60.6+/-7.5) e-9 , (11+/-1.1) e-9 , (10+/-1.9) e-10 , < 1.60e-10 , < 1.01e-10 , FSRQ , N , 51.196
873 , 2FGL J1223.3+7954 , , 185.84625 , 79.91036 , 124.46 , 37.13 , , < 3.21e-10 , 1.363 , 0.335 , < 6.12e-9 , < 6.29e-10 , < 3.20e-10 , < 1.11e-10 , (5.8+/-2.8) e-11 , Unassociated , N , 22.66
874 , 2FGL J1224.4+2436 , MS 1221.8+2452 , 186.10542 , 24.60244 , 234.01 , 83.41 , , (6.3+/-1.2) e-10 , 2.035 , 0.185 , (22.3+/-6.1) e-9 , < 2.57e-9 , < 4.89e-10 , (24.3+/-7.2) e-11 , < 1.18e-10 , BL Lac , N , 21.795
875 , 2FGL J1223.9+8043 , S5 1221+80 , 185.97708 , 80.72517 , 124.3 , 36.33 , , (11.2+/-1.4) e-10 , 2.265 , 0.078 , < 1.29e-8 , (42.2+/-6.6) e-10 , (8.3+/-1.7) e-10 , (29.5+/-7.1) e-11 , < 7.45e-11 , BL Lac , N , 50.268
876 , 2FGL J1224.9+2122 , 4C +21.35 , 186.22583 , 21.38003 , 255.07 , 81.65 , , (354+/-6.4) e-10 , 2.122 , 0.015 , (404+/-7) e-9 , (129+/-2) e-9 , (289+/-7.3) e-10 , (60.8+/-3.1) e-10 , (9.4+/-1.2) e-10 , FSRQ , P , 13030.35
877 , 2FGL J1225.0+4335 , B3 1222+438 , 186.25458 , 43.59364 , 139.19 , 72.69 , , (4.4+/-1.1) e-10 , 2.516 , 0.153 , (12.8+/-3.7) e-9 , (19.1+/-5.8) e-10 , (3.4+/-1.2) e-10 , < 2.25e-10 , < 6.20e-11 , BL Lac , N , 20.138
878 , 2FGL J1226.0+2953 , , 186.52042 , 29.89633 , 185.03 , 83.78 , , (16.6+/-2) e-10 , 1.937 , 0.154 , < 8.62e-9 , (28.7+/-6.3) e-10 , (9.9+/-1.9) e-10 , (44+/-9.2) e-11 , < 6.29e-11 , Unassociated , N , 36.633
879 , 2FGL J1226.7-1331 , PMN J1226-1328 , 186.67542 , -13.52333 , 293.76 , 48.9 , , (12.5+/-1.8) e-10 , 1.968 , 0.119 , (17.8+/-6.6) e-9 , < 3.25e-9 , (10.6+/-2.2) e-10 , (33.4+/-8.7) e-11 , < 1.88e-10 , BL Lac , N , 37.233
880 , 2FGL J1226.9+4940 , 87GB 122531.6+494958 , 186.73917 , 49.67419 , 133.09 , 66.97 , , (4.9+/-1.2) e-10 , 2.392 , 0.195 , < 2.12e-8 , < 3.80e-9 , (3.5+/-1.3) e-10 , < 2.00e-10 , < 9.30e-11 , FSRQ , N , 29.724
881 , 2FGL J1227.7-4853 , , 186.9275 , -48.89131 , 298.91 , 13.79 , , (35.4+/-2.8) e-10 , 2.085 , 0.086 , (30.1+/-6.2) e-9 , (15.5+/-1.2) e-9 , (29.9+/-3.2) e-10 , (34.7+/-9.1) e-11 , < 8.48e-11 , Unassociated , N , 21.023
882 , 2FGL J1228.7-8310 , PKS 1221-82 , 187.17875 , -83.17125 , 302.21 , -20.34 , , (4.6+/-1.3) e-10 , 2.623 , 0.161 , (18.1+/-5.7) e-9 , < 4.86e-9 , < 7.87e-10 , < 1.66e-10 , < 6.55e-11 , AGU , N , 28.338
883 , 2FGL J1228.6+4857 , TXS 1226+492 , 187.16958 , 48.95342 , 132.82 , 67.73 , , (7.5+/-1.3) e-10 , 2.391 , 0.131 , < 3.22e-8 , (33.4+/-7.8) e-10 , (6.5+/-1.6) e-10 , < 1.11e-10 , < 1.43e-10 , FSRQ , N , 38.468
884 , 2FGL J1229.1+0202 , 3C 273 , 187.27625 , 2.04167 , 289.95 , 64.34 , 1AGL J1228+0142 , (151+/-4.5) e-10 , 2.452 , 0.022 , (528+/-8.3) e-9 , (109+/-2) e-9 , (140+/-5.4) e-10 , (14.8+/-1.6) e-10 , (9.2+/-4.3) e-11 , FSRQ , N , 4244.598
885 , 2FGL J1230.2-5258 , PMN J1229-5303 , 187.57458 , -52.97861 , 299.7 , 9.75 , , (6.5+/-1.6) e-10 , 2.206 , 0.177 , < 2.44e-8 , < 4.17e-9 , < 9.61e-10 , (18.7+/-7.9) e-11 , < 1.12e-10 , AGU , N , 22.891
886 , 2FGL J1230.2+2517 , ON 246 , 187.56083 , 25.29139 , 232.89 , 84.9 , , (8.8+/-1.4) e-10 , 2.274 , 0.111 , < 1.87e-8 , (27.2+/-6.9) e-10 , (8.3+/-1.6) e-10 , (16.3+/-6.7) e-11 , < 1.07e-10 , BL Lac , N , 53.833
887 , 2FGL J1230.8+1224 , M 87 , 187.70042 , 12.40594 , 283.74 , 74.5 , , (17.3+/-1.8) e-10 , 2.174 , 0.069 , (16.5+/-4.9) e-9 , (50.8+/-7.5) e-10 , (14.3+/-2.1) e-10 , (32.6+/-8.1) e-11 , < 1.42e-10 , RDG , P , 24.361
888 , 2FGL J1231.1-6512 , , 187.7925 , -65.21189 , 300.8 , -2.43 , , (19.2+/-3.3) e-10 , 2.545 , 0.194 , (23.7+/-7.2) e-9 , (9.5+/-1.8) e-9 , (15.8+/-3.8) e-10 , < 3.50e-10 , < 9.90e-11 , Unassociated , N , 13.638
889 , 2FGL J1231.3-5112 , , 187.83708 , -51.21031 , 299.72 , 11.53 , , (11+/-2.1) e-10 , 2.23 , 0.185 , (14.1+/-5.3) e-9 , (8+/-1.1) e-9 , (10.9+/-2.5) e-10 , < 1.36e-10 , < 4.88e-11 , Unassociated , N , 39.043
890 , 2FGL J1231.2-1411 , PSR J1231-1411 , 187.815 , -14.18683 , 295.55 , 48.39 , , (177+/-5.4) e-10 , 1.269 , 0.058 , (41.6+/-6.2) e-9 , (32.9+/-1.3) e-9 , (137+/-5.5) e-10 , (33.4+/-2.4) e-10 , (12.8+/-4.6) e-11 , Pulsar , N , 29.258
891 , 2FGL J1231.6+1417 , GB6 J1231+1421 , 187.91708 , 14.29139 , 282.19 , 76.35 , , (6.2+/-1.3) e-10 , 2.152 , 0.165 , < 1.69e-8 , (22.4+/-6.8) e-10 , < 5.03e-10 , (16+/-6) e-11 , < 1.14e-10 , BL Lac , N , 24.661
892 , 2FGL J1231.7+2848 , B2 1229+29 , 187.93708 , 28.8085 , 190.67 , 85.34 , , (35.4+/-2.3) e-10 , 1.869 , 0.046 , < 1.55e-8 , (72.8+/-7.7) e-10 , (24+/-2.4) e-10 , (8.6+/-1.2) e-10 , (38.3+/-7.8) e-11 , BL Lac , N , 80.133
893 , 2FGL J1233.7-0145 , BZB J1233-0144 , 188.43667 , -1.76264 , 293.84 , 60.79 , , (10.5+/-1.6) e-10 , 2.234 , 0.108 , (19.9+/-5.1) e-9 , (42.1+/-8.1) e-10 , (6.7+/-1.6) e-10 , (13.7+/-6.1) e-11 , (9.3+/-4.2) e-11 , BL Lac , N , 18.444
894 , 2FGL J1234.0-5733 , PMN J1234-5736 , 188.51458 , -57.55322 , 300.59 , 5.23 , , (16.1+/-2.4) e-10 , 2.167 , 0.1 , (26.2+/-7.7) e-9 , < 6.63e-9 , (16+/-3.2) e-10 , (27.8+/-9.8) e-11 , < 2.28e-10 , AGU , N , 25.593
895 , 2FGL J1236.1-6155 , , 189.04042 , -61.92278 , 301.13 , 0.89 , , (18+/-3.5) e-10 , 2.405 , 0.107 , < 5.90e-8 , (9.5+/-2.8) e-9 , < 2.03e-9 , < 6.49e-10 , < 1.76e-10 , Unassociated , N , 31.267
896 , 2FGL J1238.1-1953 , PMN J1238-1959 , 189.52667 , -19.89156 , 298.65 , 42.86 , , (4.9+/-1.2) e-10 , 2.294 , 0.176 , < 1.94e-8 , < 2.81e-9 , < 6.92e-10 , (11.7+/-5.3) e-11 , < 6.45e-11 , AGU , N , 21.256
897 , 2FGL J1239.5+0443 , MG1 J123931+0443 , 189.88 , 4.73003 , 295.17 , 67.42 , 1AGL J1238+0406 , (44.7+/-2.7) e-10 , 2.319 , 0.036 , (61.1+/-6) e-9 , (18.8+/-1.1) e-9 , (36.7+/-3.1) e-10 , (7.5+/-1.2) e-10 , < 1.75e-10 , FSRQ , N , 503.032
898 , 2FGL J1239.5+0728 , PKS 1236+077 , 189.88417 , 7.47825 , 294.21 , 70.14 , , (4.1+/-1.2) e-10 , 1.894 , 0.19 , < 1.27e-8 , < 1.03e-9 , (3.5+/-1.4) e-10 , < 2.52e-10 , < 8.86e-11 , AGU , N , 19.989
899 , 2FGL J1240.6-7151 , , 190.1625 , -71.86603 , 302.08 , -9.02 , , (10.8+/-2) e-10 , 1.818 , 0.164 , < 2.51e-8 , (3.2+/-1) e-9 , < 8.12e-10 , (20.5+/-7.6) e-11 , (19.8+/-6.3) e-11 , Unassociated , N , 18.45
900 , 2FGL J1241.6-1457 , RX J1241.8-1455 , 190.405 , -14.95686 , 299.39 , 47.84 , , (4.7+/-1.2) e-10 , 1.979 , 0.188 , < 1.10e-8 , < 2.12e-9 , < 5.50e-10 , (16.5+/-6.2) e-11 , < 8.76e-11 , BL Lac , N , 23.314
901 , 2FGL J1243.1+3627 , Ton 116 , 190.78042 , 36.45058 , 133.13 , 80.51 , , (18.8+/-1.8) e-10 , 1.698 , 0.072 , < 1.22e-8 , (28+/-5.9) e-10 , (9.2+/-1.7) e-10 , (54+/-9.9) e-11 , (32.3+/-7.1) e-11 , BL Lac , N , 31.215
902 , 2FGL J1243.9-6232 , , 190.98167 , -62.541 , 302.06 , 0.31 , , (21.8+/-4) e-10 , 2.309 , 0.096 , < 2.88e-8 , (14.2+/-3.2) e-9 , < 2.94e-9 , (4.5+/-1.6) e-10 , < 1.27e-10 , Unassociated , N , 21.166
903 , 2FGL J1245.1+5708 , 1RXS J124510.5+571020 , 191.27833 , 57.13394 , 124.64 , 59.97 , , (4.8+/-1) e-10 , 2.109 , 0.168 , < 1.72e-8 , < 2.46e-9 , (3.6+/-1.2) e-10 , < 1.82e-10 , < 1.24e-10 , BL Lac , N , 17.056
904 , 2FGL J1246.7-2546 , PKS 1244-255 , 191.68083 , -25.78281 , 301.6 , 37.07 , , (87.4+/-3.7) e-10 , 2.102 , 0.04 , (99.5+/-5.1) e-9 , (32.5+/-1.3) e-9 , (70.9+/-4.1) e-10 , (16+/-1.7) e-10 , (12.4+/-5.1) e-11 , FSRQ , N , 532.11
905 , 2FGL J1248.6-5510 , , 192.1575 , -55.17364 , 302.52 , 7.69 , , (8+/-1.9) e-10 , 2.466 , 0.135 , (23.4+/-7.3) e-9 , (4.2+/-1.3) e-9 , (8.5+/-2.6) e-10 , < 1.81e-10 , < 1.14e-10 , Unassociated , N , 25.482
906 , 2FGL J1248.2+5820 , PG 1246+586 , 192.06292 , 58.34983 , 123.73 , 58.77 , , (41.2+/-2.3) e-10 , 1.949 , 0.038 , (17.7+/-4.7) e-9 , (86+/-7.1) e-10 , (30.9+/-2.5) e-10 , (10.1+/-1.2) e-10 , (30.2+/-6.4) e-11 , BL Lac , N , 31.915
907 , 2FGL J1249.5-2811 , , 192.37833 , -28.18344 , 302.41 , 34.68 , , (5.3+/-1.3) e-10 , 1.96 , 0.179 , < 8.35e-9 , < 2.89e-9 , < 6.50e-10 , < 2.32e-10 , < 1.58e-10 , Unassociated , N , 24.936
908 , 2FGL J1249.9+3705 , RX J1249.8+3708 , 192.47708 , 37.08978 , 124.69 , 80.03 , , (6.8+/-1.3) e-10 , 1.584 , 0.13 , < 6.60e-9 , < 1.21e-9 , (4+/-1.2) e-10 , (25.2+/-7.6) e-11 , (10.1+/-4.2) e-11 , BL Lac , N , 27.349
909 , 2FGL J1251.2+1045 , 1RXS J125117.4+103914 , 192.81208 , 10.75656 , 302.76 , 73.62 , , (4.3+/-1.2) e-10 , 1.929 , 0.205 , < 8.60e-9 , < 1.97e-9 , < 5.98e-10 , < 2.06e-10 , < 1.33e-10 , BL Lac , N , 36.83
910 , 2FGL J1253.1+5302 , S4 1250+53 , 193.27542 , 53.04669 , 122.35 , 64.08 , , (37.3+/-2.3) e-10 , 1.974 , 0.04 , (18.2+/-3.3) e-9 , (88.9+/-7.1) e-10 , (25.1+/-2.4) e-10 , (10+/-1.3) e-10 , (24.3+/-5.9) e-11 , BL Lac , N , 56.895
911 , 2FGL J1254.2-2203 , , 193.57083 , -22.052 , 303.8 , 40.81 , , (7.1+/-1.5) e-10 , 2.256 , 0.141 , < 2.60e-8 , (29.2+/-9.7) e-10 , (7.1+/-1.9) e-10 , < 2.19e-10 , < 1.31e-10 , Unassociated , N , 19.281
912 , 2FGL J1254.4+2209 , TXS 1252+224 , 193.61125 , 22.15586 , 310.91 , 84.97 , , (6.9+/-1.3) e-10 , 1.993 , 0.135 , < 1.55e-8 , (16.8+/-5.9) e-10 , (4.8+/-1.4) e-10 , (22.2+/-7.1) e-11 , < 1.01e-10 , BL Lac , N , 24.213
913 , 2FGL J1254.1+6237 , BZB J1253+6242 , 193.53667 , 62.61969 , 122.39 , 54.5 , , (32.6+/-8.4) e-11 , 2.024 , 0.209 , < 9.04e-9 , < 1.62e-9 , (3.3+/-1) e-10 , < 1.07e-10 , < 9.18e-11 , BL Lac , N , 18.734
914 , 2FGL J1255.8-5828 , , 193.96375 , -58.47161 , 303.51 , 4.39 , , (8.3+/-2) e-10 , 2.513 , 0.132 , < 4.33e-8 , (7.4+/-1.6) e-9 , < 1.28e-9 , < 2.13e-10 , < 7.32e-11 , Unassociated , N , 21.619
915 , 2FGL J1256.1-0547 , 3C 279 , 194.04208 , -5.79369 , 305.09 , 57.05 , 1AGL J1256-0549 , (256+/-5.7) e-10 , 2.221 , 0.019 , (398+/-7.3) e-9 , (113+/-2) e-9 , (203+/-6.5) e-10 , (42.2+/-2.7) e-10 , (59.2+/-9.8) e-11 , FSRQ , P , 2935.79
916 , 2FGL J1256.5-1145 , PMN J1256-1146 , 194.13875 , -11.75286 , 304.92 , 51.09 , , (9.4+/-1.5) e-10 , 2.035 , 0.128 , < 2.13e-8 , < 3.20e-9 , (6.5+/-1.7) e-10 , (16.2+/-6.8) e-11 , (11.6+/-4.8) e-11 , AGN , N , 20.364
917 , 2FGL J1257.0+3650 , 1RXS J125716.0+364713 , 194.25167 , 36.83931 , 116.35 , 80.21 , , (8.1+/-1.3) e-10 , 2.011 , 0.113 , < 6.00e-9 , (20.4+/-5.6) e-10 , (6.9+/-1.5) e-10 , (14.1+/-6.4) e-11 , < 1.36e-10 , BL Lac , N , 35.516
918 , 2FGL J1258.4-1801 , PKS B1256-177 , 194.60792 , -18.03164 , 305.27 , 44.8 , , (8.5+/-1.5) e-10 , 2.545 , 0.106 , (30.7+/-5) e-9 , (41.5+/-8.6) e-10 , (5.2+/-1.7) e-10 , (21.1+/-7.2) e-11 , < 6.98e-11 , FSRQ , N , 80.377
919 , 2FGL J1258.2+3231 , ON 393 , 194.5625 , 32.52336 , 108.03 , 84.4 , , (4.5+/-1) e-10 , 2.554 , 0.148 , < 2.22e-8 , (28.7+/-6.8) e-10 , (4.1+/-1.3) e-10 , < 1.21e-10 , < 6.91e-11 , FSRQ , N , 53.117
920 , 2FGL J1258.8-2223 , PKS 1256-220 , 194.71792 , -22.38397 , 305.19 , 40.45 , , (20.2+/-2.2) e-10 , 2.296 , 0.068 , (20+/-9.3) e-9 , (8.3+/-1.1) e-9 , (19.5+/-2.7) e-10 , (33+/-8.9) e-11 , < 8.26e-11 , FSRQ , N , 92.621
921 , 2FGL J1259.8-3749 , , 194.9675 , -37.83108 , 304.76 , 25 , , (6.4+/-1.5) e-10 , 1.91 , 0.173 , < 1.53e-8 , < 1.90e-9 , < 7.97e-10 , (18.6+/-7.4) e-11 , < 1.63e-10 , Unassociated , N , 32.75
922 , 2FGL J1301.5+0835 , PSR J1301+08 , 195.39042 , 8.58447 , 310.75 , 71.3 , , (7.6+/-1.3) e-10 , 2.076 , 0.115 , < 5.51e-9 , (23.8+/-6.6) e-10 , (6.4+/-1.6) e-10 , (19.6+/-6.5) e-11 , < 5.15e-11 , Pulsar , N , 23.51
923 , 2FGL J1301.6+3331 , 5C 12.170 , 195.42292 , 33.52325 , 104.47 , 83.23 , , (5.7+/-1.2) e-10 , 2.177 , 0.169 , < 2.00e-8 , < 2.83e-9 , (4.4+/-1.3) e-10 , (13+/-5.5) e-11 , < 8.68e-11 , AGU , N , 38.573
924 , 2FGL J1302.4-3257 , PSR J1302-32 , 195.60292 , -32.95417 , 305.58 , 29.85 , , (22.7+/-2.4) e-10 , 1.973 , 0.128 , (14.7+/-4.1) e-9 , (59.8+/-8.9) e-10 , (18.8+/-2.6) e-10 , (4.5+/-1) e-10 , < 1.03e-10 , Pulsar , N , 22.153
925 , 2FGL J1303.7-6316c , , 195.9425 , -63.26828 , 304.31 , -0.44 , , (24.6+/-4.6) e-10 , 2.103 , 0.129 , (4.3+/-1.7) e-8 , < 1.51e-8 , < 3.17e-9 , < 6.96e-10 , (18.7+/-7.5) e-11 , Unassociated , E , 25.263
926 , 2FGL J1303.5-4622 , PMN J1303-4621 , 195.88333 , -46.37506 , 305.1 , 16.44 , , (6.6+/-1.5) e-10 , 2.214 , 0.14 , < 6.46e-9 , (29.7+/-9.1) e-10 , (6.6+/-2) e-10 , < 1.70e-10 , < 8.73e-11 , FSRQ , N , 30.398
927 , 2FGL J1303.1+2435 , MG2 J130304+2434 , 195.77583 , 24.59761 , 349.59 , 86.35 , , (30.1+/-2.3) e-10 , 1.92 , 0.084 , (15.7+/-3.4) e-9 , (82.3+/-7.5) e-10 , (24.7+/-2.4) e-10 , (42.4+/-8.9) e-11 , (12.6+/-4.6) e-11 , BL Lac , N , 207.956
928 , 2FGL J1303.8-5537 , PMN J1303-5540 , 195.96458 , -55.62275 , 304.69 , 7.2 , , (11.8+/-2) e-10 , 2.645 , 0.089 , (49.8+/-8.2) e-9 , (7.4+/-1.4) e-9 , (8.2+/-2.7) e-10 , < 2.81e-10 , < 7.41e-11 , AGU , N , 21.017
929 , 2FGL J1304.1-2415 , 1RXS J130343.6-241506 , 196.03208 , -24.26392 , 306.62 , 38.51 , , (8.1+/-1.6) e-10 , 1.857 , 0.135 , < 8.58e-9 , < 3.54e-9 , < 8.06e-10 , (23.4+/-7.7) e-11 , (7.5+/-3.6) e-11 , AGU , N , 24.27
930 , 2FGL J1304.3-4353 , 1RXS J130421.2-435308 , 196.09583 , -43.89589 , 305.39 , 18.91 , , (37.3+/-2.7) e-10 , 1.9 , 0.051 , < 3.22e-8 , (6.9+/-1.1) e-9 , (27+/-3) e-10 , (10.9+/-1.5) e-10 , (27.1+/-6.8) e-11 , AGU , N , 46.842
931 , 2FGL J1305.1-2110 , PKS B1302-208 , 196.29958 , -21.17511 , 307.22 , 41.58 , , (6.1+/-1.4) e-10 , 2.202 , 0.175 , < 2.77e-8 , < 3.91e-9 , < 7.54e-10 , (13.9+/-6.4) e-11 , < 1.26e-10 , AGU , N , 21.064
932 , 2FGL J1305.0+1152 , , 196.27208 , 11.87014 , 315.44 , 74.4 , , (5.4+/-1.3) e-10 , 2.206 , 0.151 , < 1.18e-8 , (28.6+/-7.5) e-10 , < 5.94e-10 , < 2.45e-10 , < 7.30e-11 , Unassociated , N , 19.994
933 , 2FGL J1305.8-4925 , NGC 4945 , 196.46083 , -49.42719 , 305.33 , 13.37 , , (7.5+/-1.7) e-10 , 2.103 , 0.149 , < 1.24e-8 , (3.1+/-1) e-9 , < 8.91e-10 , < 2.71e-10 , < 1.55e-10 , Starburst galaxy , N , 26.691
934 , 2FGL J1306.2-6044 , , 196.56708 , -60.74017 , 304.74 , 2.07 , , (54.7+/-4.6) e-10 , 2.166 , 0.089 , < 3.80e-8 , (12.1+/-2.1) e-9 , (47+/-5.2) e-10 , (10.7+/-1.8) e-10 , < 1.37e-10 , Unassociated , N , 31.114
935 , 2FGL J1306.9-4028 , ESO 323-77 , 196.745 , -40.47069 , 306.12 , 22.3 , , (6.7+/-1.5) e-10 , 2.335 , 0.132 , < 1.24e-8 , < 4.67e-9 , (7.8+/-2) e-10 , < 2.46e-10 , < 4.74e-11 , SEY , N , 23.478
936 , 2FGL J1307.6-6704 , PKS 1304-668 , 196.90042 , -67.07619 , 304.5 , -4.26 , , (20.6+/-2.5) e-10 , 2.45 , 0.073 , (5.4+/-1.2) e-8 , (11.6+/-1.7) e-9 , (14.3+/-3.2) e-10 , (3.5+/-1.1) e-10 , < 1.09e-10 , AGU , N , 81.829
937 , 2FGL J1307.5-4300 , 1RXS J130737.8-425940 , 196.89875 , -43.00683 , 306.06 , 19.76 , , (19.7+/-2.2) e-10 , 1.775 , 0.083 , < 2.70e-8 , < 4.28e-9 , (12+/-2.3) e-10 , (6.2+/-1.2) e-10 , (23.5+/-6.3) e-11 , AGU , N , 30.827
938 , 2FGL J1305.7+7854 , S5 1304+79 , 196.42583 , 78.91561 , 122.06 , 38.19 , , (34+/-8.7) e-11 , 2.346 , 0.2 , < 1.31e-8 , (21.8+/-5.6) e-10 , < 3.66e-10 , < 1.45e-10 , < 9.43e-11 , BL Lac , N , 16.537
939 , 2FGL J1308.5+3547 , 5C 12.291 , 197.125 , 35.79308 , 101.23 , 80.6 , , (11+/-1.5) e-10 , 2.28 , 0.088 , (16.2+/-4.1) e-9 , (33.1+/-6.5) e-10 , (11.5+/-1.9) e-10 , (19.2+/-6.3) e-11 , < 5.25e-11 , FSRQ , N , 103.087
940 , 2FGL J1309.6-6230c , , 197.41125 , -62.51281 , 305.03 , 0.28 , , (30.7+/-5) e-10 , 2.224 , 0.087 , < 3.58e-8 , (16.7+/-3.8) e-9 , (26.6+/-6.7) e-10 , (8.1+/-2.1) e-10 , < 2.01e-10 , Unassociated , N , 16.258
941 , 2FGL J1309.3+1154 , 4C +12.46 , 197.33792 , 11.91089 , 319.23 , 74.21 , , (4.6+/-1.2) e-10 , 1.909 , 0.186 , < 8.36e-9 , < 2.00e-9 , < 5.41e-10 , (17.1+/-6.3) e-11 , < 1.01e-10 , BL Lac , N , 21.189
942 , 2FGL J1309.4+4304 , B3 1307+433 , 197.36708 , 43.07792 , 111.17 , 73.63 , , (17.8+/-1.7) e-10 , 1.839 , 0.068 , < 1.35e-8 , (20.3+/-5.4) e-10 , (13.3+/-1.9) e-10 , (51.5+/-9.3) e-11 , (16.7+/-5.1) e-11 , BL Lac , N , 25.394
943 , 2FGL J1310.6+3222 , OP 313 , 197.67333 , 32.38097 , 85.58 , 83.29 , , (53+/-2.7) e-10 , 2.105 , 0.048 , (55.6+/-4.4) e-9 , (181+/-9.5) e-10 , (42.2+/-3) e-10 , (9.9+/-1.3) e-10 , (12.9+/-4.6) e-11 , FSRQ , N , 258.367
944 , 2FGL J1310.9+0036 , RX J1311.1+0035 , 197.74 , 0.60736 , 313.75 , 63.06 , , (3.6+/-1.6) e-10 , 1.516 , 0.331 , < 1.06e-8 , < 2.03e-9 , < 7.98e-10 , < 1.09e-10 , (13.6+/-5.2) e-11 , BL Lac , N , 18.883
945 , 2FGL J1312.0-6458 , , 198.00583 , -64.97297 , 305.1 , -2.19 , , (10.9+/-2.7) e-10 , 2.554 , 0.132 , < 2.63e-8 , (10+/-2.2) e-9 , < 1.46e-9 , < 3.75e-10 , < 1.24e-10 , Unassociated , N , 19.241
946 , 2FGL J1311.7-3429 , , 197.94292 , -34.48878 , 307.68 , 28.19 , , (77+/-3.7) e-10 , 2.017 , 0.051 , (54.2+/-6.6) e-9 , (23.8+/-1.3) e-9 , (64.7+/-4.1) e-10 , (13.1+/-1.6) e-10 , < 9.97e-11 , Unassociated , N , 19.092
947 , 2FGL J1312.4-2157 , PKS 1309-216 , 198.12333 , -21.95442 , 309.37 , 40.65 , , (21.7+/-2.2) e-10 , 2.024 , 0.067 , < 1.49e-8 , (46.8+/-9) e-10 , (19.9+/-2.7) e-10 , (5.9+/-1.1) e-10 , < 1.60e-10 , BL Lac , N , 38.295
948 , 2FGL J1312.7+0051 , PSR J1312+00 , 198.18333 , 0.85442 , 314.81 , 63.23 , , (24.7+/-2.6) e-10 , 1.789 , 0.14 , < 1.22e-8 , (36.8+/-8.9) e-10 , (19.9+/-2.7) e-10 , (39.2+/-9) e-11 , < 1.08e-10 , Pulsar , N , 22.832
949 , 2FGL J1312.9-2351 , , 198.24208 , -23.85958 , 309.24 , 38.74 , , (7.3+/-1.6) e-10 , 1.853 , 0.163 , (15.1+/-5.2) e-9 , < 1.83e-9 , (6.2+/-1.8) e-10 , < 3.21e-10 , < 1.82e-10 , Unassociated , N , 26.638
950 , 2FGL J1313.0-0425 , PKS B1310-041 , 198.25875 , -4.42339 , 313.13 , 58.01 , , (4.3+/-1.2) e-10 , 2.369 , 0.185 , < 1.43e-8 , < 3.40e-9 , (5.1+/-1.5) e-10 , < 2.14e-10 , < 5.39e-11 , FSRQ , N , 31.693
951 , 2FGL J1312.8+4828 , GB 1310+487 , 198.21125 , 48.47219 , 113.32 , 68.25 , , (89.9+/-3.4) e-10 , 1.978 , 0.036 , (60.8+/-3.7) e-9 , (26.3+/-1) e-9 , (64.4+/-3.5) e-10 , (18.9+/-1.7) e-10 , (32.5+/-6.9) e-11 , FSRQ , N , 2545.209
952 , 2FGL J1314.5-5330 , PMN J1315-5334 , 198.64083 , -53.51603 , 306.41 , 9.19 , , (15.9+/-2.3) e-10 , 2.43 , 0.083 , (32.8+/-9.5) e-9 , (7.8+/-1.4) e-9 , (16.1+/-3.1) e-10 , < 3.87e-10 , < 7.33e-11 , AGU , N , 58.4
953 , 2FGL J1314.6+2348 , TXS 1312+240 , 198.655 , 23.80672 , 1.78 , 83.8 , , (14.5+/-1.6) e-10 , 2.084 , 0.078 , < 1.83e-8 , (46.8+/-6.9) e-10 , (9.7+/-1.7) e-10 , (30.7+/-7.7) e-11 , (8.4+/-3.8) e-11 , BL Lac , N , 33.966
954 , 2FGL J1315.6-0730 , , 198.91458 , -7.50975 , 313.4 , 54.86 , , (6.3+/-1.4) e-10 , 1.919 , 0.17 , < 1.50e-8 , < 1.71e-9 , (6.3+/-1.7) e-10 , (13.1+/-6) e-11 , < 1.43e-10 , Unassociated , N , 46.417
955 , 2FGL J1315.9-3339 , PKS 1313-333 , 198.99167 , -33.66319 , 308.76 , 28.92 , , (25.7+/-2.4) e-10 , 2.305 , 0.062 , (23.7+/-7.6) e-9 , (10.1+/-1.2) e-9 , (23+/-2.8) e-10 , (41.4+/-9.9) e-11 , (7.9+/-3.9) e-11 , FSRQ , N , 200.677
956 , 2FGL J1317.2-6304 , , 199.31 , -63.07792 , 305.84 , -0.36 , , (54.3+/-6) e-10 , 2.427 , 0.12 , (5.7+/-1.3) e-8 , (19.8+/-3.1) e-9 , (54.9+/-7.3) e-10 , (5.3+/-1.9) e-10 , < 1.15e-10 , Unassociated , N , 19.035
957 , 2FGL J1317.9+3426 , S4 1315+34 , 199.49667 , 34.43517 , 86.61 , 80.73 , , (33.3+/-9.3) e-11 , 2.379 , 0.177 , < 5.83e-9 , (21.6+/-6.2) e-10 , < 4.37e-10 , < 2.02e-10 , < 4.38e-11 , FSRQ , N , 35.969
