_id , pccs1f217_name , other_name , RA , Dec , LII , BII ,Detection pipeline flux density +/- err (mJy),Aperture photometry flux density +/- err (mJy),PSF fit flux density +/- err (mJy),Gaussian fit flux density +/- err (mJy),PositionError (arcmin),Extended,Cirrus flag,External validation,ERCSC source name,Gaussian fit semimajor axis +/- err (arcmin),Gaussian fit semiminor axis +/- err (arcmin),Gaussian fit orientation +/- err (degrees),Gaussian fit effective FWHM (arcmin) 
963 , "PCCS1 217 G266.31-61.65 "  , , 37.78167 , -47.77444 , 266.31816 , -61.65179 , "200.4+/-32" , "367.8+/-82.4" , "384.4+/-41" , "1559.4+/-106.8" , 0.7 , "Yes" , 3 , 2 , "PLCKERC217 G266.29-61.64" , "14.7+/-1.4" , "11.3+/-1.1" , "57.9+/-0.000" , 12.9
964 , "PCCS1 217 G133.88+02.52 "  , , 37.81542 , 63.25167 , 133.88937 , 2.52376 , "493.1+/-82.3" , "268.7+/-492" , "319.8+/-142.7" , "-" , 0.7 , "Not available" , 16 , 2 , " " , "-" , "-" , "-" , -9.9
965 , "PCCS1 217 G180.75-60.54 "  , , 37.81708 , -9.43361 , 180.75053 , -60.54082 , "186.1+/-38.4" , "159.9+/-94.1" , "138.2+/-40" , "-" , 0.7 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
966 , "PCCS1 217 G130.03+11.89 "  , , 37.85833 , 73.36944 , 130.03188 , 11.89164 , "346.8+/-71.5" , "61.9+/-572.2" , "992.4+/-385.3" , "-" , 0.7 , "Not available" , 20 , 0 , " " , "-" , "-" , "-" , -9.9
967 , "PCCS1 217 G152.77-37.03 "  , , 37.86125 , 19.9775 , 152.77189 , -37.03241 , "190.1+/-35.8" , "323.9+/-116.9" , "294.3+/-46.4" , "1237.5+/-119.6" , 0.7 , "Yes" , 8 , 0 , " " , "19.6+/-0.7" , "7.9+/-1" , "68.3+/-0.000" , 12.4
968 , "PCCS1 217 G158.10-44.04 "  , , 37.895 , 11.88167 , 158.10947 , -44.0439 , "264.5+/-37.2" , "309.4+/-133.7" , "366.3+/-47.8" , "775.8+/-95" , 0.7 , "Yes" , 4 , 0 , "PLCKERC217 G158.14-44.03" , "10.8+/-1.5" , "7.1+/-1" , "57.4+/-0.000" , 8.8
969 , "PCCS1 217 G157.07-42.75 "  , , 37.92333 , 13.37111 , 157.07855 , -42.75594 , "267.8+/-43.8" , "239.4+/-100.9" , "159.9+/-38.2" , "261.6+/-46.9" , 0.7 , "No" , 1 , 2 , " " , "5.6+/-1" , "4.7+/-0.9" , "2.6+/-0.000" , 5.1
970 , "PCCS1 217 G130.14+11.69 "  , , 37.94167 , 73.14917 , 130.14112 , 11.6975 , "933.8+/-83.5" , "3305.7+/-1145.8" , "3259.4+/-373.6" , "1.8e+4+/-1834.8" , 0.7 , "Yes" , 20 , 1 , "PLCKERC217 G130.12+11.66" , "23+/-2.9" , "9.4+/-1.3" , "163.5+/-0.000" , 14.7
971 , "PCCS1 217 G135.03-00.06 "  , , 38.00208 , 60.42528 , 135.03663 , -0.06096 , "1895.3+/-140.3" , "4615.9+/-2454.9" , "5850.6+/-599.5" , "4.4e+4+/-2722.6" , 0.7 , "Yes" , 31 , 2 , " " , "25+/-2" , "10.1+/-0.9" , "93.7+/-0.000" , 15.9
972 , "PCCS1 217 G130.35+11.26 "  , , 38.035 , 72.66361 , 130.35807 , 11.26005 , "1579+/-81.5" , "5071.3+/-837.9" , "4197.1+/-291.6" , "7772.2+/-625.7" , 0.7 , "Yes" , 19 , 1 , "PLCKERC217 G130.36+11.24" , "7.9+/-0.7" , "7.7+/-0.7" , "31.3+/-0.000" , 7.8
973 , "PCCS1 217 G134.40+01.56 "  , , 38.07792 , 62.17111 , 134.40909 , 1.56855 , "703.8+/-114.1" , "871.9+/-578.4" , "560.1+/-205.1" , "588.4+/-234" , 0.7 , "No" , 48 , 2 , " " , "6.1+/-2.6" , "5+/-2.1" , "60+/-0.000" , 5.5
974 , "PCCS1 217 G134.52+01.37 "  , , 38.15333 , 61.94722 , 134.52701 , 1.37481 , "722.8+/-139.4" , "1566.5+/-191.8" , "1156.4+/-258.8" , "2078+/-138.3" , 0.7 , "Yes" , 51 , 1 , " " , "9.1+/-0.7" , "6.7+/-0.5" , "70.1+/-0.000" , 7.8
975 , "PCCS1 217 G124.31+24.45 "  , , 38.18708 , 87.05028 , 124.31763 , 24.45545 , "220.5+/-36.9" , "408.7+/-154.3" , "202.7+/-104.5" , "-" , 0.7 , "Not available" , 26 , 1 , " " , "-" , "-" , "-" , -9.9
976 , "PCCS1 217 G134.80+00.93 "  , , 38.34167 , 61.43444 , 134.80521 , 0.93489 , "1430.6+/-132.5" , "2863+/-699.7" , "3243.6+/-272.2" , "9297.8+/-527.6" , 0.7 , "Yes" , 48 , 2 , "PLCKERC217 G134.81+00.93" , "12.4+/-0.8" , "7.9+/-0.5" , "63.9+/-0.000" , 9.9
977 , "PCCS1 217 G135.24-00.03 "  , , 38.4075 , 60.37167 , 135.24232 , -0.03429 , "1797.1+/-154.3" , "5663.5+/-1273.2" , "5530.9+/-643.3" , "2.2e+4+/-1402" , 0.7 , "Yes" , 28 , 1 , " " , "19.8+/-1.4" , "8.1+/-0.7" , "95.4+/-0.000" , 12.7
978 , "PCCS1 217 G134.62+01.76 "  , , 38.67375 , 62.26972 , 134.6279 , 1.76612 , "966.4+/-123" , "2579.4+/-1129" , "2120.8+/-327.4" , "5300.9+/-857.1" , 0.7 , "Yes" , 44 , 1 , " " , "16.4+/-0.7" , "6.6+/-1.4" , "26.1+/-0.000" , 10.4
979 , "PCCS1 217 G134.57+01.92 "  , , 38.69333 , 62.43722 , 134.57127 , 1.92413 , "1268.3+/-106.2" , "3840.9+/-828.2" , "3398.9+/-305.3" , "2.5e+4+/-1352.6" , 0.7 , "Yes" , 40 , 1 , "PLCKERC217 G134.55+01.90" , "26.6+/-1.5" , "10.8+/-0.8" , "174.1+/-0.000" , 16.9
980 , "PCCS1 217 G134.47+02.18 "  , , 38.72292 , 62.71139 , 134.47729 , 2.18193 , "988.3+/-104.7" , "3379.5+/-1465.6" , "2954+/-421.3" , "1.4e+4+/-1831.9" , 0.7 , "Yes" , 26 , 1 , "PLCKERC217 G134.48+02.20" , "20.7+/-3.9" , "9.6+/-1.7" , "93.1+/-0.000" , 14.1
981 , "PCCS1 217 G135.01+00.94 "  , , 38.7475 , 61.36583 , 135.011 , 0.9467 , "894+/-139.7" , "303.1+/-877.6" , "109.3+/-563.7" , "-" , 0.7 , "Not available" , 43 , 2 , " " , "-" , "-" , "-" , -9.9
982 , "PCCS1 217 G134.84+01.35 "  , , 38.76333 , 61.80222 , 134.84822 , 1.35171 , "3183.9+/-143.4" , "7600.8+/-638.1" , "5964.4+/-291.3" , "1.2e+4+/-415.8" , 0.7 , "Yes" , 45 , 2 , "PLCKERC217 G134.83+01.35" , "11+/-0.4" , "7.3+/-0.3" , "20.7+/-0.000" , 9
983 , "PCCS1 217 G135.09+00.77 "  , , 38.76833 , 61.17806 , 135.0933 , 0.77748 , "947.3+/-109.4" , "923.1+/-332.5" , "1228.8+/-356.2" , "844.8+/-91.9" , 0.7 , "No" , 43 , 1 , " " , "4.6+/-0.5" , "4.2+/-0.5" , "111.1+/-0.000" , 4.4
984 , "PCCS1 217 G181.96-59.69 "  , , 38.86625 , -9.35639 , 181.96014 , -59.69594 , "215+/-43" , "173.4+/-109.3" , "219.7+/-39.2" , "263.4+/-65.6" , 0.7 , "No" , 1 , 2 , " " , "7.1+/-1.9" , "4.2+/-1.1" , "140.8+/-0.000" , 5.5
985 , "PCCS1 217 G135.12+00.93 "  , , 38.95792 , 61.30833 , 135.12638 , 0.9332 , "911.9+/-131.7" , "1766.2+/-887.2" , "632.5+/-537.2" , "1346.8+/-437.9" , 0.7 , "No" , 41 , 1 , " " , "11.3+/-0.4" , "4.6+/-1.8" , "100.9+/-0.000" , 7.2
986 , "PCCS1 217 G136.28-01.78 "  , , 38.965 , 58.35556 , 136.28611 , -1.78246 , "1120.7+/-108.2" , "1722.8+/-772.9" , "1746+/-165.3" , "5799.5+/-699.3" , 0.7 , "Yes" , 11 , 1 , " " , "19.2+/-1.9" , "7.8+/-1.2" , "7+/-0.000" , 12.2
987 , "PCCS1 217 G134.64+02.10 "  , , 38.99542 , 62.57028 , 134.64784 , 2.10087 , "608.6+/-102.4" , "1219.4+/-1595" , "2651.9+/-376.9" , "-" , 0.7 , "Not available" , 28 , 2 , " " , "-" , "-" , "-" , -9.9
988 , "PCCS1 217 G130.57+11.51 "  , , 39.01208 , 72.81167 , 130.57061 , 11.51016 , "594.7+/-81.3" , "1624.8+/-434.4" , "1408+/-272.9" , "2454.2+/-324.3" , 0.7 , "Yes" , 19 , 1 , "PLCKERC217 G130.57+11.53" , "8+/-1.2" , "7.9+/-1.1" , "114.7+/-0.000" , 7.9
989 , "PCCS1 217 G163.75-47.92 "  , , 39.01958 , 6.47639 , 163.75754 , -47.92702 , "219.3+/-41.9" , "220.6+/-110.7" , "180.1+/-48" , "425.2+/-95.1" , 0.7 , "Yes" , 0 , 0 , " " , "14+/-0.8" , "5.7+/-1.6" , "34.1+/-0.000" , 8.9
990 , "PCCS1 217 G134.90+01.55 "  , , 39.04208 , 61.97139 , 134.90305 , 1.55872 , "1326.5+/-123.8" , "3198.7+/-966.4" , "2025.8+/-502.7" , "4503+/-672.8" , 0.7 , "Yes" , 40 , 1 , " " , "13.2+/-1.2" , "5.4+/-1" , "146.3+/-0.000" , 8.5
991 , "PCCS1 217 G162.43-46.57 "  , , 39.06583 , 8.09556 , 162.43222 , -46.5796 , "553.9+/-45.1" , "919.4+/-219.3" , "808.1+/-77.2" , "1508.1+/-143.3" , 0.7 , "Yes" , 11 , 2 , "PLCKERC217 G162.44-46.58" , "9.6+/-1" , "6.1+/-0.6" , "9.4+/-0.000" , 7.7
992 , "PCCS1 217 G135.52+00.26 "  , , 39.18125 , 60.53972 , 135.52825 , 0.26894 , "2373+/-136.6" , "5061.5+/-560.3" , "4450.1+/-249.1" , "7186.6+/-278.4" , 0.7 , "No" , 30 , 2 , "PLCKERC217 G135.52+00.26" , "7.9+/-0.3" , "6.6+/-0.3" , "43.4+/-0.000" , 7.2
993 , "PCCS1 217 G135.26+00.94 "  , , 39.23833 , 61.26583 , 135.26691 , 0.94689 , "822.7+/-124.6" , "4758.7+/-1311.3" , "5870.5+/-463.9" , "-" , 0.7 , "Not available" , 35 , 1 , " " , "-" , "-" , "-" , -9.9
994 , "PCCS1 217 G283.18-51.27 "  , , 39.24958 , -61.61333 , 283.18882 , -51.27697 , "553.3+/-31.2" , "507.4+/-67.4" , "508.2+/-34.3" , "586.3+/-49.2" , 0.7 , "No" , 1 , 1 , "PLCKERC217 G283.20-51.28" , "7+/-0.6" , "5+/-0.4" , "147.2+/-0.000" , 5.9
995 , "PCCS1 217 G135.89-00.46 "  , , 39.27375 , 59.72361 , 135.89329 , -0.46236 , "755.5+/-83.7" , "997.5+/-342.3" , "757.1+/-135.9" , "1260.8+/-243.3" , 0.7 , "No" , 21 , 2 , " " , "11.2+/-2.3" , "4.6+/-1" , "118.8+/-0.000" , 7.2
996 , "PCCS1 217 G136.60-02.10 "  , , 39.28583 , 57.93 , 136.60964 , -2.10685 , "642.2+/-99.9" , "1444.7+/-510.6" , "1176+/-125.3" , "2305.1+/-396" , 0.7 , "Yes" , 12 , 0 , " " , "8.2+/-1.6" , "7.9+/-1.5" , "137.1+/-0.000" , 8.1
997 , "PCCS1 217 G135.25+01.05 "  , , 39.30333 , 61.36778 , 135.25522 , 1.05315 , "1770.1+/-127.8" , "6750.9+/-1801.3" , "6740.7+/-422.7" , "2.4e+4+/-1090" , 0.7 , "Yes" , 35 , 1 , "PLCKERC217 G135.26+01.05" , "13.3+/-0.8" , "9.3+/-0.5" , "138.2+/-0.000" , 11.1
998 , "PCCS1 217 G162.69-46.39 "  , , 39.31958 , 8.13972 , 162.69424 , -46.39962 , "380.7+/-48" , "602.2+/-118.5" , "448.3+/-67.3" , "1139.5+/-111.3" , 0.7 , "Yes" , 11 , 2 , "PLCKERC217 G162.69-46.42" , "13.8+/-1.5" , "5.7+/-0.6" , "140.7+/-0.000" , 8.8
999 , "PCCS1 217 G147.66-25.56 "  , , 39.34167 , 32.16472 , 147.66941 , -25.56889 , "210.4+/-41.2" , "307+/-72.4" , "270.8+/-30.2" , "885.1+/-74.6" , 0.7 , "Yes" , 3 , 2 , "PLCKERC217 G147.68-25.56" , "16.8+/-1.5" , "6.9+/-0.7" , "138.3+/-0.000" , 10.8
1000 , "PCCS1 217 G160.06-43.48 " , , 39.41542 , 11.59222 , 160.06448 , -43.48962 , "249.8+/-40.1" , "558.8+/-259.9" , "594.3+/-68.5" , "2111.6+/-225.6" , 0.7 , "Yes" , 5 , 1 , " " , "17.8+/-0.9" , "7.1+/-1" , "130.9+/-0.000" , 11.3
1001 , "PCCS1 217 G225.72-66.53 " , , 39.44208 , -29.78472 , 225.72448 , -66.53035 , "293.1+/-45.8" , "659.7+/-99.7" , "509.2+/-53.7" , "1682.8+/-147.9" , 0.7 , "Yes" , 8 , 1 , " " , "17.9+/-1" , "7.3+/-0.8" , "101.9+/-0.000" , 11.4
1002 , "PCCS1 217 G131.93+08.80 " , , 39.46542 , 69.79528 , 131.93693 , 8.80647 , "424+/-82.3" , "930.5+/-951.1" , "736.8+/-388.7" , "-" , 0.7 , "Not available" , 20 , 0 , " " , "-" , "-" , "-" , -9.9
1003 , "PCCS1 217 G149.46-28.51 " , , 39.47125 , 28.81306 , 149.46299 , -28.51769 , "966.5+/-36.2" , "972.5+/-107.4" , "1001.5+/-44.4" , "1159.4+/-51.9" , 0.7 , "No" , 3 , 2 , "PLCKERC217 G149.46-28.52" , "6.3+/-0.3" , "4.9+/-0.2" , "39.5+/-0.000" , 5.5
1004 , "PCCS1 217 G160.17-43.44 " , , 39.50958 , 11.58889 , 160.17331 , -43.4419 , "278.7+/-39.4" , "666.2+/-185.8" , "664.8+/-63.1" , "2731.5+/-226.5" , 0.7 , "Yes" , 6 , 0 , " " , "16.3+/-1.7" , "8.8+/-0.9" , "147.6+/-0.000" , 11.9
1005 , "PCCS1 217 G156.77-39.11 " , , 39.66625 , 16.61028 , 156.7793 , -39.11241 , "1080.1+/-36.6" , "1024.8+/-71.6" , "1061.6+/-31.7" , "1124.4+/-49.7" , 0.7 , "No" , 0 , 2 , "PLCKERC217 G156.76-39.10" , "7.6+/-0.4" , "4.8+/-0.2" , "45+/-0.000" , 6.1
1006 , "PCCS1 217 G225.28-66.28 " , , 39.72042 , -29.60639 , 225.28228 , -66.28782 , "313.5+/-40.5" , "739.5+/-160.8" , "607.3+/-60.1" , "2225.9+/-219.2" , 0.7 , "Yes" , 6 , 1 , "PLCKERC217 G225.26-66.28" , "18.4+/-2.3" , "7.8+/-0.9" , "109.3+/-0.000" , 12
1007 , "PCCS1 217 G162.91-45.87 " , , 39.75375 , 8.47778 , 162.91973 , -45.87552 , "294.6+/-47.6" , "603.8+/-112.1" , "441.5+/-51.2" , "1920.6+/-127.9" , 0.7 , "Yes" , 9 , 2 , " " , "20.9+/-0.6" , "8.4+/-0.8" , "93.9+/-0.000" , 13.3
1008 , "PCCS1 217 G133.43+05.75 " , , 39.80125 , 66.40833 , 133.43294 , 5.75906 , "514.1+/-78.2" , "1723.3+/-545.8" , "1562.9+/-158.7" , "6415.4+/-614" , 0.7 , "Yes" , 6 , 2 , "PLCKERC217 G133.41+05.76" , "18.1+/-1.4" , "7.3+/-0.9" , "66.9+/-0.000" , 11.5
1009 , "PCCS1 217 G225.63-66.21 " , , 39.80917 , -29.74583 , 225.63004 , -66.21158 , "194.3+/-40.4" , "449.2+/-192.8" , "371.9+/-66.1" , "852+/-151.9" , 0.7 , "Yes" , 8 , 0 , " " , "15.1+/-0.7" , "6.1+/-1.4" , "97.9+/-0.000" , 9.6
1010 , "PCCS1 217 G132.09+08.74 " , , 39.81458 , 69.67222 , 132.09938 , 8.74307 , "565.2+/-88.5" , "1635.8+/-588.7" , "1431+/-314.2" , "1998.2+/-354.5" , 0.7 , "Yes" , 27 , 1 , "PLCKERC217 G132.07+08.76" , "12.6+/-1.9" , "5.2+/-1" , "6.4+/-0.000" , 8.1
1011 , "PCCS1 217 G133.01+06.77 " , , 39.8975 , 67.50472 , 133.01928 , 6.77636 , "337.4+/-70.1" , "567+/-247.9" , "238.2+/-116.1" , "386.5+/-127.9" , 0.7 , "No" , 9 , 0 , " " , "11.7+/-0.5" , "4.7+/-1.9" , "123.8+/-0.000" , 7.4
1012 , "PCCS1 217 G301.44-29.65 " , , 39.90875 , -87.15556 , 301.44394 , -29.65355 , "122.1+/-25.1" , "283+/-115.5" , "299.4+/-45.2" , "-" , 0.7 , "Not available" , 3 , 2 , " " , "-" , "-" , "-" , -9.9
1013 , "PCCS1 217 G132.02+08.99 " , , 39.90958 , 69.93 , 132.02309 , 8.99156 , "644.6+/-99.7" , "802.1+/-1971.1" , "2185.8+/-379.9" , "-" , 0.7 , "Not available" , 25 , 1 , " " , "-" , "-" , "-" , -9.9
1014 , "PCCS1 217 G174.13-54.30 " , , 39.935 , -2.58056 , 174.13726 , -54.30917 , "528.8+/-37.6" , "604.4+/-70.8" , "555+/-34.1" , "765.9+/-88.6" , 0.7 , "Yes" , 0 , 1 , "PLCKERC217 G174.14-54.30" , "12.2+/-1.3" , "5+/-0.6" , "51.7+/-0.000" , 7.8
1015 , "PCCS1 217 G124.10+25.05 " , , 39.955 , 87.67278 , 124.10175 , 25.05165 , "286.8+/-56.3" , "472.6+/-181.5" , "455.3+/-86.7" , "1607.1+/-252" , 0.7 , "Yes" , 30 , 0 , " " , "20.4+/-1.3" , "8.3+/-1.8" , "113.9+/-0.000" , 13
1016 , "PCCS1 217 G163.15-45.75 " , , 39.96 , 8.48194 , 163.15469 , -45.75403 , "260.4+/-46.4" , "469.3+/-262.8" , "357.8+/-71.5" , "580.9+/-152" , 0.7 , "No" , 6 , 1 , " " , "10.1+/-2.8" , "4.5+/-1.2" , "11.9+/-0.000" , 6.7
1017 , "PCCS1 217 G135.55+01.17 " , , 39.97667 , 61.36361 , 135.55253 , 1.17862 , "1207.7+/-95.5" , "3386.5+/-1095.1" , "2207+/-510.2" , "1.1e+4+/-1370.4" , 0.7 , "Yes" , 26 , 2 , " " , "21.8+/-3.4" , "8.9+/-1.4" , "110.4+/-0.000" , 14
1018 , "PCCS1 217 G162.76-45.27 " , , 40.01417 , 9.02917 , 162.76474 , -45.27678 , "160.1+/-31.7" , "177.7+/-120.2" , "137.3+/-64.6" , "292.3+/-102" , 0.7 , "Yes" , 6 , 0 , " " , "12.7+/-4.3" , "5.2+/-2" , "110.5+/-0.000" , 8.1
1019 , "PCCS1 217 G131.74+09.69 " , , 40.02917 , 70.68583 , 131.74536 , 9.69732 , "1352.6+/-101.7" , "3533.7+/-723.1" , "2839.6+/-176.8" , "8494.3+/-524.1" , 0.7 , "Yes" , 19 , 1 , "PLCKERC217 G131.74+09.68" , "15.4+/-1.1" , "7.7+/-0.6" , "30.8+/-0.000" , 10.9
1020 , "PCCS1 217 G161.52-43.60 " , , 40.24292 , 10.90528 , 161.52246 , -43.60808 , "216.9+/-38.6" , "365.1+/-89.7" , "267.6+/-36.1" , "462.3+/-63.7" , 0.7 , "No" , 9 , 0 , " " , "11.4+/-0.3" , "4.6+/-0.8" , "32.4+/-0.000" , 7.2
1021 , "PCCS1 217 G182.00-57.92 " , , 40.26375 , -8.24806 , 182.00121 , -57.92516 , "406.2+/-38.8" , "310.5+/-117.4" , "268.1+/-55.1" , "-" , 0.7 , "Not available" , 3 , 1 , " " , "-" , "-" , "-" , -9.9
1022 , "PCCS1 217 G130.25+13.11 " , , 40.35125 , 74.40083 , 130.25462 , 13.11411 , "225.9+/-43.9" , "477.1+/-128.5" , "394.4+/-64.2" , "1407.5+/-179.7" , 0.7 , "Yes" , 25 , 0 , " " , "19.4+/-2" , "7.9+/-1.3" , "154.8+/-0.000" , 12.4
1023 , "PCCS1 217 G161.36-43.17 " , , 40.39083 , 11.32556 , 161.36057 , -43.17949 , "209.5+/-42.3" , "246.2+/-100" , "175.9+/-36.4" , "278.8+/-69.8" , 0.7 , "No" , 8 , 0 , " " , "11.1+/-1.9" , "4.6+/-1.3" , "117.9+/-0.000" , 7.1
1024 , "PCCS1 217 G129.95+13.79 " , , 40.43542 , 75.14278 , 129.9524 , 13.79595 , "850.5+/-47" , "2442.5+/-594" , "2373+/-200.2" , "1.4e+4+/-1075.6" , 0.7 , "Yes" , 16 , 1 , "PLCKERC217 G129.92+13.81" , "24+/-1.9" , "9.7+/-1" , "77.1+/-0.000" , 15.3
1025 , "PCCS1 217 G171.34-51.75 " , , 40.44208 , 0.43306 , 171.34669 , -51.75437 , "346.6+/-39.8" , "311.1+/-129.3" , "307.3+/-52.1" , "466.4+/-72.7" , 0.7 , "No" , 3 , 1 , " " , "7.4+/-1.2" , "5.8+/-1" , "77.4+/-0.000" , 6.5
1026 , "PCCS1 217 G132.24+08.97 " , , 40.46833 , 69.82528 , 132.24398 , 8.97584 , "733.9+/-114.9" , "2203+/-1564.6" , "2934.6+/-294.9" , "-" , 0.7 , "Not available" , 32 , 1 , "PLCKERC217 G132.20+08.99" , "-" , "-" , "-" , -9.9
1027 , "PCCS1 217 G137.30-02.12 " , , 40.47 , 57.63028 , 137.30867 , -2.12545 , "649.6+/-82.5" , "710.2+/-534" , "957.1+/-138.6" , "3363.7+/-548.4" , 0.7 , "Yes" , 9 , 1 , " " , "18+/-3.7" , "8.1+/-1.6" , "70.4+/-0.000" , 12.1
1028 , "PCCS1 217 G136.50-00.32 " , , 40.49167 , 59.60694 , 136.50294 , -0.3204 , "1020.2+/-93" , "1786.7+/-207.8" , "1297.7+/-113.8" , "1892.2+/-118.2" , 0.7 , "No" , 22 , 2 , " " , "6.7+/-0.4" , "6.1+/-0.4" , "168.1+/-0.000" , 6.4
1029 , "PCCS1 217 G161.87-43.29 " , , 40.6375 , 11.02222 , 161.87004 , -43.29218 , "318.2+/-41.1" , "484.5+/-128.3" , "506.1+/-43.1" , "1329.9+/-147.3" , 0.7 , "Yes" , 10 , 2 , "PLCKERC217 G161.85-43.30" , "12+/-1.6" , "9+/-1.2" , "29.4+/-0.000" , 10.4
1030 , "PCCS1 217 G135.20+02.71 " , , 40.65375 , 62.90639 , 135.20745 , 2.71522 , "1021.5+/-79.1" , "1711.1+/-468.1" , "1430.5+/-132.2" , "8628.9+/-552" , 0.7 , "Yes" , 13 , 2 , " " , "21.3+/-1.8" , "10+/-0.9" , "137.5+/-0.000" , 14.6
1031 , "PCCS1 217 G172.11-51.92 " , , 40.67917 , -0.01472 , 172.11726 , -51.92819 , "618.4+/-37.7" , "749.6+/-97.6" , "667.8+/-48.4" , "1362.3+/-101" , 0.7 , "Yes" , 3 , 2 , "PLCKERC217 G172.09-51.92" , "11.2+/-0.9" , "7.3+/-0.6" , "39.4+/-0.000" , 9
1032 , "PCCS1 217 G135.26+02.79 " , , 40.8525 , 62.95361 , 135.27 , 2.79584 , "835.3+/-79.5" , "1719.3+/-480.2" , "1627.4+/-125.3" , "6099.2+/-346.3" , 0.7 , "Yes" , 12 , 2 , "PLCKERC217 G135.26+02.80" , "16+/-1.2" , "9.2+/-0.7" , "128.9+/-0.000" , 12.1
1033 , "PCCS1 217 G162.02-42.91 " , , 40.95083 , 11.26611 , 162.02544 , -42.91635 , "222.1+/-39.3" , "233+/-105.3" , "183.6+/-42.9" , "-" , 0.7 , "Not available" , 5 , 0 , " " , "-" , "-" , "-" , -9.9
1034 , "PCCS1 217 G132.20+09.48 " , , 41.00292 , 70.30028 , 132.20856 , 9.48333 , "503.1+/-84.7" , "676.3+/-1318.4" , "830.5+/-440.9" , "-" , 0.7 , "Not available" , 32 , 0 , " " , "-" , "-" , "-" , -9.9
1035 , "PCCS1 217 G136.38+00.59 " , , 41.03667 , 60.485 , 136.38469 , 0.59136 , "886.7+/-129.2" , "3805.1+/-785.8" , "3785.3+/-339.9" , "1.2e+4+/-720" , 0.7 , "Yes" , 34 , 1 , " " , "19.2+/-1" , "7.8+/-0.6" , "17.1+/-0.000" , 12.3
1036 , "PCCS1 217 G136.66-00.01 " , , 41.03833 , 59.81306 , 136.66774 , -0.01817 , "701.2+/-139.2" , "1522+/-380.2" , "1392+/-116.5" , "2416.8+/-287.9" , 0.7 , "Yes" , 31 , 0 , " " , "9+/-1.2" , "7.4+/-1" , "79.4+/-0.000" , 8.2
1037 , "PCCS1 217 G130.14+13.77 " , , 41.07542 , 75.04222 , 130.14995 , 13.77557 , "777.6+/-56" , "1582+/-873.8" , "1666.5+/-229" , "9957.2+/-1283.7" , 0.7 , "Yes" , 15 , 1 , "PLCKERC217 G130.15+13.77" , "24.4+/-1.5" , "9.8+/-1.8" , "73.6+/-0.000" , 15.5
1038 , "PCCS1 217 G136.36+00.69 " , , 41.08042 , 60.58528 , 136.36201 , 0.69133 , "1566.4+/-131.2" , "4257.8+/-1322.1" , "3915+/-404.3" , "1.6e+4+/-1189.4" , 0.7 , "Yes" , 33 , 1 , "PLCKERC217 G136.36+00.65" , "18.7+/-1.3" , "7.6+/-0.7" , "4.6+/-0.000" , 11.9
1039 , "PCCS1 217 G132.29+09.37 " , , 41.08292 , 70.16389 , 132.29236 , 9.37153 , "1272.1+/-118.3" , "3007.7+/-1258" , "3557.1+/-302.9" , "9194.1+/-698.6" , 0.7 , "Yes" , 33 , 1 , "PLCKERC217 G132.31+09.35" , "11+/-1" , "8.7+/-0.8" , "88.9+/-0.000" , 9.8
1040 , "PCCS1 217 G149.59-25.67 " , , 41.10083 , 31.27917 , 149.59406 , -25.67897 , "256.5+/-43.1" , "497.7+/-114.4" , "460.6+/-44.3" , "2104.1+/-158" , 0.7 , "Yes" , 5 , 0 , "PLCKERC217 G149.60-25.67" , "17.9+/-1.8" , "9.7+/-1" , "70.4+/-0.000" , 13.2
1041 , "PCCS1 217 G136.27+00.96 " , , 41.16125 , 60.87028 , 136.27775 , 0.9665 , "1562.5+/-126.3" , "4199.4+/-2899.7" , "4274.1+/-780.3" , "2.4e+4+/-2921.1" , 0.7 , "Yes" , 40 , 2 , " " , "22.5+/-3.3" , "9.2+/-1.5" , "163.8+/-0.000" , 14.4
1042 , "PCCS1 217 G136.36+00.83 " , , 41.20333 , 60.71889 , 136.36034 , 0.83782 , "1065.5+/-134.4" , "1869.5+/-1206.7" , "1763.9+/-582.7" , "8750+/-928.1" , 0.7 , "Yes" , 36 , 1 , " " , "16.5+/-0.7" , "6.7+/-0.9" , "3+/-0.000" , 10.5
1043 , "PCCS1 217 G294.47-39.09 " , , 41.245 , -76.11056 , 294.47631 , -39.09478 , "125.5+/-24.6" , "232.7+/-106.5" , "293.5+/-41.2" , "2669.8+/-230.4" , 0.7 , "Yes" , 2 , 2 , " " , "21.6+/-2.8" , "14.2+/-2" , "20.1+/-0.000" , 17.5
1044 , "PCCS1 217 G258.55-61.04 " , , 41.455 , -44.98528 , 258.55616 , -61.0497 , "230.2+/-27.8" , "281+/-135.1" , "282.2+/-41.3" , "548.4+/-93.8" , 0.7 , "Yes" , 2 , 1 , " " , "9+/-1.7" , "8.1+/-1.5" , "13.9+/-0.000" , 8.5
1045 , "PCCS1 217 G136.35+01.13 " , , 41.45583 , 60.985 , 136.35871 , 1.13102 , "1337.3+/-148.8" , "6027.8+/-3090.9" , "5973.6+/-836.2" , "4.7e+4+/-3647.8" , 0.7 , "Yes" , 38 , 1 , " " , "24+/-1.7" , "9.7+/-1" , "139.5+/-0.000" , 15.3
