_id , pccs1f217_name , other_name , RA , Dec , LII , BII ,Detection pipeline flux density +/- err (mJy),Aperture photometry flux density +/- err (mJy),PSF fit flux density +/- err (mJy),Gaussian fit flux density +/- err (mJy),PositionError (arcmin),Extended,Cirrus flag,External validation,ERCSC source name,Gaussian fit semimajor axis +/- err (arcmin),Gaussian fit semiminor axis +/- err (arcmin),Gaussian fit orientation +/- err (degrees),Gaussian fit effective FWHM (arcmin) 
1 , "PCCS1 217 G117.97+04.82 "    , , 0.00875 , 67.20306 , 117.97073 , 4.82786 , "2615.9+/-198.6" , "6880.3+/-4630.9" , "5975.8+/-1334" , "1.6e+4+/-2886.7" , 0.7 , "Yes" , 47 , 2 , " " , "16.1+/-1" , "6.5+/-1.5" , "2+/-0.000" , 10.2
2 , "PCCS1 217 G112.54-21.32 "    , , 0.095 , 40.51583 , 112.54408 , -21.32356 , "323+/-34.7" , "592.1+/-96.9" , "546.5+/-52" , "1905.2+/-142.6" , 0.7 , "Yes" , 5 , 2 , "PLCKERC217 G112.54-21.31" , "16.5+/-1.5" , "8.9+/-0.9" , "45.6+/-0.000" , 12.2
3 , "PCCS1 217 G102.99-50.49 "    , , 0.11625 , 10.39306 , 102.99113 , -50.49456 , "179.9+/-37.4" , "225.1+/-83.4" , "212.4+/-35.1" , "1119.8+/-112.9" , 0.7 , "Yes" , 3 , 0 , " " , "21.4+/-0.8" , "8.6+/-1.2" , "80.9+/-0.000" , 13.6
4 , "PCCS1 217 G118.34+06.37 "    , , 0.15542 , 68.79361 , 118.34086 , 6.37606 , "600.9+/-76.6" , "1188.7+/-336" , "589.6+/-352.6" , "-" , 0.7 , "Not available" , 31 , 2 , " " , "-" , "-" , "-" , -9.9
5 , "PCCS1 217 G118.12+05.02 "    , , 0.30167 , 67.43083 , 118.12669 , 5.02906 , "2494.2+/-241.6" , "7601.6+/-5084.9" , "8318.5+/-1400.8" , "-" , 0.7 , "Not available" , 42 , 1 , " " , "-" , "-" , "-" , -9.9
6 , "PCCS1 217 G089.03-67.32 "    , , 0.32542 , -7.81472 , 89.0332 , -67.32569 , "190.3+/-33.3" , "188.1+/-166.3" , "172.7+/-69.5" , "196.4+/-90.9" , 0.7 , "No" , 140 , 0 , " " , "6.6+/-3.2" , "4.4+/-2.1" , "172.7+/-0.000" , 5.4
7 , "PCCS1 217 G116.71-02.21 "    , , 0.34 , 60.04583 , 116.71365 , -2.21989 , "664.3+/-100.9" , "2290.9+/-516.3" , "1676.1+/-245.5" , "5404.3+/-407.8" , 0.7 , "Yes" , 24 , 1 , "PLCKERC217 G116.70-02.21" , "15.2+/-0.6" , "6.1+/-0.6" , "86.7+/-0.000" , 9.6
8 , "PCCS1 217 G119.68+12.64 "    , , 0.34667 , 75.20389 , 119.68124 , 12.6492 , "244.4+/-48.9" , "35.7+/-119.5" , "-" , "-" , 0.7 , "Not available" , 3 , 0 , " " , "-" , "-" , "-" , -9.9
9 , "PCCS1 217 G117.60+02.29 "    , , 0.35083 , 64.65278 , 117.60746 , 2.29964 , "2452.3+/-132.3" , "5226+/-757.4" , "5160.8+/-270.3" , "1.9e+4+/-736.2" , 0.7 , "Yes" , 24 , 2 , "PLCKERC217 G117.60+02.31" , "13.3+/-0.7" , "11.5+/-0.6" , "135.1+/-0.000" , 12.4
10 , "PCCS1 217 G114.44-13.57 "   , , 0.3625 , 48.47306 , 114.44517 , -13.57324 , "362.9+/-37.2" , "775.1+/-163.5" , "648.8+/-61.7" , "1854.2+/-160.5" , 0.7 , "Yes" , 19 , 2 , "PLCKERC217 G114.44-13.56" , "12.4+/-1.2" , "7.6+/-0.8" , "16.4+/-0.000" , 9.7
11 , "PCCS1 217 G118.18+05.12 "   , , 0.39667 , 67.54028 , 118.18387 , 5.12934 , "3825.2+/-194.6" , "1.5e+4+/-3986.5" , "1.2e+4+/-1442.9" , "-" , 0.7 , "Not available" , 40 , 1 , "PLCKERC217 G118.14+05.14" , "-" , "-" , "-" , -9.9
12 , "PCCS1 217 G118.10+04.71 "   , , 0.41125 , 67.11611 , 118.10732 , 4.71206 , "1310.4+/-192.8" , "2005.5+/-1123.9" , "1411.5+/-1076.6" , "-" , 0.7 , "Not available" , 44 , 2 , " " , "-" , "-" , "-" , -9.9
13 , "PCCS1 217 G114.43-13.93 "   , , 0.44875 , 48.11639 , 114.43069 , -13.93404 , "743.3+/-38.4" , "1104.5+/-183.1" , "956.5+/-61.2" , "1585.9+/-123.8" , 0.7 , "No" , 17 , 2 , "PLCKERC217 G114.43-13.94" , "8.4+/-0.7" , "6.1+/-0.5" , "80.4+/-0.000" , 7.1
14 , "PCCS1 217 G114.51-13.77 "   , , 0.52375 , 48.28694 , 114.5157 , -13.77657 , "313.1+/-37.9" , "407.5+/-311" , "458.3+/-80.5" , "946.4+/-258.1" , 0.7 , "Yes" , 17 , 1 , " " , "13.7+/-4.3" , "5.6+/-1.7" , "0+/-0.000" , 8.8
15 , "PCCS1 217 G118.46+06.25 "   , , 0.55542 , 68.7 , 118.46577 , 6.25627 , "909.7+/-102.7" , "2575.2+/-1416.6" , "3232.7+/-963.3" , "2.4e+4+/-2221.7" , 0.7 , "Yes" , 29 , 1 , " " , "25.3+/-0.8" , "10.3+/-1.3" , "61.6+/-0.000" , 16.1
16 , "PCCS1 217 G304.38-32.74 "   , , 0.565 , -84.23917 , 304.38813 , -32.74936 , "137.7+/-26.1" , "94.1+/-92" , "154.6+/-31.1" , "-" , 0.7 , "Not available" , 3 , 0 , " " , "-" , "-" , "-" , -9.9
17 , "PCCS1 217 G116.90-01.96 "   , , 0.62125 , 60.32944 , 116.90525 , -1.96819 , "572.5+/-115.4" , "1132.3+/-353.9" , "768+/-182.1" , "1097.5+/-179.6" , 0.7 , "No" , 22 , 0 , " " , "10.3+/-0.8" , "4.2+/-0.8" , "37.4+/-0.000" , 6.6
18 , "PCCS1 217 G118.58+06.29 "   , , 0.8625 , 68.75694 , 118.58652 , 6.29109 , "967.9+/-104" , "4018.4+/-1546.1" , "5760.3+/-904.2" , "2.0e+4+/-1095.7" , 0.7 , "Yes" , 31 , 1 , " " , "17.7+/-0.6" , "7.2+/-0.5" , "4.2+/-0.000" , 11.3
19 , "PCCS1 217 G116.23-06.40 "   , , 0.94333 , 55.84278 , 116.23258 , -6.40768 , "242.1+/-46.6" , "224.2+/-115.6" , "84.1+/-54.1" , "-" , 0.7 , "Not available" , 2 , 1 , " " , "-" , "-" , "-" , -9.9
20 , "PCCS1 217 G117.53+00.37 "   , , 0.99708 , 62.74694 , 117.53069 , 0.3741 , "419+/-76.9" , "790.8+/-291.9" , "802.9+/-81.4" , "2962.5+/-305.3" , 0.7 , "Yes" , 14 , 0 , " " , "18.8+/-2.2" , "7.7+/-1" , "160.2+/-0.000" , 12.1
21 , "PCCS1 217 G084.63-71.07 "   , , 1.00917 , -11.81889 , 84.63269 , -71.07598 , "203.7+/-29.9" , "244.6+/-109.6" , "261.9+/-47.1" , "996.3+/-139.2" , 0.7 , "Yes" , 2 , 1 , " " , "17.5+/-3" , "8+/-1.4" , "67.3+/-0.000" , 11.8
22 , "PCCS1 217 G118.61+06.14 "   , , 1.01042 , 68.61472 , 118.6133 , 6.14149 , "4486.8+/-95.3" , "1.6e+4+/-2572.8" , "1.3e+4+/-536.1" , "2.7e+4+/-1432.8" , 0.7 , "Yes" , 33 , 2 , "PLCKERC217 G118.61+06.15" , "9.9+/-0.6" , "7.8+/-0.5" , "31.8+/-0.000" , 8.8
23 , "PCCS1 217 G109.21-37.81 "   , , 1.0475 , 23.79611 , 109.21751 , -37.81414 , "191.6+/-37.2" , "199.8+/-109.4" , "198.8+/-55.2" , "434.1+/-90.7" , 0.7 , "Yes" , 9 , 2 , " " , "13.5+/-1.8" , "5.5+/-1.4" , "94.8+/-0.000" , 8.7
24 , "PCCS1 217 G115.77-09.25 "   , , 1.08792 , 52.95806 , 115.77907 , -9.25832 , "310+/-50.3" , "617.8+/-158.4" , "479.9+/-66.9" , "1345+/-155.1" , 0.7 , "Yes" , 13 , 1 , "PLCKERC217 G115.75-09.25" , "15.7+/-1.7" , "6.4+/-0.9" , "1+/-0.000" , 10.1
25 , "PCCS1 217 G115.76-09.44 "   , , 1.12625 , 52.77056 , 115.76739 , -9.44696 , "325.8+/-53.2" , "698.9+/-235.7" , "604.4+/-67.8" , "4093.9+/-328" , 0.7 , "Yes" , 13 , 0 , "PLCKERC217 G115.75-09.45" , "22.6+/-1.7" , "9.2+/-1" , "179.4+/-0.000" , 14.4
26 , "PCCS1 217 G108.26-41.21 "   , , 1.14292 , 20.32306 , 108.26942 , -41.21047 , "188.7+/-33.8" , "209.4+/-66.1" , "211.7+/-28.5" , "262.6+/-36.5" , 0.7 , "No" , 1 , 2 , " " , "7.5+/-1.1" , "4.9+/-0.7" , "162+/-0.000" , 6.1
27 , "PCCS1 217 G323.92-67.55 "   , , 1.15125 , -47.61583 , 323.9294 , -67.55763 , "386.2+/-31.3" , "347.9+/-112.7" , "290.4+/-46.5" , "-" , 0.7 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
28 , "PCCS1 217 G116.01-08.29 "   , , 1.18333 , 53.94861 , 116.01919 , -8.29488 , "207.6+/-41" , "220.9+/-101.8" , "297.7+/-43.1" , "-" , 0.7 , "Not available" , 12 , 0 , " " , "-" , "-" , "-" , -9.9
29 , "PCCS1 217 G118.46+04.93 "   , , 1.215 , 67.40083 , 118.46692 , 4.93378 , "1120.3+/-200.8" , "1238.1+/-1096.7" , "1046.4+/-340.8" , "-" , 0.7 , "Not available" , 38 , 1 , " " , "-" , "-" , "-" , -9.9
30 , "PCCS1 217 G117.02-03.08 "   , , 1.26375 , 59.25278 , 117.02502 , -3.0859 , "523.6+/-108.5" , "1504.3+/-721.2" , "1744.6+/-207.9" , "-" , 0.7 , "Not available" , 17 , 1 , " " , "-" , "-" , "-" , -9.9
31 , "PCCS1 217 G115.80-09.75 "   , , 1.27208 , 52.47083 , 115.80003 , -9.75779 , "268+/-47.5" , "295.4+/-173.5" , "184.2+/-59.6" , "-" , 0.7 , "Not available" , 14 , 0 , " " , "-" , "-" , "-" , -9.9
32 , "PCCS1 217 G119.95+12.52 "   , , 1.45 , 75.1275 , 119.9506 , 12.52061 , "242.9+/-42" , "343.4+/-191.6" , "421+/-60.2" , "-" , 0.7 , "Not available" , 3 , 0 , " " , "-" , "-" , "-" , -9.9
33 , "PCCS1 217 G113.20-23.67 "   , , 1.48083 , 38.33861 , 113.20453 , -23.67179 , "661.4+/-40.5" , "684+/-50.1" , "673.5+/-27.7" , "748.1+/-34.9" , 0.7 , "No" , 3 , 2 , "PLCKERC217 G113.20-23.67" , "6.5+/-0.3" , "5.6+/-0.3" , "36.4+/-0.000" , 6
34 , "PCCS1 217 G116.14-08.71 "   , , 1.51833 , 53.56222 , 116.14594 , -8.71057 , "234.9+/-45.4" , "314.7+/-194.2" , "246.3+/-51.1" , "413.6+/-118.1" , 0.7 , "No" , 15 , 1 , " " , "10.5+/-1.7" , "4.3+/-1.4" , "1+/-0.000" , 6.7
35 , "PCCS1 217 G093.49-66.64 "   , , 1.555 , -6.3975 , 93.49402 , -66.64934 , "1000.7+/-32.3" , "988.9+/-140.7" , "913.5+/-45.3" , "860.5+/-79.4" , 0.7 , "No" , 5 , 2 , "PLCKERC217 G093.51-66.64" , "6.5+/-0.6" , "4.5+/-0.4" , "10.7+/-0.000" , 5.4
36 , "PCCS1 217 G116.15-08.90 "   , , 1.58583 , 53.37278 , 116.15214 , -8.90427 , "279.4+/-44.1" , "545.4+/-168.6" , "455.2+/-62.7" , "1432.1+/-134.3" , 0.7 , "Yes" , 15 , 1 , "PLCKERC217 G116.15-08.87" , "14.9+/-0.9" , "6+/-0.7" , "11.7+/-0.000" , 9.5
37 , "PCCS1 217 G118.70+05.22 "   , , 1.69708 , 67.72944 , 118.70699 , 5.22487 , "1090.9+/-113.1" , "754.3+/-1466.9" , "2033.5+/-294.3" , "7743.6+/-1006" , 0.7 , "Yes" , 33 , 1 , " " , "18.4+/-2.8" , "7.6+/-1.2" , "110.5+/-0.000" , 11.8
38 , "PCCS1 217 G116.23-09.17 "   , , 1.8 , 53.12139 , 116.23544 , -9.174 , "258+/-41.4" , "694.1+/-210.2" , "661.7+/-61.5" , "2288+/-258.5" , 0.7 , "Yes" , 14 , 0 , " " , "16.5+/-2.4" , "10.3+/-1.6" , "44.5+/-0.000" , 13
39 , "PCCS1 217 G121.79+21.70 "   , , 1.83083 , 84.47417 , 121.79592 , 21.70015 , "230.8+/-40.6" , "511.2+/-121.5" , "459.6+/-39.1" , "1480.7+/-135.1" , 0.7 , "Yes" , 10 , 0 , "PLCKERC217 G121.81+21.69" , "15+/-1.6" , "8.1+/-0.9" , "27.3+/-0.000" , 11
40 , "PCCS1 217 G118.69+04.79 "   , , 1.85958 , 67.30556 , 118.69545 , 4.79653 , "1374.6+/-127.4" , "3635+/-799.2" , "4630.2+/-373.1" , "2.4e+4+/-988.4" , 0.7 , "Yes" , 38 , 2 , " " , "14.1+/-0.9" , "13.7+/-0.9" , "128.3+/-0.000" , 13.9
41 , "PCCS1 217 G118.67+04.66 "   , , 1.86708 , 67.17278 , 118.67566 , 4.66523 , "957.1+/-135.4" , "2389.4+/-1266.6" , "2730.1+/-457.7" , "2.2e+4+/-2931" , 0.7 , "Yes" , 37 , 2 , " " , "27.5+/-5.8" , "11.3+/-2.1" , "154.3+/-0.000" , 17.6
42 , "PCCS1 217 G117.51-02.15 "   , , 1.89833 , 60.25556 , 117.51511 , -2.15403 , "296.7+/-61.2" , "420.8+/-230.8" , "634.8+/-97.9" , "857.9+/-130" , 0.7 , "Yes" , 16 , 0 , " " , "12.2+/-0.5" , "4.9+/-0.9" , "95+/-0.000" , 7.8
43 , "PCCS1 217 G117.03-05.27 "   , , 1.99958 , 57.09472 , 117.03225 , -5.27847 , "220.6+/-41.1" , "492.4+/-159.9" , "581.3+/-49.2" , "3541.9+/-304.1" , 0.7 , "Yes" , 2 , 1 , " " , "18.2+/-2.3" , "13+/-1.8" , "39.2+/-0.000" , 15.4
44 , "PCCS1 217 G118.83+05.21 "   , , 2.02333 , 67.73889 , 118.83104 , 5.21311 , "903.4+/-89.1" , "2517.4+/-829.6" , "2098.3+/-282.9" , "-" , 0.7 , "Not available" , 32 , 2 , " " , "-" , "-" , "-" , -9.9
45 , "PCCS1 217 G117.38-03.34 "   , , 2.04792 , 59.05889 , 117.38801 , -3.34655 , "395.7+/-82.1" , "998.1+/-412.4" , "689.9+/-129" , "4001.8+/-480.7" , 0.7 , "Yes" , 13 , 0 , " " , "22.7+/-3.6" , "9.3+/-1.5" , "74.3+/-0.000" , 14.5
46 , "PCCS1 217 G116.26-09.93 "   , , 2.06542 , 52.37278 , 116.26623 , -9.93906 , "563+/-49.6" , "1054.2+/-170.7" , "793.4+/-65.8" , "1875+/-144.3" , 0.7 , "Yes" , 14 , 2 , "PLCKERC217 G116.25-09.92" , "15.6+/-1.4" , "6.4+/-0.6" , "52.2+/-0.000" , 10
47 , "PCCS1 217 G102.46-58.52 "   , , 2.32958 , 2.66028 , 102.46578 , -58.52766 , "179.7+/-34.6" , "165.1+/-78" , "196.8+/-33.6" , "569.7+/-78.1" , 0.7 , "Yes" , 8 , 0 , " " , "17.2+/-1" , "7+/-1.2" , "37.1+/-0.000" , 11
48 , "PCCS1 217 G113.65-25.33 "   , , 2.37417 , 36.77667 , 113.65099 , -25.33795 , "163.9+/-27.5" , "95.9+/-126.5" , "80.4+/-43.3" , "-" , 0.7 , "Not available" , 1 , 0 , " " , "-" , "-" , "-" , -9.9
49 , "PCCS1 217 G118.63+03.06 "   , , 2.43167 , 65.58639 , 118.6355 , 3.06321 , "1163.7+/-221.9" , "2526.4+/-1135.9" , "2502.2+/-346.1" , "1.2e+4+/-1408.3" , 0.7 , "Yes" , 31 , 1 , "PLCKERC217 G118.59+02.82" , "23.2+/-3.8" , "9.6+/-1.5" , "170.2+/-0.000" , 14.9
50 , "PCCS1 217 G119.15+06.08 "   , , 2.50125 , 68.65667 , 119.15858 , 6.08906 , "392+/-74.5" , "711.6+/-362.7" , "864.1+/-100.8" , "-" , 0.7 , "Not available" , 23 , 0 , " " , "-" , "-" , "-" , -9.9
51 , "PCCS1 217 G110.10-41.26 "   , , 2.59125 , 20.57833 , 110.10404 , -41.26798 , "370.8+/-40.7" , "713.4+/-127.3" , "668.6+/-55.3" , "3040.9+/-201.9" , 0.7 , "Yes" , 7 , 2 , "PLCKERC217 G110.09-41.24" , "21.9+/-0.7" , "8.8+/-0.8" , "147.2+/-0.000" , 13.8
52 , "PCCS1 217 G106.96-50.62 "   , , 2.61917 , 10.97222 , 106.96403 , -50.62511 , "1155.2+/-39.4" , "1054.9+/-79.7" , "1023.6+/-40.3" , "928.2+/-43.6" , 0.7 , "No" , 3 , 2 , "PLCKERC217 G106.97-50.62" , "4.8+/-0.2" , "4.5+/-0.2" , "66.2+/-0.000" , 4.7
53 , "PCCS1 217 G119.37+07.14 "   , , 2.62917 , 69.72944 , 119.37664 , 7.14087 , "390.7+/-69.5" , "1174.1+/-496.9" , "1018.4+/-156.5" , "5858.3+/-661.2" , 0.7 , "Yes" , 15 , 1 , " " , "20.3+/-3.3" , "10.4+/-1.7" , "17.9+/-0.000" , 14.5
54 , "PCCS1 217 G109.23-44.36 "   , , 2.63708 , 17.41444 , 109.23034 , -44.36668 , "187.2+/-37.4" , "104.1+/-76.1" , "97.1+/-31.3" , "-" , 0.7 , "Not available" , 1 , 2 , " " , "-" , "-" , "-" , -9.9
55 , "PCCS1 217 G118.74+02.89 "   , , 2.74833 , 65.43778 , 118.74168 , 2.89585 , "1475.9+/-171.6" , "1027.1+/-1705.9" , "1782+/-445.7" , "3102.2+/-972.4" , 0.7 , "Yes" , 29 , 2 , " " , "13.1+/-1.9" , "5.4+/-2" , "110.7+/-0.000" , 8.4
56 , "PCCS1 217 G117.83-02.83 "   , , 2.75208 , 59.63806 , 117.83671 , -2.83299 , "525.3+/-83.8" , "663.8+/-449.7" , "696.4+/-141.3" , "895.9+/-199.4" , 0.7 , "No" , 11 , 0 , " " , "10.1+/-1.9" , "4.1+/-1" , "41.8+/-0.000" , 6.5
57 , "PCCS1 217 G116.60-10.53 "   , , 2.76708 , 51.83639 , 116.60869 , -10.53887 , "1067+/-42.5" , "2254.8+/-552.3" , "2399.4+/-144.8" , "7625.4+/-615.8" , 0.7 , "Yes" , 15 , 2 , "PLCKERC217 G116.59-10.52" , "13.6+/-1.4" , "9.9+/-1" , "14.3+/-0.000" , 11.6
58 , "PCCS1 217 G117.74-03.63 "   , , 2.82667 , 58.83306 , 117.74877 , -3.63409 , "1945.6+/-95.3" , "5629.3+/-851.2" , "5307+/-238.9" , "1.3e+4+/-698.8" , 0.7 , "Yes" , 11 , 2 , "PLCKERC217 G117.76-03.63" , "10.1+/-0.6" , "9.4+/-0.6" , "37.8+/-0.000" , 9.7
59 , "PCCS1 217 G118.21-00.76 "   , , 2.85375 , 61.73917 , 118.21281 , -0.76519 , "758.8+/-89.6" , "1266.5+/-684.9" , "979.6+/-173.4" , "2276.7+/-391.9" , 0.7 , "Yes" , 18 , 1 , " " , "14.4+/-1.3" , "5.8+/-1.2" , "83.1+/-0.000" , 9.2
60 , "PCCS1 217 G118.02-01.99 "   , , 2.86 , 60.49028 , 118.02268 , -1.9994 , "1109.5+/-70.1" , "1257.1+/-356.6" , "1179.2+/-90" , "1151.1+/-173.1" , 0.7 , "No" , 16 , 2 , "PLCKERC217 G118.03-02.00" , "5.5+/-0.9" , "4.4+/-0.7" , "33.8+/-0.000" , 4.9
61 , "PCCS1 217 G038.39-81.12 "   , , 3.02542 , -25.94139 , 38.39363 , -81.1246 , "165.7+/-30.8" , "148.4+/-73.6" , "113.1+/-32.8" , "-" , 0.7 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
62 , "PCCS1 217 G117.98-02.92 "   , , 3.07583 , 59.57306 , 117.98878 , -2.92258 , "558.1+/-110.3" , "979.4+/-374.6" , "879.5+/-120.7" , "1896.1+/-223" , 0.7 , "Yes" , 15 , 0 , "PLCKERC217 G117.97-02.93" , "13.9+/-0.9" , "5.7+/-0.8" , "64.2+/-0.000" , 8.9
63 , "PCCS1 217 G118.20-01.59 "   , , 3.10292 , 60.9175 , 118.20546 , -1.59541 , "1234+/-87.8" , "2396.2+/-389.5" , "2092.5+/-112.1" , "3673.8+/-280.6" , 0.7 , "Yes" , 17 , 1 , "PLCKERC217 G118.20-01.58" , "9.2+/-0.8" , "6.5+/-0.5" , "65.7+/-0.000" , 7.7
64 , "PCCS1 217 G119.93+09.54 "   , , 3.15458 , 72.18806 , 119.93468 , 9.54283 , "187.7+/-37.4" , "276.3+/-307.7" , "331.7+/-66.8" , "-" , 0.7 , "Not available" , 6 , 0 , " " , "-" , "-" , "-" , -9.9
65 , "PCCS1 217 G110.90-40.98 "   , , 3.16 , 20.98139 , 110.9049 , -40.98245 , "220.4+/-40.3" , "542.4+/-118.7" , "450.7+/-43.9" , "2528.5+/-225.6" , 0.7 , "Yes" , 7 , 2 , " " , "19.8+/-2.5" , "10.4+/-1.3" , "84.1+/-0.000" , 14.3
66 , "PCCS1 217 G117.99-03.34 "   , , 3.205 , 59.15306 , 117.9905 , -3.34765 , "759.7+/-149.9" , "15.3+/-574.8" , "191.4+/-181.9" , "-" , 0.7 , "Yes" , 14 , 1 , "PLCKERC217 G118.02-03.18" , "27.1+/-3.6" , "11.1+/-2.5" , "50.2+/-0.000" , 17.3
67 , "PCCS1 217 G120.01+09.87 "   , , 3.23792 , 72.53056 , 120.01265 , 9.87752 , "302.1+/-40.1" , "399.5+/-149.7" , "468.4+/-40.1" , "2230.5+/-195.5" , 0.7 , "Yes" , 4 , 1 , " " , "21.4+/-2.5" , "8.7+/-1" , "174.5+/-0.000" , 13.7
68 , "PCCS1 217 G332.44-74.93 "   , , 3.25292 , -39.91139 , 332.44005 , -74.93702 , "204.7+/-28.4" , "307.8+/-95" , "280.2+/-39.6" , "502.2+/-71.6" , 0.7 , "Yes" , 2 , 2 , " " , "9.1+/-1.4" , "7+/-1.1" , "55.7+/-0.000" , 8
69 , "PCCS1 217 G115.24-21.43 "   , , 3.38667 , 40.87417 , 115.24924 , -21.43145 , "613.1+/-33.3" , "511.8+/-66.8" , "499.7+/-44.7" , "480+/-32.2" , 0.7 , "No" , 0 , 2 , "PLCKERC217 G115.23-21.43" , "6.1+/-0.4" , "4.9+/-0.3" , "69.1+/-0.000" , 5.5
70 , "PCCS1 217 G119.46+05.79 "   , , 3.44542 , 68.41056 , 119.46382 , 5.79274 , "685.7+/-86.3" , "1331.1+/-289.8" , "627.1+/-278" , "-" , 0.7 , "Not available" , 19 , 2 , " " , "-" , "-" , "-" , -9.9
71 , "PCCS1 217 G120.00+09.25 "   , , 3.50792 , 71.91722 , 120.00287 , 9.25868 , "241.7+/-45.3" , "482.6+/-326" , "367.9+/-104" , "1702+/-261.7" , 0.7 , "Yes" , 7 , 0 , " " , "18+/-3.3" , "7.4+/-1.4" , "176.5+/-0.000" , 11.5
72 , "PCCS1 217 G118.95+01.88 "   , , 3.60917 , 64.47083 , 118.95745 , 1.88524 , "2086+/-133.1" , "3263.4+/-509" , "3170+/-173.5" , "7649.2+/-486.7" , 0.7 , "Yes" , 25 , 2 , "PLCKERC217 G118.95+01.90" , "16.6+/-1.1" , "6.8+/-0.5" , "40.3+/-0.000" , 10.6
73 , "PCCS1 217 G119.55+05.87 "   , , 3.66292 , 68.50667 , 119.55721 , 5.87631 , "522+/-84.3" , "1616.3+/-970.9" , "1251.3+/-297.8" , "5181.7+/-1125.6" , 0.7 , "Yes" , 17 , 1 , " " , "22.4+/-1.7" , "9.1+/-2.6" , "149.9+/-0.000" , 14.3
74 , "PCCS1 217 G119.59+06.09 "   , , 3.6775 , 68.72361 , 119.59368 , 6.09031 , "809.5+/-90.3" , "1746.2+/-1215.6" , "1949.6+/-289.2" , "-" , 0.7 , "Not available" , 16 , 1 , " " , "-" , "-" , "-" , -9.9
75 , "PCCS1 217 G332.78-75.74 "   , , 3.75667 , -39.20111 , 332.78554 , -75.74202 , "620.3+/-29.8" , "1103.6+/-157.1" , "1016.9+/-58.1" , "2488.3+/-171.8" , 0.7 , "Yes" , 3 , 2 , "PLCKERC217 G332.80-75.73" , "13.1+/-1" , "7.7+/-0.6" , "98.6+/-0.000" , 10.1
76 , "PCCS1 217 G117.71-07.44 "   , , 3.79458 , 55.05611 , 117.71025 , -7.44749 , "258.8+/-49.6" , "203.4+/-382.8" , "398.8+/-101.1" , "1261.4+/-448.9" , 0.7 , "Yes" , 8 , 0 , " " , "20.5+/-3.8" , "8.4+/-3.9" , "126.1+/-0.000" , 13.1
77 , "PCCS1 217 G118.60-01.33 "   , , 3.83125 , 61.23444 , 118.60003 , -1.33308 , "3256.7+/-105.7" , "5365.5+/-1520.5" , "5439.8+/-302.3" , "8361.3+/-857.3" , 0.7 , "No" , 28 , 2 , "PLCKERC217 G118.61-01.33" , "8.1+/-0.9" , "6.8+/-0.8" , "79.4+/-0.000" , 7.4
78 , "PCCS1 217 G120.09+09.04 "   , , 3.89375 , 71.71583 , 120.09419 , 9.04206 , "256.2+/-46.2" , "598.1+/-335.1" , "594.4+/-93" , "-" , 0.7 , "Not available" , 7 , 0 , " " , "-" , "-" , "-" , -9.9
79 , "PCCS1 217 G332.21-75.77 "   , , 3.93 , -39.25194 , 332.21862 , -75.77627 , "300.9+/-29" , "599.8+/-126.5" , "514.2+/-73.3" , "1391.2+/-130.8" , 0.7 , "Yes" , 2 , 2 , " " , "15.7+/-0.4" , "6.3+/-0.7" , "114.1+/-0.000" , 9.9
80 , "PCCS1 217 G119.29+03.17 "   , , 3.96333 , 65.795 , 119.29114 , 3.17522 , "920.8+/-189.8" , "1242.7+/-610.7" , "1244+/-279.5" , "1.4e+4+/-1164.9" , 0.7 , "Yes" , 27 , 1 , " " , "27.4+/-1.2" , "11.1+/-1.3" , "113.8+/-0.000" , 17.4
81 , "PCCS1 217 G119.70+06.03 "   , , 4.00417 , 68.68833 , 119.70684 , 6.03887 , "517.3+/-79.1" , "1121.3+/-1124.6" , "2574.6+/-295.1" , "1.5e+4+/-1238.9" , 0.7 , "Yes" , 12 , 1 , " " , "22.3+/-2.5" , "9.1+/-0.9" , "66.8+/-0.000" , 14.2
82 , "PCCS1 217 G117.91-07.21 "   , , 4.08958 , 55.31222 , 117.91441 , -7.21715 , "294.9+/-56.4" , "435.3+/-298.4" , "671.1+/-77.2" , "3092.1+/-368.9" , 0.7 , "Yes" , 9 , 0 , "PLCKERC217 G117.90-07.24" , "17.8+/-3" , "11.4+/-2" , "15.7+/-0.000" , 14.2
83 , "PCCS1 217 G119.09+01.36 "   , , 4.09667 , 63.97889 , 119.0987 , 1.36832 , "751+/-126.2" , "751.4+/-891" , "1758.2+/-242.3" , "1.6e+4+/-1675.1" , 0.7 , "Yes" , 27 , 1 , " " , "19.8+/-3.1" , "14+/-2.4" , "19.8+/-0.000" , 16.6
84 , "PCCS1 217 G118.74-01.23 "   , , 4.10667 , 61.34889 , 118.74687 , -1.23777 , "1483.1+/-109.2" , "2810.4+/-1342.1" , "2784.8+/-391.3" , "1.8e+4+/-1481.5" , 0.7 , "Yes" , 30 , 2 , "PLCKERC217 G118.75-01.24" , "22.6+/-1.5" , "9.2+/-1" , "117.4+/-0.000" , 14.4
85 , "PCCS1 217 G117.70-09.14 "   , , 4.19167 , 53.37778 , 117.70763 , -9.14178 , "237.9+/-41.6" , "466.9+/-128.7" , "387.7+/-46.3" , "1152.9+/-126.2" , 0.7 , "Yes" , 25 , 1 , " " , "16.4+/-1.7" , "6.7+/-0.9" , "50.3+/-0.000" , 10.5
