_id , fermi1fhl_name , other_name , Association , RA , Dec , LII , BII,Flux (E>10 GeV),Spectral index,Sqrt(TS),Flux Density,Energy Flux,Pivot Energy,Flux10-30GeV,Errors on Flux10-30GeV,Flux30-100GeV,Errors on Flux30-100GeV,Flux100-500GeV,Errors on Flux100-500GeV,Sqrt(TS)10-30GeV,Sqrt(TS)30-100GeV,Sqrt(TS)100-500GeV,Class,Z,TeV Assoc.,Tev Flag,Variability,Sed Class,Ext name
226 , 1FHL J1033.7+6051 , 2FGL J1033.9+6050 , S4 1030+61 , 158.4347 , 60.8585 , 147.79 , 49.09 , (15.87±3.87) e-11 , 4.2073 ± 0.7665 , 9.04 , (14.07±3.43) e-12 , (36.91±9.91) e-13 , 13.5692 , 1.44e-10 , -3.397e-11 +3.982e-11 , 7.81e-12 , -5.501e-12 +1.069e-11 , < 2.49e-11 , - , 9.36 , 2.76 , 0 , BZQ , 1.401 , , N , 2 , LSP , 
227 , 1FHL J1037.4+5712 , 2FGL J1037.6+5712 , GB6 J1037+5711 , 159.3735 , 57.201 , 151.8 , 51.75 , (24.06±4.75) e-11 , 2.6541 ± 0.3557 , 12.79 , (8.81±1.74) e-12 , (9±2.69) e-12 , 17.6564 , 2.01e-10 , -4.051e-11 +4.651e-11 , 3.44e-11 , -1.55e-11 +2.162e-11 , < 2.79e-11 , - , 11.8 , 5.36 , 0 , bzb , 0 , , N , 1 , ISP , 
228 , 1FHL J1043.2+2407 , 2FGL J1043.1+2404 , B2 1040+24A , 160.8221 , 24.1194 , 211.64 , 61.03 , (6.43±2.94) e-11 , 2.3157 ± 0.6689 , 4.07 , (14.97±6.84) e-13 , (3.06±2.17) e-12 , 21.1738 , 3.79e-11 , -1.93e-11 +2.768e-11 , 2.25e-11 , -1.276e-11 +2.042e-11 , < 3.82e-11 , - , 3.36 , 3.29 , 0 , bzb , 0.559 , , N , 1 , ISP , 
229 , 1FHL J1045.0-5943 , 2FGL J1045.0-5941 , Eta Carinae , 161.2581 , -59.7325 , 287.61 , -0.68 , (48.29±8.77) e-11 , 1.7689 ± 0.2029 , 9.43 , (52.7±9.56) e-13 , (3.98±1.15) e-11 , 31.0307 , 2.53e-10 , -6.3e-11 +7.145e-11 , 1.82e-10 , -4.427e-11 +5.173e-11 , 3.24e-11 , -2.01e-11 +2.978e-11 , 5.9 , 8.21 , 2.11 , lbv , 0 , , N , 1 , , 
230 , 1FHL J1048.3+7241 , 2FGL J1049.7+7240 , GB6 J1047+7238 , 162.0823 , 72.6857 , 134.66 , 41.52 , (7.66±2.73) e-11 , 1.7632 ± 0.4006 , 5.68 , (8.73±3.12) e-13 , (6.35±3.69) e-12 , 30.2745 , 4.42e-11 , -1.821e-11 +2.423e-11 , 2.87e-11 , -1.337e-11 +1.9e-11 , < 3.48e-11 , - , 4.41 , 4.7 , 0.25 , bzb , 0 , , N , 1 , - , 
231 , 1FHL J1048.4-5832 , 2FGL J1048.2-5831 , PSR J1048-5832 , 162.1001 , -58.5385 , 287.44 , 0.58 , (17.58±5.21) e-11 , 3.5919 ± 0.8261 , 5.31 , (13.28±3.91) e-12 , (4.57±1.71) e-12 , 14.0906 , 1.77e-10 , -4.757e-11 +5.558e-11 , < 4.78e-11 , - , < 3.26e-11 , - , 5.97 , 0.29 , 0 , HPSR , 0 , , N , 1 , , 
232 , 1FHL J1053.6+4931 , 2FGL J1053.6+4928 , GB6 J1053+4930 , 163.4028 , 49.5212 , 160.22 , 58.2 , (7.67±2.91) e-11 , 1.4866 ± 0.371 , 6.38 , (5.61±2.13) e-13 , (8.82±5.13) e-12 , 39.8577 , < 3.99e-11 , - , 6.74e-11 , -2.271e-11 +2.914e-11 , < 3.23e-11 , - , 0 , 7.93 , 0 , bzb , 0.14 , , N , 1 , HSP , 
233 , 1FHL J1054.6+2214 , 2FGL J1054.5+2212 , 87GB 105148.6+222705 , 163.6713 , 22.2338 , 216.95 , 63.09 , (11.57±3.85) e-11 , 2.2587 ± 0.4777 , 6.85 , (29.16±9.68) e-13 , (5.78±3.18) e-12 , 20.4481 , 1.09e-10 , -3.296e-11 +4.093e-11 , < 4.34e-11 , - , < 4.04e-11 , - , 7.69 , 0 , 0 , bzb , 0 , , N , 1 , ISP , 
234 , 1FHL J1058.5+0133 , 2FGL J1058.4+0133 , 4C +01.28 , 164.6275 , 1.5635 , 251.52 , 52.77 , (31.09±6.71) e-11 , 2.4236 ± 0.3365 , 11.25 , (8.49±1.83) e-12 , (13.6±4.54) e-12 , 19.7939 , 2.14e-10 , -5.112e-11 +5.985e-11 , 7.70e-11 , -2.78e-11 +3.619e-11 , < 4.18e-11 , - , 9.28 , 7.09 , 0 , bzb , 0.888 , , N , 1 , LSP , 
235 , 1FHL J1058.6+5627 , 2FGL J1058.6+5628 , TXS 1055+567 , 164.6659 , 56.4593 , 149.6 , 54.43 , (44.38±6.49) e-11 , 2.0153 ± 0.1901 , 19.08 , (7.96±1.16) e-12 , (27.93±6.98) e-12 , 23.8662 , 2.72e-10 , -4.783e-11 +5.394e-11 , 1.36e-10 , -3.205e-11 +3.793e-11 , 2.50e-11 , -1.421e-11 +2.151e-11 , 14.21 , 12.2 , 3.76 , bzb , 0.143 , , N , 1 , HSP , 
236 , 1FHL J1058.8-1134 , 2FGL J1059.3-1132 , PKS B1056-113 , 164.7032 , -11.5697 , 264 , 42.62 , (7.29±3.14) e-11 , 3.4655 ± 1.076 , 4.12 , (4.38±1.89) e-12 , (1.96±1.01) e-12 , 15.0213 , 6.08e-11 , -2.513e-11 +3.337e-11 , 1.33e-11 , -9.307e-12 +1.785e-11 , < 4.00e-11 , - , 4.12 , 2.91 , 0 , bzb , 0 , , N , 1 , LSP , 
237 , 1FHL J1100.6+4018 , 2FGL J1100.9+4014 , RX J1100.3+4019 , 165.1645 , 40.3151 , 175.84 , 63.62 , (11.23±3.76) e-11 , 2.2259 ± 0.4519 , 6.21 , (22.35±7.47) e-13 , (5.77±2.94) e-12 , 22.7098 , 7.41e-11 , -2.683e-11 +3.451e-11 , 3.24e-11 , -1.61e-11 +2.345e-11 , < 3.37e-11 , - , 5.4 , 3.76 , 0 , bzb , 0.225 , , N , 1 , HSP , 
238 , 1FHL J1103.3-2329 , 2FGL J1103.4-2330 , 1ES 1101-232 , 165.8465 , -23.4916 , 273.13 , 33.05 , (7.22±3.16) e-11 , 1.8439 ± 0.4992 , 4.42 , (8.53±3.73) e-13 , (5.47±3.77) e-12 , 29.6434 , 1.86e-11 , -1.371e-11 +2.267e-11 , 4.58e-11 , -1.954e-11 +2.726e-11 , < 3.94e-11 , - , 1.68 , 5.8 , 0 , bzb , 0.186 , 1ES 1101-232 , P , 1 , HSP , 
239 , 1FHL J1104.2-5356 , 2FGL J1103.9-5356 , PKS 1101-536 , 166.0645 , -53.9417 , 287.46 , 5.67 , (16.61±4.59) e-11 , 3.5497 ± 0.7417 , 6.86 , (11.45±3.16) e-12 , (4.37±1.48) e-12 , 14.4508 , 1.64e-10 , -4.144e-11 +4.882e-11 , < 4.92e-11 , - , < 3.31e-11 , - , 7.31 , 0.13 , 0 , bzb , 0 , , N , 1 , LSP , 
240 , 1FHL J1104.4+3812 , 2FGL J1104.4+3812 , Mkn 421 , 166.121 , 38.2067 , 179.83 , 65.03 , (45.51±2.22) e-10 , 1.9112 ± 0.0582 , 68.14 , (67.39±3.28) e-12 , (31.98±2.58) e-11 , 26.2669 , 2.87e-9 , -1.713e-10 +1.785e-10 , 1.17e-9 , -1.067e-10 +1.136e-10 , 4.49e-10 , -6.811e-11 +7.58e-11 , 51.22 , 35.88 , 22.78 , bzb , 0.031 , Mkn 421 , P , 1 , HSP , 
241 , 1FHL J1107.5+0223 , 2FGL J1107.5+0223 , BZB J1107+0222 , 166.878 , 2.3862 , 253.33 , 54.91 , (8.26±3.35) e-11 , 3.1411 ± 0.8814 , 5.05 , (4.41±1.79) e-12 , (2.45±1.3) e-12 , 15.5567 , 7.94e-11 , -2.834e-11 +3.676e-11 , < 3.78e-11 , - , < 4.02e-11 , - , 5.75 , 0 , 0 , bzb , 0 , , N , 1 , - , 
242 , 1FHL J1111.5-6038 , 2FGL J1112.1-6040 , , 167.8786 , -60.6367 , 290.98 , -0.11 , (16.42±5.83) e-11 , 4.2273 ± 1.8343 , 4.59 , (20.84±6.58) e-12 , (3.81±1.99) e-12 , 12.4676 , 1.51e-10 , -4.611e-11 +5.46e-11 , < 4.44e-11 , - , < 3.55e-11 , - , 4.85 , 0.64 , 0.81 , spp , 0 , , N , 1 , , 
243 , 1FHL J1112.5-6105 , 2FGL J1112.5-6105 , PSR J1112-6103 , 168.1353 , -61.0912 , 291.26 , -0.49 , (22.37±6.34) e-11 , 2.2882 ± 0.3841 , 5.35 , (4.97±1.41) e-12 , (10.9±4.63) e-12 , 21.6222 , 1.56e-10 , -5.08e-11 +6.017e-11 , 5.05e-11 , -2.274e-11 +3.103e-11 , < 4.21e-11 , - , 4.43 , 3.93 , 0 , PSR , 0 , , N , 1 , , 
244 , 1FHL J1115.0-0701 , 2FGL J1115.0-0701 , , 168.7605 , -7.0271 , 265.1 , 48.63 , (6.03±2.9) e-11 , 1.8762 ± 0.5563 , 4.15 , (8.36±4.02) e-13 , (4.4±3.45) e-12 , 27.196 , 3.17e-11 , -1.743e-11 +2.592e-11 , 2.49e-11 , -1.389e-11 +2.221e-11 , < 4.32e-11 , - , 2.97 , 3.78 , 0 , , 0 , , N , 1 , , 
245 , 1FHL J1117.2+2013 , 2FGL J1117.2+2013 , RBS 0958 , 169.305 , 20.2269 , 225.63 , 67.39 , (23.44±5.39) e-11 , 1.939 ± 0.281 , 11.47 , (36.46±8.37) e-13 , (15.98±6.13) e-12 , 25.6105 , 1.37e-10 , -3.742e-11 +4.525e-11 , 6.97e-11 , -2.49e-11 +3.26e-11 , 3.01e-11 , -1.659e-11 +2.646e-11 , 8.52 , 6.85 , 4.34 , bzb , 0.138 , , N , 1 , HSP , 
246 , 1FHL J1117.7+5355 , 2FGL J1118.0+5354 , BZB J1117+5355 , 169.4449 , 53.933 , 149.24 , 58.14 , (9.74±3.15) e-11 , 2.5972 ± 0.5369 , 6.5 , (29.6±9.57) e-13 , (3.78±1.75) e-12 , 18.9581 , 8.01e-11 , -2.618e-11 +3.265e-11 , 1.72e-11 , -9.534e-12 +1.531e-11 , < 2.91e-11 , - , 5.81 , 3.85 , 0 , bzb , 0 , , N , 1 , HSP , 
247 , 1FHL J1120.9+4211 , 2FGL J1121.0+4211 , RBS 0970 , 170.2447 , 42.19 , 167.84 , 66.19 , (27.4±5.44) e-11 , 2.517 ± 0.3213 , 13.05 , (8.3±1.65) e-12 , (11.2±3.35) e-12 , 18.9855 , 2.43e-10 , -4.756e-11 +5.443e-11 , 1.97e-11 , -1.103e-11 +1.764e-11 , 1.04e-11 , -7.726e-12 +1.488e-11 , 12.6 , 3.66 , 1.9 , bzb , 0 , , N , 1 , HSP , 
248 , 1FHL J1122.7-3610 , , , 170.699 , -36.182 , 283.56 , 23.33 , (6.44±2.94) e-11 , 3.7556 ± 1.3606 , 4.21 , (4.76±2.18) e-12 , (16.16±8.78) e-13 , 14.1932 , 6.47e-11 , -2.545e-11 +3.382e-11 , < 3.51e-11 , - , < 4.42e-11 , - , 4.99 , 0 , 0 , , 0 , , N , 1 , , 
249 , 1FHL J1125.9-3557 , 2FGL J1125.6-3559 , PMN J1125-3556 , 171.496 , -35.9564 , 284.13 , 23.77 , (9.43±3.71) e-11 , 2.9642 ± 0.9874 , 4.26 , (4.51±1.77) e-12 , (3.01±1.82) e-12 , 16.1023 , 8.13e-11 , -3.042e-11 +3.9e-11 , < 3.45e-11 , - , 1.28e-11 , -9.465e-12 +1.816e-11 , 4.95 , 0 , 1.92 , bzb , 0.284 , , N , 1 , ISP , 
250 , 1FHL J1127.1-1855 , 2FGL J1126.6-1856 , PKS 1124-186 , 171.793 , -18.933 , 276.74 , 39.61 , (15.62±4.59) e-11 , 2.7138 ± 0.5234 , 6.9 , (5.62±1.65) e-12 , (5.64±2.36) e-12 , 17.7823 , 1.22e-10 , -3.68e-11 +4.509e-11 , 3.33e-11 , -1.674e-11 +2.459e-11 , < 4.05e-11 , - , 6.7 , 3.35 , 0 , bzq , 1.048 , , N , 2 , LSP , 
251 , 1FHL J1129.2-7759 , , , 172.3124 , -77.9963 , 298.58 , -15.83 , (9.28±3.45) e-11 , 2.0545 ± 0.444 , 4.81 , (14.01±5.19) e-13 , (5.61±3.12) e-12 , 25.957 , 6.06e-11 , -2.567e-11 +3.291e-11 , 2.12e-11 , -1.22e-11 +1.938e-11 , 1.06e-11 , -7.41e-12 +1.442e-11 , 3.37 , 2.97 , 2.95 , , 0 , , N , 1 , , 
252 , 1FHL J1130.4+5814 , 2FGL J1130.9+5809 , BZB J1131+5809 , 172.6026 , 58.2344 , 141.86 , 55.81 , (4.91±2.25) e-11 , 3.0244 ± 0.9528 , 4.06 , (2.45±1.12) e-12 , (15.26±9.48) e-13 , 15.8825 , 4.01e-11 , -1.714e-11 +2.357e-11 , 1.32e-11 , -8.735e-12 +1.469e-11 , < 3.10e-11 , - , 4.47 , 2.84 , 0 , bzb , 0.36 , , N , 1 , ISP , 
253 , 1FHL J1132.6+0036 , 2FGL J1132.9+0033 , PKS B1130+008 , 173.1652 , 0.6026 , 264.18 , 57.42 , (16.92±4.9) e-11 , 2.4419 ± 0.4506 , 7.57 , (4.54±1.32) e-12 , (7.3±3.2) e-12 , 19.9372 , 1.44e-10 , -4.061e-11 +4.908e-11 , 1.22e-11 , -8.551e-12 +1.643e-11 , 1.35e-11 , -1.346e-11 +1.878e-11 , 7.21 , 2.97 , 2.12 , bzb , 0.678 , , N , 1 , ISP , 
254 , 1FHL J1135.7+6736 , 2FGL J1136.3+6736 , RX J1136.5+6737 , 173.9395 , 67.6124 , 133.55 , 47.92 , (11.7±3.28) e-11 , 1.9783 ± 0.3432 , 8.29 , (19.83±5.56) e-13 , (7.65±3.57) e-12 , 24.5281 , 8.39e-11 , -2.486e-11 +3.046e-11 , 3.65e-11 , -1.579e-11 +2.151e-11 , < 2.63e-11 , - , 7.18 , 5.55 , 0 , bzb , 0.134 , , N , 1 , HSP , 
255 , 1FHL J1136.4+7009 , 2FGL J1136.7+7009 , Mkn 180 , 174.1001 , 70.1587 , 131.91 , 45.64 , (19.21±4.06) e-11 , 1.7033 ± 0.228 , 12.41 , (19.95±4.22) e-13 , (17.08±5.8) e-12 , 31.9578 , 1.03e-10 , -2.76e-11 +3.317e-11 , 6.87e-11 , -2.086e-11 +2.602e-11 , 2.61e-11 , -1.241e-11 +1.822e-11 , 8.16 , 7.93 , 4.87 , bzb , 0.046 , Mkn 180 , P , 1 , HSP , 
256 , 1FHL J1137.0+2553 , 2FGL J1137.0+2553 , RX J1136.8+2551 , 174.2666 , 25.8932 , 212.96 , 73.33 , (7.34±3.09) e-11 , 1.6248 ± 0.4355 , 5.18 , (7±2.95) e-13 , (7.16±4.82) e-12 , 33.6346 , 3.49e-11 , -1.755e-11 +2.538e-11 , 2.27e-11 , -1.261e-11 +2.016e-11 , 1.28e-11 , -9.086e-12 +1.766e-11 , 3.35 , 3.88 , 2.45 , bzb , 0.156 , , N , 1 , HSP , 
257 , 1FHL J1146.9+3958 , 2FGL J1146.9+4000 , S4 1144+40 , 176.7468 , 39.9777 , 164.94 , 71.47 , (9.17±3.19) e-11 , 3.4337 ± 0.8507 , 6.22 , (5.97±2.08) e-12 , (2.48±1.07) e-12 , 14.6824 , 8.94e-11 , -2.79e-11 +3.488e-11 , < 3.57e-11 , - , < 3.27e-11 , - , 6.86 , 0 , 0 , bzq , 1.088 , , N , 1 , - , 
258 , 1FHL J1150.5+4155 , 2FGL J1150.5+4154 , RBS 1040 , 177.6487 , 41.9174 , 159.09 , 70.67 , (32.69±6.16) e-11 , 2.5922 ± 0.3074 , 13.65 , (10.62±2) e-12 , (12.71±3.48) e-12 , 18.4763 , 2.57e-10 , -5.044e-11 +5.759e-11 , 5.80e-11 , -2.235e-11 +2.953e-11 , < 3.32e-11 , - , 12.55 , 6.2 , 0 , bzb , 0 , , N , 1 , HSP , 
259 , 1FHL J1150.8+2419 , 2FGL J1150.1+2419 , B2 1147+24 , 177.7109 , 24.3197 , 221.19 , 76.07 , (7.19±2.95) e-11 , 4.1388 ± 1.2824 , 4.31 , (6.92±2.83) e-12 , (16.89±7.94) e-13 , 13.3005 , 7.23e-11 , -2.585e-11 +3.347e-11 , < 3.19e-11 , - , < 3.69e-11 , - , 5.76 , 0 , 0 , bzb , 0.2 , , N , 1 , LSP , 
260 , 1FHL J1151.5+5857 , 2FGL J1151.5+5857 , TXS 1148+592 , 177.8803 , 58.9578 , 136.91 , 56.51 , (9.5±3.01) e-11 , 2.2994 ± 0.4704 , 7.48 , (23.74±7.51) e-13 , (4.58±2.36) e-12 , 20.5323 , 8.51e-11 , -2.54e-11 +3.146e-11 , 1.06e-11 , -7.38e-12 +1.387e-11 , < 2.78e-11 , - , 7.8 , 2.74 , 0 , bzb , 0 , , N , 1 , ISP , 
261 , 1FHL J1154.0-0010 , 2FGL J1154.0-0010 , 1RXS J115404.9-001008 , 178.5248 , -0.1693 , 273.81 , 59.41 , (11.61±4.11) e-11 , 2.2109 ± 0.5443 , 6.22 , (26.5±9.36) e-13 , (6.05±3.74) e-12 , 21.3559 , 1.01e-10 , -3.346e-11 +4.223e-11 , < 4.14e-11 , - , 2.06e-11 , -1.391e-11 +2.398e-11 , 6.56 , 0 , 2.84 , bzb , 0.254 , , N , 1 , HSP , 
262 , 1FHL J1159.6+2913 , 2FGL J1159.5+2914 , Ton 599 , 179.9192 , 29.2269 , 199.49 , 78.4 , (24.04±5.48) e-11 , 3.2128 ± 0.5242 , 10.54 , (12.94±2.95) e-12 , (6.97±2.04) e-12 , 15.5261 , 2.06e-10 , -4.672e-11 +5.436e-11 , 3.18e-11 , -1.524e-11 +2.229e-11 , < 4.72e-11 , - , 9.71 , 4.61 , 0 , bzq , 0.725 , , N , 1 , LSP , 
263 , 1FHL J1203.2+6028 , 2FGL J1203.2+6030 , SBS 1200+608 , 180.8068 , 60.4706 , 133.44 , 55.66 , (5.31±2.4) e-11 , 1.629 ± 0.4862 , 4.06 , (5.07±2.29) e-13 , (5.15±3.8) e-12 , 33.6043 , 3.47e-11 , -1.568e-11 +2.188e-11 , 1.87e-11 , -1.074e-11 +1.701e-11 , < 2.92e-11 , - , 4.48 , 3.19 , 0 , bzb , 0.065 , , N , 1 , ISP , 
264 , 1FHL J1204.4-0708 , 2FGL J1204.3-0711 , 1RXS J120417.0-070959 , 181.1026 , -7.1421 , 282.87 , 53.88 , (10.89±4.12) e-11 , 2.2406 ± 0.506 , 4.58 , (24.8±9.39) e-13 , (5.53±3.26) e-12 , 21.3781 , 6.62e-11 , -2.863e-11 +3.811e-11 , 3.57e-11 , -1.794e-11 +2.637e-11 , < 4.13e-11 , - , 3.72 , 3.7 , 0 , bzb , 0.184 , , N , 1 , ISP , 
265 , 1FHL J1212.2+2318 , 3EG J1212+2304 , , 183.0704 , 23.3031 , 234.15 , 80.35 , (6.58±2.94) e-11 , 3.9459 ± 1.2925 , 4.06 , (5.01±2.24) e-12 , (15.94±7.94) e-13 , 14.0894 , 6.51e-11 , -2.56e-11 +3.352e-11 , < 3.31e-11 , - , < 3.57e-11 , - , 4.89 , 0 , 0 , , 0 , , N , 1 , , 
266 , 1FHL J1217.8+3006 , 2FGL J1217.8+3006 , 1ES 1215+303 , 184.4599 , 30.1045 , 188.98 , 82.05 , (51.61±8.24) e-11 , 2.1116 ± 0.2093 , 14.87 , (9.23±1.47) e-12 , (29.51±7.49) e-12 , 23.8996 , 3.37e-10 , -6.235e-11 +7.018e-11 , 1.36e-10 , -3.773e-11 +4.524e-11 , 2.35e-11 , -1.34e-11 +2.146e-11 , 12.11 , 7.99 , 3.64 , bzb , 0.13 , 1ES 1215+303 , P , 1 , HSP , 
267 , 1FHL J1221.3+3011 , 2FGL J1221.3+3010 , PG 1218+304 , 185.3371 , 30.194 , 186.25 , 82.72 , (57.16±8.63) e-11 , 1.9026 ± 0.1786 , 17.53 , (7.33±1.11) e-12 , (40.54±9.69) e-12 , 28.3203 , 3.61e-10 , -6.5e-11 +7.293e-11 , 1.56e-10 , -3.937e-11 +4.686e-11 , 4.93e-11 , -2.078e-11 +2.897e-11 , 12.78 , 10.02 , 6.41 , bzb , 0.184 , 1ES 1218+304 , P , 1 , HSP , 
268 , 1FHL J1221.6+2814 , 2FGL J1221.4+2814 , W Comae , 185.4021 , 28.2473 , 201.6 , 83.3 , (34.07±6.44) e-11 , 2.1814 ± 0.2568 , 13.27 , (6.96±1.32) e-12 , (18.24±5.51) e-12 , 22.4507 , 2.34e-10 , -4.97e-11 +5.742e-11 , 9.63e-11 , -2.921e-11 +3.649e-11 , < 3.67e-11 , - , 10.68 , 8.34 , 0 , bzb , 0.103 , W Comae , P , 1 , ISP , 
269 , 1FHL J1223.3+7953 , 2FGL J1223.3+7954 , , 185.8468 , 79.8865 , 124.47 , 37.15 , (5.26±2.16) e-11 , 2.395 ± 0.6006 , 4.89 , (13.08±5.36) e-13 , (2.35±1.43) e-12 , 20.5694 , 4.42e-11 , -1.735e-11 +2.286e-11 , 7.50e-12 , -5.35e-12 +1.04e-11 , < 2.48e-11 , - , 4.72 , 2.4 , 0 , , 0 , , N , 1 , , 
270 , 1FHL J1224.5+2437 , 2FGL J1224.4+2436 , MS 1221.8+2452 , 186.1465 , 24.628 , 233.94 , 83.46 , (7.67±3.13) e-11 , 1.2613 ± 0.3829 , 6.34 , (4.12±1.68) e-13 , (11.53±7.03) e-12 , 49.8651 , 2.57e-11 , -1.451e-11 +2.267e-11 , 3.62e-11 , -1.709e-11 +2.484e-11 , 1.36e-11 , -9.529e-12 +1.853e-11 , 3.11 , 5.39 , 3.36 , bzb , 0.218 , , N , 1 , HSP , 
271 , 1FHL J1224.8+2122 , 2FGL J1224.9+2122 , 4C +21.35 , 186.2202 , 21.3768 , 255.06 , 81.65 , (74.33±9.51) e-11 , 2.3863 ± 0.1948 , 22.21 , (19.89±2.55) e-12 , (33.44±6.69) e-12 , 19.9577 , 5.79e-10 , -8.001e-11 +8.772e-11 , 1.24e-10 , -3.394e-11 +4.143e-11 , 2.72e-11 , -1.499e-11 +2.383e-11 , 19.09 , 10.1 , 4.93 , BZQ , 0.434 , 4C +21.35 , P , 10 , LSP , 
272 , 1FHL J1228.5+4857 , 2FGL J1228.6+4857 , TXS 1226+492 , 187.1463 , 48.9598 , 132.86 , 67.72 , (4.19±2.85) e-11 , 2.979 ± 1.0201 , 4.27 , (18.84±9.52) e-13 , (13.26±8.94) e-13 , 16.4376 , 4.02e-11 , -1.714e-11 +2.387e-11 , < 3.30e-11 , - , < 3.01e-11 , - , 5.05 , 0 , 0 , bzq , 1.722 , , N , 1 , LSP , 
273 , 1FHL J1230.3+2522 , 2FGL J1230.2+2517 , ON 246 , 187.5859 , 25.3769 , 232.08 , 84.95 , (7.27±3.11) e-11 , 3.2916 ± 0.952 , 4.29 , (4.12±1.77) e-12 , (2.05±1.08) e-12 , 15.2813 , 6.74e-11 , -2.61e-11 +3.412e-11 , < 3.91e-11 , - , < 3.56e-11 , - , 5.06 , 0 , 0 , bzb , 0.135 , , N , 1 , ISP , 
274 , 1FHL J1230.8+1224 , 2FGL J1230.8+1224 , M 87 , 187.7007 , 12.406 , 283.74 , 74.5 , (4.94±3.59) e-11 , 1.2554 ± 0.4992 , 4.24 , (2.57±1.37) e-13 , (7.48±5.89) e-12 , 51.2557 , < 3.93e-11 , - , 2.65e-11 , -1.472e-11 +2.333e-11 , 1.39e-11 , -9.738e-12 +1.895e-11 , 0.88 , 3.59 , 3.51 , rdg , 0.004 , M 87 , P , 1 , - , 
275 , 1FHL J1231.2-1414 , 2FGL J1231.2-1411 , PSR J1231-1411 , 187.8089 , -14.2365 , 295.55 , 48.34 , (11.89±4.08) e-11 , 3.8752 ± 1.0502 , 5.82 , (10.33±3.52) e-12 , (2.92±1.21) e-12 , 13.6174 , 1.14e-10 , -3.521e-11 +4.358e-11 , < 4.05e-11 , - , < 3.76e-11 , - , 6.32 , 0 , 0 , HPSR , 0 , , N , 1 , , 
276 , 1FHL J1231.8+2849 , 2FGL J1231.7+2848 , B2 1229+29 , 187.9701 , 28.8245 , 190.37 , 85.36 , (28.27±5.95) e-11 , 2.4676 ± 0.325 , 11.42 , (7.83±1.65) e-12 , (11.97±3.75) e-12 , 19.6831 , 2.13e-10 , -4.737e-11 +5.489e-11 , 6.88e-11 , -2.503e-11 +3.228e-11 , < 3.61e-11 , - , 9.89 , 6.46 , 0 , bzb , 0.236 , , N , 1 , HSP , 
277 , 1FHL J1234.1-5735 , 2FGL J1234.0-5733 , PMN J1234-5736 , 188.5315 , -57.5919 , 300.6 , 5.19 , (16.32±4.84) e-11 , 2.3901 ± 0.4395 , 5.48 , (4.22±1.25) e-12 , (7.32±3.3) e-12 , 20.2564 , 1.17e-10 , -3.885e-11 +4.694e-11 , 3.51e-11 , -1.79e-11 +2.557e-11 , < 3.61e-11 , - , 4.74 , 3.85 , 0 , agu , 0 , , N , 1 , - , 
278 , 1FHL J1239.6+0443 , 2FGL J1239.5+0443 , MG1 J123931+0443 , 189.9009 , 4.7322 , 295.23 , 67.42 , (10.65±3.83) e-11 , 3.7394 ± 0.9882 , 6.05 , (8.02±2.88) e-12 , (2.68±1.13) e-12 , 14.1214 , 1.03e-10 , -3.306e-11 +4.136e-11 , < 3.84e-11 , - , < 3.86e-11 , - , 6.5 , 0 , 0 , bzq , 1.761 , , N , 1 , LSP , 
279 , 1FHL J1240.4-7150 , 2FGL J1240.6-7151 , , 190.1004 , -71.8382 , 302.06 , -8.99 , (17.45±4.74) e-11 , 2.1981 ± 0.3538 , 7.31 , (3.82±1.04) e-12 , (9.2±3.92) e-12 , 21.7511 , 1.43e-10 , -3.935e-11 +4.646e-11 , 1.70e-11 , -1.163e-11 +2.044e-11 , 1.08e-11 , -7.59e-12 +1.475e-11 , 6.38 , 2.72 , 2.77 , , 0 , , N , 1 , , 
280 , 1FHL J1243.2+3628 , 2FGL J1243.1+3627 , Ton 116 , 190.8071 , 36.4684 , 132.98 , 80.5 , (35.34±6.37) e-11 , 2.4267 ± 0.2805 , 14.25 , (9.65±1.74) e-12 , (15.42±4.28) e-12 , 19.797 , 2.60e-10 , -5.099e-11 +5.825e-11 , 8.81e-11 , -2.743e-11 +3.447e-11 , < 3.64e-11 , - , 12.11 , 8.52 , 0 , bzb , 1.065 , , N , 1 , HSP , 
281 , 1FHL J1244.9+5708 , 2FGL J1245.1+5708 , 1RXS J124510.5+571020 , 191.2441 , 57.1404 , 124.68 , 59.96 , (4.21±1.98) e-11 , 3.3215 ± 1.0921 , 4.43 , (2.29±1.08) e-12 , (11.77±6.73) e-13 , 15.4703 , 4.24e-11 , -1.696e-11 +2.296e-11 , < 2.52e-11 , - , < 2.68e-11 , - , 5.11 , 0 , 0 , bzb , 0 , , N , 1 , ISP , 
282 , 1FHL J1246.6-2548 , 2FGL J1246.7-2546 , PKS 1244-255 , 191.6587 , -25.8094 , 301.57 , 37.04 , (11.76±4.17) e-11 , 3.3558 ± 0.7938 , 5.45 , (7.05±2.5) e-12 , (3.26±1.41) e-12 , 15.0308 , 1.17e-10 , -3.667e-11 +4.505e-11 , < 4.00e-11 , - , < 3.67e-11 , - , 6.16 , 0 , 0 , bzq , 0.633 , , N , 1 , LSP , 
