_id , ercsc545_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
19 , "PLCKERC545 G103.97-51.68"   ,, 1.07958 , 9.44472 , 103.97746 , -51.68439 , "2478.3+/-309" , "5062.08+/-117.3" , "1674.6+/-162.71" , "6899.6+/-1761.95" , 0.518 , 0 , 1 , 1 , "0.879+/-0.042"
20 , "PLCKERC545 G114.35-16.89"   ,, 1.17417 , 45.19694 , 114.35397 , -16.89488 , "2274+/-362" , "4246.74+/-143.2" , "1815.7+/-216.56" , "2893.3+/-1411.28" , 0.406 , 0 , 1 , 1 , "0.88+/-0.042"
21 , "PLCKERC545 G117.51-00.42"   ,, 1.27083 , 61.95944 , 117.51306 , -0.42361 , "2.2e+4+/-2822" , "4.04e+4+/-886.3" , "1.8e+4+/-1586.37" , "6.7e+4+/-4258.49" , 0.406 , 0 , 1 , 1 , "0.88+/-0.042"
22 , "PLCKERC545 G321.19-65.88"   ,, 1.46458 , -49.59833 , 321.19538 , -65.88241 , "760.8+/-109" , "764.91+/-65" , "741.1+/-161.16" , "972.3+/-481.43" , 0.281 , 0 , 0 , 1 , "0.86+/-0.043"
23 , "PLCKERC545 G119.96+12.55"   ,, 1.46917 , 75.16722 , 119.9629 , 12.55881 , "3936+/-505" , "8649.44+/-288.5" , "3448.6+/-270.48" , "1.1e+4+/-1089.78" , 0.518 , 0 , 1 , 2 , "0.844+/-0.04"
24 , "PLCKERC545 G308.65-46.89"   ,, 1.51375 , -69.725 , 308.6573 , -46.89538 , "545.6+/-59" , "781.39+/-43.2" , "494+/-73.76" , "920.8+/-309.83" , 0.281 , 0 , 0 , 2 , "0.834+/-0.043"
25 , "PLCKERC545 G084.71-71.92"   ,, 1.52292 , -12.50861 , 84.71442 , -71.92893 , "798.3+/-98" , "832.95+/-59.5" , "696.2+/-150.86" , "869.7+/-437.34" , 0.281 , 0 , 0 , 1 , "0.852+/-0.043"
26 , "PLCKERC545 G332.82-72.91"   ,, 1.58833 , -41.49278 , 332.82312 , -72.91684 , "1590.1+/-106" , "1537.55+/-56.3" , "1578.2+/-152.95" , "1618.3+/-397.67" , 0.281 , 0 , 0 , 1 , "0.965+/-0.044"
27 , "PLCKERC545 G099.50-60.84"   ,, 1.69042 , -0.01722 , 99.50658 , -60.8409 , "1442.5+/-236" , "1521.03+/-55.1" , "1314.7+/-175.58" , "6856.5+/-2223.37" , 0.281 , 0 , 1 , 1 , "0.901+/-0.043"
28 , "PLCKERC545 G116.17-09.16"   ,, 1.705 , 53.12056 , 116.17857 , -9.16501 , "8607.6+/-887" , "1.76e+4+/-207.5" , "6391.7+/-675.82" , "9.6e+4+/-4.20e+4" , 0.406 , 0 , 1 , 1 , "0.903+/-0.042"
29 , "PLCKERC545 G117.82+00.07"   ,, 1.7425 , 62.50889 , 117.82564 , 0.07897 , "1.6e+4+/-1758" , "3.08e+4+/-1202" , "1.2e+4+/-1048.98" , "5.0e+4+/-3306.47" , 0.518 , 0 , 1 , 1 , "0.827+/-0.04"
30 , "PLCKERC545 G099.89-60.61"   ,, 1.78917 , 0.26583 , 99.89964 , -60.61028 , "2119.5+/-309" , "5043.37+/-129.7" , "1614.8+/-203.51" , "1.6e+4+/-5835.17" , 0.281 , 0 , 1 , 1 , "0.983+/-0.046"
31 , "PLCKERC545 G118.28+02.49"   ,, 1.83917 , 64.97028 , 118.28875 , 2.49672 , "3.6e+4+/-4147" , "6.18e+4+/-828.1" , "3.3e+4+/-2225.21" , "8.9e+4+/-5165.89" , 0.518 , 0 , 1 , 2 , "0.825+/-0.04"
32 , "PLCKERC545 G104.99-52.20"   ,, 1.83958 , 9.12222 , 104.99462 , -52.20744 , "2351+/-251" , "5083.24+/-116.8" , "2180.3+/-184.52" , "7806+/-2155.82" , 0.518 , 0 , 1 , 1 , "0.843+/-0.04"
33 , "PLCKERC545 G109.47-40.50"   ,, 1.91375 , 21.22194 , 109.47146 , -40.50268 , "1746.7+/-280" , "3632.92+/-115.8" , "1666.5+/-216.05" , "8031.8+/-2441.77" , 0.281 , 0 , 1 , 1 , "0.898+/-0.042"
34 , "PLCKERC545 G116.25-09.92"   ,, 2.04083 , 52.38083 , 116.25258 , -9.92855 , "1.3e+4+/-1513" , "1.63e+4+/-164.1" , "1.1e+4+/-596" , "1.6e+4+/-6450.5" , 0.406 , 0 , 1 , 1 , "0.893+/-0.042"
35 , "PLCKERC545 G099.94-61.30"   ,, 2.05167 , -0.37222 , 99.94873 , -61.30005 , "2275.1+/-249" , "2299.57+/-62.7" , "1934.6+/-152.2" , "3642+/-682.55" , 0.281 , 0 , 0 , 1 , "0.964+/-0.044"
36 , "PLCKERC545 G100.41-60.82"   ,, 2.09833 , 0.15 , 100.41141 , -60.82549 , "1472.1+/-155" , "2079.5+/-88.9" , "1298.2+/-161.22" , "2682.7+/-867.47" , 0.281 , 0 , 1 , 1 , "0.898+/-0.043"
37 , "PLCKERC545 G308.26-46.77"   ,, 2.17792 , -69.91083 , 308.26548 , -46.77233 , "648.9+/-98" , "1430.01+/-49.5" , "548.5+/-73.02" , "2482.6+/-1194.69" , 0.281 , 0 , 1 , 3 , "0.924+/-0.043"
38 , "PLCKERC545 G100.22-61.52"   ,, 2.25417 , -0.53833 , 100.22588 , -61.5258 , "1242.9+/-152" , "1403.12+/-79" , "1126.4+/-153.01" , "3674.8+/-1218.1" , 0.281 , 0 , 1 , 1 , "0.865+/-0.042"
39 , "PLCKERC545 G118.59+02.82"   ,, 2.42792 , 65.34194 , 118.59452 , 2.82238 , "5.1e+4+/-7147" , "1.04e+5+/-980" , "3.9e+4+/-2267.34" , "8.4e+4+/-9091.6" , 0.406 , 0 , 1 , 2 , "0.901+/-0.042"
40 , "PLCKERC545 G100.53-61.69"   ,, 2.44667 , -0.64444 , 100.53016 , -61.69149 , "1025.8+/-188" , "845.21+/-67.5" , "894.8+/-147.35" , "1550.7+/-574.67" , 0.281 , 0 , 0 , 1 , "0.834+/-0.043"
41 , "PLCKERC545 G043.72-80.43"   ,, 2.48667 , -24.95778 , 43.72298 , -80.43457 , "1590.3+/-104" , "1408.52+/-60.4" , "1679.3+/-176.25" , "2215.7+/-574.53" , 0.281 , 0 , 0 , 1 , "0.966+/-0.044"
42 , "PLCKERC545 G110.08-41.25"   ,, 2.57292 , 20.59083 , 110.08522 , -41.25222 , "5426.7+/-678" , "8087.63+/-114.1" , "4136.6+/-417.06" , "2.2e+4+/-3039.61" , 0.281 , 0 , 1 , 1 , "0.993+/-0.046"
43 , "PLCKERC545 G323.01-69.05"   ,, 2.60083 , -46.43889 , 323.01273 , -69.05669 , "1070.8+/-116" , "890.44+/-61.9" , "976.4+/-160.23" , "1124.8+/-468.26" , 0.281 , 0 , 0 , 2 , "0.925+/-0.043"
44 , "PLCKERC545 G110.74-39.11"   ,, 2.62625 , 22.78194 , 110.74419 , -39.11895 , "1887.7+/-228" , "3874.79+/-127.9" , "1581.2+/-162.67" , "4975+/-1225.26" , 0.518 , 0 , 1 , 2 , "0.851+/-0.041"
45 , "PLCKERC545 G110.24-41.15"   ,, 2.67833 , 20.71222 , 110.24715 , -41.15407 , "4229.8+/-728" , "7579.85+/-121.6" , "3315.9+/-425.78" , "3947.5+/-4081.69" , 0.281 , 0 , 1 , 1 , "0.983+/-0.046"
46 , "PLCKERC545 G100.71-62.13"   ,, 2.67917 , -1.03472 , 100.71494 , -62.1372 , "1244.1+/-146" , "1584.32+/-82.3" , "1154.4+/-159.41" , "2661.7+/-1027.15" , 0.281 , 0 , 1 , 1 , "0.865+/-0.042"
47 , "PLCKERC545 G116.59-10.52"   ,, 2.74292 , 51.84833 , 116.59567 , -10.52487 , "2.6e+4+/-2141" , "5.42e+4+/-205.2" , "2.1e+4+/-1488.02" , "5.2e+4+/-3588.03" , 0.406 , 0 , 1 , 1 , "0.985+/-0.046"
48 , "PLCKERC545 G117.76-03.64"   ,, 2.855 , 58.82528 , 117.76199 , -3.64404 , "5.6e+4+/-3366" , "9.59e+4+/-510.3" , "4.9e+4+/-2104.71" , "8.3e+4+/-3892.03" , 0.406 , 0 , 0 , 1 , "0.965+/-0.045"
49 , "PLCKERC545 G330.17-73.57"   ,, 2.925 , -41.38583 , 330.17317 , -73.57393 , "983.6+/-126" , "824.71+/-78.1" , "811.6+/-160.23" , "1215.9+/-544.32" , 0.281 , 0 , 0 , 1 , "0.901+/-0.043"
50 , "PLCKERC545 G118.20-01.58"   ,, 3.09125 , 60.92472 , 118.20096 , -1.58738 , "2.5e+4+/-2055" , "3.68e+4+/-499.8" , "2.4e+4+/-1050.3" , "4.4e+4+/-1884.47" , 0.406 , 0 , 0 , 2 , "0.842+/-0.04"
51 , "PLCKERC545 G101.81-61.97"   ,, 3.11625 , -0.71556 , 101.8199 , -61.97931 , "2255.7+/-436" , "4875.27+/-81" , "2228.3+/-217.14" , "2331.1+/-1224.55" , 0.281 , 0 , 1 , 1 , "0.98+/-0.046"
52 , "PLCKERC545 G110.88-40.95"   ,, 3.13542 , 21.00361 , 110.88048 , -40.95615 , "4003.2+/-524" , "8486.96+/-116" , "3286.5+/-346.63" , "1.4e+4+/-2102.76" , 0.281 , 0 , 1 , 1 , "0.984+/-0.046"
53 , "PLCKERC545 G115.96-15.99"   ,, 3.13792 , 46.35139 , 115.96799 , -15.99374 , "1792.3+/-343" , "4310.25+/-126.5" , "1672.9+/-171.32" , "8445.8+/-2764.65" , 0.518 , 0 , 1 , 1 , "0.88+/-0.042"
54 , "PLCKERC545 G309.81-52.46"   ,, 3.22625 , -64.14194 , 309.81234 , -52.46826 , "558.9+/-71" , "380.58+/-40.6" , "484.3+/-83.51" , "601+/-249.94" , 0.281 , 0 , 0 , 2 , "0.84+/-0.043"
55 , "PLCKERC545 G310.38-53.92"   ,, 3.28708 , -62.64139 , 310.3894 , -53.92893 , "602.5+/-70" , "622.45+/-41.3" , "514+/-86.05" , "749.8+/-301.94" , 0.281 , 0 , 0 , 2 , "0.834+/-0.043"
56 , "PLCKERC545 G111.14-40.98"   ,, 3.35 , 21.01361 , 111.14325 , -40.98567 , "4469.1+/-549" , "6446.56+/-96.7" , "3134.2+/-292.08" , "1.1e+4+/-1389.68" , 0.406 , 0 , 1 , 1 , "0.971+/-0.045"
57 , "PLCKERC545 G102.60-62.02"   ,, 3.48167 , -0.63944 , 102.6091 , -62.02228 , "2150.6+/-348" , "3784.16+/-76.8" , "1942.5+/-172.54" , "5445.6+/-1023.79" , 0.281 , 0 , 1 , 1 , "0.954+/-0.043"
58 , "PLCKERC545 G055.88-80.66"   ,, 3.50458 , -23.18028 , 55.8829 , -80.66147 , "1811.4+/-117" , "2064.61+/-64.5" , "1652.8+/-144.71" , "2427+/-511.4" , 0.281 , 0 , 0 , 1 , "0.975+/-0.045"
59 , "PLCKERC545 G121.22+17.12"   ,, 3.5275 , 79.87472 , 121.22262 , 17.12734 , "2579.4+/-361" , "6845.83+/-163.5" , "2525.8+/-220.71" , "1.9e+4+/-3413.71" , 0.518 , 0 , 1 , 2 , "0.853+/-0.041"
60 , "PLCKERC545 G118.95+01.90"   ,, 3.59833 , 64.4875 , 118.95518 , 1.90241 , "5.0e+4+/-2659" , "5.42e+4+/-840.6" , "4.7e+4+/-1878.92" , "7.0e+4+/-3926.65" , 0.406 , 0 , 0 , 2 , "0.841+/-0.043"
61 , "PLCKERC545 G114.97-24.64"   ,, 3.71375 , 37.66389 , 114.97503 , -24.64183 , "1369.1+/-179" , "2593.8+/-107" , "1291.2+/-169.76" , "3350.7+/-972.7" , 0.291 , 0 , 1 , 2 , "0.858+/-0.041"
62 , "PLCKERC545 G103.37-61.88"   ,, 3.78375 , -0.40111 , 103.37559 , -61.88683 , "3055.6+/-272" , "5373.25+/-86.8" , "2192.1+/-176.42" , "7187.2+/-1426.27" , 0.281 , 0 , 1 , 1 , "0.982+/-0.046"
63 , "PLCKERC545 G118.61-01.32"   ,, 3.86333 , 61.24028 , 118.61622 , -1.32944 , "7.0e+4+/-6878" , "1.07e+5+/-480.6" , "6.4e+4+/-1938.58" , "8.2e+4+/-3194.76" , 0.406 , 0 , 0 , 1 , "0.98+/-0.046"
64 , "PLCKERC545 G103.50-62.94"   ,, 4.15833 , -1.39639 , 103.50927 , -62.94839 , "1776.1+/-258" , "3629.38+/-88.8" , "1711.5+/-172.98" , "5704.8+/-1192.07" , 0.281 , 0 , 1 , 1 , "0.957+/-0.045"
65 , "PLCKERC545 G109.37-50.83"   ,, 4.18 , 11.12472 , 109.37402 , -50.83072 , "2676.3+/-297" , "6035.12+/-121.3" , "1876+/-192.42" , "7652.2+/-1499.6" , 0.518 , 0 , 1 , 1 , "0.853+/-0.041"
66 , "PLCKERC545 G108.72-52.66"   ,, 4.18542 , 9.24417 , 108.72342 , -52.66776 , "1.0e+4+/-1377" , "2.43e+4+/-126.8" , "6490.3+/-689.19" , "1.2e+4+/-5529.32" , 0.406 , 0 , 1 , 1 , "0.982+/-0.046"
67 , "PLCKERC545 G080.52-77.72"   ,, 4.19958 , -17.81028 , 80.52644 , -77.72695 , "1223.2+/-160" , "970.04+/-77.2" , "1009.2+/-144.71" , "3417.3+/-1176.58" , 0.281 , 0 , 1 , 1 , "0.891+/-0.042"
68 , "PLCKERC545 G112.62-39.46"   ,, 4.24417 , 22.71556 , 112.62143 , -39.46521 , "2048.2+/-252" , "3843.89+/-126.6" , "1747.8+/-155.37" , "6260.2+/-1736.51" , 0.406 , 0 , 1 , 1 , "0.885+/-0.042"
69 , "PLCKERC545 G112.21-41.64"   ,, 4.33042 , 20.515 , 112.21948 , -41.64598 , "2087.4+/-249" , "5255.58+/-137" , "1901.5+/-177.77" , "6196+/-1501.53" , 0.406 , 0 , 1 , 1 , "0.942+/-0.044"
70 , "PLCKERC545 G110.28-48.89"   ,, 4.3575 , 13.13722 , 110.282 , -48.8974 , "1986.8+/-357" , "4527.04+/-101.8" , "1326.9+/-156.86" , "2254.2+/-1577.14" , 0.518 , 0 , 1 , 1 , "0.88+/-0.042"
71 , "PLCKERC545 G082.08-77.71"   ,, 4.46292 , -17.59389 , 82.08309 , -77.71281 , "1116.5+/-154" , "1634.45+/-75.2" , "951.4+/-143.51" , "1746.7+/-654.66" , 0.281 , 0 , 0 , 1 , "0.881+/-0.042"
72 , "PLCKERC545 G119.52+03.17"   ,, 4.53417 , 65.82694 , 119.52766 , 3.17573 , "4.1e+4+/-4771" , "4.13e+4+/-584.2" , "3.9e+4+/-2681.78" , "8.8e+4+/-1.13e+4" , 0.406 , 0 , 1 , 2 , "0.845+/-0.043"
73 , "PLCKERC545 G081.28-78.17"   ,, 4.625 , -18.06278 , 81.28078 , -78.17728 , "814.4+/-123" , "1404.53+/-72.6" , "856.9+/-154.14" , "1167.5+/-510.26" , 0.291 , 0 , 0 , 2 , "0.854+/-0.041"
74 , "PLCKERC545 G113.09-39.44"   ,, 4.63125 , 22.79861 , 113.09547 , -39.44353 , "2042.3+/-272" , "6487.99+/-155.2" , "2155+/-210.3" , "6622.3+/-1425.35" , 0.406 , 0 , 1 , 1 , "0.953+/-0.044"
75 , "PLCKERC545 G112.92-40.24"   ,, 4.64 , 21.98389 , 112.92952 , -40.24844 , "1607.8+/-233" , "2409.84+/-126.1" , "1602.3+/-182.58" , "4917.6+/-1414.28" , 0.518 , 0 , 1 , 1 , "0.826+/-0.04"
76 , "PLCKERC545 G104.64-62.98"   ,, 4.665 , -1.28139 , 104.64926 , -62.98389 , "1767.9+/-163" , "3705.2+/-93.6" , "1372.3+/-151.97" , "3446.4+/-920.47" , 0.281 , 0 , 1 , 1 , "0.958+/-0.045"
77 , "PLCKERC545 G112.82-41.01"   ,, 4.6975 , 21.21028 , 112.82872 , -41.01989 , "2196.7+/-275" , "5097.34+/-125.2" , "1680.9+/-175.74" , "1.2e+4+/-5215.68" , 0.406 , 0 , 1 , 1 , "0.928+/-0.043"
78 , "PLCKERC545 G113.42-39.09"   ,, 4.845 , 23.18083 , 113.42611 , -39.09826 , "2249.3+/-251" , "2754.49+/-103.8" , "2029.7+/-183.41" , "5067.2+/-1360.62" , 0.406 , 0 , 1 , 1 , "0.85+/-0.043"
79 , "PLCKERC545 G119.17-00.85"   ,, 4.90333 , 61.78444 , 119.17939 , -0.85516 , "4.6e+4+/-6193" , "6.29e+4+/-418.1" , "4.2e+4+/-2902.95" , "1.1e+5+/-1.23e+4" , 0.406 , 0 , 1 , 1 , "0.914+/-0.043"
80 , "PLCKERC545 G081.08-78.68"   ,, 4.92833 , -18.48778 , 81.0806 , -78.68924 , "791.1+/-111" , "1198.52+/-71.6" , "736.8+/-147.25" , "1485+/-671.09" , 0.291 , 0 , 1 , 2 , "0.828+/-0.04"
81 , "PLCKERC545 G105.18-63.12"   ,, 4.93625 , -1.35333 , 105.18115 , -63.12784 , "940.4+/-179" , "1388.33+/-73.3" , "885.4+/-135.12" , "3702.9+/-1334.47" , 0.291 , 0 , 1 , 1 , "0.826+/-0.04"
82 , "PLCKERC545 G306.89-47.06"   ,, 5.01417 , -69.82167 , 306.89525 , -47.06418 , "651.1+/-64" , "401.21+/-39.7" , "491.7+/-73.16" , "1679.7+/-554.2" , 0.281 , 0 , 1 , 3 , "0.834+/-0.043"
83 , "PLCKERC545 G118.37-08.15"   ,, 5.09042 , 54.44194 , 118.37713 , -8.15451 , "1.3e+4+/-2065" , "1.86e+4+/-102.9" , "9360.9+/-656.04" , "1.6e+4+/-5665.08" , 0.406 , 0 , 1 , 1 , "0.932+/-0.043"
84 , "PLCKERC545 G118.25-09.59"   ,, 5.17833 , 53.00083 , 118.25284 , -9.59135 , "1.4e+4+/-1126" , "2.06e+4+/-110.5" , "1.2e+4+/-744.24" , "2.6e+4+/-2830.26" , 0.406 , 0 , 1 , 1 , "0.905+/-0.043"
85 , "PLCKERC545 G119.33-00.70"   ,, 5.18167 , 61.95417 , 119.33031 , -0.70237 , "3.9e+4+/-5937" , "2.22e+4+/-271.9" , "2.6e+4+/-1734.49" , "2.3e+4+/-5020.82" , 0.406 , 0 , 0 , 1 , "0.877+/-0.042"
86 , "PLCKERC545 G113.12-42.59"   ,, 5.20667 , 19.68944 , 113.12527 , -42.59869 , "3646.5+/-493" , "9908.51+/-144.2" , "3926.8+/-381.29" , "1.6e+4+/-2474.51" , 0.406 , 0 , 1 , 1 , "0.984+/-0.046"
87 , "PLCKERC545 G118.26-09.90"   ,, 5.26833 , 52.69056 , 118.26972 , -9.90607 , "1.7e+4+/-1365" , "1.69e+4+/-88.5" , "1.4e+4+/-698.22" , "2.7e+4+/-1650.07" , 0.406 , 0 , 1 , 1 , "0.949+/-0.043"
88 , "PLCKERC545 G113.79-40.14"   ,, 5.325 , 22.18667 , 113.79227 , -40.14963 , "1741+/-245" , "3579.44+/-131.5" , "1512.3+/-183.18" , "5744.8+/-1647.24" , 0.406 , 0 , 1 , 1 , "0.886+/-0.042"
89 , "PLCKERC545 G118.51-08.24"   ,, 5.34 , 54.36556 , 118.51368 , -8.24775 , "9397.3+/-1473" , "2.94e+4+/-158.2" , "7442.8+/-832.83" , "1.5e+4+/-8026.71" , 0.406 , 0 , 1 , 1 , "0.962+/-0.045"
90 , "PLCKERC545 G316.05-67.73"   ,, 5.37958 , -48.62861 , 316.05394 , -67.73017 , "1503.9+/-106" , "1217.1+/-52.5" , "1365.2+/-155.92" , "1828.1+/-508.01" , 0.281 , 0 , 0 , 1 , "0.964+/-0.044"
91 , "PLCKERC545 G118.66-07.15"   ,, 5.38 , 55.47 , 118.66734 , -7.1537 , "1.1e+4+/-1834" , "1.72e+4+/-537.2" , "7707+/-554.73" , "1.6e+4+/-7850.72" , 0.406 , 0 , 1 , 1 , "0.897+/-0.042"
92 , "PLCKERC545 G119.41-00.84"   ,, 5.39208 , 61.82611 , 119.41369 , -0.8412 , "3.0e+4+/-4075" , "3.88e+4+/-799.3" , "2.8e+4+/-1257.35" , "3.3e+4+/-3250.41" , 0.406 , 0 , 0 , 1 , "0.835+/-0.043"
93 , "PLCKERC545 G118.72-06.81"   ,, 5.40333 , 55.81472 , 118.72102 , -6.81284 , "8347.8+/-1296" , "1.48e+4+/-580.9" , "7479.9+/-453.02" , "1.8e+4+/-1133.56" , 0.406 , 0 , 1 , 2 , "0.877+/-0.042"
94 , "PLCKERC545 G114.37-39.69"   ,, 5.72917 , 22.70389 , 114.37402 , -39.69325 , "1903.1+/-275" , "3443.09+/-101.9" , "1579.5+/-174.74" , "6052.8+/-1514.89" , 0.518 , 0 , 1 , 1 , "0.862+/-0.041"
95 , "PLCKERC545 G113.96-42.01"   ,, 5.7675 , 20.3575 , 113.9687 , -42.01995 , "1996.4+/-288" , "3418.59+/-102.9" , "1159.1+/-159.82" , "4138.4+/-1328.38" , 0.406 , 0 , 1 , 1 , "0.87+/-0.041"
96 , "PLCKERC545 G118.60-09.73"   ,, 5.78375 , 52.90167 , 118.60871 , -9.73222 , "1.3e+4+/-968" , "1.76e+4+/-109.1" , "1.0e+4+/-588.53" , "2.3e+4+/-1379.41" , 0.406 , 0 , 1 , 1 , "0.896+/-0.042"
97 , "PLCKERC545 G106.83-63.71"   ,, 5.80167 , -1.72667 , 106.83286 , -63.7127 , "1385.2+/-181" , "2542.38+/-88.2" , "1137.1+/-151.11" , "1918.3+/-658.32" , 0.281 , 0 , 0 , 1 , "0.923+/-0.043"
98 , "PLCKERC545 G118.67-09.29"   ,, 5.8175 , 53.34806 , 118.67934 , -9.2909 , "2.0e+4+/-991" , "2.26e+4+/-114.8" , "1.7e+4+/-779.45" , "2.9e+4+/-1449.28" , 0.406 , 0 , 0 , 1 , "0.963+/-0.044"
99 , "PLCKERC545 G118.99-06.53"   ,, 5.83667 , 56.11861 , 118.99808 , -6.53826 , "1.3e+4+/-1146" , "1.47e+4+/-387.7" , "9640.5+/-745.18" , "3.4e+4+/-3796.41" , 0.406 , 0 , 1 , 1 , "0.896+/-0.043"
100 , "PLCKERC545 G118.62-10.11"  ,, 5.885 , 52.52444 , 118.62814 , -10.11386 , "8959.4+/-1447" , "1.10e+4+/-91.1" , "6911.1+/-495.22" , "1.5e+4+/-1.68e+4" , 0.406 , 0 , 1 , 1 , "0.843+/-0.043"
101 , "PLCKERC545 G113.87-43.42"  ,, 5.915 , 18.95556 , 113.87324 , -43.4269 , "1497+/-221" , "2914.04+/-96.3" , "1144.8+/-155.47" , "2601.3+/-884.07" , 0.518 , 0 , 1 , 2 , "0.83+/-0.04"
