_id , ercsc353_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
269 , "PLCKERC353 G125.77+01.71"  ,, 19.45708 , 64.43611 , 125.77512 , 1.7102 , "6159.9+/-775" , "6161.55+/-146.1" , "5001+/-236.7" , "6165.7+/-542.3" , 0.335 , 0 , 0 , 2 , "0.838+/-0.046"
270 , "PLCKERC353 G131.97-45.20"  ,, 19.51792 , 17.19889 , 131.9769 , -45.20455 , "1342.7+/-172" , "2696.96+/-95.7" , "1172.8+/-109.23" , "2945.5+/-659.31" , 0.335 , 0 , 1 , 1 , "0.959+/-0.044"
271 , "PLCKERC353 G139.99-66.29"  ,, 19.65333 , -4.32861 , 139.99567 , -66.29594 , "607+/-92" , "579.36+/-60.9" , "612.6+/-78.18" , "743.2+/-229.48" , 0.335 , 0 , 0 , 1 , "0.853+/-0.045"
272 , "PLCKERC353 G127.05-09.07"  ,, 19.72625 , 53.57944 , 127.05424 , -9.07207 , "1565.9+/-214" , "4605.83+/-84.6" , "1239+/-135.25" , "6740.6+/-956.76" , 0.335 , 0 , 1 , 1 , "0.952+/-0.044"
273 , "PLCKERC353 G173.40-81.69"  ,, 19.74333 , -21.68028 , 173.40957 , -81.69807 , "546+/-82" , "541.13+/-49.2" , "653.1+/-72.73" , "611.3+/-173.16" , 0.257 , 0 , 0 , 1 , "0.898+/-0.044"
274 , "PLCKERC353 G126.99-08.41"  ,, 19.7475 , 54.24 , 126.9947 , -8.41402 , "1511.6+/-256" , "4459.59+/-80.2" , "1131.3+/-124.87" , "6093.3+/-1254.73" , 0.335 , 0 , 1 , 1 , "0.943+/-0.045"
275 , "PLCKERC353 G125.01+10.35"  ,, 19.93125 , 73.10889 , 125.01593 , 10.35172 , "2821.5+/-469" , "4455.35+/-87.9" , "2891.6+/-201.72" , "2212.3+/-3516.78" , 0.335 , 0 , 1 , 2 , "0.936+/-0.045"
276 , "PLCKERC353 G125.76+04.13"  ,, 20.06375 , 66.84306 , 125.76613 , 4.13022 , "6803.8+/-388" , "1.02e+4+/-160.9" , "5626.7+/-305.71" , "1.0e+4+/-562.98" , 0.335 , 0 , 0 , 2 , "0.874+/-0.044"
277 , "PLCKERC353 G127.49-09.77"  ,, 20.31375 , 52.83389 , 127.49355 , -9.77335 , "1343.6+/-196" , "3244.08+/-93.4" , "1010.6+/-104.38" , "3969+/-636.81" , 0.407 , 0 , 1 , 1 , "0.867+/-0.043"
278 , "PLCKERC353 G126.40-00.48"  ,, 20.3225 , 62.18028 , 126.40725 , -0.48965 , "9523.3+/-1132" , "1.48e+4+/-134.3" , "6552.4+/-643.79" , "2.9e+4+/-1592.43" , 0.335 , 0 , 1 , 2 , "0.866+/-0.044"
279 , "PLCKERC353 G126.35+00.44"  ,, 20.44292 , 63.1125 , 126.35359 , 0.44256 , "5879.9+/-1148" , "1.17e+4+/-201" , "3748.6+/-434.47" , "5775.4+/-4706.17" , 0.335 , 0 , 1 , 3 , "0.893+/-0.044"
280 , "PLCKERC353 G133.74-46.64"  ,, 20.54375 , 15.5825 , 133.74511 , -46.64286 , "1269.4+/-209" , "3203.21+/-104.5" , "857.3+/-102.66" , "2014.3+/-496.85" , 0.335 , 0 , 1 , 1 , "0.97+/-0.044"
281 , "PLCKERC353 G126.59-00.37"  ,, 20.75708 , 62.27167 , 126.59753 , -0.37478 , "9954.4+/-1320" , "1.32e+4+/-111.6" , "8328.1+/-811.72" , "3.6e+4+/-2765.96" , 0.335 , 0 , 1 , 2 , "0.874+/-0.044"
282 , "PLCKERC353 G126.69-00.77"  ,, 20.85167 , 61.86 , 126.6921 , -0.77808 , "9.7e+4+/-9407" , "2.30e+5+/-147.5" , "7.3e+4+/-5902.45" , "3.0e+5+/-1.36e+4" , 0.335 , 0 , 1 , 2 , "1+/-0.046"
283 , "PLCKERC353 G125.17+11.64"  ,, 21.03208 , 74.37389 , 125.1726 , 11.64462 , "4345.9+/-235" , "6057.91+/-105.3" , "3788.8+/-162.72" , "6502.9+/-308.31" , 0.335 , 0 , 0 , 3 , "0.98+/-0.045"
284 , "PLCKERC353 G134.27-45.97"  ,, 21.04208 , 16.17083 , 134.27645 , -45.97863 , "852.3+/-143" , "624.22+/-83.3" , "769.6+/-106.07" , "1150.1+/-348.74" , 0.335 , 2 , 0 , 1 , "0.857+/-0.045"
285 , "PLCKERC353 G125.81+07.36"  ,, 21.25625 , 70.04722 , 125.81198 , 7.36373 , "7109.5+/-449" , "9050.64+/-164" , "5984.3+/-313.93" , "1.1e+4+/-682.04" , 0.335 , 0 , 0 , 2 , "0.976+/-0.045"
286 , "PLCKERC353 G127.09-01.70"  ,, 21.44125 , 60.89028 , 127.09683 , -1.70356 , "5370.2+/-783" , "1.02e+4+/-157" , "4006.6+/-498.58" , "2.8e+4+/-3020.51" , 0.407 , 0 , 1 , 3 , "0.797+/-0.041"
287 , "PLCKERC353 G126.26+05.11"  ,, 21.66042 , 67.75833 , 126.26532 , 5.11483 , "5531.1+/-753" , "8196.04+/-180.8" , "4141.5+/-469.86" , "1.6e+4+/-1269.4" , 0.335 , 0 , 1 , 3 , "0.892+/-0.044"
288 , "PLCKERC353 G128.44-10.47"  ,, 21.695 , 52.02056 , 128.44804 , -10.472 , "1154.4+/-189" , "3670.95+/-86.2" , "995.8+/-131.93" , "9754.9+/-2279.27" , 0.407 , 0 , 1 , 2 , "0.906+/-0.044"
289 , "PLCKERC353 G123.64+23.00"  ,, 21.9175 , 85.83028 , 123.64449 , 23.00889 , "1317.7+/-218" , "4360.98+/-76.2" , "1245.4+/-140.7" , "1945.7+/-1312.54" , 0.335 , 0 , 1 , 2 , "0.972+/-0.044"
290 , "PLCKERC353 G129.10-13.40"  ,, 22.03708 , 49.0225 , 129.10442 , -13.40855 , "837.6+/-86" , "910.43+/-49.4" , "933.9+/-65.38" , "837.3+/-145.19" , 0.335 , 0 , 0 , 1 , "0.826+/-0.047"
291 , "PLCKERC353 G135.43-44.66"  ,, 22.13792 , 17.30722 , 135.43089 , -44.66192 , "1611.7+/-220" , "3407.2+/-99.7" , "1162.4+/-150.6" , "5605.6+/-1331.45" , 0.335 , 0 , 1 , 1 , "0.978+/-0.045"
292 , "PLCKERC353 G126.42+05.62"  ,, 22.28458 , 68.24222 , 126.42892 , 5.62698 , "3823.1+/-418" , "4346.66+/-153.7" , "2815.8+/-236.81" , "7610.1+/-701.09" , 0.335 , 0 , 1 , 2 , "0.838+/-0.046"
293 , "PLCKERC353 G135.76-44.50"  ,, 22.41542 , 17.41528 , 135.76404 , -44.50176 , "2102.2+/-247" , "6039.57+/-115.6" , "1748.3+/-195.77" , "1.1e+4+/-1631.2" , 0.335 , 0 , 1 , 1 , "0.989+/-0.045"
294 , "PLCKERC353 G127.22+00.93"  ,, 22.50417 , 63.48944 , 127.22124 , 0.93963 , "1.2e+4+/-1063" , "1.91e+4+/-167.4" , "9161.5+/-773.63" , "2.7e+4+/-2175.5" , 0.335 , 0 , 1 , 2 , "0.969+/-0.045"
295 , "PLCKERC353 G188.28-80.07"  ,, 22.62958 , -22.65778 , 188.28858 , -80.0787 , "538.1+/-82" , "567.57+/-54.1" , "483.7+/-71.07" , "491.8+/-191.95" , 0.257 , 0 , 0 , 1 , "0.894+/-0.044"
296 , "PLCKERC353 G128.23-04.96"  ,, 22.72417 , 57.50389 , 128.23301 , -4.96101 , "2785+/-260" , "3342.17+/-104.9" , "2103.7+/-150.78" , "5691.7+/-585.4" , 0.335 , 0 , 1 , 1 , "0.896+/-0.044"
297 , "PLCKERC353 G129.21-10.99"  ,, 22.77417 , 51.39639 , 129.21488 , -10.99083 , "1715.9+/-177" , "2067.64+/-61.5" , "1339.5+/-136.59" , "5609.6+/-661.18" , 0.335 , 0 , 1 , 1 , "0.817+/-0.048"
298 , "PLCKERC353 G125.86+10.38"  ,, 22.80167 , 73.02556 , 125.86937 , 10.38119 , "2342.5+/-283" , "1661.15+/-68" , "1617.3+/-118.44" , "3885.1+/-414.88" , 0.335 , 0 , 1 , 2 , "0.877+/-0.044"
299 , "PLCKERC353 G127.47+01.16"  ,, 23.13958 , 63.67806 , 127.47162 , 1.16948 , "6199.6+/-764" , "8708.15+/-247.7" , "4372.7+/-406.34" , "2.6e+4+/-4164.86" , 0.335 , 0 , 1 , 2 , "0.871+/-0.044"
300 , "PLCKERC353 G129.34-10.07"  ,, 23.215 , 52.28167 , 129.34481 , -10.07347 , "1532.3+/-255" , "5150.43+/-88.5" , "1146.3+/-111.67" , "2163.5+/-2400.34" , 0.335 , 0 , 1 , 2 , "0.953+/-0.044"
301 , "PLCKERC353 G126.72+06.18"  ,, 23.31708 , 68.74389 , 126.7271 , 6.18112 , "5684.1+/-750" , "8012.04+/-163.2" , "5299.5+/-453.55" , "2.1e+4+/-1643.84" , 0.335 , 0 , 1 , 2 , "0.928+/-0.045"
302 , "PLCKERC353 G133.63-31.35"  ,, 23.47958 , 30.62861 , 133.63486 , -31.35852 , "2531+/-262" , "5342.32+/-98.4" , "1927.7+/-220.82" , "1.3e+4+/-3596.5" , 0.335 , 0 , 1 , 1 , "0.995+/-0.045"
303 , "PLCKERC353 G127.20+03.75"  ,, 23.50167 , 66.27278 , 127.20271 , 3.75486 , "4320+/-691" , "5744.39+/-230.6" , "2835.3+/-304.09" , "4398.6+/-1948.87" , 0.335 , 0 , 1 , 2 , "0.812+/-0.048"
304 , "PLCKERC353 G125.70+12.52"  ,, 23.50833 , 75.17 , 125.70914 , 12.52842 , "3010+/-411" , "4357.96+/-112.9" , "2317.3+/-225.08" , "3959.2+/-3167.59" , 0.335 , 0 , 1 , 2 , "0.872+/-0.044"
305 , "PLCKERC353 G229.07-80.28"  ,, 23.58125 , -29.41889 , 229.07424 , -80.28743 , "1082.5+/-69" , "1053.94+/-45.6" , "1073.3+/-70.7" , "1247.7+/-198.78" , 0.257 , 0 , 0 , 1 , "0.983+/-0.045"
306 , "PLCKERC353 G130.26-13.92"  ,, 23.60042 , 48.33583 , 130.26543 , -13.92312 , "1114.3+/-115" , "1462.23+/-52.7" , "1012.2+/-91.08" , "2582.7+/-453.92" , 0.335 , 0 , 1 , 1 , "0.924+/-0.044"
307 , "PLCKERC353 G126.18+10.67"  ,, 24.01667 , 73.26889 , 126.18161 , 10.67937 , "3575.2+/-371" , "5088.95+/-103.6" , "2921.3+/-254.6" , "1.2e+4+/-1026.31" , 0.335 , 0 , 1 , 2 , "0.935+/-0.045"
308 , "PLCKERC353 G138.62-45.70"  ,, 24.17708 , 15.78 , 138.62271 , -45.70774 , "1818.3+/-123" , "2550.75+/-76.7" , "1565.9+/-102.21" , "3068.4+/-484.13" , 0.335 , 0 , 1 , 1 , "0.986+/-0.045"
309 , "PLCKERC353 G130.78-14.31"  ,, 24.24458 , 47.85917 , 130.78847 , -14.31646 , "2054.6+/-116" , "2135.23+/-58.5" , "2059.7+/-66.28" , "2163.7+/-171.97" , 0.335 , 0 , 0 , 2 , "0.984+/-0.045"
310 , "PLCKERC353 G201.42-79.28"  ,, 24.41375 , -24.51972 , 201.4242 , -79.28196 , "797.5+/-85" , "783.65+/-42.2" , "849.8+/-69.96" , "817.9+/-172.19" , 0.257 , 0 , 0 , 1 , "0.936+/-0.044"
311 , "PLCKERC353 G129.19-04.85"  ,, 24.515 , 57.44389 , 129.19601 , -4.8597 , "2595.4+/-489" , "8474.62+/-130.7" , "2213.8+/-247.12" , "2245.9+/-2363.1" , 0.335 , 0 , 1 , 2 , "0.957+/-0.044"
312 , "PLCKERC353 G127.88+02.67"  ,, 24.68292 , 65.08556 , 127.88913 , 2.6702 , "1.3e+4+/-1199" , "1.69e+4+/-177.9" , "1.1e+4+/-455.47" , "1.7e+4+/-1254.44" , 0.335 , 0 , 0 , 2 , "0.966+/-0.045"
313 , "PLCKERC353 G138.83-44.32"  ,, 24.69417 , 17.08278 , 138.83566 , -44.32203 , "1018.7+/-111" , "1903.66+/-78.5" , "940.4+/-101.08" , "2123.9+/-570.92" , 0.335 , 2 , 1 , 2 , "0.959+/-0.044"
314 , "PLCKERC353 G127.58+04.32"  ,, 24.70625 , 66.77083 , 127.5896 , 4.32885 , "3645.2+/-361" , "6449.06+/-224.8" , "3023+/-242.61" , "8570.3+/-967.91" , 0.407 , 0 , 1 , 2 , "0.818+/-0.041"
315 , "PLCKERC353 G131.68-16.08"  ,, 25.00042 , 45.95611 , 131.68502 , -16.08854 , "603.3+/-100" , "936.31+/-57.2" , "464.5+/-62.36" , "977.2+/-333.02" , 0.335 , 0 , 1 , 1 , "0.837+/-0.046"
316 , "PLCKERC353 G124.86+18.63"  ,, 25.08 , 81.32361 , 124.86309 , 18.63577 , "1050.3+/-120" , "2000.71+/-77.8" , "789.8+/-76.39" , "3285.1+/-657.76" , 0.335 , 0 , 1 , 2 , "0.921+/-0.045"
317 , "PLCKERC353 G128.31+01.71"  ,, 25.2325 , 64.06472 , 128.31168 , 1.71128 , "6647.9+/-596" , "8999.52+/-195" , "5630.3+/-374.06" , "1.7e+4+/-1396.08" , 0.335 , 0 , 1 , 3 , "0.866+/-0.044"
318 , "PLCKERC353 G139.93-44.86"  ,, 25.33 , 16.35222 , 139.93084 , -44.86655 , "1113+/-182" , "1386.09+/-73.3" , "924.4+/-82.21" , "1535.6+/-344.63" , 0.335 , 0 , 0 , 1 , "0.944+/-0.045"
319 , "PLCKERC353 G129.56-04.32"  ,, 25.38167 , 57.89917 , 129.56727 , -4.32571 , "2905.4+/-283" , "2971.21+/-91.9" , "2321.9+/-166.25" , "4522.8+/-554.6" , 0.335 , 0 , 0 , 2 , "0.855+/-0.045"
320 , "PLCKERC353 G128.72+00.02"  ,, 25.41833 , 62.33167 , 128.72692 , 0.02663 , "1.1e+4+/-1184" , "2.15e+4+/-247.3" , "7910.7+/-656.33" , "1.7e+4+/-7613.9" , 0.335 , 0 , 1 , 2 , "0.952+/-0.044"
321 , "PLCKERC353 G130.20-07.30"  ,, 25.46708 , 54.85528 , 130.20949 , -7.30208 , "3557.7+/-514" , "3208.89+/-90.3" , "2224.8+/-179.43" , "4022.5+/-594.6" , 0.335 , 0 , 0 , 1 , "0.922+/-0.044"
322 , "PLCKERC353 G141.60-47.34"  ,, 25.75625 , 13.64667 , 141.60149 , -47.34623 , "1438.8+/-126" , "1478.19+/-64.2" , "1110.9+/-81.57" , "1532.7+/-268.67" , 0.257 , 0 , 0 , 1 , "0.983+/-0.045"
323 , "PLCKERC353 G128.22+03.45"  ,, 25.83625 , 65.79111 , 128.2251 , 3.45435 , "4651.1+/-413" , "6071.12+/-145" , "3989.6+/-220" , "8299.8+/-599.71" , 0.335 , 0 , 1 , 2 , "0.836+/-0.046"
324 , "PLCKERC353 G128.98-00.19"  ,, 25.875 , 62.06333 , 128.98874 , -0.19454 , "1.2e+4+/-1375" , "2.23e+4+/-151.9" , "1.0e+4+/-893.28" , "2.0e+4+/-9780.76" , 0.335 , 0 , 1 , 3 , "0.952+/-0.044"
325 , "PLCKERC353 G128.92+00.25"  ,, 25.94417 , 62.51833 , 128.92872 , 0.25756 , "5697.1+/-1082" , "4804.46+/-84.5" , "4565.2+/-318.06" , "3975+/-5124.1" , 0.335 , 0 , 1 , 2 , "0.825+/-0.047"
326 , "PLCKERC353 G130.45-07.09"  ,, 25.95042 , 55.01278 , 130.45199 , -7.09249 , "5500.3+/-731" , "6749.41+/-101.9" , "3276.2+/-338.42" , "1.4e+4+/-1766.31" , 0.335 , 0 , 1 , 1 , "0.98+/-0.045"
327 , "PLCKERC353 G130.49-07.22"  ,, 25.97667 , 54.87806 , 130.49456 , -7.22125 , "4277.1+/-615" , "7024.5+/-90.9" , "2643.3+/-310.93" , "5206.3+/-2876.3" , 0.335 , 0 , 1 , 1 , "0.972+/-0.045"
328 , "PLCKERC353 G127.66+06.51"  ,, 26.00958 , 68.89972 , 127.66043 , 6.51254 , "5120.1+/-486" , "7638.36+/-172.4" , "3714.2+/-354.22" , "1.6e+4+/-788.24" , 0.335 , 0 , 1 , 2 , "0.883+/-0.044"
329 , "PLCKERC353 G128.06+04.66"  ,, 26.06 , 67.01278 , 128.0655 , 4.66903 , "4168.8+/-433" , "9964.72+/-208.4" , "3764.3+/-282.15" , "1.3e+4+/-1456.2" , 0.335 , 0 , 1 , 2 , "0.937+/-0.045"
330 , "PLCKERC353 G141.23-45.25"  ,, 26.13542 , 15.71611 , 141.23549 , -45.2597 , "631+/-109" , "685.31+/-73.7" , "532.6+/-83.06" , "808.7+/-288.11" , 0.335 , 0 , 0 , 1 , "0.875+/-0.044"
331 , "PLCKERC353 G130.30-05.72"  ,, 26.19333 , 56.38389 , 130.30452 , -5.72223 , "5393+/-380" , "8852.84+/-119.9" , "3878.9+/-303.35" , "1.0e+4+/-693.59" , 0.335 , 0 , 1 , 3 , "0.957+/-0.044"
332 , "PLCKERC353 G129.21-00.27"  ,, 26.3075 , 61.94333 , 129.21182 , -0.27056 , "6532.8+/-825" , "1.21e+4+/-104.6" , "5918.2+/-509.84" , "1.5e+4+/-2472.34" , 0.335 , 0 , 1 , 2 , "0.835+/-0.041"
333 , "PLCKERC353 G130.11-04.45"  ,, 26.33417 , 57.65861 , 130.11475 , -4.45925 , "7290+/-529" , "1.26e+4+/-126.4" , "5701+/-446.96" , "1.4e+4+/-850.76" , 0.335 , 0 , 1 , 2 , "0.979+/-0.045"
334 , "PLCKERC353 G128.92+01.22"  ,, 26.36208 , 63.46639 , 128.92056 , 1.22458 , "5073.6+/-701" , "8567.84+/-230.9" , "3877.1+/-361.07" , "1.9e+4+/-2349.11" , 0.407 , 0 , 1 , 2 , "0.803+/-0.041"
335 , "PLCKERC353 G129.28-00.47"  ,, 26.365 , 61.7325 , 129.28221 , -0.47118 , "9451.5+/-1147" , "1.49e+4+/-125.4" , "6491.8+/-589.97" , "4.8e+4+/-1.07e+4" , 0.335 , 0 , 1 , 2 , "0.889+/-0.044"
336 , "PLCKERC353 G128.77+02.01"  ,, 26.40167 , 64.26722 , 128.7707 , 2.01138 , "9169.4+/-501" , "1.12e+4+/-167.3" , "7989.9+/-290.59" , "1.2e+4+/-580.71" , 0.335 , 0 , 0 , 2 , "0.908+/-0.044"
337 , "PLCKERC353 G130.69-06.79"  ,, 26.46625 , 55.25222 , 130.69273 , -6.79709 , "3296+/-214" , "4231.72+/-97.7" , "3030.2+/-118.69" , "4291.2+/-258.6" , 0.335 , 0 , 0 , 1 , "0.924+/-0.044"
338 , "PLCKERC353 G125.78+15.78"  ,, 26.58583 , 78.34861 , 125.78633 , 15.7825 , "2562.4+/-413" , "3829.08+/-55.9" , "1938.1+/-181.24" , "3374.1+/-2366.19" , 0.335 , 0 , 1 , 2 , "0.83+/-0.047"
339 , "PLCKERC353 G129.17+00.62"  ,, 26.63042 , 62.82417 , 129.17384 , 0.622 , "6569.8+/-698" , "8964.16+/-142.5" , "5634.9+/-412.19" , "1.3e+4+/-6267.77" , 0.335 , 0 , 1 , 2 , "0.879+/-0.044"
340 , "PLCKERC353 G300.93-33.86"  ,, 26.70458 , -83.0475 , 300.93289 , -33.86426 , "482+/-90" , "804.8+/-46.8" , "449.7+/-46.44" , "1102.8+/-235.93" , 0.257 , 0 , 1 , 3 , "0.829+/-0.047"
341 , "PLCKERC353 G131.68-10.58"  ,, 26.70625 , 51.33917 , 131.68049 , -10.58913 , "1325.2+/-145" , "2293.43+/-74.9" , "1015.8+/-85.61" , "2687.8+/-392.23" , 0.335 , 0 , 1 , 1 , "0.846+/-0.041"
342 , "PLCKERC353 G132.26-12.53"  ,, 26.91542 , 49.30972 , 132.26733 , -12.53994 , "1041.9+/-116" , "1450.8+/-51.5" , "841.2+/-71.24" , "1972.1+/-370.44" , 0.335 , 0 , 1 , 1 , "0.856+/-0.045"
343 , "PLCKERC353 G131.76-10.19"  ,, 26.975 , 51.70417 , 131.76541 , -10.19632 , "1629.8+/-113" , "2986.16+/-68.5" , "1153.1+/-90.74" , "3805.4+/-554.79" , 0.335 , 0 , 1 , 1 , "0.927+/-0.045"
344 , "PLCKERC353 G138.02-33.75"  ,, 26.98292 , 27.45472 , 138.02781 , -33.75543 , "697.5+/-122" , "662.08+/-77.5" , "716.5+/-98.81" , "1017+/-330.1" , 0.335 , 0 , 0 , 1 , "0.877+/-0.044"
345 , "PLCKERC353 G144.90-50.01"  ,, 27.00833 , 10.42778 , 144.90177 , -50.01395 , "1034.6+/-132" , "1171.66+/-54.5" , "988+/-86.43" , "1356.2+/-297.93" , 0.335 , 0 , 0 , 1 , "0.908+/-0.044"
346 , "PLCKERC353 G124.97+19.47"  ,, 27.06875 , 82.11694 , 124.97827 , 19.47205 , "956.6+/-139" , "1541.61+/-61.7" , "769.8+/-98.74" , "1504.2+/-562.89" , 0.335 , 0 , 1 , 3 , "0.866+/-0.044"
347 , "PLCKERC353 G130.91-06.17"  ,, 27.09083 , 55.80694 , 130.9199 , -6.17923 , "2716.3+/-389" , "4800.93+/-90.7" , "2379.9+/-187.07" , "7303.8+/-661.65" , 0.335 , 0 , 1 , 3 , "0.934+/-0.046"
348 , "PLCKERC353 G129.36+00.76"  ,, 27.11708 , 62.92194 , 129.36936 , 0.76527 , "5704.3+/-865" , "1.05e+4+/-207.5" , "4555.8+/-296.03" , "1.2e+4+/-1042.53" , 0.335 , 0 , 1 , 2 , "0.878+/-0.043"
349 , "PLCKERC353 G131.32-07.86"  ,, 27.135 , 54.07694 , 131.32973 , -7.86093 , "2103.2+/-227" , "3748.81+/-74.4" , "1618.8+/-152.55" , "3527+/-2600.44" , 0.335 , 0 , 1 , 1 , "0.938+/-0.045"
350 , "PLCKERC353 G130.51-04.22"  ,, 27.15167 , 57.80694 , 130.51035 , -4.22114 , "2160.9+/-431" , "4694.62+/-135.8" , "1719.7+/-149.66" , "1400.4+/-1820.65" , 0.407 , 0 , 1 , 2 , "0.832+/-0.041"
351 , "PLCKERC353 G127.96+07.12"  ,, 27.21375 , 69.43306 , 127.96728 , 7.12476 , "3120.6+/-597" , "8005.93+/-137.4" , "1894.9+/-219.41" , "2555.1+/-3162.01" , 0.407 , 0 , 1 , 2 , "0.903+/-0.044"
352 , "PLCKERC353 G145.21-49.54"  ,, 27.36667 , 10.79944 , 145.21787 , -49.54467 , "1255.5+/-202" , "2663.23+/-92" , "945.1+/-138.88" , "4807+/-1385.49" , 0.335 , 0 , 1 , 1 , "0.969+/-0.044"
353 , "PLCKERC353 G131.78-08.92"  ,, 27.47167 , 52.93972 , 131.78495 , -8.92412 , "4452+/-417" , "5609.4+/-63.3" , "3255+/-192.72" , "6323+/-1966.34" , 0.335 , 0 , 1 , 1 , "0.994+/-0.045"
354 , "PLCKERC353 G145.48-49.64"  ,, 27.49708 , 10.64278 , 145.48709 , -49.64746 , "1465.5+/-216" , "3150.21+/-88.3" , "1031+/-130.5" , "3729.9+/-1230.19" , 0.335 , 0 , 1 , 1 , "0.979+/-0.045"
355 , "PLCKERC353 G131.57-07.95"  ,, 27.50458 , 53.935 , 131.5755 , -7.95067 , "1881.9+/-216" , "2098.05+/-54.6" , "1986.7+/-104.67" , "1948.5+/-708" , 0.335 , 0 , 0 , 1 , "0.89+/-0.044"
356 , "PLCKERC353 G128.82+03.95"  ,, 27.53875 , 66.15528 , 128.82586 , 3.95784 , "7007.3+/-821" , "1.38e+4+/-242.6" , "5842.1+/-419.53" , "2.2e+4+/-1842.87" , 0.335 , 0 , 1 , 2 , "0.955+/-0.044"
357 , "PLCKERC353 G131.95-09.40"  ,, 27.56125 , 52.43556 , 131.95482 , -9.4027 , "1090.9+/-199" , "1484.58+/-62" , "1077.2+/-89.27" , "1999.8+/-293.85" , 0.335 , 0 , 1 , 1 , "0.834+/-0.047"
358 , "PLCKERC353 G145.11-48.76"  ,, 27.575 , 11.55833 , 145.11331 , -48.76157 , "1085.5+/-184" , "1669.03+/-92.9" , "902.3+/-120.87" , "1262.9+/-349.45" , 0.335 , 0 , 0 , 1 , "0.938+/-0.045"
359 , "PLCKERC353 G131.73-08.33"  ,, 27.62208 , 53.52194 , 131.73926 , -8.33694 , "6425.8+/-872" , "1.84e+4+/-89.3" , "5436.2+/-495.16" , "1.1e+4+/-7681.85" , 0.335 , 0 , 1 , 1 , "0.999+/-0.046"
360 , "PLCKERC353 G132.34-10.80"  ,, 27.63542 , 50.98 , 132.34057 , -10.80873 , "892.5+/-146" , "1817.59+/-70.2" , "702.7+/-98.16" , "4549.7+/-1093.6" , 0.407 , 0 , 1 , 1 , "0.826+/-0.041"
361 , "PLCKERC353 G128.69+04.93"  ,, 27.78292 , 67.13806 , 128.69561 , 4.9369 , "5829.6+/-649" , "1.11e+4+/-199.5" , "4149.5+/-372.1" , "1.9e+4+/-2487.68" , 0.335 , 0 , 1 , 2 , "0.944+/-0.045"
362 , "PLCKERC353 G145.90-49.39"  ,, 27.84708 , 10.78222 , 145.90809 , -49.39608 , "1067.7+/-165" , "2334.7+/-103.2" , "890.4+/-96.5" , "2061.8+/-495.15" , 0.335 , 0 , 1 , 1 , "0.961+/-0.044"
363 , "PLCKERC353 G129.79+00.51"  ,, 27.89208 , 62.58583 , 129.79084 , 0.51776 , "4797.3+/-848" , "9109.34+/-174.6" , "3032.4+/-386.86" , "4.5e+4+/-9376.72" , 0.335 , 0 , 1 , 2 , "0.855+/-0.042"
364 , "PLCKERC353 G131.98-08.58"  ,, 27.9275 , 53.22722 , 131.98734 , -8.58131 , "3038.7+/-425" , "4583.8+/-63.7" , "1920+/-196.52" , "6436.1+/-683.1" , 0.335 , 0 , 1 , 1 , "0.979+/-0.045"
365 , "PLCKERC353 G125.64+17.45"  ,, 27.93667 , 80.00389 , 125.64475 , 17.45149 , "1160.5+/-221" , "2217.23+/-59.3" , "1040.9+/-108.27" , "3508.1+/-514.01" , 0.407 , 0 , 1 , 2 , "0.796+/-0.041"
366 , "PLCKERC353 G126.12+15.62"  ,, 27.97 , 78.115 , 126.12754 , 15.6202 , "2354.1+/-303" , "5864.86+/-85.3" , "1734.2+/-207.69" , "1.2e+4+/-1597.6" , 0.407 , 0 , 1 , 2 , "0.89+/-0.044"
367 , "PLCKERC353 G127.26+11.19"  ,, 28.02667 , 73.55056 , 127.26326 , 11.19132 , "2080.5+/-282" , "6256.83+/-134.9" , "1999.9+/-204.86" , "7530.7+/-1193.94" , 0.407 , 0 , 1 , 3 , "0.914+/-0.045"
368 , "PLCKERC353 G129.86+00.50"  ,, 28.04833 , 62.55861 , 129.86711 , 0.50797 , "4956.3+/-574" , "1.22e+4+/-116.4" , "3522.7+/-408.39" , "3.7e+4+/-9184.14" , 0.335 , 0 , 1 , 2 , "0.936+/-0.045"
369 , "PLCKERC353 G128.94+04.40"  ,, 28.08708 , 66.56333 , 128.94627 , 4.40554 , "6912.6+/-712" , "2.14e+4+/-205.5" , "6070.6+/-539.53" , "1.3e+4+/-5309.73" , 0.335 , 0 , 1 , 2 , "0.987+/-0.046"
370 , "PLCKERC353 G131.63-06.59"  ,, 28.15208 , 55.23944 , 131.63877 , -6.59465 , "1962.3+/-218" , "3698.99+/-97" , "1811.5+/-155.74" , "7068.1+/-738.52" , 0.335 , 0 , 1 , 2 , "0.923+/-0.045"
371 , "PLCKERC353 G132.34-09.41"  ,, 28.17583 , 52.33528 , 132.34844 , -9.4126 , "1217.1+/-174" , "2208.71+/-68.5" , "951.3+/-108.31" , "4741.1+/-795.04" , 0.335 , 0 , 1 , 1 , "0.873+/-0.043"
372 , "PLCKERC353 G148.20-51.89"  ,, 28.28875 , 7.92389 , 148.20852 , -51.89296 , "782.8+/-136" , "666.74+/-60.6" , "551.9+/-99.48" , "1718.7+/-635.18" , 0.335 , 0 , 1 , 1 , "0.901+/-0.044"
