_id , ercsc353_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
35 , "PLCKERC353 G108.08-51.71"   ,, 3.57875 , 10.08306 , 108.08308 , -51.71511 , "962.1+/-155" , "1059.58+/-82.3" , "707.9+/-86.06" , "1470.7+/-458.34" , 0.335 , 0 , 1 , 1 , "0.838+/-0.046"
36 , "PLCKERC353 G118.95+01.90"   ,, 3.59792 , 64.48722 , 118.95489 , 1.90213 , "1.2e+4+/-635" , "1.46e+4+/-220.7" , "1.2e+4+/-441.68" , "1.7e+4+/-1031.38" , 0.335 , 0 , 0 , 1 , "0.885+/-0.044"
37 , "PLCKERC353 G118.63-00.40"   ,, 3.62417 , 62.15472 , 118.63281 , -0.40809 , "7520.6+/-564" , "1.17e+4+/-133.8" , "6749.9+/-297.65" , "1.1e+4+/-774.01" , 0.335 , 0 , 0 , 1 , "0.882+/-0.044"
38 , "PLCKERC353 G112.04-39.83"   ,, 3.84375 , 22.27222 , 112.04654 , -39.83595 , "696.9+/-104" , "854.24+/-61.9" , "621.2+/-85.11" , "1358.1+/-469.4" , 0.335 , 2 , 1 , 1 , "0.88+/-0.044"
39 , "PLCKERC353 G118.61-01.33"   ,, 3.86375 , 61.23694 , 118.61582 , -1.33273 , "1.9e+4+/-1810" , "2.85e+4+/-133.9" , "1.6e+4+/-503.03" , "2.3e+4+/-995.52" , 0.335 , 0 , 0 , 1 , "0.994+/-0.045"
40 , "PLCKERC353 G119.89+07.59"   ,, 3.905 , 70.25083 , 119.89047 , 7.59091 , "4363.3+/-653" , "1.32e+4+/-106.5" , "3762.3+/-421.06" , "3.1e+4+/-3103.15" , 0.407 , 0 , 1 , 2 , "0.918+/-0.045"
41 , "PLCKERC353 G117.84-07.02"   ,, 3.91417 , 55.49278 , 117.84011 , -7.02478 , "1687.7+/-233" , "1708.07+/-48.5" , "1200.9+/-82.91" , "3094.6+/-378.71" , 0.335 , 0 , 1 , 1 , "0.857+/-0.045"
42 , "PLCKERC353 G108.74-52.66"   ,, 4.1975 , 9.25333 , 108.74569 , -52.66135 , "2358.9+/-379" , "5674.74+/-80.9" , "1541.1+/-195.07" , "3755.4+/-2901.57" , 0.335 , 0 , 1 , 1 , "0.987+/-0.046"
43 , "PLCKERC353 G117.72-09.15"   ,, 4.21625 , 53.36917 , 117.72122 , -9.15235 , "1734.6+/-169" , "1931.51+/-73.7" , "1309.8+/-116.65" , "3433.9+/-532.12" , 0.335 , 0 , 1 , 1 , "0.823+/-0.047"
44 , "PLCKERC353 G112.65-39.45"   ,, 4.26792 , 22.72611 , 112.65157 , -39.45861 , "644.6+/-109" , "928.18+/-72.1" , "595.7+/-88.6" , "671.9+/-220.6" , 0.335 , 0 , 0 , 1 , "0.871+/-0.044"
45 , "PLCKERC353 G119.34+02.47"   ,, 4.32708 , 65.10778 , 119.34827 , 2.47382 , "3989.3+/-642" , "1.20e+4+/-308.6" , "3220.5+/-232.72" , "6035.5+/-2862.37" , 0.407 , 0 , 1 , 3 , "0.801+/-0.041"
46 , "PLCKERC353 G119.52+03.17"   ,, 4.53542 , 65.82722 , 119.52815 , 3.17595 , "9978+/-1228" , "1.21e+4+/-174.6" , "9392.7+/-693.8" , "2.5e+4+/-3614.03" , 0.335 , 0 , 1 , 2 , "0.886+/-0.044"
47 , "PLCKERC353 G117.86-10.71"   ,, 4.79 , 51.83833 , 117.86772 , -10.71556 , "1827.2+/-174" , "1885.46+/-66.6" , "1572.3+/-119.32" , "3333.2+/-510.26" , 0.335 , 0 , 1 , 2 , "0.84+/-0.046"
48 , "PLCKERC353 G118.69-04.38"   ,, 4.82167 , 58.22639 , 118.69717 , -4.3806 , "4096.9+/-769" , "9808.87+/-156.3" , "3734.8+/-270.84" , "1983.3+/-7071.12" , 0.407 , 0 , 1 , 1 , "0.879+/-0.043"
49 , "PLCKERC353 G119.17-00.85"   ,, 4.90042 , 61.78222 , 119.17782 , -0.85703 , "1.3e+4+/-1564" , "2.15e+4+/-135.3" , "1.1e+4+/-790.64" , "2.7e+4+/-2967.32" , 0.335 , 0 , 1 , 2 , "0.963+/-0.044"
50 , "PLCKERC353 G119.32+00.01"   ,, 4.98917 , 62.66472 , 119.32701 , 0.01358 , "6089.9+/-1044" , "1.07e+4+/-286" , "4863.3+/-495.32" , "2.0e+4+/-2813" , 0.335 , 0 , 1 , 1 , "0.823+/-0.041"
51 , "PLCKERC353 G118.95-03.32"   ,, 5.05708 , 59.30417 , 118.95143 , -3.32612 , "4474.5+/-510" , "4888.98+/-117.5" , "3537.6+/-239.85" , "6819.7+/-3885.1" , 0.335 , 0 , 1 , 1 , "0.818+/-0.048"
52 , "PLCKERC353 G118.37-08.15"   ,, 5.095 , 54.43861 , 118.37945 , -8.15829 , "3226.8+/-550" , "5494.54+/-50.5" , "2559.2+/-182.63" , "4428.4+/-2584.01" , 0.335 , 0 , 1 , 1 , "0.962+/-0.044"
53 , "PLCKERC353 G118.25-09.58"   ,, 5.175 , 53.00417 , 118.25117 , -9.58776 , "3923.2+/-334" , "6042.6+/-82.6" , "3254.4+/-233.38" , "6961.1+/-864.91" , 0.335 , 0 , 1 , 1 , "0.954+/-0.044"
54 , "PLCKERC353 G119.32-00.70"   ,, 5.1775 , 61.95611 , 119.32848 , -0.70037 , "1.0e+4+/-1540" , "5960.26+/-76.8" , "7049.6+/-456.17" , "5670.9+/-1601.32" , 0.335 , 0 , 0 , 1 , "0.921+/-0.044"
55 , "PLCKERC353 G119.18-01.88"   ,, 5.18 , 60.76528 , 119.18797 , -1.88296 , "5005.6+/-894" , "5169.79+/-105.5" , "5477.6+/-418.17" , "5187.7+/-2969.28" , 0.335 , 0 , 0 , 1 , "0.813+/-0.048"
56 , "PLCKERC353 G113.15-42.58"   ,, 5.22333 , 19.70861 , 113.15022 , -42.58199 , "1030.2+/-132" , "2091.91+/-82.2" , "794.6+/-100.91" , "3061.9+/-662.07" , 0.335 , 0 , 1 , 1 , "0.967+/-0.044"
57 , "PLCKERC353 G118.70-06.21"   ,, 5.25 , 56.41028 , 118.70602 , -6.21139 , "1688.3+/-201" , "2701.32+/-165" , "1217.4+/-114.32" , "5266.1+/-687.18" , 0.407 , 0 , 1 , 1 , "0.795+/-0.041"
58 , "PLCKERC353 G118.26-09.90"   ,, 5.26333 , 52.69528 , 118.26733 , -9.9008 , "4426.4+/-387" , "5068.13+/-80" , "3496.8+/-219.66" , "8154.7+/-595.43" , 0.335 , 0 , 1 , 1 , "0.97+/-0.045"
59 , "PLCKERC353 G119.54+00.70"   ,, 5.28458 , 63.375 , 119.54496 , 0.70273 , "6231.1+/-1052" , "6161.24+/-196.1" , "5800.2+/-460.19" , "1.1e+4+/-1328.79" , 0.335 , 0 , 0 , 1 , "0.817+/-0.048"
60 , "PLCKERC353 G118.52-08.25"   ,, 5.35375 , 54.35444 , 118.52034 , -8.25987 , "2983.1+/-407" , "8303.93+/-74.4" , "2090.2+/-216.52" , "3955.5+/-1872" , 0.335 , 0 , 1 , 1 , "0.984+/-0.045"
61 , "PLCKERC353 G119.40-00.83"   ,, 5.37708 , 61.82722 , 119.40689 , -0.83931 , "7865.3+/-1040" , "5671.47+/-89.2" , "7772.7+/-343.04" , "7423.7+/-1431.6" , 0.335 , 0 , 0 , 1 , "0.885+/-0.044"
62 , "PLCKERC353 G118.66-07.16"   ,, 5.38208 , 55.46139 , 118.66756 , -7.16243 , "2847.4+/-457" , "3777.87+/-112.2" , "2174.3+/-155.24" , "3502.6+/-2255.6" , 0.335 , 0 , 1 , 1 , "0.935+/-0.045"
63 , "PLCKERC353 G118.72-06.81"   ,, 5.41083 , 55.81139 , 118.72481 , -6.81657 , "2373.4+/-314" , "3905.87+/-146.2" , "1940.8+/-127.82" , "5116.1+/-450.24" , 0.335 , 0 , 1 , 1 , "0.935+/-0.045"
64 , "PLCKERC353 G119.64+00.53"   ,, 5.55167 , 63.21639 , 119.64588 , 0.5315 , "6438.5+/-861" , "6301.86+/-134.5" , "4617+/-311.53" , "9822.2+/-729.2" , 0.335 , 0 , 1 , 1 , "0.826+/-0.047"
65 , "PLCKERC353 G119.57-00.51"   ,, 5.65542 , 62.17167 , 119.57584 , -0.51203 , "5531.4+/-789" , "1.01e+4+/-154.5" , "4575.7+/-458.29" , "9868.5+/-7910.36" , 0.407 , 0 , 1 , 1 , "0.821+/-0.04"
66 , "PLCKERC353 G118.60-09.73"   ,, 5.78458 , 52.89944 , 118.60894 , -9.73455 , "3528.9+/-264" , "5076.55+/-54.8" , "2602.2+/-133.69" , "5791.8+/-321.21" , 0.335 , 0 , 1 , 1 , "0.943+/-0.045"
67 , "PLCKERC353 G118.67-09.29"   ,, 5.815 , 53.34667 , 118.67765 , -9.29198 , "5395.3+/-250" , "6060.62+/-55.5" , "4629.1+/-198.99" , "7572.7+/-343.9" , 0.335 , 0 , 0 , 1 , "0.983+/-0.045"
68 , "PLCKERC353 G118.99-06.54"   ,, 5.82833 , 56.11556 , 118.99304 , -6.54093 , "2956.4+/-301" , "4170.73+/-117.9" , "2376.3+/-224.64" , "1.1e+4+/-1498.13" , 0.335 , 0 , 1 , 1 , "0.927+/-0.045"
69 , "PLCKERC353 G118.62-10.10"   ,, 5.88208 , 52.53222 , 118.62721 , -10.10588 , "2445+/-383" , "3514.6+/-71.7" , "1900.1+/-173.34" , "3503+/-3481.37" , 0.335 , 0 , 1 , 2 , "0.897+/-0.044"
70 , "PLCKERC353 G119.11-05.93"   ,, 5.92792 , 56.73333 , 119.1159 , -5.93266 , "3517.9+/-327" , "3637.47+/-114.8" , "2867.5+/-224.1" , "7593.8+/-592.5" , 0.335 , 0 , 1 , 1 , "0.895+/-0.044"
71 , "PLCKERC353 G120.14+03.41"   ,, 5.97042 , 66.14028 , 120.14607 , 3.41769 , "2.0e+4+/-1588" , "2.48e+4+/-279.9" , "1.6e+4+/-1182.32" , "3.6e+4+/-2637.82" , 0.335 , 0 , 1 , 2 , "0.977+/-0.045"
72 , "PLCKERC353 G120.15+03.09"   ,, 6.08167 , 65.81778 , 120.1569 , 3.09243 , "3.4e+4+/-3703" , "5.97e+4+/-227" , "2.8e+4+/-2259.75" , "9.2e+4+/-6012.25" , 0.335 , 0 , 1 , 2 , "0.995+/-0.045"
73 , "PLCKERC353 G119.96+00.17"   ,, 6.34667 , 62.89639 , 119.9698 , 0.1747 , "6063.9+/-777" , "1.25e+4+/-288.9" , "4523.9+/-367.62" , "1.9e+4+/-2873.47" , 0.407 , 0 , 1 , 1 , "0.853+/-0.042"
74 , "PLCKERC353 G119.20-07.55"   ,, 6.385 , 55.12861 , 119.20333 , -7.5554 , "1537.3+/-170" , "5441.94+/-76.5" , "1211.2+/-117.22" , "7171+/-1113" , 0.407 , 0 , 1 , 1 , "0.949+/-0.045"
75 , "PLCKERC353 G120.26+02.43"   ,, 6.51208 , 65.17361 , 120.26905 , 2.43331 , "6429.3+/-1028" , "1.06e+4+/-274.4" , "5324.1+/-436.53" , "1.7e+4+/-2568.27" , 0.335 , 0 , 1 , 3 , "0.828+/-0.047"
76 , "PLCKERC353 G120.26+02.15"   ,, 6.56542 , 64.89722 , 120.26426 , 2.15617 , "2.4e+4+/-1548" , "3.46e+4+/-226.6" , "2.0e+4+/-987.43" , "3.9e+4+/-2124.17" , 0.335 , 0 , 0 , 2 , "0.989+/-0.045"
77 , "PLCKERC353 G120.13-00.19"   ,, 6.78917 , 62.54222 , 120.13714 , -0.19768 , "6283.9+/-644" , "1.18e+4+/-182.2" , "4791.6+/-390.59" , "2.2e+4+/-2630.5" , 0.407 , 0 , 1 , 1 , "0.832+/-0.041"
78 , "PLCKERC353 G120.34+01.97"   ,, 6.79833 , 64.72639 , 120.34661 , 1.97667 , "1.3e+4+/-1764" , "1.26e+4+/-174.6" , "1.2e+4+/-884.24" , "2.7e+4+/-3022.8" , 0.335 , 0 , 1 , 2 , "0.927+/-0.044"
79 , "PLCKERC353 G119.35-09.81"   ,, 7.01333 , 52.89194 , 119.35651 , -9.81718 , "1453.5+/-137" , "2493.59+/-57.1" , "1195.4+/-89.91" , "3179.4+/-376.94" , 0.407 , 0 , 1 , 1 , "0.799+/-0.041"
80 , "PLCKERC353 G119.80-06.01"   ,, 7.18292 , 56.72194 , 119.80359 , -6.01176 , "1.4e+4+/-519" , "1.78e+4+/-141.4" , "1.2e+4+/-344.04" , "1.7e+4+/-434.11" , 0.335 , 0 , 0 , 1 , "0.996+/-0.045"
81 , "PLCKERC353 G115.48-44.40"   ,, 7.26958 , 18.13917 , 115.48665 , -44.40903 , "856.4+/-150" , "1256.08+/-70.2" , "677.3+/-85.21" , "1175.7+/-667.39" , 0.335 , 0 , 1 , 1 , "0.891+/-0.044"
82 , "PLCKERC353 G120.55+01.57"   ,, 7.35875 , 64.34889 , 120.55288 , 1.57885 , "6631.6+/-630" , "6868.15+/-203.1" , "5965+/-422.03" , "1.5e+4+/-1136.98" , 0.335 , 0 , 1 , 2 , "0.846+/-0.046"
83 , "PLCKERC353 G120.66+02.67"   ,, 7.405 , 65.44556 , 120.66574 , 2.6701 , "2.4e+4+/-2762" , "6.14e+4+/-310.2" , "1.8e+4+/-1921.67" , "7.6e+4+/-4533.5" , 0.335 , 0 , 1 , 3 , "0.994+/-0.045"
84 , "PLCKERC353 G120.53+01.10"   ,, 7.41583 , 63.87806 , 120.53766 , 1.10783 , "1.0e+4+/-776" , "1.24e+4+/-210.7" , "7888.9+/-586.54" , "3.0e+4+/-2304.47" , 0.335 , 0 , 1 , 2 , "0.922+/-0.044"
85 , "PLCKERC353 G114.30-51.72"   ,, 7.43083 , 10.78417 , 114.30381 , -51.72332 , "1136.7+/-119" , "2334.63+/-92.5" , "921.7+/-89.98" , "2462.2+/-503.12" , 0.335 , 0 , 1 , 1 , "0.959+/-0.044"
86 , "PLCKERC353 G338.27-82.38"   ,, 7.59833 , -33.24389 , 338.27318 , -82.38146 , "1630.5+/-90" , "1808.12+/-56.1" , "1507.4+/-77.15" , "1997.5+/-254.88" , 0.257 , 0 , 0 , 1 , "0.994+/-0.045"
87 , "PLCKERC353 G114.78-51.77"   ,, 7.74 , 10.77611 , 114.78805 , -51.77143 , "971+/-149" , "1616.02+/-88.8" , "803.9+/-108.59" , "4028.1+/-1304.38" , 0.335 , 0 , 1 , 1 , "0.917+/-0.045"
88 , "PLCKERC353 G116.26-44.84"   ,, 7.90417 , 17.76917 , 116.26972 , -44.84589 , "1906.5+/-260" , "5036.38+/-99" , "1337.8+/-184.22" , "6914.3+/-1056.87" , 0.335 , 0 , 1 , 1 , "0.988+/-0.045"
89 , "PLCKERC353 G120.19-06.40"   ,, 7.94625 , 56.36361 , 120.19584 , -6.40353 , "5196+/-575" , "1.07e+4+/-171.2" , "3361.3+/-365.03" , "3.6e+4+/-9424.64" , 0.335 , 0 , 1 , 1 , "0.982+/-0.045"
90 , "PLCKERC353 G121.58+11.51"   ,, 7.97083 , 74.33444 , 121.58632 , 11.51386 , "1254.3+/-161" , "2721.35+/-95.2" , "947.2+/-79.37" , "2677.9+/-467.22" , 0.407 , 0 , 1 , 2 , "0.84+/-0.041"
91 , "PLCKERC353 G120.80-00.52"   ,, 8.2875 , 62.27056 , 120.8064 , -0.52549 , "5149.9+/-748" , "1.35e+4+/-163.4" , "4758.8+/-301.21" , "1.3e+4+/-656.67" , 0.407 , 0 , 1 , 1 , "0.842+/-0.041"
92 , "PLCKERC353 G120.00-11.71"   ,, 8.30083 , 51.05417 , 120.00732 , -11.71377 , "1817.2+/-195" , "4451.76+/-90.9" , "1401.7+/-141.11" , "4882.8+/-774.73" , 0.335 , 0 , 1 , 1 , "0.979+/-0.045"
93 , "PLCKERC353 G120.40-06.47"   ,, 8.32625 , 56.31222 , 120.40335 , -6.47043 , "3165.7+/-588" , "3904.33+/-149.1" , "2440.8+/-245.54" , "1.0e+4+/-2066.19" , 0.335 , 0 , 1 , 1 , "0.898+/-0.044"
94 , "PLCKERC353 G120.70-02.72"   ,, 8.40292 , 60.07083 , 120.7076 , -2.72377 , "3062.5+/-527" , "9921.04+/-175.9" , "2562.8+/-293.62" , "4366.4+/-6715.83" , 0.407 , 0 , 1 , 1 , "0.859+/-0.042"
95 , "PLCKERC353 G110.28-70.86"   ,, 8.69917 , -8.4025 , 110.28568 , -70.86483 , "902.9+/-95" , "729.04+/-44.3" , "761.3+/-78.34" , "1357.3+/-340.03" , 0.257 , 0 , 0 , 1 , "0.945+/-0.045"
96 , "PLCKERC353 G122.04+15.12"   ,, 8.74708 , 77.96556 , 122.04448 , 15.12234 , "1107.4+/-154" , "2047.68+/-99.2" , "925.5+/-101.51" , "5663.6+/-929.31" , 0.407 , 0 , 1 , 2 , "0.82+/-0.04"
97 , "PLCKERC353 G120.82-03.76"   ,, 8.76833 , 59.03667 , 120.82384 , -3.76783 , "1.0e+4+/-1349" , "2.18e+4+/-183" , "6881.3+/-582.34" , "1.1e+4+/-5009.71" , 0.335 , 0 , 1 , 1 , "0.987+/-0.046"
98 , "PLCKERC353 G121.10+00.72"   ,, 8.76833 , 63.53528 , 121.10993 , 0.72167 , "9362.4+/-1715" , "1.13e+4+/-206.9" , "7462.9+/-943.96" , "2.9e+4+/-2534.01" , 0.335 , 0 , 1 , 2 , "0.911+/-0.044"
99 , "PLCKERC353 G120.60-08.04"   ,, 8.85875 , 54.75917 , 120.60184 , -8.04002 , "1313.1+/-179" , "3391.71+/-74.3" , "1109.8+/-124.58" , "2750.8+/-474.08" , 0.407 , 0 , 1 , 2 , "0.801+/-0.041"
100 , "PLCKERC353 G121.36+03.42"  ,, 8.98 , 66.24556 , 121.3675 , 3.42106 , "9854.6+/-1176" , "1.53e+4+/-168.4" , "1.0e+4+/-539.88" , "1.9e+4+/-1416.53" , 0.335 , 0 , 0 , 2 , "0.872+/-0.044"
101 , "PLCKERC353 G121.00-02.79"  ,, 9.01125 , 60.0225 , 121.00808 , -2.79169 , "4894.8+/-331" , "5372.52+/-121.1" , "4048+/-247.39" , "8613+/-363.75" , 0.335 , 0 , 1 , 1 , "0.837+/-0.046"
