_id , bzcat5_name , other_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux_density_1.4/0.843GHz , Flux_density143GHz , X-ray flux0.1-2.4keV , Comment_on_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100 GeV, aro-aox-arx
374 , "5BZQJ0220-6330 " , "PKS 0219-637 " , 35.22571 , -63.50539 , "287.34" , "-50.84" , "1.478 " , 18.9 , "QSO RLoud flat radio sp." , 380 , 0 , 0.13 , ". " , " " , " " , 0 , 0.731
375 , "5BZUJ0221+3556 " , "1Jy0218+357 " , 35.27275 , 35.93714 , "142.6" , "-23.49" , "0.944 " , 19.6 , "Blazar Uncertain type" , 1707 , 492 , 0.37 , ". " , " " , " " , 5.3e-9 , 0.831
376 , "5BZQJ0222-1615 " , "PKS 0219-164 " , 35.50304 , -16.25458 , "190.18" , "-66.38" , "0.698 " , 18.4 , "QSO RLoud flat radio sp." , 590 , 0 , 0.25 , ". " , " " , " " , 6e-10 , 0.705
377 , "5BZBJ0222+4302 " , "3C 66A " , 35.66504 , 43.0355 , "140.14" , "-16.77" , "0 " , 14.5 , "BL Lac" , 2303 , 498 , 2.29 , ". " , " " , " " , 2.56e-8 , 0.406
378 , "5BZQJ0222-3441 " , "PKS0220-349 " , 35.735 , -34.69131 , "239.67" , "-69.03" , "1.49 " , 21 , "QSO RLoud flat radio sp." , 683 , 305 , 0 , ". " , " " , " " , 0 , 0.96
379 , "5BZBJ0223-1117 " , "2FGLJ0223.0-1118" , 35.80933 , -11.29397 , "181.08" , "-63.25" , "0 " , 18.1 , "BL Lac" , 14 , 0 , 0.56 , ". " , " " , " " , 3e-10 , 0.333
380 , "5BZQJ0223-5347 " , "CRATESJ022331-53" , 35.87863 , -53.79442 , "276.77" , "-58.41" , "0.569 " , 19.1 , "QSO RLoud flat radio sp." , 184 , 0 , 0 , ". " , " " , " " , 0 , 0.731
381 , "5BZQJ0223-1656 " , "PKS 0221-171 " , 35.93233 , -16.94381 , "192.19" , "-66.37" , "1.015 " , 18.3 , "QSO RLoud flat radio sp." , 241 , 0 , 0.2 , ". " , " " , " " , 0 , 0.639
382 , "5BZQJ0224+0659 " , "PKS 0221+067 " , 36.11846 , 6.98981 , "159.72" , "-49.12" , "0.511 " , 18.9 , "QSO RLoud flat radio sp." , 772 , 801 , 0.88 , ". " , " " , " " , 0 , 0.794
383 , "5BZQJ0225+1846 " , "1RXSJ022505.3+18" , 36.26946 , 18.78022 , "151.78" , "-38.79" , "2.69 " , 19.1 , "QSO RLoud flat radio sp." , 461 , 0 , 3.08 , ". " , " " , " " , 0 , 0.724
384 , "5BZGJ0225+3710 " , "0222+3657 " , 36.36396 , 37.17433 , "142.97" , "-22.01" , "0.033 " , 9.5 , "BL Lac-galaxy dominated" , 196 , 0 , 0.04 , ". " , " " , " " , 0 , -0.14
385 , "5BZUJ0226+0937 " , "GB6B0223+0924 " , 36.55704 , 9.62408 , "158.19" , "-46.66" , "2.605 ? " , 17.8 , "Blazar Uncertain type" , 375 , 0 , 0 , " ? " , " " , " " , 7e-10 , 0.524
386 , "5BZBJ0226-4441 " , "1RXSJ022639.0-44" , 36.66192 , -44.68956 , "261.86" , "-64.11" , "0 " , 19.3 , "BL Lac" , 12 , 0 , 2.46 , ". " , " " , " " , 4e-10 , 0.487
387 , "5BZQJ0227+3931 " , "S4 0224+39 " , 36.78042 , 39.52781 , "142.33" , "-19.71" , "1.571 " , 18.9 , "QSO RLoud flat radio sp." , 432 , 0 , 0 , ". " , " " , " " , 0 , 0.713
388 , "5BZBJ0227+0202 " , "RXJ02272+0201 " , 36.81913 , 2.03333 , "165.1" , "-52.81" , "0.457 " , 19.1 , "BL Lac" , 36 , 0 , 18.2 , ". " , " " , " " , 4e-10 , 0.546
389 , "5BZQJ0227-0848 " , "1WGAJ0227.5-0847" , 36.88367 , -8.80339 , "178.53" , "-60.83" , "2.226 " , 18.7 , "QSO RLoud flat radio sp." , 65 , 0 , 0.21 , ". " , " " , " " , 0 , 0.57
390 , "5BZQJ0227-3026 " , "PKS0225-306 " , 36.91892 , -30.43433 , "227.56" , "-68.7" , "0.303 " , 17.4 , "QSO RLoud flat radio sp." , 294 , 0 , 0.22 , ". " , " " , " " , 0 , 0.551
391 , "5BZQJ0228-5546 " , "PKS 0226-559 " , 37.09004 , -55.76758 , "278.22" , "-56.47" , "2.464 " , 19.8 , "QSO RLoud flat radio sp." , 352 , 0 , 0 , ". " , " " , " " , 0 , 0.793
392 , "5BZQJ0228-3719 " , "CRATESJ022835-37" , 37.14054 , -37.33231 , "245.54" , "-67.16" , "2.154 " , 19.4 , "QSO RLoud flat radio sp." , 92 , 0 , 0 , ". " , " " , " " , 0 , 0.653
393 , "5BZQJ0228+6721 " , "4C+67.05 " , 37.20854 , 67.35083 , "132.12" , "6.23" , "0.523 " , 18.1 , "QSO RLoud flat radio sp." , 1540 , 1095 , 0.39 , ". " , " " , " " , 0 , 0.605
394 , "5BZQJ0228-0337 " , "PKS 0226-038 " , 37.22171 , -3.62697 , "171.89" , "-56.93" , "2.073 " , 17.4 , "QSO RLoud flat radio sp." , 940 , 0 , 0.71 , ". " , " " , " " , 0 , 0.689
395 , "5BZQJ0229-3643 " , "PKS0227-369 " , 37.36854 , -36.73244 , "243.92" , "-67.18" , "2.115 " , 20.4 , "QSO RLoud flat radio sp." , 117 , 306 , 0.57 , ". " , " " , " " , 1.2e-9 , 0.756
396 , "5BZQJ0229-7847 " , "PKS 0230-790 " , 37.39563 , -78.796 , "297.11" , "-37.21" , "1.07 " , 18.8 , "QSO RLoud flat radio sp." , 352 , 0 , 0 , ". " , " " , " " , 0 , 0.715
397 , "5BZQJ0229-1031 " , "1WGAJ0230.0-1031" , 37.49746 , -10.52156 , "182.06" , "-61.48" , "1.135 " , 19.2 , "QSO RLoud flat radio sp." , 43 , 0 , 0.16 , ". " , " " , " " , 0 , 0.581
398 , "5BZQJ0230+4032 " , "B30227+403 " , 37.69046 , 40.54808 , "142.59" , "-18.5" , "1.019 " , 17.7 , "QSO RLoud flat radio sp." , 451 , 378 , 1.4 , ". " , " " , " " , 1.4e-9 , 0.637
399 , "5BZQJ0231-4746 " , "WMAP5J0231-4742 " , 37.79917 , -47.76989 , "266.29" , "-61.65" , "0.765 " , 18.2 , "QSO RLoud flat radio sp." , 43 , 324 , 0.31 , ". " , " " , " " , 0 , 0.581
400 , "5BZQJ0231-5841 " , "PKS 0229-589 " , 37.82054 , -58.68522 , "281.02" , "-54" , "2.079 " , 17.4 , "QSO RLoud flat radio sp." , 295 , 0 , 0.5 , ". " , " " , " " , 0 , 0.582
401 , "5BZQJ0231+1322 " , "4C13.14 " , 37.94121 , 13.38186 , "157.09" , "-42.74" , "2.065 " , 17.5 , "QSO RLoud flat radio sp." , 1560 , 324 , 0.35 , ". " , " " , " " , 0 , 0.718
402 , "5BZQJ0231-3935 " , "PKS0229-398 " , 37.96592 , -39.59647 , "250.23" , "-65.74" , "1.646 " , 20.7 , "QSO RLoud flat radio sp." , 372 , 0 , 0.11 , ". " , " " , " " , 0 , 0.88
403 , "5BZGJ0232+2017 " , "1ES0229+200 " , 38.20254 , 20.28814 , "152.94" , "-36.61" , "0.139 " , 16.2 , "BL Lac-galaxy dominated" , 82 , 0 , 5.63 , ". " , " " , " " , 0 , 0.275
404 , "5BZBJ0233+3442 " , "IPC0230+3429 " , 38.33508 , 34.715 , "145.63" , "-23.63" , "0.458 " , 18.3 , "BL Lac Candidate" , 188 , 0 , 0.4 , ". " , " " , " " , 0 , 0.555
405 , "5BZQJ0233+0229 " , "PKS 0231+022 " , 38.45496 , 2.49031 , "166.76" , "-51.46" , "0.321 " , 16 , "QSO RLoud flat radio sp." , 52 , 0 , 1.61 , ". " , " " , " " , 0 , 0.343
406 , "5BZQJ0235-4737 " , "PKS 0233-478 " , 38.77675 , -47.61961 , "265.21" , "-61.22" , "1.504 " , 17.2 , "QSO RLoud flat radio sp." , 697 , 0 , 1.03 , ". " , " " , " " , 0 , 0.631
407 , "5BZBJ0235-2938 " , "PHL1389 " , 38.90304 , -29.64539 , "225.36" , "-67" , "0 " , 19 , "BL Lac" , 5 , 0 , 1.59 , ". " , " " , " " , 0 , 0.365
408 , "5BZQJ0236-2953 " , "PKS 0234-301 " , 39.12988 , -29.89875 , "226.01" , "-66.81" , "2.102 " , 18.2 , "QSO RLoud flat radio sp." , 313 , 0 , 0.22 , ". " , " " , " " , 0 , 0.665
409 , "5BZQJ0236-6136 " , "PKS 0235-618 " , 39.22187 , -61.60422 , "283.19" , "-51.3" , "0.467 " , 17.6 , "QSO RLoud flat radio sp." , 604 , 426 , 0.73 , ". " , " " , " " , 2.8e-9 , 0.642
410 , "5BZQJ0237+0526 " , "CRATESJ023714+05" , 39.3085 , 5.44722 , "165.01" , "-48.59" , "0.561 " , 19.1 , "QSO RLoud flat radio sp." , 177 , 0 , 0 , ". " , " " , " " , 0 , 0.677
411 , "5BZBJ0237-3603 " , "BZBJ0237-3603 " , 39.39179 , -36.05792 , "241.17" , "-65.8" , "0.411 " , 16.3 , "BL Lac" , 26 , 0 , 2.31 , ". " , " " , " " , 4e-10 , 0.238
412 , "5BZQJ0237+2848 " , "4C28.07 " , 39.46837 , 28.8025 , "149.46" , "-28.53" , "1.206 " , 18.1 , "QSO RLoud flat radio sp." , 2197 , 1059 , 0.58 , ". " , " " , " " , 3.8e-9 , 0.804
413 , "5BZBJ0238-0924 " , "SDSSJ02382-0924 " , 39.55692 , -9.40872 , "182.88" , "-59.2" , "0.419 " , 19.3 , "BL Lac" , 3 , 0 , 0.36 , ". " , " " , " " , 0 , 0.402
414 , "5BZBJ0238-3116 " , "RXSJ02385-3116 " , 39.63538 , -31.28283 , "229.45" , "-66.33" , "0.233 " , 15.5 , "BL Lac" , 71 , 0 , 5.14 , ". " , " " , " " , 1e-9 , 0.27
415 , "5BZBJ0238+1636 " , "PKS0235+164 " , 39.66221 , 16.61647 , "156.77" , "-39.11" , "0.94 " , 18.5 , "BL Lac" , 1941 , 1136 , 1.24 , ". " , " " , " " , 1.87e-8 , 0.748
416 , "5BZQJ0239-7626 " , "CRATESJ023909-76" , 39.75208 , -76.44506 , "295.09" , "-39.01" , "1.386 " , 18.6 , "QSO RLoud flat radio sp." , 367 , 0 , 0.31 , ". " , " " , " " , 0 , 0.673
417 , "5BZQJ0239-0234 " , "PKS 0237-027 " , 39.93946 , -2.57803 , "174.13" , "-54.31" , "1.116 " , 20.1 , "QSO RLoud flat radio sp." , 304 , 662 , 0.52 , ". " , " " , " " , 0 , 0.843
418 , "5BZQJ0239+0416 " , "PKS 0237+040 " , 39.96358 , 4.27261 , "166.89" , "-49.12" , "0.978 " , 17.8 , "QSO RLoud flat radio sp." , 890 , 0 , 0.47 , ". " , " " , " " , 0 , 0.719
419 , "5BZQJ0240+4216 " , "GB6B0236+4203 " , 40.02188 , 42.27292 , "143.52" , "-16.22" , "1.7 " , 18.3 , "QSO RLoud flat radio sp." , 64 , 0 , 0 , ". " , " " , " " , 0 , 0.526
420 , "5BZQJ0240+1848 " , "TEX 0237+185 " , 40.17842 , 18.80003 , "155.87" , "-36.99" , "1.297 " , 19 , "QSO RLoud flat radio sp." , 497 , 0 , 0 , ". " , " " , " " , 0 , 0.735
421 , "5BZBJ0240-0504 " , "PKS0238-052 " , 40.234 , -5.07833 , "177.6" , "-55.86" , "0 " , 19.1 , "BL Lac" , 237 , 0 , 0 , ". " , " " , " " , 0 , 0.708
422 , "5BZUJ0241-0815 " , "1Jy0238-084 " , 40.27 , -8.25578 , "182.01" , "-57.93" , "0.005 " , 10.4 , "Blazar Uncertain type" , 913 , 542 , 0.51 , ". " , " " , " " , 0 , 0.208
423 , "5BZQJ0242+2653 " , "GB6J0242+2653 " , 40.58679 , 26.89381 , "151.48" , "-29.76" , "1.851 " , 19.8 , "QSO RLoud flat radio sp." , 65 , 0 , 0 , ". " , " " , " " , 0 , 0.634
424 , "5BZUJ0242+1742 " , "GB6B0239+1730 " , 40.60113 , 17.71633 , "157.01" , "-37.71" , "0.551 " , 21.3 , "Blazar Uncertain type" , 187 , 0 , 0 , ". " , " " , " " , 0 , 0.777
425 , "5BZQJ0242+1101 " , "PKS 0239+108 " , 40.62154 , 11.01686 , "161.85" , "-43.31" , "2.68 " , 19.6 , "QSO RLoud flat radio sp." , 1664 , 318 , 0 , ". " , " " , " " , 0 , 0.876
426 , "5BZBJ0243+0046 " , "FIRSTJ02430+0046" , 40.76221 , 0.77425 , "171.36" , "-51.29" , "0.409 " , 19.3 , "BL Lac" , 30 , 0 , 0.29 , ". " , " " , " " , 0 , 0.574
427 , "5BZQJ0243-0550 " , "PKS 0240-060 " , 40.80196 , -5.84869 , "179.3" , "-55.96" , "1.805 " , 18.7 , "QSO RLoud flat radio sp." , 562 , 0 , 0 , ". " , " " , " " , 0 , 0.753
428 , "5BZBJ0243+7120 " , "S50238+711 " , 40.87867 , 71.33831 , "131.72" , "10.4" , "0 " , 18.4 , "BL Lac" , 211 , 0 , 0.18 , ". " , " " , " " , 7e-10 , 0.484
429 , "5BZBJ0244-5819 " , "1RXSJ024439.8-58" , 41.16788 , -58.33181 , "278.44" , "-53.08" , "0.265 " , 16.1 , "BL Lac" , 90 , 0 , 7.26 , ". " , " " , " " , 0 , 0.337
430 , "5BZQJ0245+2405 " , "GC0242+23 " , 41.32025 , 24.09311 , "153.74" , "-31.88" , "2.247 " , 18.8 , "QSO RLoud flat radio sp." , 458 , 0 , 0.12 , ". " , " " , " " , 1.1e-9 , 0.705
431 , "5BZGJ0245-1107 " , "NVSSJ02454-1107 " , 41.35396 , -11.12133 , "187.6" , "-58.81" , "0.098 " , 13.1 , "BL Lac-galaxy dominated" , 142 , 0 , 0 , ". " , " " , " " , 0 , 0.188
432 , "5BZQJ0246-4651 " , "PKS 0244-470 " , 41.5005 , -46.85478 , "261.82" , "-60.1" , "1.385 " , 17.9 , "QSO RLoud flat radio sp." , 1498 , 569 , 0.42 , ". " , " " , " " , 4.5e-9 , 0.754
433 , "5BZQJ0246-2945 " , "2QZJ024610.1-294" , 41.54238 , -29.75622 , "225.69" , "-64.71" , "2.19 " , 20.5 , "QSO RLoud flat radio sp." , 85 , 0 , 0 , ". " , " " , " " , 0 , 0.738
434 , "5BZQJ0246+1823 " , "GB6B0243+1811 " , 41.54925 , 18.39169 , "157.53" , "-36.66" , "3.59 " , 19.5 , "QSO RLoud flat radio sp." , 217 , 0 , 0.05 , ". " , " " , " " , 0 , 0.686
435 , "5BZQJ0246-1236 " , "PKS 0244-128 " , 41.74363 , -12.60856 , "190.41" , "-59.32" , "2.201 " , 18.3 , "QSO RLoud flat radio sp." , 403 , 0 , 0.43 , ". " , " " , " " , 0 , 0.692
436 , "5BZBJ0248-1631 " , "PKS 0245-167 " , 42.03217 , -16.52956 , "197.55" , "-61.02" , "0 " , 19.7 , "BL Lac" , 520 , 0 , 0 , ". " , " " , " " , 0 , 0.869
437 , "5BZQJ0249+0619 " , "GB6J0249+0619 " , 42.32508 , 6.33108 , "167.7" , "-46.05" , "1.881 " , 18 , "QSO RLoud flat radio sp." , 499 , 0 , 0 , ". " , " " , " " , 0 , 0.665
438 , "5BZQJ0250-2731 " , "CRATESJ025018-27" , 42.55996 , -27.52467 , "220.7" , "-63.68" , "1.132 " , 18.2 , "QSO RLoud flat radio sp." , 103 , 0 , 0 , ". " , " " , " " , 0 , 0.569
439 , "5BZBJ0250-2129 " , "1WGAJ0250.3-2129" , 42.57896 , -21.49453 , "207.68" , "-62.41" , "0.498 " , 19 , "BL Lac" , 4 , 0 , 2.46 , ". " , " " , " " , 0 , 0.332
440 , "5BZUJ0250+1712 " , "GB6J0250+1712 " , 42.65817 , 17.20247 , "159.44" , "-37.08" , "1.1 " , 16 , "Blazar Uncertain type" , 64 , 0 , 1.64 , ". " , " " , " " , 1e-9 , 0.235
441 , "5BZQJ0251-6000 " , "PKS 0250-602 " , 42.85933 , -60.00175 , "279.37" , "-51.29" , "1.373 " , 19.3 , "QSO RLoud flat radio sp." , 274 , 0 , 0 , ". " , " " , " " , 0 , 0.747
442 , "5BZQJ0251+4315 " , "S4 0248+43 " , 42.89392 , 43.25439 , "145.04" , "-14.4" , "1.31 " , 17.1 , "QSO RLoud flat radio sp." , 1225 , 0 , 0.29 , ". " , " " , " " , 0 , 0.66
443 , "5BZQJ0251+3734 " , "CRATESJ025156+37" , 42.99679 , 37.57178 , "147.88" , "-19.39" , "1.818 " , 19.7 , "QSO RLoud flat radio sp." , 83 , 0 , 0 , ". " , " " , " " , 0 , 0.651
444 , "5BZQJ0252-2219 " , "PKS 0250-225 " , 43.19979 , -22.32375 , "209.74" , "-62.1" , "1.419 " , 19.8 , "QSO RLoud flat radio sp." , 443 , 294 , 0.37 , ". " , " " , " " , 5e-9 , 0.821
445 , "5BZBJ0253-0124 " , "FIRSTJ02532-0124" , 43.315 , -1.40147 , "176.7" , "-51.09" , "0 " , 18.9 , "BL Lac" , 33 , 0 , 0.04 , ". " , " " , " " , 0 , 0.494
446 , "5BZQJ0253+0006 " , "BZQJ0253+0006 " , 43.33767 , 0.1 , "175.05" , "-50.02" , "1.339 " , 22.7 , "QSO RLoud flat radio sp." , 128 , 0 , 0.08 , ". " , " " , " " , 0 , 0.954
447 , "5BZQJ0253-5441 " , "PKS0252-549 " , 43.37158 , -54.69761 , "272.49" , "-54.62" , "0.539 " , 17.7 , "QSO RLoud flat radio sp." , 964 , 1317 , 0.84 , ". " , " " , " " , 0 , 0.731
448 , "5BZQJ0253+5102 " , "GB6J0253+5103 " , 43.49004 , 51.04903 , "141.77" , "-7.29" , "1.732 " , 19.7 , "QSO RLoud flat radio sp." , 429 , 0 , 0 , ". " , " " , " " , 2.3e-9 , 0.67
449 , "5BZQJ0254+2343 " , "GB6J0254+2343 " , 43.603 , 23.72403 , "156.06" , "-31.12" , "1.987 " , 19.8 , "QSO RLoud flat radio sp." , 58 , 0 , 0 , ". " , " " , " " , 0 , 0.611
450 , "5BZQJ0254+3931 " , "B3 0251+39 " , 43.67763 , 39.52631 , "147.39" , "-17.42" , "0.289 " , 16.9 , "QSO RLoud flat radio sp." , 230 , 0 , 1.23 , ". " , " " , " " , 0 , 0.525
451 , "5BZQJ0256-2137 " , "PKS 0253-218 " , 44.0535 , -21.62475 , "208.81" , "-61.14" , "1.47 " , 17.4 , "QSO RLoud flat radio sp." , 367 , 0 , 0 , ". " , " " , " " , 0 , 0.608
452 , "5BZQJ0256-3315 " , "PKS 0254-334 " , 44.1775 , -33.25592 , "233.4" , "-62.36" , "1.915 " , 19.6 , "QSO RLoud flat radio sp." , 180 , 0 , 0 , ". " , " " , " " , 0 , 0.734
453 , "5BZQJ0257-1212 " , "1FGL_J0257.8-120" , 44.42083 , -12.20039 , "192.39" , "-56.89" , "1.391 " , 18.6 , "QSO RLoud flat radio sp." , 218 , 0 , 0 , ". " , " " , " " , 6e-10 , 0.666
454 , "5BZGJ0257+1847 " , "BZBJ0257+1847 " , 44.44013 , 18.78483 , "160.08" , "-34.82" , "0.427 " , 19.9 , "BL Lac-galaxy dominated" , 180 , 0 , 0 , ". " , " " , " " , 0 , 0.668
455 , "5BZBJ0258+2030 " , "GB6B0255+2018 " , 44.53046 , 20.50044 , "158.99" , "-33.36" , "0 " , 19.3 , "BL Lac" , 99 , 0 , 0.71 , ". " , " " , " " , 7e-10 , 0.616
456 , "5BZQJ0258-3909 " , "PKS0256-393 " , 44.5585 , -39.16131 , "245.59" , "-61.06" , "3.449 " , 20.3 , "QSO RLoud flat radio sp." , 186 , 0 , 0.29 , ". " , " " , " " , 0 , 0.755
457 , "5BZQJ0258-5052 " , "PKS 0257-510 " , 44.66146 , -50.86789 , "266.2" , "-56.21" , "0.834 " , 21.8 , "QSO RLoud flat radio sp." , 741 , 0 , 0.25 , ". " , " " , " " , 0 , 1.01
458 , "5BZQJ0258+0541 " , "1WGAJ0258.8+0541" , 44.71054 , 5.68556 , "170.88" , "-45" , "1.38 " , 19.5 , "QSO RLoud flat radio sp." , 144 , 0 , 0.08 , ". " , " " , " " , 0 , 0.677
459 , "5BZQJ0259+0747 " , "1Jy0256+075 " , 44.86283 , 7.79433 , "169.11" , "-43.31" , "0.893 " , 16.9 , "QSO RLoud flat radio sp." , 834 , 0 , 0.12 , ". " , " " , " " , 6e-10 , 0.594
460 , "5BZQJ0259-0020 " , "HBQS0256-00 " , 44.86883 , -0.33333 , "177.18" , "-49.23" , "2 " , 17.3 , "QSO RLoud flat radio sp." , 228 , 0 , 0.29 , ". " , " " , " " , 0 , 0.553
461 , "5BZQJ0259+1925 " , "GB6J0259+1925 " , 44.87354 , 19.42897 , "160.04" , "-34.06" , "0.545 " , 18 , "QSO RLoud flat radio sp." , 164 , 0 , 0.22 , ". " , " " , " " , 0 , 0.551
462 , "5BZBJ0301+3441 " , "MS0257.9+3429 " , 45.26571 , 34.68367 , "151.09" , "-21.01" , "0.246 " , 18.1 , "BL Lac" , 10 , 0 , 0.39 , ". " , " " , " " , 0 , 0.322
463 , "5BZQJ0301-1812 " , "PKS 0258-184 " , 45.27808 , -18.20489 , "203.16" , "-58.89" , "1.627 " , 18.8 , "QSO RLoud flat radio sp." , 108 , 0 , 0 , ". " , " " , " " , 0 , 0.617
464 , "5BZQJ0301+0118 " , "PKSB0258+011 " , 45.34838 , 1.31 , "175.91" , "-47.74" , "1.221 " , 19.7 , "QSO RLoud flat radio sp." , 532 , 0 , 0 , ". " , " " , " " , 0 , 0.798
465 , "5BZQJ0301-7156 " , "MC4 0301-721 " , 45.41021 , -71.94289 , "290.01" , "-41.77" , "0.823 " , 19.7 , "QSO RLoud flat radio sp." , 792 , 206 , 0.2 , ". " , " " , " " , 0 , 0.834
466 , "5BZBJ0302-0750 " , "BZBJ0302-0750 " , 45.64908 , -7.84081 , "187.21" , "-53.46" , "0 " , 20.3 , "BL Lac" , 8 , 0 , 0 , ". " , " " , " " , 0 , 0.527
467 , "5BZQJ0303-7914 " , "2FGLJ0302.7-7919" , 45.83704 , -79.24903 , "295.72" , "-35.97" , "1.115 " , 20.2 , "QSO RLoud flat radio sp." , 126 , 0 , 0 , ". " , " " , " " , 6e-10 , 0.733
468 , "5BZBJ0303-2407 " , "PKS 0301-243 " , 45.86042 , -24.11983 , "214.61" , "-60.18" , "0.266 ? " , 15.4 , "BL Lac" , 700 , 0 , 5.78 , " ? " , " " , " " , 6.7e-9 , 0.431
469 , "5BZGJ0303+0554 " , "RXSJ03035+0554 " , 45.87583 , 5.90839 , "171.88" , "-44.06" , "0.196 " , 17.4 , "BL Lac-galaxy dominated" , 30 , 0 , 3.57 , ". " , " " , " " , 0 , 0.314
470 , "5BZBJ0303+4716 " , "RXJ0303+472 " , 45.89683 , 47.27119 , "144.98" , "-9.87" , "0 " , 16.2 , "BL Lac" , 963 , 1359 , 0.36 , ". " , " " , " " , 1.8e-9 , 0.575
471 , "5BZQJ0303-6211 " , "PKS0302-623 " , 45.96096 , -62.19042 , "280.22" , "-48.7" , "1.391 " , 17.8 , "QSO RLoud flat radio sp." , 2455 , 0 , 0.51 , ". " , " " , " " , 1.1e-9 , 0.797
472 , "5BZBJ0304-2832 " , "1RXSJ030416.4-28" , 46.06804 , -28.53836 , "223.52" , "-60.7" , "0 " , 19.8 , "BL Lac" , 8 , 0 , 3.07 , ". " , " " , " " , 4e-10 , 0.541
473 , "5BZQJ0304-7007 " , "PKS0304-703 " , 46.07592 , -70.12806 , "288.18" , "-43" , "1.115 " , 18.5 , "QSO RLoud flat radio sp." , 238 , 0 , 0.07 , ". " , " " , " " , 0 , 0.682
474 , "5BZQJ0304-2024 " , "CRATESJ030428-20" , 46.11196 , -20.40189 , "207.68" , "-58.93" , "1.821 " , 20.5 , "QSO RLoud flat radio sp." , 67 , 0 , 0 , ". " , " " , " " , 0 , 0.726
475 , "5BZQJ0304-4333 " , "PKS0302-437 " , 46.12142 , -43.55444 , "253.21" , "-58.6" , "1.945 " , 20.4 , "QSO RLoud flat radio sp." , 180 , 0 , 0.18 , ". " , " " , " " , 0 , 0.798
476 , "5BZBJ0304-0054 " , "SDSSJ03045-0054 " , 46.1415 , -0.90128 , "179.14" , "-48.69" , "0.511 " , 18.6 , "BL Lac" , 28 , 0 , 0.74 , ". " , " " , " " , 0 , 0.423
477 , "5BZUJ0304+0002 " , "US3621 " , 46.24571 , 0.04325 , "178.2" , "-47.97" , "0.564 " , 18.5 , "Blazar Uncertain type" , 124 , 0 , 0.33 , ". " , " " , " " , 0 , 0.508
478 , "5BZBJ0305-0607 " , "CRATESJ030459-06" , 46.25229 , -6.12817 , "185.54" , "-51.96" , "0 " , 18.8 , "BL Lac" , 73 , 0 , 0 , ". " , " " , " " , 1e-9 , 0.56
479 , "5BZQJ0307-4857 " , "CGRaBSJ0307-4857" , 46.89246 , -48.95322 , "261.94" , "-55.92" , "0.796 " , 20.7 , "QSO RLoud flat radio sp." , 194 , 0 , 0 , ". " , " " , " " , 0 , 0.864
480 , "5BZQJ0308-7812 " , "CRATESJ030849-78" , 47.17833 , -78.21156 , "294.68" , "-36.63" , "1.326 " , 19 , "QSO RLoud flat radio sp." , 112 , 0 , 0 , ". " , " " , " " , 0 , 0.615
481 , "5BZBJ0309-3604 " , "CRATESJ030901-36" , 47.26046 , -36.06772 , "238.63" , "-59.55" , "0 " , 18.2 , "BL Lac" , 114 , 0 , 0 , ". " , " " , " " , 0 , 0.564
482 , "5BZQJ0309+1029 " , "PKS 0306+102 " , 47.26508 , 10.48786 , "169.17" , "-39.72" , "0.863 " , 19.9 , "QSO RLoud flat radio sp." , 505 , 805 , 0.39 , ". " , " " , " " , 1.5e-9 , 0.78
483 , "5BZQJ0309-0559 " , "CGRaBSJ0309-0559" , 47.34704 , -5.989 , "186.41" , "-51" , "0.745 " , 19 , "QSO RLoud flat radio sp." , 38 , 0 , 0 , ". " , " " , " " , 0 , 0.562
484 , "5BZBJ0309-0744 " , "2FGLJ0309.3-0743" , 47.43017 , -7.74097 , "188.77" , "-51.96" , "0 " , 17.4 , "BL Lac" , 82 , 0 , 0 , ". " , " " , " " , 9e-10 , 0.441
485 , "5BZQJ0309-6058 " , "PKS0308-611 " , 47.48375 , -60.97753 , "278.11" , "-48.95" , "1.479 " , 18 , "QSO RLoud flat radio sp." , 992 , 502 , 0.29 , ". " , " " , " " , 1.1e-9 , 0.746
486 , "5BZBJ0310+4056 " , "WE 0306+40W1 " , 47.52629 , 40.94856 , "149.3" , "-14.72" , "0.137 ? " , 14.8 , "BL Lac Candidate" , 30 , 0 , 0.6 , " ? " , " " , " " , 0 , 0.089
487 , "5BZQJ0310+3814 " , "B3 0307+38 " , 47.70783 , 38.24828 , "150.9" , "-16.94" , "0.816 " , 18.4 , "QSO RLoud flat radio sp." , 236 , 477 , 0.7 , ". " , " " , " " , 6e-10 , 0.658
488 , "5BZBJ0311-7701 " , "XMMJ03114-7701 " , 47.85554 , -77.02625 , "293.59" , "-37.45" , "0.32 " , 17.7 , "BL Lac Candidate" , 9 , 0 , 0.03 , ". " , " " , " " , 0 , 0.144
489 , "5BZQJ0311-7651 " , "PKS0312-77 " , 47.98021 , -76.86414 , "293.43" , "-37.56" , "0.223 " , 15.4 , "QSO RLoud flat radio sp." , 797 , 0 , 2.43 , ". " , " " , " " , 0 , 0.479
490 , "5BZQJ0312-5541 " , "PKS0310-558 " , 48.03 , -55.693 , "271.2" , "-51.88" , "0.835 " , 18 , "QSO RLoud flat radio sp." , 288 , 0 , 0.21 , ". " , " " , " " , 0 , 0.667
