_id , bzcat4_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux density 1.4GHz, Flux density143GHz , X-ray flux0.1-2.4 keV , Commenton_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100GeV, Fermi_slope , aro-aox-arx, other_name
1404 , "BZQJ1111+5227 " , 167.7745 , 52.46364 , "152.56" , "58.5" , "1.28 " , 17.5 , "QSO RLoud flat radio sp." , 115 , 0 , 0.12 , ". " , ". " , ". " , 0 , 0 , 0.509 , "1RXS J111105.6+5"
1405 , "BZBJ1110+1704 " , 167.73829 , 17.08214 , "231.1" , "64.71" , "0 " , 18.8 , "BL Lac" , 35 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.551 , "GB6B1108+1721 "
1406 , "BZQJ1111+1530 " , 167.82737 , 15.50836 , "234.37" , "64.02" , "0.525 " , 19.2 , "QSO RLoud flat radio sp." , 36 , 0 , 0.3 , ". " , ". " , ". " , 0 , 0 , 0.556 , "1RXS J111119.2+1"
1407 , "BZBJ1111+3452 " , 167.87871 , 34.86761 , "186.84" , "67.3" , "0.212 " , 19.3 , "BL Lac Candidate" , 7 , 0 , 4 , ". " , ". " , ". " , 0 , 0 , 0.363 , "1RXS J111131.2+3"
1408 , "BZBJ1112+2608 " , 168.03312 , 26.13436 , "209.82" , "67.82" , "0.45 " , 18.7 , "BL Lac" , 9 , 0 , 0.57 , ". " , ". " , ". " , 0 , 0 , 0.377 , "1RXS J111208.1+2"
1409 , "BZBJ1112+1751 " , 168.1025 , 17.85606 , "229.85" , "65.37" , "0.421 " , 18.5 , "BL Lac" , 14 , 0 , 1.5 , ". " , ". " , ". " , 0 , 0 , 0.398 , "1RXS J111224.2+1"
1410 , "BZQJ1112+3446 " , 168.16154 , 34.77753 , "186.93" , "67.55" , "1.956 " , 19 , "QSO RLoud flat radio sp." , 166 , 383.2 , 0 , ". " , ". " , ". " , 1.4e-9 , 2.37 , 0.676 , "GB2 1109+350 "
1411 , "BZQJ1112-3745 " , 168.15333 , -37.7625 , "282.19" , "21.09" , "0.979 " , 17.4 , "QSO RLoud flat radio sp." , 85 , 0 , 0.33 , ". " , ". " , ". " , 0 , 0 , 0.483 , "1WGAJ1112.5-3745"
1412 , "BZQJ1113-3549 " , 168.25617 , -35.83008 , "281.43" , "22.89" , "1.695 " , 19 , "QSO RLoud flat radio sp." , 319 , 0 , 0 , ". " , "V " , ". " , 0 , 0 , 0.717 , "CRATESJ111302-35"
1413 , "BZQJ1113+1442 " , 168.49458 , 14.7075 , "236.71" , "64.14" , "0.869 " , 17.3 , "QSO RLoud flat radio sp." , 642 , 0 , 0.94 , ". " , ". " , ". " , 0 , 0 , 0.646 , "PKS 1111+149 "
1414 , "BZQJ1114-0816 " , 168.63562 , -8.2775 , "265.97" , "47.51" , "2.078 " , 20.9 , "QSO RLoud flat radio sp." , 370 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.89 , "TEX1112-080 "
1415 , "BZUJ1116+0829 " , 169.04154 , 8.48944 , "248.08" , "60.75" , "0.486 " , 19.9 , "Blazar Uncertain type" , 245 , 0 , 0 , ".1 " , ". " , ". " , 0 , 0 , 0.729 , "CRATESJ111610+08"
1416 , "BZBJ1117+2014 " , 169.27604 , 20.23536 , "225.58" , "67.37" , "0.138 " , 15.1 , "BL Lac" , 103 , 0 , 33.6 , ". " , "gt " , ". " , 1.15e-9 , 1.7 , 0.287 , "1RXS J111706.3+2"
1417 , "BZBJ1117+0006 " , 169.323 , 0.10933 , "259.12" , "54.76" , "0.451 " , 19.2 , "BL Lac" , 14 , 0 , 1.58 , ". " , ". " , ". " , 0 , 0 , 0.481 , "1RXS J111717.3+0"
1418 , "BZBJ1117+2548 " , 169.41837 , 25.81292 , "211.18" , "69" , "0.36? " , 17 , "BL Lac" , 12 , 0 , 0.6 , "? " , ". " , ". " , 0 , 0 , 0.237 , "1RXS J111741.0+2"
1419 , "BZBJ1117+5355 " , 169.4885 , 53.93192 , "149.21" , "58.16" , "0 " , 17.8 , "BL Lac" , 12 , 0 , 0.45 , ". " , ". " , ". " , 4.82e-10 , 1.91 , 0.31 , "1RXS J111757.3+5"
1420 , "BZQJ1118-1232 " , 169.57142 , -12.54842 , "270.27" , "44.33" , "1.739 " , 18.2 , "QSO RLoud flat radio sp." , 776 , 430.6 , 0 , ". " , ". " , ". " , 0 , 0 , 0.729 , "HM 1115-12 "
1421 , "BZQJ1118-4634 " , 169.61233 , -46.57083 , "286.73" , "13.35" , "0.713 " , 16.5 , "QSO RLoud flat radio sp." , 2570 , 625 , 0.96 , ". " , ". " , ". " , 6.83e-10 , 2.62 , 0.657 , "PKS1116-46 "
1422 , "BZQJ1119+6004 " , 169.80975 , 60.08256 , "142.08" , "53.48" , "2.646 " , 16.9 , "QSO RLoud flat radio sp." , 218 , 0 , 0.17 , ". " , ". " , ". " , 0 , 0 , 0.541 , "SBS 1116+603 "
1423 , "BZQJ1118+1234 " , 169.73875 , 12.57825 , "242.28" , "63.91" , "2.129 " , 18.5 , "QSO RLoud flat radio sp." , 1112 , 361.3 , 0.45 , ". " , ". " , ". " , 0 , 0 , 0.799 , "4C12.39 "
1424 , "BZBJ1119+0900 " , 169.78725 , 9.00636 , "248.32" , "61.65" , "0.33 " , 17.9 , "BL Lac" , 22 , 0 , 0.65 , ". " , ". " , ". " , 0 , 0 , 0.389 , "1RXS J111908.5+0"
1425 , "BZQJ1119+0410 " , 169.92842 , 4.17442 , "255.27" , "58.28" , "0.736 " , 19.5 , "QSO RLoud flat radio sp." , 303 , 0 , 0.27 , ". " , ". " , ". " , 0 , 0 , 0.78 , "1RXS J111944.5+0"
1426 , "BZBJ1119-3047 " , 169.915 , -30.78914 , "280.62" , "28.07" , "0.412 " , 19.9 , "BL Lac" , 9 , 0 , 1.53 , ". " , ". " , ". " , 0 , 0 , 0.496 , "SHBLJ11196-3047 "
1427 , "BZQJ1119+1656 " , 169.96846 , 16.94914 , "233.87" , "66.52" , "0.949 " , 19.1 , "QSO RLoud flat radio sp." , 82 , 0 , 0.44 , ". " , ". " , ". " , 0 , 0 , 0.631 , "BZQJ1119+1656 "
1428 , "BZQJ1120+5404 " , 170.09679 , 54.07419 , "148.52" , "58.29" , "0.924 " , 19.3 , "QSO RLoud flat radio sp." , 269 , 0 , 0.17 , ". " , ". " , ". " , 0 , 0 , 0.727 , "1RXS J112023.0+5"
1429 , "BZQJ1120-2719 " , 170.06746 , -27.31844 , "279.17" , "31.31" , "1.881 " , 18.2 , "QSO RLoud flat radio sp." , 474 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.695 , "PKS 1117-270 "
1430 , "BZBJ1120+4212 " , 170.20025 , 42.20344 , "167.85" , "66.16" , "0.124?? " , 16.9 , "BL Lac" , 24 , 0 , 7.81 , "?? " , ". " , ". " , 7.26e-10 , 1.61 , 0.439 , "EXO1118.0+4228 "
1431 , "BZQJ1120-1420 " , 170.2315 , -14.34164 , "272.24" , "43.07" , "1.114 " , 17.1 , "QSO RLoud flat radio sp." , 350 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.586 , "PKS1118-140 "
1432 , "BZBJ1120+0144 " , 170.24896 , 1.74911 , "258.61" , "56.62" , "0.368 " , 17.8 , "BL Lac" , 24 , 0 , 0.58 , ". " , ". " , ". " , 0 , 0 , 0.365 , "1RXS J112100.6+0"
1433 , "BZQJ1121-1722 " , 170.33671 , -17.378 , "274.23" , "40.41" , "0.986 " , 16.8 , "QSO RLoud flat radio sp." , 44 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.417 , "CGRaBSJ1121-1722"
1434 , "BZQJ1121-0553 " , 170.35463 , -5.899 , "266.21" , "50.44" , "1.297 " , 17.6 , "QSO RLoud flat radio sp." , 588 , 405.9 , 0.35 , ". " , ". " , ". " , 3.14e-9 , 2.3 , 0.661 , "1RXS J112125.3-0"
1435 , "BZBJ1121-0711 " , 170.4255 , -7.18511 , "267.36" , "49.38" , "0 " , 17.8 , "BL Lac" , 214 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.573 , "PKS1119-069 "
1436 , "BZUJ1121+4314 " , 170.48625 , 43.24914 , "165.42" , "65.76" , "0.185 " , 16.1 , "Blazar Uncertain type" , 48 , 0 , 0 , ". " , "g " , ". " , 0 , 0 , 0.305 , "GB6J1121+4314 "
1437 , "BZQJ1122-2532 " , 170.52392 , -25.54272 , "278.77" , "33.1" , "2.36 " , 18 , "QSO RLoud flat radio sp." , 246 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.617 , "BZQJ1122-2532 "
1438 , "BZQJ1122+1805 " , 170.62379 , 18.09064 , "232.07" , "67.61" , "1.04 " , 17.2 , "QSO RLoud flat radio sp." , 693 , 0 , 0.29 , ". " , ". " , ". " , 0 , 0 , 0.659 , "H 1119+18 "
1439 , "BZBJ1123+7230 " , 170.955 , 72.5 , "131.76" , "43.09" , "0 " , 18.8 , "BL Lac Candidate" , 12 , 0 , 3.59 , ". " , ". " , ". " , 0 , 0 , 0.376 , "1RXS J112349.2+7"
1440 , "BZBJ1124+2336 " , 171.01129 , 23.61275 , "218.18" , "69.97" , "0 " , 19.8 , "BL Lac" , 525 , 390.4 , 0 , ". " , ". " , ". " , 3.2e-10 , 2.41 , 0.945 , "GC1121+23 "
1441 , "BZBJ1124+5133 " , 171.05488 , 51.56375 , "150.95" , "60.55" , "0.235 " , 15.7 , "BL Lac" , 54 , 0 , 0 , ". " , "g " , ". " , 0 , 0 , 0.258 , "GB6B1121+5150 "
1442 , "BZBJ1124+2045 " , 171.02229 , 20.76492 , "225.92" , "69.08" , "0 " , 19.6 , "BL Lac" , 9 , 0 , 0.34 , ". " , ". " , ". " , 0 , 0 , 0.532 , "1RXS J112405.7+2"
1443 , "BZBJ1124+4934 " , 171.22429 , 49.56939 , "153.64" , "62.08" , "0 " , 18.7 , "BL Lac" , 20 , 0 , 1.69 , ". " , ". " , ". " , 4.28e-10 , 1.88 , 0.457 , "1RXS J112453.0+4"
1444 , "BZBJ1125+2143 " , 171.26517 , 21.71669 , "223.63" , "69.63" , "0 " , 18.1 , "BL Lac" , 8 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.304 , "SDSSJ112503.64+2"
1445 , "BZBJ1125-3557 " , 171.38121 , -35.95097 , "284.03" , "23.74" , "0.284 " , 16.3 , "BL Lac Candidate" , 207 , 0 , 0.24 , ". " , ". " , ". " , 7.75e-10 , 1.93 , 0.42 , "1FGL_J1125.5-355"
1446 , "BZQJ1125+0001 " , 171.42625 , 0.01706 , "262.19" , "55.95" , "1.696 " , 17.7 , "QSO RLoud flat radio sp." , 32 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.46 , "UM 427 "
1447 , "BZQJ1125+2610 " , 171.47379 , 26.17222 , "210.92" , "70.88" , "2.341 " , 18 , "QSO RLoud flat radio sp." , 921 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.74 , "PKS 1123+26 "
1448 , "BZBJ1125-0742 " , 171.46663 , -7.70586 , "269.13" , "49.46" , "0.279 " , 15.8 , "BL Lac Candidate" , 37 , 0 , 2.49 , ". " , "g " , ". " , 5.01e-10 , 1.67 , 0.26 , "1RXS J112551.6-0"
1449 , "BZQJ1126+4516 " , 171.74021 , 45.26842 , "160.23" , "65.26" , "1.811 " , 17.9 , "QSO RLoud flat radio sp." , 404 , 0 , 0.37 , ". " , ". " , ". " , 0 , 0 , 0.661 , "RX J11269+4516 "
1450 , "BZQJ1127-1857 " , 171.76829 , -18.95483 , "276.72" , "39.58" , "1.048 " , 19.2 , "QSO RLoud flat radio sp." , 536 , 721.5 , 5.34 , ". " , ". " , ". " , 2.67e-9 , 2.36 , 0.825 , "PKS1124-186 "
1451 , "BZQJ1127+5650 " , 171.91721 , 56.83744 , "143.83" , "56.76" , "2.89 " , 18.9 , "QSO RLoud flat radio sp." , 475 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.747 , "S4 1124+57 "
1452 , "BZBJ1127+0555 " , 171.90221 , 5.92558 , "255.92" , "60.89" , "0 " , 17.9 , "BL Lac" , 162 , 355.4 , 0 , ". " , ". " , ". " , 0 , 0 , 0.61 , "GB6B1125+0612 "
1453 , "BZQJ1127+3620 " , 171.99529 , 36.34122 , "180.23" , "70.06" , "0.884 " , 20 , "QSO RLoud flat radio sp." , 168 , 0 , 0 , ". " , ". " , ". " , 5.02e-10 , 2.24 , 0.77 , "2FGLJ1127.6+3622"
1454 , "BZQJ1128+5925 " , 172.05558 , 59.42078 , "141.13" , "54.66" , "1.795 " , 19.3 , "QSO RLoud flat radio sp." , 301 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.751 , "TEX1125+596 "
1455 , "BZBJ1129+3703 " , 172.30963 , 37.05497 , "178.01" , "70.02" , "0 " , 19.1 , "BL Lac" , 61 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.668 , "SDSSJ112914.31+3"
1456 , "BZQJ1129-0240 " , 172.4705 , -2.66881 , "266.32" , "54.29" , "2.093 " , 19.8 , "QSO RLoud flat radio sp." , 37 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.615 , "CGRaBSJ1129-0240"
1457 , "BZQJ1130-1449 " , 172.52938 , -14.82428 , "275.28" , "43.63" , "1.184 " , 16 , "QSO RLoud flat radio sp." , 5622 , 1914.2 , 1.39 , ". " , ". " , ". " , 1.64e-9 , 2.7 , 0.723 , "PKS1127-145 "
1458 , "BZQJ1130+3815 " , 172.722 , 38.25514 , "174.45" , "69.79" , "1.733 " , 19.3 , "QSO RLoud flat radio sp." , 702 , 634.2 , 0.4 , ". " , ". " , ". " , 0 , 0 , 0.823 , "S41128+385 "
1459 , "BZQJ1131+3114 " , 172.7895 , 31.23486 , "194.94" , "72.03" , "0.289 " , 15.8 , "QSO RLoud flat radio sp." , 370 , 0 , 5.02 , ". " , ". " , ". " , 0 , 0 , 0.47 , "B2 1128+31 "
1460 , "BZBJ1131+5808 " , 172.82767 , 58.14967 , "141.76" , "55.95" , "0.36 " , 16.7 , "BL Lac" , 43 , 0 , 0.18 , ". " , ". " , ". " , 3.11e-10 , 2.19 , 0.346 , "1RXS J113117.8+5"
1461 , "BZBJ1131+0234 " , 172.81458 , 2.58061 , "261.49" , "58.84" , "0 " , 18.5 , "BL Lac" , 12 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.377 , "SDSSJ113115.50+0"
1462 , "BZUJ1131-0500 " , 172.87717 , -5.00547 , "268.92" , "52.5" , "0.266? " , 19.2 , "Blazar Uncertain type" , 560 , 673.9 , 0.16 , "? " , ". " , ". " , 0 , 0 , 0.761 , "PKS 1128-047 "
1463 , "BZBJ1132+0237 " , 173.14325 , 2.62781 , "261.95" , "59.07" , "0 " , 19.2 , "BL Lac" , 63 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.585 , "SDSSJ11325+0237 "
1464 , "BZBJ1132+0034 " , 173.19008 , 0.57439 , "264.25" , "57.41" , "1.223?? " , 17.5 , "BL Lac" , 469 , 0 , 0.2 , "?? " , ". " , ". " , 1.37e-9 , 2.18 , 0.559 , "OTL1130+008 "
1465 , "BZUJ1132+0515 " , 173.23321 , 5.261 , "258.91" , "61.22" , "0.101 " , 14.6 , "Blazar Uncertain type" , 60 , 0 , 0.43 , ". " , "g " , ". " , 0 , 0 , 0.216 , "BZUJ1132+0515 "
1466 , "BZQJ1133+0015 " , 173.26262 , 0.26361 , "264.68" , "57.19" , "1.173 " , 19.2 , "QSO RLoud flat radio sp." , 233 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.709 , "Q 1130+0032 "
1467 , "BZQJ1133+0040 " , 173.33358 , 0.68133 , "264.36" , "57.58" , "1.633 " , 19.1 , "QSO RLoud flat radio sp." , 365 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.749 , "OTL1130+009 "
1468 , "BZBJ1134-1729 " , 173.68542 , -17.48389 , "278.13" , "41.66" , "0.571 " , 19.2 , "BL Lac" , 5 , 0 , 1.68 , ". " , ". " , ". " , 0 , 0 , 0.351 , "1RXS J113443.6-1"
1469 , "BZBJ1135+3200 " , 173.76487 , 32.00433 , "191.97" , "72.71" , "0.511 " , 19.4 , "BL Lac" , 21 , 0 , 0.25 , ". " , ". " , ". " , 0 , 0 , 0.533 , "BZBJ1135+3200 "
1470 , "BZBJ1135+6609 " , 173.84879 , 66.16139 , "134.55" , "49.21" , "0 " , 18.9 , "BL Lac" , 63 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.533 , "GB6J1135+6610 "
1471 , "BZQJ1135-0428 " , 173.9925 , -4.47458 , "270.09" , "53.51" , "0.273? " , 16.8 , "QSO RLoud flat radio sp." , 200 , 568.9 , 0 , "? " , ". " , ". " , 0 , 0 , 0.522 , "CGRaBSJ1135-0428"
1472 , "BZBJ1136+7009 " , 174.11004 , 70.15758 , "131.91" , "45.64" , "0.045 " , 11 , "BL Lac" , 327 , 0 , 35.1 , ". " , "gp " , ". " , 8.21e-10 , 1.74 , 0.051 , "S5 1133+704 "
1473 , "BZBJ1136+6737 " , 174.12533 , 67.61789 , "133.45" , "47.95" , "0.136 " , 15.3 , "BL Lac" , 45 , 0 , 14.8 , ". " , "g " , ". " , 4.17e-10 , 1.68 , 0.259 , "RXJ11365+6737 "
1474 , "BZBJ1136+1601 " , 174.07287 , 16.03142 , "241.58" , "69.34" , "0.574? " , 19.5 , "BL Lac" , 17 , 0 , 0.31 , "? " , ". " , ". " , 0 , 0 , 0.501 , "MS1133.7+1618 "
1475 , "BZQJ1136+3407 " , 174.11396 , 34.12764 , "184.86" , "72.45" , "1.332 " , 19.3 , "QSO RLoud flat radio sp." , 136 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.682 , "CRATESJ113626+34"
1476 , "BZQJ1136-0330 " , 174.10242 , -3.50819 , "269.46" , "54.41" , "1.643 " , 18.7 , "QSO RLoud flat radio sp." , 163 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.667 , "PKSB1133-032 "
1477 , "BZBJ1136+2550 " , 174.20875 , 25.84786 , "213.09" , "73.27" , "0.156 " , 15.7 , "BL Lac" , 16 , 0 , 0.47 , ". " , "g " , ". " , 4.95e-10 , 1.44 , 0.182 , "1RXS J113650.1+2"
1478 , "BZBJ1137-1710 " , 174.47967 , -17.17528 , "278.92" , "42.24" , "0.6 " , 19 , "BL Lac" , 5 , 0 , 2.18 , ". " , ". " , ". " , 0 , 0 , 0.323 , "1RXS J113755.4-1"
1479 , "BZBJ1138+4113 " , 174.55062 , 41.23133 , "165.08" , "69.38" , "0.574? " , 19.1 , "BL Lac" , 24 , 0 , 0 , "? " , ". " , ". " , 0 , 0 , 0.478 , "SDSSJ113812.15+4"
1480 , "BZQJ1138+4745 " , 174.58808 , 47.75428 , "152.75" , "64.92" , "0.77 " , 19.4 , "QSO RLoud flat radio sp." , 305 , 0 , 0.29 , ". " , ". " , ". " , 0 , 0 , 0.748 , "CRATESJ113821+47"
1481 , "BZQJ1139-1552 " , 174.87325 , -15.88103 , "278.72" , "43.58" , "2.625 " , 19.6 , "QSO RLoud flat radio sp." , 273 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.756 , "PKS 1136-156 "
1482 , "BZBJ1140+1528 " , 175.09783 , 15.46936 , "244.57" , "69.79" , "0.244 " , 17.5 , "BL Lac" , 70 , 0 , 4.75 , ". " , ". " , ". " , 0 , 0 , 0.492 , "1RXS J114023.5+1"
1483 , "BZQJ1140+4622 " , 175.19962 , 46.36803 , "154.22" , "66.23" , "0.115 " , 14.5 , "QSO RLoud flat radio sp." , 98 , 0 , 1.82 , ". " , "g " , ". " , 0 , 0 , 0.216 , "Q 1138+4638 "
1484 , "BZUJ1142+1547 " , 175.53221 , 15.79839 , "244.57" , "70.32" , "0.299 " , 20.6 , "Blazar Uncertain type" , 334 , 0 , 0 , ". " , ". " , ". " , 6.72e-10 , 2.07 , 0.795 , "GB6B1139+1604 "
1485 , "BZBJ1143+7304 " , 175.76971 , 73.06925 , "129.66" , "43.15" , "0.123 " , 15.9 , "BL Lac Candidate" , 48 , 0 , 0 , ". " , "g " , ". " , 0 , 0 , 0.33 , "GB6B1140+7320 "
1486 , "BZBJ1143+6122 " , 175.80042 , 61.36975 , "136.73" , "53.89" , "0 " , 16.6 , "BL Lac" , 83 , 0 , 0.16 , ". " , ". " , ". " , 4.67e-10 , 2.07 , 0.403 , "GB6B1140+6138 "
1487 , "BZQJ1143+1843 " , 175.77513 , 18.72856 , "237.47" , "72.19" , "0.374 " , 16.9 , "QSO RLoud flat radio sp." , 57 , 0 , 1.26 , ". " , ". " , ". " , 0 , 0 , 0.405 , "1RXS J114305.9+1"
1488 , "BZQJ1143+6633 " , 175.92333 , 66.55867 , "133.14" , "49.2" , "2.328 " , 18.7 , "QSO RLoud flat radio sp." , 132 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.63 , "BZQJ1143+6633 "
1489 , "BZBJ1143+5102 " , 175.99 , 51.04358 , "146.52" , "62.88" , "0 " , 19.9 , "BL Lac" , 37 , 0 , 0.28 , ". " , ". " , ". " , 0 , 0 , 0.68 , "1RXS J114358.9+5"
1490 , "BZQJ1145+0455 " , 176.33883 , 4.92408 , "264.66" , "62.77" , "1.342 " , 19.3 , "QSO RLoud flat radio sp." , 666 , 0 , 0.24 , ". " , ". " , ". " , 0 , 0 , 0.807 , "PKS 1142+052 "
1491 , "BZQJ1145-2250 " , 176.34187 , -22.84203 , "283.63" , "37.53" , "1.141 " , 20.1 , "QSO RLoud flat radio sp." , 653 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.884 , "PKS 1142-225 "
1492 , "BZBJ1145-0340 " , 176.39629 , -3.66714 , "273.1" , "55.34" , "0.167 " , 16.2 , "BL Lac" , 18 , 0 , 4.1 , ". " , "g " , ". " , 0 , 0 , 0.246 , "1RXS J114535.8-0"
1493 , "BZQJ1146-2447 " , 176.53375 , -24.79247 , "284.6" , "35.74" , "1.94 " , 17 , "QSO RLoud flat radio sp." , 1434 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.69 , "PKS 1143-245 "
1494 , "BZQJ1146+5848 " , 176.61212 , 58.80953 , "138.09" , "56.36" , "1.982 " , 19.9 , "QSO RLoud flat radio sp." , 372 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.819 , "CRATESJ114624+58"
1495 , "BZQJ1146-2859 " , 176.60913 , -28.98847 , "286.2" , "31.76" , "0.45 " , 18.3 , "QSO RLoud flat radio sp." , 288 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.642 , "PKS 1143-287 "
1496 , "BZQJ1146+5356 " , 176.68417 , 53.94531 , "142.48" , "60.66" , "2.201 " , 19.4 , "QSO RLoud flat radio sp." , 367 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.776 , "S4 1144+54 "
1497 , "BZQJ1146+3958 " , 176.74292 , 39.97619 , "164.95" , "71.47" , "1.089 " , 18.6 , "QSO RLoud flat radio sp." , 331 , 592.2 , 0 , ". " , ". " , ". " , 1.68e-9 , 2.35 , 0.735 , "S41144+402 "
1498 , "BZBJ1147-3812 " , 176.75571 , -38.20306 , "289.23" , "22.94" , "1.048? " , 15.7 , "BL Lac" , 1804 , 1072.1 , 0.91 , "? " , ". " , ". " , 1.17e-9 , 2.31 , 0.523 , "PKS1144-379 "
1499 , "BZUJ1147+3501 " , 176.84221 , 35.01875 , "179.04" , "74.2" , "0.063 " , 11.2 , "Blazar Uncertain type" , 637 , 0 , 0.39 , ". " , "g " , ". " , 0 , 0 , 0.141 , "1RXS J114723.2+3"
1500 , "BZQJ1147-6753 " , 176.889 , -67.89486 , "296.95" , "-5.77" , "0.21 " , 16.6 , "QSO RLoud flat radio sp." , 780 , 997.9 , 0.5 , ". " , ". " , ". " , 0 , 0 , 0.569 , "MC4 1145-676 "
1501 , "BZQJ1147-0724 " , 176.96479 , -7.41142 , "276.64" , "52.18" , "1.342 " , 18.3 , "QSO RLoud flat radio sp." , 740 , 0 , 0.34 , ". " , ". " , ". " , 1.27e-9 , 2.3 , 0.744 , "Q 1145-071B "
1502 , "BZBJ1147+2205 " , 176.97975 , 22.09492 , "228.71" , "74.72" , "0.276 " , 19.5 , "BL Lac" , 4 , 0 , 1.94 , ". " , ". " , ". " , 0 , 0 , 0.45 , "1RXS J114754.9+2"
1503 , "BZQJ1148+5654 " , 177.01325 , 56.90317 , "139.34" , "58.16" , "0.451 " , 18 , "QSO RLoud flat radio sp." , 66 , 0 , 0.62 , ". " , ". " , ". " , 0 , 0 , 0.496 , "1RXS J114804.1+5"
1504 , "BZQJ1147+2635 " , 176.999 , 26.59508 , "211.48" , "75.85" , "0.867 " , 17.2 , "QSO RLoud flat radio sp." , 342 , 0 , 0.47 , ". " , ". " , ". " , 0 , 0 , 0.604 , "RX J11479+2635 "
1505 , "BZBJ1148+1840 " , 177.15738 , 18.66917 , "239.99" , "73.26" , "0 " , 19.9 , "BL Lac" , 460 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.87 , "GB6B1146+1856 "
1506 , "BZUJ1148+5924 " , 177.20983 , 59.41567 , "137.12" , "55.95" , "0.011 " , 11.5 , "Blazar Uncertain type" , 481 , 0 , 0 , ". " , "g " , ". " , 0 , 0 , 0.272 , "S41146+596 "
1507 , "BZQJ1148+5254 " , 177.23571 , 52.90703 , "142.98" , "61.72" , "1.632 " , 15.8 , "QSO RLoud flat radio sp." , 93 , 0 , 0.15 , ". " , ". " , ". " , 0 , 0 , 0.393 , "S4 1146+53 "
1508 , "BZQJ1148-0404 " , 177.23283 , -4.06933 , "274.73" , "55.34" , "0.34 " , 15.4 , "QSO RLoud flat radio sp." , 175 , 0 , 1.15 , ". " , ". " , ". " , 0 , 0 , 0.458 , "PKS 1146-037 "
1509 , "BZBJ1149+6243 " , 177.35892 , 62.72569 , "134.66" , "52.96" , "0 " , 18.9 , "BL Lac" , 19 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.466 , "BZBJ1149+6243 "
1510 , "BZBJ1149+2439 " , 177.37625 , 24.6575 , "219.53" , "75.86" , "0.402 " , 18.1 , "BL Lac" , 28 , 0 , 5.52 , ". " , ". " , ". " , 0 , 0 , 0.414 , "EXO1146.9+2455 "
1511 , "BZBJ1149+1035 " , 177.48196 , 10.58558 , "258.8" , "68.01" , "0 " , 19.3 , "BL Lac" , 11 , 0 , 0.13 , ". " , ". " , ". " , 0 , 0 , 0.479 , "SDSSJ114955.67+1"
1512 , "BZUJ1150+5528 " , 177.50033 , 55.47261 , "140.16" , "59.55" , "0.139 " , 14.3 , "Blazar Uncertain type" , 153 , 0 , 0 , ". " , "g " , ". " , 0 , 0 , 0.216 , "GB6J1149+5528 "
1513 , "BZQJ1150+4332 " , 177.56917 , 43.53497 , "155.95" , "69.46" , "3.037 " , 19.8 , "QSO RLoud flat radio sp." , 188 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.742 , "GB6J1150+4332 "
1514 , "BZBJ1150+2417 " , 177.58004 , 24.29828 , "221.15" , "75.95" , "0 " , 16.2 , "BL Lac" , 798 , 355.4 , 0.3 , ". " , ". " , ". " , 9.51e-10 , 2.19 , 0.535 , "B2 1147+245 "
1515 , "BZQJ1150+0156 " , 177.60329 , 1.93897 , "270.22" , "60.87" , "0.706 " , 19.3 , "QSO RLoud flat radio sp." , 153 , 0 , 0.17 , ". " , ". " , ". " , 0 , 0 , 0.666 , "1RXS J115025.2+0"
