_id , 1whsp_name , other_name , BZcat_name , RA , Dec , WISE magnitudes , WISE mag2 , WISE mag3 , NVSS/FIRSTflux density , Redshift , Log(νpeak) , Log(peak flux) , γ-ray counterpart , Blazar type , Fermi γ-ray slope , TEV FOM, LII, BII
759 , "1WHSP J161204.86-043815" , "SHBLJ16120-0438 " , "5BZBJ1612-0438 " , 243.02029 , -4.63761 , 0 , 15.1 , 0 , 4.3 , " > 0.7" , 17.4 , -12.1 , " -- " , "Sedentary but not 1WHSP" , " -- " , 0.16 , "7.54" , "32.1"
760 , "1WHSP J161239.43+415207" , "B31610+419 " , " -- " , 243.16433 , 41.86881 , 0 , 14.5 , 0 , 53.6 , 0 , 16 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "66.28" , "46.68"
761 , "1WHSP J161624.25-065732" , " - " , " -- " , 244.10108 , -6.95892 , 0 , 14.4 , 0 , 3.5 , 0 , 15.9 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "6.11" , "29.85"
762 , "1WHSP J161632.92+375603" , "SHBLJ161633.4+37555 " , "5BZGJ1616+3756 " , 244.13717 , 37.93433 , 0 , 14.3 , 0 , 4.6 , 0.2 , ">17" , ">-12" , " -- " , "Sedentary but not 1WHSP" , " -- " , 0.2 , "60.56" , "46"
763 , "1WHSP J161639.07+613157" , " - " , " -- " , 244.16283 , 61.53264 , 0 , 14.5 , 0 , 23.2 , 0 , 16.3 , -12.6 , " -- " , "Candidate blazar" , " -- " , 0.05 , "93.01" , "41.76"
764 , "1WHSP J161731.88+824106" , " - " , " -- " , 244.38287 , 82.68508 , 0 , 15.2 , 0 , 12.3 , 0 , 15.2 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "116.21" , "31.52"
765 , "1WHSP J161737.75-104734" , "1RXSJ161738.3-10474 " , " -- " , 244.40733 , -10.79283 , 0 , 14.1 , 0 , 7.1 , 0 , 15.6 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "2.87" , "27.27"
766 , "1WHSP J161757.9+602416" , "1RXSJ161758.8+60242 " , " -- " , 244.49129 , 60.40461 , 0 , 16 , 0 , 14.3 , 0 , 15.7 , -13 , " -- " , "Candidate blazar" , " -- " , 0.02 , "91.52" , "42.01"
767 , "1WHSP J161921.66+760508" , " - " , " -- " , 244.84029 , 76.08581 , 0 , 15 , 0 , 11.3 , 0 , 15 , -13 , " -- " , "Candidate blazar" , " -- " , 0.02 , "109.55" , "35.06"
768 , "1WHSP J162044.35+343511" , "1RXSJ162044.0+34350 " , " -- " , 245.18483 , 34.58642 , 0 , 14.2 , 0 , 9.5 , 0.36 , 16.4 , -12.5 , " -- " , "New blazar" , " -- " , 0.06 , "55.86" , "44.96"
769 , "1WHSP J162115.21-003140" , "1RXSJ162115.1-003138" , "5BZBJ1621-0031 " , 245.31338 , -0.52783 , 0 , 14.2 , 0 , 12.9 , " > 0.52" , 16 , -12.2 , " -- " , "Known blazar " , " -- " , 0.13 , "13.09" , "32.55"
770 , "1WHSP J162259.26+440142" , "BZBJ1622+4401 " , "5BZBJ1622+4401 " , 245.74692 , 44.02858 , 0 , 14.2 , 0 , 8 , " > 0.5" , 15.8 , -12.2 , " -- " , "Known blazar " , " -- " , 0.13 , "69.2" , "44.67"
771 , "1WHSP J162330.55+085724" , "1RXSJ162331.2+085731" , " -- " , 245.87733 , 8.95675 , 0 , 14.3 , 0 , 1.5 , "0.53?" , ">17.5" , ">-12.1" , " -- " , "New blazar" , " -- " , 0.16 , "23.4" , "36.85"
772 , "1WHSP J162332.31+284129" , "BZBJ1623+2841 " , "5BZBJ1623+2841 " , 245.88463 , 28.69147 , 0 , 14.3 , 0 , 4.9 , " > 0.7" , 15.3 , -12.3 , " -- " , "Known blazar " , " -- " , 0.1 , "47.84" , "43.51"
773 , "1WHSP J162625.86+351341" , "SDSSJ162625.85+35134" , "5BZBJ1626+3513 " , 246.60775 , 35.22819 , 0 , 13.4 , 0 , 24.9 , " > 0.49" , 16 , -12 , "3FGL J1626.1+3512 " , "Known blazar " , "1.7+/-0.23" , 0.2 , "56.91" , "43.86"
774 , "1WHSP J162642.81+080314" , " - " , " -- " , 246.67838 , 8.05411 , 0 , 14 , 0 , 18.2 , 0.25 , 16.5 , -12.7 , " -- " , "New blazar" , " -- " , 0.04 , "22.86" , "35.73"
775 , "1WHSP J162646.04+630048" , "1RXSJ162645.0+630047" , " -- " , 246.69187 , 63.0135 , 0 , 13.4 , 0 , 15.4 , 0 , 16.6 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "94.29" , "40.14"
776 , "1WHSP J162839.02+252756" , "SDSSJ162839.03+25275" , "5BZGJ1628+2527 " , 247.16262 , 25.46558 , 0 , 13.1 , 0 , 72.9 , 0.22 , 16 , -12 , " -- " , "Known blazar " , " -- " , 0.2 , "43.92" , "41.67"
777 , "1WHSP J163119.72+102404" , " - " , " -- " , 247.83217 , 10.40119 , 0 , 14.1 , 0 , 11.2 , 0 , 16.2 , -12.8 , " -- " , "Candidate blazar" , " -- " , 0.03 , "26.08" , "35.78"
778 , "1WHSP J163124.71+421702" , "SHBLJ163124.7+42165 " , "5BZBJ1631+4217 " , 247.85296 , 42.284 , 0 , 14.7 , 0 , 7.5 , 0.47 , 16.5 , -12.2 , " -- " , "Sedentary but not 1WHSP" , " -- " , 0.13 , "66.7" , "43.19"
779 , "1WHSP J163309.07+700550" , " - " , " -- " , 248.28783 , 70.09739 , 0 , 15.4 , 0 , 6.8 , 0 , 15.9 , -12.8 , " -- " , "Candidate blazar" , " -- " , 0.03 , "102.4" , "36.91"
780 , "1WHSP J163516.92+371228" , "1RXSJ163517.2+37123 " , " -- " , 248.8205 , 37.20783 , 0 , 13.5 , 0 , 4.2 , 0.182 , 15.7 , -12.2 , " -- " , "New blazar" , " -- " , 0.13 , "59.83" , "42.26"
781 , "1WHSP J163559.4+183158" , " - " , " -- " , 248.99754 , 18.53281 , 0 , 13.4 , 0 , 18.1 , 0 , "16.4?" , "-12.5?" , " -- " , "Candidate blazar" , " -- " , 0.06 , "35.98" , "37.96"
782 , "1WHSP J163658.42-124836" , "SHBLJ16369-1248 " , "5BZBJ1636-1248 " , 249.24342 , -12.81014 , 0 , 13.5 , 0 , 26.3 , 0.24 , ">17" , ">-11.7" , " -- " , "Known blazar " , " -- " , 0.4 , "4.29" , "22.29"
783 , "1WHSP J163801.63+732615" , "1RXSJ163801.6+73261 " , "5BZBJ1638+7326 " , 249.50683 , 73.43772 , 0 , 14.7 , 0 , 6 , 0 , 16.1 , -12.2 , "3FGL J1637.8+7325 " , "Known blazar " , "1.9+/-0.23" , 0.13 , "105.98" , "35.2"
784 , "1WHSP J164014.94+685234" , "1RXSJ164016.1+68523 " , " -- " , 250.06225 , 68.87614 , 0 , 14 , 0 , 8.3 , 0 , 15.8 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "100.7" , "36.8"
785 , "1WHSP J164213.92+654308" , " - " , " -- " , 250.55804 , 65.71903 , 0 , 15 , 0 , 18.9 , 0 , 15.8 , -12.6 , " -- " , "Candidate blazar" , " -- " , 0.05 , "96.88" , "37.67"
786 , "1WHSP J164220.32+221143" , "ROXAJ164220.3+221143" , "5BZBJ1642+2211 " , 250.58467 , 22.1955 , 0 , 14 , 0 , 15.5 , 0.592 , 16.5 , -12 , " -- " , "Known blazar " , " -- " , 0.2 , "40.98" , "37.75"
787 , "1WHSP J164328.91-064619" , "1FGL_J1643.5-0646 " , "5BZGJ1643-0646 " , 250.8705 , -6.77208 , 0 , 12.5 , 0 , 28.8 , 0.082 , 15.3 , -12 , "3FGL J1643.6-0642 " , "Known blazar " , "2.1+/-0.17" , 0.2 , "10.66" , "24.48"
788 , "1WHSP J164345.67-111925" , "1RXSJ164345.3-11193 " , " -- " , 250.94033 , -11.32369 , 0 , 14.3 , 0 , 18.3 , 0 , "15.5?" , "-12.5?" , " -- " , "Candidate blazar" , " -- " , 0.06 , "6.64" , "21.82"
789 , "1WHSP J164419.99+454644" , "1642+4552 " , "5BZGJ1644+4546 " , 251.08333 , 45.77892 , 0 , 13 , 0 , 183.6 , 0.224 , 16.3 , -12 , " -- " , "Known blazar " , " -- " , 0.2 , "71.35" , "40.81"
790 , "1WHSP J164549.6+792129" , "1RXSJ164550.2+792129" , " -- " , 251.45667 , 79.35814 , 0 , 12.9 , 0 , 50.6 , 0 , "17.6?" , "-12?" , " -- " , "Candidate blazar" , " -- " , 0.2 , "112.18" , "32.26"
791 , "1WHSP J164721.52-865015" , " - " , " -- " , 251.83967 , -86.83761 , 0 , 15.1 , 0 , 29.8 , 0 , ">16" , ">-12.1" , " -- " , "Candidate blazar" , " -- " , 0.16 , "305.93" , "-25.47"
792 , "1WHSP J164845.18+800512" , "1RXSJ164843.5+800506" , " -- " , 252.18829 , 80.08689 , 0 , 13.4 , 0 , 4 , 0 , 16.3 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "112.89" , "31.82"
793 , "1WHSP J165139.95+721824" , "BZBJ1651+7218 " , "5BZBJ1651+7218 " , 252.91646 , 72.30689 , 0 , 13.1 , 0 , 21.4 , 0 , 16.2 , -12.1 , "3FGL J1651.6+7219 " , "Known blazar " , "1.8+/-0.19" , 0.16 , "104.24" , "34.71"
794 , "1WHSP J165220.19+444923" , " - " , " -- " , 253.08413 , 44.82322 , 0 , 14.2 , 0 , 3.5 , 0 , 16.7 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "70.09" , "39.41"
795 , "1WHSP J165221.16+493253" , "BZUJ1652+4932 " , "5BZUJ1652+4932 " , 253.08817 , 49.54817 , 0 , 13.9 , 0 , 40.4 , 0 , 17 , -12.2 , " -- " , "Known blazar " , " -- " , 0.13 , "76.21" , "39.32"
796 , "1WHSP J165249.91+402310" , "RGBJ1652+403 " , "5BZBJ1652+4023 " , 253.208 , 40.38617 , 0 , 13.7 , 0 , 19.1 , " > 0.31" , 15.5 , -12.5 , " -- " , "Known blazar " , " -- " , 0.06 , "64.37" , "39.11"
797 , "1WHSP J165312.22+761726" , "1RXSJ165310.7+76173 " , " -- " , 253.30092 , 76.29061 , 0 , 13.4 , 0 , 58.7 , 0 , 15.2 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "108.67" , "33.16"
798 , "1WHSP J165352.21+394536" , "1WGAJ1653.8+3945 " , "5BZBJ1653+3945 " , 253.46758 , 39.76014 , 0 , 9.3 , 0 , 1558.6 , 0.03 , 17.9 , -10.2 , "3FGL J1653.9+3945 " , "WISE extended" , "1.7+/-0.02" , 12.6 , "63.59" , "38.86"
799 , "1WHSP J165504.18+660100" , " - " , " -- " , 253.76742 , 66.01683 , 0 , 14.9 , 0 , 6.8 , 0 , "15.5?" , "-13?" , " -- " , "Candidate blazar" , " -- " , 0.02 , "96.76" , "36.33"
800 , "1WHSP J170238.53+311543" , "ROXAJ170238.5+311543" , "5BZBJ1702+3115 " , 255.66058 , 31.26214 , 0 , 14.1 , 0 , 6.8 , " > 0.47" , 15.4 , -12.3 , "3FGL J1702.6+3116 " , "Known blazar " , "1.4+/-0.15" , 0.1 , "53.39" , "35.75"
801 , "1WHSP J170550.22+641826" , " - " , " -- " , 256.45925 , 64.30736 , 0 , 15.2 , 0 , 4.2 , 0 , 15 , -13 , " -- " , "Candidate blazar" , " -- " , 0.02 , "94.39" , "35.62"
802 , "1WHSP J170622.74+063847" , " - " , " -- " , 256.59479 , 6.64653 , 0 , 14.2 , 0 , 44.4 , 0 , 15.5 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "26.68" , "26.35"
803 , "1WHSP J170941.63+623918" , "1RXSJ170941.6+62392 " , " -- " , 257.42346 , 62.65508 , 0 , 15.4 , 0 , 1.2 , 0 , "15?" , "-13?" , " -- " , "Candidate blazar" , " -- " , 0.02 , "92.3" , "35.49"
804 , "1WHSP J171105.88+120812" , "1RXSJ171106.3+12080 " , " -- " , 257.77454 , 12.13694 , 0 , 14.4 , 0 , 38.3 , 0 , 15.6 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "32.8" , "27.69"
805 , "1WHSP J171108.69+024404" , "1RXSJ171108.2+024406" , " -- " , 257.78621 , 2.73467 , 0 , 14.1 , 0 , 17.7 , 0 , 16.4 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "23.48" , "23.48"
806 , "1WHSP J171116.64+572518" , "1RXSJ171116.3+572511" , " -- " , 257.81937 , 57.42169 , 0 , 14.7 , 0 , 5.9 , 0 , 16.2 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "85.87" , "35.95"
807 , "1WHSP J171419.79+371612" , " - " , " -- " , 258.58246 , 37.27006 , 0 , 14.6 , 0 , 16.2 , 0 , 16.1 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "61.17" , "34.56"
808 , "1WHSP J171512.21+030935" , "1RXSJ171511.5+030941" , " -- " , 258.80088 , 3.15994 , 0 , 13.2 , 0 , 163.4 , 0 , "16.6?" , "-11.4?" , " -- " , "Candidate blazar" , " -- " , 0.79 , "24.41" , "22.79"
809 , "1WHSP J171531.49+205935" , "PGC1640418 " , " -- " , 258.88121 , 20.99317 , 0 , 13.2 , 0 , 26.6 , 0 , 16.9 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "42.63" , "30.06"
810 , "1WHSP J171553.29+884415" , " - " , " -- " , 258.97208 , 88.73758 , 0 , 14.6 , 0 , 12 , 0 , 16.2 , -12.3 , "3FGL J1711.6+8846 " , "Candidate blazar" , "1.6+/-0.18" , 0.1 , "121.62" , "27.63"
811 , "1WHSP J171841.41+360522" , " - " , " -- " , 259.67258 , 36.08961 , 0 , 13.8 , 0 , 13.6 , 0.35 , 16.2 , -12.7 , " -- " , "New blazar" , " -- " , 0.04 , "59.97" , "33.48"
812 , "1WHSP J171921.49+120721" , "1RXSJ171921.2+12071 " , " -- " , 259.83958 , 12.12275 , 0 , 13.4 , 0 , 57.6 , 0 , 15.3 , -12.3 , "3FGL J1719.3+1206 " , "Candidate blazar" , "2.1+/-0.18" , 0.1 , "33.73" , "25.85"
813 , "1WHSP J172447.11+320210" , "PGC1977061 " , " -- " , 261.19633 , 32.03633 , 0 , 13.8 , 0 , 36.2 , 0.2 , 15.7 , -12.5 , " -- " , "New blazar" , " -- " , 0.06 , "55.62" , "31.35"
814 , "1WHSP J172504.33+115215" , "1RXSJ172504.4+115218" , "5BZBJ1725+1152 " , 261.26808 , 11.87097 , 0 , 10.8 , 0 , 120.9 , " > 0.18" , 15.5 , -11 , "3FGL J1725.0+1152 " , "Known blazar " , "1.9+/-0.05" , 2 , "34.11" , "24.47"
815 , "1WHSP J172818.62+501310" , "2E1727.0+5015 " , "5BZBJ1728+5013 " , 262.07762 , 50.21958 , 0 , 11.4 , 0 , 201.2 , 0.055 , 16.5 , -11.1 , "3FGL J1728.3+5013 " , "Known blazar " , "2+/-0.06" , 1.58 , "77.06" , "33.53"
816 , "1WHSP J172918.77+525559" , "1RXSJ172918.8+525559" , "5BZBJ1729+5255 " , 262.32821 , 52.93311 , 0 , 13.5 , 0 , 16.2 , "0.349?" , 16.1 , -11.9 , " -- " , "Known blazar " , " -- " , 0.25 , "80.32" , "33.5"
817 , "1WHSP J173044.79+380454" , "1RXSJ173044.2+38045 " , " -- " , 262.68663 , 38.08192 , 0 , 13.5 , 0 , 7.3 , 0 , 15.5 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "62.84" , "31.52"
818 , "1WHSP J173328.96+451950" , "BZBJ1733+4519 " , "5BZGJ1733+4519 " , 263.37067 , 45.33069 , 0 , 13.9 , 0 , 34.9 , 0.317 , 16.1 , -12.5 , " -- " , "Known blazar " , " -- " , 0.06 , "71.36" , "32.21"
819 , "1WHSP J173605.25+203301" , "2FGLJ1735.9+2033 " , "5BZBJ1736+2033 " , 264.02188 , 20.55031 , 0 , 13.3 , 0 , 24.8 , 0 , 16.3 , -11.5 , "3FGL J1736.0+2033 " , "Known blazar " , "1.7+/-0.1" , 0.63 , "44.07" , "25.41"
820 , "1WHSP J173725.78+712358" , "1RXSJ173725.6+712355" , " -- " , 264.35742 , 71.39958 , 0 , 14.7 , 0 , 14.5 , 0 , 17 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "102.15" , "31.48"
821 , "1WHSP J173730.78+324319" , "1RXSJ173730.1+32432 " , " -- " , 264.37825 , 32.72211 , 0 , 14 , 0 , 4.6 , 0 , ">16" , ">-12.7" , " -- " , "Candidate blazar" , " -- " , 0.04 , "57.18" , "28.93"
822 , "1WHSP J174017.38+432450" , "1RXSJ174016.6+43245 " , " -- " , 265.07242 , 43.41389 , 0 , 14.8 , 0 , 6.7 , 0 , 17.3 , -12.8 , " -- " , "Candidate blazar" , " -- " , 0.03 , "69.35" , "30.72"
823 , "1WHSP J174108.97-733814" , " - " , " -- " , 265.28738 , -73.63736 , 0 , 14.1 , 0 , 9.9 , 0 , 16.4 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "319.67" , "-21.22"
824 , "1WHSP J174357.83+193509" , "1ES1741+196 " , "5BZGJ1743+1935 " , 265.991 , 19.58592 , 0 , 11.2 , 0 , 309.1 , 0.08 , 17.9 , -11.2 , "3FGL J1743.9+1934 " , "WISE extended" , "1.8+/-0.11" , 1.26 , "43.83" , "23.33"
825 , "1WHSP J174419.79+185218" , "1RXSJ174420.1+18521 " , " -- " , 266.0825 , 18.87167 , 0 , 14 , 0 , 12.8 , 0 , 15.3 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "43.15" , "22.99"
826 , "1WHSP J174702.51+493801" , "SHBLJ174702.0+49380 " , "5BZBJ1747+4937 " , 266.76046 , 49.63378 , 0 , 14.6 , 0 , 7.9 , "0.46?" , "17.8?" , "-12.1?" , " -- " , "Known blazar " , " -- " , 0.16 , "76.7" , "30.48"
827 , "1WHSP J175052.73+550750" , " - " , " -- " , 267.71971 , 55.13072 , 0 , 14.7 , 0 , 11.4 , 0 , 15.6 , -12.6 , " -- " , "Candidate blazar" , " -- " , 0.05 , "83.12" , "30.46"
828 , "1WHSP J175156.84+655117" , "1RXSJ175157.7+65512 " , " -- " , 267.98687 , 65.85486 , 0 , 14.1 , 0 , 40.6 , 0 , 15.7 , -12.6 , " -- " , "Candidate blazar" , " -- " , 0.05 , "95.57" , "30.63"
829 , "1WHSP J175600.68+332924" , "1RXSJ175600.4+33291 " , " -- " , 269.00287 , 33.49003 , 0 , 14.7 , 0 , 21.2 , 0 , 15.4 , -12.9 , " -- " , "Candidate blazar" , " -- " , 0.03 , "59.22" , "25.42"
830 , "1WHSP J175615.9+552218" , "SHBLJ175615.5+55221 " , "5BZBJ1756+5522 " , 269.06625 , 55.37167 , 0 , 13.2 , 0 , 16.9 , " > 0.47" , 16.8 , -11.2 , "3FGL J1756.3+5523 " , "Known blazar " , "2+/-0.13" , 1.26 , "83.47" , "29.72"
831 , "1WHSP J175713.07+703337" , "SHBLJ175712.8+70333 " , "5BZBJ1757+7033 " , 269.30446 , 70.5605 , 0 , 13.7 , 0 , 10.9 , 0.407 , 16.4 , -11.5 , "3FGL J1756.9+7032 " , "Known blazar " , "1.7+/-0.24" , 0.63 , "101" , "29.96"
832 , "1WHSP J175949.19+703718" , "BZBJ1759+7037 " , "5BZBJ1759+7037 " , 269.955 , 70.62194 , 0 , 14.4 , 0 , 11.5 , 0 , 17.1 , -12.1 , " -- " , "Known blazar " , " -- " , 0.16 , "101.06" , "29.74"
833 , "1WHSP J180002.04+281045" , "1RXSJ180002.3+281042" , " -- " , 270.0085 , 28.17936 , 0 , 14.1 , 0 , 9 , 0 , 16.4 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "53.98" , "22.94"
834 , "1WHSP J180354.31+654825" , "GB6B1803+6548 " , "5BZBJ1803+6548 " , 270.97633 , 65.80697 , 0 , 14.5 , 0 , 40.3 , "0.085?" , 16 , -12.7 , " -- " , "Known blazar " , " -- " , 0.04 , "95.52" , "29.41"
835 , "1WHSP J180409.3+562122" , "1RXSJ180410.1+56212 " , " -- " , 271.03879 , 56.35619 , 0 , 15.4 , 0 , 4.5 , 0 , 17.1 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "84.73" , "28.72"
836 , "1WHSP J180432.31+614120" , "1RXSJ180432.2+61411 " , " -- " , 271.13463 , 61.68908 , 0 , 14.9 , 0 , 3.8 , 0 , 15.1 , -12.9 , " -- " , "Candidate blazar" , " -- " , 0.03 , "90.8" , "29.15"
837 , "1WHSP J180451.38+322026" , "1RXSJ180451.0+32202 " , " -- " , 271.21412 , 32.34064 , 0 , 14.2 , 0 , 10.6 , 0 , 16 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "58.63" , "23.31"
838 , "1WHSP J181403.42+382810" , "1RXSJ181403.6+382804" , " -- " , 273.51429 , 38.4695 , 0 , 14.4 , 0 , 7 , 0 , 15.9 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "65.61" , "23.38"
839 , "1WHSP J182020.98+362343" , "1RXSJ182021.1+36235 " , " -- " , 275.08742 , 36.39531 , 0 , 13.9 , 0 , 13.9 , 0 , 16.3 , -12.1 , "3FGL J1820.3+3625 " , "Candidate blazar" , "1.8+/-0.2" , 0.16 , "63.89" , "21.55"
840 , "1WHSP J182419.02+430949" , "1RXSJ182418.7+430954" , " -- " , 276.07929 , 43.16375 , 0 , 14 , 0 , 33.7 , 0 , "17.6?" , "-11.9?" , "3FGL J1824.4+4310 " , "Candidate blazar" , "1.7+/-0.21" , 0.25 , "71.11" , "22.86"
841 , "1WHSP J182531.97+601922" , "1RXSJ182532.6+60192 " , " -- " , 276.38325 , 60.32278 , 0 , 15 , 0 , 5.2 , 0 , ">15" , ">-12.6" , " -- " , "Candidate blazar" , " -- " , 0.05 , "89.59" , "26.48"
842 , "1WHSP J182833.54-592054" , "1RXSJ182832.0-592055" , " -- " , 277.13979 , -59.34853 , 0 , 14.8 , 0 , 7.3 , 0 , "17.6?" , "-11.9?" , " -- " , "Candidate blazar" , " -- " , 0.25 , "335.67" , "-20.31"
843 , "1WHSP J183141.0+422130" , " - " , " -- " , 277.92087 , 42.35836 , 0 , 15.6 , 0 , 11.4 , 0 , 15.4 , -13 , " -- " , "Candidate blazar" , " -- " , 0.02 , "70.71" , "21.33"
844 , "1WHSP J183200.97+382137" , "PGC2124822 " , " -- " , 278.00408 , 38.36028 , 0 , 13.2 , 0 , 36.8 , 0 , "15.4?" , "-12.3?" , " -- " , "Candidate blazar" , " -- " , 0.1 , "66.68" , "20"
845 , "1WHSP J183806.73-600032" , " - " , " -- " , 279.52808 , -60.00892 , 0 , 13 , 0 , 79.6 , 0 , 15.5 , -12.1 , "3FGL J1838.5-6006 " , "Candidate blazar" , "1.9+/-0.14" , 0.16 , "335.4" , "-21.67"
846 , "1WHSP J183820.64-602522" , "1RXSJ183821.0-602519" , " -- " , 279.586 , -60.42289 , 0 , 12.2 , 0 , 42.4 , 0.121 , "15.9?" , "-12?" , " -- " , "New blazar" , " -- " , 0.2 , "334.98" , "-21.81"
847 , "1WHSP J183849.14+480234" , "1RXSJ183849.4+480236" , "5BZBJ1838+4802 " , 279.70479 , 48.04289 , 0 , 12.2 , 0 , 30.2 , "0.3?" , 15.8 , -11.1 , "3FGL J1838.8+4802 " , "Known blazar " , "1.8+/-0.06" , 1.58 , "76.94" , "21.83"
848 , "1WHSP J184120.3+590608" , "1WGAJ1841.3+5906 " , "5BZBJ1841+5906 " , 280.33462 , 59.10225 , 0 , 13.9 , 0 , 19.6 , 0.53 , 16.5 , -12.5 , " -- " , "Known blazar " , " -- " , 0.06 , "88.67" , "24.29"
849 , "1WHSP J184207.44+521702" , " - " , " -- " , 280.531 , 52.28394 , 0 , 13.9 , 0 , 24.4 , 0 , 16.7 , -12.7 , " -- " , "Candidate blazar" , " -- " , 0.04 , "81.5" , "22.51"
850 , "1WHSP J184511.69+641709" , "1RXSJ184513.0+64171 " , " -- " , 281.29875 , 64.286 , 0 , 15 , 0 , 5.6 , 0 , 16.5 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "94.36" , "24.92"
851 , "1WHSP J184514.11+555242" , " - " , " -- " , 281.30883 , 55.87844 , 0 , 15.1 , 0 , 7.3 , 0 , 16.3 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "85.39" , "23.01"
852 , "1WHSP J184642.66+561627" , "1WGAJ1846.6+5616 " , " -- " , 281.67775 , 56.27428 , 0 , 14.1 , 0 , 16.2 , 0 , 16.7 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "85.86" , "22.92"
853 , "1WHSP J184822.55+653657" , "SHBLJ184822.6+65370 " , "5BZBJ1848+6537 " , 282.09396 , 65.61597 , 0 , 14.3 , 0 , 9.7 , 0.364 , ">15" , ">-11.6" , " -- " , "Known blazar " , " -- " , 0.5 , "95.87" , "24.84"
854 , "1WHSP J184948.53+690241" , " - " , " -- " , 282.45225 , 69.04478 , 0 , 15.4 , 0 , 22.5 , 0 , 15.1 , -13.1 , " -- " , "Candidate blazar" , " -- " , 0.02 , "99.62" , "25.34"
855 , "1WHSP J185352.06+671355" , "1ES1853+671 " , "5BZBJ1853+6713 " , 283.46692 , 67.23197 , 0 , 14.2 , 0 , 11.2 , 0.212 , "17.2?" , "-12?" , " -- " , "Known blazar " , " -- " , 0.2 , "97.73" , "24.63"
856 , "1WHSP J192024.94+693537" , " - " , " -- " , 290.10392 , 69.59372 , 0 , 15.5 , 0 , 9.6 , 0 , 15.2 , -12.9 , " -- " , "Candidate blazar" , " -- " , 0.03 , "100.88" , "22.84"
857 , "1WHSP J192242.29-745356" , "2FGLJ1922.6-7454 " , " -- " , 290.67625 , -74.89906 , 0 , 13.3 , 0 , 13.7 , 0 , 16.4 , -12.2 , "3FGL J1923.2-7452 " , "Candidate blazar" , "2.2+/-0.1" , 0.13 , "319.95" , "-28.16"
858 , "1WHSP J192527.13-722044" , " - " , " -- " , 291.36308 , -72.34578 , 0 , 12.8 , 0 , 0 , 0 , 15.3 , -11.9 , " -- " , "Candidate blazar" , " -- " , 0.25 , "322.85" , "-28.33"
859 , "1WHSP J193517.59+751933" , "1RXSJ193515.8+75192 " , " -- " , 293.82333 , 75.32589 , 0 , 14.3 , 0 , 5.3 , 0 , 16 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "107.2" , "23.46"
860 , "1WHSP J193656.1-471950" , "1WGAJ1936.8-4719 " , "5BZBJ1936-4719 " , 294.23375 , -47.33056 , 0 , 12.9 , 0 , 92.9 , 0.265 , 17.7 , -11.2 , "3FGL J1936.9-4719 " , "Known blazar " , "1.6+/-0.1" , 1.26 , "351.16" , "-27.02"
861 , "1WHSP J194306.7-351006" , "1RXSJ194306.8-351001" , " -- " , 295.77792 , -35.16853 , 0 , 12.2 , 0 , 59.5 , 0.049 , 17.3 , -11.6 , "3FGL J1943.2-3510 " , "New blazar" , "2.6+/-0.12" , 0.5 , "4.61" , "-25.17"
862 , "1WHSP J194422.39-452331" , "1RXSJ194422.6-452326" , " -- " , 296.09333 , -45.39217 , 0 , 12.8 , 0 , 67.3 , 0 , 16.4 , -11.7 , "3FGL J1944.1-4523 " , "Candidate blazar" , "1.6+/-0.26" , 0.4 , "353.59" , "-27.89"
863 , "1WHSP J194615.29-520848" , " - " , " -- " , 296.56371 , -52.14686 , 0 , 14.1 , 0 , 95.3 , 0 , 15.8 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "346.06" , "-29.31"
