_id , 1whsp_name , other_name , BZcat_name , RA , Dec , WISE magnitudes , WISE mag2 , WISE mag3 , NVSS/FIRSTflux density , Redshift , Log(νpeak) , Log(peak flux) , γ-ray counterpart , Blazar type , Fermi γ-ray slope , TEV FOM, LII, BII
1 , "1WHSP J000116.37+293534" , " - " , " -- " , 0.31821 , 29.59297 , 0 , 14.9 , 0 , 4 , 0 , ">17" , ">-12.8" , " -- " , "Candidate blazar" , " -- " , 0.03 , "110.06" , "-32.03"
2 , "1WHSP J000132.74-415525" , "2FGLJ0001.7-4159 " , " -- " , 0.38642 , -41.92364 , 0 , 13.3 , 0 , 13.2 , 0 , 15.8 , -11.7 , "3FGL J0002.2-4152 " , "Candidate blazar" , "2.1+/-0.19" , 0.4 , "334.32" , "-72.04"
3 , "1WHSP J000213.77-103816" , " - " , " -- " , 0.55738 , -10.63778 , 0 , 14.4 , 0 , 1.9 , 0 , 16.6 , -13.1 , " -- " , "Candidate blazar" , " -- " , 0.02 , "85.5" , "-69.85"
4 , "1WHSP J000319.56-524727" , "1RXSJ000320.4-524727" , " -- " , 0.8315 , -52.79094 , 0 , 13.9 , 0 , 65.3 , 0 , "15.4?" , "-12.4?" , "3FGL J0003.2-5246 " , "Candidate blazar" , "1.9+/-0.17" , 0.08 , "318.94" , "-62.82"
5 , "1WHSP J000513.72-261438" , "1WGAJ0005.2-2614 " , " -- " , 1.30717 , -26.24394 , 0 , 14.5 , 0 , 37.4 , 0 , 15.4 , -12.6 , " -- " , "Candidate blazar" , " -- " , 0.05 , "35.22" , "-79.65"
6 , "1WHSP J000835.38-233927" , "1RXSJ000835.4-233917" , "5BZBJ0008-2339 " , 2.14742 , -23.65772 , 0 , 13.4 , 0 , 36.3 , 0.147 , ">17" , ">-11.8" , "3FGL J0008.6-2340 " , "WISE extended" , "1.6+/-0.18" , 0.32 , "50.31" , "-79.73"
7 , "1WHSP J000949.74-431650" , "1RXSJ000950.7-431653" , " -- " , 2.45729 , -43.28058 , 0 , 12.8 , 0 , 51 , " > 0.56" , 15.6 , -12 , " -- " , "New blazar" , " -- " , 0.2 , "327.79" , "-71.79"
8 , "1WHSP J001011.7+334851" , " - " , " -- " , 2.54875 , 33.81433 , 0 , 13.1 , 0 , 17.1 , 0 , 15.2 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "113.21" , "-28.28"
9 , "1WHSP J001253.86-162656" , "1RXSJ001254.3-16265 " , " -- " , 3.22442 , -16.44894 , 0 , 14.7 , 0 , 10.1 , 0 , 15.7 , -11.6 , " -- " , "Candidate blazar" , " -- " , 0.5 , "81.07" , "-76.09"
10 , "1WHSP J001356.03-185406" , "SHBLJ001356.6-18540 " , "5BZGJ0013-1854 " , 3.4835 , -18.90181 , 0 , 12.3 , 0 , 29.6 , 0.094 , 17.4 , -11.3 , "3FGL J0013.9-1853 " , "Known blazar " , "1.9+/-0.17" , 1 , "74.63" , "-78.09"
11 , "1WHSP J001411.45-502234" , "BZBJ0014-5022 " , "5BZBJ0014-5022 " , 3.54771 , -50.37636 , 0 , 14.4 , 0 , 15.1 , "0.01?" , 17 , -11.5 , "3FGL J0014.0-5025 " , "Known blazar " , "1.9+/-0.16" , 0.63 , "317.44" , "-65.7"
12 , "1WHSP J001527.96+353639" , "SHBLJ001528.3+35364 " , "5BZBJ0015+3536 " , 3.86654 , 35.611 , 0 , 14 , 0 , 11.2 , " > 0.57" , 16.7 , -12 , " -- " , "Known blazar " , " -- " , 0.2 , "114.75" , "-26.69"
13 , "1WHSP J001827.78+294730" , "SHBLJ001827.8+29473 " , "5BZBJ0018+2947 " , 4.61579 , 29.79189 , 0 , 13.8 , 0 , 33.8 , "0.1?" , 17.1 , -11.4 , "3FGL J0018.4+2947 " , "Known blazar " , "1.9+/-0.21" , 0.79 , "114.44" , "-32.54"
14 , "1WHSP J002056.61+221912" , " - " , " -- " , 5.23588 , 22.32003 , 0 , 14.2 , 0 , 9.9 , 0.327 , ">15" , ">-12.7" , " -- " , "New blazar" , " -- " , 0.04 , "113.71" , "-40.01"
15 , "1WHSP J002200.07-514024" , "2FGLJ0022.3-5141 " , "5BZBJ0022-5140 " , 5.50033 , -51.67339 , 0 , 12 , 0 , 20 , 0.25 , 15.7 , -11.2 , "3FGL J0022.1-5141 " , "Known blazar " , "2+/-0.08" , 1.26 , "313.69" , "-64.84"
16 , "1WHSP J002200.95+000657" , "1RXSJ002200.9+000659" , "5BZGJ0022+0006 " , 5.50396 , 0.11611 , 0 , 14.4 , 0 , 1.7 , 0.306 , 16.3 , -11.8 , " -- " , "Known blazar " , " -- " , 0.32 , "107.18" , "-61.86"
17 , "1WHSP J002209.55-670510" , " - " , " -- " , 5.53983 , -67.08622 , 0 , 14.5 , 0 , 0 , 0 , ">17" , ">-12.5" , " -- " , "Candidate blazar" , " -- " , 0.06 , "307.33" , "-49.8"
18 , "1WHSP J002254.96-341347" , " - " , " -- " , 5.729 , -34.22997 , 0 , 14.9 , 0 , 12.2 , 0 , 15.3 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "341.98" , "-80.63"
19 , "1WHSP J002635.61-460109" , "1RXSJ002636.3-460101" , "5BZBJ0026-4601 " , 6.64838 , -46.01936 , 0 , 13.3 , 0 , 38.7 , 0 , 16.4 , -11.2 , "3FGL J0026.7-4603 " , "Known blazar " , "2.5+/-0.18" , 1.26 , "315.92" , "-70.48"
20 , "1WHSP J002657.47-090157" , " - " , " -- " , 6.7395 , -9.03269 , 0 , 14.6 , 0 , 36 , 0 , ">16" , ">-12.3" , " -- " , "Candidate blazar" , " -- " , 0.1 , "104.06" , "-71.01"
21 , "1WHSP J002743.62+261621" , " - " , " -- " , 6.93175 , 26.27258 , 0 , 14 , 0 , 69.5 , 0.365 , 16.4 , -12.1 , " -- " , "New blazar" , " -- " , 0.16 , "116.33" , "-36.3"
22 , "1WHSP J002928.6+205333" , " - " , " -- " , 7.36917 , 20.89269 , 0 , 14.2 , 0 , 11.4 , 0 , 16.3 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "116.05" , "-41.69"
23 , "1WHSP J003020.41-164712" , " - " , " -- " , 7.58508 , -16.78694 , 0 , 13.3 , 0 , 9.5 , " > 0.52" , 15.6 , -11.7 , "3FGL J0030.2-1646 " , "New blazar" , "1.6+/-0.13" , 0.4 , "96.58" , "-78.57"
24 , "1WHSP J003322.46-203908" , "PGC838752 " , " -- " , 8.34362 , -20.65228 , 0 , 12.8 , 0 , 8.7 , 0.073 , 16.3 , -11.6 , " -- " , "New blazar" , " -- " , 0.5 , "89.47" , "-82.33"
25 , "1WHSP J003334.36-192132" , "SHBLJ003334.6-19213 " , "5BZBJ0033-1921 " , 8.39317 , -19.35914 , 0 , 11.5 , 0 , 18.9 , " > 0.506" , 15.7 , -11 , "3FGL J0033.6-1921 " , "Known blazar " , "1.7+/-0.04" , 2 , "94.17" , "-81.22"
26 , "1WHSP J003514.7+151504" , "SHBLJ003514.9+15151 " , "5BZBJ0035+1515 " , 8.81129 , 15.25117 , 0 , 12.2 , 0 , 18.8 , " > 0.64" , 15.3 , -11.4 , "3FGL J0035.2+1513 " , "Known blazar " , "1.8+/-0.09" , 0.79 , "117.15" , "-47.44"
27 , "1WHSP J003539.61-181651" , " - " , " -- " , 8.91508 , -18.281 , 0 , 13.1 , 0 , 40.9 , 0.32 , 15.4 , -11.9 , " -- " , "New blazar" , " -- " , 0.25 , "99.78" , "-80.44"
28 , "1WHSP J003631.68-031326" , "1RXSJ003632.1-03132 " , " -- " , 9.13204 , -3.22414 , 0 , 14.6 , 0 , 20.2 , 0 , ">17" , ">-12.4" , " -- " , "Candidate blazar" , " -- " , 0.08 , "113.81" , "-65.83"
29 , "1WHSP J003736.23-230225" , "1RXSJ003736.3-230228" , " -- " , 9.401 , -23.04044 , 0 , 14.7 , 0 , 18.1 , 0 , "17.6?" , "-12.5?" , " -- " , "Candidate blazar" , " -- " , 0.06 , "84.73" , "-84.85"
30 , "1WHSP J003908.21-222001" , "0036-2236 " , " -- " , 9.78421 , -22.33372 , 0 , 12 , 0 , 117.2 , 0.064 , 16.7 , -11.9 , "3FGL J0039.0-2218 " , "New blazar" , "1.7+/-0.2" , 0.25 , "92.05" , "-84.46"
31 , "1WHSP J004013.8+405004" , "B30037+405 " , "5BZUJ0040+4050 " , 10.05754 , 40.83458 , 0 , 13.4 , 0 , 48.2 , 0 , ">18" , ">-11.3" , "3FGL J0040.3+4049 " , "Known blazar " , "1.1+/-0.33" , 1 , "120.64" , "-21.99"
32 , "1WHSP J004208.09+364112" , "SHBLJ004208.1+36411 " , "5BZBJ0042+3641 " , 10.53375 , 36.68694 , 0 , 13.9 , 0 , 12 , " > 0.47" , 16.8 , -11.9 , "3FGL J0041.9+3639 " , "Known blazar " , "2+/-0.21" , 0.25 , "120.85" , "-26.15"
33 , "1WHSP J004226.41-380937" , "LCRS004002-382604 " , " -- " , 10.61008 , -38.16044 , 0 , 13.4 , 0 , 2.6 , 0 , "17.5?" , "-12.1?" , " -- " , "Candidate blazar" , " -- " , 0.16 , "312.08" , "-78.81"
34 , "1WHSP J004334.12-044300" , "1RXSJ004333.7-044257" , " -- " , 10.89217 , -4.71678 , 0 , 13.6 , 0 , 29.8 , " > 0.48" , 16.3 , -11.8 , "3FGL J0043.5-0444 " , "New blazar" , "1.7+/-0.23" , 0.32 , "117.8" , "-67.51"
35 , "1WHSP J004348.65-111606" , "1RXSJ004349.3-111612" , " -- " , 10.95271 , -11.26861 , 0 , 13.3 , 0 , 24.9 , 0 , 15.7 , -11.6 , "3FGL J0043.7-1117 " , "Candidate blazar" , "1.6+/-0.16" , 0.5 , "116.11" , "-74.04"
36 , "1WHSP J004519.27+212740" , "GB6B0042+2111 " , "5BZBJ0045+2127 " , 11.33033 , 21.46114 , 0 , 12.1 , 0 , 50.2 , 0 , 15.9 , -11.2 , "3FGL J0045.3+2126 " , "Known blazar " , "1.9+/-0.06" , 1.26 , "121.03" , "-41.39"
37 , "1WHSP J004707.01+124454" , " - " , " -- " , 11.77921 , 12.74858 , 0 , 14.5 , 0 , 48.8 , 0 , "15.7?" , "-12.5?" , " -- " , "Candidate blazar" , " -- " , 0.06 , "121.28" , "-50.11"
38 , "1WHSP J004755.21+394857" , "1RXSJ004755.2+39490 " , "5BZBJ0047+3948 " , 11.98008 , 39.816 , 0 , 12.9 , 0 , 93.2 , 0.252 , 16.1 , -11.9 , "3FGL J0048.0+3950 " , "Known blazar " , "1.9+/-0.12" , 0.25 , "122.19" , "-23.05"
39 , "1WHSP J004927.83+395003" , " - " , " -- " , 12.366 , 39.83442 , 0 , 13.8 , 0 , 53.4 , 0 , "17?" , "-12.5?" , " -- " , "Candidate blazar" , " -- " , 0.06 , "122.52" , "-23.04"
40 , "1WHSP J004929.93-241844" , " - " , " -- " , 12.37471 , -24.31242 , 0 , 14.5 , 0 , 10 , 0 , "16.4?" , "-12.4?" , " -- " , "Candidate blazar" , " -- " , 0.08 , "114.01" , "-87.15"
41 , "1WHSP J004938.88-415137" , "1RXSJ004939.9-415133" , " -- " , 12.41204 , -41.86047 , 0 , 14.1 , 0 , 58.7 , 0 , 15.8 , -11.5 , "3FGL J0049.4-4149 " , "Candidate blazar" , "2.2+/-0.22" , 0.63 , "304.24" , "-75.27"
42 , "1WHSP J005015.48-461811" , " - " , " -- " , 12.56454 , -46.30311 , 0 , 14 , 0 , 29.9 , 0 , 16.8 , -12.7 , " -- " , "Candidate blazar" , " -- " , 0.04 , "303.55" , "-70.83"
43 , "1WHSP J005040.93-254122" , "1RXSJ005040.5-254115" , " -- " , 12.67058 , -25.68972 , 0 , 13.6 , 0 , 57.2 , 0.777 , 15.4 , -12.2 , " -- " , "New blazar" , " -- " , 0.13 , "116.19" , "-88.55"
44 , "1WHSP J005048.54-342850" , " - " , " -- " , 12.70229 , -34.48081 , 0 , 13.9 , 0 , 6.3 , 0 , 16.2 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "303.94" , "-82.65"
45 , "1WHSP J005116.62-624204" , "1FGL_J0051.4-6242 " , "5BZBJ0051-6242 " , 12.81925 , -62.70119 , 0 , 12.5 , 0 , 43.2 , " > 0.3" , 15.9 , -11.3 , "3FGL J0051.2-6241 " , "Known blazar " , "1.7+/-0.06" , 1 , "302.96" , "-54.43"
46 , "1WHSP J005235.44-574636" , " - " , " -- " , 13.14767 , -57.77675 , 0 , 13.6 , 0 , 7.8 , 0 , "16.4?" , "-12.2?" , " -- " , "Candidate blazar" , " -- " , 0.13 , "302.63" , "-59.36"
47 , "1WHSP J005425.43-361131" , " - " , " -- " , 13.60596 , -36.19219 , 0 , 14.3 , 0 , 26.2 , 0 , ">15" , ">-12.5" , " -- " , "Candidate blazar" , " -- " , 0.06 , "299.11" , "-80.92"
48 , "1WHSP J005446.74-245528" , "2FGLJ0055.0-2454 " , "5BZBJ0054-2455 " , 13.69475 , -24.92472 , 0 , 12.4 , 0 , 24.5 , " > 0.12" , 15.9 , -11.2 , "3FGL J0054.8-2455 " , "Known blazar " , "1.8+/-0.08" , 1.26 , "141.91" , "-87.68"
49 , "1WHSP J005553.58+121733" , " - " , " -- " , 13.97325 , 12.29272 , 0 , 13.7 , 0 , 27.4 , 0 , "16.6?" , "-12.5?" , " -- " , "Candidate blazar" , " -- " , 0.06 , "124.64" , "-50.57"
50 , "1WHSP J005620.05-093630" , "IPC0053-0952 " , "5BZGJ0056-0936 " , 14.08358 , -9.6085 , 0 , 11.5 , 0 , 200.9 , 0.1 , 15.9 , -11.5 , "3FGL J0056.3-0935 " , "Known blazar " , "1.8+/-0.12" , 0.63 , "126.93" , "-72.45"
51 , "1WHSP J005813.79-142929" , "1RXSJ005813.8-142937" , " -- " , 14.55746 , -14.49142 , 0 , 14.1 , 0 , 9.4 , " > 0.42" , 15.4 , -12.2 , " -- " , "New blazar" , " -- " , 0.13 , "130.4" , "-77.27"
52 , "1WHSP J005816.78+172313" , "BZBJ0058+1723 " , "5BZBJ0058+1723 " , 14.56992 , 17.38708 , 0 , 14.6 , 0 , 9.4 , 0 , 16.3 , -11.8 , " -- " , "Known blazar " , " -- " , 0.32 , "125.25" , "-45.46"
53 , "1WHSP J005916.91-015017" , "2FGLJ0059.2-0151 " , "5BZGJ0059-0150 " , 14.8205 , -1.83819 , 0 , 13.2 , 0 , 18.1 , 0.114 , 17.6 , -11.6 , "3FGL J0059.2-0152 " , "Known blazar " , "1.7+/-0.2" , 0.5 , "127.51" , "-64.64"
54 , "1WHSP J010010.72-023451" , "1RXSJ010011.2-02345 " , " -- " , 15.04467 , -2.581 , 0 , 14.1 , 0 , 11.6 , 0 , "15.6?" , "-12.2?" , " -- " , "Candidate blazar" , " -- " , 0.13 , "128.17" , "-65.37"
55 , "1WHSP J010118.01-065014" , "1RXSJ010117.8-06501 " , " -- " , 15.32508 , -6.83747 , 0 , 14 , 0 , 28.2 , 0 , 15.6 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "129.96" , "-69.58"
56 , "1WHSP J010250.93-200158" , "1RXSJ010251.3-200154" , " -- " , 15.71225 , -20.03281 , 0 , 13.4 , 0 , 64.9 , " > 0.38" , 16 , -11.7 , " -- " , "New blazar" , " -- " , 0.4 , "143.74" , "-82.44"
57 , "1WHSP J010838.21-402027" , " - " , " -- " , 17.15921 , -40.34089 , 0 , 14.6 , 0 , 33.4 , 0.142 , "17.4?" , "-12.4?" , " -- " , "New blazar" , " -- " , 0.08 , "288.95" , "-76.32"
58 , "1WHSP J010956.57-402050" , "1RXSJ010956.5-402047" , " -- " , 17.48571 , -40.34747 , 0 , 13.2 , 0 , 96 , 0 , 16.4 , -11.8 , "3FGL J0109.9-4020 " , "Candidate blazar" , "1.7+/-0.16" , 0.32 , "287.95" , "-76.24"
59 , "1WHSP J011004.8+414950" , "1RXSJ011005.8+414951" , "5BZGJ0110+4149 " , 17.52004 , 41.83078 , 0 , 12.7 , 0 , 86 , 0.096 , 16.8 , -12.1 , " -- " , "Known blazar " , " -- " , 0.16 , "126.64" , "-20.91"
60 , "1WHSP J011049.97-125503" , "SHBLJ011050.0-12545 " , "5BZBJ0110-1255 " , 17.70825 , -12.91764 , 0 , 13.6 , 0 , 17.5 , 0.23 , 17.2 , -11.6 , "3FGL J0110.9-1254 " , "Known blazar " , "1.9+/-0.19" , 0.5 , "141.59" , "-75.09"
61 , "1WHSP J011055.9+422500" , " - " , " -- " , 17.73292 , 42.41689 , 0 , 13.2 , 0 , 22.3 , 0 , 16 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "126.76" , "-20.31"
62 , "1WHSP J011501.72-340027" , "SHBLJ01150-3400 " , "5BZBJ0115-3400 " , 18.75717 , -34.00756 , 0 , 14.4 , 0 , 6.4 , 0.48 , ">16" , ">-12.1" , " -- " , "Known blazar " , " -- " , 0.16 , "267.95" , "-81.46"
63 , "1WHSP J011546.14+251953" , "RXSJ01157+2519 " , "5BZBJ0115+2519 " , 18.94225 , 25.33153 , 0 , 12.7 , 0 , 38.3 , 0.375 , 15.7 , -11.7 , "3FGL J0115.8+2519 " , "Known blazar " , "2+/-0.08" , 0.4 , "129.83" , "-37.22"
64 , "1WHSP J011555.45-274431" , "1RXSJ011555.6-274428" , " -- " , 18.98108 , -27.74206 , 0 , 14.1 , 0 , 17.3 , 0 , 16.9 , -11.8 , "3FGL J0116.2-2744 " , "New blazar" , "2+/-0.17" , 0.32 , "220.76" , "-84.54"
65 , "1WHSP J011637.06-281146" , "1RXSJ011637.7-281146" , " -- " , 19.15442 , -28.19636 , 0 , 13.6 , 0 , 54.1 , " > 0.7" , 17.2 , -12.2 , " -- " , "New blazar" , " -- " , 0.13 , "225.21" , "-84.33"
66 , "1WHSP J011746.99-244333" , "SHBLJ011746.6-24432 " , "5BZBJ0117-2443 " , 19.44583 , -24.72603 , 0 , 13.7 , 0 , 10.3 , 0.279 , 16.6 , -12.1 , " -- " , "Known blazar " , " -- " , 0.16 , "192.3" , "-83.61"
67 , "1WHSP J011823.27+324325" , " - " , " -- " , 19.59696 , 32.72367 , 0 , 13.2 , 0 , 21 , 0.112 , "16.2?" , "-12.3?" , " -- " , "New blazar" , " -- " , 0.1 , "129.46" , "-29.81"
68 , "1WHSP J011828.73-511527" , " - " , " -- " , 19.61975 , -51.25758 , 0 , 13.5 , 0 , 0 , " > 0.44" , 15.5 , -12.2 , " -- " , "New blazar" , " -- " , 0.13 , "292.76" , "-65.34"
69 , "1WHSP J011904.61-145858" , " - " , " -- " , 19.76921 , -14.98289 , 0 , 13.7 , 0 , 5.5 , " > 0.53" , 16.1 , -12 , "3FGL J0118.9-1457 " , "New blazar" , "1.8+/-0.16" , 0.2 , "152.21" , "-76.26"
70 , "1WHSP J012006.32+215920" , " - " , " -- " , 20.02637 , 21.98903 , 0 , 12.7 , 0 , 13.1 , 0 , 15.1 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "131.66" , "-40.4"
71 , "1WHSP J012308.63+342048" , "SHBLJ012308.9+34204 " , "5BZBJ0123+3420 " , 20.78596 , 34.34681 , 0 , 13.3 , 0 , 45.7 , 0.27 , 18 , -10.8 , "3FGL J0122.8+3423 " , "Known blazar " , "1.5+/-0.15" , 3.16 , "130.34" , "-28.07"
72 , "1WHSP J012338.34-231058" , "SHBLJ012338.2-23110 " , "5BZBJ0123-2310 " , 20.90979 , -23.18294 , 0 , 13.5 , 0 , 27.6 , 0.404 , 17.3 , -11.1 , "3FGL J0123.7-2312 " , "Known blazar " , "2+/-0.1" , 1.58 , "186.24" , "-81.72"
73 , "1WHSP J012340.38+421017" , "1RXSJ012340.7+421019" , "5BZGJ0123+4210 " , 20.91829 , 42.17161 , 0 , 13.6 , 0 , 21.4 , 0.186 , ">17" , ">-11.8" , " -- " , "Known blazar " , " -- " , 0.32 , "129.29" , "-20.3"
74 , "1WHSP J012430.54+324946" , "1WGAJ0124.4+3249 " , "5BZBJ0124+3249 " , 21.12729 , 32.8295 , 0 , 14.5 , 0 , 14.8 , 0 , ">16" , ">-12" , " -- " , "Known blazar " , " -- " , 0.2 , "130.91" , "-29.53"
75 , "1WHSP J012443.72-314342" , " - " , " -- " , 21.18217 , -31.72856 , 0 , 14.2 , 0 , 13.5 , " > 0.6" , ">16" , ">-12.1" , " -- " , "New blazar" , " -- " , 0.16 , "247.31" , "-81.43"
76 , "1WHSP J012657.23+330730" , "SHBLJ012657.1+33073 " , "5BZBJ0126+3307 " , 21.73846 , 33.12508 , 0 , 14.6 , 0 , 7.1 , 0 , 16.6 , -12 , " -- " , "Known blazar " , " -- " , 0.2 , "131.44" , "-29.16"
77 , "1WHSP J012711.06-015153" , "FIRSTJ01271-0151 " , "5BZBJ0127-0151 " , 21.79612 , -1.86489 , 0 , 13.7 , 0 , 16.6 , 0 , 15 , -12.3 , " -- " , "Known blazar " , " -- " , 0.1 , "143.16" , "-63.33"
78 , "1WHSP J012713.93+032300" , "2FGLJ0127.2+0324 " , " -- " , 21.80808 , 3.38353 , 0 , 12.7 , 0 , 16.1 , 0 , 15.7 , -11.7 , "3FGL J0127.2+0325 " , "Candidate blazar" , "1.9+/-0.08" , 0.4 , "140.11" , "-58.29"
79 , "1WHSP J012722.11+211442" , " - " , " -- " , 21.84213 , 21.245 , 0 , 14.3 , 0 , 10 , 0 , 16.3 , -12.6 , " -- " , "Candidate blazar" , " -- " , 0.05 , "134.02" , "-40.85"
80 , "1WHSP J012750.81-001346" , "1WGAJ0127.8-0013 " , "5BZBJ0127-0013 " , 21.96175 , -0.2295 , 0 , 14.6 , 0 , 8 , 0.44 , 15.6 , -12.7 , " -- " , "Known blazar " , " -- " , 0.04 , "142.43" , "-61.72"
81 , "1WHSP J013312.12-351916" , "1RXSJ013312.0-351925" , " -- " , 23.30054 , -35.32128 , 0 , 13.5 , 0 , 11.1 , 0.174 , ">15" , ">-12.3" , " -- " , "New blazar" , " -- " , 0.1 , "258.08" , "-77.9"
82 , "1WHSP J013314.16-435850" , "1RXSJ013313.9-43584 " , " -- " , 23.309 , -43.98083 , 0 , 13.6 , 0 , 15.3 , 0 , 15.3 , -12 , "-- " , "Candidate blazar" , " -- " , 0.2 , "279.09" , "-71.17"
83 , "1WHSP J013428.19+263843" , "1FGL_J0134.4+2632 " , "5BZBJ0134+2638 " , 23.61746 , 26.64528 , 0 , 12.7 , 0 , 30.6 , 0 , 15.8 , -11.5 , "3FGL J0134.5+2638 " , "Known blazar " , "2+/-0.08" , 0.63 , "134.71" , "-35.24"
84 , "1WHSP J013520.57+062546" , " - " , " -- " , 23.83571 , 6.42956 , 0 , 13.7 , 0 , 10.3 , 0 , 15.9 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "142.09" , "-54.8"
85 , "1WHSP J013523.62-272813" , "1RXSJ013523.1-272807" , " -- " , 23.84842 , -27.47031 , 0 , 13.9 , 0 , 8.4 , 0.248 , "17.6?" , "-12.1?" , " -- " , "New blazar" , " -- " , 0.16 , "217.44" , "-80.24"
86 , "1WHSP J013548.72-201346" , "1RXSJ013548.1-201344" , " -- " , 23.95304 , -20.22972 , 0 , 12.7 , 0 , 2.6 , 0.37 , 15.4 , -11.9 , " -- " , "New blazar" , " -- " , 0.25 , "181.08" , "-77.73"
87 , "1WHSP J013632.58+390559" , "SHBLJ013632.9+39055 " , "5BZBJ0136+3905 " , 24.13579 , 39.09978 , 0 , 11.1 , 0 , 60.6 , 0 , 16.1 , -10.9 , "3FGL J0136.5+3905 " , "Known blazar " , "1.7+/-0.02" , 2.51 , "132.41" , "-22.94"
88 , "1WHSP J013803.72-215530" , " - " , " -- " , 24.51554 , -21.92525 , 0 , 13.2 , 0 , 17.7 , 0 , ">17" , ">-12" , " -- " , "Candidate blazar" , " -- " , 0.2 , "189.3" , "-78.2"
89 , "1WHSP J013944.74+243120" , "GB6J0139+2431 " , " -- " , 24.93642 , 24.52239 , 0 , 12.6 , 0 , 137.2 , 0 , 15.4 , -11.7 , " -- " , "Candidate blazar" , " -- " , 0.4 , "136.73" , "-37.05"
90 , "1WHSP J014040.86-075849" , "SHBLJ014040.9-07585 " , "5BZBJ0140-0758 " , 25.17029 , -7.98031 , 0 , 14.1 , 0 , 27.4 , " > 0.49" , 16.6 , -12 , " -- " , "Known blazar " , " -- " , 0.2 , "156.54" , "-67.58"
91 , "1WHSP J014347.39-584551" , " - " , "5BZBJ0143-5845 " , 25.94746 , -58.76425 , 0 , 12.8 , 0 , 28.3 , 0 , 17.1 , -11 , "3FGL J0143.7-5845 " , "Known blazar " , "1.8+/-0.07" , 2 , "290.45" , "-57.08"
92 , "1WHSP J014558.0+213504" , "1RXSJ014558.2+213453" , " -- " , 26.49167 , 21.5845 , 0 , 14.6 , 0 , 5.8 , 0 , ">17" , ">-12" , " -- " , "Candidate blazar" , " -- " , 0.2 , "139.44" , "-39.54"
93 , "1WHSP J014748.7+203715" , " - " , " -- " , 26.95292 , 20.62097 , 0 , 14.6 , 0 , 15.2 , 0 , ">17" , ">-12.5" , " -- " , "Candidate blazar" , " -- " , 0.06 , "140.32" , "-40.34"
94 , "1WHSP J015044.5-545004" , " - " , " -- " , 27.68542 , -54.83472 , 0 , 13.5 , 0 , 43.8 , 0 , 15.8 , -12.1 , "3FGL J0150.5-5447 " , "Candidate blazar" , "2.1+/-0.23" , 0.16 , "285.64" , "-60.27"
95 , "1WHSP J015219.85+364017" , " - " , " -- " , 28.08275 , 36.67158 , 0 , 13.9 , 0 , 18.1 , 0 , "15.6?" , "-12.4?" , " -- " , "Candidate blazar" , " -- " , 0.08 , "136.32" , "-24.61"
96 , "1WHSP J015239.59+014717" , "1RXSJ015240.2+014718" , "5BZGJ0152+0147 " , 28.165 , 1.78817 , 0 , 11.5 , 0 , 62 , 0.08 , 15.9 , -11.2 , "3FGL J0152.6+0148 " , "Known blazar " , "1.9+/-0.1" , 1.26 , "152.37" , "-57.54"
97 , "1WHSP J015313.17-110627" , "1RXSJ015313.7-110621" , " -- " , 28.30488 , -11.10753 , 0 , 14.4 , 0 , 7.7 , " > 0.55" , 16.1 , -12.2 , " -- " , "New blazar" , " -- " , 0.13 , "168.09" , "-68.38"
98 , "1WHSP J015646.01-474417" , "1RXSJ015645.4-474412" , " -- " , 29.19171 , -47.73811 , 0 , 12.9 , 0 , 28.7 , " > 0.29" , 15.2 , -12 , "3FGL J0156.9-4742 " , "New blazar" , "2+/-0.26" , 0.2 , "275.5" , "-65.77"
99 , "1WHSP J015657.99-530159" , "2FGLJ0157.2-5259 " , "5BZBJ0156-5302 " , 29.24163 , -53.03328 , 0 , 13.2 , 0 , 43.4 , 0 , 17.7 , -11 , "3FGL J0157.0-5301 " , "Known blazar " , "1.8+/-0.09" , 2 , "282.19" , "-61.38"
100 , "1WHSP J015700.67-323529" , "1RXSJ015701.5-323527" , " -- " , 29.25283 , -32.59153 , 0 , 14.1 , 0 , 19.1 , 0 , 16.8 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "237.91" , "-74.8"
101 , "1WHSP J015721.55-215852" , "1RXSJ015722.1-215857" , " -- " , 29.33983 , -21.98119 , 0 , 14.5 , 0 , 11.9 , " > 0.7" , ">15" , ">-12" , " -- " , "New blazar" , " -- " , 0.2 , "197.55" , "-74.17"
102 , "1WHSP J015934.37+104705" , "1RXSJ015935.1+104707" , "5BZBJ0159+1047 " , 29.89325 , 10.78494 , 0 , 12.5 , 0 , 47.6 , 0.195 , 15.5 , -11.6 , "3FGL J0159.4+1046 " , "Known blazar " , "2.1+/-0.09" , 0.5 , "148.74" , "-48.64"
