_id , ercsc217_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
11 , "PLCKERC217 G115.75-09.45"   ,, 1.10417 , 52.75889 , 115.75175 , -9.45594 , "607.8+/-106" , "1333.44+/-44.8" , "533.7+/-65.43" , "2760.2+/-576.16" , 0.318 , 0 , 1 , 2 , "0.937+/-0.044"
12 , "PLCKERC217 G118.08+02.95"   ,, 1.18 , 65.38389 , 118.08851 , 2.95257 , "2086.7+/-260" , "3630.83+/-80.5" , "1487.3+/-113.73" , "5860.5+/-400.12" , 0.382 , 0 , 1 , 2 , "0.798+/-0.039"
13 , "PLCKERC217 G117.52-00.40"   ,, 1.2825 , 61.97472 , 117.52132 , -0.4095 , "1460.7+/-185" , "3045.14+/-53.3" , "1178.7+/-127.6" , "5133.2+/-582.71" , 0.318 , 0 , 1 , 1 , "0.933+/-0.043"
14 , "PLCKERC217 G113.20-23.67"   ,, 1.47833 , 38.33972 , 113.20271 , -23.67038 , "526.8+/-52" , "578.01+/-29.2" , "481+/-42.51" , "527.5+/-112.58" , 0.222 , 0 , 0 , 2 , "0.912+/-0.043"
15 , "PLCKERC217 G093.51-66.64"   ,, 1.56042 , -6.39194 , 93.5128 , -66.64685 , "989.2+/-79" , "1008.1+/-31.9" , "979.5+/-40.35" , "955.6+/-95.32" , 0.318 , 0 , 0 , 2 , "0.982+/-0.045"
16 , "PLCKERC217 G116.15-08.87"   ,, 1.58667 , 53.40139 , 116.15766 , -8.87612 , "517.8+/-81" , "611.74+/-42.6" , "427.8+/-54.22" , "1733+/-426.54" , 0.318 , 2 , 1 , 2 , "0.867+/-0.041"
17 , "PLCKERC217 G117.83+00.08"   ,, 1.7675 , 62.515 , 117.83803 , 0.08303 , "1219.9+/-142" , "1795.36+/-84.5" , "886.8+/-76.58" , "3085.6+/-245.54" , 0.318 , 0 , 1 , 2 , "0.845+/-0.04"
18 , "PLCKERC217 G118.40+03.16"   ,, 1.84042 , 65.65139 , 118.40536 , 3.16785 , "2770.6+/-376" , "3493.92+/-52.3" , "2604.3+/-186.16" , "3013.4+/-979.38" , 0.318 , 0 , 0 , 3 , "0.864+/-0.041"
19 , "PLCKERC217 G118.29+02.49"   ,, 1.8575 , 64.97056 , 118.29643 , 2.49562 , "2356.7+/-308" , "3798.4+/-64.7" , "1957.1+/-151.12" , "6459.5+/-431.57" , 0.318 , 0 , 1 , 2 , "0.843+/-0.04"
20 , "PLCKERC217 G116.25-09.92"   ,, 2.04167 , 52.38028 , 116.25297 , -9.92919 , "795.8+/-101" , "848.71+/-32" , "688.8+/-54.51" , "1098.5+/-166.05" , 0.318 , 0 , 0 , 1 , "0.913+/-0.043"
21 , "PLCKERC217 G121.81+21.69"   ,, 2.06708 , 84.46861 , 121.81894 , 21.69048 , "455.2+/-48" , "844.8+/-32.5" , "393.3+/-32.28" , "1660.8+/-394.75" , 0.318 , 0 , 1 , 4 , "0.842+/-0.041"
22 , "PLCKERC217 G118.59+02.82"   ,, 2.43 , 65.34028 , 118.59512 , 2.8204 , "3073.2+/-468" , "6520.87+/-78.3" , "2179.4+/-131.34" , "5089.8+/-498.47" , 0.318 , 0 , 1 , 2 , "0.932+/-0.043"
23 , "PLCKERC217 G110.09-41.24"   ,, 2.58125 , 20.60139 , 110.09822 , -41.24338 , "627.3+/-90" , "1275.4+/-48.2" , "484.7+/-61.29" , "760.7+/-590.73" , 0.222 , 0 , 1 , 2 , "0.964+/-0.044"
24 , "PLCKERC217 G106.97-50.62"   ,, 2.62375 , 10.97306 , 106.97096 , -50.62536 , "1346.1+/-58" , "1261.69+/-32.1" , "1302+/-39.86" , "1354.5+/-99.98" , 0.318 , 0 , 0 , 2 , "0.992+/-0.045"
25 , "PLCKERC217 G118.46+01.20"   ,, 2.73333 , 63.73 , 118.46792 , 1.20993 , "2284.2+/-164" , "3167.54+/-70.2" , "1755.6+/-100.98" , "3561.9+/-166.58" , 0.318 , 0 , 1 , 2 , "0.868+/-0.041"
26 , "PLCKERC217 G116.59-10.52"   ,, 2.74542 , 51.84972 , 116.59744 , -10.52349 , "2218.3+/-182" , "4404.06+/-49" , "1813.3+/-119.81" , "4187.1+/-328.31" , 0.318 , 0 , 1 , 1 , "0.999+/-0.045"
27 , "PLCKERC217 G122.02+22.39"   ,, 2.75583 , 85.19778 , 122.02181 , 22.39784 , "489.9+/-59" , "1025.36+/-39.2" , "348.1+/-34.24" , "1493.1+/-311.27" , 0.382 , 1 , 1 , 4 , "0.859+/-0.041"
28 , "PLCKERC217 G117.78-03.23"   ,, 2.775 , 59.22889 , 117.78426 , -3.23886 , "1295.1+/-185" , "2473.47+/-48.5" , "965.9+/-91.03" , "5732.6+/-812.99" , 0.318 , 0 , 1 , 2 , "0.87+/-0.042"
29 , "PLCKERC217 G117.76-03.63"   ,, 2.85875 , 58.83556 , 117.7656 , -3.63435 , "5107.1+/-281" , "8365.23+/-41.9" , "3956.4+/-196.25" , "8325.1+/-389.65" , 0.318 , 0 , 1 , 2 , "0.997+/-0.045"
30 , "PLCKERC217 G118.03-02.00"   ,, 2.8925 , 60.48472 , 118.03756 , -2.00756 , "1172.1+/-127" , "1332.41+/-37.3" , "1079.6+/-37.21" , "1061.4+/-82.69" , 0.318 , 0 , 0 , 2 , "0.833+/-0.042"
31 , "PLCKERC217 G117.97-02.93"   ,, 3.06 , 59.56417 , 117.97945 , -2.93014 , "1072.4+/-126" , "1782.67+/-51.3" , "803.9+/-84.39" , "2943.1+/-335.79" , 0.382 , 0 , 1 , 1 , "0.79+/-0.039"
32 , "PLCKERC217 G118.20-01.58"   ,, 3.09958 , 60.92444 , 118.20484 , -1.58845 , "2193.6+/-127" , "3191.14+/-44.7" , "1933.9+/-85.21" , "3673.3+/-187.48" , 0.318 , 0 , 0 , 1 , "0.924+/-0.043"
33 , "PLCKERC217 G118.02-03.18"   ,, 3.21625 , 59.32278 , 118.0218 , -3.18051 , "1286.4+/-129" , "1715.16+/-47.6" , "1034.7+/-89.91" , "3740.7+/-429.72" , 0.318 , 0 , 1 , 1 , "0.854+/-0.04"
34 , "PLCKERC217 G115.23-21.43"   ,, 3.37625 , 40.86611 , 115.23958 , -21.43815 , "749.1+/-54" , "695.56+/-33.6" , "840.5+/-44.13" , "807.7+/-103.72" , 0.222 , 0 , 0 , 2 , "0.97+/-0.044"
35 , "PLCKERC217 G118.95+01.90"   ,, 3.59375 , 64.48778 , 118.95327 , 1.90283 , "3370.7+/-157" , "3876.31+/-60.8" , "2997.5+/-108.6" , "4358.8+/-251.28" , 0.318 , 0 , 0 , 2 , "0.885+/-0.042"
36 , "PLCKERC217 G118.63-00.40"   ,, 3.62417 , 62.15361 , 118.63276 , -0.40924 , "2067.5+/-145" , "2731.01+/-40.2" , "1899.8+/-77.64" , "2819.7+/-218.95" , 0.318 , 0 , 0 , 1 , "0.887+/-0.042"
37 , "PLCKERC217 G332.80-75.73"   ,, 3.74292 , -39.20806 , 332.80426 , -75.73031 , "946.5+/-101" , "1468.19+/-37.4" , "848.1+/-74.54" , "1754.2+/-225.3" , 0.222 , 0 , 1 , 2 , "0.981+/-0.044"
38 , "PLCKERC217 G118.61-01.33"   ,, 3.86417 , 61.235 , 118.61575 , -1.33481 , "5145.4+/-495" , "7172.6+/-39.9" , "4334+/-147.27" , "5717.9+/-319.84" , 0.318 , 0 , 0 , 2 , "0.996+/-0.045"
39 , "PLCKERC217 G119.89+07.58"   ,, 3.90958 , 70.24722 , 119.89152 , 7.58724 , "1210.7+/-215" , "3477.27+/-40.3" , "1169.6+/-120.21" , "9258.2+/-919.99" , 0.382 , 0 , 1 , 3 , "0.913+/-0.043"
40 , "PLCKERC217 G117.90-07.24"   ,, 4.08292 , 55.28611 , 117.90694 , -7.24274 , "512.6+/-81" , "840.58+/-28.8" , "470.3+/-43.29" , "913.3+/-187.32" , 0.318 , 0 , 1 , 1 , "0.857+/-0.041"
41 , "PLCKERC217 G118.75-01.24"   ,, 4.1225 , 61.34694 , 118.75411 , -1.24096 , "2736.5+/-541" , "2878.84+/-30.7" , "2039.4+/-227.63" , "1539+/-695.4" , 0.318 , 0 , 0 , 2 , "0.947+/-0.043"
42 , "PLCKERC217 G119.75+05.99"   ,, 4.15958 , 68.65333 , 119.75838 , 5.99646 , "1877.6+/-331" , "7515.54+/-105.3" , "1558.6+/-213.07" , "1.3e+4+/-1307.34" , 0.318 , 0 , 1 , 3 , "0.963+/-0.044"
43 , "PLCKERC217 G108.77-52.64"   ,, 4.21375 , 9.27389 , 108.77908 , -52.6448 , "986.6+/-97" , "1945.25+/-40.1" , "818.3+/-64.06" , "2460.5+/-331.13" , 0.318 , 0 , 1 , 2 , "0.969+/-0.044"
44 , "PLCKERC217 G119.52+03.17"   ,, 4.53583 , 65.82694 , 119.52835 , 3.17557 , "2456.3+/-370" , "2887.95+/-48.8" , "2377.3+/-183.64" , "6247.8+/-949.11" , 0.318 , 0 , 1 , 3 , "0.867+/-0.041"
45 , "PLCKERC217 G118.99-01.84"   ,, 4.7725 , 60.78056 , 118.99225 , -1.84341 , "1354+/-262" , "2536.41+/-44.2" , "1187.3+/-109.12" , "499.9+/-3225.26" , 0.318 , 0 , 1 , 2 , "0.839+/-0.04"
46 , "PLCKERC217 G117.85-10.70"   ,, 4.77292 , 51.84361 , 117.85769 , -10.70903 , "454.3+/-64" , "545.49+/-33.1" , "453.1+/-44.42" , "485.1+/-115.65" , 0.318 , 0 , 0 , 2 , "0.834+/-0.042"
47 , "PLCKERC217 G118.69-04.38"   ,, 4.81542 , 58.22611 , 118.69394 , -4.38049 , "1145+/-185" , "2664.04+/-44.4" , "1106.4+/-83.5" , "597.2+/-1752.31" , 0.318 , 0 , 1 , 1 , "0.895+/-0.042"
48 , "PLCKERC217 G119.17-00.85"   ,, 4.90542 , 61.78028 , 119.17988 , -0.85944 , "4556.8+/-437" , "7271.75+/-43.7" , "3422.8+/-223.32" , "8418.5+/-771.02" , 0.318 , 0 , 1 , 2 , "0.986+/-0.045"
49 , "PLCKERC217 G119.32+00.00"   ,, 4.97875 , 62.65944 , 119.32154 , 0.009 , "1698.2+/-271" , "2530.18+/-66.1" , "1347.9+/-120.55" , "4866.7+/-601.81" , 0.318 , 0 , 1 , 1 , "0.841+/-0.04"
50 , "PLCKERC217 G118.95-03.32"   ,, 5.07042 , 59.30111 , 118.95791 , -3.32982 , "1191.7+/-109" , "1187.87+/-36.6" , "937.3+/-61.6" , "2376.6+/-196.74" , 0.318 , 0 , 1 , 1 , "0.846+/-0.04"
51 , "PLCKERC217 G118.38-08.15"   ,, 5.1025 , 54.44472 , 118.38458 , -8.15269 , "1122.8+/-221" , "1888.58+/-28.7" , "841.7+/-72.71" , "1333.9+/-1124.03" , 0.318 , 0 , 1 , 1 , "0.969+/-0.044"
52 , "PLCKERC217 G119.47+00.72"   ,, 5.11667 , 63.39111 , 119.47215 , 0.72785 , "2400.9+/-251" , "3149.76+/-46.5" , "1910+/-179.52" , "6017.6+/-564.45" , 0.318 , 0 , 1 , 2 , "0.885+/-0.042"
53 , "PLCKERC217 G119.32-00.70"   ,, 5.17583 , 61.95389 , 119.32742 , -0.70231 , "2526+/-485" , "1787.16+/-25.4" , "-1040.9+/-281.79" , "1659.1+/-650.7" , 0.318 , 0 , 0 , 2 , "0.909+/-0.043"
54 , "PLCKERC217 G118.25-09.58"   ,, 5.17792 , 53.00667 , 118.25321 , -9.58573 , "1082.9+/-104" , "1555.15+/-37" , "887.7+/-71.95" , "1951.9+/-343.2" , 0.318 , 0 , 1 , 2 , "0.957+/-0.044"
55 , "PLCKERC217 G118.26-09.90"   ,, 5.25833 , 52.69556 , 118.26432 , -9.90041 , "1076+/-130" , "1131.99+/-31.4" , "926.7+/-61.97" , "1938.2+/-227.34" , 0.318 , 0 , 1 , 1 , "0.956+/-0.044"
56 , "PLCKERC217 G118.51-08.24"   ,, 5.34167 , 54.37194 , 118.51549 , -8.24154 , "1074.7+/-156" , "2530.33+/-40.9" , "784.3+/-83.84" , "1515.6+/-1076.1" , 0.318 , 0 , 1 , 1 , "0.992+/-0.045"
57 , "PLCKERC217 G119.39-00.84"   ,, 5.36375 , 61.82167 , 119.39982 , -0.84407 , "2316.3+/-348" , "2214.76+/-26.4" , "2109+/-111.57" , "2367.6+/-412.71" , 0.318 , 0 , 0 , 2 , "0.897+/-0.043"
58 , "PLCKERC217 G118.66-07.15"   ,, 5.37042 , 55.46528 , 118.66129 , -7.1578 , "876.2+/-141" , "1605.14+/-45.1" , "575.8+/-48.52" , "1054.1+/-501.68" , 0.318 , 0 , 1 , 2 , "0.96+/-0.044"
59 , "PLCKERC217 G119.34-01.36"   ,, 5.37542 , 61.29917 , 119.34484 , -1.36386 , "1595.5+/-294" , "1351.84+/-34.6" , "1150.5+/-148.63" , "2094.8+/-1629.92" , 0.318 , 0 , 1 , 2 , "0.84+/-0.04"
60 , "PLCKERC217 G118.72-06.80"   ,, 5.41292 , 55.81889 , 118.72673 , -6.80938 , "601.9+/-79" , "1024.56+/-49.8" , "517.9+/-40.74" , "1329.7+/-210.08" , 0.318 , 0 , 1 , 1 , "0.894+/-0.042"
61 , "PLCKERC217 G119.64+00.52"   ,, 5.54417 , 63.20778 , 119.64163 , 0.52322 , "1695.4+/-252" , "1703.19+/-74.2" , "1134.8+/-84.9" , "2493.2+/-200.15" , 0.318 , 0 , 1 , 2 , "0.837+/-0.041"
62 , "PLCKERC217 G119.57-00.52"   ,, 5.655 , 62.15972 , 119.57424 , -0.52392 , "2192.6+/-193" , "3792.08+/-55.8" , "1489.8+/-128.51" , "7703.9+/-669.27" , 0.318 , 0 , 1 , 1 , "0.914+/-0.043"
63 , "PLCKERC217 G118.60-09.73"   ,, 5.78042 , 52.8975 , 118.6061 , -9.73624 , "862.6+/-83" , "1167.7+/-34.7" , "747.1+/-55.2" , "1642.8+/-255.65" , 0.318 , 0 , 1 , 2 , "0.918+/-0.043"
64 , "PLCKERC217 G118.67-09.28"   ,, 5.80542 , 53.35028 , 118.67232 , -9.28795 , "1396.2+/-80" , "1433.08+/-39.4" , "1301.1+/-56.78" , "1880.4+/-146.24" , 0.318 , 0 , 0 , 2 , "0.974+/-0.044"
65 , "PLCKERC217 G118.98-06.54"   ,, 5.815 , 56.10722 , 118.9848 , -6.54818 , "886.1+/-82" , "968.2+/-36.3" , "678.9+/-66.59" , "2667.2+/-385.73" , 0.318 , 0 , 1 , 2 , "0.909+/-0.043"
66 , "PLCKERC217 G119.12-05.94"   ,, 5.94917 , 56.71972 , 119.12607 , -5.94742 , "1003+/-83" , "967.36+/-34" , "794+/-63.83" , "1982.7+/-198.05" , 0.318 , 0 , 1 , 2 , "0.878+/-0.042"
67 , "PLCKERC217 G120.14+03.42"   ,, 5.96625 , 66.14417 , 120.14475 , 3.42201 , "5369.6+/-434" , "6663.57+/-76.4" , "4525+/-349.12" , "1.1e+4+/-656.04" , 0.318 , 0 , 1 , 4 , "0.975+/-0.044"
68 , "PLCKERC217 G120.16+03.08"   ,, 6.09167 , 65.81472 , 120.16064 , 3.08887 , "8247.4+/-909" , "1.17e+4+/-54.9" , "6740.1+/-582.1" , "2.5e+4+/-1531.64" , 0.318 , 0 , 1 , 4 , "0.998+/-0.045"
69 , "PLCKERC217 G119.97+00.16"   ,, 6.35292 , 62.88611 , 119.9716 , 0.16405 , "1770.6+/-175" , "2702.43+/-82.6" , "1280.7+/-97.01" , "3601.4+/-370.03" , 0.318 , 0 , 1 , 2 , "0.841+/-0.04"
70 , "PLCKERC217 G120.10+01.46"   ,, 6.36125 , 64.19806 , 120.10761 , 1.46917 , "1995.4+/-244" , "2774.92+/-58.6" , "1483.2+/-119.2" , "9527.7+/-1943.49" , 0.318 , 0 , 1 , 2 , "0.846+/-0.04"
71 , "PLCKERC217 G120.27+02.43"   ,, 6.53583 , 65.17972 , 120.27963 , 2.43838 , "1828.9+/-275" , "2125.85+/-55.9" , "1722.8+/-131.97" , "-3140.7+/-515.23" , 0.318 , 0 , 0 , 4 , "0.843+/-0.04"
72 , "PLCKERC217 G120.26+02.15"   ,, 6.56417 , 64.90083 , 120.26405 , 2.15965 , "6699.3+/-418" , "9197.7+/-60.8" , "5754.8+/-268.99" , "8380.1+/-547.25" , 0.318 , 0 , 0 , 4 , "0.995+/-0.045"
73 , "PLCKERC217 G120.13-00.20"   ,, 6.78208 , 62.53583 , 120.13334 , -0.20376 , "1887+/-186" , "3448.44+/-53.5" , "1425.8+/-110.33" , "5209.7+/-563.99" , 0.318 , 0 , 1 , 2 , "0.845+/-0.041"
74 , "PLCKERC217 G120.34+01.97"   ,, 6.79333 , 64.72556 , 120.34448 , 1.97598 , "3240.3+/-520" , "2840.08+/-47.3" , "2807.1+/-274.28" , "3160+/-661.53" , 0.318 , 0 , 0 , 3 , "0.912+/-0.043"
75 , "PLCKERC217 G119.80-06.01"   ,, 7.18167 , 56.72306 , 119.80302 , -6.01048 , "3624.9+/-135" , "4528.99+/-42.7" , "3155.1+/-93.66" , "4494.3+/-146.6" , 0.318 , 0 , 0 , 2 , "1+/-0.046"
76 , "PLCKERC217 G115.52-44.39"   ,, 7.29833 , 18.15722 , 115.52809 , -44.39434 , "444+/-68" , "537.97+/-40" , "391.1+/-40.74" , "692.9+/-174.7" , 0.318 , 0 , 0 , 1 , "0.868+/-0.041"
77 , "PLCKERC217 G120.55+01.57"   ,, 7.35667 , 64.34861 , 120.55187 , 1.57871 , "1921.4+/-189" , "1959.03+/-57.6" , "1764+/-124.78" , "4647.7+/-426.73" , 0.318 , 0 , 1 , 3 , "0.853+/-0.04"
78 , "PLCKERC217 G120.65+02.67"   ,, 7.37125 , 65.45167 , 120.65232 , 2.67722 , "5902.5+/-669" , "1.62e+4+/-93" , "4625.7+/-485.59" , "1.9e+4+/-1056.6" , 0.318 , 0 , 1 , 3 , "0.999+/-0.046"
79 , "PLCKERC217 G120.53+01.11"   ,, 7.41042 , 63.88028 , 120.53552 , 1.11019 , "2861.3+/-202" , "3519.36+/-60.9" , "2267.1+/-157.09" , "7576.2+/-499.14" , 0.318 , 0 , 1 , 1 , "0.919+/-0.043"
80 , "PLCKERC217 G120.45+00.12"   ,, 7.41375 , 62.89417 , 120.45365 , 0.12741 , "2095.5+/-245" , "4478.42+/-71.5" , "1742.2+/-164.78" , "9054.7+/-805.97" , 0.318 , 0 , 1 , 2 , "0.924+/-0.043"
81 , "PLCKERC217 G338.30-82.39"   ,, 7.60167 , -33.23306 , 338.30735 , -82.3919 , "420.7+/-50" , "377.68+/-24" , "387.5+/-37.78" , "499.9+/-117.75" , 0.318 , 0 , 0 , 2 , "0.863+/-0.041"
82 , "PLCKERC217 G116.30-44.82"   ,, 7.92708 , 17.795 , 116.30446 , -44.82267 , "559.2+/-85" , "907.7+/-41" , "424.9+/-54.57" , "2125.2+/-548.67" , 0.318 , 0 , 1 , 2 , "0.921+/-0.043"
83 , "PLCKERC217 G120.19-06.39"   ,, 7.94125 , 56.37194 , 120.19359 , -6.39499 , "1633.4+/-170" , "2784+/-49.4" , "1038+/-100.27" , "4417.4+/-554.76" , 0.318 , 0 , 1 , 2 , "0.972+/-0.045"
84 , "PLCKERC217 G121.42+08.35"   ,, 8.23417 , 71.17444 , 121.42487 , 8.35698 , "725.1+/-96" , "1844.84+/-40.1" , "540.3+/-48.79" , "1992.8+/-282.25" , 0.382 , 0 , 1 , 4 , "0.814+/-0.04"
85 , "PLCKERC217 G120.80-00.52"   ,, 8.28667 , 62.27056 , 120.80608 , -0.52542 , "1919.8+/-300" , "3774.69+/-49.5" , "1440.7+/-81.27" , "3493.6+/-212.48" , 0.318 , 0 , 1 , 2 , "0.84+/-0.041"
86 , "PLCKERC217 G120.41-06.47"   ,, 8.3425 , 56.30889 , 120.41202 , -6.47429 , "851.5+/-149" , "1255.27+/-46.3" , "710.3+/-62.15" , "2588.6+/-436.39" , 0.318 , 0 , 1 , 1 , "0.871+/-0.041"
87 , "PLCKERC217 G120.69-02.72"   ,, 8.37958 , 60.06389 , 120.6955 , -2.72986 , "994+/-142" , "2642.07+/-59.5" , "695.9+/-71.84" , "1209.5+/-726.25" , 0.382 , 0 , 1 , 1 , "0.865+/-0.041"
88 , "PLCKERC217 G120.21-11.95"   ,, 8.65542 , 50.82917 , 120.21922 , -11.95383 , "510.1+/-53" , "653.71+/-39.7" , "457.3+/-43.6" , "909+/-224.48" , 0.318 , 2 , 1 , 1 , "0.873+/-0.041"
89 , "PLCKERC217 G120.82-03.77"   ,, 8.7675 , 59.03139 , 120.8232 , -3.77307 , "2747.8+/-339" , "7005.48+/-58.2" , "2210.2+/-166.88" , "7499+/-865.03" , 0.318 , 0 , 1 , 2 , "0.999+/-0.045"
90 , "PLCKERC217 G121.10+00.72"   ,, 8.76792 , 63.53806 , 121.10992 , 0.72449 , "2530.4+/-496" , "3324+/-55" , "2178.1+/-254.42" , "1.2e+4+/-2302.84" , 0.318 , 0 , 1 , 2 , "0.902+/-0.043"
91 , "PLCKERC217 G122.06+15.10"   ,, 8.8525 , 77.95222 , 122.06633 , 15.10747 , "393.2+/-49" , "659.33+/-35.6" , "313.4+/-35.24" , "1119.5+/-197.95" , 0.318 , 0 , 1 , 3 , "0.849+/-0.04"
92 , "PLCKERC217 G120.60-08.03"   ,, 8.86542 , 54.76 , 120.60574 , -8.03952 , "533.6+/-77" , "1059.49+/-36" , "413.7+/-47.3" , "6530.9+/-4096.9" , 0.382 , 0 , 1 , 2 , "0.788+/-0.039"
93 , "PLCKERC217 G121.00-02.78"   ,, 9.00417 , 60.02417 , 121.00451 , -2.7897 , "1371.2+/-88" , "1399.29+/-37.9" , "1233.2+/-69.11" , "2267.8+/-133.79" , 0.318 , 0 , 0 , 2 , "0.855+/-0.04"
94 , "PLCKERC217 G121.30+00.65"   ,, 9.21167 , 63.48444 , 121.30434 , 0.65888 , "9401.4+/-447" , "1.23e+4+/-66.2" , "8957.3+/-261.84" , "1.2e+4+/-458.71" , 0.318 , 0 , 0 , 2 , "1+/-0.045"
95 , "PLCKERC217 G121.49+03.79"   ,, 9.23833 , 66.62472 , 121.49292 , 3.79366 , "3061.2+/-189" , "4281.72+/-53.4" , "2664+/-127.46" , "5290.2+/-209.05" , 0.318 , 0 , 1 , 4 , "0.867+/-0.041"
96 , "PLCKERC217 G121.37+01.24"   ,, 9.29167 , 64.07194 , 121.37238 , 1.24365 , "4395.5+/-216" , "5387.11+/-48.1" , "3910+/-138.02" , "5465.5+/-327.89" , 0.318 , 0 , 0 , 2 , "0.974+/-0.044"
97 , "PLCKERC217 G121.27-01.02"   ,, 9.34875 , 61.80167 , 121.27372 , -1.02459 , "2718.3+/-217" , "4040.2+/-43.7" , "2138.6+/-126.86" , "4438.9+/-336.24" , 0.318 , 0 , 1 , 2 , "0.873+/-0.041"
98 , "PLCKERC217 G068.04-86.34"   ,, 9.55917 , -24.98611 , 68.04783 , -86.34284 , "389.1+/-59" , "407.29+/-23.7" , "478.3+/-39.82" , "396.1+/-83.23" , 0.318 , 0 , 0 , 2 , "0.855+/-0.04"
99 , "PLCKERC217 G115.20-64.80"   ,, 9.57708 , -2.12528 , 115.20918 , -64.80022 , "353.5+/-50" , "315.37+/-26.2" , "423.9+/-39.69" , "392.3+/-86.88" , 0.222 , 0 , 0 , 2 , "0.851+/-0.04"
100 , "PLCKERC217 G121.48+00.27"  ,, 9.65083 , 63.10556 , 121.4812 , 0.27004 , "2558+/-351" , "4927.02+/-64.8" , "2034+/-158.2" , "5231.9+/-763.84" , 0.318 , 0 , 1 , 2 , "0.935+/-0.043"
101 , "PLCKERC217 G121.32-03.37"  ,, 9.6925 , 59.45444 , 121.32032 , -3.3774 , "1304.1+/-71" , "1597.35+/-42.3" , "1193.4+/-52.95" , "1611.3+/-139.32" , 0.318 , 0 , 0 , 2 , "0.884+/-0.042"
102 , "PLCKERC217 G121.42-02.71"  ,, 9.83292 , 60.12111 , 121.42315 , -2.71514 , "1220.8+/-118" , "1969.42+/-37.8" , "1071.3+/-65.1" , "1659+/-309.93" , 0.318 , 0 , 1 , 2 , "0.839+/-0.04"
103 , "PLCKERC217 G118.24-52.69"  ,, 9.97917 , 10.06972 , 118.24946 , -52.6971 , "811.2+/-91" , "1097.66+/-33.3" , "726.4+/-64.01" , "2480.5+/-400.41" , 0.222 , 0 , 1 , 2 , "0.97+/-0.044"
104 , "PLCKERC217 G121.80+04.07"  ,, 9.99042 , 66.92139 , 121.80492 , 4.07492 , "2825.2+/-390" , "4298.92+/-51.4" , "1966.2+/-214.37" , "3588.8+/-1987.98" , 0.318 , 0 , 1 , 3 , "0.856+/-0.041"
