_id , pccs1f353_name , other_name , RA , Dec , LII , BII , Detection pipeline flux density +/- err (mJy) , Aperture photometry flux density +/- err (mJy) , PSF fit flux density +/- err (mJy) , Gaussian fit flux density +/- err (mJy) , PositionError (arcmin) , Extended , Cirrus flag , External validation , ERCSC source name , Gaussian fit semimajor axis +/- err (arcmin) , Gaussian fit semiminor axis +/- err (arcmin) , Gaussian fit orientation +/- err (degrees) , Gaussian fit effective FWHM (arcmin)
11 , "PCCS1 353 G117.45+01.27 "    ,, 0.45083 , 63.61361 , 117.45073 , 1.27134 , "3372.2+/-501.2" , "6661.8+/-1002.4" , "6141.6+/-709.6" , "8753.5+/-457.4" , 0.8 , "No" , 16 , 1 , "PLCKERC353 G117.47+01.27" , "7.5+/-0.4" , "5.6+/-0.3" , "46+/-0.000" , 6.5
12 , "PCCS1 353 G114.43-13.95 "    ,, 0.45583 , 48.09917 , 114.43191 , -13.95198 , "2881.2+/-83.4" , "4323.3+/-594.7" , "3933.4+/-196.9" , "6019.7+/-542.2" , 0.8 , "Yes" , 17 , 2 , "PLCKERC353 G114.44-13.95" , "7.6+/-0.7" , "7.4+/-0.7" , "148+/-0.000" , 7.5
13 , "PCCS1 353 G117.42+01.06 "    ,, 0.47708 , 63.40389 , 117.42204 , 1.06332 , "3317.9+/-433.6" , "1.0e+4+/-1935" , "9624.8+/-694.1" , "1.9e+4+/-1768.6" , 0.8 , "Yes" , 14 , 2 , "PLCKERC353 G117.42+01.05" , "8.6+/-0.9" , "8.3+/-0.8" , "110+/-0.000" , 8.4
14 , "PCCS1 353 G116.19-05.28 "    ,, 0.48792 , 56.93583 , 116.19051 , -5.28654 , "932.4+/-117.7" , "2354+/-421.5" , "2389.1+/-155.8" , "7318.3+/-358.7" , 0.8 , "Yes" , 2 , 0 , " " , "10.8+/-0.6" , "10.3+/-0.6" , "54+/-0.000" , 10.5
15 , "PCCS1 353 G118.44+06.25 "    ,, 0.50292 , 68.69167 , 118.44535 , 6.25173 , "3049+/-240.2" , "5870.3+/-8199.4" , "7244.4+/-3799.6" , "-" , 0.8 , "Not available" , 29 , 1 , " " , "-" , "-" , "-" , -9.9
16 , "PCCS1 353 G114.52-13.76 "    ,, 0.52708 , 48.29889 , 114.52018 , -13.76537 , "997.4+/-74.3" , "1564.4+/-685.5" , "1341.8+/-340.7" , "1908.3+/-728.5" , 0.8 , "Yes" , 17 , 1 , " " , "10.2+/-4.2" , "5.7+/-2.4" , "44+/-0.000" , 7.6
17 , "PCCS1 353 G114.57-13.98 "    ,, 0.66417 , 48.08833 , 114.57039 , -13.98969 , "611.6+/-89.6" , "1934.8+/-279.7" , "2223.9+/-296.6" , "1035.1+/-160" , 0.8 , "No" , 16 , 1 , " " , "7.1+/-1.2" , "6+/-1" , "120+/-0.000" , 6.6
18 , "PCCS1 353 G117.72+02.18 "    ,, 0.68292 , 64.55861 , 117.72953 , 2.18 , "2896.4+/-377" , "4394.4+/-5086.2" , "3204+/-1639.1" , "1761.3+/-1521.2" , 0.8 , "No" , 26 , 2 , " " , "4.7+/-4.2" , "4.6+/-4.1" , "22+/-0.000" , 4.6
19 , "PCCS1 353 G096.24-62.24 "    ,, 0.77958 , -1.9 , 96.24709 , -62.24192 , "330.7+/-66.1" , "384+/-122.9" , "340+/-46.3" , "405.1+/-79.8" , 0.8 , "No" , 3 , 0 , " " , "5.5+/-1.1" , "4.6+/-0.9" , "160+/-0.000" , 5
20 , "PCCS1 353 G118.58+06.27 "    ,, 0.86875 , 68.74389 , 118.58645 , 6.27795 , "3556.8+/-312.1" , "1.7e+4+/-5702.1" , "2.3e+4+/-3591.5" , "3.5e+4+/-4356.7" , 0.8 , "Yes" , 31 , 1 , " " , "11.3+/-1.6" , "7.3+/-1" , "146+/-0.000" , 9.1
21 , "PCCS1 353 G116.21-06.39 "    ,, 0.90792 , 55.85444 , 116.21511 , -6.39251 , "621.1+/-94" , "1105.8+/-292" , "765.4+/-138" , "597.4+/-135" , 0.8 , "No" , 2 , 1 , " " , "5.1+/-1.2" , "4.6+/-1.1" , "68+/-0.000" , 4.8
22 , "PCCS1 353 G108.22-40.74 "    ,, 0.9925 , 20.76667 , 108.22974 , -40.74604 , "353.8+/-66.1" , "519.7+/-92.6" , "503+/-43.6" , "1016.3+/-88" , 0.8 , "Yes" , 4 , 2 , " " , "8.9+/-0.9" , "8+/-0.8" , "100+/-0.000" , 8.4
23 , "PCCS1 353 G109.19-37.79 "    ,, 1.02042 , 23.80611 , 109.19019 , -37.79853 , "472.7+/-92.9" , "698.4+/-221.8" , "652.2+/-119.5" , "1659.3+/-238.3" , 0.8 , "Yes" , 9 , 2 , "PLCKERC353 G109.19-37.59" , "11.6+/-1.9" , "6.9+/-1.1" , "152+/-0.000" , 9
24 , "PCCS1 353 G115.75-09.24 "    ,, 1.03792 , 52.97111 , 115.75166 , -9.24009 , "1064.5+/-128.1" , "2426.3+/-835.5" , "2307.2+/-260" , "5090+/-801" , 0.8 , "Yes" , 13 , 1 , " " , "9.8+/-1.7" , "8.1+/-1.4" , "136+/-0.000" , 8.9
25 , "PCCS1 353 G118.63+06.12 "    ,, 1.06208 , 68.605 , 118.63005 , 6.12838 , "1.8e+4+/-248.5" , "6.1e+4+/-1.1e+4" , "5.6e+4+/-2219.2" , "8.8e+4+/-5364" , 0.8 , "Yes" , 33 , 1 , "PLCKERC353 G118.62+06.15" , "9.4+/-0.6" , "7.1+/-0.5" , "176+/-0.000" , 8.2
26 , "PCCS1 353 G324.00-67.56 "    ,, 1.11875 , -47.59917 , 324.00068 , -67.5622 , "309.6+/-52.4" , "344.7+/-102.8" , "217.4+/-43" , "136+/-58.3" , 0.8 , "No" , 0 , 1 , " " , "4.4+/-1.9" , "4.3+/-1.9" , "80+/-0.000" , 4.4
27 , "PCCS1 353 G118.47+04.92 "    ,, 1.23167 , 67.39778 , 118.47272 , 4.92985 , "5225.1+/-641.4" , "5801.3+/-3427.8" , "4134.3+/-1370.9" , "3954.7+/-1384.4" , 0.8 , "No" , 38 , 1 , " " , "5.6+/-2" , "4.2+/-1.5" , "144+/-0.000" , 4.8
28 , "PCCS1 353 G117.04-03.09 "    ,, 1.30667 , 59.24639 , 117.04557 , -3.09595 , "1935.4+/-318.4" , "3244.1+/-2228.9" , "6228.3+/-743.2" , "1.8e+4+/-5509.3" , 0.8 , "Yes" , 16 , 1 , " " , "23+/-10.2" , "14.7+/-7.2" , "88+/-0.000" , 18.4
29 , "PCCS1 353 G089.10-69.47 "    ,, 1.43958 , -9.65972 , 89.10556 , -69.47409 , "327.4+/-65.1" , "275.8+/-96.5" , "197+/-46.4" , "146.6+/-61.7" , 0.8 , "No" , 168 , 0 , " " , "4.9+/-2.1" , "4.5+/-1.9" , "156+/-0.000" , 4.7
30 , "PCCS1 353 G113.19-23.66 "    ,, 1.46333 , 38.34389 , 113.19075 , -23.664 , "516.8+/-70.3" , "480.9+/-108.2" , "393.7+/-45.6" , "-" , 0.8 , "Not available" , 3 , 1 , " " , "-" , "-" , "-" , -9.9
31 , "PCCS1 353 G116.12-08.64 "    ,, 1.47 , 53.62056 , 116.12783 , -8.64799 , "733.4+/-103.7" , "1844.6+/-573.1" , "1504.8+/-205.1" , "3281.3+/-511.7" , 0.8 , "Yes" , 14 , 1 , " " , "13.3+/-2.3" , "5.8+/-1" , "30+/-0.000" , 8.7
32 , "PCCS1 353 G109.67-38.27 "    ,, 1.545 , 23.43278 , 109.67687 , -38.2711 , "614.2+/-106.7" , "810.5+/-189.3" , "707.9+/-91.4" , "632.5+/-121.2" , 0.8 , "No" , 9 , 2 , " " , "6.1+/-1.2" , "5.3+/-1.1" , "68+/-0.000" , 5.6
33 , "PCCS1 353 G093.49-66.63 "    ,, 1.54917 , -6.38917 , 93.49046 , -66.63951 , "704.4+/-76.7" , "858+/-105.2" , "749+/-51.8" , "831.6+/-84.2" , 0.8 , "No" , 5 , 1 , "PLCKERC353 G093.50-66.63" , "6+/-0.6" , "5.4+/-0.6" , "96+/-0.000" , 5.7
34 , "PCCS1 353 G332.85-72.91 "    ,, 1.57333 , -41.49139 , 332.85731 , -72.91136 , "484.1+/-58.7" , "413.4+/-83.3" , "448.8+/-39.7" , "427.3+/-62.9" , 0.8 , "No" , 1 , 1 , "PLCKERC353 G332.77-72.91" , "7.3+/-1.1" , "4.1+/-0.6" , "0.000+/-0.000" , 5.5
35 , "PCCS1 353 G109.82-37.99 "    ,, 1.59917 , 23.72944 , 109.82183 , -37.99298 , "503.4+/-96.5" , "729.5+/-204.1" , "708.1+/-83.8" , "960.6+/-188.6" , 0.8 , "Yes" , 9 , 0 , " " , "7.7+/-1.6" , "7.5+/-1.6" , "14+/-0.000" , 7.6
36 , "PCCS1 353 G116.16-08.87 "    ,, 1.6 , 53.40333 , 116.16586 , -8.8757 , "871.4+/-119.9" , "2084.9+/-767.9" , "1696.1+/-271.9" , "4095.6+/-712" , 0.8 , "Yes" , 15 , 1 , " " , "10.9+/-2.2" , "8.3+/-1.7" , "48+/-0.000" , 9.5
37 , "PCCS1 353 G118.38+03.15 "    ,, 1.80083 , 65.635 , 118.38639 , 3.15459 , "3784+/-448.8" , "8320.5+/-5443.9" , "9405+/-1273.1" , "1.6e+4+/-3681.6" , 0.8 , "Yes" , 38 , 2 , "PLCKERC353 G118.40+03.16" , "8.9+/-2.3" , "6.6+/-1.7" , "114+/-0.000" , 7.7
38 , "PCCS1 353 G118.28+02.48 "    ,, 1.84417 , 64.95944 , 118.289 , 2.48582 , "4778.7+/-297.7" , "1.1e+4+/-4106.9" , "1.1e+4+/-837.3" , "2.0e+4+/-3129.4" , 0.8 , "Yes" , 26 , 2 , "PLCKERC353 G118.29+02.49" , "9.9+/-1.7" , "7.7+/-1.3" , "4+/-0.000" , 8.7
39 , "PCCS1 353 G118.69+04.79 "    ,, 1.86208 , 67.30444 , 118.69615 , 4.79541 , "6180.1+/-460.4" , "1.7e+4+/-5503.1" , "2.0e+4+/-1475.2" , "8.5e+4+/-6107.9" , 0.8 , "Yes" , 38 , 2 , " " , "13.4+/-1.3" , "11.9+/-1.2" , "176+/-0.000" , 12.6
40 , "PCCS1 353 G108.03-44.80 "    ,, 1.87917 , 16.78861 , 108.03825 , -44.80908 , "385.9+/-74.3" , "289.8+/-115.3" , "263.8+/-58.5" , "219.2+/-78.3" , 0.8 , "No" , 1 , 0 , " " , "5.3+/-1.9" , "4.6+/-1.7" , "48+/-0.000" , 4.9
41 , "PCCS1 353 G107.81-45.46 "    ,, 1.88667 , 16.11778 , 107.81985 , -45.46194 , "469.1+/-68.2" , "394+/-124.6" , "309.6+/-52.7" , "-" , 0.8 , "Not available" , 2 , 1 , " " , "-" , "-" , "-" , -9.9
42 , "PCCS1 353 G118.68+04.66 "    ,, 1.89042 , 67.17167 , 118.68433 , 4.66257 , "4637.4+/-413.2" , "1.2e+4+/-5121.7" , "1.3e+4+/-1728.9" , "3.4e+4+/-4019.9" , 0.8 , "Yes" , 37 , 2 , " " , "11.8+/-1.7" , "10.1+/-1.5" , "114+/-0.000" , 10.9
43 , "PCCS1 353 G118.83+05.21 "    ,, 2.02375 , 67.73778 , 118.83088 , 5.21185 , "4281.7+/-317.2" , "1.1e+4+/-3211.2" , "9928.3+/-1036.9" , "3.0e+4+/-2474.3" , 0.8 , "Yes" , 32 , 2 , " " , "13.7+/-1.4" , "8.5+/-0.9" , "150+/-0.000" , 10.8
44 , "PCCS1 353 G116.25-09.93 "    ,, 2.04708 , 52.37083 , 116.25458 , -9.93912 , "2155.6+/-115.7" , "3958.1+/-842.8" , "3317.3+/-274.2" , "5364.2+/-595.5" , 0.8 , "Yes" , 14 , 2 , "PLCKERC353 G116.25-09.92" , "11.4+/-1.4" , "5.5+/-0.7" , "152+/-0.000" , 7.9
45 , "PCCS1 353 G108.16-45.85 "    ,, 2.23083 , 15.79444 , 108.16891 , -45.85495 , "344.7+/-68.8" , "504.5+/-104.7" , "585.9+/-69.4" , "1623.5+/-130.2" , 0.8 , "Yes" , 1 , 0 , " " , "12.5+/-1.2" , "9.9+/-1" , "114+/-0.000" , 11.1
46 , "PCCS1 353 G118.58+02.83 "    ,, 2.40125 , 65.35306 , 118.58543 , 2.83513 , "5193.1+/-461" , "1.4e+4+/-5184.7" , "1.2e+4+/-1577.1" , "2.8e+4+/-3750.9" , 0.8 , "Yes" , 29 , 1 , "PLCKERC353 G118.59+02.81" , "10.8+/-1.6" , "7.6+/-1.2" , "176+/-0.000" , 9
47 , "PCCS1 353 G118.63+03.06 "    ,, 2.42917 , 65.585 , 118.63429 , 3.06199 , "4498.5+/-563.7" , "8144.9+/-3831" , "8629.4+/-1168.3" , "1.3e+4+/-2160.9" , 0.8 , "Yes" , 31 , 1 , " " , "9.2+/-1.6" , "5.9+/-1" , "10+/-0.000" , 7.4
48 , "PCCS1 353 G109.86-41.40 "    ,, 2.43417 , 20.40222 , 109.86241 , -41.40882 , "481.7+/-74.5" , "658.9+/-149.9" , "424+/-130.9" , "326.4+/-72.1" , 0.8 , "No" , 6 , 1 , " " , "4.7+/-1.1" , "4.6+/-1" , "94+/-0.000" , 4.6
49 , "PCCS1 353 G043.60-80.44 "    ,, 2.49125 , -24.97889 , 43.60783 , -80.44413 , "455.8+/-60.9" , "421.7+/-92.4" , "476.7+/-44.1" , "610.9+/-84" , 0.8 , "No" , 1 , 2 , " " , "8+/-1.2" , "6.4+/-0.9" , "152+/-0.000" , 7.2
50 , "PCCS1 353 G119.61+08.81 "    ,, 2.53 , 71.42444 , 119.61828 , 8.81912 , "882.8+/-143.8" , "1841.2+/-1447.3" , "1703.3+/-433.1" , "3384.4+/-882.2" , 0.8 , "Yes" , 5 , 0 , " " , "8.5+/-2.4" , "7.6+/-2.2" , "112+/-0.000" , 8
51 , "PCCS1 353 G119.35+07.15 "    ,, 2.56208 , 69.73806 , 119.35493 , 7.15313 , "1627.9+/-240.8" , "4139.5+/-1570.4" , "4084.1+/-527.2" , "1.2e+4+/-1350.7" , 0.8 , "Yes" , 15 , 1 , " " , "10.6+/-1.5" , "9.6+/-1.3" , "158+/-0.000" , 10.1
52 , "PCCS1 353 G110.10-41.26 "    ,, 2.5925 , 20.58306 , 110.10715 , -41.26357 , "849.1+/-80.9" , "1641.4+/-321.9" , "1551.6+/-132.7" , "3506.3+/-475.7" , 0.8 , "Yes" , 7 , 2 , "PLCKERC353 G110.09-41.25" , "10+/-1.6" , "9.2+/-1.4" , "96+/-0.000" , 9.6
53 , "PCCS1 353 G106.98-50.63 "    ,, 2.6325 , 10.965 , 106.98095 , -50.63543 , "882.4+/-82.5" , "461.6+/-164.9" , "629+/-83" , "501.8+/-94.6" , 0.8 , "No" , 3 , 1 , "PLCKERC353 G106.98-50.62" , "5.1+/-1" , "4.4+/-0.9" , "22+/-0.000" , 4.7
54 , "PCCS1 353 G118.43+01.25 "    ,, 2.64125 , 63.77167 , 118.4343 , 1.25751 , "2620.3+/-225.9" , "6387.4+/-1858.9" , "7447.2+/-484.8" , "9349.5+/-933" , 0.8 , "No" , 26 , 1 , "PLCKERC353 G118.46+01.21" , "9.9+/-1.1" , "5+/-0.5" , "18+/-0.000" , 7.1
55 , "PCCS1 353 G110.26-41.13 "    ,, 2.69083 , 20.73139 , 110.26797 , -41.13786 , "502.3+/-77.1" , "970.9+/-376.3" , "813.5+/-149.2" , "1293.3+/-311.4" , 0.8 , "Yes" , 7 , 1 , " " , "9.1+/-2.4" , "5.9+/-1.5" , "176+/-0.000" , 7.3
56 , "PCCS1 353 G116.60-10.39 "    ,, 2.73083 , 51.97583 , 116.6088 , -10.39776 , "883.4+/-132.6" , "3741.8+/-777.9" , "3963.5+/-594.4" , "9339.8+/-1155.3" , 0.8 , "Yes" , 15 , 0 , " " , "12.5+/-1.8" , "7.3+/-1" , "98+/-0.000" , 9.5
57 , "PCCS1 353 G118.74+02.89 "    ,, 2.74875 , 65.43722 , 118.74178 , 2.89522 , "5956+/-490.2" , "6915.6+/-6213.8" , "9853.9+/-1610.8" , "8226.4+/-2733.1" , 0.8 , "No" , 29 , 2 , " " , "6.7+/-2.3" , "5.1+/-1.8" , "42+/-0.000" , 5.8
58 , "PCCS1 353 G116.60-10.54 "    ,, 2.76708 , 51.83528 , 116.60852 , -10.54 , "3197.3+/-122.8" , "8347.4+/-1840.4" , "8339.9+/-460.6" , "2.2e+4+/-1878.2" , 0.8 , "Yes" , 15 , 2 , "PLCKERC353 G116.59-10.53" , "12+/-1.2" , "8.8+/-0.9" , "30+/-0.000" , 10.3
59 , "PCCS1 353 G117.75-03.65 "    ,, 2.8425 , 58.81139 , 117.75339 , -3.65686 , "6705.1+/-349.9" , "1.7e+4+/-3208.4" , "1.7e+4+/-757.3" , "4.4e+4+/-2759.8" , 0.8 , "Yes" , 11 , 2 , "PLCKERC353 G117.76-03.64" , "10.8+/-0.8" , "9.7+/-0.7" , "68+/-0.000" , 10.2
60 , "PCCS1 353 G118.01-02.00 "    ,, 2.85333 , 60.48556 , 118.01865 , -2.00356 , "4129.7+/-226.2" , "4129.4+/-1898.8" , "4199.5+/-370.2" , "4289.1+/-742.2" , 0.8 , "No" , 16 , 2 , " " , "4.8+/-0.9" , "4.8+/-0.9" , "100+/-0.000" , 4.8
61 , "PCCS1 353 G118.21-00.76 "    ,, 2.85417 , 61.73861 , 118.21291 , -0.76589 , "2491.9+/-282.9" , "4359.2+/-3333.4" , "3916.3+/-703.3" , "6314.2+/-1903.4" , 0.8 , "Yes" , 18 , 1 , " " , "11.3+/-3.7" , "5.3+/-1.7" , "18+/-0.000" , 7.7
62 , "PCCS1 353 G118.18-01.59 "    ,, 3.06333 , 60.91444 , 118.18593 , -1.59558 , "3399.8+/-280.5" , "8542.7+/-1825" , "7339.6+/-444.6" , "1.3e+4+/-1327" , 0.8 , "Yes" , 16 , 1 , "PLCKERC353 G118.20-01.58" , "9+/-1" , "6.2+/-0.7" , "96+/-0.000" , 7.5
63 , "PCCS1 353 G110.90-40.94 "    ,, 3.1525 , 21.01722 , 110.90475 , -40.94597 , "542.5+/-70.6" , "1379.8+/-177.1" , "1265.2+/-119.2" , "5285.7+/-351.7" , 0.8 , "Yes" , 7 , 2 , "PLCKERC353 G110.91-40.94" , "14.8+/-1.3" , "10.4+/-0.9" , "68+/-0.000" , 12.4
64 , "PCCS1 353 G118.94+02.98 "    ,, 3.20917 , 65.55694 , 118.94908 , 2.98429 , "4213.3+/-614.5" , "6518.5+/-7175.2" , "5894.4+/-1445.5" , "6586.9+/-2662.4" , 0.8 , "No" , 29 , 2 , " " , "6.5+/-2.7" , "4.5+/-1.9" , "6+/-0.000" , 5.4
65 , "PCCS1 353 G118.00-03.32 "    ,, 3.23083 , 59.18222 , 118.00807 , -3.32074 , "2459.1+/-360.2" , "2160.3+/-1363.2" , "1260.4+/-540.4" , "-" , 0.8 , "Not available" , 14 , 1 , " " , "-" , "-" , "-" , -9.9
66 , "PCCS1 353 G119.17+04.23 "    ,, 3.305 , 66.83083 , 119.17738 , 4.23834 , "2048.5+/-309.6" , "1860.4+/-1214.3" , "1131+/-369" , "-" , 0.8 , "Not available" , 29 , 0 , " " , "-" , "-" , "-" , -9.9
67 , "PCCS1 353 G111.15-41.00 "    ,, 3.35958 , 20.99472 , 111.1503 , -41.00601 , "553.3+/-68.1" , "1222.6+/-280.6" , "1153.7+/-128.7" , "2816.7+/-334.5" , 0.8 , "Yes" , 7 , 1 , "PLCKERC353 G111.12-41.00" , "12.2+/-1.6" , "7.1+/-1" , "8+/-0.000" , 9.3
68 , "PCCS1 353 G115.25-21.43 "    ,, 3.38958 , 40.86889 , 115.25054 , -21.43713 , "485.1+/-61.4" , "303.9+/-104" , "325.8+/-47" , "-" , 0.8 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
69 , "PCCS1 353 G119.46+05.79 "    ,, 3.4425 , 68.41083 , 119.46288 , 5.79332 , "2862+/-282.3" , "5623.4+/-1322.4" , "1891.8+/-1084.4" , "-" , 0.8 , "Not available" , 19 , 2 , " " , "-" , "-" , "-" , -9.9
70 , "PCCS1 353 G108.60-49.88 "    ,, 3.4825 , 11.94278 , 108.60965 , -49.88301 , "449.4+/-69.4" , "601.6+/-166.8" , "559.6+/-86.6" , "757.6+/-108.6" , 0.8 , "No" , 12 , 2 , " " , "6+/-0.9" , "5.2+/-0.8" , "142+/-0.000" , 5.6
71 , "PCCS1 353 G055.99-80.67 "    ,, 3.52292 , -23.16861 , 55.99245 , -80.67112 , "438.2+/-72.1" , "491.3+/-84.5" , "469.2+/-48.5" , "595.8+/-68.8" , 0.8 , "No" , 1 , 1 , "PLCKERC353 G056.04-80.66" , "6.6+/-0.8" , "5.6+/-0.7" , "36+/-0.000" , 6.1
72 , "PCCS1 353 G118.95+01.88 "    ,, 3.60875 , 64.47056 , 118.95719 , 1.88493 , "7851.2+/-367.9" , "1.3e+4+/-2299.1" , "1.3e+4+/-782" , "1.6e+4+/-1421.1" , 0.8 , "No" , 25 , 2 , "PLCKERC353 G118.95+01.90" , "7.5+/-0.7" , "6.8+/-0.6" , "134+/-0.000" , 7.1
73 , "PCCS1 353 G119.55+05.87 "    ,, 3.65875 , 68.50667 , 119.55576 , 5.8765 , "2033.4+/-285.9" , "7452.7+/-4272.1" , "5760.1+/-1299.2" , "1.1e+4+/-3634.1" , 0.8 , "Yes" , 17 , 1 , " " , "14.4+/-5.7" , "6.9+/-2.7" , "66+/-0.000" , 10
74 , "PCCS1 353 G119.60+06.12 "    ,, 3.68167 , 68.76167 , 119.6006 , 6.12788 , "2362.9+/-382.2" , "4259.7+/-6201.5" , "7329+/-1212.3" , "2.5e+4+/-6994.5" , 0.8 , "Yes" , 14 , 1 , " " , "16.6+/-5.9" , "9.5+/-3.5" , "0.000+/-0.000" , 12.5
75 , "PCCS1 353 G332.76-75.73 "    ,, 3.75917 , -39.20722 , 332.76425 , -75.73793 , "2736.1+/-60" , "4572.7+/-362" , "3998+/-183.4" , "7262+/-487.4" , 0.8 , "Yes" , 3 , 2 , " " , "10.4+/-0.8" , "6.1+/-0.5" , "60+/-0.000" , 8
76 , "PCCS1 353 G103.41-61.89 "    ,, 3.80292 , -0.4 , 103.41529 , -61.89144 , "620.7+/-80.3" , "914.5+/-193.5" , "850.4+/-72.8" , "2273.7+/-251.9" , 0.8 , "Yes" , 6 , 2 , " " , "11.4+/-1.5" , "9.2+/-1.2" , "138+/-0.000" , 10.2
77 , "PCCS1 353 G118.60-01.33 "    ,, 3.8325 , 61.23417 , 118.60056 , -1.33339 , "1.2e+4+/-322.5" , "2.1e+4+/-6172.8" , "2.1e+4+/-1170" , "3.0e+4+/-3433.9" , 0.8 , "No" , 28 , 2 , "PLCKERC353 G118.61-01.33" , "7.7+/-0.9" , "6.6+/-0.8" , "98+/-0.000" , 7.1
78 , "PCCS1 353 G332.11-75.76 "    ,, 3.94625 , -39.27944 , 332.1136 , -75.76058 , "1094+/-56.6" , "2456.2+/-189" , "1882+/-272.1" , "2330.4+/-186.1" , 0.8 , "No" , 2 , 2 , " " , "7.1+/-0.6" , "5.3+/-0.4" , "108+/-0.000" , 6.1
79 , "PCCS1 353 G119.29+03.17 "    ,, 3.96333 , 65.79389 , 119.29097 , 3.1742 , "3810.4+/-577.2" , "4833.7+/-2385.3" , "5591.5+/-1074.7" , "1.0e+4+/-1332.2" , 0.8 , "Yes" , 27 , 1 , " " , "8.7+/-1.2" , "6.7+/-1" , "168+/-0.000" , 7.7
80 , "PCCS1 353 G119.70+06.03 "    ,, 4.00542 , 68.68861 , 119.70732 , 6.03905 , "1734.5+/-267.9" , "4726.6+/-5055.9" , "1.1e+4+/-1239.5" , "5.3e+4+/-6909.9" , 0.8 , "Yes" , 12 , 1 , " " , "16.4+/-3.4" , "14+/-3" , "4+/-0.000" , 15.2
