_id , pccs1f353_name , other_name , RA , Dec , LII , BII , Detection pipeline flux density +/- err (mJy) , Aperture photometry flux density +/- err (mJy) , PSF fit flux density +/- err (mJy) , Gaussian fit flux density +/- err (mJy) , PositionError (arcmin) , Extended , Cirrus flag , External validation , ERCSC source name , Gaussian fit semimajor axis +/- err (arcmin) , Gaussian fit semiminor axis +/- err (arcmin) , Gaussian fit orientation +/- err (degrees) , Gaussian fit effective FWHM (arcmin)
1500 , "PCCS1 353 G158.16-12.16 "  ,, 58.49583 , 37.9175 , 158.16808 , -12.16353 , "2091.4+/-279.2" , "3909+/-1581.1" , "2774.5+/-694.9" , "3466.4+/-859.2" , 0.8 , "No" , 22 , 1 , " " , "7.5+/-1.9" , "4.3+/-1.1" , "62+/-0.000" , 5.7
1501 , "PCCS1 353 G158.00-11.94 "  ,, 58.52208 , 38.18611 , 158.00545 , -11.94624 , "2837.5+/-278.3" , "6033.9+/-1259.2" , "4856.7+/-572.9" , "7826.9+/-845.4" , 0.8 , "Yes" , 22 , 2 , "PLCKERC353 G158.03-11.94" , "11.2+/-1.3" , "5.4+/-0.6" , "72+/-0.000" , 7.8
1502 , "PCCS1 353 G155.48-08.94 "  ,, 58.59708 , 42.07722 , 155.4864 , -8.94481 , "1622.6+/-140.1" , "2215+/-1063" , "2332.3+/-248.8" , "1859.2+/-609.6" , 0.8 , "No" , 8 , 1 , "PLCKERC353 G155.52-08.92" , "6+/-2.1" , "5.7+/-2" , "136+/-0.000" , 5.9
1503 , "PCCS1 353 G158.10-11.94 "  ,, 58.61208 , 38.12333 , 158.10203 , -11.94788 , "1751+/-272.6" , "5003+/-1240.6" , "4660.7+/-544.9" , "3101+/-695.9" , 0.8 , "No" , 22 , 1 , " " , "6.8+/-1.6" , "5.1+/-1.2" , "88+/-0.000" , 5.9
1504 , "PCCS1 353 G148.18-00.15 "  ,, 58.65583 , 53.4825 , 148.18303 , -0.15929 , "5335.5+/-822.7" , "4625.3+/-6462.1" , "6261.3+/-1874.6" , "7077.3+/-3039.2" , 0.8 , "No" , 17 , 2 , " " , "6+/-2.7" , "5.1+/-2.3" , "164+/-0.000" , 5.6
1505 , "PCCS1 353 G214.11-47.80 "  ,, 58.65625 , -20.49944 , 214.11711 , -47.80773 , "337.9+/-67.2" , "178.6+/-94.2" , "131.3+/-49.3" , "-" , 0.8 , "Not available" , 1 , 2 , " " , "-" , "-" , "-" , -9.9
1506 , "PCCS1 353 G158.68-12.50 "  ,, 58.6975 , 37.33111 , 158.68372 , -12.50363 , "2793.8+/-248.6" , "1.1e+4+/-3532.1" , "1.4e+4+/-957.7" , "5.2e+4+/-6170.2" , 0.8 , "Yes" , 23 , 2 , "PLCKERC353 G158.70-12.48" , "14.8+/-2.3" , "10.4+/-1.7" , "48+/-0.000" , 12.4
1507 , "PCCS1 353 G148.02+00.08 "  ,, 58.71667 , 53.76833 , 148.02835 , 0.08374 , "4693.7+/-601.4" , "2.2e+4+/-7177.3" , "2.1e+4+/-2494.6" , "4.7e+4+/-5495.8" , 0.8 , "Yes" , 16 , 1 , " " , "11.6+/-1.6" , "8.1+/-1.1" , "56+/-0.000" , 9.7
1508 , "PCCS1 353 G158.40-12.05 "  ,, 58.80417 , 37.84722 , 158.40365 , -12.0582 , "1679.4+/-260.2" , "4385.4+/-1498.6" , "5279+/-554.8" , "1.4e+4+/-1241.3" , 0.8 , "Yes" , 26 , 1 , "PLCKERC353 G158.42-12.06" , "12.2+/-1.2" , "8.6+/-0.9" , "72+/-0.000" , 10.2
1509 , "PCCS1 353 G156.09-09.39 "  ,, 58.82 , 41.34861 , 156.09245 , -9.39274 , "1799.7+/-248.9" , "1570.6+/-1308.3" , "572.8+/-613.5" , "-" , 0.8 , "Not available" , 18 , 1 , " " , "-" , "-" , "-" , -9.9
1510 , "PCCS1 353 G145.99+02.62 "  ,, 58.83125 , 57.0225 , 145.99661 , 2.62714 , "2382.4+/-370.1" , "6933.3+/-2336.7" , "4990.3+/-549.9" , "1.0e+4+/-1638.5" , 0.8 , "Yes" , 15 , 2 , "PLCKERC353 G146.00+02.50" , "10.1+/-1.8" , "7.8+/-1.4" , "124+/-0.000" , 8.9
1511 , "PCCS1 353 G148.10+00.15 "  ,, 58.89042 , 53.77 , 148.10625 , 0.15078 , "5490+/-579.6" , "1.6e+4+/-1.1e+4" , "2.1e+4+/-2530" , "1.0e+5+/-1.4e+4" , 0.8 , "Yes" , 18 , 1 , " " , "15.6+/-3.3" , "14.2+/-3" , "42+/-0.000" , 14.9
1512 , "PCCS1 353 G156.97-10.29 "  ,, 58.91792 , 40.10111 , 156.97247 , -10.2926 , "2309.8+/-241" , "4034.4+/-1345.3" , "3311+/-418.3" , "6735.4+/-1263.4" , 0.8 , "Yes" , 11 , 2 , "PLCKERC353 G156.95-10.28" , "11.5+/-2.4" , "6.7+/-1.4" , "122+/-0.000" , 8.8
1513 , "PCCS1 353 G157.43-10.74 "  ,, 58.98333 , 39.46722 , 157.43176 , -10.74038 , "2101.6+/-244.8" , "5153.1+/-1121.8" , "5120.4+/-411.2" , "1.2e+4+/-1042.3" , 0.8 , "Yes" , 10 , 2 , "PLCKERC353 G157.42-10.72" , "9.7+/-1" , "9.1+/-0.9" , "106+/-0.000" , 9.4
1514 , "PCCS1 353 G148.12+00.28 "  ,, 59.05583 , 53.865 , 148.12022 , 0.28635 , "1.2e+4+/-576.6" , "2.8e+4+/-8998.9" , "2.8e+4+/-2569" , "6.7e+4+/-6242.5" , 0.8 , "Yes" , 18 , 2 , "PLCKERC353 G148.11+00.30" , "11.9+/-1.3" , "8.2+/-0.9" , "52+/-0.000" , 9.9
1515 , "PCCS1 353 G158.00-11.22 "  ,, 59.11875 , 38.73 , 158.00413 , -11.2292 , "1307.7+/-181" , "2774.5+/-717.9" , "2528.9+/-190.1" , "3018.9+/-452" , 0.8 , "No" , 13 , 2 , " " , "7.3+/-1.2" , "6.6+/-1.1" , "50+/-0.000" , 6.9
1516 , "PCCS1 353 G156.60-09.63 "  ,, 59.1225 , 40.83056 , 156.60965 , -9.63798 , "1587.6+/-225.2" , "2323.9+/-2098.9" , "3662.4+/-592.3" , "1.1e+4+/-2427.7" , 0.8 , "Yes" , 21 , 1 , " " , "17.3+/-4.7" , "7.2+/-1.9" , "28+/-0.000" , 11.1
1517 , "PCCS1 353 G162.90-16.59 "  ,, 59.12333 , 31.56528 , 162.90099 , -16.59175 , "1122.9+/-138.6" , "3346.6+/-552.7" , "3237.4+/-233.8" , "6919.7+/-372.9" , 0.8 , "Yes" , 5 , 1 , "PLCKERC353 G162.89-16.59" , "9.1+/-0.6" , "8.7+/-0.5" , "14+/-0.000" , 8.9
1518 , "PCCS1 353 G156.18-09.11 "  ,, 59.145 , 41.49972 , 156.18045 , -9.11955 , "2056.1+/-246.9" , "3745.2+/-1077.2" , "3279.1+/-597.5" , "4240.9+/-617.4" , 0.8 , "No" , 20 , 1 , "PLCKERC353 G156.16-09.11" , "8+/-1.3" , "6.2+/-1" , "20+/-0.000" , 7
1519 , "PCCS1 353 G149.41-01.16 "  ,, 59.15958 , 51.91806 , 149.41993 , -1.1648 , "2466.4+/-303" , "5511.1+/-6755.6" , "9731.8+/-1112.3" , "2.7e+4+/-5153.7" , 0.8 , "Yes" , 12 , 1 , " " , "15.7+/-3.5" , "7.2+/-1.7" , "2+/-0.000" , 10.6
1520 , "PCCS1 353 G159.12-12.38 "  ,, 59.20875 , 37.13944 , 159.12693 , -12.38107 , "2611.8+/-325.5" , "4582.8+/-3691.7" , "6728.4+/-891.8" , "2.1e+4+/-4843.5" , 0.8 , "Yes" , 21 , 2 , " " , "12.7+/-3.9" , "11.3+/-3.6" , "34+/-0.000" , 12
1521 , "PCCS1 353 G149.52-01.22 "  ,, 59.22042 , 51.80167 , 149.52363 , -1.22944 , "5488.3+/-321.2" , "1.4e+4+/-2948.4" , "1.3e+4+/-824.9" , "3.1e+4+/-2022.5" , 0.8 , "Yes" , 12 , 1 , "PLCKERC353 G149.50-01.22" , "10.6+/-0.8" , "8.7+/-0.7" , "130+/-0.000" , 9.6
1522 , "PCCS1 353 G142.35+07.28 "  ,, 59.30375 , 62.92389 , 142.35579 , 7.28894 , "1460.4+/-215.5" , "2313.3+/-1133.4" , "1782.8+/-601.4" , "1580.2+/-402.8" , 0.8 , "No" , 10 , 1 , " " , "5.4+/-1.4" , "4.4+/-1.2" , "82+/-0.000" , 4.9
1523 , "PCCS1 353 G149.44-01.04 "  ,, 59.31125 , 51.99611 , 149.44109 , -1.0448 , "2276.9+/-330.1" , "2759+/-2534.2" , "3632.6+/-1168.7" , "7343.3+/-1599.6" , 0.8 , "Yes" , 12 , 1 , " " , "9.4+/-2.2" , "5.9+/-1.4" , "126+/-0.000" , 7.4
1524 , "PCCS1 353 G156.91-09.71 "  ,, 59.36042 , 40.57528 , 156.91736 , -9.71335 , "2323.8+/-177.6" , "5734+/-3443.1" , "7692.3+/-608" , "1.6e+4+/-3110" , 0.8 , "Yes" , 20 , 1 , "PLCKERC353 G156.92-09.70" , "13.1+/-3" , "8.5+/-2" , "172+/-0.000" , 10.5
1525 , "PCCS1 353 G253.18-48.85 "  ,, 59.37458 , -46.20222 , 253.18782 , -48.85189 , "374.2+/-48.4" , "386.4+/-76.8" , "345.5+/-30.5" , "349.8+/-40" , 0.8 , "No" , 2 , 2 , "PLCKERC353 G253.22-48.84" , "5.1+/-0.6" , "4.9+/-0.6" , "68+/-0.000" , 5
1526 , "PCCS1 353 G157.32-10.13 "  ,, 59.39042 , 39.99222 , 157.32295 , -10.13849 , "1273.8+/-209.8" , "2313+/-1408.3" , "2416.5+/-589.5" , "3368.3+/-900.8" , 0.8 , "Yes" , 11 , 1 , " " , "12.4+/-1.7" , "5.1+/-1.7" , "32+/-0.000" , 7.9
1527 , "PCCS1 353 G148.25+00.44 "  ,, 59.39583 , 53.89972 , 148.25124 , 0.44198 , "2653.9+/-362.6" , "6334.4+/-6926.8" , "1.1e+4+/-2684.2" , "8799+/-3221" , 0.8 , "No" , 18 , 1 , " " , "8.1+/-3.1" , "5.6+/-2.2" , "150+/-0.000" , 6.8
1528 , "PCCS1 353 G159.33-12.37 "  ,, 59.40375 , 37.01333 , 159.33173 , -12.37304 , "2366.2+/-245.4" , "3300.1+/-4456.6" , "4111.2+/-1005" , "3770.9+/-1958.1" , 0.8 , "Yes" , 19 , 1 , " " , "9.3+/-5.3" , "7.2+/-4.1" , "86+/-0.000" , 8.2
1529 , "PCCS1 353 G257.16-48.24 "  ,, 59.40375 , -48.90167 , 257.16211 , -48.24552 , "237.7+/-43.4" , "290.3+/-88.8" , "253.2+/-36.6" , "278.6+/-66.4" , 0.8 , "No" , 6 , 2 , "PLCKERC353 G257.17-48.22" , "7.3+/-1.9" , "6.9+/-1.8" , "148+/-0.000" , 7.1
1530 , "PCCS1 353 G178.94-30.80 "  ,, 59.405 , 11.16944 , 178.94796 , -30.80971 , "1071.9+/-82.5" , "2631.3+/-442.7" , "2247.8+/-145.6" , "4950.4+/-405.2" , 0.8 , "Yes" , 1 , 2 , "PLCKERC353 G178.96-30.80" , "9.8+/-0.9" , "7.7+/-0.7" , "164+/-0.000" , 8.7
1531 , "PCCS1 353 G149.16-00.61 "  ,, 59.42833 , 52.50167 , 149.16931 , -0.61247 , "1602.3+/-250.6" , "2717+/-1091.4" , "1704.8+/-412.5" , "1610.9+/-426.3" , 0.8 , "No" , 16 , 1 , " " , "5.7+/-1.6" , "4.3+/-1.2" , "176+/-0.000" , 5
1532 , "PCCS1 353 G142.23+07.52 "  ,, 59.44708 , 63.18 , 142.23732 , 7.52557 , "1151.2+/-191" , "1161.4+/-1538.9" , "682.7+/-663.1" , "-" , 0.8 , "Not available" , 12 , 1 , " " , "-" , "-" , "-" , -9.9
1533 , "PCCS1 353 G156.92-09.61 "  ,, 59.45958 , 40.64472 , 156.92873 , -9.61143 , "1850.6+/-213.2" , "6037.1+/-2233.3" , "6251.5+/-665.3" , "3.6e+4+/-2937" , 0.8 , "Yes" , 27 , 1 , " " , "15.8+/-1.8" , "11.8+/-1.4" , "30+/-0.000" , 13.6
1534 , "PCCS1 353 G150.41-01.93 "  ,, 59.5825 , 50.69 , 150.4154 , -1.93131 , "1995.9+/-292" , "4734.9+/-3205.4" , "4431.2+/-887.5" , "3812+/-1603" , 0.8 , "No" , 10 , 1 , " " , "8+/-3.5" , "4.5+/-2" , "98+/-0.000" , 6
1535 , "PCCS1 353 G147.85+01.08 "  ,, 59.58458 , 54.64806 , 147.85094 , 1.08369 , "3295+/-279.3" , "4958.6+/-1150" , "4041.7+/-300" , "5056+/-677.8" , 0.8 , "No" , 7 , 2 , " " , "7.2+/-1" , "6.5+/-0.9" , "54+/-0.000" , 6.8
1536 , "PCCS1 353 G149.51-00.78 "  ,, 59.67833 , 52.14722 , 149.51551 , -0.78357 , "2226.2+/-344.9" , "2208.9+/-2310" , "2812.8+/-677.9" , "3596.4+/-885" , 0.8 , "No" , 11 , 1 , " " , "6+/-1.5" , "5.7+/-1.5" , "38+/-0.000" , 5.8
1537 , "PCCS1 353 G190.31-37.80 "  ,, 59.69292 , -0.52222 , 190.31683 , -37.80596 , "857.4+/-119.6" , "1361.5+/-715.5" , "1253+/-203.5" , "1962.7+/-462.6" , 0.8 , "No" , 3 , 1 , " " , "8.2+/-2.1" , "6.2+/-1.6" , "116+/-0.000" , 7.1
1538 , "PCCS1 353 G189.04-37.09 "  ,, 59.69458 , 0.71 , 189.0487 , -37.09509 , "924.7+/-122.2" , "1710.3+/-674.5" , "1579.6+/-304.4" , "7247+/-1124.8" , 0.8 , "Yes" , 8 , 1 , " " , "14.9+/-3.3" , "11.9+/-2.7" , "14+/-0.000" , 13.3
1539 , "PCCS1 353 G142.47+07.42 "  ,, 59.69542 , 62.95361 , 142.47228 , 7.42786 , "2132.6+/-247.5" , "3064.2+/-1640.4" , "4039.1+/-587.4" , "4887.2+/-926.2" , 0.8 , "No" , 11 , 1 , "PLCKERC353 G142.49+07.42" , "7.1+/-1.4" , "6.7+/-1.3" , "44+/-0.000" , 6.9
1540 , "PCCS1 353 G142.29+07.65 "  ,, 59.725 , 63.24194 , 142.29202 , 7.65439 , "1386+/-180.1" , "2029.4+/-2383.5" , "1780+/-649.3" , "2250.2+/-932.5" , 0.8 , "No" , 11 , 1 , " " , "6.1+/-2.6" , "5.3+/-2.3" , "76+/-0.000" , 5.7
1541 , "PCCS1 353 G156.47-08.77 "  ,, 59.73667 , 41.57 , 156.47306 , -8.77657 , "1879.8+/-266.4" , "960.1+/-2660.2" , "848+/-691.5" , "-" , 0.8 , "Not available" , 27 , 1 , " " , "-" , "-" , "-" , -9.9
1542 , "PCCS1 353 G142.62+07.28 "  ,, 59.73917 , 62.75056 , 142.62169 , 7.28727 , "1689.2+/-224.6" , "5303.5+/-1854.5" , "3867.8+/-603.3" , "7043.5+/-1202.2" , 0.8 , "Yes" , 10 , 1 , " " , "8.1+/-1.5" , "7.2+/-1.3" , "6+/-0.000" , 7.6
1543 , "PCCS1 353 G144.95+04.63 "  ,, 59.79125 , 59.2225 , 144.95911 , 4.63332 , "1397.2+/-210.9" , "4323.1+/-984.4" , "3841.5+/-305.2" , "7818.7+/-644.3" , 0.8 , "Yes" , 4 , 0 , "PLCKERC353 G144.96+04.62" , "8.8+/-0.8" , "8+/-0.7" , "58+/-0.000" , 8.4
1544 , "PCCS1 353 G150.36-01.59 "  ,, 59.86917 , 50.97222 , 150.36952 , -1.59928 , "2161.5+/-313.9" , "3011.5+/-1162.8" , "2947.8+/-461.7" , "3275+/-697" , 0.8 , "No" , 12 , 1 , " " , "7.1+/-1.6" , "6.7+/-1.5" , "46+/-0.000" , 6.9
1545 , "PCCS1 353 G156.51-08.64 "  ,, 59.89417 , 41.63611 , 156.51856 , -8.64927 , "4705+/-274.6" , "5602.2+/-1930.6" , "6739.3+/-623.2" , "1.8e+4+/-1787.3" , 0.8 , "Yes" , 25 , 1 , " " , "14.1+/-1.7" , "8.3+/-1" , "48+/-0.000" , 10.8
1546 , "PCCS1 353 G281.36-40.72 "  ,, 59.92417 , -67.63083 , 281.36221 , -40.72176 , "491.8+/-55.9" , "432.7+/-174.5" , "362+/-101.2" , "367+/-86.7" , 0.8 , "No" , 6 , 2 , " " , "4.9+/-1.2" , "4.1+/-1" , "150+/-0.000" , 4.5
1547 , "PCCS1 353 G156.61-08.64 "  ,, 59.98958 , 41.57333 , 156.61484 , -8.64919 , "2385.7+/-314.4" , "3407.8+/-1402.5" , "5938.2+/-572.7" , "1.2e+4+/-1369" , 0.8 , "Yes" , 24 , 1 , " " , "12.8+/-1.7" , "8.1+/-1.1" , "126+/-0.000" , 10.1
1548 , "PCCS1 353 G150.05-01.10 "  ,, 60.00333 , 51.54917 , 150.05707 , -1.10682 , "4393.6+/-438.1" , "5060.9+/-1065" , "4196.5+/-681.1" , "3969+/-452.1" , 0.8 , "No" , 16 , 2 , " " , "5.5+/-0.6" , "4.5+/-0.5" , "176+/-0.000" , 4.9
1549 , "PCCS1 353 G244.69-49.11 "  ,, 60.03792 , -40.64333 , 244.69079 , -49.1145 , "232.7+/-39.8" , "174.5+/-79.5" , "213.8+/-29.9" , "-" , 0.8 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
1550 , "PCCS1 353 G159.49-11.79 "  ,, 60.03958 , 37.33722 , 159.49906 , -11.79433 , "2378.9+/-222.2" , "6039+/-1842.1" , "5843.5+/-524.2" , "1.8e+4+/-1461.5" , 0.8 , "Yes" , 15 , 1 , "PLCKERC353 G159.47-11.82" , "10.4+/-1" , "10.1+/-1" , "66+/-0.000" , 10.2
1551 , "PCCS1 353 G157.19-08.90 "  ,, 60.33125 , 41.00056 , 157.19301 , -8.90895 , "3235.5+/-261" , "1.0e+4+/-7944.1" , "1.4e+4+/-1643.3" , "3.8e+4+/-9396.4" , 0.8 , "Yes" , 27 , 2 , " " , "14.3+/-5.5" , "14+/-5.4" , "36+/-0.000" , 14.1
1552 , "PCCS1 353 G145.59+04.34 "  ,, 60.35 , 58.59028 , 145.5934 , 4.34474 , "1518.7+/-212.2" , "3581.7+/-1194.7" , "3471.1+/-336.4" , "7218.8+/-1064" , 0.8 , "Yes" , 7 , 2 , "PLCKERC353 G145.59+04.35" , "10.1+/-1.7" , "7.8+/-1.3" , "114+/-0.000" , 8.8
1553 , "PCCS1 353 G189.97-36.77 "  ,, 60.38875 , 0.29111 , 189.97767 , -36.77001 , "957.6+/-136.3" , "2861.9+/-742.2" , "3030.9+/-323.2" , "8950.7+/-765.7" , 0.8 , "Yes" , 7 , 1 , "PLCKERC353 G189.97-36.77" , "12.1+/-1.3" , "10+/-1.1" , "96+/-0.000" , 11
1554 , "PCCS1 353 G157.09-08.72 "  ,, 60.3925 , 41.20278 , 157.09219 , -8.72686 , "4458.9+/-311" , "7448.3+/-5295.9" , "1.2e+4+/-1523.1" , "4.2e+4+/-5008.2" , 0.8 , "Yes" , 29 , 1 , " " , "12.7+/-1.9" , "9.5+/-1.4" , "162+/-0.000" , 11
1555 , "PCCS1 353 G165.38-17.54 "  ,, 60.39708 , 29.25139 , 165.38945 , -17.54187 , "1562.9+/-196.6" , "4336.8+/-823.9" , "5131.6+/-391.2" , "3.8e+4+/-2352.1" , 0.8 , "Yes" , 8 , 1 , "PLCKERC353 G165.36-17.52" , "17.9+/-1.7" , "17.6+/-1.7" , "100+/-0.000" , 17.7
1556 , "PCCS1 353 G168.46-20.54 "  ,, 60.40667 , 25.07139 , 168.46837 , -20.54248 , "814.7+/-135.6" , "1645.6+/-382.2" , "1448+/-99.7" , "3385.3+/-264.8" , 0.8 , "Yes" , 3 , 1 , "PLCKERC353 G168.49-20.54" , "10.2+/-0.9" , "8.1+/-0.7" , "158+/-0.000" , 9.1
1557 , "PCCS1 353 G149.07+00.41 "  ,, 60.41292 , 53.34389 , 149.07074 , 0.4132 , "2731.9+/-331.9" , "5314.9+/-2936.9" , "6055.4+/-678.7" , "1.5e+4+/-2001.1" , 0.8 , "Yes" , 11 , 2 , " " , "11.1+/-1.7" , "8.3+/-1.3" , "148+/-0.000" , 9.6
1558 , "PCCS1 353 G156.91-08.50 "  ,, 60.41375 , 41.49083 , 156.91082 , -8.50099 , "4998+/-285.1" , "1.2e+4+/-3725.6" , "1.1e+4+/-1546.4" , "2.0e+4+/-2574.2" , 0.8 , "Yes" , 23 , 1 , "PLCKERC353 G156.91-08.50" , "10.7+/-1.5" , "6+/-0.8" , "10+/-0.000" , 8
1559 , "PCCS1 353 G142.66+07.74 "  ,, 60.4775 , 63.06611 , 142.66686 , 7.74643 , "3882.7+/-239.2" , "1.3e+4+/-2712.2" , "1.1e+4+/-689.9" , "2.4e+4+/-2360.5" , 0.8 , "Yes" , 12 , 1 , "PLCKERC353 G142.65+07.74" , "10.1+/-1.1" , "8+/-0.9" , "64+/-0.000" , 9
1560 , "PCCS1 353 G168.08-20.08 "  ,, 60.48333 , 25.65083 , 168.08841 , -20.08056 , "839.5+/-124.3" , "2431.3+/-1155.8" , "3183.7+/-286.2" , "1.2e+4+/-962.4" , 0.8 , "Yes" , 7 , 1 , "PLCKERC353 G168.08-20.09" , "12.3+/-1.3" , "11.7+/-1.2" , "158+/-0.000" , 12
1561 , "PCCS1 353 G157.05-08.58 "  ,, 60.48958 , 41.33278 , 157.05996 , -8.5815 , "2468.4+/-278.6" , "7867.2+/-6181.8" , "9768.7+/-1649.7" , "2.6e+4+/-5483.1" , 0.8 , "Yes" , 24 , 1 , " " , "10.4+/-2.6" , "9.9+/-2.5" , "104+/-0.000" , 10.1
1562 , "PCCS1 353 G167.05-19.03 "  ,, 60.525 , 27.08 , 167.058 , -19.03095 , "762.4+/-125.6" , "2080+/-529" , "2347.9+/-156.1" , "5758.1+/-532.4" , 0.8 , "Yes" , 4 , 0 , "PLCKERC353 G167.06-19.05" , "11.6+/-1.2" , "8.3+/-0.9" , "172+/-0.000" , 9.8
1563 , "PCCS1 353 G144.04+06.25 "  ,, 60.55542 , 61.04361 , 144.04497 , 6.25616 , "1517.9+/-172" , "3398.6+/-1131.8" , "3181.4+/-330.6" , "9549.5+/-694.7" , 0.8 , "Yes" , 4 , 1 , "PLCKERC353 G144.03+06.26" , "11.5+/-1" , "9.1+/-0.8" , "170+/-0.000" , 10.3
1564 , "PCCS1 353 G165.76-17.60 "  ,, 60.64417 , 28.96444 , 165.76088 , -17.60069 , "1799.5+/-196.5" , "2294.9+/-2015.7" , "3194.4+/-621.1" , "4278.8+/-1388.6" , 0.8 , "No" , 7 , 2 , " " , "7.7+/-2.7" , "6.1+/-2.1" , "132+/-0.000" , 6.8
1565 , "PCCS1 353 G157.61-08.90 "  ,, 60.74083 , 40.72889 , 157.6102 , -8.90509 , "6377+/-287.7" , "9273.9+/-2809.2" , "1.0e+4+/-969" , "1.9e+4+/-2528.2" , 0.8 , "Yes" , 23 , 1 , "PLCKERC353 G157.59-08.89" , "12.4+/-1.8" , "5.7+/-0.8" , "170+/-0.000" , 8.4
1566 , "PCCS1 353 G170.75-22.18 "  ,, 60.77708 , 22.40583 , 170.75041 , -22.18721 , "1001.4+/-137.5" , "2079.5+/-498.3" , "2060.2+/-181.1" , "3989.2+/-497.9" , 0.8 , "Yes" , 4 , 1 , "PLCKERC353 G170.74-22.19" , "9.3+/-1.3" , "7.3+/-1" , "154+/-0.000" , 8.3
1567 , "PCCS1 353 G282.44-39.85 "  ,, 60.79167 , -68.78028 , 282.44298 , -39.85848 , "613.4+/-57.3" , "1458.5+/-316.9" , "1424.1+/-98.3" , "3852.2+/-298.4" , 0.8 , "Yes" , 12 , 2 , "PLCKERC353 G282.43-39.84" , "13.1+/-1.2" , "7.7+/-0.7" , "16+/-0.000" , 10
1568 , "PCCS1 353 G150.57-00.93 "  ,, 60.81875 , 51.33694 , 150.57974 , -0.93333 , "9668.4+/-431.2" , "2.3e+4+/-1.0e+4" , "2.5e+4+/-2415" , "9.5e+4+/-1.2e+4" , 0.8 , "Yes" , 13 , 2 , "PLCKERC353 G150.57-00.93" , "15.5+/-2.6" , "10.1+/-1.8" , "172+/-0.000" , 12.5
1569 , "PCCS1 353 G126.32+24.30 "  ,, 60.84 , 85.83917 , 126.32261 , 24.3027 , "1012.6+/-98.9" , "1680.9+/-416.6" , "1785.2+/-272.9" , "1852.6+/-284.8" , 0.8 , "No" , 8 , 2 , "PLCKERC353 G126.33+24.30" , "6.6+/-1.1" , "4.9+/-0.8" , "98+/-0.000" , 5.7
1570 , "PCCS1 353 G181.45-30.75 "  ,, 60.865 , 9.56667 , 181.45212 , -30.7564 , "1647.3+/-106" , "4471.8+/-561.9" , "4634.4+/-278.8" , "1.2e+4+/-525.3" , 0.8 , "Yes" , 4 , 1 , "PLCKERC353 G181.43-30.75" , "10.9+/-0.6" , "9.5+/-0.5" , "80+/-0.000" , 10.1
1571 , "PCCS1 353 G157.82-08.96 "  ,, 60.8925 , 40.54528 , 157.82108 , -8.9648 , "2046.1+/-255.5" , "7239.8+/-2096.7" , "6149.1+/-931.7" , "2.1e+4+/-2552" , 0.8 , "Yes" , 21 , 1 , " " , "14.9+/-2.1" , "8.2+/-1.2" , "106+/-0.000" , 11.1
1572 , "PCCS1 353 G164.81-16.25 "  ,, 60.95833 , 30.56444 , 164.81188 , -16.25519 , "1611.8+/-231.6" , "3592+/-2528.7" , "3602.9+/-468.8" , "1.1e+4+/-2312" , 0.8 , "Yes" , 11 , 1 , " " , "14.5+/-3.8" , "8.4+/-2.3" , "164+/-0.000" , 11.1
1573 , "PCCS1 353 G248.70-48.16 "  ,, 60.96708 , -43.37167 , 248.70345 , -48.16945 , "407.1+/-56.8" , "404.2+/-96.9" , "473.4+/-38" , "757.7+/-105.5" , 0.8 , "Yes" , 1 , 2 , "PLCKERC353 G248.67-48.19" , "9+/-1.4" , "7.3+/-1.1" , "2+/-0.000" , 8.1
1574 , "PCCS1 353 G237.73-48.47 "  ,, 60.98208 , -36.08 , 237.73745 , -48.47653 , "2543.5+/-61.3" , "2602.7+/-87.2" , "2541.1+/-44.7" , "2721.3+/-81" , 0.8 , "No" , 1 , 1 , "PLCKERC353 G237.74-48.48" , "5.7+/-0.2" , "5.3+/-0.2" , "4+/-0.000" , 5.5
1575 , "PCCS1 353 G150.87-01.10 "  ,, 60.98875 , 51.01222 , 150.87472 , -1.10599 , "9415.5+/-384.7" , "1.2e+4+/-2052.9" , "1.1e+4+/-1535.1" , "1.3e+4+/-1148.2" , 0.8 , "No" , 15 , 2 , "PLCKERC353 G150.85-01.11" , "9+/-0.8" , "5.4+/-0.5" , "26+/-0.000" , 7
1576 , "PCCS1 353 G159.74-10.92 "  ,, 61.00708 , 37.81944 , 159.74893 , -10.92219 , "2717.5+/-195.6" , "3712.5+/-755.7" , "3091.6+/-296.4" , "3924.6+/-419.6" , 0.8 , "No" , 9 , 1 , " " , "5.5+/-0.6" , "5.3+/-0.6" , "54+/-0.000" , 5.4
1577 , "PCCS1 353 G264.10-45.84 "  ,, 61.01458 , -54.10639 , 264.10267 , -45.84714 , "295.5+/-45" , "348.6+/-84" , "286.5+/-41.9" , "458.4+/-61.7" , 0.8 , "No" , 10 , 2 , " " , "7.3+/-1" , "6.1+/-0.9" , "168+/-0.000" , 6.7
1578 , "PCCS1 353 G144.14+06.48 "  ,, 61.02625 , 61.15 , 144.14488 , 6.48682 , "1238.2+/-192.4" , "3672+/-1331.9" , "3048.3+/-334.4" , "6429.5+/-1198" , 0.8 , "Yes" , 4 , 1 , "PLCKERC353 G144.12+06.49" , "13.4+/-2.8" , "7.1+/-1.5" , "158+/-0.000" , 9.8
