_id , pccs1f30_name , other_name, RA , Dec , LII , BII , Detection pipeline flux density +/- err (mJy) , Aperture photometry flux density +/- err (mJy) , PSF fit flux density +/- err (mJy) , Gaussian fit flux density +/- err (mJy) , PositionError (arcmin) , Extended , Cirrus flag , External validation , ERCSC source name , Gaussian fit semimajor axis +/- err (arcmin) , Gaussian fit semiminor axis +/- err (arcmin) , Gaussian fit orientation +/- err (degrees) , Gaussian fit effective FWHM (arcmin)
668 , "PCCS1 030 G101.33+80.63 "  ,, 197.09458 , 35.77444 , 101.334 , 80.632 , "690.5+/-110" , "728.5+/-238" , "217.7+/-41.6" , "1495.5+/-84.4" , 1.8 , "Yes" , 0 , 2 , " " , "83.4+/-2.4" , "34+/-2.5" , "43.2+/-2.4" , 53.2
669 , "PCCS1 030 G309.99+52.81 "  ,, 197.18333 , -9.82333 , 309.992 , 52.811 , "789.9+/-108.5" , "907.4+/-379.6" , "752.1+/-51.9" , "1480.4+/-91.6" , 1.8 , "No" , 0 , 2 , " " , "72.9+/-1.7" , "29.6+/-2.3" , "126.5+/-2.7" , 46.4
670 , "PCCS1 030 G319.34+74.21 "  ,, 197.36417 , 11.91389 , 319.336 , 74.209 , "558.7+/-111.7" , "546.3+/-287.9" , "104.9+/-43.8" , "931.6+/-84.8" , 1.8 , "No" , 0 , 2 , " " , "73.4+/-6.5" , "30.2+/-3.4" , "149.9+/-3.8" , 47.1
671 , "PCCS1 030 G085.75+83.29 "  ,, 197.65542 , 32.39 , 85.745 , 83.292 , "3379.2+/-112.8" , "3572.7+/-345.7" , "3433.4+/-47.2" , "3790.7+/-62.4" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G085.86+83.31" , "43.2+/-0.8" , "27.1+/-0.5" , "84.4+/-1.4" , 34.2
672 , "PCCS1 030 G305.30+00.13 "  ,, 198.01875 , -62.64667 , 305.29999 , 0.13 , "1.1e+5+/-1463.6" , "2.3e+5+/-9164.3" , "1.9e+5+/-1710.4" , "2.9e+5+/-2462.5" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G305.26+00.14" , "48.2+/-0.5" , "41.2+/-0.4" , "166.2+/-2.2" , 44.5
673 , "PCCS1 030 G102.62+78.03 "  ,, 198.11833 , 38.25417 , 102.622 , 78.032 , "460.4+/-106.8" , "622.6+/-286" , "181.3+/-39.8" , "770.7+/-64.6" , 1.8 , "No" , 0 , 0 , " " , "45.8+/-4.4" , "32.9+/-3.2" , "95.7+/-10.2" , 38.8
674 , "PCCS1 030 G305.65+01.51 "  ,, 198.52458 , -61.24278 , 305.655 , 1.509 , "1.0e+4+/-1716.6" , "2.6e+4+/-8524.8" , "1.5e+5+/-3146.1" , "4.3e+4+/-4167.2" , 1.8 , "Yes" , 0 , 0 , " " , "96.8+/-5" , "39+/-5.3" , "104.4+/-4.3" , 61.5
675 , "PCCS1 030 G308.82+28.95 "  ,, 199.04958 , -33.6425 , 308.82001 , 28.946 , "1316.4+/-123.3" , "1655.4+/-325.2" , "1509.4+/-46.2" , "1700.3+/-67.6" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G308.76+28.93" , "37.5+/-1.7" , "33.5+/-1.5" , "130.1+/-14.5" , 35.4
676 , "PCCS1 030 G086.99+80.83 "  ,, 199.36875 , 34.40139 , 86.992 , 80.83 , "513+/-116.8" , "558+/-316.7" , "366.6+/-38.8" , "579+/-54.3" , 1.8 , "No" , 0 , 2 , " " , "40.5+/-4.2" , "29.2+/-3.1" , "89+/-11.6" , 34.4
677 , "PCCS1 030 G317.73+61.22 "  ,, 199.92583 , -0.83667 , 317.73499 , 61.22 , "498.7+/-116.7" , "502+/-462.6" , "413.7+/-47.9" , "1103.7+/-98.9" , 1.8 , "Yes" , 0 , 2 , " " , "63.7+/-7.4" , "40+/-4.9" , "47.4+/-7.6" , 50.5
678 , "PCCS1 030 G359.46+81.68 "  ,, 200.35333 , 22.34611 , 359.45801 , 81.685 , "542.2+/-107.5" , "518.1+/-306.7" , "394.5+/-47.6" , "668.5+/-65.5" , 1.8 , "No" , 0 , 2 , " " , "60.4+/-4.2" , "24.8+/-2.9" , "143.1+/-4.2" , 38.7
679 , "PCCS1 030 G308.75+17.89 "  ,, 200.64625 , -44.63056 , 308.74701 , 17.889 , "1606.5+/-157.3" , "7631.2+/-1055.2" , "1.2e+4+/-1127.3" , "2.4e+4+/-541.4" , 1.8 , "Yes" , 0 , 2 , " " , "94.6+/-3.2" , "54.5+/-1.9" , "110.1+/-1.3" , 71.8
680 , "PCCS1 030 G315.80+52.36 "  ,, 200.79125 , -9.72 , 315.79999 , 52.357 , "516.2+/-115.8" , "535.3+/-458.3" , "627.8+/-47.9" , "843.9+/-91.3" , 1.8 , "No" , 0 , 2 , " " , "46+/-5.9" , "37.4+/-4.9" , "115.8+/-21.4" , 41.5
681 , "PCCS1 030 G315.91+51.14 "  ,, 201.10708 , -10.89667 , 315.90701 , 51.142 , "649.4+/-121.1" , "755+/-342" , "627.8+/-47.9" , "1617.9+/-118.2" , 1.8 , "Yes" , 0 , 2 , " " , "81+/-7.9" , "40.2+/-4" , "58.3+/-3.9" , 57
682 , "PCCS1 030 G309.54+19.44 "  ,, 201.38917 , -42.99556 , 309.53799 , 19.438 , "4.4e+4+/-185.9" , "5.3e+4+/-1396.6" , "4.9e+4+/-219.6" , "5.5e+4+/-272" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G309.50+19.44" , "43.1+/-0.2" , "29+/-0.2" , "123.6+/-0.5" , 35.3
683 , "PCCS1 030 G067.31+81.12 "  ,, 201.49125 , 31.8775 , 67.306 , 81.117 , "650+/-126.1" , "583.7+/-345" , "610+/-51" , "560.8+/-55.3" , 1.8 , "No" , 0 , 1 , " " , "50.9+/-0.9" , "20.5+/-2.5" , "90.6+/-4.4" , 32.3
684 , "PCCS1 030 G308.34+09.57 "  ,, 201.72833 , -52.92972 , 308.34 , 9.569 , "1582.6+/-139.3" , "1148.7+/-344.6" , "1182.4+/-54.2" , "1111.3+/-59.7" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G308.33+09.55" , "31.5+/-1.8" , "25.8+/-1.5" , "119.8+/-11" , 28.5
685 , "PCCS1 030 G003.38+80.50 "  ,, 201.775 , 22.16667 , 3.378 , 80.503 , "1231.6+/-103.3" , "1144.9+/-284.4" , "1080.7+/-44.8" , "1305.2+/-62.3" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G003.62+80.50" , "43.3+/-2.3" , "27.8+/-1.5" , "149.6+/-4.3" , 34.7
686 , "PCCS1 030 G335.48+72.93 "  ,, 202.16458 , 12.45639 , 335.47501 , 72.932 , "550.1+/-105.5" , "560.4+/-390.4" , "327.3+/-45.5" , "728.4+/-70.9" , 1.8 , "No" , 0 , 2 , " " , "46+/-5.1" , "31.9+/-3.6" , "11+/-10.7" , 38.3
687 , "PCCS1 030 G308.22+06.49 "  ,, 202.27583 , -55.99361 , 308.216 , 6.491 , "895.5+/-162.7" , "487.3+/-487.8" , "692.2+/-68.3" , "521+/-73.7" , 1.8 , "No" , 0 , 2 , " " , "30.5+/-4.6" , "23.3+/-3.5" , "121.1+/-21.5" , 26.7
688 , "PCCS1 030 G107.77+65.96 "  ,, 202.40708 , 50.02556 , 107.766 , 65.963 , "406.2+/-95.5" , "798+/-295.8" , "715.4+/-38.7" , "1127.3+/-80.7" , 1.8 , "No" , 0 , 2 , " " , "59.6+/-5.3" , "38.1+/-3.5" , "102.5+/-6.3" , 47.6
689 , "PCCS1 030 G064.56+80.32 "  ,, 202.56875 , 31.87028 , 64.562 , 80.316 , "671.1+/-114.3" , "557.5+/-359.4" , "1694.4+/-49.9" , "-" , 1.8 , "Not available" , 0 , 2 , "PLCKERC030 G064.69+80.33" , "-" , "-" , "-" , -9.9
690 , "PCCS1 030 G022.29+80.95 "  ,, 202.69 , 25.11639 , 22.292 , 80.95 , "919.9+/-105" , "1175.7+/-370.2" , "1041.8+/-45.8" , "1360.7+/-76.9" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G022.60+81.02" , "45.6+/-2.9" , "30.9+/-2" , "11.5+/-5.8" , 37.5
691 , "PCCS1 030 G056.54+80.65 "  ,, 202.80667 , 30.51917 , 56.545 , 80.653 , "2093+/-116.3" , "1905.8+/-357.9" , "1921.1+/-44.7" , "2185.2+/-60.8" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G056.70+80.65" , "43.8+/-1.3" , "26.5+/-0.8" , "53.3+/-2.2" , 34.1
692 , "PCCS1 030 G321.35+56.25 "  ,, 203.00833 , -5.15917 , 321.34799 , 56.254 , "1631.8+/-122.6" , "1437.7+/-340.4" , "1463.4+/-49.2" , "1440.9+/-65.7" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G321.37+56.22" , "37.9+/-1.9" , "25.5+/-1.3" , "132.3+/-4.6" , 31.1
693 , "PCCS1 030 G326.25+62.98 "  ,, 203.22708 , 1.99806 , 326.25101 , 62.977 , "1031.9+/-120.6" , "1246.1+/-327.5" , "1094.1+/-53" , "1260.7+/-70.1" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G326.14+63.01" , "37+/-2.3" , "32.9+/-2.1" , "121.9+/-19.4" , 34.9
694 , "PCCS1 030 G307.66-00.28 "  ,, 203.23833 , -62.76667 , 307.66101 , -0.277 , "1.1e+4+/-1822.2" , "2.8e+4+/-7163.4" , "2.3e+4+/-1316.7" , "6.3e+4+/-2684.2" , 1.8 , "Yes" , 0 , 1 , " " , "86.7+/-5.8" , "45.6+/-3" , "178.5+/-2.5" , 62.9
695 , "PCCS1 030 G036.94+80.75 "  ,, 203.26375 , 27.39 , 36.937 , 80.75 , "693+/-120.3" , "838.3+/-336.3" , "637.9+/-40.3" , "765.7+/-56.8" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G037.06+80.80" , "35.2+/-2.9" , "34+/-2.8" , "41.9+/-88.6" , 34.6
696 , "PCCS1 030 G316.29+41.92 "  ,, 203.38958 , -19.86167 , 316.28699 , 41.915 , "569+/-129.4" , "469+/-370.3" , "295.5+/-54.2" , "557.9+/-70.6" , 1.8 , "No" , 0 , 2 , " " , "55+/-1.7" , "22.4+/-3.5" , "158.5+/-5.6" , 35.1
697 , "PCCS1 030 G112.31+57.54 "  ,, 203.8275 , 58.67528 , 112.312 , 57.539 , "467.4+/-88.1" , "902.7+/-201.1" , "821.4+/-31.9" , "1780.8+/-73.8" , 1.8 , "Yes" , 0 , 2 , " " , "69.4+/-4" , "44.5+/-2.7" , "79.3+/-3.6" , 55.6
698 , "PCCS1 030 G100.54+69.49 "  ,, 203.87333 , 45.67694 , 100.539 , 69.488 , "517.1+/-104" , "371.4+/-234.5" , "405+/-37.7" , "389.3+/-48.7" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G100.65+69.54" , "39.2+/-5.3" , "23.1+/-3.1" , "111.5+/-9.3" , 30.1
699 , "PCCS1 030 G313.56+27.96 "  ,, 204.19292 , -33.97583 , 313.564 , 27.958 , "1417.8+/-120.3" , "1871.6+/-384.1" , "1643.5+/-50.8" , "2549.3+/-90.4" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G313.53+27.95" , "49.7+/-2.1" , "37.8+/-1.7" , "79.2+/-5.2" , 43.4
700 , "PCCS1 030 G109.32+60.85 "  ,, 204.39375 , 55.03861 , 109.325 , 60.854 , "423.7+/-94.2" , "559.5+/-235.6" , "352.1+/-38.6" , "1210.9+/-81.3" , 1.8 , "Yes" , 0 , 2 , " " , "84.4+/-1.6" , "34.1+/-3.1" , "89.4+/-3" , 53.6
701 , "PCCS1 030 G320.03+48.38 "  ,, 204.42125 , -12.955 , 320.03299 , 48.375 , "4607.3+/-119.3" , "4598.3+/-408.4" , "4240.8+/-60.1" , "4717.2+/-65.6" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G320.00+48.36" , "39+/-0.6" , "27.7+/-0.4" , "127.9+/-1.6" , 32.9
702 , "PCCS1 030 G316.71+37.52 "  ,, 204.79792 , -24.06861 , 316.70901 , 37.522 , "745.5+/-130.1" , "521.5+/-415.4" , "332.7+/-52.2" , "1318.8+/-124.5" , 1.8 , "Yes" , 0 , 2 , " " , "88.3+/-1.3" , "35.4+/-4.6" , "5.5+/-4.3" , 55.9
703 , "PCCS1 030 G316.15+35.21 "  ,, 204.9 , -26.42028 , 316.14999 , 35.212 , "665.8+/-129.4" , "568.9+/-443.3" , "256.5+/-50.8" , "1246.2+/-115.3" , 1.8 , "Yes" , 0 , 2 , " " , "70+/-8.6" , "40.5+/-5.2" , "163.6+/-6.6" , 53.3
704 , "PCCS1 030 G308.68+00.61 "  ,, 205.06917 , -61.715 , 308.68399 , 0.61 , "1.3e+4+/-1490.9" , "2.3e+4+/-1.5e+4" , "2.6e+4+/-1382.4" , "2.5e+4+/-3688.5" , 1.8 , "No" , 0 , 1 , " " , "74.5+/-12.9" , "30.6+/-5.4" , "62.3+/-5.9" , 47.8
705 , "PCCS1 030 G320.37+43.61 "  ,, 206.0075 , -17.47778 , 320.36801 , 43.606 , "824.3+/-128.6" , "1360.6+/-291.2" , "383.4+/-59.1" , "1642.4+/-88.3" , 1.8 , "No" , 0 , 2 , " " , "52+/-3.3" , "33.9+/-2.2" , "127+/-5" , 42
706 , "PCCS1 030 G114.63+50.17 "  ,, 206.05708 , 66.09639 , 114.627 , 50.172 , "454.9+/-85.2" , "118+/-187.3" , "179+/-25.9" , "243.9+/-29.3" , 1.8 , "No" , 0 , 2 , " " , "39.9+/-5.1" , "18.2+/-2.3" , "140.1+/-5.7" , 26.9
707 , "PCCS1 030 G309.73+01.73 "  ,, 206.72333 , -60.41056 , 309.73001 , 1.727 , "9964.7+/-979" , "1.3e+4+/-3917" , "2848.7+/-2052.3" , "5482.1+/-902.3" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G309.70+01.69" , "29+/-5" , "21.9+/-3.8" , "133.3+/-23.6" , 25.2
708 , "PCCS1 030 G347.20+70.16 "  ,, 206.89125 , 12.27417 , 347.19901 , 70.158 , "1205.6+/-102.3" , "1265.1+/-314" , "1221.6+/-46" , "1299.7+/-62.4" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G347.24+70.17" , "37.8+/-2" , "28.2+/-1.5" , "131.1+/-6.7" , 32.7
709 , "PCCS1 030 G104.86+61.40 "  ,, 207.37042 , 53.64694 , 104.858 , 61.397 , "745.4+/-91.6" , "840+/-219.8" , "749.1+/-37.9" , "1544.8+/-76" , 1.8 , "Yes" , 0 , 2 , " " , "83.4+/-1.5" , "33.7+/-2.1" , "142.2+/-2.1" , 53
710 , "PCCS1 030 G021.68+76.29 "  ,, 207.56417 , 23.69194 , 21.676 , 76.29 , "451.9+/-95.4" , "964.7+/-298.2" , "700.6+/-45.7" , "1465.7+/-91" , 1.8 , "Yes" , 0 , 2 , " " , "58.6+/-4.8" , "42.3+/-3.6" , "151.9+/-7.7" , 49.8
711 , "PCCS1 030 G323.97+45.55 "  ,, 207.93417 , -14.84722 , 323.96899 , 45.547 , "754.9+/-124.8" , "751.1+/-546" , "611.9+/-48.3" , "960.3+/-74.4" , 1.8 , "No" , 0 , 2 , " " , "45.4+/-4" , "30.4+/-2.7" , "140.3+/-7.7" , 37.2
712 , "PCCS1 030 G054.74+76.05 "  ,, 208.07042 , 31.48278 , 54.745 , 76.054 , "863.6+/-105.9" , "773.9+/-376.2" , "664.1+/-41.9" , "901.5+/-59.7" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G054.86+76.00" , "53.6+/-3.9" , "23.6+/-1.8" , "35+/-3" , 35.6
713 , "PCCS1 030 G332.64+57.14 "  ,, 208.47125 , -2.08667 , 332.64401 , 57.138 , "624.6+/-126.5" , "870.6+/-356.1" , "789.3+/-49.3" , "1126.4+/-83.3" , 1.8 , "No" , 0 , 2 , " " , "42.2+/-3.7" , "39.5+/-3.5" , "81.8+/-44.9" , 40.8
714 , "PCCS1 030 G336.87+59.72 "  ,, 209.21458 , 1.22972 , 336.87201 , 59.719 , "497.2+/-122.5" , "379.6+/-371.3" , "202.4+/-49.6" , "449.6+/-71.3" , 1.8 , "No" , 0 , 2 , " " , "48.5+/-8.5" , "24.9+/-4.4" , "111.4+/-9" , 34.7
715 , "PCCS1 030 G008.95+73.07 "  ,, 209.23875 , 19.32111 , 8.951 , 73.067 , "1381+/-111.6" , "1436+/-238.8" , "1419.8+/-45.4" , "1435.5+/-58.5" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G008.85+73.07" , "36.1+/-1.6" , "28.4+/-1.3" , "178.1+/-6.9" , 32
716 , "PCCS1 030 G118.07+39.75 "  ,, 209.38542 , 76.74611 , 118.066 , 39.751 , "523.9+/-91.9" , "287+/-194.2" , "228.9+/-29.9" , "379.4+/-39" , 1.8 , "No" , 0 , 2 , " " , "32.1+/-3.6" , "27.4+/-3" , "109.1+/-27" , 29.7
717 , "PCCS1 030 G338.83+60.08 "  ,, 209.87583 , 2.04056 , 338.82999 , 60.08 , "599.4+/-125.7" , "437.1+/-399.2" , "385.9+/-50.9" , "705.9+/-69.1" , 1.8 , "No" , 0 , 2 , " " , "61.5+/-1.2" , "24.9+/-3" , "157.6+/-4.3" , 39.1
718 , "PCCS1 030 G080.22+70.76 "  ,, 209.88333 , 40.23917 , 80.22 , 70.763 , "443.7+/-100.6" , "522+/-293" , "383+/-40.7" , "551.4+/-62.5" , 1.8 , "No" , 0 , 2 , " " , "45+/-5.7" , "30+/-3.9" , "168.5+/-11.2" , 36.8
719 , "PCCS1 030 G310.89-00.33 "  ,, 210.08 , -62.13 , 310.88699 , -0.327 , "1.0e+4+/-2457.1" , "5.3e+4+/-2.7e+4" , "6.6e+4+/-2406.3" , "-" , 1.8 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
720 , "PCCS1 030 G109.56+53.07 "  ,, 210.205 , 62.22083 , 109.561 , 53.069 , "455.5+/-85.5" , "60.2+/-238.6" , "425.9+/-30.2" , "142.6+/-31.8" , 1.8 , "No" , 0 , 1 , " " , "28.2+/-6.5" , "15.8+/-3.7" , "112.1+/-15.1" , 21.1
721 , "PCCS1 030 G311.37+00.43 "  ,, 210.63792 , -61.27389 , 311.371 , 0.427 , "7877.2+/-879" , "6.0e+4+/-3.3e+4" , "6.6e+4+/-2406.3" , "2.2e+5+/-2.1e+4" , 1.8 , "Yes" , 0 , 1 , " " , "92+/-11.4" , "66.7+/-9.3" , "43+/-7.6" , 78.3
722 , "PCCS1 030 G343.64+61.12 "  ,, 211.27042 , 4.21639 , 343.64401 , 61.125 , "624.3+/-106.4" , "563.2+/-419" , "321.9+/-50.1" , "412.8+/-54.1" , 1.8 , "No" , 0 , 2 , " " , "32+/-4.4" , "21.3+/-2.9" , "147.5+/-12.9" , 26.1
723 , "PCCS1 030 G333.39+51.24 "  ,, 211.50833 , -7.16194 , 333.38501 , 51.245 , "611.8+/-115" , "160.4+/-368.7" , "697.1+/-53" , "306.7+/-60.3" , 1.8 , "No" , 0 , 2 , " " , "34.6+/-7.2" , "18.8+/-3.9" , "133.7+/-12.4" , 25.5
724 , "PCCS1 030 G311.96+00.06 "  ,, 212.035 , -61.45556 , 311.96201 , 0.064 , "1.9e+4+/-2244.7" , "7.4e+4+/-2.5e+4" , "6.6e+4+/-2406.3" , "-" , 1.8 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
725 , "PCCS1 030 G333.86+50.22 "  ,, 212.24833 , -7.93472 , 333.85599 , 50.222 , "1037.4+/-122.6" , "547.2+/-371.9" , "697.1+/-53" , "622.5+/-61.4" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G333.81+50.29" , "31.3+/-3.3" , "25.7+/-2.7" , "172.1+/-20.5" , 28.4
726 , "PCCS1 030 G343.18+58.64 "  ,, 212.52 , 2.05611 , 343.181 , 58.641 , "620.4+/-117.5" , "922.4+/-532.6" , "786.5+/-49.1" , "1857.5+/-123.7" , 1.8 , "Yes" , 0 , 2 , " " , "73+/-6.8" , "44.5+/-4.4" , "23.6+/-5.2" , 57
727 , "PCCS1 030 G097.51+60.77 "  ,, 212.87792 , 52.22806 , 97.506 , 60.766 , "572+/-96.8" , "854.8+/-285" , "739.1+/-41.5" , "2333.2+/-119.1" , 1.8 , "Yes" , 0 , 2 , "PLCKERC030 G097.60+60.83" , "91.8+/-7.2" , "40.2+/-2.8" , "106.6+/-2.3" , 60.8
728 , "PCCS1 030 G002.22+65.93 "  ,, 213.98375 , 13.35472 , 2.224 , 65.931 , "755.4+/-117.8" , "968.2+/-373.7" , "685.5+/-54.5" , "988+/-78" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G002.17+65.96" , "44.1+/-3.9" , "29.9+/-2.7" , "147.1+/-8.1" , 36.3
729 , "PCCS1 030 G086.68+64.59 "  ,, 214.30042 , 46.04056 , 86.679 , 64.59 , "515.8+/-98" , "929+/-307.7" , "861.1+/-37.3" , "2015.6+/-101.7" , 1.8 , "Yes" , 0 , 2 , " " , "77.7+/-5.5" , "43.8+/-3.2" , "113.2+/-3.4" , 58.3
730 , "PCCS1 030 G358.15+64.02 "  ,, 214.34167 , 10.80833 , 358.146 , 64.024 , "626.4+/-132" , "1026.7+/-405.6" , "197.8+/-51.7" , "2100.8+/-145.8" , 1.8 , "Yes" , 0 , 2 , " " , "74.6+/-7.4" , "46.9+/-5" , "116.5+/-5.7" , 59.2
731 , "PCCS1 030 G331.69+41.95 "  ,, 214.70792 , -15.98833 , 331.686 , 41.952 , "542.2+/-131" , "474.1+/-543.4" , "394.4+/-51.5" , "863.5+/-101.7" , 1.8 , "No" , 0 , 2 , " " , "72+/-10.8" , "33.4+/-4.8" , "169.6+/-5.7" , 49
732 , "PCCS1 030 G322.46+24.28 "  ,, 214.76417 , -35.2475 , 322.45801 , 24.28 , "773.8+/-135.9" , "760+/-483.8" , "752+/-53" , "1534.7+/-102" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G322.46+24.26" , "73+/-2.8" , "29.8+/-2.5" , "124.8+/-2.9" , 46.6
733 , "PCCS1 030 G316.45+08.61 "  ,, 214.8775 , -51.94 , 316.45001 , 8.605 , "656.2+/-129.9" , "642.3+/-451.8" , "766.5+/-52.4" , "1023.8+/-81.1" , 1.8 , "No" , 0 , 2 , " " , "68+/-5.7" , "28+/-2.7" , "130.5+/-3.3" , 43.6
734 , "PCCS1 030 G069.77+68.40 "  ,, 214.92333 , 38.34361 , 69.768 , 68.401 , "745.4+/-99.3" , "1031.9+/-324" , "912.5+/-38.9" , "1488.2+/-68.2" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G069.82+68.38" , "56.6+/-3.1" , "32.9+/-1.8" , "36.3+/-3.3" , 43.1
735 , "PCCS1 030 G098.27+58.31 "  ,, 214.97083 , 54.38333 , 98.273 , 58.305 , "1050.3+/-91.9" , "870.8+/-240" , "842.2+/-38.3" , "1032.4+/-53.9" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G098.28+58.29" , "40.3+/-2.3" , "28.5+/-1.6" , "85.9+/-6" , 33.9
736 , "PCCS1 030 G037.78+70.28 "  ,, 215.03375 , 27.04139 , 37.782 , 70.283 , "537.4+/-108.8" , "1009.9+/-359.5" , "773.8+/-43.5" , "1388.5+/-87.5" , 1.8 , "No" , 0 , 2 , " " , "45.9+/-3.6" , "43.4+/-3.5" , "29.9+/-46.1" , 44.6
737 , "PCCS1 030 G092.98+60.55 "  ,, 215.77167 , 50.91306 , 92.98 , 60.551 , "456.4+/-109.9" , "249.5+/-248.8" , "478.8+/-32.9" , "432.5+/-56.9" , 1.8 , "No" , 0 , 2 , " " , "63.1+/-2.4" , "25.7+/-4.2" , "47.9+/-5.8" , 40.3
738 , "PCCS1 030 G318.17+10.87 "  ,, 216.13625 , -49.22333 , 318.16901 , 10.874 , "1942.6+/-118.8" , "2268.9+/-351.9" , "2175.2+/-42.5" , "2448.5+/-60.3" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G318.17+10.87" , "42.5+/-1.2" , "29.6+/-0.8" , "137.3+/-2.7" , 35.4
739 , "PCCS1 030 G314.21+00.39 "  ,, 216.19917 , -60.42639 , 314.20801 , 0.385 , "8287.5+/-1322.2" , "2.4e+4+/-1.4e+4" , "2.9e+4+/-2394.6" , "-" , 1.8 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
740 , "PCCS1 030 G311.49-06.81 "  ,, 216.22542 , -68.115 , 311.49399 , -6.811 , "976.5+/-122.9" , "1018.7+/-372.7" , "947.7+/-52.8" , "1020.4+/-73.7" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G311.48-06.82" , "42.1+/-3.3" , "25.7+/-2" , "136+/-5.8" , 32.9
741 , "PCCS1 030 G325.21+25.60 "  ,, 216.93958 , -33.075 , 325.20999 , 25.596 , "1217.2+/-135.8" , "1205.1+/-425.3" , "1115.1+/-46.7" , "1227.4+/-64.4" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G325.22+25.61" , "39.2+/-2.3" , "28.6+/-1.7" , "175+/-6.7" , 33.5
742 , "PCCS1 030 G321.45+17.29 "  ,, 216.98375 , -42.09 , 321.453 , 17.285 , "1972.7+/-108.3" , "2258.8+/-274.6" , "2216.6+/-43.2" , "2541.8+/-65.2" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G321.47+17.26" , "47.5+/-1.4" , "28.2+/-0.8" , "131.6+/-1.9" , 36.6
743 , "PCCS1 030 G002.45+61.45 "  ,, 217.63958 , 10.64528 , 2.45 , 61.446 , "576.8+/-127.6" , "933.6+/-315.9" , "662.7+/-49.9" , "2229.8+/-133.8" , 1.8 , "Yes" , 0 , 2 , " " , "88.2+/-7.7" , "41.1+/-3.5" , "159.1+/-2.9" , 60.2
744 , "PCCS1 030 G070.82+65.79 "  ,, 217.77125 , 39.79306 , 70.82 , 65.789 , "484.5+/-99.4" , "259.7+/-367.2" , "326.3+/-39.1" , "272.3+/-42.4" , 1.8 , "No" , 0 , 2 , " " , "30.2+/-5" , "21.5+/-3.5" , "74.2+/-18.4" , 25.5
745 , "PCCS1 030 G018.49+65.43 "  ,, 218.03625 , 18.80806 , 18.492 , 65.428 , "465.9+/-110.9" , "581.3+/-255.8" , "141.6+/-46.6" , "1586.4+/-133.9" , 1.8 , "Yes" , 0 , 0 , " " , "79.5+/-9.2" , "46.6+/-5.9" , "139.6+/-6" , 60.9
746 , "PCCS1 030 G335.96+40.39 "  ,, 218.42417 , -15.8375 , 335.95901 , 40.386 , "673.8+/-135.5" , "742.9+/-405.7" , "537.1+/-52.2" , "820.5+/-78.1" , 1.8 , "No" , 0 , 2 , " " , "42.5+/-4.6" , "33.5+/-3.7" , "43.6+/-16.2" , 37.7
747 , "PCCS1 030 G029.80+65.99 "  ,, 219.135 , 23.37194 , 29.796 , 65.985 , "817.5+/-113.7" , "819.8+/-466.3" , "832.1+/-50.3" , "2076.8+/-134.5" , 1.8 , "Yes" , 0 , 2 , "PLCKERC030 G029.76+65.97" , "83.7+/-7.1" , "39.7+/-3.5" , "39.6+/-3.3" , 57.7
748 , "PCCS1 030 G105.20+49.72 "  ,, 219.16958 , 63.62806 , 105.202 , 49.721 , "1106.4+/-81.6" , "685.1+/-188.5" , "740+/-29.3" , "664.7+/-29" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G105.17+49.71" , "29.1+/-1.3" , "24.1+/-1.1" , "112.7+/-9.5" , 26.5
749 , "PCCS1 030 G354.36+55.20 "  ,, 219.405 , 3.30806 , 354.35501 , 55.2 , "578.8+/-104.3" , "437+/-379.2" , "68.8+/-51" , "490.8+/-67.1" , 1.8 , "No" , 0 , 1 , " " , "33.9+/-5.1" , "32.3+/-4.9" , "54.7+/-112.2" , 33.1
