_id , ercsc70_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
11 , "PLCKERC070 G115.27-64.84"  ,, 9.61083 , -2.16528 , 115.27665 , -64.84386 , "1054.8+/-193" , "899.47+/-163.5" , "1080.2+/-139.41" , "1297.3+/-393.97" , 0.996 , 0 , 0 , 3 , "0.833+/-0.062"
12 , "PLCKERC070 G303.34-43.94"  ,, 11.83833 , -73.17778 , 303.34228 , -43.94711 , "1278+/-104" , "501.31+/-94.4" , "989.4+/-71.12" , "3029.1+/-533.92" , 0.87 , 0 , 1 , 8 , "0.92+/-0.042"
13 , "PLCKERC070 G303.30-59.49"  ,, 12.50875 , -57.63583 , 303.30167 , -59.49127 , "1230+/-188" , "1064.79+/-155.7" , "1157.9+/-138.25" , "977.5+/-270.33" , 0.996 , 0 , 0 , 3 , "0.874+/-0.042"
14 , "PLCKERC070 G122.79-69.72"  ,, 12.81125 , -6.85 , 122.79456 , -69.72189 , "1545.8+/-200" , "1301.76+/-164.8" , "1410.4+/-149.34" , "1674.1+/-389.61" , 0.996 , 0 , 0 , 2 , "0.909+/-0.043"
15 , "PLCKERC070 G123.05+02.96"  ,, 13.15875 , 65.83333 , 123.05463 , 2.96201 , "1322+/-189" , "705+/-131.3" , "927.2+/-95.01" , "2578+/-608.5" , 0.87 , 0 , 1 , 5 , "0.885+/-0.041"
16 , "PLCKERC070 G123.11-06.30"  ,, 13.19125 , 56.5625 , 123.11586 , -6.30859 , "8560.1+/-314" , "4335.6+/-166.7" , "6381.1+/-240.47" , "1.4e+4+/-536.71" , 0.996 , 0 , 1 , 2 , "1+/-0.046"
17 , "PLCKERC070 G302.08-44.97"  ,, 14.80458 , -72.145 , 302.08903 , -44.97039 , "749.5+/-106" , "838.85+/-99.9" , "873.8+/-71.01" , "927.2+/-177.19" , 0.87 , 0 , 0 , 9 , "0.938+/-0.044"
18 , "PLCKERC070 G124.41-04.45"  ,, 15.6875 , 58.38889 , 124.41848 , -4.45019 , "1670.7+/-163" , "1890.3+/-159.1" , "1871.3+/-108.86" , "1601.2+/-215.51" , 0.996 , 0 , 0 , 2 , "0.992+/-0.044"
19 , "PLCKERC070 G170.98-85.81"  ,, 16.27542 , -24.2875 , 170.9824 , -85.8119 , "1005.8+/-169" , "794.31+/-158.5" , "915.9+/-127.85" , "883.8+/-296.16" , 0.996 , 0 , 0 , 2 , "0.819+/-0.074"
20 , "PLCKERC070 G290.65-76.18"  ,, 16.6925 , -40.58056 , 290.65924 , -76.18014 , "1218.6+/-150" , "994.19+/-144.2" , "1180.5+/-121.79" , "1819.8+/-421.33" , 0.996 , 0 , 0 , 3 , "0.894+/-0.043"
21 , "PLCKERC070 G131.82-60.99"  ,, 17.1575 , 1.57556 , 131.82106 , -60.9991 , "2553.5+/-204" , "2489.2+/-178.1" , "2652.6+/-146.04" , "2768+/-349" , 0.996 , 0 , 0 , 2 , "0.997+/-0.044"
22 , "PLCKERC070 G144.77-73.40"  ,, 19.08792 , -11.6 , 144.77937 , -73.40614 , "1105.4+/-185" , "1352.64+/-164.2" , "1302.9+/-132.64" , "1051.8+/-244.64" , 0.996 , 0 , 0 , 3 , "0.945+/-0.044"
23 , "PLCKERC070 G173.34-81.71"  ,, 19.72625 , -21.68222 , 173.34533 , -81.71111 , "1343+/-159" , "1168.91+/-147.8" , "1328.8+/-122.77" , "1645.5+/-345.47" , 0.996 , 0 , 0 , 3 , "0.931+/-0.044"
24 , "PLCKERC070 G134.60-50.35"  ,, 20.44 , 11.82667 , 134.6083 , -50.35633 , "992+/-207" , "1048.64+/-167.7" , "1148.5+/-150.7" , "947.8+/-325.31" , 0.996 , 0 , 0 , 2 , "0.855+/-0.044"
25 , "PLCKERC070 G126.67-00.79"  ,, 20.81792 , 61.84 , 126.67887 , -0.79968 , "2636.9+/-147" , "2028.12+/-139.3" , "2408.3+/-108.3" , "3346.7+/-336.32" , 0.996 , 0 , 0 , 4 , "0.996+/-0.044"
26 , "PLCKERC070 G129.09-13.44"  ,, 22.0175 , 48.98889 , 129.09637 , -13.44375 , "1045+/-147" , "974.37+/-141" , "1100.1+/-106.78" , "1252.1+/-282.59" , 0.87 , 0 , 0 , 2 , "0.92+/-0.044"
27 , "PLCKERC070 G168.20-75.98"  ,, 23.21833 , -16.90139 , 168.20227 , -75.98531 , "1182+/-177" , "1144.87+/-155.2" , "1320.9+/-129.34" , "1583.6+/-351.73" , 0.996 , 0 , 0 , 3 , "0.889+/-0.043"
28 , "PLCKERC070 G130.79-14.33"  ,, 24.2475 , 47.84222 , 130.7938 , -14.33293 , "3961.2+/-195" , "3751.51+/-153.4" , "3920.4+/-106.42" , "4066.1+/-264.24" , 0.87 , 0 , 0 , 2 , "1+/-0.046"
29 , "PLCKERC070 G201.34-79.26"  ,, 24.42375 , -24.50222 , 201.34863 , -79.26821 , "2892.3+/-169" , "2620.94+/-156.6" , "2822+/-120" , "3037+/-306.86" , 0.996 , 0 , 0 , 3 , "0.998+/-0.044"
30 , "PLCKERC070 G218.04-78.08"  ,, 26.26958 , -27.55167 , 218.04905 , -78.08608 , "1087.8+/-178" , "1012.03+/-150" , "1123.3+/-133.56" , "1188.7+/-316.92" , 0.996 , 0 , 0 , 3 , "0.882+/-0.043"
31 , "PLCKERC070 G141.08-38.56"  ,, 28.11 , 22.14361 , 141.0882 , -38.56767 , "1266.4+/-231" , "1146.54+/-185.6" , "1287.9+/-163.16" , "1857+/-502.4" , 0.996 , 0 , 0 , 2 , "0.865+/-0.042"
32 , "PLCKERC070 G140.57-28.11"  ,, 31.27833 , 32.22083 , 140.5737 , -28.11427 , "1156.5+/-156" , "1317.26+/-174.5" , "1332.9+/-114.09" , "1421.1+/-281.77" , 0.996 , 0 , 0 , 2 , "0.967+/-0.045"
33 , "PLCKERC070 G130.71+03.07"  ,, 31.37917 , 64.81889 , 130.71028 , 3.07209 , "1.3e+4+/-185" , "1.18e+4+/-199" , "1.3e+4+/-130.72" , "1.3e+4+/-286.5" , 0.87 , 0 , 0 , 5 , "1+/-0.045"
34 , "PLCKERC070 G276.07-61.76"  ,, 32.715 , -51.01583 , 276.07659 , -61.76989 , "1640.9+/-154" , "1818.83+/-141.2" , "1799.4+/-111.75" , "1682.7+/-253.7" , 0.87 , 0 , 0 , 4 , "0.997+/-0.044"
35 , "PLCKERC070 G128.91+11.97"  ,, 34.33208 , 73.83944 , 128.91014 , 11.97306 , "1802+/-125" , "1635.03+/-139.5" , "1786.7+/-96.86" , "1996.6+/-253.07" , 0.87 , 0 , 0 , 4 , "0.996+/-0.044"
36 , "PLCKERC070 G162.14-54.41"  ,, 34.45542 , 1.74472 , 162.1444 , -54.41401 , "1781.9+/-207" , "1897.65+/-178.6" , "2005.3+/-162.43" , "2065.4+/-376.01" , 0.996 , 0 , 0 , 2 , "0.973+/-0.045"
37 , "PLCKERC070 G133.43+00.08"  ,, 35.05042 , 61.13222 , 133.43844 , 0.0844 , "2468.8+/-183" , "1730.91+/-230.8" , "2131.1+/-118.3" , "2665.9+/-344.49" , 0.996 , 1 , 0 , 4 , "0.853+/-0.046"
38 , "PLCKERC070 G140.20-16.77"  ,, 35.735 , 43.00667 , 140.20372 , -16.77528 , "909.6+/-187" , "814.99+/-143.9" , "833+/-115.3" , "1514.8+/-451.08" , 0.996 , 0 , 0 , 2 , "0.836+/-0.06"
39 , "PLCKERC070 G133.72+01.19"  ,, 36.42875 , 62.07861 , 133.72601 , 1.19899 , "6.8e+4+/-2139" , "4.56e+4+/-245.6" , "5.9e+4+/-1421.01" , "8.3e+4+/-2760.2" , 0.996 , 0 , 0 , 5 , "1+/-0.045"
40 , "PLCKERC070 G134.26+00.74"  ,, 37.13875 , 61.46472 , 134.26083 , 0.74789 , "6767.9+/-948" , "3583.46+/-238" , "5979.1+/-625.23" , "7723.4+/-2217.04" , 0.996 , 0 , 0 , 4 , "0.972+/-0.044"
41 , "PLCKERC070 G132.13+06.24"  ,, 37.25542 , 67.35556 , 132.13736 , 6.24463 , "1296.9+/-168" , "1254.24+/-128.7" , "1268.6+/-101.61" , "1229.2+/-229.04" , 0.87 , 0 , 0 , 4 , "0.97+/-0.045"
42 , "PLCKERC070 G134.56+00.23"  ,, 37.33375 , 60.88 , 134.56309 , 0.2385 , "4684.8+/-751" , "1608.12+/-256.5" , "4574.3+/-428.39" , "4.8e+4+/-9988.88" , 0.996 , 0 , 1 , 4 , "0.87+/-0.041"
43 , "PLCKERC070 G135.15-00.03"  ,, 38.23875 , 60.40556 , 135.15232 , -0.03478 , "2607.3+/-431" , "943.78+/-178.1" , "2244.1+/-239.52" , "1.1e+4+/-1678.68" , 0.996 , 2 , 1 , 4 , "0.75+/-0.039"
44 , "PLCKERC070 G134.80+00.93"  ,, 38.335 , 61.435 , 134.8021 , 0.93448 , "3340.2+/-575" , "2751.56+/-233.2" , "3058.7+/-329.8" , "4.7e+4+/-2.53e+4" , 0.996 , 0 , 1 , 4 , "0.892+/-0.043"
45 , "PLCKERC070 G149.47-28.54"  ,, 39.46958 , 28.77889 , 149.47941 , -28.54869 , "1340.7+/-173" , "1450.84+/-143.7" , "1507.5+/-121.04" , "1323.7+/-236.6" , 0.996 , 0 , 0 , 1 , "0.971+/-0.045"
46 , "PLCKERC070 G156.79-39.11"  ,, 39.68 , 16.60444 , 156.79751 , -39.11075 , "1508.3+/-156" , "1527.59+/-169.7" , "1633.1+/-117.61" , "1843.7+/-301.02" , 0.87 , 0 , 0 , 2 , "0.979+/-0.044"
47 , "PLCKERC070 G161.83-43.29"  ,, 40.61458 , 11.03583 , 161.83438 , -43.29352 , "894+/-178" , "854.99+/-167.4" , "947.5+/-119.3" , "1539.2+/-428.55" , 0.996 , 1 , 0 , 2 , "0.839+/-0.058"
48 , "PLCKERC070 G261.79-60.09"  ,, 41.51542 , -46.84472 , 261.7998 , -60.09027 , "811.9+/-148" , "817.01+/-116.6" , "-" , "751.6+/-190.99" , 0.87 , 0 , 0 , 5 , "0.866+/-0.042"
49 , "PLCKERC070 G292.76-40.83"  ,, 41.71083 , -73.93417 , 292.76594 , -40.83607 , "772+/-150" , "641.9+/-100.9" , "737.7+/-114.17" , "740.6+/-269.84" , 0.87 , 1 , 0 , 7 , "0.837+/-0.06"
50 , "PLCKERC070 G136.89+01.03"  ,, 42.365 , 60.67028 , 136.8944 , 1.03868 , "5735.6+/-489" , "2145.73+/-230.8" , "4685.4+/-247.37" , "1.3e+4+/-855.29" , 0.996 , 0 , 1 , 4 , "0.968+/-0.044"
51 , "PLCKERC070 G159.48-35.90"  ,, 43.37167 , 18.15972 , 159.48739 , -35.90432 , "911.3+/-168" , "771.89+/-148.4" , "864.7+/-120.91" , "1013.6+/-308.12" , 0.996 , 2 , 0 , 2 , "0.823+/-0.07"
52 , "PLCKERC070 G272.47-54.60"  ,, 43.38542 , -54.68833 , 272.47134 , -54.60946 , "1688.7+/-151" , "1375.14+/-131.7" , "1685.6+/-102.44" , "2184.3+/-289.55" , 0.87 , 0 , 0 , 4 , "0.975+/-0.044"
53 , "PLCKERC070 G138.27+01.61"  ,, 45.40125 , 60.54444 , 138.27642 , 1.61056 , "2730.9+/-445" , "1250.44+/-165.9" , "1600+/-199.74" , "1.5e+4+/-3122.61" , 0.996 , 0 , 1 , 5 , "0.91+/-0.042"
54 , "PLCKERC070 G144.99-09.85"  ,, 45.90917 , 47.2725 , 144.99218 , -9.85744 , "1530+/-167" , "1497.1+/-149.3" , "1507.2+/-118" , "1546.3+/-266.63" , 0.87 , 0 , 0 , 5 , "0.981+/-0.044"
55 , "PLCKERC070 G280.20-48.70"  ,, 45.96833 , -62.16889 , 280.20119 , -48.70125 , "1381.9+/-138" , "1428.76+/-147.5" , "1572.1+/-107.96" , "1407+/-230.64" , 0.996 , 0 , 0 , 3 , "0.97+/-0.045"
56 , "PLCKERC070 G174.85-44.53"  ,, 47.095 , 4.0975 , 174.85704 , -44.53259 , "1316.6+/-165" , "814.69+/-144.4" , "1058.4+/-116.44" , "1481.1+/-409.84" , 0.996 , 0 , 0 , 2 , "0.837+/-0.06"
57 , "PLCKERC070 G169.18-39.71"  ,, 47.26625 , 10.48611 , 169.18169 , -39.71938 , "1336.1+/-142" , "1155.52+/-152" , "1290.9+/-118.7" , "1436.4+/-312.93" , 0.996 , 0 , 0 , 2 , "0.909+/-0.043"
58 , "PLCKERC070 G293.44-37.53"  ,, 48.00625 , -76.87806 , 293.44541 , -37.53794 , "1088.8+/-109" , "745.84+/-102.9" , "908.4+/-30.59" , "1569.8+/-623.39" , 0.87 , 0 , 1 , 33 , "0.929+/-0.044"
59 , "PLCKERC070 G150.59-13.25"  ,, 49.97 , 41.50528 , 150.5918 , -13.25848 , "1.1e+4+/-212" , "1.08e+4+/-184.1" , "1.1e+4+/-123.49" , "1.1e+4+/-299.26" , 0.996 , 0 , 0 , 4 , "1+/-0.045"
60 , "PLCKERC070 G240.14-56.90"  ,, 50.41167 , -37.17278 , 240.14244 , -56.90151 , "1610.6+/-160" , "1161.19+/-134.3" , "1177.5+/-109.22" , "1841.7+/-314.63" , 0.87 , 0 , 0 , 4 , "0.91+/-0.043"
61 , "PLCKERC070 G240.21-56.40"  ,, 51.02375 , -37.26917 , 240.21669 , -56.40614 , "1514.9+/-159" , "979.31+/-127" , "1372.2+/-110.13" , "1596.4+/-312.09" , 0.87 , 0 , 0 , 4 , "0.958+/-0.045"
62 , "PLCKERC070 G163.68-28.04"  ,, 51.39417 , 22.37167 , 163.68264 , -28.04872 , "1049.4+/-175" , "1168.47+/-154.2" , "1136.2+/-125.41" , "1112.2+/-270.36" , 0.996 , 0 , 0 , 2 , "0.933+/-0.044"
63 , "PLCKERC070 G142.05+01.73"  ,, 51.91875 , 58.6825 , 142.05972 , 1.73904 , "1036.7+/-196" , "779.19+/-152.9" , "908+/-115.7" , "2049.5+/-589.62" , 0.996 , 2 , 1 , 5 , "0.804+/-0.087"
64 , "PLCKERC070 G158.33-20.53"  ,, 52.265 , 31.28917 , 158.33321 , -20.53815 , "2089.2+/-165" , "1467.1+/-165.8" , "1875.7+/-128.46" , "3530.4+/-506.02" , 0.996 , 0 , 0 , 4 , "0.964+/-0.045"
65 , "PLCKERC070 G244.77-54.05"  ,, 53.58583 , -40.14806 , 244.77151 , -54.05173 , "1888+/-130" , "1574.9+/-132.7" , "1852.5+/-96.96" , "2101.1+/-249.28" , 0.87 , 0 , 0 , 4 , "0.987+/-0.044"
66 , "PLCKERC070 G158.97-18.75"  ,, 54.10917 , 32.33333 , 158.97193 , -18.75364 , "2126.9+/-168" , "2105.82+/-167.5" , "2140.6+/-129.81" , "2238.2+/-310.72" , 0.996 , 0 , 0 , 3 , "0.991+/-0.044"
67 , "PLCKERC070 G188.03-42.47"  ,, 54.875 , -1.80917 , 188.03407 , -42.47714 , "1128.2+/-164" , "1126.85+/-150.7" , "1302.8+/-120.54" , "1343.4+/-293.17" , 0.87 , 1 , 0 , 2 , "0.928+/-0.044"
68 , "PLCKERC070 G160.45-18.02"  ,, 55.94042 , 32.01583 , 160.45165 , -18.02438 , "1691.9+/-193" , "937.17+/-165.8" , "1265.9+/-147.49" , "4645.1+/-886.77" , 0.996 , 0 , 1 , 4 , "0.868+/-0.041"
69 , "PLCKERC070 G235.56-51.54"  ,, 57.17792 , -34.75417 , 235.56293 , -51.54523 , "990.5+/-141" , "739.09+/-133.8" , "885.9+/-110.47" , "1509.8+/-426.46" , 0.996 , 2 , 0 , 3 , "0.817+/-0.075"
70 , "PLCKERC070 G144.36+05.28"  ,, 59.74 , 60.10167 , 144.36391 , 5.2828 , "1456.5+/-171" , "1352.01+/-147.3" , "1428.9+/-110.92" , "1547+/-279.61" , 0.87 , 0 , 0 , 4 , "0.971+/-0.045"
71 , "PLCKERC070 G150.39-01.60"  ,, 59.89208 , 50.9575 , 150.39028 , -1.60095 , "9366.6+/-178" , "9317.92+/-206.4" , "9568.5+/-115.88" , "9588.5+/-274.86" , 0.996 , 0 , 0 , 4 , "1+/-0.045"
72 , "PLCKERC070 G168.06-19.63"  ,, 60.80958 , 25.98778 , 168.06011 , -19.6342 , "1241.4+/-176" , "901.39+/-152.9" , "1050.3+/-128.85" , "1195.8+/-368.98" , 0.996 , 0 , 0 , 4 , "0.853+/-0.046"
73 , "PLCKERC070 G150.60-00.92"  ,, 60.85542 , 51.32167 , 150.60703 , -0.92964 , "1.1e+4+/-288" , "7488.2+/-206.4" , "9147.8+/-187.87" , "1.2e+4+/-399.75" , 0.996 , 0 , 0 , 4 , "1+/-0.045"
74 , "PLCKERC070 G237.75-48.47"  ,, 60.98458 , -36.08917 , 237.75154 , -48.47465 , "4457.5+/-137" , "4085.95+/-134.8" , "4348.8+/-91.08" , "4558.4+/-231.27" , 0.87 , 0 , 0 , 3 , "1+/-0.046"
75 , "PLCKERC070 G241.28-47.88"  ,, 61.74583 , -38.44278 , 241.28948 , -47.88982 , "1006.7+/-117" , "954.86+/-118.5" , "1030.1+/-89.84" , "923.3+/-193.58" , 0.87 , 0 , 0 , 4 , "0.937+/-0.044"
76 , "PLCKERC070 G151.62-00.25"  ,, 62.7825 , 51.14306 , 151.62137 , -0.25204 , "1.1e+4+/-427" , "7797.49+/-206.4" , "9438.7+/-242.88" , "1.4e+4+/-498.12" , 0.996 , 0 , 0 , 4 , "1+/-0.046"
77 , "PLCKERC070 G133.42+18.35"  ,, 62.80875 , 76.95444 , 133.42129 , 18.3577 , "750.2+/-152" , "709.19+/-132.6" , "726.1+/-107.41" , "743.4+/-264.43" , 0.87 , 0 , 0 , 5 , "0.838+/-0.058"
78 , "PLCKERC070 G161.70-08.82"  ,, 64.60667 , 38.00222 , 161.70302 , -8.8268 , "2687.2+/-193" , "2483.89+/-165.2" , "2691.2+/-139.51" , "2647.7+/-325.02" , 0.996 , 0 , 0 , 4 , "0.997+/-0.044"
79 , "PLCKERC070 G195.29-33.13"  ,, 65.8175 , -1.34194 , 195.2907 , -33.13806 , "7237+/-192" , "7140.92+/-159.3" , "7338.9+/-128.46" , "7411.9+/-296.79" , 0.87 , 0 , 0 , 4 , "1+/-0.045"
80 , "PLCKERC070 G240.67-44.38"  ,, 66.20042 , -37.95583 , 240.67782 , -44.38115 , "762.1+/-130" , "703.37+/-121.1" , "820.4+/-95.41" , "1003.6+/-275.57" , 0.87 , 0 , 0 , 3 , "0.837+/-0.059"
81 , "PLCKERC070 G240.70-43.61"  ,, 67.16958 , -37.93694 , 240.70565 , -43.61707 , "2939.1+/-136" , "2609.09+/-128.8" , "2903.6+/-93.02" , "3086.2+/-226.22" , 0.87 , 0 , 0 , 3 , "1+/-0.045"
82 , "PLCKERC070 G165.33-09.01"  ,, 67.53375 , 35.27917 , 165.33764 , -9.0178 , "1691+/-220" , "1068.83+/-159.1" , "1419.5+/-143.96" , "2129.2+/-482.59" , 0.996 , 0 , 0 , 4 , "0.865+/-0.042"
83 , "PLCKERC070 G190.36-27.37"  ,, 68.30625 , 5.36972 , 190.36492 , -27.37977 , "1924.3+/-163" , "1890.3+/-161.4" , "1946.7+/-122.04" , "2166.2+/-315.35" , 0.996 , 0 , 0 , 4 , "0.985+/-0.044"
84 , "PLCKERC070 G154.65+02.47"  ,, 69.26125 , 50.89444 , 154.65842 , 2.47608 , "1525.1+/-234" , "998.06+/-164.4" , "1211.3+/-143.86" , "2322+/-572.46" , 0.996 , 0 , 0 , 3 , "0.881+/-0.041"
85 , "PLCKERC070 G248.43-41.55"  ,, 70.08083 , -43.5725 , 248.43785 , -41.55873 , "665.6+/-119" , "602.1+/-116.1" , "657.3+/-86.98" , "618.5+/-179.9" , 0.87 , 2 , 0 , 4 , "0.829+/-0.066"
86 , "PLCKERC070 G155.33+02.60"  ,, 70.12542 , 50.47083 , 155.3398 , 2.60216 , "937.3+/-163" , "1194.66+/-166.1" , "67.1+/-192.38" , "740.4+/-211.23" , 0.996 , 1 , 0 , 4 , "0.928+/-0.044"
87 , "PLCKERC070 G197.24-28.50"  ,, 70.65 , -0.35139 , 197.24744 , -28.50035 , "924.2+/-187" , "986.37+/-161.5" , "1021+/-137.73" , "1799.4+/-475.54" , 0.996 , 0 , 0 , 4 , "0.87+/-0.042"
88 , "PLCKERC070 G166.43-06.54"  ,, 70.6975 , 36.10972 , 166.43603 , -6.5466 , "2201.1+/-222" , "1750.47+/-166.5" , "1908.7+/-150.56" , "2614.4+/-431.93" , 0.996 , 0 , 0 , 4 , "0.983+/-0.044"
89 , "PLCKERC070 G187.40-20.71"  ,, 72.28625 , 11.39139 , 187.40033 , -20.71386 , "1087.6+/-173" , "1217.31+/-163.6" , "1244.6+/-136.39" , "1425.8+/-345.9" , 0.996 , 0 , 0 , 4 , "0.907+/-0.043"
90 , "PLCKERC070 G293.84-31.35"  ,, 72.66708 , -81.01833 , 293.8407 , -31.35018 , "1285.1+/-91" , "1197.47+/-106.6" , "1297.9+/-64.55" , "1276.6+/-150.09" , 0.87 , 0 , 0 , 8 , "0.988+/-0.044"
91 , "PLCKERC070 G280.90-35.66"  ,, 72.9225 , -69.41528 , 280.90703 , -35.66377 , "1026.5+/-145" , "983.99+/-133" , "1095.7+/-102.07" , "1031+/-236.35" , 0.87 , 0 , 0 , 4 , "0.933+/-0.044"
92 , "PLCKERC070 G229.04-37.01"  ,, 73.31583 , -28.15111 , 229.04943 , -37.01748 , "1802.3+/-156" , "1707.36+/-145.6" , "1883+/-119.45" , "1994.2+/-296.64" , 0.996 , 0 , 0 , 4 , "0.985+/-0.044"
93 , "PLCKERC070 G251.97-38.80"  ,, 73.97083 , -46.27528 , 251.97995 , -38.80786 , "1785+/-150" , "1680.71+/-122" , "1686.2+/-90.83" , "1745.9+/-212.62" , 0.87 , 0 , 0 , 2 , "0.997+/-0.044"
94 , "PLCKERC070 G277.18-36.04"  ,, 74.23625 , -66.41694 , 277.18785 , -36.04851 , "3111.8+/-150" , "2025.99+/-134.3" , "2607.8+/-105.91" , "3850.4+/-315.81" , 0.87 , 0 , 0 , 4 , "0.998+/-0.044"
95 , "PLCKERC070 G223.69-34.87"  ,, 74.28208 , -23.39722 , 223.69702 , -34.87473 , "1523.2+/-190" , "1415.09+/-149" , "1556.5+/-119.56" , "1762.5+/-308.65" , 0.996 , 0 , 0 , 4 , "0.972+/-0.045"
96 , "PLCKERC070 G192.79-21.67"  ,, 74.31125 , 6.67778 , 192.79398 , -21.67918 , "1086.7+/-185" , "912.89+/-158.5" , "1055.4+/-145.04" , "1348.7+/-431.53" , 0.996 , 0 , 0 , 4 , "0.836+/-0.06"
97 , "PLCKERC070 G270.53-36.02"  ,, 76.77583 , -61.15639 , 270.53621 , -36.02871 , "895.3+/-57" , "772.46+/-88.7" , "803.9+/-37.41" , "1067.2+/-95.94" , 0.87 , 0 , 0 , 24 , "0.931+/-0.044"
98 , "PLCKERC070 G279.75-34.26"  ,, 77.43625 , -68.88861 , 279.75266 , -34.26305 , "672.9+/-65" , "632.58+/-107" , "706.9+/-36.49" , "1188.7+/-117.28" , 0.87 , 1 , 0 , 23 , "0.88+/-0.043"
99 , "PLCKERC070 G169.18-00.89"  ,, 78.35417 , 37.45889 , 169.18296 , -0.89922 , "1232.4+/-182" , "983.14+/-164.7" , "987+/-132.33" , "1155.7+/-332.1" , 0.996 , 1 , 0 , 4 , "0.869+/-0.042"
100 , "PLCKERC070 G251.76-35.35" ,, 78.94708 , -45.97528 , 251.76933 , -35.35038 , "1002+/-147" , "801+/-110.1" , "892+/-84.18" , "1455.8+/-263.1" , 0.87 , 0 , 0 , 5 , "0.883+/-0.043"
101 , "PLCKERC070 G271.49-34.74" ,, 79.22 , -62.11056 , 271.49837 , -34.74688 , "785.7+/-83" , "669.49+/-71.5" , "774.6+/-43.81" , "795.5+/-102.38" , 0.87 , 0 , 0 , 21 , "0.903+/-0.043"
102 , "PLCKERC070 G279.96-33.42" ,, 79.62 , -69.23972 , 279.96251 , -33.42534 , "816.6+/-154" , "640.23+/-107" , "743.3+/-74.64" , "246.5+/-598.38" , 0.87 , 2 , 1 , 21 , "0.891+/-0.043"
103 , "PLCKERC070 G251.61-34.64" ,, 79.94333 , -45.79333 , 251.61334 , -34.64498 , "3296+/-129" , "2969.86+/-116" , "3279.1+/-88.08" , "3522.3+/-289.4" , 0.87 , 0 , 0 , 5 , "1+/-0.046"
104 , "PLCKERC070 G173.54-01.78" ,, 80.54708 , 33.38667 , 173.5411 , -1.78832 , "8228.6+/-522" , "4244.34+/-217.3" , "6596.5+/-338.14" , "1.9e+4+/-1019.62" , 0.996 , 0 , 1 , 4 , "1+/-0.045"
