_id , ercsc70_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
105 , "PLCKERC070 G278.38-33.32" ,, 80.55292 , -67.96472 , 278.3864 , -33.32663 , "1904.8+/-91" , "1424.68+/-130.5" , "1790+/-59.64" , "2530+/-154.98" , 0.87 , 0 , 0 , 19 , "0.998+/-0.044"
106 , "PLCKERC070 G240.58-32.71" ,, 80.73625 , -36.44389 , 240.58989 , -32.71707 , "4154.2+/-129" , "4178.2+/-130.1" , "4279+/-94.6" , "4191.8+/-219.98" , 0.87 , 0 , 0 , 5 , "1+/-0.046"
107 , "PLCKERC070 G276.18-33.25" ,, 81.46583 , -66.15806 , 276.18577 , -33.25026 , "1090.5+/-91" , "427.76+/-78.4" , "851.8+/-60.47" , "2592.9+/-232.04" , 0.87 , 1 , 1 , 19 , "0.915+/-0.042"
108 , "PLCKERC070 G215.19-24.30" ,, 81.84375 , -12.68861 , 215.19317 , -24.30117 , "1146.2+/-164" , "1195.53+/-147.2" , "1326.7+/-112.04" , "1429.3+/-286.85" , 0.87 , 0 , 0 , 4 , "0.957+/-0.045"
109 , "PLCKERC070 G173.37-00.19" ,, 82.02708 , 34.415 , 173.37909 , -0.19436 , "2111.1+/-200" , "1084.97+/-204.3" , "1761.4+/-135.66" , "2170.8+/-434.09" , 0.996 , 0 , 0 , 3 , "0.901+/-0.042"
110 , "PLCKERC070 G283.85-31.85" ,, 82.37 , -72.76139 , 283.85502 , -31.85828 , "523.8+/-76" , "458.34+/-75.7" , "462.5+/-46.34" , "528.4+/-117.74" , 0.87 , 1 , 0 , 15 , "0.821+/-0.073"
111 , "PLCKERC070 G191.39-11.00" ,, 82.75708 , 13.51917 , 191.39017 , -11.00016 , "1342.8+/-176" , "842.8+/-156.5" , "1064.7+/-130.92" , "1406+/-396.03" , 0.996 , 0 , 0 , 4 , "0.841+/-0.056"
112 , "PLCKERC070 G281.86-32.01" ,, 82.8325 , -71.07444 , 281.86873 , -32.01809 , "1413.2+/-71" , "831.32+/-107.1" , "1236+/-52.42" , "1799.5+/-149.32" , 0.87 , 0 , 0 , 17 , "0.931+/-0.043"
113 , "PLCKERC070 G196.84-13.74" ,, 83.15875 , 7.53833 , 196.84588 , -13.7453 , "1276.6+/-174" , "1343.28+/-159" , "1417.7+/-122.85" , "1235.1+/-254.75" , 0.996 , 0 , 0 , 4 , "0.933+/-0.044"
114 , "PLCKERC070 G162.16+08.22" ,, 83.31958 , 48.37528 , 162.16719 , 8.22913 , "1637.1+/-157" , "1497.1+/-155.8" , "1596.8+/-117.59" , "1621.7+/-282.2" , 0.996 , 0 , 0 , 4 , "0.973+/-0.045"
115 , "PLCKERC070 G184.55-05.79" ,, 83.62208 , 22.01333 , 184.55296 , -5.79347 , "2.5e+5+/-2463" , "2.40e+5+/-163.4" , "2.5e+5+/-754.06" , "2.6e+5+/-955.9" , 0.996 , 0 , 0 , 4 , "1+/-0.045"
116 , "PLCKERC070 G209.03-19.37" ,, 83.83417 , -5.40417 , 209.03224 , -19.37652 , "2.9e+5+/-4011" , "2.53e+5+/-174" , "2.8e+5+/-1985.71" , "3.1e+5+/-1519.32" , 0.996 , 0 , 0 , 4 , "1+/-0.045"
117 , "PLCKERC070 G277.70-32.12" ,, 83.90792 , -67.56889 , 277.70957 , -32.12522 , "1458.3+/-153" , "1002.13+/-110.4" , "1211.9+/-62.7" , "1557.6+/-185.82" , 0.87 , 0 , 0 , 16 , "0.977+/-0.044"
118 , "PLCKERC070 G276.25-32.07" ,, 84.36 , -66.34417 , 276.25032 , -32.0712 , "532.3+/-73" , "406.87+/-76.8" , "489+/-50.54" , "1675.4+/-345.17" , 0.87 , 0 , 1 , 17 , "0.815+/-0.078"
119 , "PLCKERC070 G279.46-31.65" ,, 84.71708 , -69.10639 , 279.4699 , -31.65683 , "2.6e+4+/-547" , "1.72e+4+/-111.7" , "2.3e+4+/-308.32" , "2.8e+4+/-386.71" , 0.87 , 0 , 0 , 17 , "1+/-0.047"
120 , "PLCKERC070 G250.08-31.07" ,, 84.72792 , -44.08667 , 250.08642 , -31.07677 , "9317.6+/-130" , "8788.24+/-117.5" , "9172.3+/-80.87" , "9346.2+/-187.96" , 0.87 , 0 , 0 , 6 , "1+/-0.045"
121 , "PLCKERC070 G280.13-31.49" ,, 84.99833 , -69.68778 , 280.13464 , -31.49228 , "5124.7+/-555" , "2585.47+/-111.7" , "3623.9+/-238.66" , "6773.3+/-471.49" , 0.87 , 0 , 0 , 17 , "1+/-0.045"
122 , "PLCKERC070 G262.04-31.83" ,, 85.2375 , -54.30778 , 262.04777 , -31.83832 , "971.1+/-100" , "781.41+/-98.8" , "933.8+/-70.29" , "956.1+/-175.78" , 0.87 , 0 , 0 , 6 , "0.932+/-0.044"
123 , "PLCKERC070 G173.61+02.78" ,, 85.24417 , 35.82417 , 173.61997 , 2.78062 , "5154.9+/-246" , "3864.25+/-217.3" , "4535.2+/-160.27" , "6095.1+/-443.09" , 0.996 , 0 , 0 , 4 , "1+/-0.045"
124 , "PLCKERC070 G212.11-19.20" ,, 85.295 , -7.9275 , 212.11052 , -19.20197 , "1418.1+/-215" , "845.9+/-168.8" , "1216.8+/-143.8" , "7082.5+/-1667.3" , 0.996 , 0 , 1 , 5 , "0.815+/-0.077"
125 , "PLCKERC070 G206.52-16.35" ,, 85.42292 , -1.89722 , 206.52375 , -16.3575 , "5.0e+4+/-652" , "4.39e+4+/-175.9" , "4.7e+4+/-365.01" , "5.2e+4+/-507.92" , 0.996 , 0 , 0 , 4 , "1+/-0.047"
126 , "PLCKERC070 G205.36-14.36" ,, 86.66083 , 0.02583 , 205.36259 , -14.36342 , "2138.3+/-258" , "1236.62+/-153.6" , "1815.5+/-178.87" , "8151.6+/-1199.42" , 0.996 , 0 , 1 , 4 , "0.891+/-0.043"
127 , "PLCKERC070 G265.89-30.73" ,, 87.52875 , -57.53472 , 265.89954 , -30.73233 , "1014.4+/-68" , "832.23+/-96.5" , "981.2+/-42.86" , "1203.4+/-116.93" , 0.87 , 0 , 0 , 24 , "0.971+/-0.045"
128 , "PLCKERC070 G182.32+00.21" ,, 87.97083 , 27.05889 , 182.32147 , 0.21724 , "1217.5+/-158" , "1078.28+/-157.4" , "1244.6+/-115.65" , "1447.6+/-311.46" , 0.996 , 0 , 0 , 4 , "0.909+/-0.043"
129 , "PLCKERC070 G171.60+07.30" ,, 88.87625 , 39.85639 , 171.60881 , 7.30431 , "1326.5+/-167" , "1262.12+/-145.8" , "1281.7+/-124.29" , "1429.7+/-308.36" , 0.996 , 0 , 0 , 4 , "0.946+/-0.044"
130 , "PLCKERC070 G213.70-12.60" ,, 91.94083 , -6.38111 , 213.70006 , -12.60371 , "7966.9+/-204" , "7428.51+/-167.1" , "7775+/-132.31" , "8419.7+/-324.46" , 0.996 , 0 , 0 , 5 , "1+/-0.045"
131 , "PLCKERC070 G269.50-28.66" ,, 91.95875 , -60.51528 , 269.50694 , -28.66994 , "446.8+/-93" , "481.56+/-72.2" , "502.2+/-58.69" , "2293.9+/-567.6" , 0.87 , 0 , 1 , 16 , "0.841+/-0.056"
132 , "PLCKERC070 G215.74-13.53" ,, 91.99 , -8.58222 , 215.74954 , -13.53223 , "2236.7+/-158" , "1950.56+/-163.6" , "2122.5+/-114.11" , "2189.2+/-276.93" , 0.996 , 0 , 0 , 4 , "0.996+/-0.044"
133 , "PLCKERC070 G188.94+00.80" ,, 92.14958 , 21.60194 , 188.94791 , 0.80819 , "1682.5+/-205" , "1122.44+/-226.3" , "1639.5+/-129.58" , "2034.2+/-373.58" , 0.996 , 0 , 0 , 4 , "0.886+/-0.041"
134 , "PLCKERC070 G194.14-02.03" ,, 92.18792 , 15.67639 , 194.14921 , -2.03247 , "2941.6+/-315" , "1034.51+/-158.3" , "2177.5+/-163.12" , "1.3e+4+/-3191.77" , 0.996 , 0 , 1 , 4 , "0.97+/-0.044"
135 , "PLCKERC070 G228.91-18.96" ,, 92.23875 , -22.32889 , 228.91376 , -18.96368 , "831.2+/-164" , "767.95+/-133.6" , "871.6+/-111.09" , "1202.1+/-348.38" , 0.87 , 0 , 0 , 4 , "0.842+/-0.055"
136 , "PLCKERC070 G190.03+00.44" ,, 92.37 , 20.47556 , 190.03298 , 0.44246 , "1.3e+4+/-558" , "3538.92+/-238.4" , "9030.2+/-445.02" , "2.6e+4+/-985.94" , 0.996 , 0 , 1 , 4 , "1+/-0.045"
137 , "PLCKERC070 G222.61-16.18" ,, 92.41917 , -15.71333 , 222.61256 , -16.18495 , "2420.3+/-139" , "2684.25+/-149.6" , "2633.1+/-111.57" , "2348.5+/-232.6" , 0.87 , 0 , 0 , 4 , "1+/-0.045"
138 , "PLCKERC070 G213.87-11.85" ,, 92.69042 , -6.20583 , 213.87898 , -11.85875 , "1245.1+/-156" , "1182+/-160.2" , "1267.1+/-115.78" , "1330.5+/-279.09" , 0.996 , 1 , 0 , 4 , "0.94+/-0.044"
139 , "PLCKERC070 G192.60-00.08" ,, 93.19625 , 17.96778 , 192.60648 , -0.08242 , "4132.9+/-153" , "3153.46+/-238.4" , "3757.3+/-133.13" , "4795.4+/-335.84" , 0.996 , 0 , 0 , 4 , "0.999+/-0.045"
140 , "PLCKERC070 G196.41-01.66" ,, 93.64958 , 13.87083 , 196.41289 , -1.66018 , "1177.4+/-175" , "1021.39+/-158.3" , "1108.4+/-122.97" , "1294.4+/-317.13" , 0.996 , 0 , 0 , 4 , "0.874+/-0.042"
141 , "PLCKERC070 G188.91+03.18" ,, 94.3875 , 22.76417 , 188.91867 , 3.18359 , "5030.5+/-479" , "1540.69+/-165.8" , "3175.7+/-210.48" , "5483.7+/-914.33" , 0.996 , 0 , 0 , 4 , "0.987+/-0.045"
142 , "PLCKERC070 G274.28-27.33" ,, 95.73333 , -64.58806 , 274.28921 , -27.33827 , "862.3+/-55" , "592.59+/-77.9" , "809.8+/-40" , "1227.2+/-123.21" , 0.87 , 0 , 0 , 15 , "0.917+/-0.043"
143 , "PLCKERC070 G189.45+04.31" ,, 95.745 , 22.82361 , 189.45355 , 4.3175 , "2322.1+/-279" , "959.59+/-179.2" , "1480.2+/-149.61" , "2654.5+/-797.63" , 0.996 , 0 , 1 , 4 , "0.874+/-0.041"
144 , "PLCKERC070 G245.36-20.14" ,, 97.31708 , -37.23944 , 245.36533 , -20.14325 , "809.7+/-140" , "659.84+/-121.8" , "799.1+/-96.24" , "1193.8+/-300.7" , 0.87 , 1 , 0 , 6 , "0.824+/-0.07"
145 , "PLCKERC070 G228.65-13.64" ,, 97.36583 , -19.99333 , 228.65128 , -13.64904 , "1038.4+/-146" , "740.87+/-131.4" , "876+/-110.45" , "1853+/-485.52" , 0.87 , 0 , 1 , 5 , "0.842+/-0.055"
146 , "PLCKERC070 G206.69-01.79" ,, 98.40083 , 4.72694 , 206.69025 , -1.79788 , "7577.1+/-902" , "2504.27+/-232.1" , "6018.5+/-321.72" , "1.1e+4+/-1340.51" , 0.996 , 0 , 1 , 4 , "0.996+/-0.046"
147 , "PLCKERC070 G208.78-02.65" ,, 98.60125 , 2.47556 , 208.78322 , -2.65521 , "2107.1+/-273" , "1229.48+/-194" , "1853.2+/-161.53" , "1.0e+4+/-1889.59" , 0.996 , 0 , 1 , 4 , "0.898+/-0.042"
148 , "PLCKERC070 G232.58-13.93" ,, 98.75792 , -23.59583 , 232.58119 , -13.93689 , "752.2+/-145" , "699.2+/-131.4" , "815.8+/-104.04" , "1024+/-297.32" , 0.87 , 0 , 0 , 6 , "0.849+/-0.049"
149 , "PLCKERC070 G286.36-27.15" ,, 98.96417 , -75.27194 , 286.36968 , -27.1532 , "4069.1+/-112" , "3938.36+/-91.2" , "4059.6+/-45.33" , "4115.7+/-102.54" , 0.87 , 0 , 0 , 19 , "1+/-0.045"
150 , "PLCKERC070 G201.63+01.61" ,, 99.11542 , 10.785 , 201.63664 , 1.61817 , "4875.1+/-213" , "3102.2+/-168.1" , "3995.3+/-154.06" , "6160.2+/-446.61" , 0.996 , 0 , 0 , 4 , "0.998+/-0.044"
151 , "PLCKERC070 G141.27+25.04" ,, 99.79125 , 73.40806 , 141.27749 , 25.04923 , "1387+/-129" , "1284.73+/-141.2" , "1350.8+/-101.09" , "1679.7+/-288.65" , 0.87 , 0 , 0 , 4 , "0.973+/-0.045"
152 , "PLCKERC070 G203.31+02.05" ,, 100.2925 , 9.49306 , 203.31648 , 2.05726 , "3481.3+/-292" , "1946.02+/-163.9" , "2633.1+/-168.46" , "5596.5+/-600.95" , 0.996 , 0 , 1 , 3 , "0.982+/-0.044"
153 , "PLCKERC070 G211.95-01.16" ,, 101.37417 , 0.33861 , 211.95326 , -1.16705 , "3070+/-267" , "1571.15+/-163.3" , "2463.7+/-174.31" , "6829.2+/-900.09" , 0.996 , 1 , 1 , 4 , "0.97+/-0.044"
154 , "PLCKERC070 G171.07+17.94" ,, 101.63167 , 44.86611 , 171.07752 , 17.94848 , "1859.1+/-187" , "1474.38+/-149.9" , "1693.3+/-120.17" , "1969.8+/-323.83" , 0.996 , 0 , 0 , 4 , "0.969+/-0.045"
155 , "PLCKERC070 G227.68-07.72" ,, 102.58167 , -16.61056 , 227.68252 , -7.72875 , "1368.3+/-136" , "967.38+/-135.4" , "1203.8+/-105.74" , "1718.2+/-348.22" , 0.87 , 0 , 0 , 4 , "0.893+/-0.043"
156 , "PLCKERC070 G216.47-00.47" ,, 104.05292 , -3.37361 , 216.47855 , -0.47694 , "925.9+/-158" , "789.84+/-150.7" , "937+/-115.71" , "1265.5+/-358.74" , 0.87 , 0 , 0 , 4 , "0.845+/-0.053"
157 , "PLCKERC070 G198.47+09.56" ,, 104.99958 , 17.14667 , 198.4789 , 9.56662 , "930.3+/-165" , "999.9+/-150.3" , "1082+/-121.11" , "1086.1+/-287.7" , 0.996 , 0 , 0 , 4 , "0.889+/-0.043"
158 , "PLCKERC070 G256.79-17.67" ,, 105.43417 , -46.55778 , 256.7989 , -17.673 , "1020+/-90" , "784.56+/-101.3" , "965.5+/-59.94" , "1195.9+/-172.69" , 0.87 , 1 , 0 , 9 , "0.907+/-0.043"
159 , "PLCKERC070 G223.69-01.91" ,, 106.08667 , -10.45361 , 223.69972 , -1.9176 , "3300.5+/-315" , "2057.46+/-164.4" , "2513+/-139.91" , "3770+/-416.53" , 0.996 , 0 , 0 , 4 , "0.975+/-0.044"
160 , "PLCKERC070 G225.45-02.59" ,, 106.29042 , -12.32472 , 225.45633 , -2.59599 , "1203.6+/-183" , "943.26+/-161.1" , "1147+/-109" , "1483.1+/-325.78" , 0.996 , 1 , 0 , 5 , "0.84+/-0.057"
161 , "PLCKERC070 G224.34-02.01" ,, 106.29333 , -11.07028 , 224.34143 , -2.01938 , "1826.1+/-241" , "862.39+/-171.6" , "1430.4+/-166.71" , "6499.7+/-1429.71" , 0.996 , 1 , 1 , 4 , "0.865+/-0.041"
162 , "PLCKERC070 G231.46-04.40" ,, 107.46667 , -18.48639 , 231.46636 , -4.40383 , "2327.5+/-133" , "2080.18+/-145.5" , "2298+/-102.55" , "2659.7+/-276.48" , 0.87 , 0 , 0 , 5 , "0.998+/-0.044"
163 , "PLCKERC070 G250.06-13.17" ,, 107.65542 , -38.82917 , 250.06099 , -13.17555 , "869.4+/-109" , "814.97+/-114.5" , "833.3+/-75.72" , "955.6+/-197.48" , 0.87 , 0 , 0 , 7 , "0.879+/-0.043"
164 , "PLCKERC070 G172.09+23.42" ,, 109.45833 , 45.66306 , 172.09966 , 23.42951 , "982+/-141" , "734.46+/-145.8" , "892.9+/-116.42" , "1339.5+/-396.04" , 0.996 , 0 , 0 , 4 , "0.817+/-0.076"
165 , "PLCKERC070 G227.75-00.11" ,, 109.6375 , -13.21806 , 227.75874 , -0.11506 , "2392.6+/-171" , "1572.79+/-161.3" , "1971.8+/-130.26" , "3063.6+/-397.41" , 0.87 , 0 , 0 , 5 , "0.982+/-0.044"
166 , "PLCKERC070 G185.03+19.83" ,, 109.80583 , 33.12028 , 185.03658 , 19.8341 , "1118.5+/-170" , "925+/-139.8" , "1025.6+/-119.6" , "1119.7+/-309.71" , 0.996 , 0 , 0 , 4 , "0.857+/-0.042"
167 , "PLCKERC070 G143.98+28.03" ,, 110.52208 , 71.34222 , 143.98283 , 28.03334 , "2532.5+/-149" , "2350.03+/-134.7" , "2485+/-100.98" , "2688.3+/-247.94" , 0.87 , 0 , 0 , 5 , "0.999+/-0.045"
168 , "PLCKERC070 G217.67+07.23" ,, 111.46333 , -0.8925 , 217.67771 , 7.23991 , "3109.6+/-164" , "2988.11+/-149.9" , "3072.3+/-113.88" , "3186+/-277.23" , 0.996 , 0 , 0 , 4 , "1+/-0.045"
169 , "PLCKERC070 G233.77-00.18" ,, 112.53333 , -18.54639 , 233.7702 , -0.1862 , "1828.5+/-199" , "1745.21+/-152.4" , "1921.6+/-120.14" , "3100.9+/-377.57" , 0.996 , 0 , 0 , 4 , "0.985+/-0.044"
170 , "PLCKERC070 G227.77+03.13" ,, 112.57625 , -11.69167 , 227.77088 , 3.13539 , "5094.9+/-147" , "5113.68+/-156.5" , "5351.1+/-106.49" , "5363.3+/-255.51" , 0.87 , 0 , 0 , 4 , "1+/-0.046"
171 , "PLCKERC070 G232.56+00.89" ,, 112.925 , -16.96778 , 232.56507 , 0.89998 , "947.2+/-158" , "741.97+/-136.5" , "823.8+/-112.4" , "2151.4+/-551.06" , 0.87 , 0 , 1 , 4 , "0.829+/-0.066"
172 , "PLCKERC070 G216.97+11.40" ,, 114.8375 , 1.63722 , 216.9781 , 11.4003 , "1250.5+/-154" , "1335.19+/-149.3" , "1359.1+/-113.85" , "1262.3+/-284.02" , 0.87 , 0 , 0 , 4 , "0.973+/-0.045"
173 , "PLCKERC070 G260.30-11.68" ,, 115.4625 , -47.18806 , 260.30244 , -11.6851 , "617.3+/-105" , "533.92+/-92.1" , "628.3+/-58.89" , "815.8+/-178.22" , 0.87 , 1 , 0 , 9 , "0.846+/-0.052"
174 , "PLCKERC070 G279.44-20.12" ,, 115.87792 , -67.41583 , 279.44802 , -20.12221 , "930.5+/-97" , "711.49+/-97.4" , "878.5+/-65.44" , "986.7+/-216.78" , 0.87 , 0 , 0 , 8 , "0.883+/-0.043"
175 , "PLCKERC070 G248.41-03.98" ,, 116.83208 , -33.16528 , 248.41396 , -3.9889 , "589.4+/-131" , "976.82+/-121.4" , "-" , "716.9+/-156.01" , 0.87 , 1 , 0 , 6 , "0.938+/-0.044"
176 , "PLCKERC070 G196.58+22.69" ,, 117.11792 , 24.01972 , 196.58296 , 22.69532 , "1072.3+/-166" , "964.77+/-151.4" , "1027.4+/-124.55" , "1220.3+/-308.66" , 0.996 , 0 , 0 , 4 , "0.875+/-0.043"
177 , "PLCKERC070 G208.15+18.75" ,, 117.71 , 12.52556 , 208.15022 , 18.75778 , "3184.4+/-153" , "2956.97+/-149.9" , "3161.1+/-115.82" , "3514.4+/-303.19" , 0.996 , 0 , 0 , 4 , "1+/-0.045"
178 , "PLCKERC070 G243.16+00.39" ,, 118.1175 , -26.42611 , 243.16764 , 0.39019 , "9384.8+/-300" , "6702.48+/-155.3" , "8079.2+/-193.27" , "1.1e+4+/-389.55" , 0.87 , 0 , 0 , 5 , "1+/-0.045"
179 , "PLCKERC070 G170.61+30.14" ,, 118.7 , 48.33833 , 170.61855 , 30.14184 , "901.2+/-171" , "855.97+/-148.3" , "1035.9+/-115.61" , "1548.8+/-387.87" , 0.87 , 1 , 0 , 4 , "0.866+/-0.042"
180 , "PLCKERC070 G211.28+19.05" ,, 119.26458 , 9.96139 , 211.2881 , 19.05334 , "1346.6+/-150" , "1237.15+/-142.7" , "1349.1+/-121.56" , "1458.6+/-300.63" , 0.996 , 0 , 0 , 5 , "0.93+/-0.044"
181 , "PLCKERC070 G229.04+13.18" ,, 122.08333 , -7.84583 , 229.04531 , 13.18216 , "2110+/-141" , "1785.89+/-134.3" , "1994.3+/-108.22" , "2128.2+/-272.66" , 0.87 , 0 , 0 , 4 , "0.997+/-0.044"
182 , "PLCKERC070 G253.62-00.21" ,, 124.05042 , -35.585 , 253.62046 , -0.21235 , "4242.2+/-264" , "2397.83+/-121.8" , "3538.4+/-152" , "5420.2+/-664.39" , 0.996 , 0 , 1 , 5 , "0.997+/-0.044"
183 , "PLCKERC070 G244.34+06.10" ,, 124.16833 , -24.37944 , 244.34845 , 6.10555 , "928.6+/-140" , "633.63+/-120.2" , "791+/-97.05" , "1123.7+/-313.63" , 0.87 , 0 , 0 , 5 , "0.837+/-0.06"
184 , "PLCKERC070 G178.22+33.39" ,, 124.55542 , 42.37722 , 178.2286 , 33.39373 , "912.5+/-163" , "1027.2+/-146" , "1066.7+/-118.39" , "836+/-227.22" , 0.87 , 0 , 0 , 5 , "0.91+/-0.043"
185 , "PLCKERC070 G254.66+00.23" ,, 125.23292 , -36.20056 , 254.66874 , 0.23268 , "3548.3+/-191" , "2964.09+/-122.8" , "3453.3+/-75.19" , "3882.5+/-211.3" , 0.996 , 0 , 0 , 8 , "0.999+/-0.045"
186 , "PLCKERC070 G260.61-03.68" ,, 125.42625 , -43.31333 , 260.61026 , -3.68613 , "1024.8+/-170" , "825.16+/-127.6" , "841.9+/-86.84" , "976.6+/-196.98" , 0.996 , 1 , 0 , 7 , "0.831+/-0.064"
187 , "PLCKERC070 G260.66-03.18" ,, 126.03542 , -43.06611 , 260.66046 , -3.18027 , "1787.2+/-160" , "1138.75+/-127.6" , "1657.2+/-100.67" , "1801.2+/-277.51" , 0.996 , 0 , 0 , 8 , "0.904+/-0.043"
188 , "PLCKERC070 G182.12+34.16" ,, 126.1925 , 39.29 , 182.12185 , 34.16464 , "905.3+/-147" , "754.36+/-131" , "842.6+/-112.97" , "882.1+/-261.43" , 0.87 , 0 , 0 , 4 , "0.841+/-0.056"
189 , "PLCKERC070 G244.00+08.87" ,, 126.46583 , -22.55528 , 244.00886 , 8.87246 , "694.3+/-123" , "734.73+/-122.5" , "765.1+/-93.62" , "758.2+/-216.48" , 0.87 , 0 , 0 , 5 , "0.891+/-0.043"
190 , "PLCKERC070 G200.02+31.87" ,, 127.72083 , 24.18056 , 200.02582 , 31.87858 , "1028.6+/-152" , "1095.79+/-145.2" , "1166.5+/-113.99" , "1107.1+/-249.73" , 0.87 , 0 , 0 , 4 , "0.93+/-0.044"
191 , "PLCKERC070 G245.54+10.91" ,, 129.21792 , -22.61667 , 245.54049 , 10.91771 , "799.9+/-119" , "648.67+/-126.4" , "797.3+/-90.93" , "1188.8+/-314.52" , 0.87 , 0 , 0 , 6 , "0.818+/-0.075"
192 , "PLCKERC070 G212.98+30.12" ,, 130.18958 , 13.19 , 212.98148 , 30.12446 , "1008.6+/-162" , "930.07+/-139.1" , "1029.8+/-120.21" , "945.1+/-273.32" , 0.87 , 0 , 0 , 4 , "0.891+/-0.043"
193 , "PLCKERC070 G143.55+34.41" ,, 130.30042 , 70.89 , 143.55225 , 34.4111 , "3562.1+/-137" , "3406.85+/-142.5" , "3517.7+/-100.81" , "3326+/-217.85" , 0.87 , 0 , 0 , 4 , "1+/-0.046"
194 , "PLCKERC070 G261.44+00.90" ,, 131.08917 , -41.24917 , 261.44085 , 0.90895 , "3377+/-188" , "1198.14+/-142.8" , "2410.7+/-123.13" , "6730.6+/-548.37" , 0.996 , 0 , 1 , 6 , "0.96+/-0.043"
195 , "PLCKERC070 G272.30-07.48" ,, 131.26167 , -54.95556 , 272.30597 , -7.48325 , "797.1+/-122" , "716.18+/-113" , "832.2+/-85.18" , "1133+/-271.62" , 0.87 , 0 , 0 , 6 , "0.872+/-0.042"
196 , "PLCKERC070 G263.61-00.52" ,, 131.40667 , -43.84139 , 263.61606 , -0.52052 , "2118+/-181" , "1705.26+/-150.2" , "2091+/-101.79" , "2653.3+/-283.28" , 0.996 , 0 , 0 , 7 , "0.98+/-0.044"
197 , "PLCKERC070 G233.67+21.98" ,, 131.96875 , -6.98389 , 233.67283 , 21.9815 , "991.1+/-143" , "773.78+/-131.1" , "848.4+/-100.73" , "974+/-262.82" , 0.996 , 1 , 0 , 4 , "0.831+/-0.064"
198 , "PLCKERC070 G257.75+05.22" ,, 132.44875 , -35.67917 , 257.75358 , 5.22228 , "796.4+/-110" , "715.47+/-109.6" , "724.1+/-86.36" , "1408.6+/-320.31" , 0.87 , 0 , 0 , 7 , "0.893+/-0.043"
199 , "PLCKERC070 G263.62+00.61" ,, 132.63208 , -43.13694 , 263.62795 , 0.61376 , "1361.9+/-279" , "792.56+/-158.5" , "997.2+/-141.39" , "1.2e+4+/-3869.93" , 0.996 , 2 , 1 , 7 , "0.771+/-0.039"
200 , "PLCKERC070 G275.31-08.51" ,, 133.14375 , -57.92806 , 275.31023 , -8.51577 , "1051.9+/-115" , "1036.72+/-112.3" , "1184.6+/-83.48" , "1730.9+/-271.69" , 0.87 , 0 , 0 , 7 , "0.971+/-0.045"
201 , "PLCKERC070 G206.81+35.79" ,, 133.6825 , 20.10111 , 206.81234 , 35.79989 , "6488.2+/-160" , "6241.25+/-162.1" , "6549.8+/-111.24" , "6560.1+/-262.63" , 0.996 , 0 , 0 , 4 , "1+/-0.045"
202 , "PLCKERC070 G264.28+01.47" ,, 134.115 , -43.08806 , 264.28543 , 1.47529 , "2953.4+/-172" , "2376.49+/-148.7" , "2833.2+/-112.97" , "3855.3+/-314.19" , 0.996 , 0 , 0 , 6 , "0.965+/-0.045"
203 , "PLCKERC070 G264.20+01.96" ,, 134.55417 , -42.705 , 264.20373 , 1.96871 , "1909.4+/-265" , "892.57+/-153.4" , "1449.6+/-147.84" , "6628.2+/-1091.81" , 0.996 , 2 , 1 , 6 , "0.805+/-0.04"
204 , "PLCKERC070 G267.93-01.06" ,, 134.76125 , -47.51 , 267.93513 , -1.06298 , "1.5e+5+/-2443" , "1.18e+5+/-197.6" , "1.4e+5+/-1242.51" , "1.6e+5+/-1672.2" , 0.996 , 0 , 0 , 6 , "0.999+/-0.045"
205 , "PLCKERC070 G265.13+01.44" ,, 134.84667 , -43.755 , 265.13785 , 1.44311 , "2.0e+4+/-279" , "1.73e+4+/-153.4" , "1.9e+4+/-138.15" , "2.1e+4+/-257.43" , 0.996 , 0 , 0 , 5 , "1+/-0.045"
206 , "PLCKERC070 G269.16-01.44" ,, 135.55 , -48.68861 , 269.16906 , -1.44273 , "1.3e+4+/-819" , "8928.32+/-199.7" , "1.1e+4+/-450.38" , "1.8e+4+/-1203.38" , 0.996 , 0 , 0 , 6 , "1+/-0.046"
207 , "PLCKERC070 G276.11-07.06" ,, 136.18458 , -57.60167 , 276.11617 , -7.06674 , "1000.5+/-129" , "591.54+/-108.2" , "842.9+/-74.83" , "1255.8+/-272.04" , 0.87 , 0 , 0 , 7 , "0.878+/-0.041"
208 , "PLCKERC070 G228.93+30.89" ,, 137.26208 , 1.35472 , 228.9317 , 30.8965 , "1139.7+/-185" , "1160.15+/-135.3" , "-" , "-1.0e+4+/--1.01e+4" , 0.87 , 0 , 1 , 4 , "0.966+/-0.045"
209 , "PLCKERC070 G270.43-01.05" ,, 137.27542 , -49.36556 , 270.43009 , -1.05752 , "2764+/-204" , "1183.22+/-197.6" , "2251.4+/-149.75" , "8343.1+/-964.82" , 0.996 , 0 , 1 , 6 , "0.9+/-0.042"
210 , "PLCKERC070 G270.26+00.83" ,, 139.18042 , -47.94306 , 270.26343 , 0.83436 , "4292.1+/-229" , "3035.2+/-193.4" , "3846.7+/-119.51" , "4938.8+/-330.27" , 0.996 , 0 , 0 , 6 , "0.993+/-0.044"
