_id , fermi3fgl_name , other_name , Class , RA, Dec, Significance , Flux 1-100 GeV, Flux 1-100 GeV Error , Spectral Index , Spectral Index Error , Beta , Spectral Type , Power Law Index , TeV Cat , Gamma Assoc. , Prev. Fermi Assoc. , Variability index
2623 , 3FGL J2022.5+7612 , S5 2023+760 , bll , 305.64875 , 76.20839 , 16.204 , 1.25e-9 , 1.06e-10 , 2.35 , 0.054 , -9.9 , PowerLaw , 2.35 , N , , , 66.594
2624 , 3FGL J2026.3+1430 , , , 306.58667 , 14.51458 , 7.097 , 5.5e-10 , 9.42e-11 , 2.159 , 0.121 , -9.9 , PowerLaw , 2.159 , N , , , 48.746
2625 , 3FGL J2026.8+2813 , , , 306.7175 , 28.23128 , 7.591 , 1.06e-9 , 1.76e-10 , 2.126 , 0.262 , 0.509 , LogParabo , 2.447 , N , , , 36.971
2626 , 3FGL J2026.4+4709 , , , 306.6 , 47.16228 , 4.424 , 5.58e-10 , 1.35e-10 , 2.561 , 0.138 , -9.9 , PowerLaw , 2.561 , N , , , 48.774
2627 , 3FGL J2026.8+4003 , , , 306.71583 , 40.05258 , 9.034 , 2.45e-9 , 4.04e-10 , 2.611 , 0.195 , 1 , LogParabo , 2.282 , N , , , 55.726
2628 , 3FGL J2029.5-4232 , , , 307.38917 , -42.53739 , 6.373 , 4.11e-10 , 8.21e-11 , 2.496 , 0.114 , -9.9 , PowerLaw , 2.496 , N , , , 39.87
2629 , 3FGL J2028.7+1012 , , , 307.19125 , 10.20708 , 4.328 , 3.3e-10 , 8.14e-11 , 2.453 , 0.173 , -9.9 , PowerLaw , 2.453 , N , , , 29.479
2630 , 3FGL J2028.3+3332 , LAT PSR J2028+3332 , PSR , 307.08417 , 33.542 , 38.572 , 1.01e-8 , 3.82e-10 , 1.361 , 0.11 , -9.9 , PLExpCuto , 2.25 , N , , , 51.219
2631 , 3FGL J2028.5+4040c , , , 307.13458 , 40.677 , 4.968 , 1.46e-9 , 3.10e-10 , 2.187 , 0.102 , -9.9 , PowerLaw , 2.187 , N , , , 48.789
2632 , 3FGL J2028.6+4110e , Cygnus Cocoon , SFR , 307.17 , 41.16997 , -9.9 , 5.8e-8 , 0.000 , 2.175 , 0 , -9.9 , PowerLaw , 2.175 , E , , , 0
2633 , 3FGL J2026.3+7644 , 1RXS J202633.4+764432 , bcu , 306.58042 , 76.742 , 4.959 , 2.39e-10 , 8.14e-11 , 1.839 , 0.192 , -9.9 , PowerLaw , 1.839 , N , , , 31.964
2634 , 3FGL J2030.2-0622 , TXS 2027-065 , fsrq , 307.57 , -6.37139 , 9.763 , 6.02e-10 , 9.54e-11 , 2.641 , 0.107 , -9.9 , PowerLaw , 2.641 , N , , 1FGL J2030.3-0617 , 168.537
2635 , 3FGL J2030.5-1439 , , , 307.62917 , -14.65428 , 4.441 , 2.24e-10 , 7.32e-11 , 1.865 , 0.219 , -9.9 , PowerLaw , 1.865 , N , , , 39.493
2636 , 3FGL J2029.4+4923 , MG4 J202932+4925 , bll , 307.35667 , 49.39989 , 13.726 , 1.8e-9 , 1.68e-10 , 2.411 , 0.056 , -9.9 , PowerLaw , 2.411 , N , , 1FGL J2029.2+4924 , 165.432
2637 , 3FGL J2030.0+3642 , PSR J2030+3641 , PSR , 307.50083 , 36.70258 , 27.703 , 7.75e-9 , 3.78e-10 , 1.221 , 0.13 , -9.9 , PLExpCuto , 2.168 , N , , 1FGL J2030.0+3641 , 31.125
2638 , 3FGL J2031.0+1937 , RX J2030.8+1935 , bcu , 307.76042 , 19.61878 , 8.857 , 5.77e-10 , 9.60e-11 , 1.826 , 0.118 , -9.9 , PowerLaw , 1.826 , N , , , 46.867
2639 , 3FGL J2030.8+4416 , LAT PSR J2030+4415 , PSR , 307.71542 , 44.27039 , 24.874 , 7.25e-9 , 3.67e-10 , 1.431 , 0.118 , -9.9 , PLExpCuto , 2.313 , N , , 1FGL J2030.9+4411 , 36.435
2640 , 3FGL J2031.8+1223 , PKS 2029+121 , bll , 307.95292 , 12.38739 , 8.425 , 7.47e-10 , 1.09e-10 , 2.445 , 0.101 , -9.9 , PowerLaw , 2.445 , N , , 1FGL J2031.5+1219 , 66.029
2641 , 3FGL J2032.2+4126 , LAT PSR J2032+4127 , PSR , 308.05958 , 41.44689 , 63.24 , 2.46e-8 , 5.82e-10 , 1.462 , 0.055 , -9.9 , PLExpCuto , 2.084 , E , 1AGL J2032+4102 , 1FGL J2032.2+4127 , 38.32
2642 , 3FGL J2032.5+4032 , , , 308.125 , 40.53489 , 16.13 , 4.51e-9 , 4.72e-10 , 2.795 , 0.124 , 0.687 , LogParabo , 2.427 , N , 1AGL J2032+4102 , , 141.305
2643 , 3FGL J2032.5+3921 , , , 308.13917 , 39.35889 , 11.313 , 4.15e-9 , 4.02e-10 , 2.648 , 0.16 , 0.382 , LogParabo , 2.319 , N , , 1FGL J2032.8+3928 , 49.411
2644 , 3FGL J2034.6-4202 , , , 308.67333 , -42.03978 , 7.392 , 4.48e-10 , 8.38e-11 , 1.948 , 0.13 , -9.9 , PowerLaw , 1.948 , N , , 1FGL J2034.6-4202 , 42.065
2645 , 3FGL J2033.3+4348c , , , 308.3375 , 43.81178 , 4.393 , 1.08e-9 , 2.62e-10 , 2.243 , 0.136 , -9.9 , PowerLaw , 2.243 , N , , , 39.385
2646 , 3FGL J2034.3+1155 , TXS 2032+117 , fsrq , 308.585 , 11.92219 , 4.863 , 4.85e-10 , 1.05e-10 , 2.475 , 0.149 , -9.9 , PowerLaw , 2.475 , N , , , 66.23
2647 , 3FGL J2034.4+3833c , , , 308.62042 , 38.56408 , 8.89 , 1.27e-9 , 2.49e-10 , 2.523 , 0.182 , 1 , LogParabo , 2.387 , N , , , 55.763
2648 , 3FGL J2033.6+6309 , 87GB 203249.5+625814 , bcu , 308.42083 , 63.15069 , 5.104 , 2.89e-10 , 8.39e-11 , 1.895 , 0.196 , -9.9 , PowerLaw , 1.895 , N , , , 34.221
2649 , 3FGL J2035.3+1055 , PKS 2032+107 , fsrq , 308.82667 , 10.9235 , 19.785 , 1.76e-9 , 1.38e-10 , 2.468 , 0.051 , -9.9 , PowerLaw , 2.468 , N , , 1FGL J2035.4+1100 , 246.066
2650 , 3FGL J2034.6+4302 , , , 308.67 , 43.039 , 10.341 , 2.72e-9 , 4.24e-10 , 2.667 , 0.17 , 0.696 , LogParabo , 2.39 , N , , , 41.401
2651 , 3FGL J2035.0+3634 , , , 308.7575 , 36.58139 , 11.921 , 2.47e-9 , 2.79e-10 , 1.891 , 0.223 , 0.559 , LogParabo , 2.13 , N , , 1FGL J2034.7+3639 , 52.582
2652 , 3FGL J2036.6-3325 , 1RXS J203650.9-332817 , bcu , 309.17417 , -33.42689 , 4.208 , 1.21e-10 , 5.66e-11 , 1.305 , 0.254 , -9.9 , PowerLaw , 1.305 , N , , 1FGL J2037.0-3329 , 27.754
2653 , 3FGL J2035.6+3146 , , , 308.90792 , 31.77028 , 4.603 , 4.38e-10 , 1.17e-10 , 2.675 , 0.171 , -9.9 , PowerLaw , 2.675 , N , , , 45.383
2654 , 3FGL J2036.8-2830 , PMN J2036-2830 , fsrq , 309.22208 , -28.50528 , 7.551 , 4.17e-10 , 8.23e-11 , 2.577 , 0.121 , -9.9 , PowerLaw , 2.577 , N , , , 68.829
2655 , 3FGL J2035.8+4902 , , , 308.95792 , 49.04669 , 4.771 , 5.58e-10 , 1.52e-10 , 2.095 , 0.16 , -9.9 , PowerLaw , 2.095 , N , , , 44.305
2656 , 3FGL J2036.8+4234c , , , 309.22167 , 42.56808 , 5.377 , 1.67e-9 , 3.25e-10 , 2.253 , 0.096 , -9.9 , PowerLaw , 2.253 , N , , , 42.083
2657 , 3FGL J2040.2-7115 , PKS 2035-714 , bcu , 310.07125 , -71.25958 , 11.148 , 5.83e-10 , 8.44e-11 , 1.798 , 0.113 , -9.9 , PowerLaw , 1.798 , N , , , 41.646
2658 , 3FGL J2037.4+4132c , , , 309.35375 , 41.534 , 6.447 , 1.84e-9 , 3.36e-10 , 2.178 , 0.108 , -9.9 , PowerLaw , 2.178 , N , , , 40.867
2659 , 3FGL J2038.8-3613 , , , 309.70542 , -36.21778 , 7.82 , 5.19e-10 , 9.06e-11 , 2.448 , 0.104 , -9.9 , PowerLaw , 2.448 , N , , , 38.72
2660 , 3FGL J2036.4+6551 , 87GB 203539.4+654245 , bll , 309.10458 , 65.85719 , 9.571 , 6.09e-10 , 8.81e-11 , 2.011 , 0.098 , -9.9 , PowerLaw , 2.011 , N , , 1FGL J2038.1+6552 , 52.49
2661 , 3FGL J2039.6-5618 , , , 309.91792 , -56.31208 , 25.377 , 2.32e-9 , 1.53e-10 , 1.97 , 0.084 , 0.201 , LogParabo , 2.158 , N , , 1FGL J2039.4-5621 , 34.595
2662 , 3FGL J2040.0-5734 , PKS 2036-577 , bcu , 310.00667 , -57.575 , 4.552 , 3.15e-10 , 7.55e-11 , 2.269 , 0.187 , -9.9 , PowerLaw , 2.269 , N , , , 42.407
2663 , 3FGL J2039.0-1047 , TXS 2036-109 , bll , 309.75167 , -10.79839 , 25.884 , 2.39e-9 , 1.61e-10 , 1.843 , 0.073 , 0.156 , LogParabo , 2.01 , N , , 1FGL J2039.0-1047 , 105.564
2664 , 3FGL J2041.9-7318 , SUMSS J204201-731911 , bcu , 310.47625 , -73.30619 , 8.696 , 4.4e-10 , 7.12e-11 , 2.21 , 0.171 , -9.9 , PowerLaw , 2.21 , N , , 1FGL J2043.0-7317 , 53.207
2665 , 3FGL J2038.4+4212 , , , 309.62458 , 42.2085 , 11.757 , 4.82e-9 , 4.37e-10 , 2.696 , 0.152 , 0.363 , LogParabo , 2.323 , N , , , 45.668
2666 , 3FGL J2038.8+5113 , 3C 418 , fsrq , 309.70292 , 51.22069 , 7.864 , 7.87e-10 , 1.50e-10 , 2.892 , 0.099 , -9.9 , PowerLaw , 2.892 , N , , , 103.082
2667 , 3FGL J2039.7+1237 , , , 309.93708 , 12.62589 , 4.101 , 3.14e-10 , 8.39e-11 , 2.097 , 0.215 , -9.9 , PowerLaw , 2.097 , N , , , 37.279
2668 , 3FGL J2039.4+4111 , , , 309.85375 , 41.19819 , 10.721 , 2.88e-9 , 5.15e-10 , 2.844 , 0.232 , 0.632 , LogParabo , 2.406 , N , , , 45.392
2669 , 3FGL J2039.5+5217 , 1ES 2037+521 , bll , 309.89417 , 52.29839 , 5.199 , 3.93e-10 , 1.35e-10 , 1.892 , 0.215 , -9.9 , PowerLaw , 1.892 , N , , , 39.227
2670 , 3FGL J2041.7-3732 , NVSS J204150-373341 , bll , 310.44625 , -37.54569 , 6.998 , 3.65e-10 , 9.02e-11 , 1.785 , 0.17 , -9.9 , PowerLaw , 1.785 , N , , , 41.086
2671 , 3FGL J2042.3-5416 , , , 310.59625 , -54.26939 , 5.021 , 2.86e-10 , 7.30e-11 , 2.553 , 0.172 , -9.9 , PowerLaw , 2.553 , N , , , 48.434
2672 , 3FGL J2041.1+4736 , , , 310.28042 , 47.603 , 18.379 , 3.5e-9 , 2.62e-10 , 2.14 , 0.083 , 0.251 , LogParabo , 2.383 , N , , , 56.28
2673 , 3FGL J2042.1+0247 , PSR J2042+0246 , PSR , 310.53583 , 2.793 , 7.479 , 7.12e-10 , 1.18e-10 , 2.26 , 0.276 , 1 , LogParabo , 2.287 , N , , , 28.452
2674 , 3FGL J2042.1+2428 , MG2 J204208+2426 , bll , 310.52917 , 24.47078 , 8.375 , 5.15e-10 , 9.64e-11 , 1.867 , 0.142 , -9.9 , PowerLaw , 1.867 , N , , 1FGL J2042.2+2427 , 51.566
2675 , 3FGL J2043.8-4801 , , , 310.95 , -48.02058 , 9.568 , 6.28e-10 , 8.85e-11 , 2.244 , 0.097 , -9.9 , PowerLaw , 2.244 , N , , , 35.195
2676 , 3FGL J2042.4+4209 , , , 310.61417 , 42.15319 , 10.74 , 3.51e-9 , 3.62e-10 , 2.634 , 0.153 , 0.306 , LogParabo , 2.346 , N , , , 49.903
2677 , 3FGL J2045.6-6838 , , , 311.40708 , -68.63469 , 5.622 , 3.65e-10 , 7.38e-11 , 2.393 , 0.131 , -9.9 , PowerLaw , 2.393 , N , , , 62.457
2678 , 3FGL J2043.2+1711 , PSR J2043+1711 , PSR , 310.81583 , 17.18358 , 38.972 , 4.4e-9 , 2.05e-10 , 1.579 , 0.081 , -9.9 , PLExpCuto , 2.073 , N , , 1FGL J2043.2+1709 , 59.094
2679 , 3FGL J2043.6+0001 , , , 310.90125 , 0.02878 , 4.26 , 2.08e-10 , 6.69e-11 , 1.69 , 0.205 , -9.9 , PowerLaw , 1.69 , N , , , 41.636
2680 , 3FGL J2043.1+4350 , , , 310.77625 , 43.83528 , 8.415 , 8.41e-10 , 1.86e-10 , 2.456 , 0.188 , 1 , LogParabo , 2.464 , N , , , 51.073
2681 , 3FGL J2044.0+1035 , , , 311 , 10.59019 , 5.109 , 4.13e-10 , 8.88e-11 , 2.291 , 0.143 , -9.9 , PowerLaw , 2.291 , N , , , 58.518
2682 , 3FGL J2043.8+2741 , PSR J2043+2740 , PSR , 310.95 , 27.69889 , 13.838 , 1.47e-9 , 1.54e-10 , 1.435 , 0.246 , -9.9 , PLExpCuto , 2.403 , N , , 1FGL J2043.7+2740 , 50.617
2683 , 3FGL J2046.7-4259 , , , 311.6975 , -42.98408 , 4.358 , 2.99e-10 , 7.47e-11 , 2.011 , 0.163 , -9.9 , PowerLaw , 2.011 , N , , , 41.935
2684 , 3FGL J2045.2+5026e , HB21 , SNR , 311.32 , 50.44 , 31.542 , 1.07e-8 , 5.41e-10 , 1.997 , 0.053 , 0.376 , LogParabo , 2.287 , N , , 1FGL J2046.0+4954 , 58.552
2685 , 3FGL J2046.7-1011 , PMN J2046-1010 , bcu , 311.68375 , -10.18739 , 4.814 , 2.25e-10 , 7.25e-11 , 1.609 , 0.189 , -9.9 , PowerLaw , 1.609 , N , , , 35.464
2686 , 3FGL J2049.0-6801 , PKS 2043-682 , bcu , 312.25625 , -68.02928 , 6.494 , 3.97e-10 , 7.86e-11 , 2.059 , 0.141 , -9.9 , PowerLaw , 2.059 , N , , , 48.986
2687 , 3FGL J2047.1+1054 , PSR J2047+1053 , PSR , 311.77833 , 10.91439 , 7.777 , 7.37e-10 , 1.23e-10 , 0.5 , 0 , -9.9 , PLExpCuto , 2.139 , N , , 1FGL J2047.6+1055 , 57.078
2688 , 3FGL J2047.9-3119 , , , 311.98333 , -31.32428 , 7.104 , 4.27e-10 , 9.09e-11 , 2.521 , 0.146 , -9.9 , PowerLaw , 2.521 , N , , , 44.275
2689 , 3FGL J2048.8+4436 , , , 312.22375 , 44.60819 , 11.891 , 2.06e-9 , 2.86e-10 , 2.444 , 0.161 , 1 , LogParabo , 2.521 , N , , , 62.13
2690 , 3FGL J2049.7+1002 , PKS 2047+098 , bcu , 312.44042 , 10.045 , 11.072 , 8.25e-10 , 1.05e-10 , 2.403 , 0.082 , -9.9 , PowerLaw , 2.403 , N , , 1FGL J2049.7+1003 , 77.753
2691 , 3FGL J2050.2+0409 , PKS 2047+039 , bll , 312.56792 , 4.15339 , 7.652 , 5.82e-10 , 9.50e-11 , 2.067 , 0.112 , -9.9 , PowerLaw , 2.067 , N , , 1FGL J2050.1+0407 , 38.193
2692 , 3FGL J2051.8-5535 , PMN J2052-5533 , bcu , 312.96875 , -55.59539 , 7.058 , 3.72e-10 , 7.71e-11 , 2.577 , 0.151 , -9.9 , PowerLaw , 2.577 , N , , , 87.511
2693 , 3FGL J2051.3-0828 , PSR J2051-0827 , PSR , 312.82833 , -8.47958 , 7.399 , 6.61e-10 , 1.10e-10 , 0.5 , 0 , -9.9 , PLExpCuto , 2.021 , N , , , 53.222
2694 , 3FGL J2051.0+3040e , Cygnus Loop , SNR , 312.75 , 30.67 , 37.852 , 1.02e-8 , 4.07e-10 , 1.864 , 0.041 , 0.218 , LogParabo , 2.165 , N , , 1FGL J2046.4+3041 , 54.25
2695 , 3FGL J2053.4-4052 , , , 313.35667 , -40.8715 , 4.298 , 2.99e-10 , 7.49e-11 , 2.291 , 0.171 , -9.9 , PowerLaw , 2.291 , N , , , 43.633
2696 , 3FGL J2052.7+1217 , PSR J2052+12 , psr , 313.19583 , 12.29758 , 7.199 , 5.56e-10 , 9.33e-11 , 2.25 , 0.113 , -9.9 , PowerLaw , 2.25 , N , , , 39.108
2697 , 3FGL J2054.8-4908 , , , 313.72458 , -49.13578 , 4.684 , 3.16e-10 , 7.28e-11 , 2.346 , 0.189 , -9.9 , PowerLaw , 2.346 , N , , , 50.105
2698 , 3FGL J2053.9+2922 , , , 313.47583 , 29.37358 , 7.72 , 3.69e-10 , 8.82e-11 , 1.544 , 0.127 , -9.9 , PowerLaw , 1.544 , N , , , 45.973
2699 , 3FGL J2053.1+6027 , , , 313.28833 , 60.45819 , 7.808 , 5.61e-10 , 1.09e-10 , 2.668 , 0.104 , -9.9 , PowerLaw , 2.668 , N , , , 49.101
2700 , 3FGL J2055.0+0016 , RGB J2054+002 , bll , 313.75125 , 0.26758 , 4.888 , 2.43e-10 , 7.56e-11 , 1.733 , 0.196 , -9.9 , PowerLaw , 1.733 , N , , , 37.43
2701 , 3FGL J2056.3-5925 , , , 314.09667 , -59.42178 , 5.842 , 3.56e-10 , 7.13e-11 , 2.301 , 0.118 , -9.9 , PowerLaw , 2.301 , N , , , 37.305
2702 , 3FGL J2055.2-0019 , 1RXS J205528.2-002123 , bll , 313.80708 , -0.33178 , 6.943 , 3.7e-10 , 8.61e-11 , 1.625 , 0.143 , -9.9 , PowerLaw , 1.625 , N , , , 44.738
2703 , 3FGL J2056.2-4714 , PKS 2052-47 , fsrq , 314.06708 , -47.24819 , 78.948 , 6.34e-9 , 2.06e-10 , 2.265 , 0.028 , 0.112 , LogParabo , 2.399 , N , , 1FGL J2056.3-4714 , 1130.559
2704 , 3FGL J2055.6+1609 , , , 313.90042 , 16.15608 , 4.492 , 2.94e-10 , 7.57e-11 , 2.495 , 0.16 , -9.9 , PowerLaw , 2.495 , N , , , 40.168
2705 , 3FGL J2108.6-8619 , 1RXS J210959.5-861853 , bcu , 317.16292 , -86.31758 , 4.729 , 1.97e-10 , 8.12e-11 , 1.74 , 0.27 , -9.9 , PowerLaw , 1.74 , N , , , 35.196
2706 , 3FGL J2055.8+2539 , LAT PSR J2055+2539 , PSR , 313.96333 , 25.66658 , 63.724 , 9.03e-9 , 2.78e-10 , 1.043 , 0.076 , -9.9 , PLExpCuto , 2.123 , N , , 1FGL J2055.8+2539 , 42.903
2707 , 3FGL J2054.3+6907 , , , 313.58667 , 69.13089 , 5.403 , 3.92e-10 , 8.18e-11 , 2.458 , 0.121 , -9.9 , PowerLaw , 2.458 , N , , , 36.203
2708 , 3FGL J2100.6-7844 , , , 315.15792 , -78.7465 , 4.632 , 2.36e-10 , 7.17e-11 , 2.732 , 0.178 , -9.9 , PowerLaw , 2.732 , N , , , 55.237
2709 , 3FGL J2056.7+4938 , RGB J2056+496 , bcu , 314.17875 , 49.64147 , 12.504 , 1.3e-9 , 1.89e-10 , 1.783 , 0.083 , -9.9 , PowerLaw , 1.783 , N , , 1FGL J2056.7+4938 , 44.463
2710 , 3FGL J2058.0+4347 , , , 314.50333 , 43.79489 , 14.133 , 1.18e-9 , 1.89e-10 , 2.92 , 0.074 , -9.9 , PowerLaw , 2.92 , N , , , 43.083
2711 , 3FGL J2058.3+3729 , , , 314.58042 , 37.48928 , 7.261 , 3.93e-10 , 1.23e-10 , 2.951 , 0.164 , -9.9 , PowerLaw , 2.951 , N , , , 41.819
2712 , 3FGL J2059.9+2029 , , , 314.99458 , 20.488 , 4.651 , 3.28e-10 , 8.15e-11 , 2.576 , 0.154 , -9.9 , PowerLaw , 2.576 , N , , , 34.855
2713 , 3FGL J2103.9-6233 , PMN J2103-6232 , bcu , 315.98542 , -62.561 , 21.148 , 1.35e-9 , 1.05e-10 , 1.975 , 0.053 , -9.9 , PowerLaw , 1.975 , N , , 1FGL J2103.9-6237 , 76.515
2714 , 3FGL J2102.3+4547 , V407 Cyg , NOV , 315.58875 , 45.785 , 7.676 , 1.3e-9 , 2.26e-10 , 2.546 , 0.238 , 0.866 , LogParabo , 2.511 , N , , , 286.406
2715 , 3FGL J2103.9-3546 , NVSS J210353-354620 , bcu , 315.99875 , -35.77519 , 10.439 , 6.89e-10 , 9.62e-11 , 2.363 , 0.095 , -9.9 , PowerLaw , 2.363 , N , , , 117.296
2716 , 3FGL J2103.7-1113 , , , 315.94208 , -11.22908 , 12.327 , 1.09e-9 , 1.27e-10 , 1.938 , 0.156 , 0.374 , LogParabo , 2.063 , N , , , 50.071
2717 , 3FGL J2102.8+4704 , , , 315.72375 , 47.0695 , 5.729 , 8.67e-10 , 1.71e-10 , 2.071 , 0.121 , -9.9 , PowerLaw , 2.071 , N , , , 45.486
2718 , 3FGL J2104.2-0211 , NVSS J210421-021239 , bcu , 316.05125 , -2.19089 , 4.06 , 1.55e-10 , 5.77e-11 , 1.524 , 0.206 , -9.9 , PowerLaw , 1.524 , N , , , 33.705
2719 , 3FGL J2104.7+2113 , , , 316.1925 , 21.22819 , 4.985 , 3.21e-10 , 8.95e-11 , 2.051 , 0.187 , -9.9 , PowerLaw , 2.051 , N , , 1FGL J2104.6+2119 , 34.317
2720 , 3FGL J2106.1+2505 , MG3 J210642+2501 , bcu , 316.53 , 25.098 , 4.332 , 3.15e-10 , 8.15e-11 , 2.528 , 0.151 , -9.9 , PowerLaw , 2.528 , N , , , 52.058
2721 , 3FGL J2107.7-4822 , PMN J2107-4827 , bcu , 316.93083 , -48.36958 , 4.926 , 2.47e-10 , 7.23e-11 , 2.711 , 0.187 , -9.9 , PowerLaw , 2.711 , N , , , 44.65
2722 , 3FGL J2109.1-6638 , PKS 2104-668 , bcu , 317.27708 , -66.63819 , 13.115 , 7.26e-10 , 8.37e-11 , 2.006 , 0.084 , -9.9 , PowerLaw , 2.006 , N , , 1FGL J2108.6-6646 , 55.071
2723 , 3FGL J2107.1+2248 , , , 316.79458 , 22.80378 , 4.578 , 3.61e-10 , 8.70e-11 , 2.477 , 0.155 , -9.9 , PowerLaw , 2.477 , N , , , 40.336
2724 , 3FGL J2108.0+3654 , TXS 2106+367 , bcu , 317.00458 , 36.91419 , 6.403 , 4.55e-10 , 1.01e-10 , 1.934 , 0.156 , -9.9 , PowerLaw , 1.934 , N , , , 40.188
2725 , 3FGL J2108.6-0250 , TXS 2106-030 , bll , 317.1725 , -2.842 , 5.05 , 2.43e-10 , 6.94e-11 , 1.938 , 0.183 , -9.9 , PowerLaw , 1.938 , N , , 1FGL J2108.5-0249 , 40.602
2726 , 3FGL J2108.1+5202 , , , 317.04458 , 52.04239 , 9.667 , 1.66e-9 , 2.19e-10 , 2.501 , 0.069 , -9.9 , PowerLaw , 2.501 , N , , 1FGL J2107.5+5202c , 57.215
2727 , 3FGL J2109.4+1437 , , , 317.35917 , 14.61969 , 10.206 , 5.02e-10 , 8.79e-11 , 2.732 , 0.099 , -9.9 , PowerLaw , 2.732 , N , , , 101.649
2728 , 3FGL J2110.0+0442 , , , 317.5125 , 4.7045 , 5.136 , 3.64e-10 , 8.39e-11 , 2.063 , 0.163 , -9.9 , PowerLaw , 2.063 , N , , , 52.601
2729 , 3FGL J2110.3-1013 , PKS 2107-105 , fsrq , 317.57625 , -10.22319 , 7.145 , 3.88e-10 , 8.66e-11 , 2.712 , 0.117 , -9.9 , PowerLaw , 2.712 , N , , , 47.738
2730 , 3FGL J2110.0+0812 , PMN J2110+0810 , fsrq , 317.5175 , 8.20208 , 10.69 , 9.58e-10 , 1.17e-10 , 2.325 , 0.074 , -9.9 , PowerLaw , 2.325 , N , , 1FGL J2110.0+0811 , 94.642
2731 , 3FGL J2110.3+3540 , B2 2107+35A , bcu , 317.58417 , 35.6685 , 5.529 , 3.95e-10 , 9.16e-11 , 2.645 , 0.142 , -9.9 , PowerLaw , 2.645 , N , , , 53.96
2732 , 3FGL J2110.4+5946 , , , 317.61917 , 59.77928 , 7.387 , 6.44e-10 , 1.11e-10 , 2.534 , 0.112 , -9.9 , PowerLaw , 2.534 , N , , , 45.325
2733 , 3FGL J2112.5-3044 , , , 318.14458 , -30.73439 , 30.142 , 3.26e-9 , 1.90e-10 , 1.677 , 0.102 , 0.346 , LogParabo , 2.019 , N , , 1FGL J2112.5-3044 , 51.841
2734 , 3FGL J2111.4+4605 , PSR J2111+4606 , PSR , 317.86625 , 46.08958 , 35.111 , 6.24e-9 , 2.73e-10 , 1.619 , 0.089 , -9.9 , PLExpCuto , 2.148 , N , , 1FGL J2111.3+4607 , 46.18
2735 , 3FGL J2112.7+0819 , 1RXS J211242.5+081831 , bcu , 318.19 , 8.32539 , 11.269 , 6.6e-10 , 1.10e-10 , 1.806 , 0.119 , -9.9 , PowerLaw , 1.806 , N , , , 50.959
2736 , 3FGL J2114.0+5239 , , , 318.52417 , 52.65228 , 6.95 , 1.56e-9 , 2.83e-10 , 2.386 , 0.247 , 0.999 , LogParabo , 2.375 , N , , , 56.839
2737 , 3FGL J2114.7+3130 , B2 2112+31 , bcu , 318.69292 , 31.50658 , 5.131 , 4.05e-10 , 8.86e-11 , 2.349 , 0.16 , -9.9 , PowerLaw , 2.349 , N , , , 34.258
2738 , 3FGL J2115.2+1215 , , , 318.82167 , 12.25958 , 6.155 , 4.27e-10 , 8.42e-11 , 2.161 , 0.165 , -9.9 , PowerLaw , 2.161 , N , , , 43.664
2739 , 3FGL J2121.5-8253 , , , 320.38042 , -82.89308 , 4.569 , 3.33e-10 , 8.24e-11 , 2.58 , 0.168 , -9.9 , PowerLaw , 2.58 , N , , , 39.107
2740 , 3FGL J2115.4+2933 , B2 2113+29 , fsrq , 318.85083 , 29.55528 , 16.38 , 1.24e-9 , 1.17e-10 , 2.373 , 0.065 , -9.9 , PowerLaw , 2.373 , N , , 1FGL J2115.5+2937 , 66.549
2741 , 3FGL J2114.9+5448 , PSR J2114+54 , psr , 318.725 , 54.81578 , 9.217 , 1.38e-9 , 2.10e-10 , 2.097 , 0.25 , 0.999 , LogParabo , 2.197 , N , , , 36.217
2742 , 3FGL J2116.1+3339 , B2 2114+33 , bll , 319.04625 , 33.65039 , 36.016 , 3.43e-9 , 1.68e-10 , 1.907 , 0.034 , -9.9 , PowerLaw , 1.907 , N , , 1FGL J2116.1+3338 , 203.122
2743 , 3FGL J2116.2+4422 , , , 319.06333 , 44.3805 , 4.214 , 3.08e-10 , 1.30e-10 , 2.887 , 0.265 , -9.9 , PowerLaw , 2.887 , N , , , 40.512
2744 , 3FGL J2116.9+1343 , , , 319.23417 , 13.72808 , 4.956 , 3.35e-10 , 7.61e-11 , 2.355 , 0.181 , -9.9 , PowerLaw , 2.355 , N , , , 37.026
2745 , 3FGL J2118.0-3241 , NVSS J211754-324326 , bcu , 319.51083 , -32.69228 , 4.143 , 3.23e-10 , 1.01e-10 , 2.311 , 0.409 , -9.9 , PowerLaw , 2.311 , N , , 1FGL J2118.3-3237 , 38.791
2746 , 3FGL J2117.6+3725 , , , 319.42042 , 37.42558 , 14.498 , 1.4e-9 , 1.47e-10 , 2.096 , 0.133 , 0.292 , LogParabo , 2.393 , N , , 1FGL J2116.8+3729 , 49.942
2747 , 3FGL J2118.4+0013 , PMN J2118+0013 , fsrq , 319.60167 , 0.23158 , 4.36 , 2.59e-10 , 7.39e-11 , 1.939 , 0.189 , -9.9 , PowerLaw , 1.939 , N , , 1FGL J2117.8+0016 , 55.14
2748 , 3FGL J2119.2-3313 , PMN J2118-3316 , bcu , 319.82 , -33.22478 , 4.37 , 4.37e-10 , 1.06e-10 , 2.352 , 0.289 , -9.9 , PowerLaw , 2.352 , N , , , 45.909
