_id ,plotkin10_name , RA, Dec, LII , BII , Redshift , SDSSclassification , RMAG , RadioFluxDensityat1.4GHz, other_name
 390 , "SDSS J122809.13-022136.1" , 187.03792 , -2.36003 , "291.24" , "59.98" , 0.323 , "H " , 19.4 , 1.45 ,,
 391 , "SDSS J123123.90+142124.4" , 187.84958 , 14.35678 , "281.84" , "76.39" , 0.256 , "H " , 17.5 , 48.23 ,,
 392 , "SDSS J123132.37+013813.9" , 187.88458 , 1.63719 , "291.5" , "64.06" , 3.229 , "H " , 18.7 , 8.57 ,,
 393 , "SDSS J123143.57+284749.7" , 187.93125 , 28.79714 , "190.83" , "85.33" , -1 , "H " , 17.3 , 97.85 ,,
 394 , "SDSS J123131.39+641418.2" , 187.88042 , 64.23839 , "126.5" , "52.75" , 0.163 , "H " , 17.4 , 57.98 ,,
 395 , "SDSS J123305.15+170133.3" , 188.27125 , 17.02592 , "279.2" , "79.04" , -1 , "H " , 17.7 , 32.63 ,,
 396 , "SDSS J123341.33-014423.7" , 188.42208 , -1.73992 , "293.8" , "60.81" , -1 , "H " , 18.3 , 31.29 ,,
 397 , "SDSS J123438.95+391046.8" , 188.66208 , 39.17967 , "138.07" , "77.45" , 0.584 , "H " , 19.7 , 85.27 ,,
 398 , "SDSS J123528.85+170036.6" , 188.87 , 17.01017 , "282.07" , "79.22" , 0.381 , "H " , 19.5 , 125.13 ,,
 399 , "SDSS J123618.90+032456.0" , 189.07875 , 3.41556 , "293.61" , "66.01" , 1.007 , "L " , 19.2 , 0.94 ,,
 400 , "SDSS J123623.01+390000.9" , 189.09583 , 39.00028 , "136.81" , "77.72" , 0.39 , "H " , 18.4 , 36.54 ,,
 401 , "SDSS J123705.61+302004.9" , 189.27333 , 30.33469 , "166.54" , "85.51" , -1 , "H " , 19.9 , 3.71 ,,
 402 , "SDSS J123739.08+625842.8" , 189.4125 , 62.97856 , "125.6" , "54.07" , 0.297 , "H " , 18 , 12.2 ,,
 403 , "SDSS J123743.09+630144.9" , 189.42917 , 63.02914 , "125.58" , "54.03" , 3.425 , "H " , 19 , 1 ,,
 404 , "SDSS J123826.01+443137.1" , 189.60833 , 44.52697 , "130.61" , "72.4" , 0.312 , "H " , 20 , 9.85 ,,
 405 , "SDSS J123831.24+540651.8" , 189.63 , 54.11439 , "127.09" , "62.91" , 0.224 , "H " , 18.3 , 31.45 ,,
 406 , "SDSS J123931.16+405446.4" , 189.87958 , 40.91289 , "132.27" , "76" , 1.348 , "H " , 19.4 , 0.99 ,,
 407 , "SDSS J124030.93+344527.5" , 190.12875 , 34.75764 , "139.31" , "82.02" , 1.642 , "H " , 19.1 , 20.78 ,,
 408 , "SDSS J124109.43+340038.1" , 190.28917 , 34.01058 , "140.11" , "82.77" , -1 , "H " , 19.4 , 5.67 ,,
 409 , "SDSS J124141.38+344031.0" , 190.42208 , 34.67528 , "137.8" , "82.17" , -1 , "H " , 19.5 , 7.55 ,,
 410 , "SDSS J124203.13+085048.1" , 190.51292 , 8.84669 , "295.57" , "71.58" , 1.609 , "H " , 19.2 , 0.97 ,,
 411 , "SDSS J124225.38+642918.9" , 190.60542 , 64.48858 , "124.53" , "52.61" , 0.042 , "H " , 17.1 , -1 ,,
 412 , "SDSS J124312.73+362743.9" , 190.80292 , 36.46219 , "133" , "80.5" , 0.485 , "H " , 15.9 , 140.99 ,,
 413 , "SDSS J124406.73+494936.0" , 191.02792 , 49.82667 , "125.98" , "67.25" , 2.223 , "L " , 19 , 0.95 ,,
 414 , "SDSS J124425.29+044459.6" , 191.105 , 4.74992 , "298.34" , "67.55" , -1 , "H " , 19.4 , 7.68 ,,
 415 , "SDSS J124444.35+161621.7" , 191.18458 , 16.27269 , "294.45" , "79.03" , 0.456 , "H " , 19.4 , 9.62 ,,
 416 , "SDSS J124510.00+570954.3" , 191.29167 , 57.16508 , "124.62" , "59.94" , -1 , "H " , 17.5 , 110.86 ,,
 417 , "SDSS J124533.79+022825.1" , 191.39042 , 2.47364 , "299.41" , "65.3" , 1.095 , "H " , 19.1 , 32.77 ,,
 418 , "SDSS J124602.52+011318.7" , 191.51042 , 1.22189 , "299.84" , "64.05" , 0.387 , "H " , 17 , 79.43 ,,
 419 , "SDSS J124700.72+442318.8" , 191.75292 , 44.38856 , "125.59" , "72.71" , 1.812 , "H " , 18.6 , 9.61 ,,
 420 , "SDSS J124745.39+325147.0" , 191.93875 , 32.86306 , "130.62" , "84.21" , 2.249 , "L " , 18.6 , 0.76 ,,
 421 , "SDSS J124818.78+582028.9" , 192.07792 , 58.34136 , "123.72" , "58.78" , -1 , "H " , 15.3 , 208.45 ,,
 422 , "SDSS J124834.30+512807.8" , 192.14292 , 51.46883 , "124.01" , "65.65" , 0.351 , "H " , 17.8 , 92.59 ,,
 423 , "SDSS J124946.74+370747.7" , 192.44458 , 37.12992 , "124.83" , "79.99" , -1 , "H " , 18.8 , 5.75 ,,
 424 , "SDSS J125015.53+315559.5" , 192.56458 , 31.93319 , "125.91" , "85.18" , -1 , "H " , 18.9 , 4.63 ,,
 425 , "SDSS J125032.58+021632.1" , 192.63542 , 2.27558 , "302.39" , "65.14" , -1 , "H " , 19.2 , 468.49 ,,
 426 , "SDSS J125117.88+103907.2" , 192.82417 , 10.652 , "302.8" , "73.52" , 0.245 , "H " , 18.6 , 4.21 ,,
 427 , "SDSS J125219.48+264053.9" , 193.08083 , 26.68164 , "326.74" , "89.51" , 1.292 , "H " , 17.7 , 1.38 ,,
 428 , "SDSS J125234.58+084944.0" , 193.14375 , 8.82889 , "303.82" , "71.69" , 0.424 , "H " , 19 , 45.64 ,,
 429 , "SDSS J125234.66+293732.6" , 193.14417 , 29.62572 , "117.26" , "87.49" , 0.529 , "H " , 19.1 , 8.89 ,,
 430 , "SDSS J125300.95+382625.7" , 193.25375 , 38.44047 , "121.35" , "78.68" , 0.371 , "H " , 19.2 , 5.81 ,,
 431 , "SDSS J125311.91+530111.6" , 193.29958 , 53.01989 , "122.32" , "64.1" , -1 , "H " , 17.3 , 420.34 ,,
 432 , "SDSS J125359.31+624257.4" , 193.49708 , 62.71594 , "122.42" , "54.41" , 0.867 , "H " , 18.8 , 13.6 ,,
 433 , "SDSS J125433.27+221103.7" , 193.63833 , 22.18436 , "311.24" , "85" , -1 , "H " , 17.3 , 83.43 ,,
 434 , "SDSS J125555.40+384811.3" , 193.98083 , 38.80314 , "118.62" , "78.28" , 0.559 , "H " , 19 , 22.61 ,,
 435 , "SDSS J125639.35+060908.0" , 194.16375 , 6.15222 , "306.55" , "68.98" , 0.423 , "H " , 19.2 , 45.49 ,,
 436 , "SDSS J125716.58+364714.9" , 194.31875 , 36.78747 , "116" , "80.26" , 0.531 , "H " , 17.7 , 73.86 ,,
 437 , "SDSS J125820.79+612045.5" , 194.58625 , 61.346 , "121.46" , "55.76" , 0.224 , "L " , 18.7 , 9.09 ,,
 438 , "SDSS J125905.02+222716.5" , 194.77083 , 22.45458 , "323.7" , "85.01" , -1 , "H " , 20.5 , 4.13 ,,
 439 , "SDSS J130008.52+175538.0" , 195.03542 , 17.92719 , "315.68" , "80.58" , -1 , "H " , 19.8 , 8.03 ,,
 440 , "SDSS J130032.78+535112.4" , 195.13625 , 53.85344 , "119.95" , "63.22" , 0.474 , "H " , 18.8 , 32.98 ,,
 441 , "SDSS J130145.65+405624.7" , 195.44 , 40.94019 , "114.83" , "76.02" , 0.649 , "H " , 18.1 , 26.59 ,,
 442 , "SDSS J130146.31+441619.2" , 195.44292 , 44.272 , "116.68" , "72.73" , -1 , "H " , 18.6 , 53.64 ,,
 443 , "SDSS J130255.35+505618.2" , 195.73042 , 50.93839 , "118.46" , "66.09" , -1 , "H " , 19.6 , 2.32 ,,
 444 , "SDSS J130312.89+321911.4" , 195.80333 , 32.31983 , "97.42" , "84.21" , 0.645 , "H " , 18.6 , 0.94 ,,
 445 , "SDSS J130531.25+385521.9" , 196.38 , 38.92275 , "109.81" , "77.84" , 0.376 , "H " , 19.2 , 42.61 ,,
 446 , "SDSS J130933.93+115424.5" , 197.39125 , 11.90681 , "319.42" , "74.19" , -1 , "H " , 18.4 , 858.62 ,,
 447 , "SDSS J130925.52+430505.5" , 197.35625 , 43.08486 , "111.2" , "73.63" , 1.154 , "H " , 17 , 58.19 ,,
 448 , "SDSS J131106.47+003510.0" , 197.77667 , 0.58611 , "313.82" , "63.03" , -1 , "H " , 17.9 , 22.75 ,,
 449 , "SDSS J131059.78+560140.1" , 197.74875 , 56.02781 , "117.31" , "60.88" , 1.284 , "L " , 18.3 , 1.02 ,,
 450 , "SDSS J131146.02+395317.5" , 197.94167 , 39.88819 , "105.92" , "76.56" , -1 , "H " , 19.8 , 14.98 ,,
 451 , "SDSS J131330.12+020105.9" , 198.37542 , 2.01831 , "315.74" , "64.33" , 0.356 , "H " , 18.6 , 52.89 ,,
 452 , "SDSS J131443.80+234826.7" , 198.6825 , 23.80742 , "1.91" , "83.78" , -1 , "H " , 16.8 , 174.76 ,,
 453 , "SDSS J131931.73+140533.1" , 199.88208 , 14.09253 , "331.01" , "75.4" , 0.573 , "H " , 17.7 , 65.8 ,,
 454 , "SDSS J131935.27+272502.2" , 199.89667 , 27.41728 , "37.17" , "83.73" , -1 , "H " , 19.8 , 11.55 ,,
 455 , "SDSS J132138.86+010846.2" , 200.41167 , 1.14617 , "319.77" , "63.02" , 1.42 , "H " , 18.9 , 1.01 ,,
 456 , "SDSS J132130.21+481719.2" , 200.37583 , 48.28867 , "109.46" , "68.04" , 1.413 , "H " , 18.5 , 0.93 ,,
 457 , "SDSS J132231.46+134429.8" , 200.63083 , 13.74164 , "332.93" , "74.77" , 0.377 , "H " , 19.2 , 8.87 ,,
 458 , "SDSS J132247.40+321608.5" , 200.6975 , 32.26903 , "71.87" , "81.47" , -1 , "H " , 19 , 905.46 ,,
 459 , "SDSS J132301.00+043951.3" , 200.75417 , 4.66425 , "322.84" , "66.3" , 0.224 , "H " , 18.2 , 29.33 ,,
 460 , "SDSS J132239.31+494336.2" , 200.66375 , 49.72672 , "110.15" , "66.62" , 0.332 , "H " , 19.7 , 4.01 ,,
 461 , "SDSS J132358.36+140559.4" , 200.99292 , 14.09983 , "334.76" , "74.92" , 0.773 , "H " , 18.7 , 25.65 ,,
 462 , "SDSS J132541.92-022810.1" , 201.42458 , -2.46947 , "319.86" , "59.26" , 0.791 , "H " , 19.9 , 9.17 ,,
 463 , "SDSS J132617.70+122958.7" , 201.57375 , 12.49964 , "333.8" , "73.24" , 0.204 , "H " , 18.3 , 29.35 ,,
 464 , "SDSS J132614.99+293330.9" , 201.56208 , 29.55861 , "52.56" , "81.96" , 0.429 , "H " , 18.2 , 16.48 ,,
 465 , "SDSS J132802.09+112913.6" , 202.00833 , 11.48711 , "333.48" , "72.15" , 1.827 , "H " , 18.5 , 2.06 ,,
 466 , "SDSS J132758.95+252746.4" , 201.99542 , 25.46289 , "23.47" , "81.64" , -1 , "H " , 18.8 , 10.39 ,,
 467 , "SDSS J132758.05+441326.7" , 201.99167 , 44.22411 , "102.04" , "71.39" , 1.366 , "L " , 17.5 , 9.08 ,,
 468 , "SDSS J132833.56+114520.5" , 202.13958 , 11.75569 , "334.26" , "72.32" , -1 , "H " , 19.1 , 2.7 ,,
 469 , "SDSS J132809.59+545452.8" , 202.04 , 54.91467 , "111.87" , "61.42" , 2.096 , "L " , 17.8 , 0.96 ,,
 470 , "SDSS J132759.77+645811.3" , 201.99875 , 64.96981 , "116.7" , "51.71" , 0.447 , "H " , 19.3 , 37.97 ,,
 471 , "SDSS J133026.52+241521.5" , 202.61042 , 24.25597 , "16.98" , "80.75" , 0.463 , "H " , 19.5 , 19.19 ,,
 472 , "SDSS J133046.71-000543.5" , 202.69458 , -0.09542 , "323.68" , "61.17" , 0.242 , "H " , 19.6 , 1.01 ,,
 473 , "SDSS J133021.52+444120.3" , 202.58958 , 44.68897 , "101.51" , "70.78" , -1 , "H " , 18.5 , 17.98 ,,
 474 , "SDSS J133105.70-002221.2" , 202.77375 , -0.37256 , "323.65" , "60.89" , 0.243 , "H " , 18.9 , 8.68 ,,
 475 , "SDSS J133040.69+565520.1" , 202.66917 , 56.92225 , "112.4" , "59.39" , -1 , "H " , 19.1 , 12.56 ,,
 476 , "SDSS J133133.44+171250.6" , 202.88917 , 17.21406 , "348.07" , "76.42" , -1 , "H " , 19.7 , 186.98 ,,
 477 , "SDSS J133102.91+565541.8" , 202.76208 , 56.92828 , "112.31" , "59.37" , 0.27 , "H " , 19 , 3.24 ,,
 478 , "SDSS J133222.62+034739.9" , 203.09417 , 3.79442 , "327.44" , "64.69" , 1.438 , "L " , 18.3 , 1 ,,
 479 , "SDSS J133312.77+293554.2" , 203.30292 , 29.59839 , "50.41" , "80.48" , 1.555 , "H " , 19.2 , 2.37 ,,
 480 , "SDSS J133336.72+155409.7" , 203.40292 , 15.90269 , "346.14" , "75.1" , -1 , "H " , 18.9 , 3.83 ,,
 481 , "SDSS J133325.99+623541.7" , 203.35792 , 62.59492 , "114.75" , "53.86" , -1 , "H " , 19.8 , 5.33 ,,
 482 , "SDSS J133605.59+210526.4" , 204.02292 , 21.09067 , "4.65" , "78.16" , -1 , "H " , 19.7 , 5.19 ,,
 483 , "SDSS J133612.16+231958.0" , 204.05042 , 23.33278 , "14.82" , "79.19" , 0.267 , "H " , 18.6 , 10.15 ,,
 484 , "SDSS J133859.05+115316.7" , 204.74583 , 11.88797 , "341.43" , "71.11" , -1 , "H " , 17.9 , 15.09 ,,
 485 , "SDSS J133910.80+080024.4" , 204.795 , 8.00678 , "335.72" , "67.78" , -1 , "H " , 19.2 , 9.96 ,,
 486 , "SDSS J134037.58-014847.6" , 205.15625 , -1.81322 , "327.13" , "58.72" , 0.513 , "H " , 20 , 6.8 ,,
 487 , "SDSS J134029.79+441003.9" , 205.12375 , 44.16775 , "96.04" , "70.31" , 0.546 , "H " , 18.9 , 34.18 ,,
 488 , "SDSS J134105.10+395945.4" , 205.27125 , 39.99594 , "87.43" , "73.52" , 0.172 , "H " , 18 , 41.43 ,,
 489 , "SDSS J134145.08+190536.7" , 205.4375 , 19.09353 , "0.75" , "75.92" , -1 , "H " , 19.8 , 12.03 ,,
 490 , "SDSS J134136.23+551437.9" , 205.40083 , 55.24386 , "108.39" , "60.44" , 0.207 , "H " , 18.1 , 33.08 ,,
 491 , "SDSS J134240.33+093911.2" , 205.66792 , 9.65311 , "340.01" , "68.74" , -1 , "H " , 19.3 , 2.47 ,,
 492 , "SDSS J134633.98+244058.4" , 206.64125 , 24.68289 , "24.84" , "77.37" , 0.167 , "H " , 17.9 , 27 ,,
 493 , "SDSS J134601.29+585820.1" , 206.505 , 58.97225 , "110.1" , "56.77" , -1 , "H " , 17.7 , 1.02 ,,
 494 , "SDSS J134853.41+075647.7" , 207.2225 , 7.94658 , "340.93" , "66.48" , 0.25 , "H " , 18.1 , 33.46 ,,
 495 , "SDSS J135120.84+111453.0" , 207.83667 , 11.24806 , "347.37" , "68.77" , -1 , "H " , 18.6 , 36.79 ,,
 496 , "SDSS J135158.20+554210.8" , 207.9925 , 55.703 , "106.13" , "59.4" , -1 , "H " , 19.2 , 83.4 ,,
 497 , "SDSS J135322.84+143539.2" , 208.345 , 14.59422 , "355.04" , "70.89" , -1 , "H " , 18.8 , 420.33 ,,
 498 , "SDSS J135314.08+374113.9" , 208.30833 , 37.68719 , "75.88" , "73.26" , 0.216 , "H " , 17.3 , 34.19 ,,
 499 , "SDSS J135328.04+560056.9" , 208.36667 , 56.01581 , "106.04" , "59.03" , -1 , "H " , 18.5 , 18.85 ,,
 500 , "SDSS J135444.21+062248.1" , 208.68417 , 6.38003 , "341.72" , "64.37" , 0.276 , "H " , 19 , 26.59 ,,
 501 , "SDSS J135426.69+370654.5" , 208.61083 , 37.11514 , "73.76" , "73.37" , 0.384 , "H " , 17.3 , 20 ,,
 502 , "SDSS J135712.95-014600.5" , 209.30375 , -1.76681 , "334.27" , "57.04" , 0.547 , "H " , 19.8 , 12.56 ,,
 503 , "SDSS J135738.70+012813.6" , 209.41125 , 1.47044 , "337.44" , "59.82" , -1 , "H " , 17.8 , 66.33 ,,
 504 , "SDSS J140138.72+361121.9" , 210.41125 , 36.18942 , "68.58" , "72.57" , 0.507 , "H " , 19.2 , 82.98 ,,
 505 , "SDSS J140121.13+520928.9" , 210.33792 , 52.15803 , "100.02" , "61.75" , 0.482 , "H " , 19.6 , 15.75 ,,
 506 , "SDSS J140127.23+484841.7" , 210.36333 , 48.81158 , "95.6" , "64.43" , -1 , "H " , 19.6 , 0.89 ,,
 507 , "SDSS J140330.85+360651.1" , 210.87833 , 36.11419 , "67.81" , "72.26" , 0.25 , "H " , 19.5 , 3.06 ,,
 508 , "SDSS J140350.28+243304.8" , 210.95917 , 24.55131 , "27.98" , "73.52" , 0.343 , "H " , 19.2 , 3.75 ,,
 509 , "SDSS J140450.91+040202.1" , 211.21208 , 4.03392 , "343.32" , "61" , -1 , "H " , 16.3 , 41.86 ,,
 510 , "SDSS J140438.58+501116.4" , 211.16042 , 50.18789 , "96.61" , "63.03" , 1.52 , "H " , 19.3 , 0.93 ,,
 511 , "SDSS J140519.62+305351.7" , 211.33167 , 30.89769 , "50.46" , "73.43" , 0.343 , "H " , 19.7 , 4.82 ,,
 512 , "SDSS J140449.57+655431.6" , 211.20625 , 65.90878 , "111.5" , "49.56" , 0.363 , "H " , 18.7 , 13.75 ,,
 513 , "SDSS J140630.18+123620.4" , 211.62542 , 12.60567 , "357.04" , "67.2" , 0.695 , "H " , 19.6 , 4.32 ,,
 514 , "SDSS J140641.39+481824.8" , 211.67208 , 48.30689 , "93.32" , "64.26" , -1 , "H " , 19.7 , 4.17 ,,
 515 , "SDSS J140710.26+241853.6" , 211.7925 , 24.31489 , "27.78" , "72.72" , 1.662 , "H " , 18.5 , 0.99 ,,
 516 , "SDSS J140642.75+530833.8" , 211.67792 , 53.14272 , "99.81" , "60.47" , 0.458 , "H " , 19.8 , 9.26 ,,
 517 , "SDSS J140916.33-000011.2" , 212.31792 , -0.00314 , "340.69" , "57.04" , 1.321 , "H " , 18.7 , 0.93 ,,
 518 , "SDSS J140918.18+014217.5" , 212.32542 , 1.70486 , "342.48" , "58.46" , 0.939 , "L " , 18.8 , 0.93 ,,
 519 , "SDSS J141004.65+020306.9" , 212.51917 , 2.05192 , "343.17" , "58.63" , -1 , "H " , 18.1 , 319.99 ,,
 520 , "SDSS J141003.91+051557.7" , 212.51625 , 5.26603 , "347" , "61.21" , 0.544 , "H " , 19.7 , 6.43 ,,
 521 , "SDSS J140923.50+593940.7" , 212.34792 , 59.66131 , "105.92" , "54.81" , 0.496 , "H " , 18.9 , 23.3 ,,
 522 , "SDSS J141029.55+282055.7" , 212.62292 , 28.34881 , "41.51" , "72.48" , -1 , "H " , 17.5 , 22.84 ,,
 523 , "SDSS J141030.84+610012.8" , 212.62833 , 61.00356 , "106.89" , "53.59" , 0.383 , "H " , 19.1 , 5.36 ,,
 524 , "SDSS J141141.96+140233.9" , 212.92458 , 14.04275 , "1.98" , "67.16" , 1.745 , "L " , 18.7 , 0.95 ,,
 525 , "SDSS J141140.54+340424.4" , 212.91875 , 34.07344 , "59.77" , "71.43" , 0.421 , "H " , 19.7 , 64.48 ,,
 526 , "SDSS J141200.04+634414.9" , 213 , 63.73747 , "108.87" , "51.13" , 0.068 , "H " , 18 , 1 ,,
 527 , "SDSS J141522.41+270318.2" , 213.84333 , 27.05506 , "37.52" , "71.34" , -1 , "H " , 20 , 1.7 ,,
 528 , "SDSS J141536.80+483030.4" , 213.90333 , 48.50844 , "91.19" , "63.1" , 0.496 , "H " , 18.8 , 43.61 ,,
 529 , "SDSS J141730.92+073320.7" , 214.37875 , 7.55575 , "353.08" , "61.72" , 1.704 , "H " , 18.5 , 1.17 ,,
 530 , "SDSS J141756.67+254326.2" , 214.48583 , 25.72394 , "33.68" , "70.6" , 0.236 , "H " , 17.3 , 42.38 ,,
 531 , "SDSS J141826.32-023334.1" , 214.60958 , -2.55947 , "341.58" , "53.65" , -1 , "H " , 16.6 , 43.45 ,,
 532 , "SDSS J141927.49+044513.7" , 214.86417 , 4.75381 , "349.98" , "59.32" , 1.691 , "H " , 18.2 , 26.46 ,,
 533 , "SDSS J142013.68+061428.6" , 215.05667 , 6.24128 , "352.23" , "60.3" , 0.625 , "H " , 18.9 , 53.44 ,,
 534 , "SDSS J141946.59+542314.7" , 214.94375 , 54.38742 , "98.29" , "58.31" , 0.153 , "H " , 15.5 , 583.67 ,,
 535 , "SDSS J142116.23+052252.3" , 215.3175 , 5.38119 , "351.46" , "59.49" , 0.901 , "L " , 19.1 , 1 ,,
 536 , "SDSS J142106.41+315940.9" , 215.27667 , 31.99469 , "52.35" , "69.94" , -1 , "H " , 19.1 , 0.98 ,,
 537 , "SDSS J142304.61+373730.5" , 215.76917 , 37.62514 , "67.27" , "68.07" , -1 , "H " , 18.5 , 39.93 ,,
 538 , "SDSS J142330.67+141247.8" , 215.8775 , 14.21328 , "6.51" , "64.95" , -1 , "H " , 19.3 , 32.65 ,,
 539 , "SDSS J142238.89+580155.5" , 215.66167 , 58.03208 , "101.85" , "55.2" , -1 , "H " , 18.1 , 9.38 ,,
 540 , "SDSS J142409.50+043452.0" , 216.03958 , 4.58114 , "351.46" , "58.42" , -1 , "H " , 17.7 , 159.86 ,,
 541 , "SDSS J142436.29+144910.5" , 216.15083 , 14.81958 , "8.05" , "65.07" , -1 , "H " , 19.1 , 8.06 ,,
 542 , "SDSS J142422.91+343356.7" , 216.09542 , 34.56575 , "59.13" , "68.77" , 0.576 , "H " , 19.5 , 7.7 ,,
 543 , "SDSS J142421.17+370552.8" , 216.08792 , 37.098 , "65.71" , "68.02" , 0.29 , "H " , 18.6 , 67.86 ,,
 544 , "SDSS J142455.50+361536.0" , 216.23125 , 36.26 , "63.48" , "68.19" , -1 , "H " , 17.6 , 87.77 ,,
 545 , "SDSS J142526.18-011825.8" , 216.35875 , -1.30717 , "345.21" , "53.66" , -1 , "H " , 19.1 , 10.04 ,,
 546 , "SDSS J142601.31+243245.7" , 216.50542 , 24.54603 , "31.32" , "68.59" , 2.115 , "L " , 19.1 , 0.96 ,,
 547 , "SDSS J142607.71+340426.3" , 216.53208 , 34.07394 , "57.59" , "68.53" , -1 , "H " , 17.4 , 35.7 ,,
 548 , "SDSS J142605.78+531558.6" , 216.52375 , 53.26628 , "95.54" , "58.53" , -1 , "H " , 19.8 , 2.66 ,,
 549 , "SDSS J142645.52+241523.0" , 216.68958 , 24.25639 , "30.64" , "68.36" , -1 , "H " , 19.1 , 9.39 ,,
 550 , "SDSS J142724.88-001450.9" , 216.85333 , -0.24747 , "346.97" , "54.2" , 0.164 , "L " , 19.8 , 1.01 ,,
 551 , "SDSS J142832.60+424021.0" , 217.13583 , 42.6725 , "77.48" , "64.9" , 0.129 , "H " , 16.8 , 43.58 ,,
 552 , "SDSS J142904.61+120410.2" , 217.26917 , 12.0695 , "4.37" , "62.6" , -1 , "H " , 19.3 , 7.41 ,,
 553 , "SDSS J142943.64+385932.2" , 217.43167 , 38.99228 , "69.25" , "66.34" , 0.928 , "H " , 17.5 , 0.94 ,,
 554 , "SDSS J143327.60+244117.7" , 218.365 , 24.68825 , "32.6" , "66.96" , -1 , "H " , 19.1 , 17.12 ,,
 555 , "SDSS J143653.39+053408.9" , 219.22208 , 5.56914 , "357" , "56.91" , 1.518 , "H " , 19.2 , 1.01 ,,
 556 , "SDSS J143657.71+563924.8" , 219.24042 , 56.65689 , "97.72" , "55" , -1 , "H " , 18.4 , 17.54 ,,
 557 , "SDSS J143716.15+471726.4" , 219.31708 , 47.29067 , "84.22" , "61.1" , -1 , "H " , 19.8 , 98.09 ,,
 558 , "SDSS J143758.67+300207.1" , 219.49417 , 30.03531 , "46.34" , "66.48" , 0.758 , "H " , 19.2 , 63.47 ,,
 559 , "SDSS J143832.30+292210.3" , 219.63458 , 29.36953 , "44.68" , "66.35" , -1 , "H " , 19.1 , 27.12 ,,
 560 , "SDSS J143917.47+393242.8" , 219.8225 , 39.54522 , "68.84" , "64.42" , -1 , "H " , 16.8 , 44.12 ,,
 561 , "SDSS J143946.13+460311.1" , 219.94208 , 46.05308 , "81.58" , "61.42" , -1 , "H " , 19.1 , 132.34 ,,
 562 , "SDSS J143946.96+495805.4" , 219.94542 , 49.96817 , "88.06" , "59.18" , -1 , "H " , 17.6 , 98.88 ,,
 563 , "SDSS J144052.93+061016.1" , 220.22042 , 6.17114 , "359.03" , "56.6" , -1 , "H " , 17.2 , 58.35 ,,
 564 , "SDSS J144045.05+334322.2" , 220.1875 , 33.72286 , "55.3" , "65.61" , -1 , "H " , 19.3 , 0.97 ,,
 565 , "SDSS J144050.13+333350.2" , 220.20875 , 33.56394 , "54.91" , "65.61" , 1.774 , "L " , 18.4 , 5.44 ,,
 566 , "SDSS J144204.04+132916.0" , 220.51667 , 13.48778 , "10.62" , "60.79" , 0.992 , "L " , 18.3 , 641.78 ,,
 567 , "SDSS J144207.15+434836.6" , 220.52958 , 43.81017 , "77.02" , "62.18" , 0.673 , "H " , 18.1 , 23 ,,
 568 , "SDSS J144248.28+120040.2" , 220.70083 , 12.01117 , "8.32" , "59.83" , 0.163 , "H " , 17.4 , 71.27 ,,
 569 , "SDSS J144334.40+251558.2" , 220.89333 , 25.26617 , "35.06" , "64.82" , 0.529 , "H " , 19 , 5.29 ,,
 570 , "SDSS J144434.90+633606.0" , 221.14542 , 63.60167 , "104.12" , "49.19" , 0.298 , "H " , 19.2 , 13.25 ,,
 571 , "SDSS J144632.57+412729.9" , 221.63542 , 41.45831 , "71.69" , "62.44" , 0.638 , "H " , 20.1 , 43.16 ,,
 572 , "SDSS J144741.76-020339.1" , 221.92375 , -2.06086 , "351.37" , "49.55" , 1.427 , "L " , 18.6 , 0.98 ,,
 573 , "SDSS J144803.36+240704.2" , 222.01375 , 24.11783 , "32.95" , "63.59" , 3.544 , "H " , 19.2 , 0.94 ,,
 574 , "SDSS J144800.58+360831.0" , 222.00208 , 36.14194 , "60.26" , "63.72" , -1 , "H " , 16.8 , 30.92 ,,
 575 , "SDSS J144932.70+274621.6" , 222.38625 , 27.77267 , "41.23" , "63.85" , 0.227 , "H " , 18.3 , 68.28 ,,
 576 , "SDSS J145059.99+520111.7" , 222.74958 , 52.01992 , "89.13" , "56.53" , 2.469 , "H " , 18.5 , 41.48 ,,
 577 , "SDSS J145111.70+580003.0" , 222.79875 , 58.00083 , "97.06" , "52.69" , 0.405 , "H " , 19.4 , 7.27 ,,
 578 , "SDSS J145507.44+025040.2" , 223.78083 , 2.84453 , "358.9" , "51.73" , -1 , "H " , 19.4 , 104.11 ,,
 579 , "SDSS J145427.12+512433.7" , 223.61292 , 51.40936 , "87.67" , "56.45" , -1 , "H " , 17.8 , 125.26 ,,
 580 , "SDSS J145514.09+235337.6" , 223.80833 , 23.89378 , "33.28" , "61.95" , -1 , "H " , 19.1 , 0.96 ,,
 581 , "SDSS J145603.64+504825.9" , 224.015 , 50.80719 , "86.51" , "56.58" , -1 , "H " , 19.1 , 9.45 ,,
 582 , "SDSS J145604.19+544253.1" , 224.01708 , 54.71475 , "92.11" , "54.3" , 1.794 , "H " , 19.3 , 0.95 ,,
 583 , "SDSS J145844.80+372021.5" , 224.68667 , 37.33931 , "61.86" , "61.37" , 0.333 , "H " , 19.6 , 269.98 ,,
 584 , "SDSS J150057.85+484002.3" , 225.24083 , 48.66731 , "82.41" , "57.01" , 0.527 , "H " , 18.7 , 0.93 ,,
 585 , "SDSS J150106.26+552750.8" , 225.27583 , 55.46411 , "92.38" , "53.28" , -1 , "H " , 19.9 , 12.3 ,,
