_id , bat54_name , RA, Dec, LII, BII, Flux, Type , Redshift , Bzcat counterpart, other_name
780 , "PBC J1429.2+0119" , 217.29375 , 1.29853 , "349.25" , "55.12" , "(17.9+/-5.5)x10-12" , "Sy1 " , 0.086 , " -- " , "Mrk 1383 "
781 , "PBC J1428.6+4239" , 217.14708 , 42.66644 , "77.46" , "64.89" , "(17.5+/-4)x10-12" , "BLA " , 0.129 , "BZB (BL Lac)" , "H 1426+428 "
782 , "PBC J1433.3-6115" , 218.34708 , -61.25961 , "314.87" , "-0.78" , "(9.5+/-5.5)x10-12" , "gam " , 0 , " -- " , "IGR J14331-611"
783 , "PBC J1433.9+0526" , 218.4925 , 5.44175 , "355.9" , "57.35" , "(9.5+/-6.1)x10-12" , "Sy1 " , 0.025 , " -- " , "NGC 5674 "
784 , "PBC J1434.9+4839" , 218.73333 , 48.64772 , "86.94" , "60.61" , "(13.3+/-7.2)x10-12" , "Sy1 " , 0.041 , " -- " , "NGC 5683 "
785 , "PBC J1436.7-1615" , 219.18875 , -16.25375 , "336.5" , "39.65" , "(11.1+/-7)x10-12" , "QSO " , 0.145 , " -- " , "1RXS J143649.6"
786 , "PBC J1436.3+5848" , 219.08583 , 58.80706 , "100.31" , "53.47" , "(23.1+/-3.6)x10-12" , "Sy1 " , 0.031 , " -- " , "Mrk 817 "
787 , "PBC J1439.0+1413" , 219.80375 , 14.25708 , "11.22" , "61.79" , "(14.4+/-8.6)x10-12" , "AG? " , 0.071 , " -- " , "2MASX J1439118"
788 , "PBC J1440.9+5330" , 220.21417 , 53.51194 , "93" , "56.79" , "(10.5+/-6.5)x10-12" , "Sy2 " , 0.038 , " -- " , "Mrk 477 "
789 , "PBC J1442.4-1714" , 220.59167 , -17.23886 , "337.32" , "38.11" , "(74+/-5.4)x10-12" , "Sy2 " , 0.009 , " -- " , "NGC 5728 "
790 , "PBC J1442.3+2218" , 220.59125 , 22.31108 , "28.21" , "64.4" , "(3.5+/-3.1)x10-12" , "G " , 0 , " -- " , "MCG+04-35-004 "
791 , "PBC J1442.3+2218" , 220.59125 , 22.31108 , "28.21" , "64.4" , "(3.5+/-3.1)x10-12" , "ClG " , 0.09 , " -- " , "1RXS J144218.9"
792 , "PBC J1442.8+1202" , 220.70458 , 12.04522 , "8.38" , "59.85" , "(3+/-1.7)x10-12" , "BLA " , 0.163 , "BZB (BL Lac)" , "RBS 1420 "
793 , "PBC J1446.6-6416" , 221.7425 , -64.28428 , "315.06" , "-4.18" , "(12+/-7.7)x10-12" , "Sy1 " , 0.053 , " -- " , "IGR J14471-641"
794 , "PBC J1448.7-5942" , 222.1775 , -59.70989 , "317.23" , "-0.14" , "(7.5+/-4.3)x10-12" , "X " , 0 , " -- " , "PBCX J144843.3"
795 , "PBC J1449.0-5533" , 222.24958 , -55.59419 , "319.06" , "3.55" , "(2.5+/-1.4)x10-11" , "AGN " , 0 , " -- " , "IGR J14493-553"
796 , "PBC J1448.8-4008" , 222.20167 , -40.144 , "326.04" , "17.4" , "(8.4+/-4.9)x10-12" , " " , 0 , " -- " , "PBC J1448.8-40"
797 , "PBC J1449.2+0405" , 222.3175 , 4.09681 , "358.8" , "53.65" , "(7.2+/-4.5)x10-12" , " " , 0 , " -- " , "PBC J1449.2+04"
798 , "PBC J1451.2-5539" , 222.79042 , -55.65983 , "319.3" , "3.35" , "(39.6+/-4.8)x10-12" , "Sy2 " , 0.018 , " -- " , "IGR J14515-554"
799 , "PBC J1453.5-5522" , 223.375 , -55.3985 , "319.72" , "3.44" , "(15.2+/-8.2)x10-12" , "CV* " , 0 , " -- " , "IGR J14536-552"
800 , "PBC J1453.0+2553" , 223.27708 , 25.90461 , "37.33" , "62.82" , "(1.9+/-1.1)x10-11" , "Sy1 " , 0 , " -- " , "RX J1453.1+255"
801 , "PBC J1455.1-5132" , 223.81208 , -51.58211 , "321.7" , "6.71" , "(1.9+/-1.1)x10-11" , "Sy1 " , 0.016 , " -- " , "IGR J14552-513"
802 , "PBC J1457.8-4306" , 224.44667 , -43.14069 , "326.12" , "13.96" , "(29.1+/-6.5)x10-12" , "Sy2 " , 0.016 , " -- " , "IC 4518A "
803 , "PBC J1500.5-1933" , 225.13917 , -19.55108 , "340.21" , "33.81" , "(0.8+/-2.3)x10-11" , " " , 0 , " -- " , "PBC J1500.5-19"
804 , "PBC J1503.9+1027" , 225.99208 , 10.44936 , "11.21" , "54.64" , "(29.2+/-5.7)x10-12" , "Sy1 " , 0.036 , " -- " , "Mrk 841 "
805 , "PBC J1506.2+0345" , 226.57208 , 3.75983 , "2.9" , "50.22" , "(14.8+/-9.4)x10-12" , "Sy1 " , 0.036 , " -- " , "Mrk 1392 "
806 , "PBC J1506.6+0349" , 226.64125 , 3.82614 , "3.05" , "50.21" , "(1.6+/-1.1)x10-11" , "Sy2 " , 0 , " -- " , "2MASX J1506441"
807 , "PBC J1509.4-6649" , 227.36542 , -66.82886 , "315.92" , "-7.51" , "(21+/-7.5)x10-12" , "CV* " , 0 , " -- " , "IGR J15094-664"
808 , "PBC J1508.5-4952" , 227.14167 , -49.88228 , "324.39" , "7.18" , "(1.8+/-1.1)x10-11" , " " , 0 , " -- " , "PBC J1508.5-49"
809 , "PBC J1508.7-0011" , 227.19167 , -0.18514 , "359" , "47.17" , "(11.5+/-6.7)x10-12" , "Sy1 " , 0.054 , " -- " , "Mrk 1393 "
810 , "PBC J1513.8-8123" , 228.59208 , -81.39772 , "308.26" , "-20.05" , "(2+/-1)x10-11" , "Sy1 " , 0.068 , " -- " , "2MASX J1514421"
811 , "PBC J1510.8+0545" , 227.73333 , 5.76167 , "6.49" , "50.55" , "(10+/-5.3)x10-12" , "ClG " , 0.077 , " -- " , "ABELL 2029 "
812 , "PBC J1512.0-2118" , 228.0075 , -21.31331 , "341.57" , "30.8" , "(27.2+/-8.7)x10-12" , "Sy1 " , 0.044 , " -- " , "RBS 1473 "
813 , "PBC J1513.8-5909" , 228.48333 , -59.15183 , "320.31" , "-1.18" , "(219.4+/-3.6)x10-12" , "Psr " , 0 , " -- " , "PSR B1509-58 "
814 , "PBC J1512.8-0906" , 228.20542 , -9.08639 , "351.29" , "40.15" , "(5+/-2.5)x10-11" , "BLA " , 0.36 , "BZQ (FSRQ)" , "PKS 1510-08 "
815 , "PBC J1514.7-4021" , 228.68375 , -40.36639 , "330.39" , "14.74" , "(8.9+/-6)x10-12" , "G " , 0.024 , " -- " , "6dFGS gJ151448"
816 , "PBC J1515.2+4202" , 228.74667 , 42.05656 , "69.41" , "57.22" , "(14+/-8)x10-12" , "LIN " , 0.009 , " -- " , "NGC 5899 "
817 , "PBC J1515.2+4202" , 228.74667 , 42.05656 , "69.41" , "57.22" , "(14+/-8)x10-12" , "X " , 0 , " -- " , "PBCX J151509.1"
818 , "PBC J1517.7-2419" , 229.4575 , -24.37097 , "340.7" , "27.55" , "(1.9+/-1.1)x10-11" , "BLA " , 0.049 , "BZB (BL Lac)" , "Ap Lib "
819 , "PBC J1520.6-5710" , 230.16167 , -57.17367 , "322.11" , "0.03" , "(43+/-5.5)x10-12" , "LXB " , 0 , " -- " , "Cir X-1 "
820 , "PBC J1520.2-0433" , 230.06625 , -4.55503 , "357.25" , "42.09" , "(7.3+/-4.2)x10-12" , "X " , 0 , " -- " , "1RXS J152017.4"
821 , "PBC J1519.4+6536" , 229.85417 , 65.60411 , "102.29" , "45.14" , "(8.9+/-5.1)x10-12" , "Sy2 " , 0.044 , " -- " , "MCG+11-19-006 "
822 , "PBC J1533.4-0844" , 233.35708 , -8.72403 , "356.27" , "36.85" , "(3.4+/-1.1)x10-11" , "Sy2 " , 0.023 , " -- " , "1E 1530-085 "
823 , "PBC J1536.1-5749" , 234.0475 , -57.82667 , "323.46" , "-1.69" , "(2.2+/-1.3)x10-11" , "X " , 0 , " -- " , "IGR J15360-575"
824 , "PBC J1539.1-6228" , 234.77875 , -62.47839 , "321" , "-5.65" , "(24.3+/-5.9)x10-12" , "X " , 0 , " -- " , "SWIFT J1539.2-"
825 , "PBC J1536.0+5754" , 234.01208 , 57.88647 , "91.45" , "47.94" , "(21.8+/-6.4)x10-12" , "Sy1 " , 0.03 , " -- " , "Mrk 290 "
826 , "PBC J1538.0+6744" , 234.52458 , 67.74383 , "103" , "42.36" , "(6.5+/-3.8)x10-12" , " " , 0 , " -- " , "PBC J1538.0+67"
827 , "PBC J1540.3+1415" , 235.08292 , 14.25814 , "23.5" , "48.68" , "(9.4+/-5.4)x10-12" , "X " , 0 , " -- " , "1RXS J154009.4"
828 , "PBC J1541.7-5030" , 235.425 , -50.50703 , "328.47" , "3.72" , "(9.3+/-5.4)x10-12" , " " , 0 , " -- " , "PBC J1541.7-50"
829 , "PBC J1542.4-5222" , 235.61208 , -52.37292 , "327.43" , "2.16" , "(276.4+/-2.6)x10-12" , "HXB " , 0 , " -- " , "H 1538-522 "
830 , "PBC J1547.3-6409" , 236.8375 , -64.16111 , "320.7" , "-7.55" , "(7.7+/-4.3)x10-12" , " " , 0 , " -- " , "PBC J1547.3-64"
831 , "PBC J1547.9-6233" , 237.01292 , -62.56628 , "321.77" , "-6.35" , "(44.8+/-4)x10-12" , "LXB " , 0 , " -- " , "4U 1543-624 "
832 , "PBC J1548.1-4528" , 237.04458 , -45.47294 , "332.43" , "7.03" , "(83.2+/-3.3)x10-12" , "CV* " , 0 , " -- " , "IGR J15479-452"
833 , "PBC J1547.3+2050" , 236.8725 , 20.87542 , "33.87" , "49.51" , "(6.5+/-3.5)x10-12" , "Sy1 " , 0.264 , " -- " , "4C 21.45 "
834 , "PBC J1547.3+3144" , 236.84042 , 31.74806 , "50.7" , "51.67" , "(5.7+/-3.2)x10-12" , " " , 0 , " -- " , "PBC J1547.3+31"
835 , "PBC J1548.5-3208" , 237.14792 , -32.14975 , "341.18" , "17.26" , "(8.3+/-4.8)x10-12" , "G " , 0.049 , " -- " , "ESO 450-16 "
836 , "PBC J1548.4-1344" , 237.10625 , -13.759 , "354.96" , "30.71" , "(36.8+/-6.4)x10-12" , "Sy2 " , 0.025 , " -- " , "NGC 5995 "
837 , "PBC J1546.5+6931" , 236.65542 , 69.48503 , "104.27" , "40.7" , "(5.4+/-3.1)x10-12" , "G " , 0 , " -- " , "2MASX J1546242"
838 , "PBC J1546.5+6931" , 236.65542 , 69.48503 , "104.27" , "40.7" , "(5.4+/-3.1)x10-12" , "X " , 0 , " -- " , "1RXS J154534.5"
839 , "PBC J1550.7-5418" , 237.675 , -54.30525 , "327.21" , "-0.12" , "(3+/-1.8)x10-11" , "Psr " , 0 , " -- " , "SGR J1550-5418"
840 , "PBC J1557.6-7913" , 239.40208 , -79.22969 , "311.2" , "-19.49" , "(11.1+/-6.1)x10-12" , "BLA " , 0.149 , "BZQ (FSRQ)" , "PKS 1549-79 "
841 , "PBC J1555.0-6225" , 238.75458 , -62.41758 , "322.49" , "-6.75" , "(10.2+/-5.9)x10-12" , " " , 0 , " -- " , "PBC J1555.0-62"
842 , "PBC J1553.4+2348" , 238.37125 , 23.81106 , "38.78" , "48.99" , "(12+/-6.8)x10-12" , "G " , 0.115 , " -- " , "2MASX J1553436"
843 , "PBC J1554.6-3734" , 238.66792 , -37.57228 , "338.5" , "12.33" , "(10.9+/-6.3)x10-12" , " " , 0 , " -- " , "PBC J1554.6-37"
844 , "PBC J1554.6+3242" , 238.65042 , 32.71097 , "52.41" , "50.22" , "(9.5+/-5.5)x10-12" , "AGN " , 0.048 , " -- " , "2MASX J1554174"
845 , "PBC J1555.5+1109" , 238.88667 , 11.20917 , "21.9" , "44" , "(6.6+/-3.7)x10-12" , "BLA " , 0 , "BZB (BL Lac)" , "PG 1553+113 "
846 , "PBC J1557.7-5425" , 239.44042 , -54.41158 , "327.94" , "-0.86" , "(1.9+/-1)x10-11" , "HXB " , 0 , " -- " , "H 1553-542 "
847 , "PBC J1602.3-7544" , 240.59125 , -75.74364 , "313.92" , "-17.14" , "(5.9+/-3.6)x10-12" , "ClG " , 0.153 , " -- " , "CIZA J1601.7-7"
848 , "PBC J1558.4+2713" , 239.60667 , 27.23064 , "44.23" , "48.66" , "(15.2+/-8.1)x10-12" , "ClG " , 0.09 , " -- " , "ABELL 2142 "
849 , "PBC J1601.0-6044" , 240.2425 , -60.76019 , "324.11" , "-5.95" , "(11.6+/-6.1)x10-12" , "LXB " , 0 , " -- " , "1H 1556-605 "
850 , "PBC J1559.4+2556" , 239.88542 , 25.92333 , "42.37" , "48.15" , "(59.4+/-3)x10-12" , "Sy* " , 0 , " -- " , "T CrB "
851 , "PBC J1601.8-6103" , 240.45542 , -61.05428 , "324" , "-6.24" , "(7.9+/-4.8)x10-12" , "AG? " , 0.012 , " -- " , "LEDA 2801977 "
852 , "PBC J1606.0-7250" , 241.5025 , -72.84192 , "316.19" , "-15.21" , "(2+/-1.1)x10-11" , " " , 0 , " -- " , "PBC J1606.0-72"
853 , "PBC J1612.1-6037" , 243.03292 , -60.64158 , "325.21" , "-6.78" , "(26.3+/-6)x10-12" , "Sy1 " , 0.016 , " -- " , "IGR J16119-603"
854 , "PBC J1612.7-5225" , 243.185 , -52.42369 , "330.92" , "-0.86" , "(736.7+/-3)x10-12" , "LXB " , 0 , " -- " , "H 1608-522 "
855 , "PBC J1614.4-6050" , 243.57208 , -60.85231 , "325.25" , "-7.12" , "(8.7+/-5.2)x10-12" , "ClG " , 0.016 , " -- " , "ABELL 3627 "
856 , "PBC J1616.5-4957" , 244.14333 , -49.98947 , "333.04" , "0.49" , "(24.3+/-7.2)x10-12" , "CV* " , 0 , " -- " , "IGR J16167-495"
857 , "PBC J1615.5+3218" , 243.87875 , 32.30089 , "52.46" , "45.79" , "(6+/-3.4)x10-12" , " " , 0 , " -- " , "PBC J1615.5+32"
858 , "PBC J1614.1+6542" , 243.54708 , 65.72636 , "98.26" , "40.35" , "(10.3+/-5.6)x10-12" , "Sy1 " , 0.12 , " -- " , "Mrk 876 "
859 , "PBC J1618.1-5405" , 244.5325 , -54.09669 , "330.35" , "-2.63" , "(9.6+/-6.6)x10-12" , " " , 0 , " -- " , "PBC J1618.1-54"
860 , "PBC J1618.5-5926" , 244.65875 , -59.43278 , "326.64" , "-6.48" , "(14.4+/-8.5)x10-12" , "Sy1 " , 0.035 , " -- " , "WKK 6471 "
861 , "PBC J1619.5-4946" , 244.8425 , -49.76528 , "333.52" , "0.33" , "(27.6+/-5.3)x10-12" , "HX? " , 0 , " -- " , "IGR J16195-494"
862 , "PBC J1617.8+3224" , 244.445 , 32.41742 , "52.71" , "45.33" , "(1.7+/-1)x10-11" , "Sy1 " , 0.152 , " -- " , "4C 32.51 "
863 , "PBC J1619.5-2807" , 244.88167 , -28.12694 , "349.11" , "15.54" , "(27.1+/-6.7)x10-12" , "LXB " , 0 , " -- " , "IGR J16194-281"
864 , "PBC J1620.8-5130" , 245.18833 , -51.51775 , "332.44" , "-1.07" , "(41.5+/-4.3)x10-12" , "HXB " , 0 , " -- " , "IGR J16207-512"
865 , "PBC J1619.9-1538" , 244.97125 , -15.63822 , "359.08" , "23.79" , "(1.3e+4+/-5)x10-12" , "LXB " , 0 , " -- " , "Sco X-1 "
866 , "PBC J1608.8+8501" , 242.21208 , 85.02914 , "118.56" , "30.3" , "(10.5+/-6.6)x10-12" , "Sy1 " , 0.183 , " -- " , "8C 1616+851 "
867 , "PBC J1624.4-3313" , 246.105 , -33.22008 , "346.04" , "11.28" , "(9+/-5.2)x10-12" , "X " , 0 , " -- " , "1RXS J162354.8"
868 , "PBC J1626.5-5155" , 246.65625 , -51.93728 , "332.78" , "-2.01" , "(29.2+/-7)x10-12" , "HXB " , 0 , " -- " , "SWIFT J1626.6-"
869 , "PBC J1626.0-2952" , 246.53958 , -29.81883 , "348.85" , "13.33" , "(2.1+/-1.3)x10-11" , "BLA " , 0.815 , "BZU (uncertain type)" , "PKS 1622-29 "
870 , "PBC J1620.3+8101" , 244.87542 , 81.03533 , "114.56" , "32.39" , "(13.4+/-7.1)x10-12" , "Sy2 " , 0 , " -- " , "MCG+14-08-004 "
871 , "PBC J1627.9-4911" , 247.02708 , -49.17458 , "334.93" , "-0.26" , "(65+/-5)x10-12" , "LXB " , 0 , " -- " , "H 1624-490 "
872 , "PBC J1626.0+4351" , 246.50417 , 43.85431 , "68.91" , "44.13" , "(5.2+/-3.1)x10-12" , "BLA " , 1.048 , "BZQ (FSRQ)" , "87GB 162418.8+"
873 , "PBC J1628.1-4839" , 247.06875 , -48.64997 , "335.33" , "0.08" , "(32.3+/-6.2)x10-12" , "HXB " , 0 , " -- " , "IGR J16283-483"
874 , "PBC J1628.6-5025" , 247.17125 , -50.43097 , "334.09" , "-1.2" , "(8+/-4.4)x10-12" , "gam " , 0 , " -- " , "IGR J16287-502"
875 , "PBC J1628.0+5145" , 247.03958 , 51.76903 , "79.71" , "42.88" , "(38.8+/-3.8)x10-12" , "Sy1 " , 0.056 , " -- " , "Mrk 1498 "
876 , "PBC J1632.2-6727" , 248.07708 , -67.46819 , "321.78" , "-13.11" , "(327.7+/-2.4)x10-12" , "LXB " , 0 , " -- " , "4U 1626-67 "
877 , "PBC J1631.9-5616" , 247.98125 , -56.27239 , "330.16" , "-5.55" , "(6.2+/-3.4)x10-12" , " " , 0 , " -- " , "PBC J1631.9-56"
878 , "PBC J1631.7-4848" , 247.90583 , -48.81036 , "335.6" , "-0.43" , "(453.1+/-3.1)x10-12" , "HXB " , 0 , " -- " , "IGR J16318-484"
879 , "PBC J1632.0-4751" , 248.01583 , -47.85369 , "336.34" , "0.17" , "(312.8+/-3.1)x10-12" , "HXB " , 0 , " -- " , "IGR J16320-475"
880 , "PBC J1630.5+3924" , 247.62625 , 39.40892 , "62.75" , "43.32" , "(10.3+/-6.5)x10-12" , "Sy2 " , 0.03 , " -- " , "2MASX J1630326"
881 , "PBC J1632.7-4727" , 248.30125 , -47.50075 , "336.73" , "0.27" , "(31.7+/-7.7)x10-12" , "gam " , 0 , " -- " , "IGR J16328-472"
882 , "PBC J1635.1-5804" , 248.77958 , -58.08222 , "329.11" , "-7.09" , "(1.8+/-1.1)x10-11" , "Sy2 " , 0.009 , " -- " , "ESO 137-34 "
883 , "PBC J1638.5-6421" , 249.59833 , -64.36539 , "324.59" , "-11.54" , "(17.9+/-9.4)x10-12" , "ClG " , 0.05 , " -- " , "TRIANGULUM A "
884 , "PBC J1639.1-4641" , 249.79542 , -46.69336 , "338.01" , "0.06" , "(80.9+/-3.4)x10-12" , "HXB " , 0 , " -- " , "IGR J16393-464"
885 , "PBC J1638.5-2058" , 249.62208 , -20.94364 , "357.7" , "17.01" , "(1.8+/-1)x10-11" , "AGN " , 0.027 , " -- " , "1RXSJ163830.9-"
886 , "PBC J1639.8-5611" , 249.95958 , -56.19347 , "330.96" , "-6.32" , "(5.1+/-3.2)x10-12" , " " , 0 , " -- " , "PBC J1639.8-56"
887 , "PBC J1625.5+8530" , 246.49458 , 85.47533 , "118.73" , "29.75" , "(6.9+/-4)x10-12" , "Sy1 " , 0.063 , " -- " , "VII Zw 653 "
888 , "PBC J1640.9-5344" , 250.24167 , -53.74506 , "332.92" , "-4.82" , "(321.1+/-2.5)x10-12" , "LXB " , 0 , " -- " , "H 1636-536 "
889 , "PBC J1641.7-4532" , 250.44833 , -45.54206 , "339.18" , "0.49" , "(66.7+/-3.7)x10-12" , "HXB " , 0 , " -- " , "IGR J16418-453"
890 , "PBC J1643.0+3951" , 250.74167 , 39.80861 , "63.45" , "40.95" , "(2.2+/-1.3)x10-11" , "BLA " , 0.593 , "BZQ (FSRQ)" , "4C 39.48 "
891 , "PBC J1645.8-4536" , 251.44667 , -45.58814 , "339.6" , "-0.07" , "(544.4+/-2.1)x10-12" , "LXB " , 0 , " -- " , "GX 340+0 "
892 , "PBC J1648.2-4511" , 251.9625 , -45.22964 , "340.11" , "-0.11" , "(70.8+/-3.4)x10-12" , "HXB " , 0 , " -- " , "IGR J16479-451"
893 , "PBC J1648.3-3034" , 252.05542 , -30.58664 , "351.44" , "9.22" , "(3.9+/-1.4)x10-11" , "Sy1 " , 0.031 , " -- " , "IGR J16482-303"
894 , "PBC J1649.4-4349" , 252.36333 , -43.82728 , "341.36" , "0.57" , "(42.7+/-4.3)x10-12" , "LX? " , 0 , " -- " , "IGR J16493-434"
895 , "PBC J1649.3-1739" , 252.33583 , -17.65464 , "2.06" , "17" , "(14+/-7.9)x10-12" , " " , 0 , " -- " , "PBC J1649.3-17"
896 , "PBC J1649.8-3305" , 252.46083 , -33.11481 , "349.68" , "7.35" , "(22+/-6.6)x10-12" , "CV* " , 0 , " -- " , "IGR J16500-330"
897 , "PBC J1651.9-5914" , 252.92417 , -59.24981 , "329.62" , "-9.49" , "(23+/-5.3)x10-12" , "Sy2 " , 0.009 , " -- " , "ESO 138-1 "
898 , "PBC J1650.6+0434" , 252.6625 , 4.58903 , "22.57" , "28.86" , "(2.1+/-1.3)x10-11" , "Sy2 " , 0.032 , " -- " , "2MASX J1650427"
899 , "PBC J1653.0+0223" , 253.26042 , 2.39603 , "20.73" , "27.27" , "(64+/-4.7)x10-12" , "LIN " , 0.024 , " -- " , "NGC 6240 "
900 , "PBC J1653.9-3950" , 253.49833 , -39.84781 , "344.97" , "2.45" , "(118.4+/-3.4)x10-12" , "LXB " , 0 , " -- " , "GRO J1655-40 "
901 , "PBC J1652.2+5554" , 253.07 , 55.91956 , "84.37" , "38.71" , "(14.3+/-8)x10-12" , "Sy2 " , 0.029 , " -- " , "MCG+09-28-001 "
902 , "PBC J1654.7-1914" , 253.67458 , -19.2455 , "1.52" , "15.03" , "(14.3+/-7.6)x10-12" , "X " , 0 , " -- " , "1RXS J165443.5"
903 , "PBC J1653.8+3945" , 253.44667 , 39.76892 , "63.6" , "38.87" , "(42.1+/-3.3)x10-12" , "BLA " , 0.034 , "BZB (BL Lac)" , "Mrk 501 "
904 , "PBC J1656.0-5202" , 254.03167 , -52.06219 , "335.69" , "-5.5" , "(37.4+/-4.6)x10-12" , "Sy1 " , 0.054 , " -- " , "IGR J16558-520"
905 , "PBC J1656.2-3303" , 254.05958 , -33.04683 , "350.58" , "6.35" , "(6+/-1.7)x10-11" , "QSO " , 2.4 , " -- " , "SWIFT J1656.3-"
906 , "PBC J1657.8+3520" , 254.45667 , 35.33931 , "58.14" , "37.52" , "(847.6+/-2.1)x10-12" , "LXB " , 0 , " -- " , "Her X-1 "
907 , "PBC J1700.2-4221" , 255.07833 , -42.29881 , "343.8" , "-0.01" , "(25.8+/-6.1)x10-12" , "HXB " , 0 , " -- " , "AX J1700.2-422"
908 , "PBC J1700.8-4139" , 255.20542 , -41.66394 , "344.36" , "0.31" , "(928.9+/-2.8)x10-12" , "HXB " , 0 , " -- " , "OAO 1657-415 "
909 , "PBC J1701.0-4610" , 255.255 , -46.18417 , "340.81" , "-2.5" , "(120.1+/-2.2)x10-12" , "LXB " , 0 , " -- " , "XTE J1701-462 "
910 , "PBC J1701.6-4307" , 255.4125 , -43.12361 , "343.3" , "-0.71" , "(8.6+/-4.6)x10-12" , " " , 0 , " -- " , "PBC J1701.6-43"
911 , "PBC J1701.7-4052" , 255.43625 , -40.86778 , "345.09" , "0.66" , "(41.7+/-5)x10-12" , "LXB " , 0 , " -- " , "XTE J1701-407 "
912 , "PBC J1701.0+2923" , 255.25542 , 29.38922 , "51.05" , "35.66" , "(7.1+/-3.9)x10-12" , "Sy2 " , 0.036 , " -- " , "MCG+05-40-026 "
913 , "PBC J1702.8-4847" , 255.71625 , -48.78578 , "338.94" , "-4.34" , "(642.7+/-3.1)x10-12" , "LXB " , 0 , " -- " , "GX 339-4 "
914 , "PBC J1704.0-4431" , 256.01125 , -44.5325 , "342.45" , "-1.91" , "(6.3+/-4.2)x10-12" , "IR " , 0 , " -- " , "2MASS J1704120"
915 , "PBC J1703.9-3750" , 255.98083 , -37.84181 , "347.75" , "2.17" , "(3131+/-3)x10-12" , "HXB " , 0 , " -- " , "4U 1700-377 "
916 , "PBC J1706.2-6143" , 256.5725 , -61.71369 , "328.71" , "-12.41" , "(71.5+/-3.1)x10-12" , "X " , 0 , " -- " , "SWIFT J1706.6-"
917 , "PBC J1705.7-3625" , 256.44667 , -36.42086 , "349.11" , "2.74" , "(801.1+/-2.1)x10-12" , "LXB " , 0 , " -- " , "GX 349+2 "
918 , "PBC J1706.2-4302" , 256.55917 , -43.04297 , "343.87" , "-1.33" , "(438.9+/-3.4)x10-12" , "LXB " , 0 , " -- " , "H 1702-429 "
919 , "PBC J1706.5+2358" , 256.65458 , 23.99233 , "45.17" , "32.98" , "(20.7+/-8)x10-12" , "LXB " , 0 , " -- " , "4U 1700+24 "
920 , "PBC J1708.7-4009" , 257.17625 , -40.15456 , "346.46" , "0.04" , "(3+/-1.9)x10-11" , "XB* " , 0 , " -- " , "RX J170849.0-4"
921 , "PBC J1708.8-4406" , 257.22542 , -44.11033 , "343.31" , "-2.35" , "(296.7+/-2.4)x10-12" , "LXB " , 0 , " -- " , "H 1705-440 "
922 , "PBC J1708.8-3219" , 257.21208 , -32.32342 , "352.78" , "4.68" , "(35.2+/-6.6)x10-12" , "LXB " , 0 , " -- " , "4U 1705-32 "
923 , "PBC J1709.4-3624" , 257.35167 , -36.42142 , "349.54" , "2.15" , "(81.5+/-3.9)x10-12" , "BH? " , 0 , " -- " , "IGR J17091-362"
924 , "PBC J1709.5-2639" , 257.39083 , -26.66503 , "357.47" , "7.89" , "(30.7+/-7.9)x10-12" , "LXB " , 0 , " -- " , "RX J1709.5-263"
925 , "PBC J1709.7-2349" , 257.43917 , -23.82011 , "359.83" , "9.51" , "(10+/-5.6)x10-12" , "X " , 0 , " -- " , "1RXS J170944.9"
926 , "PBC J1710.2-2807" , 257.5375 , -28.12167 , "356.35" , "6.93" , "(47+/-4.3)x10-12" , "LXB " , 0 , " -- " , "XTE J1710-281 "
927 , "PBC J1704.0+7836" , 256.07208 , 78.63014 , "110.98" , "31.74" , "(4.2+/-2.1)x10-12" , "ClG " , 0.058 , " -- " , "ABELL 2256 "
928 , "PBC J1711.8-3933" , 257.97125 , -39.55872 , "347.3" , "-0.1" , "(10.6+/-5.7)x10-12" , "gam " , 0 , " -- " , "TeV J1712-3932"
929 , "PBC J1712.4-4050" , 258.13583 , -40.83947 , "346.34" , "-0.96" , "(15.4+/-9.4)x10-12" , "LXB " , 0 , " -- " , "4U 1708-40 "
930 , "PBC J1712.6-3737" , 258.14375 , -37.64983 , "348.93" , "0.92" , "(88.2+/-3.8)x10-12" , "LXB " , 0 , " -- " , "SAX J1712.6-37"
931 , "PBC J1712.3-2320" , 258.09292 , -23.35269 , "0.57" , "9.29" , "(73.2+/-3)x10-12" , "ClG " , 0.028 , " -- " , "Oph Cluster "
932 , "PBC J1712.6-2415" , 258.16208 , -24.25769 , "359.86" , "8.72" , "(42.4+/-4.2)x10-12" , "DQ* " , 0 , " -- " , "V2400 Oph "
933 , "PBC J1715.2-5448" , 258.82083 , -54.80994 , "335.17" , "-9.43" , "(7.9+/-4.7)x10-12" , "X " , 0 , " -- " , "1RXS J171535.6"
934 , "PBC J1717.1-6249" , 259.27167 , -62.83447 , "328.48" , "-14.08" , "(83.2+/-3)x10-12" , "Sy2 " , 0.004 , " -- " , "NGC 6300 "
935 , "PBC J1719.6-4100" , 259.91792 , -41.02067 , "346.98" , "-2.16" , "(39.3+/-5.2)x10-12" , "CV* " , 0 , " -- " , "IGR J17195-410"
936 , "PBC J1720.1-5146" , 260.045 , -51.77761 , "338.12" , "-8.33" , "(8.7+/-4.7)x10-12" , "X " , 0 , " -- " , "1RXS J172032.0"
937 , "PBC J1720.1-3116" , 260.035 , -31.28197 , "355.02" , "3.33" , "(27.2+/-8.5)x10-12" , "HXB " , 0 , " -- " , "IGR J17200-311"
