_id , pccs1f44_name , other_name , RA , Dec , LII , BII , Detection pipeline flux density +/- err (mJy) , Aperture photometry flux density +/- err (mJy) , PSF fit flux density +/- err (mJy) , Gaussian fit flux density +/- err (mJy) , PositionError (arcmin) , Extended , Cirrus flag , External validation , ERCSC source name , Gaussian fit semimajor axis +/- err (arcmin) , Gaussian fit semiminor axis +/- err (arcmin) , Gaussian fit orientation +/- err (degrees) , Gaussian fit effective FWHM (arcmin)
11 , "PCCS1 044 G313.61-76.06 "  ,, 9.48167 , -40.785 , 313.60501 , -76.062 , "794.5+/-185.1" , "891.5+/-458.2" , "848.7+/-95.1" , "-" , 2.1 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
12 , "PCCS1 044 G115.09-64.80 "  ,, 9.52625 , -2.13222 , 115.089 , -64.80099 , "1235+/-205.3" , "614+/-496.1" , "337.4+/-102.5" , "550.5+/-96.2" , 2.1 , "No" , 0 , 2 , " " , "24.2+/-4.4" , "16+/-2.9" , "75.5+/-16.8" , 19.7
13 , "PCCS1 044 G094.42-87.94 "  ,, 11.77208 , -25.31472 , 94.419 , -87.94099 , "1194.9+/-195.3" , "1185+/-543.8" , "1045.5+/-101.7" , "-" , 2.1 , "Not available" , 0 , 2 , "PLCKERC044 G096.66-87.96" , "-" , "-" , "-" , -9.9
14 , "PCCS1 044 G303.24-43.86 "  ,, 12.08042 , -73.26222 , 303.24301 , -43.864 , "1331+/-171.2" , "2568.6+/-528.9" , "2043.5+/-99" , "-" , 2.1 , "Not available" , 0 , 2 , "PLCKERC044 G303.28-43.87" , "-" , "-" , "-" , -9.9
15 , "PCCS1 044 G303.33-59.52 "  ,, 12.4825 , -57.60889 , 303.32999 , -59.51801 , "1254.4+/-187.2" , "1212.2+/-356" , "427.8+/-79.8" , "1178.7+/-100.3" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G303.37-59.50" , "31.1+/-2.8" , "24.5+/-2.2" , "111.2+/-14.5" , 27.6
16 , "PCCS1 044 G122.51-69.69 "  ,, 12.71083 , -6.8225 , 122.507 , -69.694 , "1196.9+/-218.5" , "1519.9+/-569.7" , "1276.3+/-108.7" , "-" , 2.1 , "Not available" , 0 , 2 , "PLCKERC044 G122.69-69.71" , "-" , "-" , "-" , -9.9
17 , "PCCS1 044 G123.14-06.26 "  ,, 13.22792 , 56.61 , 123.136 , -6.261 , "9716.9+/-210.6" , "1.4e+4+/-641.1" , "1.3e+4+/-130.7" , "1.7e+4+/-159.4" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G123.11-06.26" , "35.2+/-0.4" , "33.8+/-0.4" , "79.3+/-10" , 34.5
18 , "PCCS1 044 G123.22+02.88 "  ,, 13.56458 , 65.75111 , 123.222 , 2.881 , "1864+/-195.6" , "4143.8+/-467.6" , "3247.8+/-95.1" , "5272.5+/-154.6" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G123.17+02.91" , "42.2+/-1.4" , "35+/-1.2" , "166.2+/-6.4" , 38.4
19 , "PCCS1 044 G126.47-64.40 "  ,, 14.38958 , -1.56722 , 126.474 , -64.397 , "990.6+/-222.6" , "1078.8+/-474.4" , "46.4+/-106" , "1172.2+/-147.4" , 2.1 , "No" , 0 , 2 , " " , "36.6+/-5" , "26.6+/-3.6" , "88.8+/-16" , 31.2
20 , "PCCS1 044 G124.52-32.50 "  ,, 14.41125 , 30.35139 , 124.52 , -32.501 , "965.6+/-199.9" , "350.7+/-481.2" , "432.1+/-106.6" , "343.3+/-96.2" , 2.1 , "No" , 0 , 2 , " " , "21.7+/-6.3" , "15.1+/-4.4" , "139.5+/-31.1" , 18.1
21 , "PCCS1 044 G300.82-60.08 "  ,, 14.79667 , -57.01333 , 300.81699 , -60.08299 , "1064.2+/-184.7" , "1103.7+/-327.3" , "953.3+/-74.3" , "1317+/-120.2" , 2.1 , "No" , 0 , 2 , " " , "36.6+/-3.7" , "29.5+/-3" , "121.7+/-17.1" , 32.9
22 , "PCCS1 044 G302.01-44.98 "  ,, 14.98 , -72.13 , 302.01199 , -44.983 , "1593.9+/-158.7" , "2717.9+/-425.3" , "2336.8+/-86.6" , "-" , 2.1 , "Not available" , 0 , 2 , "PLCKERC044 G302.08-44.97" , "-" , "-" , "-" , -9.9
23 , "PCCS1 044 G124.40-04.44 "  ,, 15.65542 , 58.39861 , 124.401 , -4.441 , "1777.8+/-218.2" , "1848.5+/-718.2" , "1878.8+/-107.2" , "2120.5+/-169.1" , 2.1 , "No" , 0 , 1 , " " , "35.6+/-3.1" , "26.9+/-2.3" , "21.3+/-11.6" , 31
24 , "PCCS1 044 G170.50-85.85 "  ,, 16.22208 , -24.28583 , 170.50301 , -85.84599 , "1086.4+/-195.2" , "1412.9+/-540" , "1322.7+/-99.2" , "2367.9+/-179.6" , 2.1 , "No" , 0 , 2 , " " , "48.9+/-4.3" , "33.1+/-3" , "110.1+/-7.8" , 40.2
25 , "PCCS1 044 G290.82-76.19 "  ,, 16.63917 , -40.57861 , 290.82199 , -76.192 , "1545+/-178.8" , "1243.2+/-485.5" , "1379.4+/-84" , "1409.1+/-114.8" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G290.76-76.13" , "32+/-2.8" , "24.7+/-2.2" , "145.9+/-12.7" , 28.2
26 , "PCCS1 044 G129.27-49.28 "  ,, 17.10708 , 13.38028 , 129.274 , -49.282 , "1046.5+/-231.6" , "645+/-559.2" , "139.7+/-126.5" , "393.3+/-89.5" , 2.1 , "No" , 0 , 2 , " " , "24.1+/-5.6" , "11.9+/-2.8" , "24.5+/-12.3" , 17
27 , "PCCS1 044 G131.84-60.97 "  ,, 17.17292 , 1.60667 , 131.84399 , -60.966 , "3337.9+/-236.7" , "2970.5+/-865.1" , "2728.9+/-116.5" , "3000.2+/-150.6" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G131.86-61.01" , "31+/-1.7" , "24.2+/-1.3" , "39.3+/-8.3" , 27.4
28 , "PCCS1 044 G128.18-30.45 "  ,, 18.20417 , 32.20278 , 128.17799 , -30.451 , "1190.9+/-240.6" , "952.6+/-803.3" , "599.6+/-110.1" , "901.7+/-129.5" , 2.1 , "No" , 0 , 2 , " " , "30+/-4.5" , "19.5+/-2.9" , "109.6+/-13.3" , 24.2
29 , "PCCS1 044 G144.73-73.39 "  ,, 19.07958 , -11.58111 , 144.731 , -73.39101 , "1341.3+/-203.9" , "693.8+/-538.7" , "404.5+/-105.2" , "733.5+/-96.2" , 2.1 , "No" , 0 , 2 , " " , "22.1+/-3" , "19.5+/-2.7" , "107.6+/-42" , 20.8
30 , "PCCS1 044 G134.60-50.37 "  ,, 20.435 , 11.81472 , 134.604 , -50.369 , "1709.8+/-232" , "1576.1+/-549" , "429+/-114.7" , "1318.1+/-139" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G134.63-50.38" , "25.5+/-2.8" , "24.4+/-2.7" , "5.8+/-96.5" , 24.9
31 , "PCCS1 044 G126.65-00.77 "  ,, 20.77458 , 61.86861 , 126.655 , -0.774 , "2633.2+/-214.6" , "2872.9+/-736.3" , "2474.4+/-104.8" , "2909.9+/-141.3" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G126.66-00.77" , "32.2+/-1.7" , "26.7+/-1.4" , "166.5+/-10.5" , 29.3
32 , "PCCS1 044 G141.22-61.83 "  ,, 21.3775 , -0.17583 , 141.21899 , -61.832 , "1096.2+/-221.9" , "1398.5+/-549.8" , "968.9+/-112.3" , "1495.3+/-171.4" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G141.33-61.80" , "35.9+/-4.5" , "27.8+/-3.5" , "9.3+/-18.2" , 31.6
33 , "PCCS1 044 G129.10-13.50 "  ,, 22.01042 , 48.93361 , 129.10001 , -13.499 , "1337.1+/-228" , "1156+/-444.5" , "1130.1+/-90.8" , "1327.6+/-124.5" , 2.1 , "No" , 0 , 2 , " " , "35.2+/-3.5" , "24.3+/-2.4" , "65.8+/-10.1" , 29.2
34 , "PCCS1 044 G127.07+00.77 "  ,, 22.12417 , 63.33917 , 127.075 , 0.766 , "954.7+/-226.4" , "3160.2+/-692.9" , "2709.6+/-110.9" , "-" , 2.1 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
35 , "PCCS1 044 G168.06-76.00 "  ,, 23.18125 , -16.89 , 168.061 , -76 , "1774.7+/-208.3" , "2132.6+/-548.2" , "1812.7+/-109.9" , "2066.1+/-161.1" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G167.92-76.04" , "34.9+/-2.9" , "26.2+/-2.2" , "142.1+/-11.1" , 30.3
36 , "PCCS1 044 G267.79-75.31 "  ,, 23.64417 , -38.72917 , 267.79001 , -75.30901 , "932.5+/-208.6" , "669+/-454.1" , "191+/-93" , "495.9+/-98.9" , 2.1 , "No" , 0 , 2 , " " , "32.1+/-6.7" , "16.4+/-3.4" , "56.3+/-11.3" , 23
37 , "PCCS1 044 G130.78-14.30 "  ,, 24.24208 , 47.87417 , 130.784 , -14.302 , "3746.6+/-200.7" , "3928.1+/-748.2" , "3835.8+/-104.9" , "4522.7+/-143.2" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G130.77-14.32" , "32.3+/-1.1" , "28.2+/-1" , "25.6+/-9.5" , 30.2
38 , "PCCS1 044 G127.91+01.82 "  ,, 24.37875 , 64.24194 , 127.913 , 1.817 , "932.1+/-218.8" , "866.3+/-534.8" , "2364.4+/-115.8" , "1085.3+/-196.1" , 2.1 , "No" , 0 , 0 , " " , "51.9+/-2.1" , "21.1+/-4.6" , "103.3+/-8.1" , 33.1
39 , "PCCS1 044 G201.27-79.28 "  ,, 24.41083 , -24.48972 , 201.26601 , -79.276 , "2486.4+/-190" , "2264.6+/-538.6" , "2186.8+/-99.1" , "2244.9+/-126.1" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G201.23-79.27" , "30.8+/-1.8" , "22.9+/-1.4" , "13.5+/-7.7" , 26.6
40 , "PCCS1 044 G159.16-68.90 "  ,, 25.32417 , -9.60944 , 159.16499 , -68.897 , "835.9+/-188.7" , "254.6+/-533.3" , "526.7+/-121.9" , "410.2+/-129" , 2.1 , "No" , 0 , 2 , " " , "26.5+/-8.7" , "21.4+/-7" , "110.1+/-59.3" , 23.8
41 , "PCCS1 044 G215.76-78.78 "  ,, 25.46958 , -27.11611 , 215.755 , -78.78101 , "926.4+/-216.9" , "-" , "1380.4+/-113.4" , "287.7+/-106.9" , 2.1 , "No" , 0 , 2 , " " , "31.8+/-8.7" , "13.1+/-5.4" , "134.9+/-16.3" , 20.4
42 , "PCCS1 044 G218.25-78.05 "  ,, 26.31208 , -27.59306 , 218.25301 , -78.049 , "1292+/-204.7" , "1314.4+/-728.6" , "1380.4+/-113.4" , "-" , 2.1 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
43 , "PCCS1 044 G147.81-44.00 "  ,, 31.14583 , 15.30639 , 147.813 , -44.00301 , "1251.1+/-219.5" , "1081.5+/-755.7" , "1094.3+/-139.5" , "-" , 2.1 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
44 , "PCCS1 044 G140.55-28.12 "  ,, 31.25042 , 32.22167 , 140.548 , -28.121 , "1602.8+/-211.1" , "1614.3+/-473.3" , "1454.8+/-115.7" , "1264+/-133.1" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G140.53-28.12" , "27.2+/-3" , "21.5+/-2.4" , "119.1+/-18.4" , 24.2
45 , "PCCS1 044 G186.13-70.24 "  ,, 31.26375 , -17.06333 , 186.131 , -70.23599 , "949.9+/-207.8" , "239.3+/-563.7" , "617.9+/-109.4" , "253.6+/-68.9" , 2.1 , "No" , 0 , 2 , " " , "24.2+/-0.8" , "9.8+/-3.1" , "155.6+/-12.4" , 15.4
46 , "PCCS1 044 G130.72+03.08 "  ,, 31.39958 , 64.82472 , 130.717 , 3.08 , "1.6e+4+/-260.2" , "1.7e+4+/-481.1" , "1.7e+4+/-104.4" , "1.7e+4+/-120.8" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G130.73+03.08" , "28.9+/-0.2" , "27.7+/-0.2" , "56.9+/-6.8" , 28.3
47 , "PCCS1 044 G207.72-72.73 "  ,, 31.7875 , -24.29306 , 207.717 , -72.729 , "800.1+/-198.3" , "963.9+/-737.5" , "405.6+/-103.2" , "-" , 2.1 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
48 , "PCCS1 044 G276.05-61.78 "  ,, 32.72208 , -51.00306 , 276.052 , -61.77699 , "2201.1+/-176.8" , "1857+/-439.7" , "1817.6+/-78.6" , "1505.7+/-89.9" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G276.01-61.75" , "26.1+/-1.6" , "23+/-1.4" , "50.6+/-19.5" , 24.5
49 , "PCCS1 044 G152.53-47.31 "  ,, 32.79958 , 10.92639 , 152.52699 , -47.31 , "1590.2+/-232.4" , "672.4+/-912.3" , "382+/-135.2" , "1455.5+/-199.1" , 2.1 , "No" , 0 , 2 , " " , "48.4+/-6.7" , "19.9+/-3" , "51.3+/-5.7" , 31.1
50 , "PCCS1 044 G285.58-54.34 "  ,, 33.18917 , -59.96833 , 285.58099 , -54.33501 , "649.6+/-157.7" , "649.7+/-494.9" , "507+/-74.2" , "-" , 2.1 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
51 , "PCCS1 044 G128.95+11.95 "  ,, 34.43208 , 73.80722 , 128.948 , 11.952 , "2281.7+/-188" , "2326.6+/-327.2" , "2233.4+/-79.1" , "2486.5+/-111.6" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G128.95+11.97" , "33.3+/-1.6" , "26.2+/-1.3" , "31.4+/-7.6" , 29.6
52 , "PCCS1 044 G162.21-54.44 "  ,, 34.47375 , 1.69972 , 162.214 , -54.44099 , "1838.8+/-248.1" , "2528.2+/-727" , "2205+/-125.5" , "-" , 2.1 , "Not available" , 0 , 2 , "PLCKERC044 G162.21-54.40" , "-" , "-" , "-" , -9.9
53 , "PCCS1 044 G140.19-16.77 "  ,, 35.72625 , 43.01889 , 140.19299 , -16.766 , "991.6+/-205" , "902.8+/-722.8" , "1009.7+/-117.3" , "-" , 2.1 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
54 , "PCCS1 044 G159.71-49.14 "  ,, 36.0975 , 6.97861 , 159.705 , -49.14101 , "1540.6+/-237.5" , "1764.9+/-612.2" , "1477.2+/-126.9" , "2261.4+/-200.6" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G159.69-49.14" , "43.2+/-4.2" , "26.3+/-2.6" , "84.3+/-7" , 33.7
55 , "PCCS1 044 G133.75+01.23 "  ,, 36.5 , 62.10111 , 133.74899 , 1.232 , "7.9e+4+/-682.1" , "1.1e+5+/-4378.6" , "9.6e+4+/-1183.7" , "1.2e+5+/-1702.4" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G133.73+01.23" , "34.4+/-0.5" , "30.4+/-0.5" , "49.3+/-4.9" , 32.4
56 , "PCCS1 044 G132.16+06.24 "  ,, 37.31833 , 67.34194 , 132.16499 , 6.241 , "1189.2+/-202.4" , "892.9+/-532.3" , "653.1+/-90.6" , "730.3+/-96.1" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G132.13+06.20" , "28.4+/-3.9" , "20+/-2.8" , "144.9+/-15.2" , 23.9
57 , "PCCS1 044 G157.08-42.80 "  ,, 37.89833 , 13.33194 , 157.078 , -42.802 , "1255.8+/-214" , "1392.6+/-526.6" , "1416.9+/-112.6" , "1665.2+/-164.2" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G157.14-42.75" , "36.2+/-3.9" , "28.4+/-3.1" , "93.9+/-16.4" , 32
58 , "PCCS1 044 G135.20+00.95 "  ,, 39.10875 , 61.29583 , 135.198 , 0.95 , "6924.8+/-783" , "2.4e+4+/-3038.1" , "6.1e+4+/-2259.3" , "-" , 2.1 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
59 , "PCCS1 044 G283.11-51.31 "  ,, 39.2825 , -61.55778 , 283.11301 , -51.31 , "851.4+/-165" , "985.8+/-329.2" , "852.7+/-70.6" , "1210.3+/-118.8" , 2.1 , "No" , 0 , 2 , " " , "53.1+/-5.8" , "23.5+/-2.6" , "126.9+/-4.4" , 35.3
60 , "PCCS1 044 G149.49-28.51 "  ,, 39.49792 , 28.805 , 149.491 , -28.514 , "2223.2+/-236.8" , "2002.2+/-680.9" , "2135.9+/-105.3" , "-" , 2.1 , "Not available" , 0 , 2 , "PLCKERC044 G149.52-28.54" , "-" , "-" , "-" , -9.9
61 , "PCCS1 044 G156.77-39.10 "  ,, 39.66542 , 16.61972 , 156.772 , -39.105 , "1148.4+/-242.4" , "1128.4+/-496.1" , "502.2+/-111.7" , "1245.7+/-154.9" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G156.80-39.06" , "31.9+/-4.3" , "27.3+/-3.7" , "90.3+/-32.8" , 29.5
62 , "PCCS1 044 G182.15-57.77 "  ,, 40.43292 , -8.21472 , 182.153 , -57.77499 , "942.6+/-211" , "598.7+/-857.3" , "125.4+/-121.9" , "-" , 2.1 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
63 , "PCCS1 044 G161.91-43.41 "  ,, 40.5925 , 10.91056 , 161.908 , -43.409 , "1128.2+/-225.6" , "1317.1+/-942.2" , "1291.5+/-116.1" , "1846.4+/-189.6" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G161.93-43.34" , "49.4+/-5.6" , "25.5+/-2.9" , "78.8+/-5.9" , 35.5
64 , "PCCS1 044 G216.27-64.60 "  ,, 41.24333 , -25.73139 , 216.274 , -64.59801 , "859.4+/-188.9" , "814.9+/-484.3" , "789.9+/-96.8" , "-" , 2.1 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
65 , "PCCS1 044 G136.90+00.94 "  ,, 42.2825 , 60.58139 , 136.897 , 0.941 , "7700.1+/-747.5" , "2.1e+4+/-3043.5" , "1.6e+4+/-552.1" , "-" , 2.1 , "Not available" , 0 , 2 , "PLCKERC044 G136.88+00.89" , "-" , "-" , "-" , -9.9
66 , "PCCS1 044 G191.03-58.35 "  ,, 42.75417 , -12.35222 , 191.02699 , -58.34801 , "839.9+/-209.9" , "926.6+/-650.5" , "811+/-118.7" , "-" , 2.1 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
67 , "PCCS1 044 G272.46-54.61 "  ,, 43.39208 , -54.68583 , 272.46399 , -54.608 , "2064.7+/-162" , "3164.6+/-433.3" , "2963.7+/-85" , "4638.1+/-156" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G272.48-54.60" , "49.7+/-2" , "33+/-1.3" , "113.7+/-3.3" , 40.5
68 , "PCCS1 044 G133.33+09.14 "  ,, 43.43792 , 69.50139 , 133.327 , 9.137 , "860.4+/-214.5" , "1086.6+/-499.3" , "916.8+/-100.8" , "1473.3+/-179.5" , 2.1 , "No" , 0 , 0 , " " , "48.1+/-6.7" , "29.1+/-4.1" , "55.5+/-9.6" , 37.4
69 , "PCCS1 044 G173.66-48.46 "  ,, 43.76875 , 1.85139 , 173.662 , -48.457 , "948.5+/-232.3" , "248.1+/-571" , "113.5+/-114.3" , "408.4+/-108.3" , 2.1 , "No" , 0 , 0 , " " , "27.8+/-7.6" , "15.2+/-4.2" , "69.1+/-17" , 20.6
70 , "PCCS1 044 G204.94-60.26 "  ,, 44.27208 , -19.54444 , 204.936 , -60.265 , "944.8+/-214" , "189.7+/-533.2" , "24.1+/-114.3" , "220.9+/-92.2" , 2.1 , "No" , 0 , 0 , " " , "31.7+/-1.5" , "13+/-6.4" , "164.4+/-19.3" , 20.3
71 , "PCCS1 044 G137.81+01.46 "  ,, 44.42375 , 60.6275 , 137.814 , 1.457 , "4119.8+/-490.7" , "1.9e+4+/-3319.2" , "1.6e+4+/-552.1" , "-" , 2.1 , "Not available" , 0 , 2 , "PLCKERC044 G137.83+01.51" , "-" , "-" , "-" , -9.9
72 , "PCCS1 044 G280.25-48.71 "  ,, 45.91375 , -62.19111 , 280.25201 , -48.705 , "1557.2+/-179.5" , "1459.9+/-402.3" , "1530.1+/-83.1" , "-" , 2.1 , "Not available" , 0 , 2 , "PLCKERC044 G280.18-48.64" , "-" , "-" , "-" , -9.9
73 , "PCCS1 044 G145.03-09.89 "  ,, 45.92792 , 47.22556 , 145.02699 , -9.892 , "1411.2+/-207.2" , "1515.7+/-570.6" , "1345.1+/-101.1" , "2109.4+/-172.6" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G145.01-09.87" , "49.2+/-4.5" , "25.7+/-2.3" , "19.7+/-4.8" , 35.5
74 , "PCCS1 044 G174.89-44.51 "  ,, 47.12917 , 4.09444 , 174.894 , -44.511 , "1308.6+/-218.6" , "1427.1+/-512.7" , "179+/-104.3" , "1674+/-160.8" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G174.85-44.49" , "36.3+/-3.8" , "29.1+/-3.1" , "53.7+/-17.6" , 32.5
75 , "PCCS1 044 G169.31-39.73 "  ,, 47.33292 , 10.41139 , 169.31 , -39.733 , "921.5+/-223.9" , "1737.6+/-538.9" , "1251.8+/-113.2" , "-" , 2.1 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
76 , "PCCS1 044 G278.23-48.87 "  ,, 47.49917 , -61.08139 , 278.23199 , -48.869 , "949.7+/-189.4" , "1617.9+/-353.6" , "1329+/-79.7" , "-" , 2.1 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
77 , "PCCS1 044 G159.57-29.14 "  ,, 47.55625 , 23.68639 , 159.573 , -29.137 , "951.2+/-224.2" , "536.8+/-428.5" , "86.3+/-100.2" , "473.4+/-117.3" , 2.1 , "No" , 0 , 0 , " " , "32.9+/-8.5" , "19.4+/-5.1" , "61.7+/-18.6" , 25.3
78 , "PCCS1 044 G293.44-37.56 "  ,, 47.96667 , -76.86194 , 293.44101 , -37.556 , "1247.8+/-167.5" , "1529.4+/-367.3" , "1421.4+/-60.8" , "1993.9+/-94.5" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G293.41-37.55" , "44+/-2.3" , "27.3+/-1.4" , "173.6+/-3.9" , 34.6
79 , "PCCS1 044 G149.60-14.10 "  ,, 48.2775 , 41.31861 , 149.59801 , -14.103 , "1119.7+/-254.3" , "205.6+/-585.6" , "1.2e+4+/-235.2" , "-" , 2.1 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
80 , "PCCS1 044 G152.03-16.54 "  ,, 49.12333 , 37.99806 , 152.02699 , -16.545 , "1190.6+/-241.7" , "708+/-547.1" , "714+/-109.7" , "959.9+/-144.6" , 2.1 , "No" , 0 , 0 , " " , "50.1+/-1.3" , "20.3+/-3.7" , "59+/-6.7" , 31.9
81 , "PCCS1 044 G187.53-48.43 "  ,, 49.85167 , -5.03806 , 187.53 , -48.42999 , "911.6+/-201.6" , "398+/-593.9" , "824+/-111.8" , "452.5+/-124" , 2.1 , "No" , 0 , 0 , " " , "24+/-6.8" , "21.1+/-6" , "131.8+/-87.1" , 22.5
82 , "PCCS1 044 G150.57-13.25 "  ,, 49.95375 , 41.51861 , 150.57401 , -13.254 , "1.6e+4+/-238.7" , "1.4e+4+/-466" , "1.4e+4+/-115.5" , "1.3e+4+/-127" , 2.1 , "No" , 0 , 2 , "PLCKERC044 G150.57-13.24" , "27+/-0.3" , "25.1+/-0.3" , "52.8+/-5.4" , 26.1
83 , "PCCS1 044 G240.10-56.90 "  ,, 50.41875 , -37.15306 , 240.105 , -56.89799 , "2988.3+/-186.3" , "5602.6+/-538.7" , "4677.1+/-126.6" , "-" , 2.1 , "Not available" , 0 , 2 , "PLCKERC044 G240.06-56.90" , "-" , "-" , "-" , -9.9
