_id , pccs1f143_name , other_name, RA , Dec , LII , BII , Detection pipeline flux density +/- err (mJy) , Aperture photometry flux density +/- err (mJy) , PSF fit flux density +/- err (mJy) , Gaussian fit flux density +/- err (mJy) , PositionError (arcmin) , Extended , Cirrus flag , External validation , ERCSC source name , Gaussian fit semimajor axis +/- err (arcmin) , Gaussian fit semiminor axis +/- err (arcmin) , Gaussian fit orientation +/- err (degrees) , Gaussian fit effective FWHM (arcmin)
31 , "PCCS1 143 G114.54-23.64 "   ,, 3.02167 , 38.58444 , 114.54835 , -23.64567 , "173.1+/-36.8" , "389.7+/-197.1" , "333.2+/-38.7" , "1457.9+/-231.7" , 0.7 , "Yes" , 3 , 0 , " " , "21.9+/-4.9" , "14.2+/-3.5" , "128.5+/-0.000" , 17.6
32 , "PCCS1 143 G118.18-01.57 "   ,, 3.05 , 60.935 , 118.18254 , -1.57438 , "366.9+/-49.5" , "503.7+/-160.4" , "430.7+/-32.7" , "521+/-50.7" , 0.7 , "No" , 16 , 1 , " " , "9+/-1" , "7.7+/-0.8" , "9.2+/-0.000" , 8.4
33 , "PCCS1 143 G310.62-54.18 "   ,, 3.1325 , -62.35917 , 310.62921 , -54.18364 , "150.4+/-29.2" , "346.7+/-170.1" , "352.3+/-29.3" , "1574+/-294.5" , 0.7 , "Yes" , 0 , 0 , " " , "24.3+/-5.8" , "16.2+/-4.4" , "136.2+/-0.000" , 19.8
34 , "PCCS1 143 G332.42-74.93 "   ,, 3.25625 , -39.91583 , 332.42213 , -74.93487 , "256.8+/-28.6" , "426.4+/-218.4" , "344.8+/-38.7" , "662.6+/-92.1" , 0.7 , "Yes" , 2 , 2 , "PLCKERC143 G332.46-74.93" , "12.8+/-2.2" , "9.7+/-1.7" , "101.6+/-0.000" , 11.2
35 , "PCCS1 143 G120.03+09.87 "   ,, 3.30083 , 72.5275 , 120.03122 , 9.87151 , "365+/-38.1" , "610.9+/-113.9" , "540.9+/-29.2" , "1503.8+/-69.6" , 0.7 , "Yes" , 4 , 1 , "PLCKERC143 G120.02+09.87" , "17.2+/-1.1" , "11.9+/-0.8" , "176.9+/-0.000" , 14.3
36 , "PCCS1 143 G115.24-21.43 "   ,, 3.385 , 40.86944 , 115.24705 , -21.43592 , "715.1+/-43.4" , "598.3+/-209.4" , "659.2+/-45.1" , "772.9+/-64.2" , 0.7 , "No" , 0 , 2 , "PLCKERC143 G115.24-21.45" , "8.2+/-0.7" , "7.6+/-0.7" , "30.7+/-0.000" , 7.9
37 , "PCCS1 143 G118.61-00.41 "   ,, 3.57833 , 62.14444 , 118.61029 , -0.41524 , "281.3+/-42.2" , "173.6+/-184" , "152.3+/-45.4" , "308+/-58" , 0.7 , "No" , 30 , 0 , " " , "13.6+/-0.7" , "5.5+/-1.3" , "78.1+/-0.000" , 8.6
38 , "PCCS1 143 G118.95+01.91 "   ,, 3.595 , 64.49861 , 118.95526 , 1.91351 , "503.8+/-53.9" , "781.7+/-201.4" , "731.7+/-49.2" , "2393.7+/-141.7" , 0.7 , "Yes" , 26 , 2 , "PLCKERC143 G118.94+01.91" , "24.4+/-0.8" , "9.8+/-0.8" , "49.2+/-0.000" , 15.5
39 , "PCCS1 143 G119.54+05.91 "   ,, 3.62125 , 68.54306 , 119.54729 , 5.91454 , "235.7+/-49.3" , "577.4+/-330.9" , "524.7+/-65.6" , "1637.8+/-222.6" , 0.7 , "Yes" , 17 , 1 , " " , "23.9+/-4.5" , "9.8+/-1.8" , "129.4+/-0.000" , 15.3
40 , "PCCS1 143 G332.79-75.73 "   ,, 3.75083 , -39.20472 , 332.79092 , -75.73652 , "255.4+/-34.4" , "494.7+/-208" , "439.3+/-37" , "1232.2+/-149.2" , 0.7 , "Yes" , 3 , 2 , "PLCKERC143 G332.82-75.71" , "16+/-2.9" , "13.1+/-2.5" , "36+/-0.000" , 14.5
41 , "PCCS1 143 G116.72-14.39 "   ,, 3.84542 , 48.04361 , 116.72374 , -14.39286 , "193.8+/-36.6" , "272.4+/-204.1" , "168+/-43.4" , "302.7+/-74.8" , 0.7 , "No" , 3 , 0 , " " , "10.3+/-2.9" , "8.1+/-2.3" , "109.3+/-0.000" , 9.2
42 , "PCCS1 143 G118.61-01.32 "   ,, 3.86667 , 61.24056 , 118.61777 , -1.32938 , "719.4+/-52.9" , "1611.5+/-396.4" , "1471.2+/-73.3" , "3491.7+/-218.7" , 0.7 , "Yes" , 28 , 2 , "PLCKERC143 G118.61-01.34" , "14.6+/-1.3" , "11.7+/-1.1" , "92.3+/-0.000" , 13.1
43 , "PCCS1 143 G103.95-61.82 "   ,, 4.02583 , -0.25694 , 103.95586 , -61.82011 , "266.6+/-49.4" , "285.6+/-161.7" , "351.3+/-47.1" , "484.4+/-73.1" , 0.7 , "No" , 4 , 0 , "PLCKERC143 G103.95-61.82" , "11.1+/-1.9" , "7.8+/-1.4" , "15.5+/-0.000" , 9.3
44 , "PCCS1 143 G118.74-01.23 "   ,, 4.09917 , 61.34972 , 118.74347 , -1.23673 , "327.9+/-53.6" , "923.7+/-260.1" , "1187.2+/-79.5" , "-" , 0.7 , "Not available" , 30 , 2 , " " , "-" , "-" , "-" , -9.9
45 , "PCCS1 143 G107.19-56.14 "   ,, 4.125 , 5.65194 , 107.19173 , -56.14839 , "194.7+/-39.2" , "245.9+/-146.1" , "260.2+/-30" , "739.3+/-116.1" , 0.7 , "Yes" , 1 , 0 , " " , "21.4+/-5.2" , "11.5+/-2.8" , "178.7+/-0.000" , 15.7
46 , "PCCS1 143 G119.76+05.99 "   ,, 4.18417 , 68.64806 , 119.76658 , 5.99002 , "265+/-46.1" , "720.4+/-386.5" , "868.7+/-80.8" , "4582.8+/-373.2" , 0.7 , "Yes" , 10 , 1 , " " , "26.9+/-3.5" , "12.9+/-1.6" , "69.1+/-0.000" , 18.7
47 , "PCCS1 143 G101.19-66.63 "   ,, 4.37917 , -5.20417 , 101.19804 , -66.63396 , "316.6+/-43.8" , "240.1+/-92.8" , "275.4+/-25" , "-" , 0.7 , "Not available" , 3 , 1 , "PLCKERC143 G101.18-66.65" , "-" , "-" , "-" , -9.9
48 , "PCCS1 143 G103.44-64.17 "   ,, 4.49375 , -2.57194 , 103.44543 , -64.1704 , "187.8+/-35.9" , "372.6+/-109.3" , "362.3+/-33.6" , "930.9+/-73.7" , 0.7 , "Yes" , 5 , 1 , " " , "17.4+/-1.9" , "11.4+/-1.3" , "125+/-0.000" , 14.1
49 , "PCCS1 143 G119.55+03.16 "   ,, 4.5975 , 65.81806 , 119.55225 , 3.16346 , "434.9+/-68.6" , "592.7+/-288.7" , "696.5+/-56.6" , "-" , 0.7 , "Not available" , 31 , 2 , "PLCKERC143 G119.52+03.16" , "-" , "-" , "-" , -9.9
50 , "PCCS1 143 G112.87-41.88 "   ,, 4.88833 , 20.36111 , 112.87459 , -41.88709 , "215+/-44.7" , "286.3+/-175.6" , "182.8+/-42.1" , "617.3+/-86.2" , 0.7 , "Yes" , 11 , 2 , " " , "18.4+/-1.2" , "7.5+/-1.4" , "58.3+/-0.000" , 11.7
51 , "PCCS1 143 G119.17-00.87 "   ,, 4.90583 , 61.76861 , 119.17872 , -0.87081 , "405.4+/-49.1" , "1726.4+/-593.7" , "1300.2+/-106.5" , "4954.6+/-515.3" , 0.7 , "Yes" , 33 , 1 , " " , "20.1+/-3.2" , "13.3+/-2.3" , "84.8+/-0.000" , 16.3
52 , "PCCS1 143 G120.65+10.73 "   ,, 4.97083 , 73.46361 , 120.65328 , 10.73176 , "486.3+/-37.1" , "325.9+/-107.6" , "370.2+/-26.1" , "356.5+/-33.4" , 0.7 , "No" , 3 , 2 , "PLCKERC143 G120.65+10.73" , "8.8+/-0.9" , "5.9+/-0.6" , "55.3+/-0.000" , 7.2
53 , "PCCS1 143 G118.96-03.34 "   ,, 5.08833 , 59.28722 , 118.96521 , -3.34479 , "325.3+/-42.9" , "420.6+/-146.6" , "333.6+/-36.1" , "508.5+/-50.4" , 0.7 , "No" , 15 , 0 , "PLCKERC143 G118.95-03.33" , "11.2+/-1.3" , "7.5+/-0.9" , "56.2+/-0.000" , 9.2
54 , "PCCS1 143 G118.25-09.87 "   ,, 5.23667 , 52.71583 , 118.25341 , -9.87866 , "276.4+/-56.1" , "367.9+/-310.8" , "239.8+/-61.6" , "421.9+/-116" , 0.7 , "No" , 33 , 1 , " " , "16.3+/-1.4" , "6.6+/-2.3" , "146.4+/-0.000" , 10.3
55 , "PCCS1 143 G119.39-00.84 "   ,, 5.35 , 61.82056 , 119.39331 , -0.84461 , "506.5+/-53.6" , "1035.5+/-422.3" , "848.2+/-91" , "-" , 0.7 , "Not available" , 31 , 2 , "PLCKERC143 G119.40-00.84" , "-" , "-" , "-" , -9.9
56 , "PCCS1 143 G118.53-08.27 "   ,, 5.37833 , 54.34556 , 118.53378 , -8.27045 , "176.8+/-36.1" , "451.1+/-306.1" , "521.2+/-48.7" , "1827.3+/-274.5" , 0.7 , "Yes" , 24 , 0 , " " , "22+/-4.6" , "12.6+/-2.9" , "41.1+/-0.000" , 16.6
57 , "PCCS1 143 G109.99-56.00 "   ,, 5.62542 , 6.13611 , 109.9921 , -56.00692 , "314.9+/-42.8" , "70.6+/-167.1" , "66.6+/-45" , "115.7+/-47.3" , 0.7 , "No" , 0 , 2 , " " , "6.1+/-2.6" , "4.3+/-1.8" , "34.7+/-0.000" , 5.2
58 , "PCCS1 143 G113.93-42.03 "   ,, 5.74625 , 20.34417 , 113.93929 , -42.03019 , "237.2+/-46.1" , "510.9+/-190.4" , "342+/-59.8" , "1824.5+/-182.4" , 0.7 , "Yes" , 7 , 0 , " " , "27.4+/-2.8" , "11.1+/-1.6" , "174.1+/-0.000" , 17.5
59 , "PCCS1 143 G120.15+03.44 "   ,, 5.985 , 66.16333 , 120.15434 , 3.44024 , "759.1+/-77.5" , "986+/-338.5" , "806.8+/-105" , "1023.5+/-120.5" , 0.7 , "No" , 26 , 2 , "PLCKERC143 G120.13+03.46" , "9.3+/-1.2" , "6.8+/-0.9" , "27.7+/-0.000" , 8
60 , "PCCS1 143 G120.14+03.08 "   ,, 6.05333 , 65.80667 , 120.14419 , 3.08249 , "1166.5+/-70.8" , "2601.2+/-453.7" , "2057.9+/-112.5" , "6305.9+/-279.7" , 0.7 , "Yes" , 27 , 2 , "PLCKERC143 G120.15+03.09" , "21.6+/-1.4" , "9+/-0.5" , "80+/-0.000" , 13.9
61 , "PCCS1 143 G306.72-48.58 "   ,, 6.05667 , -68.33833 , 306.7219 , -48.58908 , "259.9+/-34.8" , "158.9+/-209" , "246.8+/-32.6" , "307.3+/-68.8" , 0.7 , "No" , 0 , 1 , " " , "9.7+/-2.4" , "7.4+/-1.8" , "60.1+/-0.000" , 8.5
62 , "PCCS1 143 G118.12-15.86 "   ,, 6.10208 , 46.7575 , 118.12483 , -15.8617 , "318+/-49.5" , "430.6+/-114.6" , "443+/-36.6" , "-" , 0.7 , "Not available" , 3 , 1 , "PLCKERC143 G118.10-15.86" , "-" , "-" , "-" , -9.9
63 , "PCCS1 143 G120.09+01.43 "   ,, 6.3525 , 64.15972 , 120.09985 , 1.43131 , "1018.4+/-61.4" , "2515.3+/-208.7" , "2119.5+/-58.1" , "3517.5+/-89.9" , 0.7 , "No" , 31 , 1 , "PLCKERC143 G120.10+01.43" , "11.5+/-0.4" , "9.7+/-0.3" , "95.4+/-0.000" , 10.6
64 , "PCCS1 143 G042.34-84.15 "   ,, 6.43542 , -26.02528 , 42.34881 , -84.15058 , "222.2+/-36.6" , "184+/-136" , "176.4+/-34.3" , "494.2+/-81" , 0.7 , "Yes" , 0 , 2 , " " , "20.5+/-1.7" , "8.3+/-1.8" , "110.9+/-0.000" , 13.1
65 , "PCCS1 143 G120.33+03.05 "   ,, 6.51917 , 65.80083 , 120.33376 , 3.05723 , "515.2+/-71.7" , "1317.5+/-611.2" , "1143.1+/-147.9" , "3053.8+/-247.4" , 0.7 , "Yes" , 27 , 1 , " " , "18.2+/-1" , "7.4+/-0.8" , "85+/-0.000" , 11.6
66 , "PCCS1 143 G334.91-80.27 "   ,, 6.57042 , -35.23639 , 334.91245 , -80.27468 , "166.9+/-32.2" , "-" , "83.4+/-41.3" , "40.7+/-30.4" , 0.7 , "No" , 0 , 0 , " " , "4.5+/-3.5" , "4.5+/-3.4" , "4.9+/-0.000" , 4.5
67 , "PCCS1 143 G120.27+02.16 "   ,, 6.58458 , 64.90472 , 120.27308 , 2.16274 , "902.2+/-61.4" , "1833.2+/-338.7" , "1651.6+/-91" , "4308.2+/-186.7" , 0.7 , "Yes" , 28 , 2 , "PLCKERC143 G120.26+02.17" , "17.5+/-1" , "11+/-0.7" , "24.4+/-0.000" , 13.9
68 , "PCCS1 143 G120.34+01.96 "   ,, 6.79375 , 64.71306 , 120.3435 , 1.96334 , "573.9+/-63.4" , "746.7+/-703.6" , "909.2+/-129.2" , "1950.9+/-287.1" , 0.7 , "Yes" , 30 , 2 , " " , "17.9+/-3.2" , "7.3+/-1.3" , "33.9+/-0.000" , 11.5
69 , "PCCS1 143 G120.44+02.76 "   ,, 6.8525 , 65.52444 , 120.44414 , 2.76888 , "372.8+/-71.6" , "813.5+/-711.4" , "817.9+/-116.4" , "2282.9+/-341.2" , 0.7 , "Yes" , 28 , 1 , " " , "20.9+/-3.3" , "8.6+/-1.7" , "66.2+/-0.000" , 13.4
70 , "PCCS1 143 G115.59-42.50 "   ,, 7.10958 , 20.04194 , 115.5978 , -42.50184 , "231.8+/-45" , "196+/-97.1" , "280.7+/-31.3" , "246.5+/-35.2" , 0.7 , "No" , 3 , 2 , "PLCKERC143 G115.61-42.49" , "7.8+/-1.2" , "6.6+/-1" , "125.2+/-0.000" , 7.2
71 , "PCCS1 143 G119.81-06.01 "   ,, 7.20667 , 56.72111 , 119.81655 , -6.0138 , "532.2+/-42.8" , "889.4+/-127.4" , "750+/-30" , "1023.8+/-50" , 0.7 , "No" , 12 , 2 , "PLCKERC143 G119.81-06.01" , "10.6+/-0.6" , "8.2+/-0.5" , "81.6+/-0.000" , 9.3
72 , "PCCS1 143 G117.76-27.69 "   ,, 7.27958 , 34.95583 , 117.76831 , -27.69204 , "290.7+/-43.5" , "436.4+/-212.2" , "435+/-48.6" , "1316.4+/-142" , 0.7 , "Yes" , 3 , 2 , "PLCKERC143 G117.78-27.67" , "19.7+/-3.1" , "10.4+/-1.6" , "1.8+/-0.000" , 14.3
73 , "PCCS1 143 G120.55+01.60 "   ,, 7.35458 , 64.37278 , 120.55303 , 1.60289 , "361.1+/-64.8" , "278.9+/-239.5" , "275.8+/-50.6" , "552.6+/-87.3" , 0.7 , "No" , 31 , 0 , " " , "16+/-1.2" , "6.5+/-1.3" , "13+/-0.000" , 10.2
74 , "PCCS1 143 G120.66+02.68 "   ,, 7.41125 , 65.46 , 120.66952 , 2.68411 , "715.8+/-67.8" , "1861.5+/-282.6" , "1414.4+/-93.4" , "2984.2+/-127.5" , 0.7 , "Yes" , 27 , 2 , "PLCKERC143 G120.66+02.66" , "18+/-0.9" , "7.9+/-0.4" , "62.1+/-0.000" , 11.9
75 , "PCCS1 143 G120.55+01.09 "   ,, 7.46042 , 63.8675 , 120.55646 , 1.0956 , "408.4+/-58.4" , "915.6+/-302.5" , "977.8+/-89" , "2438.4+/-175.2" , 0.7 , "Yes" , 28 , 2 , "PLCKERC143 G120.54+01.09" , "17.2+/-1.7" , "11.1+/-1.2" , "73.1+/-0.000" , 13.9
76 , "PCCS1 143 G121.14+07.82 "   ,, 7.51 , 70.6225 , 121.14274 , 7.82515 , "228+/-40.2" , "137.9+/-112.5" , "143+/-27.5" , "252.2+/-37.7" , 0.7 , "No" , 4 , 1 , " " , "10.7+/-1.7" , "6.2+/-1" , "106.7+/-0.000" , 8.1
77 , "PCCS1 143 G101.09-76.05 "   ,, 7.55708 , -14.0925 , 101.09443 , -76.05706 , "204.3+/-40.9" , "326.8+/-156.8" , "266.7+/-38.3" , "-" , 0.7 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
78 , "PCCS1 143 G317.31-74.11 "   ,, 7.57625 , -42.41861 , 317.31067 , -74.11444 , "239.8+/-40.7" , "63.6+/-117.8" , "66.4+/-30.5" , "84.1+/-25.5" , 0.7 , "No" , 1 , 1 , " " , "6.2+/-2" , "4.2+/-1.3" , "171.6+/-0.000" , 5.1
79 , "PCCS1 143 G310.70-66.00 "   ,, 7.86542 , -50.8225 , 310.70338 , -66.00313 , "146.9+/-30.2" , "117.5+/-405" , "177.1+/-64.8" , "357.7+/-236.6" , 0.7 , "Yes" , 0 , 0 , " " , "21.6+/-18.5" , "8.9+/-7.6" , "23.8+/-0.000" , 13.8
80 , "PCCS1 143 G120.23-06.44 "   ,, 8.0225 , 56.32306 , 120.23493 , -6.44722 , "211.6+/-39.1" , "565.7+/-241.7" , "552.9+/-61.5" , "-" , 0.7 , "Not available" , 11 , 2 , " " , "-" , "-" , "-" , -9.9
81 , "PCCS1 143 G120.96+02.68 "   ,, 8.11458 , 65.48194 , 120.96272 , 2.68294 , "447+/-56.9" , "496+/-744.1" , "488+/-116.4" , "1115.8+/-335.6" , 0.7 , "Yes" , 31 , 2 , " " , "18+/-6.5" , "7.4+/-2.7" , "176.6+/-0.000" , 11.6
82 , "PCCS1 143 G120.79-00.56 "   ,, 8.2625 , 62.22778 , 120.79176 , -0.56737 , "285.6+/-59.6" , "937.9+/-506.8" , "744.8+/-96.8" , "2813.1+/-708.1" , 0.7 , "Yes" , 19 , 1 , " " , "26.3+/-10.7" , "13.5+/-5.3" , "11.2+/-0.000" , 18.8
