_id , ercsc143_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
1 , "PLCKERC143 G117.61+02.31"    ,, 0.3475 , 64.67278 , 117.61 , 2.31953 , "2047+/-121" , "502.13+/-64" , "1594.3+/-70.07" , "3697.9+/-806.9" , 0.681 , 0 , 1 , 4 , "0.958+/-0.056"
2 , "PLCKERC143 G117.43+01.08"    ,, 0.49583 , 63.42611 , 117.43445 , 1.08352 , "641.6+/-67" , "327.24+/-59.3" , "619.2+/-39.63" , "653.2+/-200.1" , 0.681 , 1 , 1 , 3 , "0.962+/-0.064"
3 , "PLCKERC143 G084.63-71.06"    ,, 1.00625 , -11.81222 , 84.63685 , -71.06884 , "365+/-65" , "316.13+/-48.6" , "427+/-32.23" , "303.8+/-316.3" , 0.669 , 0 , 1 , 2 , "0.952+/-0.043"
4 , "PLCKERC143 G118.63+06.13"    ,, 1.08167 , 68.61611 , 118.6392 , 6.13794 , "3682.2+/-118" , "1564.71+/-64" , "3036.8+/-65.19" , "4512.9+/-103.49" , 0.681 , 0 , 0 , 4 , "0.988+/-0.045"
5 , "PLCKERC143 G312.83-55.22"    ,, 1.18333 , -60.99306 , 312.83999 , -55.22759 , "407.4+/-54" , "216.39+/-42.4" , "286.2+/-33.39" , "863.2+/-202.69" , 0.681 , 2 , 1 , 3 , "0.969+/-0.076"
6 , "PLCKERC143 G113.22-23.66"    ,, 1.50375 , 38.34417 , 113.22496 , -23.66988 , "684.7+/-42" , "602.51+/-51.7" , "709.2+/-35.17" , "774.7+/-88.01" , 0.669 , 0 , 0 , 1 , "0.996+/-0.046"
7 , "PLCKERC143 G093.54-66.65"    ,, 1.57167 , -6.39028 , 93.5403 , -66.65024 , "1029.9+/-70" , "1043.53+/-48.9" , "1046.6+/-31.21" , "1002+/-69.16" , 0.681 , 0 , 0 , 2 , "0.998+/-0.045"
8 , "PLCKERC143 G118.28+02.51"    ,, 1.81583 , 64.98194 , 118.28089 , 2.51006 , "626.6+/-79" , "362.28+/-67.1" , "604.3+/-31.59" , "1359.1+/-102.09" , 0.681 , 2 , 1 , 4 , "0.972+/-0.091"
9 , "PLCKERC143 G106.96-50.63"    ,, 2.62167 , 10.96472 , 106.9643 , -50.63291 , "1404.2+/-52" , "1423.34+/-49.2" , "1415.3+/-34.1" , "1389.6+/-76.07" , 0.681 , 0 , 0 , 2 , "0.999+/-0.045"
10 , "PLCKERC143 G116.62-10.54"   ,, 2.78958 , 51.83222 , 116.62201 , -10.54531 , "578+/-77" , "352.33+/-50.5" , "598.9+/-34.28" , "983.1+/-134.69" , 0.669 , 1 , 0 , 2 , "0.965+/-0.044"
11 , "PLCKERC143 G117.74-03.65"   ,, 2.83125 , 58.81556 , 117.74843 , -3.65185 , "1326+/-77" , "520.55+/-44.5" , "1033.4+/-35.53" , "1860.9+/-94.11" , 0.681 , 0 , 0 , 2 , "0.956+/-0.044"
12 , "PLCKERC143 G332.46-74.93"   ,, 3.2425 , -39.91028 , 332.46752 , -74.93344 , "394.7+/-57" , "271.65+/-48.4" , "379.7+/-33.5" , "441.2+/-91.39" , 0.669 , 2 , 0 , 2 , "0.955+/-0.043"
13 , "PLCKERC143 G120.02+09.87"   ,, 3.2725 , 72.53389 , 120.02363 , 9.87913 , "553.3+/-31" , "314.74+/-43.2" , "504.1+/-24.2" , "949.4+/-86.95" , 0.681 , 0 , 0 , 4 , "0.962+/-0.064"
14 , "PLCKERC143 G115.24-21.45"   ,, 3.38167 , 40.85444 , 115.2419 , -21.45031 , "863.2+/-63" , "852.29+/-52" , "873.6+/-35.54" , "881.2+/-81.95" , 0.669 , 0 , 0 , 2 , "0.998+/-0.045"
15 , "PLCKERC143 G118.94+01.91"   ,, 3.57333 , 64.49667 , 118.94585 , 1.91289 , "799.3+/-56" , "456.92+/-67.1" , "756.7+/-37.14" , "1439.3+/-111" , 0.681 , 0 , 0 , 3 , "0.963+/-0.066"
16 , "PLCKERC143 G332.82-75.71"   ,, 3.72833 , -39.21306 , 332.82982 , -75.71954 , "454.2+/-57" , "280.71+/-48.9" , "418.3+/-32.99" , "-898+/-156.37" , 0.669 , 0 , 1 , 2 , "0.953+/-0.043"
17 , "PLCKERC143 G118.61-01.34"   ,, 3.855 , 61.22806 , 118.61056 , -1.34099 , "1489.4+/-117" , "630.01+/-57.6" , "1206.8+/-47.21" , "2805.9+/-165.87" , 0.681 , 0 , 1 , 1 , "0.96+/-0.044"
18 , "PLCKERC143 G103.95-61.82"   ,, 4.02917 , -0.26528 , 103.95738 , -61.82887 , "326.1+/-63" , "261.49+/-46.4" , "290+/-30.23" , "372.2+/-88.83" , 0.681 , 2 , 0 , 2 , "0.962+/-0.064"
19 , "PLCKERC143 G101.18-66.65"   ,, 4.37958 , -5.22194 , 101.18503 , -66.65092 , "292.3+/-45" , "255.25+/-48.6" , "246.6+/-31.16" , "239.1+/-69.37" , 0.669 , 0 , 0 , 2 , "0.961+/-0.062"
20 , "PLCKERC143 G119.52+03.16"   ,, 4.54292 , 65.81361 , 119.52952 , 3.16208 , "591+/-98" , "385.14+/-67.1" , "665.2+/-53.94" , "37.5+/-399.09" , 0.681 , 1 , 1 , 4 , "0.967+/-0.074"
21 , "PLCKERC143 G120.65+10.73"   ,, 4.98042 , 73.46278 , 120.65596 , 10.73061 , "398.1+/-33" , "459.89+/-38.6" , "401.5+/-21.54" , "351.4+/-42.89" , 0.681 , 0 , 0 , 4 , "0.976+/-0.044"
22 , "PLCKERC143 G118.95-03.33"   ,, 5.05958 , 59.29306 , 118.95129 , -3.33733 , "435.8+/-50" , "327.76+/-51.8" , "379.7+/-22.23" , "405.1+/-54.39" , 0.681 , 0 , 0 , 2 , "0.966+/-0.072"
23 , "PLCKERC143 G119.40-00.84"   ,, 5.38375 , 61.82611 , 119.40973 , -0.84089 , "752.8+/-131" , "506.89+/-57.6" , "575.7+/-54.21" , "758.7+/-1320.82" , 0.681 , 0 , 1 , 1 , "0.959+/-0.058"
24 , "PLCKERC143 G120.13+03.46"   ,, 5.93708 , 66.18222 , 120.1371 , 3.46107 , "806.1+/-81" , "565.97+/-67.1" , "-" , "1452.7+/-85.16" , 0.681 , 0 , 0 , 4 , "0.956+/-0.053"
25 , "PLCKERC143 G118.10-15.86"   ,, 6.07792 , 46.74778 , 118.1066 , -15.8696 , "384.9+/-52" , "258.32+/-50.6" , "298.8+/-35.24" , "918.9+/-227.93" , 0.681 , 2 , 1 , 1 , "0.961+/-0.063"
26 , "PLCKERC143 G120.15+03.09"   ,, 6.07792 , 65.81611 , 120.15525 , 3.09088 , "2389+/-179" , "888.54+/-67.1" , "1905+/-127.43" , "6558.2+/-362.36" , 0.681 , 0 , 1 , 3 , "0.989+/-0.045"
27 , "PLCKERC143 G120.10+01.43"   ,, 6.36042 , 64.16167 , 120.10354 , 1.43279 , "2446.5+/-63" , "987.67+/-67.8" , "1987.3+/-52.17" , "3279.9+/-91.67" , 0.681 , 0 , 0 , 3 , "0.995+/-0.046"
28 , "PLCKERC143 G120.26+02.17"   ,, 6.56 , 64.91306 , 120.26356 , 2.17216 , "1679.7+/-113" , "769.12+/-67.1" , "1490.4+/-69.32" , "2077.3+/-181.74" , 0.681 , 1 , 0 , 5 , "0.988+/-0.045"
29 , "PLCKERC143 G115.61-42.49"   ,, 7.12042 , 20.04639 , 115.6123 , -42.49888 , "241.3+/-51" , "277.8+/-50.9" , "254.9+/-32.89" , "236+/-70.15" , 0.681 , 0 , 0 , 2 , "0.96+/-0.06"
30 , "PLCKERC143 G119.81-06.01"   ,, 7.20042 , 56.72278 , 119.81341 , -6.01174 , "790.2+/-35" , "546.38+/-47.2" , "746.5+/-24.3" , "989.7+/-70.4" , 0.681 , 1 , 0 , 1 , "0.977+/-0.044"
31 , "PLCKERC143 G117.78-27.67"   ,, 7.29167 , 34.97167 , 117.78147 , -27.67708 , "391.4+/-71" , "286.69+/-52.6" , "383.7+/-35.65" , "216.9+/-455.27" , 0.681 , 2 , 1 , 1 , "0.959+/-0.06"
32 , "PLCKERC143 G120.66+02.66"   ,, 7.40875 , 65.44361 , 120.66717 , 2.66783 , "1793.1+/-129" , "543.84+/-67.1" , "1302.1+/-72.22" , "3202.8+/-126.27" , 0.681 , 0 , 1 , 4 , "0.955+/-0.043"
33 , "PLCKERC143 G120.54+01.09"   ,, 7.42958 , 63.86472 , 120.54263 , 1.09404 , "933.8+/-80" , "303.29+/-58.2" , "822.2+/-38.21" , "2020.7+/-130.07" , 0.681 , 0 , 1 , 4 , "0.778+/-0.038"
34 , "PLCKERC143 G120.82-03.77"   ,, 8.77958 , 59.02806 , 120.82918 , -3.77703 , "862.9+/-79" , "304.47+/-51.8" , "681+/-48.88" , "3640.5+/-327.11" , 0.681 , 2 , 1 , 1 , "0.965+/-0.069"
35 , "PLCKERC143 G121.31+00.65"   ,, 9.22875 , 63.4775 , 121.31141 , 0.65158 , "2222.6+/-106" , "1517.51+/-67.8" , "1885.9+/-53.62" , "2447+/-116.96" , 0.681 , 0 , 0 , 4 , "0.999+/-0.046"
36 , "PLCKERC143 G121.38+01.23"   ,, 9.31042 , 64.06417 , 121.38019 , 1.23521 , "1045.7+/-62" , "559.08+/-67.1" , "981.1+/-34.4" , "1558.3+/-99.06" , 0.681 , 1 , 0 , 4 , "0.952+/-0.046"
37 , "PLCKERC143 G068.01-86.34"   ,, 9.55833 , -24.98806 , 68.0153 , -86.34335 , "507.6+/-39" , "655.27+/-47" , "583.4+/-31.76" , "586.9+/-70.81" , 0.669 , 0 , 0 , 2 , "0.998+/-0.046"
38 , "PLCKERC143 G115.23-64.80"   ,, 9.5875 , -2.12528 , 115.2334 , -64.80149 , "410.4+/-45" , "467.83+/-47.5" , "442.6+/-33.09" , "389.4+/-67.76" , 0.669 , 0 , 0 , 2 , "0.991+/-0.045"
39 , "PLCKERC143 G120.75-22.19"   ,, 10.205 , 40.63361 , 120.75678 , -22.19315 , "516.8+/-46" , "278.11+/-54" , "451.6+/-36.66" , "1045.6+/-171.68" , 0.669 , 2 , 1 , 2 , "0.954+/-0.049"
40 , "PLCKERC143 G121.74+00.22"   ,, 10.23125 , 63.07722 , 121.74232 , 0.22995 , "932+/-72" , "498.1+/-67.1" , "916.4+/-40" , "1760+/-108.01" , 0.681 , 1 , 0 , 3 , "0.956+/-0.053"
41 , "PLCKERC143 G121.69-05.67"   ,, 10.5825 , 57.17083 , 121.69164 , -5.67884 , "437.4+/-64" , "273.77+/-54.7" , "340.6+/-23.37" , "373.3+/-64.19" , 0.681 , 2 , 0 , 1 , "0.966+/-0.072"
42 , "PLCKERC143 G121.93-07.66"   ,, 11.13042 , 55.19417 , 121.93623 , -7.66414 , "529.5+/-64" , "359.63+/-47.2" , "381.4+/-38.36" , "2102.6+/-472.6" , 0.681 , 1 , 1 , 2 , "0.957+/-0.055"
43 , "PLCKERC143 G122.00-07.08"   ,, 11.2175 , 55.77861 , 122.00148 , -7.0812 , "1818.2+/-71" , "957.51+/-48.3" , "1543.6+/-53.59" , "2810.1+/-117.2" , 0.681 , 0 , 0 , 2 , "1+/-0.046"
44 , "PLCKERC143 G310.15-79.94"   ,, 11.28375 , -37.09139 , 310.15118 , -79.94826 , "397.6+/-52" , "350.21+/-47.2" , "377.3+/-32.22" , "679.5+/-123.56" , 0.681 , 0 , 0 , 2 , "0.957+/-0.044"
45 , "PLCKERC143 G097.51-87.96"   ,, 11.89375 , -25.28722 , 97.5183 , -87.96542 , "1281.9+/-63" , "924.3+/-47.3" , "1180.3+/-42.08" , "1638.5+/-95.09" , 0.681 , 0 , 0 , 2 , "0.999+/-0.046"
46 , "PLCKERC143 G303.25-44.01"   ,, 12.05333 , -73.11444 , 303.25747 , -44.01171 , "1102.1+/-77" , "268.69+/-35" , "790.9+/-43.15" , "2901.8+/-209.42" , 0.681 , 2 , 1 , 6 , "0.959+/-0.059"
47 , "PLCKERC143 G303.30-59.49"   ,, 12.50875 , -57.63583 , 303.30167 , -59.49127 , "585.5+/-43" , "582.82+/-46" , "589.5+/-32.04" , "574.1+/-72" , 0.669 , 0 , 0 , 2 , "0.996+/-0.046"
48 , "PLCKERC143 G303.01-44.29"   ,, 12.65375 , -72.82861 , 303.01674 , -44.29924 , "447.4+/-53" , "247.2+/-37" , "459.5+/-36.33" , "2994.9+/-270.39" , 0.681 , 1 , 1 , 6 , "0.963+/-0.067"
49 , "PLCKERC143 G122.27-72.35"   ,, 12.65792 , -9.48222 , 122.27678 , -72.35302 , "630.1+/-54" , "543.31+/-48.2" , "604.4+/-31.25" , "623.6+/-75.33" , 0.681 , 0 , 0 , 2 , "0.99+/-0.045"
50 , "PLCKERC143 G122.69-69.71"   ,, 12.77625 , -6.84 , 122.69408 , -69.71185 , "1072.5+/-49" , "754.98+/-49.4" , "979.1+/-32.12" , "1251.5+/-94.93" , 0.681 , 0 , 0 , 2 , "0.999+/-0.046"
51 , "PLCKERC143 G123.06-06.31"   ,, 13.1075 , 56.5525 , 123.06946 , -6.31891 , "6051.3+/-301" , "2993.72+/-55.9" , "4831.9+/-127.81" , "8029.6+/-206.98" , 0.681 , 0 , 0 , 1 , "1+/-0.046"
52 , "PLCKERC143 G300.90-60.09"   ,, 14.71292 , -57.00833 , 300.90774 , -60.09069 , "368.5+/-61" , "557.35+/-46" , "-" , "-416.5+/-64.68" , 0.669 , 0 , 0 , 2 , "0.997+/-0.046"
53 , "PLCKERC143 G123.96-06.39"   ,, 14.71333 , 56.45694 , 123.96266 , -6.39972 , "1101.3+/-107" , "515.68+/-54.7" , "928+/-47.98" , "1803.9+/-238.61" , 0.681 , 0 , 1 , 1 , "0.956+/-0.044"
54 , "PLCKERC143 G302.10-44.93"   ,, 14.76625 , -72.18278 , 302.10785 , -44.93319 , "964.2+/-48" , "793.93+/-37.9" , "960.7+/-34.27" , "1160.4+/-85.51" , 0.681 , 0 , 0 , 4 , "1+/-0.046"
55 , "PLCKERC143 G124.41-04.45"   ,, 15.6875 , 58.38889 , 124.41848 , -4.45019 , "1242.5+/-46" , "1427.08+/-55.9" , "1371+/-31.11" , "1269.6+/-61.91" , 0.681 , 0 , 0 , 2 , "0.999+/-0.046"
56 , "PLCKERC143 G301.65-45.05"   ,, 15.78 , -72.04778 , 301.65802 , -45.05156 , "587.5+/-61" , "331.47+/-45.8" , "525.7+/-33.7" , "893.7+/-119.33" , 0.681 , 1 , 0 , 4 , "0.953+/-0.048"
57 , "PLCKERC143 G170.54-85.81"   ,, 16.24708 , -24.26833 , 170.54537 , -85.81747 , "616.8+/-37" , "564.2+/-45.8" , "619.1+/-29.88" , "662.6+/-72.44" , 0.681 , 0 , 0 , 2 , "0.992+/-0.045"
58 , "PLCKERC143 G124.51+02.13"   ,, 16.60167 , 64.95889 , 124.51609 , 2.13337 , "1525.3+/-91" , "396.47+/-62.9" , "1142.7+/-55.59" , "3188+/-222.67" , 0.681 , 1 , 1 , 3 , "0.969+/-0.078"
59 , "PLCKERC143 G217.14-86.65"   ,, 16.61292 , -27.32361 , 217.14332 , -86.65679 , "424.5+/-55" , "279.7+/-44.9" , "422.3+/-31.71" , "383.8+/-220.64" , 0.681 , 0 , 1 , 3 , "0.959+/-0.059"
60 , "PLCKERC143 G290.65-76.18"   ,, 16.6925 , -40.58056 , 290.65924 , -76.18014 , "624.7+/-61" , "555.9+/-50.8" , "581.8+/-29.5" , "703.6+/-76.09" , 0.669 , 0 , 0 , 2 , "0.999+/-0.046"
61 , "PLCKERC143 G124.88-03.14"   ,, 16.72417 , 59.66639 , 124.88561 , -3.14647 , "1385.9+/-123" , "362.49+/-61.2" , "1018.9+/-51.86" , "2076.5+/-952.76" , 0.681 , 1 , 1 , 3 , "0.958+/-0.058"
62 , "PLCKERC143 G124.62+02.53"   ,, 16.92083 , 65.35361 , 124.62617 , 2.53552 , "956.8+/-165" , "531.35+/-67.1" , "1137.3+/-63.41" , "-180.4+/-757.73" , 0.681 , 1 , 0 , 4 , "0.962+/-0.065"
63 , "PLCKERC143 G131.82-60.99"   ,, 17.1575 , 1.57556 , 131.82106 , -60.9991 , "1634.3+/-53" , "1772.21+/-50.6" , "1631.3+/-32.15" , "1554.4+/-71.08" , 0.681 , 0 , 0 , 2 , "1+/-0.045"
64 , "PLCKERC143 G124.90+00.31"   ,, 17.21667 , 63.12472 , 124.9002 , 0.31972 , "868.2+/-70" , "395.94+/-62.9" , "637.7+/-25.75" , "1013.1+/-84.7" , 0.681 , 1 , 0 , 4 , "0.969+/-0.077"
65 , "PLCKERC143 G125.09-01.24"   ,, 17.40917 , 61.55417 , 125.09797 , -1.24092 , "587.3+/-111" , "544.9+/-62.9" , "-" , "-9844.6+/--9844.64" , 0.681 , 1 , 0 , 4 , "0.961+/-0.062"
66 , "PLCKERC143 G129.13-39.86"   ,, 18.02 , 22.76056 , 129.13534 , -39.8624 , "341.7+/-50" , "333.59+/-52.9" , "368.9+/-40.07" , "422.3+/-101.63" , 0.669 , 0 , 0 , 2 , "0.958+/-0.044"
67 , "PLCKERC143 G127.68-27.27"   ,, 18.0475 , 35.40389 , 127.68863 , -27.27594 , "350.7+/-57" , "272.29+/-52.6" , "312.1+/-37.96" , "821.5+/-212.23" , 0.669 , 2 , 1 , 2 , "0.956+/-0.053"
68 , "PLCKERC143 G128.18-30.53"   ,, 18.20417 , 32.12111 , 128.18729 , -30.53227 , "743.6+/-44" , "521.71+/-52.5" , "694.9+/-37.77" , "886.4+/-110.97" , 0.681 , 0 , 0 , 2 , "0.989+/-0.045"
69 , "PLCKERC143 G276.25-80.11"   ,, 18.31458 , -35.85361 , 276.25701 , -80.11663 , "478.1+/-46" , "306.59+/-45.6" , "414.4+/-31.4" , "1116.4+/-181.17" , 0.681 , 0 , 1 , 2 , "0.962+/-0.065"
70 , "PLCKERC143 G126.57-12.91"   ,, 18.35958 , 49.79889 , 126.57129 , -12.91718 , "465.2+/-35" , "519.91+/-43.5" , "499.5+/-25.61" , "495.5+/-56.72" , 0.669 , 0 , 0 , 2 , "0.99+/-0.045"
71 , "PLCKERC143 G300.66-43.74"   ,, 18.55125 , -73.28667 , 300.6693 , -43.74121 , "945.5+/-74" , "489.95+/-45.8" , "811.2+/-34.6" , "1430.8+/-126.75" , 0.681 , 0 , 0 , 4 , "0.973+/-0.044"
72 , "PLCKERC143 G125.69-00.55"   ,, 18.78167 , 62.1875 , 125.69139 , -0.5571 , "1418.4+/-73" , "430.85+/-63.6" , "1187.3+/-53.28" , "3131.8+/-197.68" , 0.681 , 0 , 1 , 4 , "0.783+/-0.039"
73 , "PLCKERC143 G144.69-73.42"   ,, 19.05708 , -11.61306 , 144.69572 , -73.42843 , "919+/-57" , "1075.53+/-47.7" , "1025+/-32.66" , "930.3+/-70.63" , 0.669 , 0 , 0 , 2 , "0.999+/-0.045"
74 , "PLCKERC143 G125.66+02.01"   ,, 19.27708 , 64.755 , 125.66604 , 2.01985 , "1257.8+/-123" , "474.92+/-57.3" , "1185.2+/-69.08" , "3730.8+/-204.38" , 0.681 , 2 , 1 , 3 , "0.963+/-0.067"
75 , "PLCKERC143 G132.38-48.07"   ,, 19.36583 , 14.32056 , 132.3896 , -48.07253 , "497.6+/-55" , "276.52+/-53.5" , "408.9+/-36.38" , "682.2+/-131.69" , 0.681 , 2 , 0 , 1 , "0.963+/-0.067"
76 , "PLCKERC143 G173.49-81.71"   ,, 19.73667 , -21.70278 , 173.49714 , -81.71795 , "756.2+/-43" , "792.95+/-44.6" , "804.6+/-29.89" , "-" , 0.669 , 0 , 0 , 2 , "0.999+/-0.046"
77 , "PLCKERC143 G213.76-83.51"   ,, 20.14542 , -27.03417 , 213.76368 , -83.51283 , "456.4+/-58" , "446.55+/-44.4" , "561.6+/-28.82" , "908+/-102" , 0.669 , 0 , 0 , 2 , "0.989+/-0.045"
78 , "PLCKERC143 G134.60-50.35"   ,, 20.44 , 11.82667 , 134.6083 , -50.35633 , "819.9+/-67" , "840.09+/-54.2" , "870+/-36.32" , "889.6+/-84.56" , 0.669 , 0 , 0 , 1 , "0.999+/-0.045"
79 , "PLCKERC143 G137.24-57.63"   ,, 20.4875 , 4.38583 , 137.2466 , -57.63516 , "598.5+/-55" , "512.29+/-50.9" , "647.7+/-37.67" , "596+/-85.48" , 0.681 , 0 , 0 , 2 , "0.988+/-0.045"
80 , "PLCKERC143 G126.68-00.80"   ,, 20.83167 , 61.8375 , 126.68553 , -0.80151 , "9912.4+/-301" , "2894.83+/-63.6" , "7283.4+/-232.31" , "1.6e+4+/-228.42" , 0.681 , 0 , 1 , 4 , "1+/-0.046"
81 , "PLCKERC143 G125.83+07.36"   ,, 21.32083 , 70.04833 , 125.83389 , 7.36757 , "442.4+/-99" , "291.45+/-44.3" , "429.8+/-30.01" , "331.8+/-315.89" , 0.681 , 1 , 0 , 4 , "0.967+/-0.073"
82 , "PLCKERC143 G141.12-61.76"   ,, 21.35167 , -0.1025 , 141.12384 , -61.76879 , "481.9+/-69" , "457.98+/-49.8" , "-152.1+/-54.24" , "-8+/-42.67" , 0.681 , 0 , 0 , 1 , "0.982+/-0.045"
83 , "PLCKERC143 G132.75-36.20"   ,, 21.67042 , 25.98861 , 132.75735 , -36.20955 , "330.3+/-53" , "346.5+/-52.5" , "300.4+/-40.05" , "245.3+/-81.99" , 0.681 , 0 , 0 , 2 , "0.955+/-0.043"
84 , "PLCKERC143 G129.09-13.40"   ,, 22.02458 , 49.03 , 129.09499 , -13.40239 , "1109.7+/-64" , "1030.79+/-44" , "1069.4+/-26.99" , "1051+/-62.1" , 0.669 , 0 , 0 , 1 , "0.998+/-0.045"
85 , "PLCKERC143 G127.23+00.94"   ,, 22.52958 , 63.49083 , 127.23236 , 0.94253 , "1028.9+/-65" , "381.76+/-58.9" , "880.9+/-47.48" , "2633.6+/-195.14" , 0.681 , 2 , 1 , 3 , "0.963+/-0.066"
86 , "PLCKERC143 G168.14-76.01"   ,, 23.18833 , -16.91417 , 168.1478 , -76.01364 , "791.3+/-54" , "902.34+/-47.5" , "885.8+/-30.78" , "839.7+/-68.87" , 0.681 , 0 , 0 , 2 , "1+/-0.046"
87 , "PLCKERC143 G126.72+06.16"   ,, 23.29792 , 68.72806 , 126.72271 , 6.16424 , "446.5+/-67" , "239.05+/-44.3" , "364.4+/-33.31" , "1377.4+/-216.71" , 0.681 , 2 , 1 , 4 , "0.972+/-0.09"
88 , "PLCKERC143 G267.77-75.32"   ,, 23.63542 , -38.71667 , 267.77737 , -75.32304 , "411.6+/-39" , "517.05+/-43.7" , "462.6+/-28.21" , "404.1+/-57.26" , 0.681 , 0 , 0 , 2 , "0.989+/-0.045"
89 , "PLCKERC143 G127.34+03.52"   ,, 23.76333 , 66.02056 , 127.34943 , 3.52365 , "653.5+/-70" , "282.77+/-48.4" , "562.3+/-27.62" , "938.5+/-94.17" , 0.681 , 1 , 0 , 4 , "0.968+/-0.076"
90 , "PLCKERC143 G130.79-14.30"   ,, 24.25125 , 47.86889 , 130.79137 , -14.30612 , "2811.4+/-92" , "2779.5+/-45.7" , "2894.2+/-26.51" , "2984.8+/-61.83" , 0.669 , 0 , 0 , 1 , "1+/-0.045"
91 , "PLCKERC143 G201.42-79.29"   ,, 24.405 , -24.52306 , 201.42927 , -79.29048 , "1812.1+/-56" , "1754.9+/-45.5" , "1789.7+/-28.43" , "1782.9+/-65.18" , 0.669 , 0 , 0 , 2 , "1+/-0.045"
92 , "PLCKERC143 G127.88+02.66"   ,, 24.68 , 65.08556 , 127.88788 , 2.66981 , "696.5+/-111" , "557.13+/-57.9" , "749.7+/-24.19" , "-21.9+/-133.6" , 0.681 , 1 , 0 , 4 , "0.951+/-0.043"
93 , "PLCKERC143 G159.06-68.74"   ,, 25.37417 , -9.46583 , 159.06858 , -68.7492 , "556.2+/-71" , "635.26+/-49.3" , "685.6+/-32.37" , "-726.3+/-78.38" , 0.681 , 0 , 0 , 2 , "0.994+/-0.045"
94 , "PLCKERC143 G218.04-78.08"   ,, 26.26958 , -27.55167 , 218.04905 , -78.08608 , "894.3+/-35" , "917.05+/-44.3" , "901+/-27.38" , "894.6+/-61.43" , 0.681 , 0 , 0 , 2 , "0.999+/-0.046"
95 , "PLCKERC143 G129.19+00.61"   ,, 26.67833 , 62.81556 , 129.19708 , 0.61829 , "669.1+/-62" , "327.13+/-58.9" , "618.5+/-28.7" , "750.9+/-133.44" , 0.681 , 0 , 0 , 4 , "0.968+/-0.075"
96 , "PLCKERC143 G131.81-08.91"   ,, 27.52042 , 52.93889 , 131.814 , -8.91846 , "463.3+/-59" , "255.25+/-43.4" , "-133.8+/-60.24" , "416.9+/-78.41" , 0.681 , 1 , 0 , 4 , "0.964+/-0.067"
97 , "PLCKERC143 G131.75-08.36"   ,, 27.63042 , 53.49222 , 131.75093 , -8.36454 , "447.9+/-84" , "257.68+/-43.4" , "456.7+/-40.49" , "418.5+/-488.69" , 0.681 , 0 , 1 , 3 , "0.961+/-0.062"
98 , "PLCKERC143 G141.02-38.60"   ,, 28.045 , 22.12694 , 141.0213 , -38.60161 , "560.4+/-80" , "488.47+/-49.9" , "652.4+/-39.41" , "-1070.2+/-146.7" , 0.669 , 0 , 0 , 2 , "0.989+/-0.045"
99 , "PLCKERC143 G133.85-13.80"   ,, 28.73292 , 47.71556 , 133.8554 , -13.8048 , "428.7+/-53" , "330.2+/-43.4" , "-" , "409.4+/-68.06" , 0.669 , 0 , 0 , 2 , "0.962+/-0.044"
100 , "PLCKERC143 G136.82-18.83"  ,, 30.6975 , 42.1 , 136.82757 , -18.83812 , "342.2+/-37" , "306.38+/-42.5" , "368.1+/-27.08" , "454.4+/-82.3" , 0.669 , 0 , 0 , 2 , "0.972+/-0.044"
101 , "PLCKERC143 G140.79-29.63"  ,, 30.92708 , 30.71361 , 140.79688 , -29.6387 , "303.5+/-50" , "299.92+/-44.2" , "179.3+/-40.58" , "882.4+/-200" , 0.669 , 0 , 1 , 2 , "0.956+/-0.043"
102 , "PLCKERC143 G140.57-28.13"  ,, 31.27375 , 32.20083 , 140.57661 , -28.13445 , "778.7+/-40" , "963.69+/-44.6" , "850.5+/-27.87" , "778.1+/-57.6" , 0.669 , 0 , 0 , 1 , "0.998+/-0.045"
103 , "PLCKERC143 G130.72+03.09"  ,, 31.43375 , 64.8325 , 130.72867 , 3.09172 , "7931.3+/-135" , "5713.71+/-66.6" , "7343.8+/-87.44" , "8702.6+/-88.18" , 0.681 , 2 , 0 , 4 , "1+/-0.046"
104 , "PLCKERC143 G132.17-00.72"  ,, 32.06 , 60.765 , 132.17568 , -0.72083 , "796.3+/-90" , "656.59+/-65.2" , "663.6+/-35.88" , "618.8+/-75.35" , 0.681 , 0 , 0 , 3 , "0.963+/-0.067"
105 , "PLCKERC143 G127.66+13.95"  ,, 32.34208 , 76.11056 , 127.6641 , 13.95995 , "861.6+/-119" , "416.27+/-45.1" , "772.9+/-53.1" , "853+/-694.14" , 0.681 , 0 , 1 , 4 , "0.965+/-0.044"
106 , "PLCKERC143 G127.79+13.69"  ,, 32.51 , 75.815 , 127.79739 , 13.69125 , "423+/-78" , "251.22+/-45.1" , "358.7+/-43.15" , "1.1e+4+/-5950.62" , 0.681 , 2 , 1 , 4 , "0.962+/-0.065"
107 , "PLCKERC143 G276.08-61.77"  ,, 32.70583 , -51.01333 , 276.0829 , -61.77564 , "1297.2+/-59" , "1326.45+/-44.6" , "1282.8+/-29.41" , "1249.3+/-62.7" , 0.669 , 0 , 0 , 3 , "1+/-0.045"
