_id , fermi1lac_name , other_name , RA , Dec, LII , BII , Gamma Assoc , Flux1Gev-100 Gev , Spectral index , Spectral index Error , Flux100-300 Mev , Flux300Mev-1Gev , Flux1GeV-3Gev , Flux3-10 Gev , Flux10-100 Gev , Optical classification , TeV CAT , Variability index
90 , 1FGL J0137.8+5814 , , 24.45292 , 58.24919 , 129.01 , -4.08 , , (14.3+/-4) e-10 , 2.394 , 0.17 , < 2.62e-8 , < 7.38e-9 , (10.4+/-3.7) e-10 , (3.5+/-1.4) e-10 , < 1.59e-10 , Unassociated , N , 5.172
91 , 1FGL J0137.5-2428 , PKS 0135-247 , 24.3925 , -24.4815 , 201.18 , -79.29 , , (8.3+/-2.4) e-10 , 2.449 , 0.119 , < 3.22e-8 , (5.4+/-1) e-9 , (6.9+/-2.2) e-10 , < 3.05e-10 , < 1.45e-10 , FSRQ , N , 29.531
92 , 1FGL J0141.7-0929 , PKS 0139-09 , 25.42583 , -9.48758 , 159.21 , -68.74 , , (13.3+/-2.7) e-10 , 2.114 , 0.124 , < 2.41e-8 , (29.4+/-8.9) e-10 , (9.7+/-2.3) e-10 , (2.9+/-1.1) e-10 , < 2.11e-10 , BL Lac , N , 12.332
93 , 1FGL J0144.6+2703 , CRATES J0144+2705 , 26.1725 , 27.06108 , 137.3 , -34.32 , , (28.3+/-3.8) e-10 , 2.226 , 0.072 , (27.2+/-8.4) e-9 , (10.2+/-1.3) e-9 , (20.3+/-3.4) e-10 , (7.4+/-1.7) e-10 , < 1.87e-10 , BL Lac , N , 15.552
94 , 1FGL J0143.9-5845 , , 25.98542 , -58.76158 , 290.41 , -57.08 , , (11.5+/-2.7) e-10 , 1.95 , 0.18 , < 1.74e-8 , < 3.39e-9 , (8.3+/-2.4) e-10 , < 3.34e-10 , (19.8+/-8.7) e-11 , Unassociated , N , 5.868
95 , 1FGL J0144.9-2732 , PKS 0142-278 , 26.23083 , -27.54208 , 217.99 , -78.13 , , (22.5+/-3.5) e-10 , 2.605 , 0.061 , (79.2+/-7.9) e-9 , (16.3+/-1.3) e-9 , (18.8+/-3.2) e-10 , (3.4+/-1.2) e-10 , < 1.46e-10 , FSRQ , N , 44.865
96 , 1FGL J0147.4+1547 , , 26.85625 , 15.79219 , 142.14 , -44.98 , , < 7.29e-10 , 1.811 , 0.494 , < 1.88e-8 , < 3.26e-9 , < 4.49e-10 , < 2.89e-10 , < 2.64e-10 , Unassociated , N , 3.107
97 , 1FGL J0154.1+0823 , CRATES J0154+0823 , 28.53125 , 8.39428 , 148.27 , -51.37 , , (21.3+/-3.4) e-10 , 1.955 , 0.105 , < 2.94e-8 , < 4.35e-9 , (15.3+/-3) e-10 , (4.9+/-1.4) e-10 , < 2.93e-10 , BL Lac , N , 11.708
98 , 1FGL J0155.0+4433 , CLASS J0154+4433 , 28.75625 , 44.56328 , 134.69 , -16.85 , , < 1.06e-9 , 2.129 , 0.213 , < 2.35e-8 , < 4.32e-9 , < 7.04e-10 , < 3.92e-10 , < 2.77e-10 , BL Lac , N , 5.904
99 , 1FGL J0157.0-5259 , , 29.25958 , -52.9855 , 282.12 , -61.42 , , (7.7+/-2.3) e-10 , 1.849 , 0.202 , < 2.15e-8 , < 3.62e-9 , (3.6+/-1.7) e-10 , (4.2+/-1.3) e-10 , < 1.76e-10 , Unassociated , N , 5.827
100 , 1FGL J0157.5-4613 , CGRaBS J0157-4614 , 29.37542 , -46.23039 , 272.9 , -66.86 , , (11+/-2.8) e-10 , 2.552 , 0.16 , (22.5+/-7.3) e-9 , (33.9+/-10) e-10 , (11+/-2.7) e-10 , < 1.50e-10 , < 1.00e-10 , FSRQ , N , 9.145
101 , 1FGL J0158.0-3931 , CGRaBS J0158-3932 , 29.50708 , -39.52769 , 259 , -71.43 , , (9.1+/-2.7) e-10 , 2.402 , 0.129 , < 2.93e-8 , (5+/-1) e-9 , (8.2+/-2.4) e-10 , < 1.98e-10 , < 2.61e-10 , BL Lac , N , 24.077
102 , 1FGL J0159.5+1047 , BZB J0159+1047 , 29.89375 , 10.79569 , 148.74 , -48.63 , , (16.3+/-3.1) e-10 , 1.969 , 0.123 , < 2.28e-8 , < 5.16e-9 , (11.5+/-2.7) e-10 , (3.4+/-1.3) e-10 , (14.7+/-6.8) e-11 , BL Lac , N , 5.567
103 , 1FGL J0159.7-2741 , CRATES J0159-2740 , 29.93375 , -27.69558 , 219 , -74.85 , , (10.6+/-2.5) e-10 , 2.074 , 0.139 , < 8.75e-9 , (23.3+/-7.7) e-10 , (8.6+/-2.3) e-10 , (20.1+/-8.8) e-11 , < 9.16e-11 , BL Lac , N , 14.803
104 , 1FGL J0203.5+7234 , CGRaBS J0203+7232 , 30.89375 , 72.57469 , 128.34 , 10.46 , , (16.7+/-4.1) e-10 , 2.295 , 0.127 , < 5.62e-8 , (6.1+/-1.9) e-9 , (12.7+/-3.8) e-10 , (3.3+/-1.2) e-10 , < 2.10e-10 , BL Lac , N , 10.949
105 , 1FGL J0202.1+0849 , RX J0202.4+0849 , 30.52625 , 8.83 , 150.84 , -50.18 , , (8.7+/-2.7) e-10 , 1.966 , 0.216 , < 9.56e-9 , < 3.33e-9 , (7.6+/-2.4) e-10 , < 2.44e-10 , < 1.73e-10 , BL Lac , N , 5.389
106 , 1FGL J0203.5+3044 , B2 0200+30 , 30.885 , 30.74889 , 140.74 , -29.62 , , (7.9+/-2.5) e-10 , 2.548 , 0.159 , < 4.06e-8 , (4.6+/-1.2) e-9 , (7.3+/-2.3) e-10 , < 2.64e-10 , < 9.55e-11 , AGU , N , 7.362
107 , 1FGL J0204.5+1516 , 4C +15.05 , 31.13417 , 15.28219 , 147.81 , -44.03 , , (7.2+/-2.5) e-10 , 2.468 , 0.183 , < 2.43e-8 , < 4.92e-9 , (6.8+/-2.3) e-10 , < 2.07e-10 , < 9.00e-11 , AGN , N , 7.371
108 , 1FGL J0205.6+6449 , PSR J0205+6449 , 31.40792 , 64.82858 , 130.71 , 3.08 , , (54.6+/-6.1) e-10 , 2.365 , 0.056 , < 5.68e-8 , (21+/-2.6) e-9 , (51.5+/-5.9) e-10 , (2.9+/-1.3) e-10 , < 1.62e-10 , Pulsar , N , 9.988
109 , 1FGL J0205.3+3217 , B2 0202+31 , 31.33833 , 32.2855 , 140.6 , -28.04 , , (12.1+/-2.9) e-10 , 2.752 , 0.13 , < 3.83e-8 , (5.7+/-1.3) e-9 , (12.1+/-2.8) e-10 , < 1.18e-10 , < 9.12e-11 , FSRQ , N , 5.657
110 , 1FGL J0205.0-1702 , PKS 0202-17 , 31.26042 , -17.03869 , 186.06 , -70.23 , , (15.2+/-3) e-10 , 2.534 , 0.091 , (29+/-6.7) e-9 , (7.5+/-1.1) e-9 , (14.2+/-2.8) e-10 , < 2.88e-10 , < 9.68e-11 , FSRQ , N , 93.028
111 , 1FGL J0208.6+3522 , BZB J0208+3523 , 32.16958 , 35.38069 , 140.22 , -24.89 , , (5.6+/-2.7) e-10 , 1.676 , 0.318 , < 2.97e-8 , < 1.84e-9 , < 7.50e-10 , < 3.74e-10 , < 2.95e-10 , BL Lac , N , 2.901
112 , 1FGL J0209.3-5229 , BZB J0209-5229 , 32.33917 , -52.49069 , 278.36 , -60.77 , , (21.3+/-3.5) e-10 , 2.006 , 0.121 , < 4.30e-8 , (4.2+/-1.2) e-9 , (15.3+/-3.1) e-10 , (3.9+/-1.3) e-10 , (20.6+/-8.5) e-11 , BL Lac , N , 7.158
113 , 1FGL J0211.2+1049 , CGRaBS J0211+1051 , 32.80792 , 10.8315 , 152.59 , -47.39 , , (21.6+/-3.5) e-10 , 2.275 , 0.088 , (31.8+/-8.4) e-9 , (7.4+/-1.3) e-9 , (15.4+/-3.1) e-10 , (5.6+/-1.5) e-10 , < 1.89e-10 , BL Lac , N , 32.887
114 , 1FGL J0210.6-5101 , PKS 0208-512 , 32.6725 , -51.02728 , 276.13 , -61.78 , , (70.9+/-5.8) e-10 , 2.369 , 0.044 , (10.4+/-1.3) e-8 , (24.5+/-1.7) e-9 , (60.7+/-5.4) e-10 , (9.4+/-2) e-10 , < 2.47e-10 , BL Lac , N , 350.812
115 , 1FGL J0212.3+5319 , , 33.08208 , 53.324 , 134.95 , -7.65 , , (24.9+/-4.1) e-10 , 2.386 , 0.094 , < 4.76e-8 , (7.5+/-1.5) e-9 , (22.1+/-3.9) e-10 , (2.3+/-1.1) e-10 , < 1.78e-10 , Unassociated , N , 14.916
116 , 1FGL J0213.2+2244 , CLASS J0212+2244 , 33.32208 , 22.74889 , 146.52 , -36.35 , , (17.3+/-3.3) e-10 , 1.957 , 0.138 , < 2.60e-8 , < 3.19e-9 , (15.2+/-3.1) e-10 , < 2.20e-10 , (16.8+/-7.9) e-11 , BL Lac , N , 7.96
117 , 1FGL J0214.1+6020 , , 33.54667 , 60.34469 , 132.99 , -0.9 , , < 1.68e-9 , 2.099 , 0.201 , < 6.99e-8 , < 1.20e-8 , < 1.16e-9 , (3.8+/-1.6) e-10 , < 2.29e-10 , Unassociated , N , 6.964
118 , 1FGL J0217.8+7353 , 1ES 0212+735 , 34.45083 , 73.88358 , 128.92 , 12.02 , , (10.3+/-3.7) e-10 , 2.85 , 0.133 , < 6.80e-8 , (8.1+/-2.1) e-9 , (9.6+/-3.6) e-10 , < 1.83e-10 , < 1.66e-10 , FSRQ , N , 38.684
119 , 1FGL J0217.0-0829 , PKS 0214-085 , 34.2575 , -8.48839 , 174.28 , -62.49 , , (5.3+/-2.1) e-10 , 2.475 , 0.215 , < 2.36e-8 , < 2.67e-9 , (4.4+/-1.8) e-10 , < 2.29e-10 , < 1.42e-10 , FSRQ , N , 6.162
120 , 1FGL J0217.2+0834 , CGRaBS J0217+0837 , 34.32333 , 8.57889 , 156.15 , -48.68 , , (8.5+/-2.7) e-10 , 2.215 , 0.165 , < 2.04e-8 , (3.6+/-1.1) e-9 , (6.1+/-2.3) e-10 , < 4.23e-10 , < 2.15e-10 , AGU , N , 6.441
121 , 1FGL J0218.1+4232 , PSR J0218+4232 , 34.52625 , 42.53819 , 139.5 , -17.53 , , (51.9+/-5.6) e-10 , 2.275 , 0.059 , < 9.45e-8 , (17.7+/-2.3) e-9 , (43.4+/-5.2) e-10 , (7.4+/-1.8) e-10 , < 3.00e-10 , Pulsar , N , 7.564
122 , 1FGL J0218.8+6158c , , 34.71292 , 61.97228 , 133 , 0.82 , , (32.9+/-7.2) e-10 , 2.35 , 0.071 , < 1.52e-7 , (25.4+/-5.5) e-9 , (28.3+/-7) e-10 , (4.4+/-1.7) e-10 , < 1.55e-10 , Potential SNR , N , 6.886
123 , 1FGL J0217.9+0144 , PKS 0215+015 , 34.48 , 1.74658 , 162.17 , -54.4 , , (59.7+/-5.1) e-10 , 2.177 , 0.045 , (53+/-6.8) e-9 , (16.5+/-1.3) e-9 , (44.2+/-4.5) e-10 , (14+/-2.2) e-10 , (15+/-7.2) e-11 , FSRQ , N , 93.787
124 , 1FGL J0220.0+6257 , , 35.00208 , 62.96108 , 132.8 , 1.8 , , (33.1+/-6.1) e-10 , 2.247 , 0.078 , < 1.46e-7 , (14+/-3.4) e-9 , (27.8+/-5.8) e-10 , (4.7+/-1.6) e-10 , < 1.90e-10 , Potential SNR , N , 8.055
125 , 1FGL J0217.9-6630 , , 34.48667 , -66.50419 , 290.14 , -48.43 , , (9.4+/-2.8) e-10 , 1.936 , 0.173 , < 1.16e-8 , < 4.10e-9 , (6.5+/-2.3) e-10 , < 4.51e-10 , < 2.77e-10 , Unassociated , N , 12.407
126 , 1FGL J0221.0+3555 , B2 0218+35 , 35.27042 , 35.93078 , 142.6 , -23.5 , , (64+/-5.3) e-10 , 2.325 , 0.04 , (94.7+/-9.2) e-9 , (24.7+/-1.6) e-9 , (46.6+/-4.6) e-10 , (15.8+/-2.4) e-10 , (16+/-7.4) e-11 , FSRQ , N , 102.892
127 , 1FGL J0222.6+4302 , 3C 66A , 35.66792 , 43.0385 , 140.14 , -16.77 , , (249+/-10) e-10 , 1.926 , 0.023 , (12.2+/-1.8) e-8 , (54.9+/-2.6) e-9 , (164+/-8.4) e-10 , (59.7+/-4.6) e-10 , (24.8+/-2.8) e-10 , BL Lac , P , 170.643
128 , 1FGL J0222.1-1618 , PKS 0219-164 , 35.53667 , -16.31469 , 190.36 , -66.38 , , (7.4+/-2.4) e-10 , 2.652 , 0.141 , (20.9+/-6.7) e-9 , (42.4+/-9.9) e-10 , (7.2+/-2.2) e-10 , < 1.88e-10 , < 9.01e-11 , FSRQ , N , 15.804
129 , 1FGL J0224.0+6201c , , 36.0075 , 62.01678 , 133.56 , 1.07 , , (95.1+/-9) e-10 , 2.313 , 0.045 , < 2.05e-7 , (38.8+/-5.6) e-9 , (83+/-8.7) e-10 , (12+/-2.6) e-10 , < 1.31e-10 , Unassociated , N , 3.471
130 , 1FGL J0223.0-1118 , , 35.76583 , -11.3015 , 181.04 , -63.29 , , < 8.68e-10 , 1.514 , 0.291 , < 6.71e-9 , < 1.54e-9 , < 6.20e-10 , < 3.20e-10 , < 2.04e-10 , Unassociated , N , 5.102
131 , 1FGL J0226.0+3922 , , 36.5175 , 39.37078 , 142.19 , -19.94 , , < 9.63e-10 , 2.88 , 0.179 , < 5.66e-8 , (4+/-1.3) e-9 , < 9.21e-10 , < 1.59e-10 , < 1.27e-10 , Unassociated , N , 10.675
132 , 1FGL J0226.3+0937 , , 36.59167 , 9.62569 , 158.23 , -46.64 , , (9.4+/-2.7) e-10 , 1.995 , 0.173 , < 1.79e-8 , < 4.18e-9 , (6+/-2.3) e-10 , (3.2+/-1.2) e-10 , < 1.38e-10 , Unassociated , N , 16.543
133 , 1FGL J0229.3-3644 , PKS 0227-369 , 37.34208 , -36.73428 , 243.95 , -67.2 , , (20+/-3.3) e-10 , 2.599 , 0.071 , (59.1+/-7.5) e-9 , (12.9+/-1.3) e-9 , (17.1+/-3.1) e-10 , (2.6+/-1.1) e-10 , < 1.49e-10 , FSRQ , N , 118.64
134 , 1FGL J0230.8+4031 , B3 0227+403 , 37.72042 , 40.53169 , 142.62 , -18.51 , , (14+/-3.1) e-10 , 2.425 , 0.132 , < 5.30e-8 , (4.3+/-1.2) e-9 , (12+/-2.9) e-10 , (19.3+/-9.5) e-11 , < 9.92e-11 , FSRQ , N , 42.872
135 , 1FGL J0233.4+6654 , , 38.37417 , 66.90239 , 132.71 , 5.99 , , < 1.45e-9 , 1.607 , 2.088 , < 1.66e-8 , < 4.98e-9 , < 1.35e-9 , < 2.04e-10 , < 2.01e-10 , Unassociated , N , 2.581
136 , 1FGL J0237.9+2848 , 4C +28.07 , 39.49458 , 28.80019 , 149.48 , -28.52 , , (36.6+/-4.4) e-10 , 2.522 , 0.048 , (107+/-9.5) e-9 , (24.8+/-1.7) e-9 , (30.3+/-4) e-10 , (5.8+/-1.6) e-10 , < 1.95e-10 , FSRQ , N , 48.606
137 , 1FGL J0237.5-3603 , RBS 334 , 39.37875 , -36.053 , 241.17 , -65.82 , , (5.8+/-2.6) e-10 , 1.208 , 0.263 , < 1.10e-8 , < 1.03e-9 , < 7.38e-10 , < 3.74e-10 , < 3.10e-10 , AGU , N , 2.296
138 , 1FGL J0238.6+1637 , PKS 0235+164 , 39.66875 , 16.62139 , 156.77 , -39.11 , , (32.7+/-1.1) e-9 , 2.143 , 0.017 , (30+/-1.2) e-8 , (94+/-2.6) e-9 , (252+/-9.9) e-10 , (65.9+/-4.7) e-10 , (9.3+/-1.7) e-10 , BL Lac , N , 911.412
139 , 1FGL J0238.6-3117 , BZB J0238-3116 , 39.65792 , -31.297 , 229.48 , -66.31 , , (9.6+/-2.6) e-10 , 2.017 , 0.167 , < 1.13e-8 , < 3.64e-9 , (7.1+/-2.3) e-10 , (23.1+/-9.8) e-11 , < 1.85e-10 , BL Lac , N , 6.533
140 , 1FGL J0240.5+6113 , LS I+61 303 , 40.13167 , 61.22928 , 135.67 , 1.08 , 1AGL J0242+6111 , (38.7+/-1.3) e-9 , 2.391 , 0.016 , (68+/-4.9) e-8 , (195+/-5) e-9 , (33.5+/-1.3) e-9 , (50.3+/-4.4) e-10 , (16.3+/-7.7) e-11 , HMXRB , P , 114.667
141 , 1FGL J0239.5+1324 , , 39.87667 , 13.40708 , 159.23 , -41.73 , , (11.4+/-2.8) e-10 , 2.127 , 0.15 , < 2.87e-8 , (3.4+/-1.2) e-9 , (8.5+/-2.5) e-10 , (2.4+/-1) e-10 , < 1.77e-10 , Unassociated , N , 4.19
142 , 1FGL J0238.3-6132 , PKS 0235-618 , 39.59875 , -61.54958 , 282.91 , -51.23 , , < 1.03e-9 , 2.656 , 0.232 , < 3.73e-8 , (3.1+/-1.1) e-9 , < 8.63e-10 , < 3.15e-10 , < 1.25e-10 , FSRQ , N , 5.629
143 , 1FGL J0243.5+7116 , CRATES J0243+7120 , 40.89042 , 71.27989 , 131.75 , 10.35 , , (12.6+/-4) e-10 , 2.2 , 0.163 , < 1.53e-8 , < 8.51e-9 , < 1.65e-9 , (3+/-1.2) e-10 , < 2.13e-10 , BL Lac , N , 12.571
144 , 1FGL J0242.7+0007 , , 40.6775 , 0.13278 , 171.95 , -51.82 , , (8.7+/-2.4) e-10 , 2.124 , 0.198 , < 1.15e-8 , < 2.98e-9 , (6.9+/-2.1) e-10 , < 2.99e-10 , < 1.92e-10 , Unassociated , N , 6.098
145 , 1FGL J0245.4+2413 , B2 0242+23 , 41.3625 , 24.22719 , 153.71 , -31.75 , , (7.3+/-3.1) e-10 , 2.515 , 0.141 , < 3.47e-8 , (5.8+/-1.4) e-9 , < 1.17e-9 , < 2.74e-10 , < 1.87e-10 , FSRQ , N , 17.779
146 , 1FGL J0245.9-4652 , PKS 0244-470 , 41.49875 , -46.87428 , 261.86 , -60.09 , , (28.1+/-3.9) e-10 , 2.516 , 0.062 , (70.2+/-7.8) e-9 , (15.2+/-1.4) e-9 , (24.6+/-3.6) e-10 , (3.3+/-1.3) e-10 , < 1.61e-10 , FSRQ , N , 29.095
147 , 1FGL J0248.3+6021 , PSR J0248+6021 , 42.0775 , 60.3595 , 136.9 , 0.69 , , (46.2+/-7) e-10 , 2.381 , 0.08 , < 1.60e-7 , (16.1+/-3.7) e-9 , (44.6+/-6.8) e-10 , < 4.04e-10 , < 1.96e-10 , Pulsar , N , 20.138
148 , 1FGL J0248.7+5127 , , 42.185 , 51.45619 , 140.85 , -7.29 , , (16.9+/-3.9) e-10 , 2.257 , 0.143 , < 5.93e-8 , < 1.04e-8 , (12.2+/-3.6) e-10 , (3.6+/-1.4) e-10 , < 2.68e-10 , Unassociated , N , 6.221
149 , 1FGL J0247.4-6003 , , 41.86542 , -60.05158 , 279.99 , -51.6 , , < 1.08e-9 , 1.896 , 0.325 , < 2.16e-8 , < 2.18e-9 , < 7.90e-10 , < 4.34e-10 , < 1.61e-10 , Unassociated , N , 3.18
150 , 1FGL J0250.4+1715 , CLASS J0250+1712 , 42.61333 , 17.25858 , 159.36 , -37.06 , , (5.8+/-2.6) e-10 , 2.027 , 0.226 , < 2.09e-8 , < 6.12e-9 , < 7.21e-10 , (2.2+/-1) e-10 , < 2.63e-10 , FSRQ , N , 13.148
151 , 1FGL J0251.5+5634 , , 42.885 , 56.58089 , 138.94 , -2.51 , , (12.7+/-4.9) e-10 , 2.545 , 0.139 , < 3.50e-8 , (10.6+/-2.5) e-9 , < 1.87e-9 , (3.3+/-1.5) e-10 , < 1.14e-10 , Unassociated , N , 11.874
152 , 1FGL J0252.8-2219 , PKS 0250-225 , 43.20958 , -22.323 , 209.74 , -62.09 , , (51.7+/-4.9) e-10 , 2.381 , 0.044 , (87.1+/-7.9) e-9 , (23.4+/-1.5) e-9 , (43.4+/-4.6) e-10 , (7.4+/-1.7) e-10 , < 2.65e-10 , FSRQ , N , 251.616
153 , 1FGL J0254.2+5107 , TXS 0250+508 , 43.56833 , 51.12319 , 141.78 , -7.2 , , (22.9+/-4.5) e-10 , 2.418 , 0.101 , < 7.72e-8 , (12.9+/-2.4) e-9 , (17.4+/-4.2) e-10 , (4.5+/-1.6) e-10 , < 2.64e-10 , AGU , N , 10.486
154 , 1FGL J0256.1+0323 , , 44.04167 , 3.38428 , 172.39 , -47.16 , , (10.4+/-2.8) e-10 , 2.234 , 0.167 , < 3.42e-8 , < 3.95e-9 , (8+/-2.5) e-10 , (2.4+/-1) e-10 , < 8.65e-11 , Unassociated , N , 4.374
155 , 1FGL J0256.9+2920 , , 44.23917 , 29.34978 , 153.26 , -26.03 , , (5.9+/-2.8) e-10 , 1.686 , 0.301 , < 1.48e-8 , < 1.56e-9 , < 9.21e-10 , < 3.19e-10 , < 2.03e-10 , Unassociated , N , 2.367
156 , 1FGL J0258.0+2033 , CRATES J0258+2030 , 44.52292 , 20.556 , 158.95 , -33.31 , , (11.8+/-3.8) e-10 , 1.956 , 0.182 , < 1.54e-8 , < 2.39e-9 , < 1.47e-9 , (3.8+/-1.4) e-10 , < 1.37e-10 , BL Lac , N , 6.061
157 , 1FGL J0257.8-1204 , CGRaBS J0257-1212 , 44.45458 , -12.06789 , 192.21 , -56.79 , , (11.4+/-2.7) e-10 , 2.389 , 0.137 , < 1.48e-8 , (3.9+/-1) e-9 , (11.2+/-2.5) e-10 , < 1.65e-10 , < 1.39e-10 , FSRQ , N , 46.331
158 , 1FGL J0259.9+5925 , , 44.98542 , 59.42058 , 138.62 , 0.52 , , (12.6+/-5.3) e-10 , 2.44 , 0.158 , < 5.78e-8 , (10.8+/-2.9) e-9 , < 2.13e-9 , < 2.87e-10 , < 2.52e-10 , Unassociated , N , 9.293
159 , 1FGL J0259.5+0743 , PKS 0256+075 , 44.89292 , 7.72019 , 169.21 , -43.35 , , (10.2+/-3.1) e-10 , 2.519 , 0.137 , < 4.51e-8 , (6.3+/-1.5) e-9 , (8.9+/-2.8) e-10 , < 3.00e-10 , < 1.60e-10 , FSRQ , N , 15.551
160 , 1FGL J0303.1+4711 , 4C +47.08 , 45.79375 , 47.18747 , 144.96 , -9.97 , , (14.1+/-3.5) e-10 , 2.562 , 0.133 , < 3.99e-8 , (5.1+/-1.6) e-9 , (12.7+/-3.3) e-10 , < 3.69e-10 , < 9.38e-11 , BL Lac , N , 16.682
161 , 1FGL J0303.5-2406 , PKS 0301-243 , 45.88875 , -24.11239 , 214.61 , -60.16 , , (45.9+/-4.5) e-10 , 1.984 , 0.053 , (19.8+/-6.3) e-9 , (12+/-1.2) e-9 , (31+/-3.9) e-10 , (11.3+/-2.1) e-10 , (3.7+/-1.1) e-10 , BL Lac , N , 27.188
162 , 1FGL J0303.4-6209 , PKS 0302-623 , 45.8725 , -62.1645 , 280.24 , -48.74 , , (12.7+/-2.9) e-10 , 2.587 , 0.127 , < 6.89e-8 , (8.3+/-1.4) e-9 , (10.6+/-2.7) e-10 , (2.1+/-1) e-10 , < 1.13e-10 , FSRQ , N , 19.2
163 , 1FGL J0305.0-0601 , CRATES J0305-0607 , 46.26833 , -6.02108 , 185.41 , -51.88 , , (10+/-2.7) e-10 , 2.047 , 0.17 , < 9.83e-9 , < 2.90e-9 , (8.6+/-2.4) e-10 , < 3.59e-10 , < 8.86e-11 , BL Lac , N , 11.313
164 , 1FGL J0305.2-1601 , , 46.30292 , -16.02819 , 200.16 , -57.11 , , (4.9+/-2.3) e-10 , 1.667 , 0.245 , < 1.09e-8 , < 1.75e-9 , < 5.61e-10 , (20.7+/-9.4) e-11 , < 2.71e-10 , Unassociated , N , 5.923
165 , 1FGL J0308.6+7442 , , 47.155 , 74.71178 , 131.74 , 14.24 , , (27.2+/-4.2) e-10 , 2.07 , 0.111 , < 1.44e-8 , < 6.18e-9 , (24.3+/-4) e-10 , (2.9+/-1.1) e-10 , < 1.29e-10 , Unassociated , N , 3.47
166 , 1FGL J0307.5+4916 , , 46.87792 , 49.26978 , 144.55 , -7.81 , , (18.9+/-4.2) e-10 , 2.139 , 0.131 , < 3.12e-8 , (5.5+/-1.8) e-9 , (15.6+/-3.8) e-10 , < 5.25e-10 , < 2.65e-10 , Unassociated , N , 12.98
167 , 1FGL J0308.3+0403 , NGC 1218 , 47.08458 , 4.06039 , 174.88 , -44.57 , , (8.7+/-3.2) e-10 , 1.864 , 0.214 , < 1.49e-8 , < 1.39e-9 , < 1.19e-9 , (23.6+/-9.9) e-11 , < 1.47e-10 , AGN , N , 2.598
168 , 1FGL J0310.6+3812 , B3 0307+380 , 47.65208 , 38.2075 , 150.89 , -17 , , (6.1+/-2.9) e-10 , 2.488 , 0.152 , < 3.63e-8 , (4.3+/-1.4) e-9 , < 9.39e-10 , < 3.95e-10 , < 1.64e-10 , FSRQ , N , 25.15
169 , 1FGL J0311.3-0922 , , 47.83917 , -9.36758 , 191.34 , -52.54 , , (8.6+/-2.7) e-10 , 2.348 , 0.152 , < 3.33e-8 , (4.3+/-1.1) e-9 , (6.8+/-2.3) e-10 , < 4.30e-10 , < 8.91e-11 , Unassociated , N , 11.932
170 , 1FGL J0310.1-6058 , PKS 0308-611 , 47.53458 , -60.97228 , 278.08 , -48.93 , , (14.3+/-3.1) e-10 , 2.535 , 0.141 , < 3.40e-8 , (7.5+/-1.4) e-9 , (11.7+/-2.8) e-10 , (2.3+/-1.1) e-10 , < 1.59e-10 , FSRQ , N , 18.811
171 , 1FGL J0312.6+0131 , PKS 0310+013 , 48.15375 , 1.53328 , 178.5 , -45.56 , , (18.3+/-3.3) e-10 , 2.307 , 0.089 , < 3.73e-8 , (7.4+/-1.2) e-9 , (14+/-3) e-10 , (3.9+/-1.2) e-10 , < 1.45e-10 , FSRQ , N , 76.726
172 , 1FGL J0316.1+0904 , BZB J0316+0904 , 49.04708 , 9.08228 , 172.09 , -39.6 , , (25.9+/-3.8) e-10 , 1.716 , 0.099 , < 3.06e-8 , (4.3+/-1.4) e-9 , (13.1+/-3.2) e-10 , (8.2+/-1.8) e-10 , (4.7+/-1.2) e-10 , BL Lac , N , 14.024
173 , 1FGL J0315.9-1033 , PKS 0313-107 , 48.99958 , -10.55139 , 193.98 , -52.2 , , (14.3+/-3) e-10 , 2.285 , 0.126 , < 4.17e-8 , (5.3+/-1.2) e-9 , (11+/-2.7) e-10 , (3.4+/-1.3) e-10 , < 1.05e-10 , FSRQ , N , 16.721
174 , 1FGL J0315.9-2609 , RX J0316.2-2607 , 48.99292 , -26.15808 , 219.58 , -57.81 , , (7.7+/-2.6) e-10 , 1.837 , 0.193 , < 1.35e-8 , < 2.03e-9 , < 8.94e-10 , (2.7+/-1.1) e-10 , < 2.07e-10 , BL Lac , N , 3.233
175 , 1FGL J0315.6-5109 , , 48.92375 , -51.16539 , 264.31 , -53.75 , , (7+/-2.7) e-10 , 2.603 , 0.204 , (28.4+/-7.5) e-9 , < 4.60e-9 , < 9.62e-10 , (2.1+/-1) e-10 , < 1.46e-10 , Unassociated , N , 6.911
176 , 1FGL J0318.1+0254 , , 49.5375 , 2.91478 , 178.39 , -43.61 , , (8.3+/-2.8) e-10 , 2.198 , 0.182 , < 2.71e-8 , < 4.93e-9 , (6.6+/-2.4) e-10 , < 4.01e-10 , < 1.04e-10 , Unassociated , N , 6.881
177 , 1FGL J0316.3-6438 , , 49.09958 , -64.64108 , 281.55 , -46.02 , , (6.7+/-2.8) e-10 , 2.033 , 0.262 , < 2.04e-8 , < 3.24e-9 , < 9.06e-10 , (2.1+/-1) e-10 , < 2.23e-10 , Unassociated , N , 6.206
178 , 1FGL J0319.7+4130 , NGC 1275 , 49.94125 , 41.5085 , 150.57 , -13.27 , , (173+/-8.5) e-10 , 2.133 , 0.025 , (14.7+/-1) e-8 , (49.4+/-2.2) e-9 , (132+/-7.6) e-10 , (32.1+/-3.4) e-10 , (9+/-1.7) e-10 , AGN , N , 89.036
