_id , pccs1f100_name , other_name , RA , Dec , LII , BII , Detection pipeline flux density +/- err (mJy) , Aperture photometry flux density +/- err (mJy) , PSF fit flux density +/- err (mJy) , Gaussian fit flux density +/- err (mJy) , PositionError (arcmin) , Extended , Cirrus flag , External validation , ERCSC source name , Gaussian fit semimajor axis +/- err (arcmin) , Gaussian fit semiminor axis +/- err (arcmin) , Gaussian fit orientation +/- err (degrees) , Gaussian fit effective FWHM (arcmin)
1 , "PCCS1 100 G118.15+05.11 "     ,, 0.33125 , 67.51889 , 118.15507 , 5.11328 , "2087.8+/-74.6" , "8421.6+/-2958.6" , "5820.8+/-507.6" , "-" , 1 , "Not available" , 40 , 1 , "PLCKERC100 G118.15+05.11" , "-" , "-" , "-" , -9.9
2 , "PCCS1 100 G116.72-02.17 "     ,, 0.35458 , 60.09083 , 116.72966 , -2.17719 , "394.9+/-78.7" , "177.5+/-271.4" , "230.2+/-54.7" , "565.6+/-77.3" , 1 , "No" , 24 , 0 , " " , "19+/-1.9" , "7.7+/-1.4" , "79.7+/-0.000" , 12.1
3 , "PCCS1 100 G117.61+02.29 "     ,, 0.36667 , 64.65444 , 117.61449 , 2.29995 , "998.7+/-80.9" , "2654.8+/-286.8" , "2000.3+/-57.3" , "4318.6+/-138.6" , 1 , "Yes" , 24 , 2 , "PLCKERC100 G117.61+02.28" , "15.5+/-0.8" , "14.4+/-0.7" , "70+/-0.000" , 15
4 , "PCCS1 100 G117.41+01.09 "     ,, 0.45042 , 63.43639 , 117.41658 , 1.0975 , "351.1+/-63.3" , "471.3+/-179.5" , "432.7+/-38.8" , "1040.7+/-78" , 1 , "Yes" , 14 , 1 , " " , "21+/-2.2" , "11.4+/-1.3" , "148.2+/-0.000" , 15.4
5 , "PCCS1 100 G055.37-77.66 "     ,, 0.57708 , -21.89556 , 55.37171 , -77.66936 , "326.7+/-49.6" , "421.7+/-181.8" , "229.6+/-47.7" , "651.3+/-84.4" , 1 , "No" , 0 , 1 , " " , "22.2+/-1.8" , "9.1+/-1.5" , "145.7+/-0.000" , 14.2
6 , "PCCS1 100 G084.57-71.07 "     ,, 0.99125 , -11.82667 , 84.57491 , -71.07276 , "340.3+/-54.9" , "528.2+/-193.3" , "451+/-53.4" , "797.9+/-100.9" , 1 , "No" , 2 , 1 , "PLCKERC100 G084.63-71.06" , "17.7+/-3" , "11.1+/-2.1" , "49.4+/-0.000" , 14
7 , "PCCS1 100 G118.61+06.15 "     ,, 1.00292 , 68.62444 , 118.61235 , 6.15154 , "1513.7+/-77.7" , "3015.3+/-542.5" , "2516+/-83.7" , "5419.4+/-203.9" , 1 , "Yes" , 33 , 2 , "PLCKERC100 G118.62+06.16" , "17.8+/-1" , "13.1+/-0.8" , "55.2+/-0.000" , 15.3
8 , "PCCS1 100 G108.28-41.19 "     ,, 1.14833 , 20.33889 , 108.28093 , -41.19631 , "421.3+/-71" , "344.8+/-143.5" , "320.3+/-41.8" , "451.7+/-64.4" , 1 , "No" , 1 , 2 , " " , "12.5+/-2.1" , "8.8+/-1.5" , "24.7+/-0.000" , 10.5
9 , "PCCS1 100 G323.91-67.57 "     ,, 1.17125 , -47.60083 , 323.91697 , -67.57737 , "553+/-67.8" , "232.9+/-264.6" , "343+/-49.8" , "578.5+/-106.4" , 1 , "No" , 0 , 2 , " " , "18.8+/-4.5" , "7.8+/-1.7" , "11.1+/-0.000" , 12.1
10 , "PCCS1 100 G113.22-23.67 "    ,, 1.5025 , 38.34083 , 113.22324 , -23.6728 , "728.5+/-66.7" , "771.3+/-153.9" , "710.1+/-39.8" , "756.4+/-60.3" , 1 , "No" , 3 , 2 , "PLCKERC100 G113.19-23.68" , "11.1+/-1.1" , "9.6+/-0.9" , "12.2+/-0.000" , 10.3
11 , "PCCS1 100 G093.53-66.62 "    ,, 1.55958 , -6.37333 , 93.53164 , -66.62967 , "1553.4+/-65.7" , "1340+/-214.6" , "1375.4+/-53.9" , "1319.4+/-82.3" , 1 , "No" , 5 , 2 , "PLCKERC100 G093.49-66.62" , "10.6+/-0.8" , "9+/-0.7" , "175.1+/-0.000" , 9.8
12 , "PCCS1 100 G118.58+04.78 "    ,, 1.58208 , 67.27528 , 118.58433 , 4.78531 , "958.4+/-100.3" , "4332.9+/-1473.6" , "3115.6+/-261.4" , "-" , 1 , "Not available" , 38 , 0 , "PLCKERC100 G118.52+04.68" , "-" , "-" , "-" , -9.9
13 , "PCCS1 100 G106.95-50.63 "    ,, 2.61875 , 10.9625 , 106.95911 , -50.63445 , "1769.9+/-70" , "1584.3+/-171" , "1617.7+/-51.2" , "1689.8+/-63.9" , 1 , "No" , 3 , 2 , "PLCKERC100 G106.99-50.61" , "11.2+/-0.5" , "8.6+/-0.4" , "1.1+/-0.000" , 9.8
14 , "PCCS1 100 G109.23-44.38 "    ,, 2.64875 , 17.395 , 109.23948 , -44.38803 , "351.2+/-61" , "85.9+/-164.9" , "196.9+/-43.7" , "166.6+/-37.2" , 1 , "No" , 1 , 2 , " " , "9+/-2.2" , "6.1+/-1.5" , "19.4+/-0.000" , 7.4
15 , "PCCS1 100 G116.59-10.51 "    ,, 2.74208 , 51.85944 , 116.59694 , -10.51363 , "509.9+/-73.2" , "893.2+/-212.9" , "692.5+/-47.3" , "2645.8+/-285.6" , 1 , "Yes" , 14 , 2 , "PLCKERC100 G116.56-10.53" , "21.7+/-3.2" , "17+/-2.7" , "128.1+/-0.000" , 19.2
16 , "PCCS1 100 G102.42-60.32 "    ,, 2.86833 , 0.94833 , 102.42298 , -60.32226 , "409.7+/-65.1" , "423.2+/-234.8" , "370.6+/-59.6" , "-" , 1 , "Not available" , 9 , 2 , " " , "-" , "-" , "-" , -9.9
17 , "PCCS1 100 G117.77-03.64 "    ,, 2.87208 , 58.83056 , 117.77171 , -3.64021 , "715.8+/-71.4" , "1680.8+/-293.1" , "1255+/-56.4" , "2567.9+/-170.7" , 1 , "Yes" , 12 , 2 , "PLCKERC100 G117.79-03.65" , "15.5+/-1.6" , "13.9+/-1.5" , "17.8+/-0.000" , 14.7
18 , "PCCS1 100 G122.05+22.42 "    ,, 3.08708 , 85.23389 , 122.05773 , 22.42869 , "299.9+/-61.2" , "433+/-181.9" , "435.7+/-39.5" , "1164.1+/-129.9" , 1 , "Yes" , 13 , 0 , " " , "22.4+/-3.7" , "13.9+/-2.5" , "110.3+/-0.000" , 17.6
19 , "PCCS1 100 G118.21-01.58 "    ,, 3.10958 , 60.93111 , 118.21065 , -1.58244 , "338.6+/-61" , "439.1+/-171.5" , "339.6+/-35.9" , "610+/-64.7" , 1 , "No" , 17 , 1 , " " , "15.9+/-2.3" , "10.7+/-1.6" , "66.5+/-0.000" , 13.1
20 , "PCCS1 100 G113.81-28.31 "    ,, 3.18375 , 33.86639 , 113.81076 , -28.31895 , "345+/-73.7" , "393.5+/-198.9" , "363.8+/-49.4" , "1266.5+/-203.4" , 1 , "Yes" , 1 , 2 , " " , "27.5+/-6.3" , "13.5+/-3.2" , "145.6+/-0.000" , 19.3
21 , "PCCS1 100 G120.01+09.87 "    ,, 3.25708 , 72.52472 , 120.01754 , 9.87067 , "450+/-64.5" , "680.8+/-171.9" , "584.2+/-34.1" , "1189.5+/-67.2" , 1 , "Yes" , 4 , 1 , "PLCKERC100 G120.00+09.90" , "16.5+/-1.4" , "13.2+/-1.2" , "176.3+/-0.000" , 14.7
22 , "PCCS1 100 G332.38-74.92 "    ,, 3.26167 , -39.9275 , 332.3837 , -74.92767 , "361.9+/-59.3" , "521.5+/-201.7" , "342.6+/-46.9" , "723+/-91.3" , 1 , "No" , 2 , 2 , "PLCKERC100 G332.46-74.93" , "15.7+/-2.7" , "10.9+/-2" , "96.9+/-0.000" , 13.1
23 , "PCCS1 100 G115.24-21.46 "    ,, 3.38375 , 40.84056 , 115.24125 , -21.46446 , "782.7+/-64.3" , "722.7+/-245.5" , "662.8+/-57.3" , "899.8+/-86.6" , 1 , "No" , 0 , 2 , "PLCKERC100 G115.24-21.45" , "13.5+/-1.5" , "8.4+/-1" , "22.1+/-0.000" , 10.7
24 , "PCCS1 100 G118.60-01.32 "    ,, 3.83458 , 61.23944 , 118.6023 , -1.32829 , "772.4+/-78.3" , "1511.6+/-278" , "1190.2+/-57.9" , "2559.7+/-153.5" , 1 , "Yes" , 28 , 2 , "PLCKERC100 G118.60-01.30" , "17.4+/-1.6" , "13.2+/-1.3" , "86+/-0.000" , 15.2
25 , "PCCS1 100 G119.92+07.60 "    ,, 4.00667 , 70.27111 , 119.92771 , 7.60643 , "363+/-73.4" , "935.7+/-285.7" , "705.7+/-48.4" , "2818.4+/-201.3" , 1 , "Yes" , 10 , 0 , " " , "26.1+/-2.5" , "14.7+/-1.6" , "56.8+/-0.000" , 19.6
26 , "PCCS1 100 G117.08-14.03 "    ,, 4.28958 , 48.44917 , 117.08475 , -14.03289 , "267+/-55.1" , "182.9+/-200.4" , "228.4+/-43.8" , "294+/-49.3" , 1 , "No" , 3 , 0 , " " , "17.5+/-0.6" , "7.1+/-1.5" , "20.4+/-0.000" , 11.1
27 , "PCCS1 100 G101.24-66.64 "    ,, 4.39958 , -5.20917 , 101.24244 , -66.64555 , "348.9+/-64.5" , "223.4+/-138.6" , "274.2+/-41.9" , "277.4+/-51.1" , 1 , "No" , 3 , 1 , " " , "11.9+/-2.5" , "8.1+/-1.7" , "27.7+/-0.000" , 9.8
28 , "PCCS1 100 G103.43-64.17 "    ,, 4.49125 , -2.57667 , 103.43687 , -64.17439 , "327.7+/-67.4" , "367.8+/-166.3" , "362.4+/-47.4" , "556+/-73.8" , 1 , "No" , 5 , 1 , " " , "16.1+/-3" , "11.3+/-2.2" , "130.1+/-0.000" , 13.5
29 , "PCCS1 100 G119.15-00.87 "    ,, 4.85917 , 61.76611 , 119.15644 , -0.87069 , "563.9+/-76.3" , "1626.3+/-452.8" , "1265.3+/-77" , "2882.5+/-249.2" , 1 , "Yes" , 33 , 1 , "PLCKERC100 G119.15-00.87" , "20.3+/-2.7" , "13.2+/-1.9" , "88.5+/-0.000" , 16.4
30 , "PCCS1 100 G120.62+10.73 "    ,, 4.86375 , 73.46306 , 120.62248 , 10.73494 , "661.9+/-61.8" , "502.9+/-162.4" , "591.1+/-34.9" , "529.2+/-34.4" , 1 , "No" , 3 , 2 , "PLCKERC100 G120.62+10.73" , "11.3+/-0.8" , "7.3+/-0.5" , "75.6+/-0.000" , 9.1
31 , "PCCS1 100 G112.89-41.88 "    ,, 4.90167 , 20.36889 , 112.89284 , -41.88135 , "370.7+/-64.1" , "310.5+/-218.3" , "300.9+/-50.8" , "659+/-130.8" , 1 , "Yes" , 11 , 2 , " " , "24.3+/-1" , "9.8+/-2.7" , "70.6+/-0.000" , 15.4
32 , "PCCS1 100 G113.75-38.09 "    ,, 4.95083 , 24.21694 , 113.7577 , -38.09039 , "331.1+/-70" , "344.1+/-200.7" , "321.5+/-46.9" , "487.9+/-101.7" , 1 , "No" , 6 , 0 , " " , "18.6+/-5.1" , "9.8+/-2.8" , "28.4+/-0.000" , 13.5
33 , "PCCS1 100 G066.91-81.84 "    ,, 5.555 , -22.38611 , 66.91621 , -81.84961 , "270.1+/-55.2" , "225.9+/-216.7" , "290.5+/-53.2" , "-" , 1 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
34 , "PCCS1 100 G349.01-81.49 "    ,, 5.57375 , -32.83861 , 349.01569 , -81.494 , "276.1+/-53.2" , "305.5+/-199.3" , "255.9+/-47.8" , "-" , 1 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
35 , "PCCS1 100 G119.59-00.53 "    ,, 5.70458 , 62.15611 , 119.59688 , -0.53001 , "423.1+/-72.8" , "442.5+/-242.4" , "303.9+/-53.2" , "629.7+/-82.5" , 1 , "No" , 33 , 0 , " " , "15.3+/-2.7" , "10.7+/-2" , "7.1+/-0.000" , 12.8
36 , "PCCS1 100 G313.77-65.74 "    ,, 5.83583 , -50.78722 , 313.77808 , -65.74512 , "226.6+/-47.6" , "167.7+/-240.6" , "143.7+/-44" , "190.7+/-81.3" , 1 , "No" , 0 , 0 , " " , "16.7+/-8.5" , "7.8+/-4.1" , "42+/-0.000" , 11.4
37 , "PCCS1 100 G117.76-17.63 "    ,, 5.88917 , 44.96 , 117.76254 , -17.6316 , "338.8+/-58.5" , "36.5+/-163.5" , "123.1+/-43" , "-" , 1 , "Not available" , 2 , 2 , " " , "-" , "-" , "-" , -9.9
38 , "PCCS1 100 G117.84-17.24 "    ,, 5.945 , 45.34889 , 117.84934 , -17.24963 , "324.8+/-69.6" , "392.8+/-145.3" , "312.2+/-42.1" , "2170+/-529.9" , 1 , "Yes" , 2 , 0 , " " , "27.2+/-7.4" , "19.3+/-5.7" , "71.7+/-0.000" , 22.9
39 , "PCCS1 100 G120.14+03.44 "    ,, 5.95292 , 66.16611 , 120.14182 , 3.44421 , "936.1+/-107.7" , "323.7+/-468" , "568.1+/-77.4" , "636.2+/-94.4" , 1 , "No" , 26 , 2 , " " , "10.5+/-1.7" , "7+/-1.2" , "36.1+/-0.000" , 8.6
40 , "PCCS1 100 G306.77-48.60 "    ,, 5.9625 , -68.31667 , 306.77911 , -48.60492 , "306.7+/-53.7" , "296.1+/-201.9" , "305.8+/-35.6" , "-" , 1 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
41 , "PCCS1 100 G118.09-15.86 "    ,, 6.06667 , 46.74972 , 118.09911 , -15.86665 , "334.9+/-72.7" , "622.7+/-196.1" , "430.1+/-49.1" , "1707.6+/-169.4" , 1 , "Yes" , 2 , 1 , " " , "23.2+/-3.1" , "14.5+/-2.2" , "133.3+/-0.000" , 18.3
42 , "PCCS1 100 G120.15+03.09 "    ,, 6.0775 , 65.82139 , 120.15552 , 3.09598 , "1071.3+/-104.9" , "1653.5+/-530.4" , "1396.4+/-100.3" , "4080.2+/-269.5" , 1 , "Yes" , 27 , 2 , "PLCKERC100 G120.19+03.09" , "24.4+/-2.4" , "9.9+/-0.9" , "76.5+/-0.000" , 15.6
43 , "PCCS1 100 G120.08+01.40 "    ,, 6.33 , 64.13667 , 120.08788 , 1.40943 , "2194.6+/-95.9" , "3101.3+/-282.4" , "2705.7+/-64.6" , "3732.7+/-84.2" , 1 , "No" , 32 , 1 , "PLCKERC100 G120.08+01.41" , "12.8+/-0.4" , "11.1+/-0.3" , "66.2+/-0.000" , 11.9
44 , "PCCS1 100 G042.17-84.16 "    ,, 6.44458 , -26.04472 , 42.17814 , -84.16281 , "389.4+/-60.4" , "172.9+/-214.1" , "204.8+/-42.8" , "410.5+/-72.1" , 1 , "No" , 0 , 2 , " " , "18.5+/-0.7" , "7.5+/-1.7" , "129.7+/-0.000" , 11.8
45 , "PCCS1 100 G120.26+02.13 "    ,, 6.56958 , 64.8725 , 120.2636 , 2.13144 , "878.5+/-81.9" , "1425+/-469.6" , "1113.1+/-76.4" , "2234.5+/-173.3" , 1 , "No" , 28 , 2 , "PLCKERC100 G120.24+02.14" , "18.3+/-1.9" , "10.3+/-1.1" , "29.6+/-0.000" , 13.7
46 , "PCCS1 100 G120.30+02.41 "    ,, 6.60708 , 65.15694 , 120.30717 , 2.41299 , "396+/-81" , "40.7+/-498.6" , "258.8+/-90.5" , "918.7+/-169.6" , 1 , "Yes" , 27 , 0 , " " , "24.6+/-3.8" , "10.1+/-2.6" , "155.6+/-0.000" , 15.7
47 , "PCCS1 100 G112.71-53.14 "    ,, 6.67 , 9.23583 , 112.71254 , -53.1437 , "267.1+/-57.6" , "379.2+/-150.4" , "284.5+/-46.5" , "176.7+/-35.5" , 1 , "No" , 3 , 0 , " " , "8.2+/-1.7" , "4.6+/-1" , "78.9+/-0.000" , 6.2
48 , "PCCS1 100 G120.39+03.07 "    ,, 6.67458 , 65.82167 , 120.39924 , 3.0719 , "458.1+/-96.7" , "1520.9+/-871" , "908.6+/-136.9" , "-" , 1 , "Not available" , 27 , 1 , " " , "-" , "-" , "-" , -9.9
49 , "PCCS1 100 G119.79-06.01 "    ,, 7.16875 , 56.71611 , 119.79533 , -6.01675 , "518.8+/-75.4" , "533.3+/-161" , "510.7+/-35.2" , "566.4+/-46.4" , 1 , "No" , 12 , 2 , "PLCKERC100 G119.78-06.02" , "11.3+/-1.1" , "9.6+/-1" , "74+/-0.000" , 10.4
50 , "PCCS1 100 G117.81-27.67 "    ,, 7.33 , 34.97889 , 117.81745 , -27.67286 , "365.7+/-66" , "589.7+/-203.6" , "449.3+/-49.8" , "1180.1+/-104.4" , 1 , "Yes" , 3 , 2 , " " , "18.9+/-2.5" , "13.4+/-1.9" , "13.6+/-0.000" , 15.9
51 , "PCCS1 100 G120.66+02.67 "    ,, 7.41 , 65.45278 , 120.66835 , 2.67715 , "731.5+/-100.7" , "1672.1+/-475" , "1418.4+/-88" , "2647.6+/-229.5" , 1 , "Yes" , 27 , 2 , "PLCKERC100 G120.69+02.68" , "22.1+/-2.7" , "10.1+/-1.2" , "63.5+/-0.000" , 15
52 , "PCCS1 100 G120.53+01.09 "    ,, 7.41333 , 63.86444 , 120.53556 , 1.09422 , "400.9+/-78.1" , "666.5+/-490.5" , "571.2+/-72.3" , "2319.1+/-336.6" , 1 , "Yes" , 29 , 2 , " " , "23.1+/-4.8" , "15.2+/-3.4" , "68.1+/-0.000" , 18.7
53 , "PCCS1 100 G121.14+07.84 "    ,, 7.50167 , 70.6375 , 121.14127 , 7.84034 , "395.1+/-77.2" , "36.4+/-207.4" , "132.4+/-37" , "141.3+/-35.9" , 1 , "No" , 4 , 1 , " " , "7.3+/-2" , "6.3+/-1.7" , "21.5+/-0.000" , 6.8
54 , "PCCS1 100 G052.01-85.24 "    ,, 7.87958 , -25.48556 , 52.01831 , -85.2441 , "296.4+/-63.2" , "170.6+/-167.1" , "127.1+/-46.8" , "368.9+/-74.9" , 1 , "No" , 1 , 0 , " " , "21.4+/-1.1" , "8.7+/-2.4" , "92.7+/-0.000" , 13.7
55 , "PCCS1 100 G120.52-01.82 "    ,, 7.8925 , 60.95556 , 120.52165 , -1.82304 , "350.5+/-70.1" , "505.5+/-201.5" , "404.5+/-40.9" , "428.8+/-50.5" , 1 , "No" , 15 , 0 , " " , "11.6+/-1.6" , "9.5+/-1.4" , "90.1+/-0.000" , 10.5
56 , "PCCS1 100 G120.97+02.78 "    ,, 8.1275 , 65.58417 , 120.97556 , 2.78457 , "470.9+/-95.5" , "1386.2+/-392.3" , "971.8+/-78.8" , "-" , 1 , "Not available" , 31 , 2 , " " , "-" , "-" , "-" , -9.9
57 , "PCCS1 100 G117.88-34.76 "    ,, 8.16333 , 27.92361 , 117.88018 , -34.76377 , "301.5+/-65.1" , "218+/-169.3" , "189.7+/-44" , "205.9+/-53.6" , 1 , "No" , 2 , 0 , " " , "10.6+/-3.1" , "7.6+/-2.2" , "63.1+/-0.000" , 9
58 , "PCCS1 100 G120.78-00.52 "    ,, 8.24833 , 62.27333 , 120.78841 , -0.52148 , "464.2+/-77.5" , "895.1+/-471.2" , "681.6+/-70.7" , "1466+/-285.3" , 1 , "Yes" , 20 , 1 , "PLCKERC100 G120.78-00.54" , "18.7+/-5.6" , "13.9+/-4.5" , "17.4+/-0.000" , 16.2
59 , "PCCS1 100 G121.08+01.07 "    ,, 8.66333 , 63.89 , 121.08628 , 1.07848 , "396.4+/-70.1" , "866.5+/-313.2" , "727+/-63.6" , "1779.2+/-156.8" , 1 , "Yes" , 26 , 1 , " " , "23+/-2.9" , "10.7+/-1.3" , "63.6+/-0.000" , 15.7
60 , "PCCS1 100 G121.33+03.41 "    ,, 8.89583 , 66.23472 , 121.33286 , 3.41234 , "412.2+/-84.3" , "678.4+/-239" , "562.4+/-49.8" , "1280.5+/-106.9" , 1 , "Yes" , 24 , 1 , " " , "20.9+/-2.5" , "12+/-1.5" , "34.6+/-0.000" , 15.8
61 , "PCCS1 100 G121.29+00.65 "    ,, 9.19833 , 63.47611 , 121.2979 , 0.65105 , "1156.7+/-88.8" , "1638.4+/-373.1" , "1461.5+/-64.5" , "3091.9+/-181.4" , 1 , "Yes" , 21 , 2 , "PLCKERC100 G121.31+00.65" , "21.3+/-1.7" , "10.4+/-0.9" , "56.3+/-0.000" , 14.9
62 , "PCCS1 100 G117.62-48.66 "    ,, 9.25042 , 14.05944 , 117.62785 , -48.66333 , "279.4+/-59.8" , "262.6+/-186" , "237.2+/-51" , "270.3+/-62.7" , 1 , "No" , 2 , 0 , " " , "10.8+/-3" , "9.7+/-2.7" , "120.7+/-0.000" , 10.2
63 , "PCCS1 100 G114.77-63.79 "    ,, 9.26458 , -1.15444 , 114.77006 , -63.79823 , "323.4+/-69.5" , "288.4+/-265.5" , "303.5+/-55.1" , "755.9+/-203" , 1 , "Yes" , 0 , 1 , " " , "24.2+/-10.6" , "12.4+/-5.2" , "82.1+/-0.000" , 17.3
64 , "PCCS1 100 G120.24-18.24 "    ,, 9.27167 , 44.55444 , 120.24098 , -18.24229 , "291.4+/-62.9" , "140.1+/-199.9" , "131.6+/-49.1" , "156.6+/-57.3" , 1 , "No" , 2 , 0 , " " , "9.1+/-3.6" , "6.7+/-2.6" , "158.7+/-0.000" , 7.8
65 , "PCCS1 100 G121.39+01.23 "    ,, 9.33708 , 64.06278 , 121.39184 , 1.23332 , "596.8+/-84.2" , "1112.7+/-238.3" , "741+/-62.4" , "-" , 1 , "Not available" , 19 , 2 , " " , "-" , "-" , "-" , -9.9
66 , "PCCS1 100 G119.37-32.17 "    ,, 9.36 , 30.59722 , 119.3732 , -32.17771 , "284.2+/-58.9" , "303+/-180.2" , "236+/-47.4" , "-" , 1 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
67 , "PCCS1 100 G326.50-82.73 "    ,, 9.37375 , -33.74 , 326.50793 , -82.73861 , "296.6+/-54.1" , "288.9+/-150.9" , "288.7+/-36.1" , "287.8+/-51.4" , 1 , "No" , 0 , 0 , " " , "11.1+/-2.3" , "7.9+/-1.6" , "160.5+/-0.000" , 9.4
68 , "PCCS1 100 G067.92-86.32 "    ,, 9.54 , -24.98333 , 67.92006 , -86.32704 , "681.2+/-62" , "513+/-166.8" , "438+/-43" , "583.7+/-47.5" , 1 , "No" , 0 , 2 , "PLCKERC100 G068.01-86.34" , "10+/-0.9" , "8.8+/-0.8" , "112.8+/-0.000" , 9.4
69 , "PCCS1 100 G305.48-54.12 "    ,, 9.56542 , -62.93833 , 305.48838 , -54.12428 , "264.9+/-51.5" , "376.2+/-137.1" , "293.4+/-29.8" , "-" , 1 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
70 , "PCCS1 100 G115.22-64.77 "    ,, 9.58208 , -2.09528 , 115.22945 , -64.77088 , "561.2+/-65.4" , "589.2+/-155.4" , "582.9+/-42.7" , "574.8+/-48.1" , 1 , "No" , 0 , 2 , "PLCKERC100 G115.22-64.79" , "10.9+/-1.1" , "9+/-0.9" , "166+/-0.000" , 9.9
71 , "PCCS1 100 G120.34-21.17 "    ,, 9.6275 , 41.63222 , 120.34212 , -21.17432 , "351.4+/-76.2" , "301.6+/-204.7" , "238.7+/-46.9" , "508.3+/-83.4" , 1 , "No" , 24 , 2 , " " , "12.9+/-2.7" , "10.7+/-2.3" , "93.8+/-0.000" , 11.7
72 , "PCCS1 100 G118.99-46.74 "    ,, 10.05042 , 16.03778 , 118.99094 , -46.74786 , "307.3+/-62.5" , "217.1+/-180.2" , "240+/-49.6" , "366.9+/-75.2" , 1 , "No" , 1 , 0 , " " , "21.1+/-0.7" , "8.5+/-2.4" , "3.6+/-0.000" , 13.4
73 , "PCCS1 100 G121.71+00.25 "    ,, 10.17083 , 63.10417 , 121.71606 , 0.25802 , "622.6+/-98.3" , "1168.6+/-359.6" , "1058.4+/-86.3" , "-" , 1 , "Not available" , 22 , 2 , "PLCKERC100 G121.74+00.22" , "-" , "-" , "-" , -9.9
74 , "PCCS1 100 G116.74-64.50 "    ,, 10.20125 , -1.76444 , 116.74869 , -64.50861 , "386+/-60.8" , "429.4+/-148.4" , "352.4+/-42.7" , "573.8+/-74" , 1 , "No" , 1 , 1 , " " , "18.4+/-3" , "9.6+/-1.7" , "36.9+/-0.000" , 13.3
75 , "PCCS1 100 G121.70-05.69 "    ,, 10.60875 , 57.15111 , 121.70541 , -5.69908 , "519.6+/-66.8" , "455+/-237.3" , "341.7+/-49.8" , "386.2+/-67.4" , 1 , "No" , 17 , 1 , " " , "12.6+/-2.5" , "7.1+/-1.4" , "50.5+/-0.000" , 9.5
76 , "PCCS1 100 G303.15-32.74 "    ,, 10.97375 , -84.38306 , 303.15127 , -32.74185 , "325+/-54.7" , "338.5+/-151.9" , "348.1+/-30" , "575.9+/-57.5" , 1 , "No" , 5 , 1 , "PLCKERC100 G303.12-32.75" , "17.6+/-2.3" , "9.9+/-1.3" , "18.4+/-0.000" , 13.2
77 , "PCCS1 100 G121.98-07.08 "    ,, 11.19542 , 55.77 , 121.98883 , -7.08954 , "949.6+/-69.2" , "1256.6+/-249" , "1029.6+/-52.7" , "2453.4+/-141.9" , 1 , "Yes" , 27 , 2 , "PLCKERC100 G122.00-07.08" , "20.3+/-1.6" , "11.5+/-1" , "55.4+/-0.000" , 15.2
78 , "PCCS1 100 G121.42-26.72 "    ,, 11.19708 , 36.13167 , 121.42878 , -26.72055 , "333.9+/-65.1" , "396.6+/-175.1" , "352+/-46.2" , "280.9+/-54.3" , 1 , "No" , 2 , 0 , " " , "9.4+/-2" , "7+/-1.5" , "125.9+/-0.000" , 8.1
79 , "PCCS1 100 G303.55-44.48 "    ,, 11.36458 , -72.63111 , 303.55741 , -44.48978 , "215+/-44.4" , "227.2+/-146.1" , "224.8+/-28" , "-" , 1 , "Not available" , 25 , 0 , " " , "-" , "-" , "-" , -9.9
80 , "PCCS1 100 G121.41-37.93 "    ,, 11.54125 , 24.91833 , 121.41642 , -37.93786 , "399.6+/-73.8" , "423.3+/-167.4" , "392+/-43.8" , "616.6+/-69.2" , 1 , "No" , 0 , 2 , "PLCKERC100 G121.41-37.95" , "14.8+/-2.1" , "9.8+/-1.5" , "54.6+/-0.000" , 12
81 , "PCCS1 100 G122.28-07.22 "    ,, 11.71792 , 55.63972 , 122.28265 , -7.22612 , "388.6+/-75.7" , "289.2+/-285.8" , "287.7+/-69.4" , "194.4+/-67.4" , 1 , "No" , 33 , 1 , " " , "9.1+/-3.5" , "7.1+/-2.7" , "117.9+/-0.000" , 8
82 , "PCCS1 100 G097.71-87.97 "    ,, 11.90458 , -25.29111 , 97.7192 , -87.97315 , "889.1+/-69.3" , "1172.5+/-224.3" , "1082.3+/-49.8" , "1628.5+/-108.4" , 1 , "No" , 2 , 2 , "PLCKERC100 G097.52-87.97" , "14+/-1.3" , "11.9+/-1.1" , "80.2+/-0.000" , 12.9
83 , "PCCS1 100 G303.26-43.99 "    ,, 12.02667 , -73.12667 , 303.26783 , -43.99921 , "366.4+/-52.9" , "855.9+/-201.2" , "698.1+/-41.7" , "1858.9+/-97.4" , 1 , "Yes" , 25 , 1 , "PLCKERC100 G303.23-43.98" , "21.2+/-1.7" , "14+/-1.2" , "164.9+/-0.000" , 17.3
84 , "PCCS1 100 G122.27-30.92 "    ,, 12.19458 , 31.93917 , 122.27438 , -30.92901 , "352.2+/-68.6" , "255.9+/-158.4" , "223.2+/-46.3" , "566.9+/-71.2" , 1 , "No" , 3 , 2 , " " , "20.4+/-1.7" , "8.4+/-1.4" , "58.8+/-0.000" , 13.1
85 , "PCCS1 100 G304.23-72.17 "    ,, 12.29708 , -44.95 , 304.23157 , -72.17243 , "388+/-57.5" , "32.8+/-159.3" , "105.1+/-39.3" , "126.8+/-26.4" , 1 , "No" , 0 , 1 , " " , "7.3+/-1.5" , "4.8+/-1" , "144.6+/-0.000" , 5.9
