_id ,wmap3_name  , RA, Dec , LII , BII , Redshift , Source classification , Rflux(5GHz) , Rflux(1p4 GHz) , Rflux(23GHz) , Rflux(33GHz) , Rflux(41GHz) , Rflux(61GHz) , Rflux(94GHz) , Ecliptic_coords, other_name
275 , "WMAP3 J2056-4717" , 314.06833 , -47.24639 , "352.59" , "-40.39" , 1.489 , "Blazar Q-type" , 2026 , 2222 , 1700 , 1900 , 1900 , 1900 , 2400 , 301.8533 , "PKS2052-47 "
276 , "WMAP3 J2109+3537" , 317.38292 , 35.54917 , "80.28" , "-8.36" , 0 , "Unidentified " , 1208 , 1196 , 1000 , 800 , 700 , 0 , 1100 , 334.705 , "GB6J2109+3532 "
277 , "WMAP3 J2109-4114" , 317.38792 , -41.17222 , "0.67" , "-42.84" , 1.058 , "Blazar Q-type" , 2076 , 1786 , 1500 , 1700 , 1200 , 900 , 1200 , 306.5149 , "PKS2106-413 "
278 , "WMAP3 J2123+0536" , 320.93542 , 5.58944 , "58" , "-30.13" , 1.878 , "Blazar Q-type" , 1930 , 794 , 2200 , 1800 , 1700 , 1500 , "1346" , 324.5222 , "PKS2121+053 "
279 , "WMAP3 J2131-1206" , 322.89667 , -12.11833 , "40.53" , "-40.96" , 0.501 , "Blazar Q-type" , 2989 , 1770 , 2700 , 2400 , 2300 , 1900 , "1705" , 320.605 , "PKS2128-12 "
280 , "WMAP3 J2134-0154" , 323.54292 , -1.88806 , "52.39" , "-36.51" , 1.285 , "Blazar B-type" , 1308 , 1690 , 1900 , 1800 , 1700 , 1500 , 1100 , 324.5367 , "4C-02.81 "
281 , "WMAP3 J2136+0042" , 324.16083 , 0.69833 , "55.47" , "-35.58" , 1.932 , "Blazar Q-type" , 8416 , 3473 , 4300 , 3500 , 3000 , 1400 , 1300 , 326.0109 , "PKS2134+004 "
282 , "WMAP3 J2139+1424" , 324.75542 , 14.39306 , "68.53" , "-27.54" , 2.427 , "Blazar Q-type" , 1073 , 1132 , 2300 , 2200 , 1900 , 1600 , "1436" , 331.682 , "PKS2136+141 "
283 , "WMAP3 J2143+1740" , 325.89792 , 17.73028 , "72.11" , "-26.09" , 0.211 , "Blazar Q-type" , 1006 , 651 , 1200 , 1400 , 0 , 0 , "1077" , 334.2423 , "S32141+17 "
284 , "WMAP3 J2148-7757" , 326.625 , -77.93167 , "313.56" , "-35.08" , 0.334 , "Blazar Q-type" , 508 , 269 , 1400 , 1300 , 0 , 0 , "1000" , 288.7439 , "PKS2141-781 "
285 , "WMAP3 J2148+0657" , 327.0225 , 6.96083 , "63.65" , "-34.08" , 0.99 , "Blazar Q-type" , 4949 , 2589 , 7800 , 7500 , 7200 , 6600 , 5100 , 331.0494 , "4C06.69 "
286 , "WMAP3 J2151-3026" , 327.98125 , -30.46472 , "17.07" , "-50.79" , 2.345 , "Blazar Q-type" , 1336 , 1243 , 1000 , 1200 , 1200 , 1500 , 1000 , 318.946 , "PKS2149-307 "
287 , "WMAP3 J2157-6942" , 329.275 , -69.69 , "321.31" , "-40.65" , 0.028 , "Misd. NT-AGN QSO-type" , 11649 , 41200 , 3600 , 2900 , 2600 , 2100 , 1500 , 298.4117 , "PKS2153-69 "
288 , "WMAP3 J2158-1502" , 329.52583 , -15.01917 , "40.64" , "-48.03" , 0.672 , "Blazar Q-type" , 3091 , 3021 , 2000 , 2000 , 1700 , 1500 , "1346" , 325.7285 , "PKS2155-152 "
289 , "WMAP3 J2202+4217" , 330.68 , 42.27778 , "92.58" , "-10.44" , 0.069 , "Blazar B-type" , 2940 , 6051 , 2900 , 3000 , 3100 , 2700 , "2423" , 353.5712 , "BLLAC "
290 , "WMAP3 J2203+3146" , 330.8125 , 31.76056 , "85.95" , "-18.78" , 0.295 , "Blazar Q-type" , 2806 , 2879 , 2800 , 2700 , 2200 , 1800 , 1800 , 346.3308 , "4C31.63 "
291 , "WMAP3 J2203+1724" , 330.86167 , 17.43 , "75.67" , "-29.64" , 1.075 , "Blazar Q-type" , 834 , 592 , 1500 , 1700 , 1700 , 1700 , "1525" , 339.0766 , "PKS2201+171 "
292 , "WMAP3 J2206-1839" , 331.54292 , -18.59417 , "36.66" , "-51.17" , 0.619 , "Blazar Q-type" , 4271 , 6398 , 1700 , 1700 , 1300 , 1500 , "1346" , 326.2982 , "PKS2203-18 "
293 , "WMAP3 J2207-5349" , 331.93208 , -53.77611 , "339.89" , "-49.93" , 1.206 , "Blazar Q-type" , 1410 , 1526 , 1000 , 900 , 800 , 0 , "650" , 311.4518 , "PKS2204-54 "
294 , "WMAP3 J2211+2351" , 333.025 , 23.92778 , "82.24" , "-26.09" , 1.125 , "Blazar Q-type" , 1123 , 557 , 1000 , 0 , 1400 , 1000 , "897" , 344.2534 , "PKS2209+236 "
295 , "WMAP3 J2218-0335" , 334.71667 , -3.59361 , "59.04" , "-46.65" , 0.901 , "Blazar Q-type" , 2717 , 2218 , 2400 , 2000 , 2000 , 1700 , "1525" , 334.5529 , "4C-03.79 "
296 , "WMAP3 J2225-0456" , 336.44667 , -4.95028 , "58.96" , "-48.85" , 1.404 , "Blazar Q-type" , 6382 , 7411 , 4900 , 4600 , 4100 , 3800 , 5400 , 335.6711 , "3C446 "
297 , "WMAP3 J2229-0832" , 337.41667 , -8.54833 , "55.22" , "-51.71" , 1.559 , "Blazar Q-type" , 2423 , 968 , 2300 , 2700 , 2600 , 3200 , 2200 , 335.2479 , "PKS2227-08 "
298 , "WMAP3 J2229-2051" , 337.45083 , -20.82389 , "36.2" , "-57.15" , 0 , "Planetary Nebulae" , 326 , 0 , 900 , 800 , 800 , 1100 , "987" , 330.7202 , "PMNJ2229-2049 "
299 , "WMAP3 J2232+1144" , 338.15167 , 11.73056 , "77.43" , "-38.59" , 1.037 , "Blazar Q-type" , 3967 , 7202 , 3000 , 3300 , 3400 , 3700 , 2800 , 343.7213 , "4C-11.69 "
300 , "WMAP3 J2235-4834" , 338.805 , -48.59944 , "344.49" , "-56.07" , 0.51 , "Blazar Q-type" , 1104 , 1277 , 1700 , 1900 , 1800 , 1900 , 2100 , 319.2778 , "PKS2232-488 "
301 , "WMAP3 J2236+2825" , 339.09333 , 28.48278 , "90.11" , "-25.65" , 0.795 , "Blazar Q-type" , 1625 , 1103 , 1200 , 1300 , 1100 , 0 , "893" , 352.4947 , "B22234+28A "
302 , "WMAP3 J2239-5700" , 339.80042 , -57.01667 , "331.8" , "-52.06" , 0 , "Unidentified " , 1063 , 336 , 1100 , 1300 , 0 , 0 , "1000" , 314.5661 , "PKS2236-572 "
303 , "WMAP3 J2246-1210" , 341.57583 , -12.11444 , "53.86" , "-57.08" , 0.632 , "Blazar Q-type" , 2661 , 1882 , 1200 , 1200 , 1100 , 1000 , "897" , 337.716 , "PKS2243-123 "
304 , "WMAP3 J2254+1608" , 343.49042 , 16.14806 , "86.11" , "-38.19" , 0.859 , "Blazar Q-type" , 14468 , 12657 , 7000 , 6700 , 6800 , 6300 , 5600 , 350.6719 , "3C454.3 "
305 , "WMAP3 J2255+4202" , 343.90292 , 42.0475 , "100.98" , "-15.84" , 1.476 , "Blazar Q-type" , 1084 , 1895 , 1100 , 800 , 900 , 500 , "448" , 5.5076 , "S42253+41 "
306 , "WMAP3 J2256-2011" , 344.17125 , -20.19472 , "41.54" , "-62.9" , 0 , "Blazar B-type" , 454 , 345 , 900 , 700 , 800 , 1100 , "987" , 336.8989 , "PKS2254-204 "
307 , "WMAP3 J2258-2757" , 344.52458 , -27.97194 , "24.39" , "-64.93" , 0.926 , "Blazar Q-type" , 2127 , 1249 , 6700 , 6700 , 6600 , 5900 , 5200 , 333.9752 , "PKS2255-282 "
308 , "WMAP3 J2315-5017" , 348.93458 , -50.31083 , "334.67" , "-60.51" , 0 , "Unidentified " , 341 , 233 , 1200 , 1200 , 900 , 0 , "731" , 325.5609 , "PKS2312-505 "
309 , "WMAP3 J2322+5107" , 350.60792 , 50.96417 , "108.93" , "-9.48" , 1.279 , "Blazar Q-type" , 1305 , 1294 , 800 , 700 , 800 , 0 , "650" , 18.3682 , "GB6J2322+5057 "
310 , "WMAP3 J2327+0939" , 351.88958 , 9.66917 , "91.14" , "-47.96" , 1.843 , "Blazar Q-type" , 886 , 741 , 800 , 1300 , 1200 , 900 , 1100 , 355.7387 , "PKS2325+093 "
311 , "WMAP3 J2329-4732" , 352.32375 , -47.50528 , "335.72" , "-64.06" , 1.299 , "Blazar Q-type" , 2206 , 3180 , 1400 , 1200 , 1400 , 1300 , 1200 , 329.9709 , "PKS2326-477 "
312 , "WMAP3 J2330+1056" , 352.67 , 11.005 , "93.06" , "-47.13" , 1.489 , "Blazar Q-type" , 1194 , 1204 , 1000 , 1200 , 1000 , 1300 , "1166" , 357.011 , "4C10.73 "
313 , "WMAP3 J2331-1559" , 352.91083 , -15.94917 , "59.99" , "-68.39" , 1.153 , "Blazar Q-type" , 1879 , 1335 , 1300 , 900 , 800 , 1100 , "987" , 346.4206 , "PKS2329-16 "
314 , "WMAP3 J2333-2340" , 353.48 , -23.72778 , "39.63" , "-72.19" , 0.048 , "Misd. NT-AGN RGal-type" , 907 , 782 , 900 , 900 , 1200 , 1200 , "1077" , 343.6126 , "PKS2331-240 "
315 , "WMAP3 J2334+0734" , 353.55333 , 7.60722 , "91.88" , "-50.55" , 0.401 , "Blazar Q-type" , 953 , 631 , 1100 , 1000 , 1100 , 800 , "718" , 356.4286 , "GB6J2334+0736 "
316 , "WMAP3 J2335-0129" , 353.835 , -1.51917 , "84.27" , "-58.56" , 1.184 , "Blazar Q-type" , 581 , 724 , 700 , 1200 , 1300 , 700 , "628" , 353.0406 , "PKS2332-017 "
317 , "WMAP3 J2335-5242" , 354.05042 , -52.60611 , "326.68" , "-60.92" , 0 , "Blazar Q-type" , 1588 , 2196 , 1000 , 700 , 500 , 900 , "807" , 327.5458 , "PKS2333-528 "
318 , "WMAP3 J2346+0927" , 356.65333 , 9.5125 , "97.5" , "-50.13" , 0.677 , "Blazar Q-type" , 1344 , 1804 , 1100 , 1000 , 700 , 1000 , 1100 , 0.0542 , "4C09.74 "
319 , "WMAP3 J2348-1631" , 357.01083 , -16.52 , "65.54" , "-71.9" , 0.6 , "Blazar Q-type" , 2360 , 2641 , 1800 , 1800 , 2000 , 1600 , "1436" , 349.8722 , "PKS2345-16 "
320 , "WMAP3 J2354+4550" , 358.59042 , 45.88444 , "112.65" , "-15.85" , 1.992 , "Blazar Q-type" , 1127 , 1872 , 1600 , 1200 , 1300 , 1200 , "1077" , 20.5031 , "4C45.51 "
321 , "WMAP3 J2356+4952" , 358.78958 , 49.83556 , "113.7" , "-12.03" , 0.238 , "Misd. NT-AGN RGal-type" , 2306 , 2306 , 900 , 800 , 0 , 0 , "615" , 23.6311 , "1Jy2352+495 "
322 , "WMAP3 J2357-5313" , 359.47167 , -53.18694 , "320.18" , "-62.12" , 1.006 , "Blazar Q-type" , 1782 , 1411 , 1300 , 1100 , 1100 , 0 , 800 , 330.9283 , "PKS2355-534 "
323 , "WMAP3 J2358-1013" , 359.545 , -10.33556 , "83.64" , "-69.04" , 1.639 , "Blazar Q-type" , 1618 , 768 , 1000 , 1200 , 0 , 1100 , "987" , 354.7362 , "PKS2355-106 "
324 , "WMAP3 J2358-6050" , 359.69 , -60.88194 , "314.1" , "-55.1" , 0.096 , "Misd. NT-AGN RGal-type" , 4421 , 11947 , 1800 , 1400 , 1200 , 0 , "975" , 323.5739 , "PKS2356-61 "
