_id , ercsc_857_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
6545 , "PLCKERC857 G105.00+34.31" ,, 253.44042 , 73.03139 , 105.00678 , 34.31306 , "1629.7+/-147" , "2639.05+/-83" , "1420.4+/-113.31" , "4330.2+/-533.13" , 0.349 , 0 , 1 , 3 , "0.817+/-0.041"
6546 , "PLCKERC857 G035.84+33.36" ,, 253.44875 , 16.77278 , 35.84492 , 33.36961 , "3129.1+/-447" , "1.25e+4+/-159.5" , "2665.6+/-312.19" , "4.0e+4+/-1.13e+4" , 0.349 , 0 , 1 , 2 , "0.957+/-0.045"
6547 , "PLCKERC857 G085.59+38.33" ,, 253.505 , 56.91611 , 85.59354 , 38.33126 , "2043+/-307" , "5037.22+/-119.6" , "1412.5+/-139.49" , "2294+/-1158.38" , 0.305 , 0 , 1 , 1 , "0.974+/-0.046"
6548 , "PLCKERC857 G045.11+35.94" ,, 253.53458 , 24.81722 , 45.11534 , 35.94535 , "8681.2+/-1355" , "2.69e+4+/-143.8" , "5531.5+/-712.08" , "2.5e+4+/-1924.35" , 0.305 , 0 , 1 , 1 , "0.992+/-0.047"
6549 , "PLCKERC857 G340.78-01.01" ,, 253.56167 , -45.29111 , 340.78318 , -1.01313 , "2.8e+6+/-1e+5" , "3.79e+6+/-2945.3" , "-" , "3.5e+6+/-1.53e+5" , 0.422 , 0 , 0 , 2 , "0.916+/-0.044"
6550 , "PLCKERC857 G005.44+17.87" ,, 253.57125 , -14.53556 , 5.44222 , 17.87856 , "4.4e+4+/-7078" , "9.74e+4+/-812.5" , "3.8e+4+/-4339.21" , "1.4e+5+/-1.13e+4" , 0.462 , 0 , 1 , 2 , "0.879+/-0.043"
6551 , "PLCKERC857 G004.47+17.18" ,, 253.6025 , -15.68972 , 4.47506 , 17.18404 , "5.0e+4+/-8652" , "1.03e+5+/-765.3" , "4.6e+4+/-4701.54" , "2.6e+5+/-3.53e+4" , 0.462 , 0 , 1 , 2 , "0.868+/-0.042"
6552 , "PLCKERC857 G091.13+37.46" ,, 253.65458 , 61.37333 , 91.13661 , 37.46626 , "1.2e+4+/-1091" , "1.86e+4+/-80.4" , "9224.5+/-643.4" , "2.3e+4+/-1375.68" , 0.305 , 0 , 1 , 2 , "0.994+/-0.046"
6553 , "PLCKERC857 G101.98+35.09" ,, 253.68042 , 70.42528 , 101.98302 , 35.0998 , "1904.7+/-140" , "2334.43+/-64.7" , "1654.2+/-104.7" , "2801.8+/-276.3" , 0.305 , 0 , 0 , 3 , "0.862+/-0.043"
6554 , "PLCKERC857 G004.02+16.64" ,, 253.79458 , -16.35111 , 4.02584 , 16.64833 , "6.7e+4+/-1e+4" , "1.13e+5+/-1175" , "5.2e+4+/-5204.87" , "7.3e+4+/-9.64e+4" , 0.422 , 0 , 1 , 2 , "0.888+/-0.043"
6555 , "PLCKERC857 G045.93+35.87" ,, 253.81542 , 25.43528 , 45.936 , 35.87597 , "4394.1+/-757" , "9814.05+/-124.2" , "3188.2+/-272.58" , "4682.8+/-3650.52" , 0.462 , 0 , 1 , 1 , "0.881+/-0.043"
6556 , "PLCKERC857 G333.04-07.47" ,, 253.89375 , -55.35417 , 333.04124 , -7.47542 , "1.9e+4+/-1383" , "2.83e+4+/-1737.5" , "1.4e+4+/-1011.67" , "3.1e+4+/-2603.66" , 0.422 , 0 , 1 , 2 , "0.838+/-0.042"
6557 , "PLCKERC857 G086.57+37.99" ,, 253.90083 , 57.72722 , 86.57239 , 37.99733 , "1367.3+/-174" , "2017.96+/-89" , "1078.7+/-94.43" , "2654.9+/-540.47" , 0.305 , 0 , 1 , 1 , "0.846+/-0.042"
6558 , "PLCKERC857 G048.40+36.31" ,, 253.94208 , 27.47222 , 48.40259 , 36.31171 , "5077.5+/-604" , "8921.65+/-115.1" , "4377.3+/-469.38" , "1.6e+4+/-1897.99" , 0.462 , 0 , 1 , 1 , "0.829+/-0.041"
6559 , "PLCKERC857 G321.03-16.39" ,, 253.96083 , -70.09556 , 321.0331 , -16.39864 , "4678.8+/-787" , "8973.86+/-146.7" , "3399.2+/-525.29" , "5.3e+4+/-1.24e+4" , 0.462 , 0 , 1 , 2 , "0.85+/-0.042"
6560 , "PLCKERC857 G354.54+09.44" ,, 254.03792 , -28.05722 , 354.54106 , 9.4479 , "1.2e+4+/-1117" , "2.10e+4+/-853.4" , "8309.9+/-859.87" , "1.7e+4+/-4333.18" , 0.422 , 0 , 1 , 2 , "0.842+/-0.041"
6561 , "PLCKERC857 G358.69+12.54" ,, 254.05292 , -22.94194 , 358.69042 , 12.54322 , "3.0e+4+/-4878" , "8.11e+4+/-954.2" , "2.2e+4+/-3090.64" , "1.8e+5+/-1.11e+4" , 0.422 , 0 , 1 , 2 , "0.918+/-0.043"
6562 , "PLCKERC857 G004.45+16.62" ,, 254.06042 , -16.02639 , 4.45679 , 16.62975 , "2.0e+5+/-2e+4" , "3.63e+5+/-720.8" , "1.8e+5+/-1.16e+4" , "4.1e+5+/-3.01e+4" , 0.422 , 0 , 1 , 2 , "0.995+/-0.046"
6563 , "PLCKERC857 G083.15+38.26" ,, 254.06708 , 55.02389 , 83.15058 , 38.26845 , "1370.3+/-162" , "1205.25+/-65" , "1139.5+/-109.01" , "2242+/-428.72" , 0.305 , 0 , 0 , 1 , "0.861+/-0.043"
6564 , "PLCKERC857 G066.70+38.59" ,, 254.07125 , 42.15056 , 66.7005 , 38.59077 , "1462.8+/-240" , "1467.76+/-85.3" , "1004.7+/-135.34" , "1900.5+/-456.3" , 0.305 , 0 , 0 , 1 , "0.884+/-0.043"
6565 , "PLCKERC857 G345.00+01.80" ,, 254.18375 , -40.23889 , 345.00382 , 1.80186 , "4.4e+6+/-2e+5" , "5.90e+6+/-2688.3" , "-" , "-1.0e+4+/--1.02e+4" , 0.422 , 0 , 0 , 2 , "0.987+/-0.045"
6566 , "PLCKERC857 G028.15+29.66" ,, 254.18667 , 9.28194 , 28.15436 , 29.66836 , "8181.1+/-801" , "2.11e+4+/-196.9" , "6539.5+/-578.16" , "1.8e+4+/-2265.76" , 0.422 , 0 , 1 , 3 , "0.949+/-0.044"
6567 , "PLCKERC857 G354.94+09.54" ,, 254.22625 , -27.68722 , 354.94112 , 9.54241 , "1.5e+4+/-2029" , "2.90e+4+/-915.2" , "1.3e+4+/-1089.86" , "4.4e+4+/-3903.53" , 0.422 , 0 , 1 , 2 , "0.915+/-0.043"
6568 , "PLCKERC857 G092.74+36.91" ,, 254.23583 , 62.74278 , 92.74615 , 36.91386 , "4313.1+/-647" , "1.07e+4+/-88.4" , "3377.6+/-497.67" , "2.4e+4+/-3077.33" , 0.305 , 0 , 1 , 1 , "0.979+/-0.046"
6569 , "PLCKERC857 G002.16+14.75" ,, 254.29542 , -18.91389 , 2.16 , 14.75896 , "2.8e+4+/-2794" , "5.51e+4+/-846.4" , "2.4e+4+/-2284.11" , "5.8e+4+/-7652.07" , 0.422 , 0 , 1 , 2 , "0.897+/-0.043"
6570 , "PLCKERC857 G004.50+16.34" ,, 254.32542 , -16.15472 , 4.50178 , 16.34805 , "1.3e+5+/-1e+4" , "1.79e+5+/-729" , "1.0e+5+/-6770.78" , "1.6e+5+/-1.69e+4" , 0.422 , 0 , 0 , 2 , "0.97+/-0.045"
6571 , "PLCKERC857 G358.95+12.40" ,, 254.34042 , -22.81556 , 358.95665 , 12.40752 , "9.6e+4+/-1e+4" , "2.06e+5+/-869.5" , "7.2e+4+/-6763.88" , "2.8e+5+/-2.17e+4" , 0.422 , 0 , 1 , 2 , "0.989+/-0.047"
6572 , "PLCKERC857 G354.56+09.09" ,, 254.36917 , -28.25861 , 354.5606 , 9.0936 , "1.5e+4+/-2564" , "3.17e+4+/-809.1" , "1.3e+4+/-1797.81" , "4.6e+4+/-3712.29" , 0.422 , 0 , 1 , 2 , "0.881+/-0.043"
6573 , "PLCKERC857 G091.70+36.99" ,, 254.44042 , 61.91167 , 91.70414 , 36.99207 , "2835.3+/-502" , "3007.84+/-71.3" , "2401.5+/-202.45" , "4372+/-4929.27" , 0.305 , 0 , 1 , 2 , "0.879+/-0.043"
6574 , "PLCKERC857 G002.40+14.72" ,, 254.47708 , -18.74111 , 2.40922 , 14.72137 , "2.7e+4+/-3188" , "5.54e+4+/-829.4" , "1.9e+4+/-2271.25" , "3.8e+4+/-2.56e+4" , 0.422 , 0 , 1 , 2 , "0.928+/-0.043"
6575 , "PLCKERC857 G038.31+33.10" ,, 254.49667 , 18.59889 , 38.31273 , 33.10286 , "5420+/-576" , "8260.24+/-94.1" , "4268.2+/-418.36" , "1.6e+4+/-1232.63" , 0.305 , 0 , 1 , 1 , "0.946+/-0.044"
6576 , "PLCKERC857 G048.00+35.69" ,, 254.51167 , 26.99972 , 48.0013 , 35.69965 , "6862.1+/-681" , "1.14e+4+/-100.2" , "5662+/-560.09" , "2.5e+4+/-1899.22" , 0.422 , 0 , 1 , 2 , "0.874+/-0.042"
6577 , "PLCKERC857 G343.12-00.06" ,, 254.57042 , -42.86556 , 343.12864 , -0.06036 , "1.9e+6+/-1e+5" , "2.17e+6+/-2650.1" , "-" , "2.1e+6+/-1.07e+5" , 0.422 , 0 , 0 , 2 , "0.871+/-0.043"
6578 , "PLCKERC857 G091.18+37.00" ,, 254.59375 , 61.50083 , 91.1816 , 37.00084 , "2.1e+4+/-1838" , "3.15e+4+/-89.1" , "1.3e+4+/-1403.82" , "4.8e+4+/-2575.16" , 0.305 , 0 , 1 , 2 , "0.999+/-0.048"
6579 , "PLCKERC857 G089.01+37.29" ,, 254.6325 , 59.74528 , 89.01062 , 37.29804 , "1504.5+/-242" , "4053.82+/-110.6" , "1107.4+/-159.13" , "6125.7+/-1156.51" , 0.349 , 0 , 1 , 2 , "0.899+/-0.043"
6580 , "PLCKERC857 G088.00+37.42" ,, 254.63542 , 58.93417 , 88.00358 , 37.42877 , "5185.7+/-125" , "4966.29+/-79" , "5243.3+/-213.36" , "5917.6+/-239.08" , 0.305 , 0 , 0 , 1 , "0.985+/-0.045"
6581 , "PLCKERC857 G004.40+15.90" ,, 254.64375 , -16.48667 , 4.40444 , 15.90648 , "4.5e+4+/-4363" , "9.42e+4+/-820.5" , "4.2e+4+/-2953.14" , "9.1e+4+/-3887.51" , 0.422 , 0 , 1 , 3 , "0.919+/-0.043"
6582 , "PLCKERC857 G118.81+28.99" ,, 254.65042 , 85.91833 , 118.81968 , 28.99735 , "9613.3+/-1207" , "1.31e+4+/-257.7" , "7430.8+/-768.24" , "2.1e+4+/-883.81" , 0.422 , 0 , 1 , 3 , "0.849+/-0.043"
6583 , "PLCKERC857 G337.08-04.89" ,, 254.65042 , -50.605 , 337.08012 , -4.8983 , "7.1e+4+/-7120" , "1.53e+5+/-2356.6" , "5.1e+4+/-4735.45" , "1.7e+5+/-9206.85" , 0.422 , 0 , 1 , 2 , "0.886+/-0.043"
6584 , "PLCKERC857 G024.30+27.37" ,, 254.70417 , 5.22833 , 24.30775 , 27.37121 , "3270.3+/-368" , "7641.95+/-201.8" , "2779.8+/-277.89" , "2.2e+4+/-6278" , 0.462 , 0 , 1 , 2 , "0.819+/-0.041"
6585 , "PLCKERC857 G092.07+36.78" ,, 254.74625 , 62.245 , 92.07687 , 36.78533 , "7826+/-1009" , "1.08e+4+/-66.9" , "5671.1+/-503.17" , "1.7e+4+/-1207.81" , 0.305 , 0 , 1 , 1 , "0.993+/-0.046"
6586 , "PLCKERC857 G330.78-09.81" ,, 254.79417 , -58.54917 , 330.78829 , -9.81811 , "6200.6+/-813" , "2.13e+4+/-332.1" , "5454.3+/-544.54" , "2.1e+4+/-2448.82" , 0.462 , 0 , 1 , 2 , "0.856+/-0.042"
6587 , "PLCKERC857 G093.75+36.47" ,, 254.79958 , 63.62722 , 93.75611 , 36.4764 , "1676.5+/-249" , "1860.27+/-85.6" , "1306.6+/-137.32" , "6142.8+/-1453.35" , 0.305 , 0 , 1 , 1 , "0.867+/-0.043"
6588 , "PLCKERC857 G092.64+36.66" ,, 254.81125 , 62.715 , 92.64398 , 36.66169 , "7452.7+/-859" , "7364.29+/-57.3" , "5786.3+/-453.73" , "1.1e+4+/-1354.13" , 0.305 , 0 , 0 , 2 , "0.992+/-0.046"
6589 , "PLCKERC857 G005.72+16.58" ,, 254.82542 , -15.05444 , 5.72897 , 16.58851 , "1.2e+5+/-1e+4" , "3.00e+5+/-904.3" , "8.9e+4+/-8416.06" , "3.2e+5+/-2.41e+4" , 0.422 , 0 , 1 , 2 , "0.99+/-0.047"
6590 , "PLCKERC857 G343.49-00.01" ,, 254.8325 , -42.54972 , 343.49593 , -0.01554 , "1.9e+6+/-2e+5" , "2.38e+6+/-2645" , "-" , "2.8e+6+/-2.10e+5" , 0.422 , 0 , 0 , 2 , "0.877+/-0.043"
6591 , "PLCKERC857 G345.45+01.44" ,, 254.91417 , -40.10833 , 345.45285 , 1.44555 , "4.9e+6+/-4e+5" , "1.05e+7+/-4376" , "-" , "-1.0e+4+/--1.02e+4" , 0.422 , 0 , 1 , 2 , "0.992+/-0.047"
6592 , "PLCKERC857 G028.19+28.88" ,, 254.915 , 8.96806 , 28.19328 , 28.88442 , "1.1e+4+/-1118" , "1.53e+4+/-131.6" , "8138.6+/-740.25" , "4.4e+4+/-6280.52" , 0.422 , 0 , 1 , 2 , "0.927+/-0.044"
6593 , "PLCKERC857 G359.55+12.03" ,, 255.04208 , -22.56528 , 359.55714 , 12.03684 , "7.5e+4+/-6782" , "1.07e+5+/-916.3" , "5.2e+4+/-5163.62" , "2.0e+5+/-1.57e+4" , 0.422 , 0 , 1 , 2 , "0.955+/-0.045"
6594 , "PLCKERC857 G359.30+11.85" ,, 255.04458 , -22.87333 , 359.30517 , 11.85202 , "4.6e+4+/-6944" , "1.05e+5+/-1014.1" , "3.9e+4+/-4142.63" , "1.4e+5+/-1.10e+4" , 0.422 , 0 , 1 , 2 , "0.949+/-0.044"
6595 , "PLCKERC857 G091.65+36.69" ,, 255.08083 , 61.93528 , 91.65996 , 36.69173 , "3266.2+/-480" , "4784.8+/-79.3" , "2405.4+/-226.29" , "5547.3+/-832.47" , 0.305 , 0 , 1 , 2 , "0.904+/-0.043"
6596 , "PLCKERC857 G095.97+35.90" ,, 255.17042 , 65.50389 , 95.97898 , 35.90271 , "1163.3+/-172" , "1993.74+/-55.2" , "869.3+/-116.54" , "2625.2+/-338.44" , 0.349 , 0 , 1 , 6 , "0.825+/-0.041"
6597 , "PLCKERC857 G038.65+32.51" ,, 255.18417 , 18.65806 , 38.65398 , 32.51467 , "1713.4+/-342" , "7226.45+/-140.2" , "1778.8+/-246.76" , "8350.5+/-1149.19" , 0.349 , 0 , 1 , 1 , "0.919+/-0.043"
6598 , "PLCKERC857 G028.22+28.58" ,, 255.20417 , 8.86056 , 28.22692 , 28.58071 , "5063+/-747" , "1.02e+4+/-162.9" , "3887.1+/-382.99" , "1.7e+4+/-1835.32" , 0.462 , 0 , 1 , 2 , "0.844+/-0.041"
6599 , "PLCKERC857 G320.15-17.53" ,, 255.32333 , -71.43889 , 320.15011 , -17.53553 , "3276+/-408" , "9268.4+/-228.2" , "2905.9+/-318.55" , "1.4e+4+/-1389.87" , 0.462 , 0 , 1 , 2 , "0.827+/-0.041"
6600 , "PLCKERC857 G093.44+36.26" ,, 255.385 , 63.43056 , 93.44938 , 36.26211 , "4454.6+/-512" , "1.01e+4+/-98.9" , "3251.8+/-333.25" , "1.5e+4+/-1266.93" , 0.305 , 0 , 1 , 1 , "0.991+/-0.047"
6601 , "PLCKERC857 G092.87+36.34" ,, 255.40167 , 62.95917 , 92.87435 , 36.34886 , "1.0e+4+/-1115" , "1.58e+4+/-61.6" , "9660.1+/-758.61" , "3.0e+4+/-2771.1" , 0.305 , 0 , 1 , 1 , "1+/-0.047"
6602 , "PLCKERC857 G048.42+34.91" ,, 255.46167 , 27.12139 , 48.42031 , 34.91633 , "4300.8+/-744" , "8766.21+/-129.7" , "2994+/-445.46" , "2.1e+4+/-2658.26" , 0.462 , 0 , 1 , 1 , "0.813+/-0.04"
6603 , "PLCKERC857 G092.28+36.38" ,, 255.53125 , 62.48889 , 92.28732 , 36.38112 , "8542.5+/-1270" , "2.06e+4+/-94.2" , "6921.1+/-1001.53" , "3.3e+4+/-2286.13" , 0.305 , 0 , 1 , 1 , "1+/-0.047"
6604 , "PLCKERC857 G351.24+05.14" ,, 255.68125 , -33.27222 , 351.24372 , 5.14682 , "7.3e+4+/-3967" , "9.78e+4+/-2628.5" , "6.1e+4+/-3554.74" , "1.0e+5+/-7018.63" , 0.422 , 0 , 0 , 2 , "0.91+/-0.044"
6605 , "PLCKERC857 G035.38+30.84" ,, 255.73125 , 15.45278 , 35.38383 , 30.84011 , "6657.1+/-803" , "1.79e+4+/-205.4" , "4580.1+/-473.26" , "2.7e+4+/-3384.21" , 0.422 , 0 , 1 , 2 , "0.926+/-0.043"
6606 , "PLCKERC857 G350.36+04.41" ,, 255.745 , -34.41583 , 350.36384 , 4.41068 , "9.9e+4+/-1e+4" , "2.06e+5+/-2356.5" , "8.2e+4+/-7525.62" , "2.7e+5+/-1.85e+4" , 0.422 , 0 , 1 , 2 , "0.882+/-0.043"
6607 , "PLCKERC857 G000.25+11.69" ,, 255.77208 , -22.215 , 0.25345 , 11.69886 , "3.7e+4+/-3786" , "3.15e+4+/-673.3" , "3.4e+4+/-2888.1" , "1.1e+5+/-7519.09" , 0.422 , 0 , 1 , 2 , "0.847+/-0.042"
6608 , "PLCKERC857 G049.68+34.90" ,, 255.77583 , 28.12028 , 49.68494 , 34.90973 , "5920.9+/-730" , "1.30e+4+/-105.2" , "4557.5+/-452.84" , "8819.5+/-3746.41" , 0.422 , 0 , 1 , 1 , "0.898+/-0.043"
6609 , "PLCKERC857 G322.41-16.32" ,, 255.945 , -68.96667 , 322.41163 , -16.32069 , "5015.2+/-940" , "1.22e+4+/-328.4" , "4524.1+/-579.16" , "3.4e+4+/-5873.15" , 0.462 , 0 , 1 , 2 , "0.884+/-0.043"
6610 , "PLCKERC857 G049.11+34.54" ,, 256.0375 , 27.57306 , 49.11586 , 34.54353 , "5918.4+/-651" , "6059.5+/-80" , "5089.1+/-324.44" , "1.1e+4+/-4692.13" , 0.422 , 0 , 1 , 1 , "0.84+/-0.042"
6611 , "PLCKERC857 G048.61+34.42" ,, 256.04292 , 27.14583 , 48.61781 , 34.42461 , "7206.4+/-1115" , "1.24e+4+/-88.3" , "6056.7+/-399.53" , "1.1e+4+/-1028.16" , 0.422 , 0 , 0 , 1 , "0.878+/-0.043"
6612 , "PLCKERC857 G344.21-00.58" ,, 256.04292 , -42.3275 , 344.21904 , -0.58501 , "3.5e+6+/-2e+5" , "4.05e+6+/-2898.3" , "-" , "-1.0e+4+/--1.02e+4" , 0.422 , 0 , 0 , 2 , "0.956+/-0.045"
6613 , "PLCKERC857 G000.28+11.39" ,, 256.06 , -22.37278 , 0.28262 , 11.39067 , "1.0e+5+/-1e+4" , "1.33e+5+/-649.2" , "7.4e+4+/-7525.17" , "2.0e+5+/-1.90e+4" , 0.422 , 0 , 1 , 2 , "0.974+/-0.045"
6614 , "PLCKERC857 G107.71+32.75" ,, 256.0725 , 75.67889 , 107.71016 , 32.75355 , "1341.6+/-94" , "2183.37+/-88.7" , "1137.9+/-75.7" , "2379.9+/-453.97" , 0.305 , 0 , 1 , 3 , "0.85+/-0.043"
6615 , "PLCKERC857 G345.48+00.32" ,, 256.10458 , -40.76417 , 345.48917 , 0.32762 , "4.7e+6+/-1e+5" , "5.51e+6+/-2682.1" , "-" , "5.5e+6+/-1.73e+5" , 0.422 , 0 , 0 , 2 , "0.988+/-0.045"
6616 , "PLCKERC857 G026.18+26.62" ,, 256.14458 , 6.3675 , 26.18556 , 26.62797 , "5329+/-640" , "1.31e+4+/-202.7" , "3524.2+/-338.13" , "1.3e+4+/-1645.01" , 0.462 , 0 , 1 , 2 , "0.879+/-0.043"
6617 , "PLCKERC857 G038.16+31.23" ,, 256.28125 , 17.81194 , 38.1667 , 31.23789 , "3738.3+/-660" , "9174.73+/-147.7" , "3075.5+/-406.32" , "4571.7+/-5157.98" , 0.305 , 0 , 1 , 1 , "0.906+/-0.043"
6618 , "PLCKERC857 G345.01-00.22" ,, 256.30708 , -41.47833 , 345.01365 , -0.22674 , "3.6e+6+/-2e+5" , "5.34e+6+/-3143.4" , "-" , "5.5e+6+/-2.86e+5" , 0.422 , 0 , 0 , 2 , "0.964+/-0.045"
6619 , "PLCKERC857 G000.15+11.00" ,, 256.3225 , -22.69972 , 0.15698 , 11.0027 , "3.9e+4+/-5461" , "7.63e+4+/-909.9" , "2.6e+4+/-2935.15" , "4.8e+4+/-3.16e+4" , 0.422 , 0 , 1 , 2 , "0.876+/-0.042"
6620 , "PLCKERC857 G049.88+34.44" ,, 256.33667 , 28.15833 , 49.88536 , 34.44199 , "5756.4+/-942" , "1.40e+4+/-116.2" , "4117.3+/-551.52" , "3.6e+4+/-8057.03" , 0.422 , 0 , 1 , 2 , "0.921+/-0.043"
6621 , "PLCKERC857 G005.27+14.47" ,, 256.37583 , -16.61944 , 5.27857 , 14.47051 , "4.0e+4+/-1998" , "5.25e+4+/-659.2" , "3.2e+4+/-1892.75" , "6.1e+4+/-2322.59" , 0.422 , 0 , 0 , 3 , "0.97+/-0.045"
6622 , "PLCKERC857 G091.82+36.02" ,, 256.43375 , 62.18861 , 91.82805 , 36.02269 , "5475.3+/-626" , "7882.77+/-73.9" , "4313+/-373.44" , "1.2e+4+/-1645.36" , 0.305 , 0 , 1 , 1 , "0.992+/-0.046"
6623 , "PLCKERC857 G007.46+15.83" ,, 256.44208 , -14.10889 , 7.46321 , 15.83444 , "1.9e+4+/-2575" , "3.78e+4+/-723.9" , "1.7e+4+/-1604.92" , "3.1e+4+/-2.42e+4" , 0.462 , 0 , 1 , 2 , "0.813+/-0.04"
6624 , "PLCKERC857 G049.02+34.12" ,, 256.46625 , 27.38917 , 49.02405 , 34.12795 , "6635.5+/-933" , "1.12e+4+/-104.7" , "5217.7+/-525.5" , "2.2e+4+/-1533.29" , 0.422 , 0 , 1 , 2 , "0.866+/-0.042"
6625 , "PLCKERC857 G345.63+00.01" ,, 256.55208 , -40.83972 , 345.63382 , 0.01212 , "1.4e+6+/-2e+5" , "1.76e+6+/-2508.5" , "-" , "4.3e+6+/-3.79e+5" , 0.422 , 0 , 1 , 2 , "0.848+/-0.042"
6626 , "PLCKERC857 G028.42+26.94" ,, 256.76292 , 8.29833 , 28.42611 , 26.94943 , "5382.8+/-1075" , "1.50e+4+/-188.7" , "4856.5+/-422.57" , "2514.6+/-4687.83" , 0.462 , 0 , 1 , 2 , "0.91+/-0.043"
6627 , "PLCKERC857 G352.76+05.03" ,, 256.86583 , -32.13 , 352.76171 , 5.03716 , "4.6e+4+/-7012" , "1.08e+5+/-3503.4" , "3.0e+4+/-3853.06" , "1.6e+5+/-1.22e+4" , 0.462 , 0 , 1 , 2 , "0.826+/-0.041"
6628 , "PLCKERC857 G049.32+33.80" ,, 256.88792 , 27.54056 , 49.32157 , 33.80847 , "5655.6+/-1045" , "1.65e+4+/-126.9" , "5381.8+/-556.66" , "6132.5+/-8133.18" , 0.422 , 0 , 1 , 1 , "0.944+/-0.044"
6629 , "PLCKERC857 G049.75+33.81" ,, 256.98917 , 27.88806 , 49.75336 , 33.81513 , "8672.4+/-1174" , "2.10e+4+/-117.1" , "7388.5+/-655.95" , "2.4e+4+/-3234.63" , 0.422 , 0 , 1 , 1 , "0.962+/-0.045"
6630 , "PLCKERC857 G000.12+10.18" ,, 257.02083 , -23.19806 , 0.12625 , 10.18975 , "4.1e+4+/-3977" , "1.10e+5+/-1008" , "3.2e+4+/-2449" , "1.3e+5+/-1.07e+4" , 0.462 , 0 , 1 , 2 , "0.907+/-0.043"
6631 , "PLCKERC857 G000.44+10.29" ,, 257.12042 , -22.88417 , 0.44013 , 10.29723 , "9.4e+4+/-9840" , "1.23e+5+/-743.3" , "6.7e+4+/-6029.18" , "1.8e+5+/-1.40e+4" , 0.422 , 0 , 1 , 2 , "0.95+/-0.045"
6632 , "PLCKERC857 G035.63+29.46" ,, 257.13292 , 15.11833 , 35.63392 , 29.46395 , "1.1e+4+/-1514" , "1.19e+4+/-162.2" , "8884.5+/-897.31" , "4.4e+4+/-3707.06" , 0.422 , 0 , 1 , 2 , "0.891+/-0.043"
6633 , "PLCKERC857 G067.15+36.34" ,, 257.1375 , 42.32917 , 67.15377 , 36.34235 , "1212.9+/-112" , "1217.32+/-50.3" , "1196.4+/-98.43" , "2150.3+/-407.55" , 0.305 , 0 , 0 , 1 , "0.838+/-0.042"
6634 , "PLCKERC857 G305.54-25.97" ,, 257.18167 , -87.39694 , 305.54147 , -25.97632 , "6128+/-687" , "1.38e+4+/-272.4" , "4662.6+/-415.87" , "7355.3+/-3649.12" , 0.462 , 0 , 1 , 2 , "0.863+/-0.042"
6635 , "PLCKERC857 G345.40-00.94" ,, 257.385 , -41.59694 , 345.403 , -0.94309 , "4.2e+6+/-2e+5" , "5.97e+6+/-2830.8" , "-" , "5.0e+6+/-1.96e+5" , 0.422 , 0 , 0 , 2 , "0.979+/-0.045"
6636 , "PLCKERC857 G011.00+16.96" ,, 257.39375 , -10.64833 , 11.00714 , 16.96663 , "2.0e+4+/-3497" , "5.64e+4+/-829.6" , "1.4e+4+/-1760.83" , "3.3e+4+/-3.23e+4" , 0.422 , 0 , 1 , 2 , "0.937+/-0.043"
6637 , "PLCKERC857 G094.34+35.20" ,, 257.43417 , 64.34472 , 94.34224 , 35.20205 , "1089.8+/-116" , "1590.49+/-59.8" , "910.7+/-80.51" , "1912.7+/-394.03" , 0.305 , 0 , 1 , 1 , "0.835+/-0.042"
6638 , "PLCKERC857 G014.84+19.09" ,, 257.54458 , -6.42972 , 14.84281 , 19.09253 , "1.6e+4+/-3030" , "2.91e+4+/-618.4" , "1.3e+4+/-1035.99" , "9857.4+/-7080.85" , 0.462 , 0 , 0 , 2 , "0.829+/-0.041"
6639 , "PLCKERC857 G330.70-11.63" ,, 257.55833 , -59.68083 , 330.70423 , -11.63089 , "7327+/-1078" , "1.69e+4+/-242.8" , "6034.1+/-620.58" , "1.1e+4+/-4945.02" , 0.462 , 0 , 1 , 2 , "0.816+/-0.041"
6640 , "PLCKERC857 G033.94+28.24" ,, 257.67875 , 13.28083 , 33.94898 , 28.24785 , "1.1e+4+/-1512" , "3.00e+4+/-187.5" , "8838+/-855.99" , "4.5e+4+/-2791.61" , 0.422 , 0 , 1 , 3 , "0.952+/-0.044"
6641 , "PLCKERC857 G080.60+36.29" ,, 257.68 , 53.15472 , 80.60769 , 36.29649 , "2104+/-408" , "4115.53+/-108.1" , "1641+/-151.53" , "2766.4+/-3596.42" , 0.349 , 0 , 1 , 2 , "0.841+/-0.041"
6642 , "PLCKERC857 G308.68-24.56" ,, 257.75042 , -84.22278 , 308.68345 , -24.56042 , "4.3e+4+/-3915" , "8.11e+4+/-262.7" , "3.3e+4+/-3087.47" , "1.0e+5+/-3606.94" , 0.422 , 0 , 1 , 2 , "1+/-0.047"
6643 , "PLCKERC857 G050.40+33.22" ,, 257.80042 , 28.25083 , 50.40175 , 33.22212 , "4100.4+/-512" , "1.81e+4+/-152.7" , "3093.4+/-385.38" , "3.3e+4+/-6303.17" , 0.462 , 0 , 1 , 1 , "0.964+/-0.045"
6644 , "PLCKERC857 G024.00+23.72" ,, 257.80167 , 3.26639 , 24.00292 , 23.72242 , "4714+/-581" , "1.35e+4+/-181" , "3612.3+/-436.87" , "3.1e+4+/-4048.35" , 0.462 , 0 , 1 , 2 , "0.852+/-0.042"
