_id , ercsc_857_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
1 , "PLCKERC857 G104.21-47.89"    ,, 0.09375 , 13.11306 , 104.2114 , -47.89402 , "3427.1+/-480" , "1.22e+4+/-272.9" , "2701.4+/-351" , "4.3e+4+/-1.37e+4" , 0.462 , 0 , 1 , 1 , "0.878+/-0.043"
2 , "PLCKERC857 G304.22-31.96"    ,, 0.1 , -85.03472 , 304.22293 , -31.96473 , "9421.9+/-886" , "1.56e+4+/-153.2" , "6735.5+/-630.84" , "2.3e+4+/-1357.37" , 0.422 , 0 , 1 , 3 , "0.887+/-0.043"
3 , "PLCKERC857 G112.57-21.29"    ,, 0.12167 , 40.55333 , 112.57409 , -21.29137 , "1.5e+4+/-2074" , "2.19e+4+/-138.5" , "1.0e+4+/-954.24" , "3.6e+4+/-3554.11" , 0.422 , 0 , 1 , 1 , "0.985+/-0.045"
4 , "PLCKERC857 G116.67-02.21"    ,, 0.27 , 60.04694 , 116.67958 , -2.21203 , "6.0e+4+/-1e+4" , "8.73e+4+/-1250.9" , "4.4e+4+/-4879.62" , "1.9e+5+/-1.30e+4" , 0.422 , 0 , 1 , 2 , "0.834+/-0.042"
5 , "PLCKERC857 G114.64-12.33"    ,, 0.27667 , 49.72139 , 114.64288 , -12.3385 , "6216.1+/-765" , "1.50e+4+/-439.9" , "4761.1+/-452.42" , "3.3e+4+/-5627.22" , 0.462 , 0 , 1 , 1 , "0.844+/-0.041"
6 , "PLCKERC857 G118.15+05.14"    ,, 0.3075 , 67.54833 , 118.15177 , 5.1438 , "5.9e+5+/-7e+4" , "1.11e+6+/-2473.3" , "4.2e+5+/-3.78e+4" , "1.7e+6+/-1.89e+5" , 0.422 , 0 , 1 , 2 , "1+/-0.047"
7 , "PLCKERC857 G105.91-44.68"    ,, 0.32708 , 16.52083 , 105.91732 , -44.68835 , "3708.7+/-411" , "3332.82+/-122.2" , "2789+/-225.82" , "4409+/-692.82" , 0.305 , 0 , 0 , 2 , "0.853+/-0.043"
8 , "PLCKERC857 G117.60+02.31"    ,, 0.33917 , 64.66778 , 117.60543 , 2.31524 , "1.5e+5+/-9350" , "2.03e+5+/-1812.9" , "1.4e+5+/-7182.29" , "2.2e+5+/-1.56e+4" , 0.422 , 0 , 0 , 1 , "0.889+/-0.043"
9 , "PLCKERC857 G114.44-13.56"    ,, 0.36458 , 48.48 , 114.44807 , -13.56666 , "3.0e+4+/-2805" , "4.17e+4+/-279.1" , "2.3e+4+/-2143.29" , "6.8e+4+/-9411.62" , 0.422 , 0 , 1 , 1 , "1+/-0.047"
10 , "PLCKERC857 G114.42-13.94"   ,, 0.44917 , 48.10194 , 114.428 , -13.94829 , "4.2e+4+/-3025" , "5.42e+4+/-267" , "3.4e+4+/-1510.28" , "5.3e+4+/-3709.66" , 0.422 , 0 , 0 , 1 , "0.999+/-0.047"
11 , "PLCKERC857 G117.41+01.05"   ,, 0.47125 , 63.39194 , 117.41723 , 1.052 , "7.5e+4+/-5832" , "9.41e+4+/-1807.2" , "6.1e+4+/-3953.55" , "1.6e+5+/-1.27e+4" , 0.422 , 0 , 1 , 1 , "0.862+/-0.043"
12 , "PLCKERC857 G027.40-78.99"   ,, 0.47625 , -27.64361 , 27.40198 , -78.99735 , "854.2+/-128" , "982.24+/-77.9" , "959.4+/-153.05" , "1055.1+/-389.87" , 0.305 , 0 , 0 , 2 , "0.843+/-0.042"
13 , "PLCKERC857 G075.86-73.61"   ,, 0.48833 , -15.45556 , 75.86531 , -73.61793 , "1321+/-133" , "1380.9+/-56.7" , "1283.2+/-151.5" , "1649.6+/-447.06" , 0.305 , 0 , 0 , 1 , "0.873+/-0.043"
14 , "PLCKERC857 G117.47+01.27"   ,, 0.49833 , 63.62611 , 117.47376 , 1.27962 , "7.7e+4+/-4729" , "9.33e+4+/-2246.5" , "5.9e+4+/-3907.68" , "1.1e+5+/-7570.2" , 0.422 , 0 , 0 , 1 , "0.846+/-0.042"
15 , "PLCKERC857 G079.41-72.44"   ,, 0.50708 , -13.89444 , 79.41251 , -72.44834 , "1833.4+/-199" , "3112.1+/-86.5" , "1537.6+/-149.28" , "2608+/-721.93" , 0.305 , 0 , 1 , 1 , "0.948+/-0.044"
16 , "PLCKERC857 G313.01-54.86"   ,, 0.73917 , -61.305 , 313.01993 , -54.86332 , "902.1+/-137" , "1337.16+/-48.1" , "696.1+/-86.17" , "2040+/-620.55" , 0.305 , 0 , 1 , 3 , "0.851+/-0.043"
17 , "PLCKERC857 G096.23-62.25"   ,, 0.78333 , -1.91806 , 96.2384 , -62.25993 , "2062+/-177" , "2368.05+/-78.3" , "1971.7+/-152.16" , "2419.9+/-438.56" , 0.305 , 0 , 0 , 1 , "0.917+/-0.044"
18 , "PLCKERC857 G081.81-72.21"   ,, 0.95083 , -13.26444 , 81.81057 , -72.21815 , "1039.6+/-135" , "1691.12+/-91.8" , "983+/-149.99" , "2414.2+/-821.99" , 0.305 , 0 , 1 , 1 , "0.844+/-0.042"
19 , "PLCKERC857 G109.18-37.58"   ,, 0.96625 , 24.01167 , 109.18939 , -37.58711 , "1.4e+4+/-1284" , "3.23e+4+/-193.9" , "1.0e+4+/-829.03" , "5.4e+4+/-6858.02" , 0.422 , 0 , 1 , 1 , "0.966+/-0.045"
20 , "PLCKERC857 G105.44-48.13"   ,, 0.97958 , 13.11694 , 105.44986 , -48.135 , "9561.5+/-1417" , "1.28e+4+/-172.9" , "7824.5+/-544.51" , "1.1e+4+/-1.14e+4" , 0.422 , 0 , 1 , 1 , "0.928+/-0.044"
21 , "PLCKERC857 G108.22-40.75"   ,, 0.98833 , 20.75472 , 108.22113 , -40.75674 , "6301.7+/-207" , "7176.92+/-140.6" , "5967.5+/-248.27" , "6434.2+/-414.03" , 0.305 , 0 , 0 , 1 , "0.945+/-0.045"
22 , "PLCKERC857 G109.19-37.80"   ,, 1.0225 , 23.80056 , 109.1909 , -37.8044 , "7750.1+/-1090" , "1.12e+4+/-121.2" , "6190.6+/-572.68" , "1.6e+4+/-1705.11" , 0.422 , 0 , 1 , 2 , "0.846+/-0.042"
23 , "PLCKERC857 G118.62+06.14"   ,, 1.03167 , 68.61944 , 118.62177 , 6.14469 , "6.0e+5+/-4e+4" , "9.72e+5+/-2545.1" , "4.8e+5+/-2.74e+4" , "1.0e+6+/-3.81e+4" , 0.422 , 0 , 1 , 2 , "1+/-0.047"
24 , "PLCKERC857 G115.75-09.23"   ,, 1.04333 , 52.9775 , 115.7561 , -9.23442 , "2.4e+4+/-3562" , "5.03e+4+/-354.3" , "1.7e+4+/-2494.05" , "9.5e+4+/-6086.12" , 0.422 , 0 , 1 , 1 , "0.941+/-0.043"
25 , "PLCKERC857 G114.30-16.67"   ,, 1.0475 , 45.40194 , 114.30303 , -16.67654 , "5151+/-899" , "1.28e+4+/-193.9" , "4142.3+/-515.18" , "2.5e+4+/-4274.7" , 0.462 , 0 , 1 , 1 , "0.901+/-0.043"
26 , "PLCKERC857 G309.52-48.46"   ,, 1.09542 , -68.05611 , 309.52977 , -48.46466 , "1131.4+/-123" , "1450.52+/-56.2" , "779+/-85.49" , "3959.2+/-1309.5" , 0.305 , 0 , 1 , 2 , "0.846+/-0.042"
27 , "PLCKERC857 G312.26-54.21"   ,, 1.1875 , -62.05778 , 312.26207 , -54.21653 , "1458.7+/-116" , "1501.54+/-49.5" , "1484.4+/-85.12" , "1585.2+/-209.71" , 0.305 , 0 , 0 , 2 , "0.91+/-0.044"
28 , "PLCKERC857 G092.07-67.14"   ,, 1.27625 , -7.09 , 92.07039 , -67.14338 , "1258.7+/-154" , "852.98+/-67.5" , "1423.6+/-158.11" , "1397.9+/-374.62" , 0.305 , 0 , 0 , 1 , "0.841+/-0.042"
29 , "PLCKERC857 G110.55-34.13"   ,, 1.305 , 27.62639 , 110.55208 , -34.13166 , "3372.2+/-463" , "9588.18+/-224.4" , "2779.5+/-355.06" , "1.0e+4+/-1227.5" , 0.305 , 0 , 1 , 1 , "0.948+/-0.044"
30 , "PLCKERC857 G075.46-74.92"   ,, 1.32542 , -16.485 , 75.46062 , -74.92026 , "1479.2+/-123" , "1474.83+/-63.1" , "1435+/-154.09" , "1715.4+/-372.91" , 0.305 , 0 , 0 , 1 , "0.915+/-0.044"
31 , "PLCKERC857 G312.77-55.40"   ,, 1.37042 , -60.84139 , 312.77193 , -55.4 , "757+/-94" , "862.93+/-51.1" , "646.4+/-88.4" , "1064.9+/-356.33" , 0.305 , 0 , 0 , 2 , "0.836+/-0.042"
32 , "PLCKERC857 G109.58-38.10"   ,, 1.42875 , 23.57917 , 109.58649 , -38.10463 , "8444+/-1438" , "8671.62+/-180" , "5504.8+/-804.85" , "3.8e+4+/-6945.96" , 0.422 , 0 , 1 , 1 , "0.866+/-0.043"
33 , "PLCKERC857 G108.37-42.29"   ,, 1.50083 , 19.29056 , 108.37727 , -42.29348 , "2696.5+/-381" , "5948.25+/-178.8" , "2086.1+/-238.45" , "8885.3+/-1402.47" , 0.305 , 0 , 1 , 1 , "0.897+/-0.043"
34 , "PLCKERC857 G109.68-38.24"   ,, 1.54167 , 23.45917 , 109.68062 , -38.24475 , "8276.4+/-1016" , "7925.05+/-124.4" , "5965.3+/-818.99" , "2.0e+4+/-3287.96" , 0.422 , 0 , 1 , 1 , "0.863+/-0.043"
35 , "PLCKERC857 G332.82-72.91"   ,, 1.58667 , -41.49472 , 332.82295 , -72.91464 , "5091.6+/-120" , "5255.08+/-77" , "5319.5+/-229.62" , "5353.7+/-365.94" , 0.305 , 0 , 0 , 1 , "1+/-0.047"
36 , "PLCKERC857 G116.16-08.87"   ,, 1.59917 , 53.4 , 116.16501 , -8.87877 , "1.9e+4+/-3074" , "6.69e+4+/-443.4" , "1.2e+4+/-2334.23" , "1.3e+5+/-1.56e+4" , 0.422 , 2 , 1 , 1 , "0.965+/-0.045"
37 , "PLCKERC857 G109.82-37.97"   ,, 1.6 , 23.74722 , 109.82771 , -37.97564 , "7498.6+/-1207" , "8273.2+/-128.1" , "6731.9+/-706.23" , "5.5e+4+/-1.46e+4" , 0.422 , 0 , 1 , 1 , "0.844+/-0.042"
38 , "PLCKERC857 G013.68-79.70"   ,, 1.61375 , -30.07083 , 13.68855 , -79.70274 , "1065.7+/-139" , "933.18+/-85.2" , "857.5+/-153.7" , "1075.2+/-424.85" , 0.305 , 0 , 0 , 1 , "0.885+/-0.043"
39 , "PLCKERC857 G108.51-42.52"   ,, 1.66042 , 19.08778 , 108.51096 , -42.52608 , "2471.2+/-417" , "4434.87+/-149.9" , "1637.8+/-234.91" , "2.0e+4+/-6685.24" , 0.305 , 0 , 1 , 1 , "0.86+/-0.042"
40 , "PLCKERC857 G099.50-60.83"   ,, 1.6875 , -0.01194 , 99.50493 , -60.83506 , "4657.3+/-632" , "6500.2+/-83.4" , "3692.9+/-485.15" , "1.9e+4+/-3295.54" , 0.305 , 0 , 1 , 1 , "0.972+/-0.045"
41 , "PLCKERC857 G109.80-38.47"   ,, 1.70542 , 23.2525 , 109.80907 , -38.47953 , "5454.3+/-1001" , "1.03e+4+/-185.1" , "4257.8+/-581.94" , "1.7e+4+/-1955.53" , 0.462 , 0 , 1 , 1 , "0.823+/-0.041"
42 , "PLCKERC857 G332.74-73.11"   ,, 1.76708 , -41.34611 , 332.74974 , -73.11434 , "1275.9+/-159" , "1215.31+/-54.3" , "1275+/-157.95" , "2086.8+/-539.61" , 0.305 , 0 , 0 , 1 , "0.893+/-0.043"
43 , "PLCKERC857 G099.94-60.62"   ,, 1.81542 , 0.25639 , 99.94267 , -60.62829 , "5823.2+/-924" , "1.27e+4+/-139.3" , "3948.3+/-528.04" , "8036.7+/-7599.81" , 0.305 , 0 , 1 , 1 , "0.992+/-0.047"
44 , "PLCKERC857 G118.28+02.49"   ,, 1.835 , 64.96833 , 118.28659 , 2.49529 , "1.2e+5+/-1e+4" , "1.84e+5+/-2215.7" , "9.5e+4+/-6697.81" , "2.3e+5+/-1.42e+4" , 0.422 , 0 , 1 , 2 , "0.841+/-0.042"
45 , "PLCKERC857 G112.62-27.82"   ,, 1.83833 , 34.16639 , 112.62925 , -27.82163 , "2620.9+/-413" , "6001.69+/-156.6" , "1861.8+/-191.37" , "3518+/-695.87" , 0.349 , 0 , 0 , 1 , "0.877+/-0.043"
46 , "PLCKERC857 G118.40+03.16"   ,, 1.85125 , 65.64722 , 118.40901 , 3.16302 , "1.0e+5+/-1e+4" , "1.71e+5+/-2889.3" , "7.8e+4+/-7507.88" , "1.4e+5+/-1.32e+5" , 0.462 , 0 , 1 , 2 , "0.816+/-0.041"
47 , "PLCKERC857 G108.53-43.32"   ,, 1.8775 , 18.3175 , 108.5382 , -43.32291 , "2970.7+/-435" , "7506.39+/-200.6" , "1751.2+/-234.47" , "1.5e+4+/-4481.54" , 0.305 , 0 , 1 , 1 , "0.95+/-0.044"
48 , "PLCKERC857 G118.71+04.80"   ,, 1.905 , 67.3125 , 118.71386 , 4.80036 , "2.0e+5+/-3e+4" , "3.55e+5+/-2061.8" , "1.5e+5+/-1.25e+4" , "2.6e+5+/-1.43e+5" , 0.422 , 0 , 1 , 2 , "0.948+/-0.044"
49 , "PLCKERC857 G121.81+21.69"   ,, 1.98042 , 84.47139 , 121.81063 , 21.6947 , "1.2e+4+/-957" , "2.45e+4+/-444.1" , "9947.3+/-734.39" , "3.4e+4+/-1972.13" , 0.462 , 0 , 1 , 2 , "0.823+/-0.041"
50 , "PLCKERC857 G116.25-09.92"   ,, 2.04542 , 52.38194 , 116.2554 , -9.92807 , "3.5e+4+/-4203" , "3.51e+4+/-370.6" , "2.5e+4+/-1884.43" , "5.0e+4+/-2.02e+4" , 0.422 , 0 , 1 , 1 , "0.912+/-0.044"
51 , "PLCKERC857 G100.41-60.82"   ,, 2.09958 , 0.155 , 100.41724 , -60.82129 , "4279.9+/-512" , "6243.28+/-106.7" , "3343.7+/-275.36" , "7471.3+/-962.32" , 0.305 , 0 , 1 , 1 , "0.959+/-0.045"
52 , "PLCKERC857 G108.13-45.82"   ,, 2.20167 , 15.81611 , 108.1371 , -45.82732 , "3352+/-392" , "7394.69+/-219.2" , "2762.1+/-322.76" , "2.6e+4+/-7609.3" , 0.462 , 0 , 1 , 1 , "0.836+/-0.041"
53 , "PLCKERC857 G310.03-51.26"   ,, 2.20375 , -65.27 , 310.03331 , -51.26654 , "862.8+/-101" , "756.83+/-54.8" , "727.3+/-81.19" , "1871.4+/-490.93" , 0.305 , 0 , 1 , 2 , "0.843+/-0.042"
54 , "PLCKERC857 G100.22-61.51"   ,, 2.25125 , -0.52528 , 100.22956 , -61.51272 , "3879.4+/-345" , "5534.36+/-98.6" , "3318+/-286.81" , "8980.7+/-882.68" , 0.305 , 0 , 1 , 1 , "0.945+/-0.045"
55 , "PLCKERC857 G118.59+02.82"   ,, 2.42833 , 65.34111 , 118.59465 , 2.82154 , "1.4e+5+/-2e+4" , "2.06e+5+/-1847" , "1.1e+5+/-7543.12" , "1.8e+5+/-1.52e+4" , 0.422 , 0 , 0 , 2 , "0.869+/-0.043"
56 , "PLCKERC857 G318.17-64.55"   ,, 2.445 , -51.32639 , 318.17235 , -64.55148 , "910.4+/-107" , "663.12+/-69.2" , "773.6+/-159.63" , "948.2+/-422.19" , 0.305 , 0 , 0 , 1 , "0.868+/-0.043"
57 , "PLCKERC857 G100.60-61.69"   ,, 2.48125 , -0.635 , 100.60571 , -61.69431 , "2455.5+/-400" , "2339.36+/-61.1" , "2029.6+/-197.34" , "2694.7+/-458.03" , 0.305 , 0 , 0 , 1 , "0.873+/-0.043"
58 , "PLCKERC857 G043.72-80.43"   ,, 2.48625 , -24.95806 , 43.72082 , -80.43418 , "2904.9+/-144" , "3057.69+/-74.5" , "3009+/-149.23" , "3263.7+/-381.17" , 0.305 , 0 , 0 , 1 , "0.984+/-0.045"
59 , "PLCKERC857 G110.08-41.25"   ,, 2.57292 , 20.58333 , 110.08333 , -41.25956 , "1.4e+4+/-1662" , "1.91e+4+/-131.9" , "1.1e+4+/-1083.38" , "2.3e+4+/-9864.19" , 0.305 , 0 , 1 , 1 , "1+/-0.047"
60 , "PLCKERC857 G323.04-69.06"   ,, 2.59333 , -46.42556 , 323.04222 , -69.06621 , "3618.1+/-186" , "3493.77+/-80.6" , "3540.3+/-188.14" , "3958+/-405.46" , 0.305 , 0 , 0 , 2 , "1+/-0.046"
61 , "PLCKERC857 G110.74-39.12"   ,, 2.62958 , 22.78139 , 110.74804 , -39.12035 , "4704.9+/-584" , "1.16e+4+/-206.5" , "4370.4+/-500.33" , "1.4e+4+/-1568.27" , 0.462 , 0 , 1 , 2 , "0.865+/-0.042"
62 , "PLCKERC857 G100.74-62.12"   ,, 2.68875 , -1.02083 , 100.74456 , -62.12751 , "4357+/-258" , "6878.14+/-102.2" , "3617.7+/-219.16" , "8653.4+/-1023.34" , 0.305 , 0 , 1 , 1 , "0.952+/-0.044"
63 , "PLCKERC857 G116.59-10.53"   ,, 2.75 , 51.84361 , 116.59934 , -10.53024 , "6.0e+4+/-5732" , "1.35e+5+/-479.7" , "4.8e+4+/-4273.41" , "1.1e+5+/-7974.9" , 0.422 , 0 , 1 , 1 , "0.985+/-0.046"
64 , "PLCKERC857 G088.84-72.22"   ,, 2.785 , -12.07722 , 88.84806 , -72.22764 , "1632+/-127" , "1934.5+/-65.9" , "1399.4+/-157.42" , "2584.6+/-608.28" , 0.305 , 0 , 0 , 1 , "0.891+/-0.043"
65 , "PLCKERC857 G117.75-03.64"   ,, 2.85042 , 58.82333 , 117.75947 , -3.64556 , "1.6e+5+/-8660" , "2.66e+5+/-1288.4" , "1.4e+5+/-6826.94" , "2.2e+5+/-1.08e+4" , 0.422 , 0 , 0 , 1 , "0.97+/-0.045"
66 , "PLCKERC857 G118.20-01.58"   ,, 3.0925 , 60.925 , 118.20154 , -1.58728 , "6.2e+4+/-5822" , "9.92e+4+/-1335.8" , "5.4e+4+/-3296.61" , "1.1e+5+/-6414.92" , 0.422 , 0 , 1 , 2 , "0.844+/-0.042"
67 , "PLCKERC857 G101.79-61.97"   ,, 3.10583 , -0.7175 , 101.79764 , -61.97785 , "8155.8+/-1135" , "1.80e+4+/-105.9" , "5572.7+/-730" , "2.3e+4+/-1888.06" , 0.305 , 0 , 1 , 1 , "0.994+/-0.048"
68 , "PLCKERC857 G110.88-40.95"   ,, 3.14042 , 21.00194 , 110.8862 , -40.95847 , "9699.2+/-1404" , "2.34e+4+/-158.1" , "8087+/-903.64" , "5.6e+4+/-8020.94" , 0.305 , 0 , 1 , 1 , "0.987+/-0.047"
69 , "PLCKERC857 G115.98-15.99"   ,, 3.16 , 46.35 , 115.98339 , -15.99739 , "4520.2+/-785" , "1.53e+4+/-214.5" , "4476.1+/-447.14" , "2.3e+4+/-3017.42" , 0.462 , 0 , 1 , 1 , "0.928+/-0.043"
70 , "PLCKERC857 G116.08-15.44"   ,, 3.17458 , 46.91111 , 116.08445 , -15.44467 , "5050.9+/-663" , "6220.9+/-508.9" , "3900+/-419.7" , "1.7e+4+/-2660.69" , 0.422 , 0 , 1 , 1 , "0.836+/-0.042"
71 , "PLCKERC857 G111.15-40.98"   ,, 3.3625 , 21.01667 , 111.15928 , -40.98498 , "1.0e+4+/-1428" , "1.46e+4+/-130.5" , "8394.6+/-704.79" , "3.0e+4+/-3555.6" , 0.422 , 0 , 1 , 1 , "0.966+/-0.045"
72 , "PLCKERC857 G101.35-63.46"   ,, 3.39667 , -2.195 , 101.35192 , -63.46985 , "1358.4+/-205" , "3383.75+/-118" , "1154+/-155.92" , "3146.4+/-843.59" , 0.349 , 0 , 1 , 1 , "0.856+/-0.042"
73 , "PLCKERC857 G102.42-62.21"   ,, 3.45917 , -0.84556 , 102.42681 , -62.21109 , "3530.2+/-493" , "5994.58+/-91.7" , "2368.4+/-265.19" , "5294.2+/-777.19" , 0.305 , 0 , 1 , 1 , "0.939+/-0.043"
74 , "PLCKERC857 G102.61-62.02"   ,, 3.48583 , -0.64528 , 102.61387 , -62.0289 , "7360.9+/-1115" , "9954.03+/-80.2" , "5412.2+/-496.67" , "1.8e+4+/-2128.92" , 0.305 , 0 , 1 , 1 , "0.986+/-0.045"
75 , "PLCKERC857 G055.93-80.66"   ,, 3.51458 , -23.175 , 55.93693 , -80.66725 , "4595.9+/-227" , "5890.83+/-87.8" , "4141.4+/-196.94" , "6395.5+/-588.21" , 0.305 , 0 , 0 , 1 , "1+/-0.047"
76 , "PLCKERC857 G108.06-51.71"   ,, 3.56417 , 10.08167 , 108.06005 , -51.71303 , "7988.5+/-1260" , "1.78e+4+/-234.8" , "6968.7+/-754.67" , "1.6e+4+/-2432.71" , 0.462 , 0 , 1 , 1 , "0.85+/-0.042"
77 , "PLCKERC857 G101.56-63.77"   ,, 3.58208 , -2.44889 , 101.56027 , -63.77037 , "3011.9+/-330" , "5112.51+/-95.7" , "2346+/-277.32" , "6425.9+/-850.18" , 0.305 , 0 , 1 , 1 , "0.931+/-0.043"
78 , "PLCKERC857 G118.95+01.90"   ,, 3.59958 , 64.48917 , 118.95586 , 1.90397 , "1.5e+5+/-7948" , "1.79e+5+/-2340.6" , "1.3e+5+/-6974.96" , "2.0e+5+/-1.01e+4" , 0.422 , 0 , 0 , 2 , "0.877+/-0.043"
79 , "PLCKERC857 G118.62-00.40"   ,, 3.615 , 62.15611 , 118.62893 , -0.40613 , "7.3e+4+/-5682" , "1.13e+5+/-1245" , "6.5e+4+/-3350.64" , "1.0e+5+/-7851.98" , 0.422 , 0 , 0 , 2 , "0.842+/-0.042"
80 , "PLCKERC857 G114.98-24.62"   ,, 3.71833 , 37.67667 , 114.98114 , -24.62987 , "4400.9+/-536" , "8871.9+/-160.8" , "2763.1+/-384.46" , "1.4e+4+/-1713.41" , 0.305 , 0 , 1 , 2 , "0.916+/-0.043"
81 , "PLCKERC857 G101.87-63.88"   ,, 3.74917 , -2.51167 , 101.87264 , -63.88364 , "2732.4+/-483" , "2625.64+/-70.8" , "2309.5+/-326.41" , "2.3e+4+/-7703.38" , 0.305 , 0 , 1 , 1 , "0.898+/-0.043"
82 , "PLCKERC857 G051.30-81.24"   ,, 3.75542 , -24.07667 , 51.30782 , -81.24442 , "1317.4+/-146" , "1374.55+/-86.3" , "1088.6+/-161.7" , "2039.2+/-691.82" , 0.305 , 0 , 0 , 1 , "0.9+/-0.043"
83 , "PLCKERC857 G097.97-68.20"   ,, 3.77375 , -7.10833 , 97.97376 , -68.20141 , "1133.5+/-170" , "945.37+/-56.1" , "1210.5+/-143.88" , "1274.6+/-357.52" , 0.305 , 0 , 0 , 1 , "0.871+/-0.043"
84 , "PLCKERC857 G103.39-61.88"   ,, 3.79083 , -0.39278 , 103.39557 , -61.88088 , "9276.4+/-694" , "1.80e+4+/-124.8" , "6533.4+/-520.06" , "1.7e+4+/-1522.78" , 0.305 , 0 , 1 , 1 , "1+/-0.046"
85 , "PLCKERC857 G112.03-39.83"   ,, 3.835 , 22.27028 , 112.03572 , -39.83628 , "5839+/-642" , "8585.22+/-126.1" , "5129.8+/-494.06" , "1.5e+4+/-2221.81" , 0.422 , 0 , 1 , 1 , "0.869+/-0.043"
86 , "PLCKERC857 G097.61-68.69"   ,, 3.84042 , -7.61389 , 97.61536 , -68.69394 , "1088.7+/-146" , "1479.1+/-85.9" , "910.8+/-140.84" , "1192.4+/-424.59" , 0.305 , 0 , 0 , 1 , "0.865+/-0.043"
87 , "PLCKERC857 G102.96-62.68"   ,, 3.84167 , -1.21611 , 102.96698 , -62.68135 , "2553.4+/-371" , "2592.73+/-84.9" , "2225.2+/-271.8" , "1.3e+4+/-2610.63" , 0.305 , 0 , 1 , 1 , "0.884+/-0.043"
88 , "PLCKERC857 G118.61-01.32"   ,, 3.86458 , 61.24333 , 118.61722 , -1.32659 , "2.1e+5+/-2e+4" , "3.02e+5+/-1283.2" , "1.8e+5+/-6992.54" , "2.5e+5+/-7630.6" , 0.422 , 0 , 0 , 1 , "0.985+/-0.045"
89 , "PLCKERC857 G027.80-82.05"   ,, 3.93125 , -27.55417 , 27.80944 , -82.0598 , "1558.6+/-182" , "1877.26+/-80.6" , "1163+/-155.97" , "4910+/-1841.09" , 0.305 , 0 , 1 , 1 , "0.936+/-0.044"
90 , "PLCKERC857 G115.93-20.11"   ,, 3.96208 , 42.275 , 115.93185 , -20.11248 , "3154.4+/-233" , "6953.89+/-204.8" , "2210.7+/-200.43" , "6476.6+/-1250.27" , 0.305 , 0 , 1 , 1 , "0.946+/-0.044"
91 , "PLCKERC857 G103.45-62.92"   ,, 4.12917 , -1.38417 , 103.45662 , -62.92825 , "6201.4+/-767" , "1.32e+4+/-111.1" , "4573+/-575.38" , "2.0e+4+/-1401.7" , 0.305 , 0 , 1 , 1 , "0.99+/-0.047"
92 , "PLCKERC857 G108.74-52.65"   ,, 4.1975 , 9.25528 , 108.74674 , -52.65936 , "2.1e+4+/-3602" , "5.86e+4+/-223" , "1.6e+4+/-1892.46" , "3.6e+4+/-3.08e+4" , 0.422 , 0 , 1 , 1 , "0.976+/-0.046"
93 , "PLCKERC857 G116.74-15.97"   ,, 4.20667 , 46.47556 , 116.74534 , -15.97979 , "4166.9+/-606" , "1.09e+4+/-257.8" , "2299.7+/-316.93" , "4337.3+/-3165.16" , 0.462 , 0 , 1 , 1 , "0.888+/-0.043"
94 , "PLCKERC857 G080.64-77.72"   ,, 4.21583 , -17.79139 , 80.64046 , -77.72209 , "3345.1+/-391" , "1807.73+/-95.1" , "2594.2+/-278.42" , "1.2e+4+/-2062.18" , 0.305 , 0 , 1 , 1 , "0.977+/-0.045"
95 , "PLCKERC857 G103.79-62.75"   ,, 4.22792 , -1.17389 , 103.79813 , -62.75618 , "2446.1+/-293" , "3121.18+/-109" , "1785+/-161.29" , "4492.9+/-999.66" , 0.305 , 0 , 1 , 2 , "0.881+/-0.043"
96 , "PLCKERC857 G112.62-39.46"   ,, 4.24792 , 22.71972 , 112.62657 , -39.46164 , "5889.9+/-650" , "1.20e+4+/-155.2" , "5391.7+/-399.34" , "1.5e+4+/-1419.93" , 0.422 , 0 , 1 , 1 , "0.911+/-0.043"
97 , "PLCKERC857 G081.37-77.58"   ,, 4.25625 , -17.58722 , 81.37628 , -77.58664 , "2273.9+/-224" , "1874.19+/-70.5" , "1903.8+/-167.88" , "3827.5+/-730.84" , 0.305 , 0 , 1 , 1 , "0.943+/-0.045"
98 , "PLCKERC857 G359.78-81.31"   ,, 4.32333 , -31.61639 , 359.78107 , -81.31682 , "953+/-135" , "942.84+/-74.5" , "897.4+/-153.95" , "1311.2+/-527.84" , 0.305 , 0 , 0 , 1 , "0.865+/-0.043"
99 , "PLCKERC857 G085.92-76.31"   ,, 4.34375 , -15.9575 , 85.9264 , -76.31748 , "1379.7+/-179" , "1662.55+/-73.4" , "1136.1+/-155.43" , "2173.4+/-741.54" , 0.305 , 0 , 1 , 1 , "0.881+/-0.043"
100 , "PLCKERC857 G112.24-41.63"  ,, 4.34583 , 20.52889 , 112.24173 , -41.63473 , "5495.6+/-651" , "1.61e+4+/-180.6" , "4507.9+/-489.53" , "2.4e+4+/-2630.11" , 0.422 , 0 , 1 , 1 , "0.963+/-0.045"
101 , "PLCKERC857 G099.76-68.15"  ,, 4.3825 , -6.82472 , 99.76513 , -68.15822 , "1571.6+/-184" , "1274.42+/-56.2" , "1255.8+/-157.48" , "2037.3+/-531.83" , 0.305 , 0 , 0 , 1 , "0.914+/-0.044"
