_id , gbmcatalog_name , other_name , RA, Dec, trigger time , LII , BII , Error Radius , Redshift , Swift Trigger , GBM trigger , T50, T50 error , T90 , T90 error , Detection Mask , Fitting Mask , best fitting model peak flux , best fitting model fluence , Reduced Chi2 peak model , Reduced Chi2 fln model , TSTART spe peak , TSTOP spe peak , TSTART spe fln , TSTOP spe fln , Fluence, Fluence error, Flux1.024s,Flux1.024sError
433 , GRB090623107 , 090623 , 308.99996 , -43.24 , 267417259 , 357.614 , -36.728 , 2.03 , - , NULL , 090623107 , 21.248 , 1.38 , 47.1 , 2.57 , 00000001110100 , 00000001100101 , Smoothly Broken Power Law , Comptonized Model , 0.97 , 1.52 , 0 , 1.02 , -2.05 , 48.13 , 0.0000118 , 7.15e-8 , 6.22 , 0.183
434 , GRB100225115 , 100225A , 310.3 , -59.4 , 288758733 , 337.361 , -36.96 , 0.9 , - , NULL , 100225115 , 5.056 , 0.32 , 12.99 , 1.93 , 11011100000000 , 00011100000010 , Band Model , Comptonized Model , 0.96 , 0.98 , 6.14 , 7.17 , -16.38 , 12.29 , 0.00000585 , 8.18e-8 , 3.82 , 0.147
435 , GRB100528075 , 100528A , 311.11896 , 27.81 , 296704083 , 70.817 , -9.206 , 0.08 , - , 020139 , 100528075 , 7.04 , 0.09 , 22.46 , 0.75 , 00000011010000 , 00000011000101 , Band Model , Band Model , 0.9 , 1.48 , 9.22 , 10.24 , -10.24 , 55.3 , 0.0000271 , 5.05e-8 , 14.8 , 0.252
436 , GRB090528516 , 090528B , 312.2 , 32.7 , 265206153 , 75.289 , -6.929 , 1 , - , NULL , 090528516 , 31.553 , 0.32 , 79.04 , 1.09 , 00011011100000 , 00001001100001 , Band Model , Comptonized Model , 0.92 , 2.38 , 9.22 , 10.24 , -4.1 , 118.78 , 0.0000435 , 8.85e-8 , 12.8 , 0.214
437 , UNCERT08100722 , , 312.867 , 37.16669 , -999 , 79.124 , -4.543 , 35.3 , - , , 081007224 , 0 , 0 , 0 , 0 , , 00000000001001 , Power Law Model , Comptonized Model , 1.06 , 0.85 , 121.86 , 122.88 , 120.83 , 128 , 0 , 0 , 0 , 0
438 , GRB090621922 , 090621B , 313.432 , 69.013 , 267314847 , 104.289 , 15.284 , 0.05 , - , 355359 , 090621922 , 0.128 , 0.09 , 0.38 , 1.03 , 00100100000000 , 00100100000010 , Power Law Model , Smoothly Broken Power Law , 0.93 , 0.92 , 0 , 0.06 , -0.06 , 0.06 , 4.76e-7 , 1.94e-8 , 2.02 , 0.284
439 , GRB100225580 , 100225580 , 314.27 , 0.21 , 288798933 , 48.695 , -27.527 , 1.14 , - , NULL , 100225580 , 2.304 , 0.72 , 6.4 , 1.09 , 11011100000000 , 01010100000010 , Band Model , Comptonized Model , 1.02 , 1.02 , 2.05 , 3.07 , -17.41 , 19.46 , 0.0000064 , 1.1e-7 , 11.6 , 0.206
440 , GRB100326402 , 100326402 , 314.69996 , 0.45 , 291289102 , 49.178 , -27.77 , 2.39 , - , NULL , 100326402 , 36.865 , 5.79 , 171.01 , 29.13 , 00011100000000 , 00011100000010 , Power Law Model , Comptonized Model , 1.04 , 1.65 , 13.31 , 14.34 , -93.18 , 99.33 , 0.0000118 , 2.71e-7 , 3.52 , 0.214
441 , GRB090514734 , 090514734 , 316.03329 , -43.96669 , 264015417 , 356.895 , -41.841 , 15.17 , - , NULL , 090514734 , 18.688 , 1.09 , 54.4 , 4.08 , 00001000100000 , 00001000100001 , Power Law Model , Comptonized Model , 0.89 , 1.05 , 24.58 , 25.6 , -5.12 , 30.72 , 0.00000955 , 2.1e-7 , 4.56 , 0.222
442 , GRB091015129 , 091015129 , 316.08996 , -49.5 , 277268744 , 349.49 , -41.566 , 12.65 , - , NULL , 091015129 , 1.472 , 0.32 , 3.84 , 0.59 , 00000100000000 , 00000100000010 , Comptonized Model , Comptonized Model , 1.03 , 0.88 , -2.05 , -1.02 , -2.05 , 0 , 0.00000159 , 5.54e-8 , 6.38 , 0.59
443 , GRB090820509 , 090820B , 318.25996 , -18.58 , 272463198 , 30.472 , -39.344 , 9.64 , - , NULL , 090820509 , 10.301 , 0.6 , 15.3 , 4.61 , 00000011010000 , 00000011010001 , Comptonized Model , Comptonized Model , 1.07 , 1.06 , 9.22 , 10.24 , -2.05 , 14.34 , 0.00000134 , 3.81e-8 , 5.93 , 0.211
444 , GRB100513879 , 100513879 , 321.04 , 22.25 , 295477559 , 72.344 , -19.665 , 2.53 , - , NULL , 100513879 , 3.456 , 0.29 , 11.14 , 1.14 , 00001011100000 , 00001001100001 , Comptonized Model , Comptonized Model , 1.02 , 1.05 , 3.07 , 4.1 , -2.05 , 11.26 , 0.00000371 , 5.18e-8 , 7.14 , 0.218
445 , GRB100207721 , 100207721 , 321.78 , -15.78 , 287255911 , 35.505 , -41.457 , 1 , - , NULL , 100207721 , 8.768 , 1.07 , 17.73 , 6.49 , 11010100000000 , 11010000000010 , Power Law Model , Power Law Model , 1.08 , 1.12 , 5.12 , 6.14 , -2.05 , 14.34 , 4.34e-7 , 2.27e-8 , 1.06 , 0.153
446 , GRB091018957 , 091018957 , 321.83 , -23.08 , 277599502 , 26.149 , -43.922 , 13.07 , - , NULL , 091018957 , 0.064 , 0.09 , 0.19 , 0.29 , 00000000000100 , 00000000001101 , Band Model , Band Model , 999 , 999 , -0.06 , 0 , -0.06 , 0.06 , 1.81e-7 , 2.85e-8 , 2.24 , 0.42
447 , GRB080805496 , 080805496 , 322.69996 , 47.9 , 239630031 , 91.916 , -2.518 , 5.6 , - , NULL , 080805496 , 17.408 , 1.85 , 29.44 , 3.57 , 11010000000000 , 11010000000010 , Power Law Model , Power Law Model , 1.06 , 1.18 , -1.02 , 0 , -3.07 , 22.53 , 0.00000175 , 4.78e-8 , 3.05 , 0.226
448 , GRB081024891 , 081024B , 322.9 , 21.2 , 246576161 , 72.762 , -21.649 , 0 , - , 020088 , 081024891 , 0.384 , 0.18 , 0.64 , 0.26 , 10000011010000 , 00000011010001 , Power Law Model , Comptonized Model , 0.98 , 0.89 , -0.06 , 0 , -0.06 , 0.64 , 3.55e-7 , 2.86e-8 , 2.14 , 0.136
449 , GRB081126899 , 081126 , 323.5 , 48.7 , 249428050 , 92.851 , -2.293 , 0 , - , 335647 , 081126899 , 31.233 , 0.36 , 54.14 , 0.92 , 11010000000000 , 11010000000010 , Smoothly Broken Power Law , Smoothly Broken Power Law , 0.97 , 1.23 , 2.05 , 3.07 , -19.46 , 38.91 , 0.0000114 , 6.66e-8 , 6.5 , 0.192
450 , GRB100330856 , 100330856 , 326.38 , -6.97 , 291673970 , 48.732 , -41.58 , 7.68 , - , NULL , 100330856 , 1.024 , 0.47 , 5.12 , 0.45 , 11010000010000 , 01010000010010 , Power Law Model , Power Law Model , 1.05 , 0.99 , -1.02 , 0 , -1.02 , 1.02 , 6.2e-7 , 1.27e-8 , 2.8 , 0.166
451 , GRB090807832 , 090807B , 326.9 , 7.23 , 271367881 , 63.813 , -33.806 , 2.57 , - , NULL , 090807832 , 8.192 , 2.57 , 17.92 , 2.76 , 00000011110100 , 00000010100101 , Comptonized Model , Band Model , 1.05 , 1.11 , 0 , 1.02 , -1.02 , 15.36 , 0.00000134 , 2.54e-8 , 9.31 , 0.281
452 , GRB080804972 , 080804 , 328.7 , -53.2 , 239584815 , 341.859 , -48.382 , 0 , 2.204 , 319016 , 080804972 , 10.432 , 0.43 , 24.7 , 1.46 , 00000011100100 , 00000011100001 , Comptonized Model , Smoothly Broken Power Law , 1.18 , 1.09 , 1.02 , 2.05 , -1.02 , 22.53 , 0.00000913 , 1.06e-7 , 3.85 , 0.165
453 , GRB090829672 , 090829 , 329.23 , -34.19 , 273254860 , 11.233 , -52.101 , 1 , - , NULL , 090829672 , 12.288 , 1.45 , 67.59 , 2.9 , 10000011011100 , 00000010011001 , Band Model , Band Model , 1.24 , 1.25 , 46.08 , 47.1 , -3.07 , 115.71 , 0.0000766 , 1.58e-7 , 44.2 , 0.317
454 , GRB090524346 , 090524 , 329.49996 , -67.4 , 264845878 , 323.741 , -42.039 , 1.3 , - , NULL , 090524346 , 37.121 , 0.26 , 54.34 , 0.87 , 00011011100000 , 00011001000001 , Comptonized Model , Band Model , 0.86 , 1.47 , 5.12 , 6.14 , -2.05 , 59.39 , 0.0000166 , 6.07e-8 , 13 , 0.218
455 , GRB100325275 , 100325A , 330.24 , -26.47 , 291191770 , 23.902 , -52.139 , 0.9 , - , NULL , 100325275 , 4.096 , 0.72 , 7.1 , 1.62 , 11010000000000 , 11010000000010 , Comptonized Model , Comptonized Model , 0.91 , 1.05 , 0 , 1.02 , -5.12 , 34.82 , 0.00000335 , 4.17e-8 , 5.02 , 0.262
456 , GRB090213236 , 090213 , 330.59996 , -55 , 256196367 , 338.699 , -48.706 , 3.1 , - , NULL , 090213236 , 12.032 , 3.11 , 20.22 , 6.19 , 11010001000000 , , undefined , undefined , 0 , 0 , 0 , 0 , 0 , 0 , 0.0000011 , 5.82e-8 , 1.26 , 0.218
457 , GRB081109293 , 081109 , 330.79996 , -54.7 , 247906923 , 339.039 , -48.936 , 0 , - , 334112 , 081109293 , 17.408 , 2.29 , 58.37 , 5.22 , 11100000011000 , 00100000011001 , Power Law Model , Power Law Model , 1.05 , 1.36 , 9.22 , 10.24 , -5.12 , 34.82 , 0.00000655 , 5.87e-8 , 2.64 , 0.165
458 , GRB100219026 , 100219026 , 330.92996 , 37.79 , 288232636 , 89.941 , -14.113 , 2.93 , - , NULL , 100219026 , 26.88 , 1.34 , 59.71 , 4.95 , 00100100000000 , 00100100000010 , Comptonized Model , Comptonized Model , 0.98 , 1.18 , 1.02 , 2.05 , -13.31 , 33.79 , 0.00000348 , 6.97e-8 , 1.92 , 0.223
459 , GRB091224373 , 091224373 , 331.17 , 18.26 , 283337858 , 76.568 , -29.227 , 15.62 , - , NULL , 091224373 , 0.384 , 0.14 , 0.77 , 0.23 , 01100000000000 , 01100000000010 , Smoothly Broken Power Law , Smoothly Broken Power Law , 0.93 , 0.93 , -0.06 , 0 , -0.06 , 0 , 3.44e-7 , 1.39e-8 , 1.27 , 0.153
460 , GRB081102739 , 081102A , 331.19996 , 52.99997 , 247340662 , 99.336 , -2.063 , 0 , - , 333427 , 081102739 , 17.152 , 1.49 , 34.82 , 2.42 , 10011000000000 , 10011000000010 , Power Law Model , Comptonized Model , 1.03 , 1.17 , 18.43 , 19.46 , -2.05 , 39.94 , 0.00000376 , 9.19e-8 , 2.71 , 0.165
461 , GRB090520832 , 090520B , 331.99996 , 43.2 , 264542275 , 93.94 , -10.285 , 12 , - , NULL , 090520832 , 0.256 , 0.18 , 0.77 , 0.83 , 00000010010000 , 00000011010010 , Power Law Model , Power Law Model , 0.98 , 0.94 , -0.19 , -0.13 , -3.2 , -0.13 , 2.32e-7 , 2.52e-8 , 2.03 , 0.19
462 , GRB090814368 , 090814C , 332.47996 , 58.92 , 271932583 , 103.377 , 2.323 , 5.53 , - , NULL , 090814368 , 0.128 , 0.09 , 0.19 , 0.14 , 00000011011100 , 00000000011101 , Comptonized Model , Comptonized Model , 1.08 , 1.04 , 0.13 , 0.19 , -0.06 , 0.19 , 8.9e-7 , 6.06e-9 , 2.42 , 0.123
463 , GRB090925389 , 090925 , 333.21 , 14.27 , 275563235 , 75.076 , -33.485 , 4.45 , - , NULL , 090925389 , 11.456 , 1.28 , 25.47 , 3.53 , 00000000100100 , 00000000100101 , Band Model , Band Model , 1.04 , 1.33 , 8.19 , 9.22 , -13.31 , 28.67 , 0.00000891 , 3.13e-7 , 4.56 , 0.254
464 , GRB090510016 , 090510 , 333.6 , -26.6 , 263607781 , 24.606 , -55.119 , 0 , 0.903 , 351588 , 090510016 , 0.256 , 0.14 , 0.96 , 0.14 , 00000011010000 , 00000011010001 , Comptonized Model , Smoothly Broken Power Law , 0.88 , 0.99 , 0.51 , 0.58 , -2.56 , 2.56 , 0.00000337 , 4.06e-8 , 9.1 , 0.244
465 , GRB080916406 , 080916A , 336.3 , -56.99997 , 243251119 , 333.607 , -50.513 , 0 , 0.689 , 324895 , 080916406 , 18.432 , 0.81 , 46.34 , 7.17 , 00000001100100 , 00000001100001 , Comptonized Model , Band Model , 0.95 , 1.27 , 2.05 , 3.07 , -1.02 , 51.2 , 0.00000781 , 8.18e-8 , 4.47 , 0.288
466 , GRB091123081 , 091123081 , 337.82 , 13.35 , 280634161 , 78.446 , -37.136 , 5.93 , - , NULL , 091123081 , 5.376 , 0.6 , 15.55 , 1.87 , 00000000100100 , 00000000100101 , Comptonized Model , Comptonized Model , 0.94 , 1.21 , 4.1 , 5.12 , -11.26 , 11.26 , 0.00000213 , 8.84e-8 , 4.09 , 0.328
467 , GRB100625891 , 100625891 , 338.25996 , 20.29 , 299193767 , 84.058 , -31.938 , 4.45 , - , NULL , 100625891 , 18.432 , 0.92 , 29.18 , 1.09 , 00010011100000 , 00010001000001 , Power Law Model , Comptonized Model , 1.02 , 1.18 , 16.38 , 17.41 , -11.26 , 22.53 , 0.0000014 , 1.46e-8 , 1.71 , 0.2
468 , GRB100126460 , 100126460 , 338.36996 , -18.74 , 286196587 , 40.367 , -57.263 , 18.34 , - , NULL , 100126460 , 9.088 , 1.24 , 10.62 , 12.67 , 01100100000000 , 01100100000010 , Comptonized Model , Comptonized Model , 1.03 , 1.04 , -1.02 , 0 , -1.02 , 9.22 , 0.00000103 , 5.76e-8 , 1.6 , 0.168
469 , GRB081122520 , 081122 , 339.1 , 40 , 249049693 , 96.662 , -15.885 , 1 , - , NULL , 081122520 , 13.568 , 0.36 , 23.3 , 2.11 , 11010000000000 , 11010000000010 , Comptonized Model , Comptonized Model , 1.01 , 1.37 , 0 , 1.02 , -1.02 , 25.6 , 0.00000754 , 7.85e-8 , 12.2 , 0.238
470 , GRB091024372 , 091024 , 339.25196 , 56.88928 , 278067360 , 105.328 , -1.316 , 0.00167 , 1.092 , 373674 , 091024372 , 39.937 , 1.06 , 93.95 , 5.22 , 00000001100100 , 00000000000101 , Power Law Model , Comptonized Model , 0.96 , 0.99 , 7.42 , 8.45 , -3.84 , 937.07 , 0.00000856 , 6.01e-8 , 4.23 , 0.332
471 , GRB091024380 , 091024380 , 339.25196 , 56.88928 , 278067991 , 105.328 , -1.316 , 0.00167 , - , NULL , 091024380 , 100.61 , 0.92 , 450.57 , 2.36 , 00000011010000 , 00000010010001 , Comptonized Model , Comptonized Model , 1.04 , 3.1 , 319.49 , 320.52 , 0 , 969.73 , 0.0000255 , 4.8e-8 , 3.46 , 0.261
472 , GRB081124060 , 081124 , 340.1 , -14.6 , 249182771 , 48.586 , -57.057 , 2.5 , - , NULL , 081124060 , 9.728 , 0.72 , 19.46 , 1.09 , 00011001100000 , 00011000100010 , Band Model , Power Law Model , 1.24 , 1.65 , 12.29 , 13.31 , -3.07 , 24.58 , 0.00000859 , 7.98e-8 , 19.8 , 0.25
473 , GRB090719063 , 090719 , 341.27 , -67.86 , 269659888 , 319.166 , -45.078 , 1 , - , NULL , 090719063 , 3.904 , 0.14 , 11.39 , 0.47 , 00000001100000 , 00000001100001 , Band Model , Comptonized Model , 0.94 , 1.36 , 5.12 , 6.14 , -1.02 , 54.27 , 0.0000468 , 1.58e-7 , 37.8 , 0.393
474 , GRB100616773 , 100616773 , 342.90996 , 3.09 , 298405954 , 74.525 , -48.197 , 45.74 , - , NULL , 100616773 , 0.128 , 0.09 , 0.19 , 0.14 , 00000000001100 , 00000000001101 , Comptonized Model , Power Law Model , 0.98 , 0.85 , -0.19 , -0.13 , -0.32 , 0.06 , 2.76e-7 , 1.73e-8 , 2.03 , 0.264
475 , GRB090927422 , 090927 , 343.95 , -70.98 , 275738839 , 315.421 , -43.235 , 0.05 , 1.37 , 370846 , 090927422 , 0.32 , 0.2 , 0.51 , 0.23 , 00000000001000 , 00100000011001 , Power Law Model , Power Law Model , 0.94 , 0.99 , -0.13 , -0.06 , -0.26 , 0.45 , 3.03e-7 , 1.83e-8 , 3.32 , 0.245
476 , GRB081119184 , 081119 , 346.5 , 30 , 248761528 , 97.228 , -27.556 , 15.2 , - , NULL , 081119184 , 0.192 , 0.23 , 0.32 , 0.68 , 00000001100100 , 00000001100001 , Power Law Model , Power Law Model , 1.05 , 0.99 , -0.13 , -0.06 , -0.19 , -0.06 , 1.3e-7 , 1.76e-8 , 1.4 , 0.235
477 , GRB100421917 , 100421917 , 350.67996 , -25.66 , 293579990 , 32.126 , -70.104 , 2.4 , - , NULL , 100421917 , 16.96 , 1.49 , 47.49 , 10.85 , 01100000000000 , 01100100000010 , Band Model , Band Model , 1.1 , 1.26 , 10.24 , 11.26 , -4.1 , 25.6 , 0.00000669 , 2.01e-7 , 2.97 , 0.192
478 , GRB100707032 , 100707A , 351.07 , -6.57 , 300156400 , 73.776 , -60.827 , 1 , - , NULL , 100707032 , 20.672 , 0.34 , 81.79 , 1.22 , 00000001100000 , 00000001100001 , Band Model , Band Model , 1.1 , 1.3 , 5.12 , 6.14 , 0 , 112.64 , 0.0000877 , 1.56e-7 , 48.3 , 0.417
479 , GRB100612726 , 100612726 , 351.99996 , -1.83 , 298056368 , 81.09 , -57.757 , 1.58 , - , NULL , 100612726 , 2.624 , 0.29 , 8.58 , 3.21 , 00011001100000 , 00011000100010 , Band Model , Band Model , 1.07 , 1.23 , 4.1 , 5.12 , -1.02 , 17.41 , 0.0000136 , 3.6e-7 , 26.1 , 0.288
480 , GRB090131090 , 090131 , 352.3 , 21.2 , 255060563 , 98.476 , -37.735 , 1 , - , NULL , 090131090 , 22.272 , 0.36 , 35.07 , 1.06 , 10000010011000 , 00000000011001 , Band Model , Smoothly Broken Power Law , 1.19 , 1.66 , 6.14 , 7.17 , -1.02 , 41.98 , 0.0000175 , 6.57e-8 , 40.3 , 0.419
481 , GRB090301315 , 090301B , 352.8 , 9.5 , 257585619 , 92.214 , -48.528 , 5 , - , NULL , 090301315 , 5.632 , 0.57 , 23.3 , 2.06 , 11011100000000 , 00011100000010 , Power Law Model , Comptonized Model , 1.07 , 0.99 , 1.02 , 2.05 , -4.1 , 4.1 , 0.00000227 , 3.78e-8 , 3.72 , 0.176
482 , GRB100225249 , 100225249 , 352.84996 , 15.03 , 288770347 , 95.789 , -43.583 , 18.82 , - , NULL , 100225249 , 16.896 , 7.7 , 32 , 20.42 , 00100100000000 , 00100100000010 , Power Law Model , Power Law Model , 0.83 , 1.18 , 2.05 , 3.07 , -26.62 , 18.43 , 5.96e-7 , 5.95e-8 , 1.48 , 0.366
483 , GRB081206604 , 081206B , 353.3 , -31.9 , 250266571 , 12.563 , -72.351 , 12.6 , - , NULL , 081206604 , 3.072 , 1.62 , 7.94 , 4.38 , 00011100000000 , 00011100000010 , Power Law Model , Power Law Model , 1.09 , 0.92 , -1.02 , 0 , -2.05 , 2.05 , 5e-7 , 3.66e-8 , 1.9 , 0.209
484 , GRB090926181 , 090926A , 353.40096 , -66.32389 , 275631628 , 314.694 , -48.989 , 0.0004167 , 2.106 , 020113 , 090926181 , 6.528 , 0.14 , 13.76 , 0.29 , 00011011100000 , 00010011000001 , Band Model , Smoothly Broken Power Law , 1.17 , 1.9 , 3.07 , 4.1 , -7.17 , 51.2 , 0.000147 , 3.41e-7 , 81.4 , 0.37
485 , GRB080725541 , 080725541 , 354.8 , 8.9 , 238683564 , 94.513 , -49.944 , 3.5 , - , NULL , 080725541 , 0.316 , 0.18 , 0.96 , 1.29 , 00000011100000 , 00000011100001 , Power Law Model , Comptonized Model , 0.82 , 1 , 0.26 , 0.32 , -0.06 , 0.38 , 4.92e-7 , 4.39e-8 , 1.69 , 0.129
486 , GRB090829702 , 090829B , 354.99 , -9.36 , 273257442 , 76.046 , -65.497 , 3.24 , - , NULL , 090829702 , 31.232 , 2.57 , 101.63 , 2.29 , 10000011011100 , 00000011010001 , Comptonized Model , Band Model , 0.97 , 1.19 , 5.12 , 6.14 , -1.02 , 102.4 , 0.00000481 , 5.6e-8 , 2.59 , 0.154
487 , GRB100510810 , 100510A , 355.8 , -35.6 , 295212428 , 358.482 , -73.186 , 0.15 , - , NULL , 100510810 , 10.368 , 0.97 , 31.17 , 4.02 , 00001000000000 , 00001000000010 , Power Law Model , Comptonized Model , 1.13 , 1.16 , 2.05 , 3.07 , -3.07 , 18.43 , 0.00000372 , 5.08e-8 , 4.32 , 0.223
488 , GRB090427688 , 090427C , 356.2 , -34.6 , 262542625 , 1.223 , -73.896 , 5.8 , - , NULL , 090427688 , 6.4 , 0.57 , 12.29 , 1.28 , 01100100000000 , 01100100000010 , Smoothly Broken Power Law , Smoothly Broken Power Law , 1.05 , 1.18 , 6.14 , 7.17 , -1.02 , 12.29 , 0.00000162 , 3.18e-8 , 2.55 , 0.236
489 , GRB080810549 , 080810 , 356.8 , 0.32 , 240066613 , 90.958 , -58.506 , 0 , 3.35 , 319584 , 080810549 , 37.12 , 0.92 , 107.46 , 15.41 , 00000011100100 , 00000001100101 , Band Model , Comptonized Model , 999 , 2.45 , 23.55 , 24.58 , -10.24 , 64.51 , 0.0000108 , 4.81e-8 , 3.57 , 0.213
490 , GRB090228976 , 090228B , 357.6 , 36.7 , 257556303 , 109.515 , -24.576 , 3.3 , - , NULL , 090228976 , 3.584 , 1.14 , 7.94 , 1.38 , 00000011010000 , 00000010010001 , Power Law Model , Comptonized Model , 1.08 , 1.12 , 3.07 , 4.1 , -1.02 , 7.17 , 9.64e-7 , 6.58e-8 , 2.28 , 0.238
491 , GRB090225009 , 090225009 , 358.2 , 60.99997 , 257213545 , 115.883 , -1.067 , 8.7 , - , NULL , 090225009 , 1.6 , 0.29 , 2.18 , 2.83 , 00001000000000 , 00001000000010 , Comptonized Model , Comptonized Model , 1.04 , 0.96 , 0 , 1.02 , -1.02 , 1.02 , 1.54e-7 , 1.52e-8 , 1.44 , 0.279
492 , GRB080724401 , 080724401 , 358.29996 , 32.9 , 238585061 , 109.049 , -28.397 , 1.6 , - , NULL , 080724401 , 348.421 , 0.92 , 379.4 , 2.2 , 00011011100000 , 00010011000001 , Smoothly Broken Power Law , Band Model , 1 , 1.53 , 18.43 , 19.46 , -1.02 , 51.2 , 0.0000157 , 5.04e-8 , 12.2 , 0.29
493 , GRB090108322 , 090108B , 0.4 , -32.9 , 253093405 , 1.76 , -77.777 , 8.3 , - , NULL , 090108322 , 0.128 , 0.14 , 0.19 , 0.14 , 11100000001000 , 11100000000010 , Comptonized Model , Comptonized Model , 1 , 1.08 , 0 , 0.06 , -0.19 , 0.13 , 5.36e-7 , 1.41e-8 , 1.97 , 0.195
