_id , roxa_name , RA, Dec, Redshift , Rmag , Bjmag , Vmag , Gmag , Radio_Flux_Density , X-ray_Flux, Source_classification , aox , aro , arx , X-rayLuminosityat0.1-2.4 keV, Radio_powerat1.4 GHz, Alpha_radio, other_name, LII, BII
614 , "ROXA J145427.1+512433.69" , 223.61292 , 51.40936 , "--" , 17.8 , 0 , 0 , 18.2 , 178.1 , 6.7e-13 , "BL Lac" , 1.35 , 0.52 , 0.8 , "0.000" , "0.000" , 0.24 , "1RXS J145428.8+5124" , "87.67" , "56.45"
615 , "ROXA J145826.4+483238.29" , 224.61 , 48.54397 , 0.54 , 19.9 , 0 , 0 , 20.5 , 3.4 , 5.6e-12 , "BL Lac" , 0.62 , 0.34 , 0.46 , "6.510e+45" , "3.952e+31" , "--" , "1RXS J145827.3+4832" , "82.59" , "57.43"
616 , "ROXA J145948.59+314112.51" , 224.9525 , 31.68681 , 0.64 , 20.8 , 0 , 0 , 21.6 , 6.4 , 2.4e-13 , "BL Lac" , 1 , 0.47 , 0.67 , "4.122e+44" , "1.099e+32" , "--" , "1RXS J145948.8+3141" , "49.99" , "61.77"
617 , "ROXA J145940.0+411758.3" , 224.91667 , 41.29953 , 0.18 , 16.3 , 0 , 0 , 17.6 , 149.6 , 2e-13 , "BL Lac" , 1.71 , 0.35 , 0.82 , "1.751e+43" , "1.310e+32" , 0.83 , "1RXS J145940.5+4118" , "69.61" , "60.18"
618 , "ROXA J145958.39+333701.81" , 224.99333 , 33.61717 , 0.64 , 16.7 , 0 , 0 , 16.7 , 15.7 , 1.5e-12 , "HFSRQ candidate " , 1.37 , 0.19 , 0.62 , "2.656e+45" , "2.780e+32" , "--" , "1RXS J145958.6+3337" , "54.05" , "61.64"
619 , "ROXA J150027.19+450858.99" , 225.11333 , 45.14972 , 1.2 , 17.9 , 0 , 0 , 18.1 , 142 , 4.9e-13 , "QSO RLoud steep radio sp." , 1.34 , 0.47 , 0.81 , "4.043e+45" , "1.172e+34" , "--" , "1RXS J150026.9+4508" , "76.57" , "58.66"
620 , "ROXA J150124.0+344346.41" , 225.35 , 34.72956 , 1.36 , 18.3 , 0 , 0 , 18.5 , 19 , 3.9e-13 , "QSO RLoud" , 1.31 , 0.33 , 0.7 , "4.390e+45" , "2.139e+33" , "--" , "1RXS J150123.3+3443" , "56.31" , "61.25"
621 , "ROXA J150117.89+545518.19" , 225.32458 , 54.92172 , 0.34 , 17.7 , 0 , 0 , 19.1 , 197.7 , 6.7e-13 , "QSO RLoud steep radio sp." , 1.27 , 0.49 , 0.77 , "2.565e+44" , "7.569e+32" , 0.82 , "1RXS J150118.5+5455" , "91.62" , "53.58"
622 , "ROXA J150226.7+394731.7" , 225.61125 , 39.79214 , 0.56 , 19.4 , 0 , 0 , 21.2 , 434.8 , 3.9e-13 , "Radio Galaxy" , 0.95 , 0.81 , 0.88 , "4.919e+44" , "5.484e+33" , "--" , "1RXS J150227.4+3947" , "66.4" , "60.1"
623 , "ROXA J150653.8+021904.0" , 226.72417 , 2.31778 , 0.22 , 17.9 , 0 , 0 , 19.2 , 8.8 , 6.5e-13 , "BL Lac" , 1.26 , 0.29 , 0.63 , "9.247e+43" , "1.252e+31" , "--" , "1RXS J150652.6+0219" , "1.34" , "49.18"
624 , "ROXA J150759.7+041512.09" , 226.99875 , 4.25336 , 1.7 , 18.3 , 0 , 0 , 18.9 , 167.3 , 1.3e-11 , "QSO RLoud flat radio sp." , 0.69 , 0.58 , 0.67 , "2.523e+47" , "3.247e+34" , -0.3 , "1RXS J150759.8+0415" , "3.91" , "50.21"
625 , "ROXA J150842.0+270918.39" , 227.175 , 27.15511 , "--" , 17.9 , 0 , 0 , 19 , 40.1 , 8.5e-12 , "BL Lac" , 0.86 , 0.42 , 0.57 , "0.000" , "0.000" , "--" , "1RXS J150842.2+2709" , "40.99" , "59.56"
626 , "ROXA J150824.59+560423.01" , 227.1025 , 56.07306 , 0.98 , 19.3 , 0 , 0 , 19.5 , 22.7 , 4.2e-13 , "QSO RLoud flat radio sp." , 1.16 , 0.48 , 0.74 , "2.076e+45" , "1.122e+33" , -0.23 , "1RXS J150826.0+5604" , "92.18" , "52.09"
627 , "ROXA J150947.89+555617.19" , 227.44958 , 55.93811 , "--" , 17.8 , 0 , 0 , 18.1 , 31.5 , 8.8e-13 , "BL Lac" , 1.31 , 0.42 , 0.72 , "0.000" , "0.000" , -0.28 , "1RXS J150948.4+5556" , "91.82" , "52.01"
628 , "ROXA J151017.8+422155.0" , 227.57417 , 42.36528 , 0.49 , 20.5 , 0 , 0 , 21.1 , 259.8 , 2.7e-13 , "Galaxy NELG" , 0.97 , 0.79 , 0.87 , "2.433e+44" , "2.341e+33" , "--" , "1RXS J151018.3+4221" , "70.42" , "57.97"
629 , "ROXA J151142.7+443043.48" , 227.92792 , 44.51208 , 0.96 , 19.3 , 0 , 0 , 19.6 , 451.6 , 2.2e-13 , "QSO RLoud steep radio sp." , 1.26 , 0.69 , 0.92 , "1.052e+45" , "2.160e+34" , "--" , "1RXS J151142.1+4430" , "74.06" , "57.04"
630 , "ROXA J151443.0+365050.38" , 228.67917 , 36.84733 , 0.37 , 16.7 , 0 , 0 , 16.6 , 989.8 , 3.2e-12 , "QSO RLoud steep radio sp." , 1.27 , 0.55 , 0.81 , "1.513e+45" , "4.679e+33" , "--" , "1RXS J151443.1+3650" , "59.85" , "58.31"
631 , "ROXA J151436.6+445003.98" , 228.6525 , 44.83444 , 0.57 , 18.6 , 0 , 0 , 19.2 , 40.5 , 3e-13 , "QSO RLoud flat radio sp." , 1.31 , 0.45 , 0.76 , "3.949e+44" , "5.331e+32" , 0.22 , "1RXS J151439.9+4449" , "74.29" , "56.45"
632 , "ROXA J151512.0+475508.9" , 228.8 , 47.91914 , 0.91 , 18.4 , 0 , 0 , 18.5 , 218.6 , 4.3e-13 , "QSO RLoud steep radio sp." , 1.3 , 0.48 , 0.79 , "1.793e+45" , "9.117e+33" , 0.9 , "1RXS J151511.8+4754" , "79.33" , "55.21"
633 , "ROXA J151640.19+001501.9" , 229.1675 , 0.25053 , 0.05 , 14.9 , 0 , 0 , 15.7 , 923.4 , 2.4e-12 , "Radio Galaxy" , 1.55 , 0.52 , 0.87 , "1.539e+43" , "5.920e+31" , -0.45 , "1RXS J151639.8+0014" , "1.38" , "45.98"
634 , "ROXA J151526.59+593452.89" , 228.86083 , 59.58136 , 0.62 , 20.2 , 0 , 0 , 20.3 , 122.8 , 2.8e-13 , "QSO RLoud flat radio sp." , 0.9 , 0.74 , 0.82 , "4.555e+44" , "1.998e+33" , 0.37 , "1RXS J151526.1+5934" , "95.79" , "49.26"
635 , "ROXA J151641.5+291809.21" , 229.17292 , 29.30256 , 0.13 , 16.2 , 0 , 0 , 17.2 , 135.4 , 2.5e-12 , "BL Lac" , 1.33 , 0.39 , 0.71 , "1.114e+44" , "6.032e+31" , "--" , "1RXS J151642.1+2918" , "45.5" , "58.05"
636 , "ROXA J152025.6+593955.4" , 230.10667 , 59.66539 , 1.28 , 19.3 , 0 , 0 , 20 , 163.2 , 2.1e-13 , "QSO RLoud steep radio sp." , 1.23 , 0.51 , 0.8 , "2.016e+45" , "1.567e+34" , 1.19 , "1RXS J152025.7+5939" , "95.33" , "48.71"
637 , "ROXA J152321.7+460648.81" , 230.84042 , 46.11356 , "--" , 20.2 , 0 , 0 , 20.6 , 8.4 , 6.2e-13 , "BL Lac" , 0.99 , 0.45 , 0.63 , "0.000" , "0.000" , "--" , "1RXS J152321.5+4606" , "75.52" , "54.58"
638 , "ROXA J152502.89+110744.11" , 231.26208 , 11.12892 , 0.33 , 18.5 , 0 , 0 , 19.4 , 408.3 , 3.2e-12 , "QSO RLoud flat radio sp." , 0.93 , 0.65 , 0.76 , "1.159e+45" , "1.479e+33" , "--" , "1RXS J152502.6+1107" , "16.57" , "50.56"
639 , "ROXA J152544.69+354446.89" , 231.43625 , 35.74636 , 1.1 , 18.9 , 0 , 0 , 19.2 , 17.1 , 3.5e-13 , "QSO RLoud flat radio sp." , 1.24 , 0.44 , 0.75 , "2.319e+45" , "1.133e+33" , -0.38 , "1RXS J152545.8+3544" , "57.42" , "56.21"
640 , "ROXA J152913.5+381217.49" , 232.30625 , 38.20486 , "--" , 18.3 , 0 , 0 , 18.5 , 9.3 , 1e-12 , "BL Lac" , 1.22 , 0.39 , 0.67 , "0.000" , "0.000" , -0.59 , "1RXS J152912.9+3812" , "61.66" , "55.29"
641 , "ROXA J152942.19+350851.28" , 232.42583 , 35.14758 , 0.29 , 18.1 , 0 , 0 , 18.5 , 105.6 , 4.2e-13 , "QSO RLoud flat radio sp." , 1.36 , 0.44 , 0.76 , "1.094e+44" , "2.750e+32" , 0.73 , "1RXS J152942.0+3509" , "56.28" , "55.43"
642 , "ROXA J153102.39+435637.6" , 232.76 , 43.94378 , 0.45 , 17.1 , 0 , 0 , 17.2 , 46 , 9.1e-13 , "QSO RLoud flat radio sp." , 1.4 , 0.3 , 0.69 , "6.862e+44" , "3.469e+32" , 0.44 , "1RXS J153102.4+4356" , "71.3" , "53.9"
643 , "ROXA J153149.39+465913.7" , 232.95583 , 46.98714 , 0.32 , 18.1 , 0 , 0 , 19.1 , 27.8 , 6.3e-13 , "BL Lac" , 1.25 , 0.4 , 0.7 , "2.049e+44" , "9.040e+31" , 0.19 , "1RXS J153148.8+4659" , "76.14" , "52.92"
644 , "ROXA J153253.69+302059.38" , 233.22375 , 30.34983 , 0.36 , 17.3 , 0 , 0 , 18.2 , 23.4 , 4.7e-12 , "Galaxy NELG" , 1.04 , 0.31 , 0.58 , "2.098e+45" , "1.044e+32" , "--" , "1RXS J153253.7+3021" , "47.94" , "54.64"
645 , "ROXA J153311.2+185429.08" , 233.29667 , 18.90808 , "--" , 18.1 , 0 , 0 , 18.6 , 23 , 1.4e-11 , "BL Lac" , 0.79 , 0.37 , 0.51 , "0.000" , "0.000" , "--" , "1RXS J153311.7+1854" , "29.2" , "52.05"
646 , "ROXA J153232.29+513002.19" , 233.13458 , 51.50061 , 1.88 , 18.3 , 0 , 0 , 18.3 , 62 , 1.3e-13 , "QSO RLoud flat radio sp." , 1.49 , 0.41 , 0.83 , "3.210e+45" , "1.531e+34" , 0.3 , "1RXS J153229.9+5129" , "82.95" , "51.22"
647 , "ROXA J153324.19+341640.29" , 233.35083 , 34.27786 , "--" , 17.9 , 0 , 0 , 18.1 , 30.1 , 5.2e-12 , "BL Lac" , 1.01 , 0.37 , 0.58 , "0.000" , "0.000" , 0.26 , "1RXS J153324.9+3416" , "54.73" , "54.69"
648 , "ROXA J153404.8+482340.99" , 233.52 , 48.39472 , 0.54 , 18.5 , 0 , 0 , 18.6 , 313.1 , 3.4e-13 , "QSO RLoud flat radio sp." , 1.34 , 0.58 , 0.86 , "3.980e+44" , "3.666e+33" , 0.36 , "1RXS J153403.8+4823" , "78.13" , "52.11"
649 , "ROXA J153447.2+371554.5" , 233.69667 , 37.26514 , 0.14 , 17 , 0 , 0 , 17.7 , 22.5 , 3.7e-13 , "BL Lac" , 1.54 , 0.32 , 0.74 , "2.028e+43" , "1.233e+31" , -0.05 , "1RXS J153446.6+3716" , "59.85" , "54.28"
650 , "ROXA J153432.5+492049.09" , 233.63542 , 49.34697 , 1.29 , 18.5 , 0 , 0 , 18.9 , 85.4 , 3.9e-13 , "QSO RLoud flat radio sp." , 1.27 , 0.5 , 0.81 , "3.854e+45" , "8.439e+33" , 0.01 , "1RXS J153431.5+4920" , "79.55" , "51.72"
651 , "ROXA J153500.79+532037.28" , 233.75333 , 53.34369 , "--" , 18.6 , 0 , 0 , 18.9 , 18.4 , 1.8e-11 , "BL Lac" , 0.69 , 0.38 , 0.49 , "0.000" , "0.000" , "--" , "1RXS J153501.1+5320" , "85.36" , "50.12"
652 , "ROXA J153528.99+392246.7" , 233.87083 , 39.37964 , 0.26 , 17.7 , 0 , 0 , 18.5 , 19.8 , 2.6e-12 , "BL Lac" , 1.09 , 0.33 , 0.6 , "5.259e+44" , "4.005e+31" , "--" , "1RXS J153528.7+3922" , "63.42" , "53.94"
653 , "ROXA J153457.19+583923.4" , 233.73833 , 58.6565 , 1.9 , 18.2 , 0 , 0 , 18.3 , 126.8 , 2.7e-13 , "QSO RLoud flat radio sp." , 1.38 , 0.49 , 0.85 , "6.886e+45" , "3.234e+34" , 0.05 , "1RXS J153458.9+5839" , "92.55" , "47.68"
654 , "ROXA J153547.09+432244.9" , 233.94625 , 43.37914 , 0.64 , 19.1 , 0 , 0 , 19 , 10.9 , 2.2e-12 , "QSO RLoud" , 0.95 , 0.35 , 0.58 , "3.822e+45" , "1.894e+32" , "--" , "1RXS J153548.0+4322" , "70.04" , "53.2"
655 , "ROXA J153627.9+374207.09" , 234.11625 , 37.70197 , 0.68 , 20.6 , 0 , 0 , 21.4 , 46.4 , 3.3e-13 , "BL Lac" , 0.97 , 0.63 , 0.77 , "6.624e+44" , "9.314e+32" , 0.1 , "1RXS J153629.9+3742" , "60.55" , "53.92"
656 , "ROXA J153559.59+583430.89" , 233.99833 , 58.57525 , 2.18 , 18.7 , 0 , 0 , 18.6 , 4.6 , 9.5e-14 , "QSO RLoud" , 1.48 , 0.21 , 0.7 , "3.391e+45" , "1.642e+33" , "--" , "1RXS J153559.4+5834" , "92.34" , "47.61"
657 , "ROXA J153817.5+410534.9" , 234.57292 , 41.09303 , 0.48 , 18.7 , 0 , 0 , 18.5 , 61.3 , 6.4e-13 , "QSO RLoud flat radio sp." , 0.89 , 0.64 , 0.74 , "5.599e+44" , "5.363e+32" , "--" , "1RXS J153818.5+4105" , "66.15" , "53.16"
658 , "ROXA J153934.69+473531.3" , 234.89458 , 47.59203 , 0.77 , 16 , 0 , 0 , 16.1 , 94.3 , 1.3e-12 , "QSO RLoud steep radio sp." , 1.49 , 0.29 , 0.73 , "3.587e+45" , "2.602e+33" , "--" , "1RXS J153935.2+4735" , "76.44" , "51.48"
659 , "ROXA J154231.99+493842.5" , 235.63333 , 49.64514 , 0.59 , 19.3 , 0 , 0 , 19.1 , 54.6 , 3.5e-13 , "QSO RLoud flat radio sp." , 1.23 , 0.48 , 0.76 , "5.009e+44" , "7.814e+32" , 0.39 , "1RXS J154234.2+4938" , "79.31" , "50.39"
660 , "ROXA J154418.7+045821.89" , 236.07792 , 4.97275 , "--" , 18.4 , 0 , 0 , 19.1 , 39.5 , 2.3e-12 , "BL Lac" , 1.03 , 0.45 , 0.65 , "0.000" , "0.000" , "--" , "1RXS J154418.7+0458" , "12.51" , "43.28"
661 , "ROXA J154445.0+371308.61" , 236.1875 , 37.21906 , 0.98 , 18.4 , 0 , 0 , 18.5 , 645.5 , 4.2e-13 , "QSO RLoud steep radio sp." , 1.3 , 0.64 , 0.9 , "2.060e+45" , "3.166e+34" , "--" , "1RXS J154447.0+3713" , "59.57" , "52.31"
662 , "ROXA J154510.9+345246.88" , 236.29542 , 34.87969 , 0.52 , 16.9 , 0 , 0 , 17 , 20 , 1.3e-12 , "QSO RLoud flat radio sp." , 1.37 , 0.23 , 0.64 , "1.346e+45" , "2.071e+32" , "--" , "1RXS J154511.3+3452" , "55.74" , "52.27"
663 , "ROXA J154442.9+501711.5" , 236.17875 , 50.28653 , 0.49 , 19.9 , 0 , 0 , 21 , 29.7 , 1.3e-13 , "BL Lac" , 1.22 , 0.56 , 0.8 , "1.212e+44" , "2.770e+32" , 0.08 , "1RXS J154443.9+5016" , "80.08" , "49.86"
664 , "ROXA J154609.49+002624.61" , 236.53958 , 0.44017 , 0.56 , 20.4 , 0 , 0 , 21.9 , 1830.9 , 4.7e-13 , "QSO RLoud flat radio sp." , 0.9 , 0.94 , 0.95 , "5.826e+44" , "2.269e+34" , "--" , "1RXS J154608.9+0026" , "7.87" , "40.32"
665 , "ROXA J154502.8+513500.81" , 236.26167 , 51.58356 , 1.93 , 17.5 , 0 , 0 , 17.5 , 605.4 , 4.4e-13 , "QSO RLoud flat radio sp." , 1.41 , 0.57 , 0.91 , "1.165e+46" , "1.602e+35" , 0.02 , "1RXS J154502.9+5135" , "81.94" , "49.38"
666 , "ROXA J154617.69+500824.39" , 236.57375 , 50.14011 , 0.29 , 18.1 , 0 , 0 , 19.2 , 27.9 , 1.2e-13 , "QSO RLoud" , 1.52 , 0.4 , 0.79 , "3.100e+43" , "7.207e+31" , "--" , "1RXS J154620.9+5008" , "79.74" , "49.66"
667 , "ROXA J154817.89+351127.99" , 237.07458 , 35.19111 , 0.48 , 18 , 0 , 0 , 18 , 142 , 8.7e-13 , "QSO RLoud flat radio sp." , 1.27 , 0.49 , 0.77 , "7.536e+44" , "1.230e+33" , "--" , "1RXS J154817.6+3511" , "56.26" , "51.63"
668 , "ROXA J154929.4+023701.09" , 237.3725 , 2.61697 , 0.41 , 17.3 , 0 , 0 , 17.2 , 836.2 , 2.9e-12 , "QSO RLoud flat radio sp." , 1.19 , 0.63 , 0.84 , "1.755e+45" , "5.061e+33" , -0.24 , "1RXS J154928.7+0236" , "10.84" , "40.9"
669 , "ROXA J154917.39+503805.71" , 237.3225 , 50.63492 , 2.17 , 18.5 , 0 , 0 , 18.5 , 630.4 , 7.4e-13 , "QSO RLoud flat radio sp." , 1.17 , 0.66 , 0.89 , "2.624e+46" , "2.235e+35" , -0.12 , "1RXS J154917.4+5038" , "80.24" , "49.06"
670 , "ROXA J155021.4+295027.81" , 237.58917 , 29.84106 , 0.18 , 17.5 , 0 , 0 , 18.5 , 23.5 , 4.3e-13 , "Galaxy NELG" , 1.42 , 0.34 , 0.71 , "3.765e+43" , "2.058e+31" , "--" , "1RXS J155020.2+2950" , "47.78" , "50.83"
671 , "ROXA J155210.19+315908.98" , 238.0425 , 31.98583 , 0.58 , 20.8 , 0 , 0 , 21.6 , 2.9 , 1.2e-12 , "BL Lac" , 0.73 , 0.4 , 0.53 , "1.675e+45" , "4.048e+31" , "--" , "1RXS J155211.2+3159" , "51.21" , "50.67"
672 , "ROXA J155423.59+201117.3" , 238.59833 , 20.18814 , 0.22 , 17.1 , 0 , 0 , 18.1 , 79.5 , 7.2e-12 , "BL Lac" , 1 , 0.41 , 0.62 , "1.045e+45" , "1.154e+32" , "--" , "1RXS J155424.3+2011" , "33.64" , "47.76"
673 , "ROXA J155439.19+194717.98" , 238.66333 , 19.78833 , 1.34 , 19 , 0 , 0 , 19.8 , 1095.1 , 5.7e-13 , "QSO RLoud flat radio sp." , 1.1 , 0.75 , 0.91 , "6.141e+45" , "1.180e+35" , "--" , "1RXS J155439.6+1947" , "33.11" , "47.57"
674 , "ROXA J155729.89+330446.88" , 239.37458 , 33.07969 , 0.95 , 18.2 , 0 , 0 , 18.4 , 168.2 , 5.4e-13 , "QSO RLoud flat radio sp." , 1.29 , 0.48 , 0.79 , "2.504e+45" , "7.799e+33" , 0.57 , "1RXS J155728.0+3304" , "53.05" , "49.64"
675 , "ROXA J155719.0+452221.5" , 239.32917 , 45.37264 , 0.5 , 19.7 , 0 , 0 , 20.6 , 621.1 , 5.3e-13 , "QSO RLoud flat radio sp." , 1.03 , 0.75 , 0.86 , "4.966e+44" , "5.820e+33" , 0.56 , "1RXS J155719.0+4522" , "71.95" , "49.03"
676 , "ROXA J155855.09+332318.6" , 239.72958 , 33.3885 , 1.65 , 17.2 , 0 , 0 , 17.7 , 142.7 , 5e-13 , "QSO RLoud flat radio sp." , 1.41 , 0.42 , 0.8 , "9.058e+45" , "2.585e+34" , "--" , "1RXS J155855.5+3323" , "53.56" , "49.37"
677 , "ROXA J155900.59+451657.28" , 239.7525 , 45.28258 , "--" , 20.1 , 0 , 0 , 20.3 , 12.2 , 5.8e-13 , "BL Lac" , 1.03 , 0.46 , 0.66 , "0.000" , "0.000" , "--" , "1RXS J155901.0+4517" , "71.74" , "48.75"
678 , "ROXA J160218.0+305109.39" , 240.575 , 30.85261 , "--" , 18 , 0 , 0 , 18.2 , 61.8 , 1.4e-12 , "BL Lac" , 1.21 , 0.38 , 0.66 , "0.000" , "0.000" , 0.79 , "1RXS J160217.4+3050" , "49.83" , "48.4"
679 , "ROXA J160446.49+334521.7" , 241.19375 , 33.75603 , 0.18 , 17.2 , 0 , 0 , 18.4 , 7.5 , 1.4e-12 , "BL Lac" , 1.25 , 0.22 , 0.58 , "1.226e+44" , "6.567e+30" , "--" , "1RXS J160445.9+3344" , "54.25" , "48.18"
680 , "ROXA J160519.0+542100.0" , 241.32917 , 54.35 , 0.21 , 18.6 , 0 , 0 , 19.2 , 7.8 , 6.3e-12 , "BL Lac" , 0.82 , 0.31 , 0.5 , "8.246e+44" , "1.021e+31" , "--" , "1RXS J160518.5+5421" , "84.35" , "45.59"
681 , "ROXA J160630.49+371339.5" , 241.62708 , 37.22764 , 0.68 , 19.9 , 0 , 0 , 19.9 , 3.7 , 2.5e-13 , "QSO RLoud" , 1.18 , 0.32 , 0.64 , "5.000e+44" , "7.400e+31" , "--" , "1RXS J160630.9+3713" , "59.47" , "47.98"
682 , "ROXA J160623.5+540555.78" , 241.59792 , 54.09883 , 0.88 , 17.6 , 0 , 0 , 17.7 , 168 , 3.3e-13 , "QSO RLoud flat radio sp." , 1.47 , 0.43 , 0.82 , "1.243e+45" , "6.327e+33" , 0.53 , "1RXS J160624.1+5405" , "83.94" , "45.52"
683 , "ROXA J160719.19+355013.3" , 241.83 , 35.83703 , 0.91 , 19.5 , 0 , 0 , 19.6 , 11.8 , 2.2e-13 , "QSO RLoud" , 1.25 , 0.38 , 0.71 , "9.151e+44" , "4.908e+32" , "--" , "1RXS J160720.3+3550" , "57.4" , "47.78"
684 , "ROXA J160740.5+254115.68" , 241.91875 , 25.68769 , 0.53 , 19.3 , 0 , 0 , 19.9 , 39.6 , 6.9e-12 , "BL Lac" , 0.68 , 0.5 , 0.58 , "7.759e+45" , "4.453e+32" , "--" , "1RXS J160740.7+2541" , "42.64" , "46.32"
685 , "ROXA J160822.09+401217.89" , 242.09208 , 40.20497 , 0.63 , 20.2 , 0 , 0 , 20.5 , 201.5 , 4.2e-13 , "QSO RLoud flat radio sp." , 1.03 , 0.74 , 0.86 , "6.994e+44" , "3.356e+33" , -0.15 , "1RXS J160821.0+4012" , "63.89" , "47.57"
686 , "ROXA J160911.2+374635.68" , 242.29667 , 37.77658 , 2.41 , 19.4 , 0 , 0 , 19.4 , 27.6 , 3.2e-13 , "QSO RLoud" , 1.16 , 0.42 , 0.74 , "1.460e+46" , "1.259e+34" , "--" , "1RXS J160910.9+3746" , "60.29" , "47.45"
687 , "ROXA J160913.09+535429.59" , 242.30458 , 53.90822 , 0.99 , 18 , 0 , 0 , 18.3 , 45.6 , 2.5e-13 , "QSO RLoud flat radio sp." , 1.44 , 0.44 , 0.82 , "1.280e+45" , "2.335e+33" , -0.29 , "1RXS J160915.0+5354" , "83.51" , "45.18"
688 , "ROXA J161022.3+323824.1" , 242.59292 , 32.64003 , 1.52 , 18 , 0 , 0 , 18.2 , 376 , 5.6e-13 , "QSO RLoud steep radio sp." , 1.29 , 0.56 , 0.85 , "8.197e+45" , "5.504e+34" , "--" , "1RXS J161023.7+3238" , "52.77" , "46.91"
689 , "ROXA J161003.29+451641.69" , 242.51375 , 45.27825 , 0.6 , 20 , 0 , 0 , 20.3 , 3.8 , 4.8e-13 , "BL Lac" , 1.04 , 0.34 , 0.6 , "7.040e+44" , "5.573e+31" , "--" , "1RXS J161006.9+4516" , "71.3" , "46.83"
690 , "ROXA J161340.99+341247.8" , 243.42083 , 34.21328 , 1.4 , 17.3 , 0 , 0 , 17.6 , 4024.7 , 7.1e-13 , "QSO RLoud flat radio sp." , 1.36 , 0.71 , 0.97 , "8.539e+45" , "4.840e+35" , "--" , "1RXS J161339.8+3412" , "55.14" , "46.37"
691 , "ROXA J161351.29+374258.71" , 243.46375 , 37.71631 , 0.81 , 18.7 , 0 , 0 , 18.8 , 291.8 , 3.5e-13 , "QSO RLoud steep radio sp." , 1.3 , 0.52 , 0.81 , "1.080e+45" , "9.006e+33" , 1.05 , "1RXS J161350.9+3742" , "60.23" , "46.53"
692 , "ROXA J161446.9+374607.1" , 243.69542 , 37.76864 , 1.53 , 16.6 , 0 , 0 , 17 , 50 , 3.2e-13 , "QSO RLoud flat radio sp." , 1.59 , 0.28 , 0.77 , "4.799e+45" , "7.499e+33" , 0.27 , "1RXS J161446.8+3745" , "60.31" , "46.35"
693 , "ROXA J161602.5+302339.8" , 244.01042 , 30.39439 , 2.45 , 18.8 , 0 , 0 , 19 , 250.6 , 3.2e-13 , "QSO RLoud flat radio sp." , 1.24 , 0.57 , 0.86 , "1.521e+46" , "1.191e+35" , "--" , "1RXS J161603.5+3023" , "49.78" , "45.41"
694 , "ROXA J161655.49+362134.48" , 244.23125 , 36.35958 , 2.27 , 18.5 , 0 , 0 , 18.4 , 331 , 1.8e-13 , "QSO RLoud flat radio sp." , 1.41 , 0.58 , 0.92 , "7.045e+45" , "1.296e+35" , 0.12 , "1RXS J161655.5+3621" , "58.3" , "45.86"
695 , "ROXA J161706.4+410635.99" , 244.27667 , 41.11 , 0.27 , 17.6 , 0 , 0 , 18.3 , 95.9 , 2.4e-12 , "BL Lac" , 1.13 , 0.5 , 0.72 , "5.296e+44" , "2.116e+32" , -0.21 , "1RXS J161706.7+4106" , "65.13" , "45.89"
696 , "ROXA J161902.4+303051.51" , 244.76 , 30.51431 , 1.29 , 16.7 , 0 , 0 , 16.9 , 55.7 , 6e-13 , "QSO RLoud flat radio sp." , 1.49 , 0.29 , 0.74 , "5.861e+45" , "5.441e+33" , "--" , "1RXS J161901.4+3030" , "50.1" , "44.79"
697 , "ROXA J162111.2+374604.9" , 245.29667 , 37.76803 , 1.27 , 18.8 , 0 , 0 , 19.9 , 631.6 , 1.7e-12 , "QSO RLoud steep radio sp." , 0.93 , 0.63 , 0.77 , "1.613e+46" , "5.994e+34" , 0.95 , "1RXS J162111.0+3745" , "60.36" , "45.08"
698 , "ROXA J162229.29+400643.48" , 245.62208 , 40.11208 , 0.69 , 18.6 , 0 , 0 , 18.5 , 37.4 , 4.8e-13 , "QSO RLoud flat radio sp." , 1.28 , 0.47 , 0.77 , "9.986e+44" , "7.781e+32" , -0.36 , "1RXS J162229.9+4006" , "63.69" , "44.88"
699 , "ROXA J162307.6+390932.39" , 245.78167 , 39.159 , 1.98 , 16.9 , 0 , 0 , 16.9 , 179.8 , 5.3e-13 , "QSO RLoud flat radio sp." , 1.47 , 0.44 , 0.85 , "1.484e+46" , "5.036e+34" , -0.25 , "1RXS J162307.8+3909" , "62.34" , "44.74"
700 , "ROXA J162259.2+440142.81" , 245.74667 , 44.02856 , "--" , 18.9 , 0 , 0 , 19.3 , 8 , 1e-12 , "BL Lac" , 1.11 , 0.34 , 0.6 , "0.000" , "0.000" , "--" , "1RXS J162259.0+4401" , "69.2" , "44.67"
701 , "ROXA J162332.69+284127.49" , 245.88625 , 28.69097 , "--" , 19.1 , 0 , 0 , 19.4 , 4.9 , 4.7e-13 , "BL Lac" , 1.22 , 0.31 , 0.62 , "0.000" , "0.000" , "--" , "1RXS J162331.4+2841" , "47.84" , "43.5"
702 , "ROXA J162318.79+402258.69" , 245.82833 , 40.38297 , 0.91 , 17.7 , 0 , 0 , 17.8 , 8.8 , 2.6e-13 , "QSO RLoud" , 1.49 , 0.22 , 0.68 , "1.073e+45" , "3.631e+32" , "--" , "1RXS J162318.9+4022" , "64.07" , "44.72"
703 , "ROXA J162330.49+355933.21" , 245.87708 , 35.99256 , 0.87 , 18.3 , 0 , 0 , 18.4 , 264.9 , 2.4e-13 , "QSO RLoud steep radio sp." , 1.42 , 0.53 , 0.86 , "8.786e+44" , "9.697e+33" , 0.51 , "1RXS J162330.7+3559" , "57.9" , "44.52"
